energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-4.14507254,6.00980330,-6.00980300,1.48462819,-1.48462856,2.54531598,-2.54531549,0.20568930,-0.20568944,0.17233089,-0.17233090,0.00423839,-0.00423839,1.67685457,-1.67685438,0.00477721,-0.00477721,1.17246370,-1.17246388
-4.13906953,6.03772718,-6.03772675,1.51584365,-1.51584396,2.53358842,-2.53358790,0.21427997,-0.21428011,0.17747670,-0.17747671,0.00491400,-0.00491401,1.66952149,-1.66952124,0.00495846,-0.00495846,1.20517504,-1.20517523
-4.13306653,6.05881476,-6.05881421,1.54315759,-1.54315783,2.52024563,-2.52024509,0.22291756,-0.22291769,0.18279645,-0.18279647,0.00573437,-0.00573438,1.65809747,-1.65809715,0.00513063,-0.00513063,1.23945008,-1.23945030
-4.12706353,6.07400029,-6.07399966,1.56656493,-1.56656511,2.50581902,-2.50581846,0.23160193,-0.23160206,0.18833835,-0.18833837,0.00671116,-0.00671117,1.64283974,-1.64283936,0.00529224,-0.00529224,1.27540293,-1.27540317
-4.12106053,6.08441520,-6.08441450,1.58615711,-1.58615723,2.49087856,-2.49087800,0.24033536,-0.24033549,0.19416154,-0.19416156,0.00785626,-0.00785627,1.62405519,-1.62405476,0.00544223,-0.00544223,1.31319948,-1.31319974
-4.11505753,6.09133405,-6.09133331,1.60211194,-1.60211201,2.47600869,-2.47600814,0.24912063,-0.24912075,0.20033417,-0.20033419,0.00918134,-0.00918135,1.60208575,-1.60208528,0.00558005,-0.00558005,1.35304682,-1.35304711
-4.10905453,6.09611528,-6.09611452,1.61468040,-1.61468041,2.46178385,-2.46178333,0.25795918,-0.25795930,0.20693086,-0.20693088,0.01069739,-0.01069740,1.57729387,-1.57729337,0.00570563,-0.00570563,1.39517912,-1.39517943
-4.10305153,6.10013887,-6.10013811,1.62417091,-1.62417087,2.44874467,-2.44874419,0.26684918,-0.26684930,0.21402957,-0.21402960,0.01241415,-0.01241416,1.55004887,-1.55004834,0.00581933,-0.00581934,1.43984034,-1.43984069
-4.09704852,6.10474341,-6.10474268,1.63093176,-1.63093169,2.43737565,-2.43737521,0.27578382,-0.27578393,0.22170790,-0.22170793,0.01433951,-0.01433953,1.52071472,-1.52071417,0.00592197,-0.00592197,1.48726452,-1.48726490
-4.09104552,6.11116519,-6.11116451,1.63533267,-1.63533255,2.42808520,-2.42808481,0.28474981,-0.28474991,0.23003910,-0.23003914,0.01647896,-0.01647897,1.48963970,-1.48963914,0.00601470,-0.00601470,1.53765422,-1.53765463
-4.08504252,6.12048154,-6.12048093,1.63774605,-1.63774591,2.42118875,-2.42118841,0.29372619,-0.29372629,0.23908783,-0.23908788,0.01883493,-0.01883495,1.45714847,-1.45714791,0.00609899,-0.00609899,1.59115847,-1.59115892
-4.07903952,6.13356095,-6.13356041,1.63852919,-1.63852903,2.41689558,-2.41689529,0.30268361,-0.30268371,0.24890595,-0.24890601,0.02140630,-0.02140632,1.42353640,-1.42353583,0.00617651,-0.00617651,1.64785111,-1.64785159
-4.07303652,6.15102188,-6.15102142,1.63800791,-1.63800771,2.41529978,-2.41529956,0.31158400,-0.31158409,0.25952848,-0.25952854,0.02418787,-0.02418789,1.38906648,-1.38906591,0.00624905,-0.00624905,1.70771087,-1.70771138
-4.06703352,6.17320211,-6.17320174,1.63646253,-1.63646233,2.41637581,-2.41637564,0.32038073,-0.32038081,0.27097001,-0.27097008,0.02716991,-0.02716994,1.35396846,-1.35396790,0.00631844,-0.00631845,1.77060452,-1.77060506
-4.06103052,6.20013997,-6.20013969,1.63411694,-1.63411672,2.41997862,-2.41997851,0.32901928,-0.32901935,0.28322182,-0.28322190,0.03033792,-0.03033795,1.31844006,-1.31843951,0.00638644,-0.00638645,1.83627419,-1.83627476
-4.05502751,6.23156821,-6.23156802,1.63113091,-1.63113067,2.42584851,-2.42584844,0.33743828,-0.33743834,0.29624977,-0.29624985,0.03367238,-0.03367241,1.28264975,-1.28264921,0.00645464,-0.00645464,1.90432991,-1.90433050
-4.04902451,6.26692100,-6.26692088,1.62759623,-1.62759598,2.43362043,-2.43362041,0.34557104,-0.34557108,0.30999324,-0.30999334,0.03714875,-0.03714877,1.24674075,-1.24674022,0.00652436,-0.00652436,1.97424830,-1.97424890
-4.04302151,6.30535369,-6.30535363,1.62353671,-1.62353645,2.44283748,-2.44283750,0.35334732,-0.35334735,0.32436529,-0.32436539,0.04073757,-0.04073759,1.21083570,-1.21083519,0.00659661,-0.00659662,2.04537780,-2.04537841
-4.03701851,6.34577480,-6.34577480,1.61891185,-1.61891159,2.45296798,-2.45296803,0.36069537,-0.36069540,0.33925390,-0.33925401,0.04440476,-0.04440479,1.17504156,-1.17504107,0.00667200,-0.00667201,2.11695077,-2.11695138
-4.03101551,6.38688883,-6.38688887,1.61362406,-1.61362378,2.46342566,-2.46342573,0.36754415,-0.36754416,0.35452458,-0.35452470,0.04811208,-0.04811211,1.13945429,-1.13945381,0.00675071,-0.00675071,2.18810224,-2.18810283
-4.02501251,6.42724826,-6.42724832,1.60752880,-1.60752851,2.47359204,-2.47359213,0.37382552,-0.37382551,0.37002408,-0.37002419,0.05181772,-0.05181775,1.10416288,-1.10416242,0.00683243,-0.00683243,2.25789468,-2.25789526
-4.01900950,6.46531264,-6.46531269,1.60044728,-1.60044698,2.48284041,-2.48284051,0.37947646,-0.37947644,0.38558514,-0.38558526,0.05547705,-0.05547708,1.06925271,-1.06925226,0.00691642,-0.00691642,2.32534809,-2.32534864
-4.01300650,6.49951245,-6.49951249,1.59218083,-1.59218052,2.49056031,-2.49056040,0.38444118,-0.38444115,0.40103220,-0.40103232,0.05904351,-0.05904354,1.03480776,-1.03480732,0.00700146,-0.00700147,2.38947385,-2.38947436
-4.00700350,6.52831509,-6.52831510,1.58252626,-1.58252593,2.49618179,-2.49618187,0.38867297,-0.38867292,0.41618769,-0.41618781,0.06246958,-0.06246961,1.00091194,-1.00091151,0.00708597,-0.00708597,2.44931119,-2.44931166
-4.00100050,6.55029040,-6.55029036,1.57129143,-1.57129108,2.49919852,-2.49919859,0.39213587,-0.39213582,0.43087870,-0.43087881,0.06570782,-0.06570785,0.96764947,-0.96764905,0.00716798,-0.00716798,2.50396424,-2.50396465
-3.99499750,6.56417300,-6.56417289,1.55831017,-1.55830982,2.49918888,-2.49918892,0.39480604,-0.39480598,0.44494372,-0.44494383,0.06871196,-0.06871199,0.93510448,-0.93510408,0.00724529,-0.00724530,2.55263814,-2.55263849
-3.98899450,6.56891906,-6.56891887,1.54345597,-1.54345560,2.49583424,-2.49583425,0.39667282,-0.39667275,0.45823917,-0.45823928,0.07143795,-0.07143797,0.90336014,-0.90335974,0.00731555,-0.00731555,2.59467225,-2.59467254
-3.98299150,6.56375513,-6.56375485,1.52665356,-1.52665317,2.48893387,-2.48893384,0.39773945,-0.39773936,0.47064526,-0.47064536,0.07384502,-0.07384504,0.87249743,-0.87249705,0.00737633,-0.00737634,2.62956889,-2.62956912
-3.97698849,6.54821711,-6.54821672,1.50788806,-1.50788767,2.47841574,-2.47841567,0.39802349,-0.39802340,0.48207107,-0.48207115,0.07589667,-0.07589669,0.84259406,-0.84259368,0.00742530,-0.00742530,2.65701603,-2.65701620
-3.97098549,6.52217776,-6.52217726,1.48721124,-1.48721083,2.46434291,-2.46434280,0.39755694,-0.39755685,0.49245843,-0.49245851,0.07756153,-0.07756154,0.81372350,-0.81372313,0.00746031,-0.00746032,2.67690283,-2.67690293
-3.96498249,6.48586161,-6.48586101,1.46474450,-1.46474409,2.44691518,-2.44691503,0.39638603,-0.39638593,0.50178454,-0.50178460,0.07881411,-0.07881412,0.78595453,-0.78595416,0.00747954,-0.00747955,2.68932708,-2.68932712
-3.95897949,6.43984671,-6.43984601,1.44067871,-1.44067829,2.42646587,-2.42646568,0.39457068,-0.39457057,0.51006295,-0.51006301,0.07963543,-0.07963544,0.75935127,-0.75935090,0.00748161,-0.00748161,2.69459415,-2.69459414
-3.95297649,6.38505294,-6.38505214,1.41527071,-1.41527029,2.40345381,-2.40345358,0.39218374,-0.39218363,0.51734313,-0.51734318,0.08001345,-0.08001345,0.73397383,-0.73397346,0.00746566,-0.00746566,2.69320747,-2.69320740
-3.94697349,6.32271740,-6.32271652,1.38883693,-1.38883651,2.37845075,-2.37845049,0.38930989,-0.38930978,0.52370829,-0.52370834,0.07994333,-0.07994333,0.70987941,-0.70987904,0.00743150,-0.00743150,2.68585075,-2.68585065
-3.94097049,6.25435768,-6.25435673,1.36174419,-1.36174378,2.35212459,-2.35212430,0.38604431,-0.38604420,0.52927184,-0.52927187,0.07942756,-0.07942755,0.68712386,-0.68712349,0.00737961,-0.00737961,2.67336299,-2.67336286
-3.93496748,6.18172444,-6.18172344,1.33439837,-1.33439797,2.32521890,-2.32521860,0.38249106,-0.38249096,0.53417233,-0.53417236,0.07847582,-0.07847581,0.66576330,-0.66576293,0.00731127,-0.00731127,2.65670719,-2.65670704
-3.92896448,6.10674490,-6.10674387,1.30723124,-1.30723086,2.29852961,-2.29852930,0.37876117,-0.37876107,0.53856739,-0.53856742,0.07710474,-0.07710473,0.64585580,-0.64585543,0.00722849,-0.00722849,2.63693437,-2.63693422
-3.92296148,6.03145956,-6.03145852,1.28068629,-1.28068593,2.27287939,-2.27287908,0.37497054,-0.37497045,0.54262666,-0.54262669,0.07533750,-0.07533749,0.62746265,-0.62746228,0.00713407,-0.00713406,2.61514446,-2.61514431
-3.91695848,5.95795434,-5.95795332,1.25520394,-1.25520360,2.24909091,-2.24909061,0.37123754,-0.37123745,0.54652422,-0.54652425,0.07320319,-0.07320318,0.61064908,-0.61064872,0.00703152,-0.00703151,2.59244582,-2.59244569
-3.91095548,5.88829071,-5.88828974,1.23120689,-1.23120658,2.22795964,-2.22795937,0.36768042,-0.36768034,0.55043078,-0.55043081,0.07073614,-0.07073612,0.59548420,-0.59548384,0.00692502,-0.00692502,2.56991523,-2.56991513
-3.90495248,5.82443638,-5.82443549,1.20908616,-1.20908588,2.21022741,-2.21022717,0.36441458,-0.36441451,0.55450597,-0.55450600,0.06797508,-0.06797506,0.58203996,-0.58203961,0.00681931,-0.00681931,2.54856006,-2.54855999
-3.89894947,5.76819909,-5.76819830,1.18918835,-1.18918812,2.19655740,-2.19655721,0.36154966,-0.36154961,0.55889111,-0.55889114,0.06496223,-0.06496221,0.57038909,-0.57038876,0.00671956,-0.00671955,2.52928410,-2.52928407
-3.89294647,5.72116575,-5.72116508,1.17180465,-1.17180445,2.18751164,-2.18751151,0.35918661,-0.35918657,0.56370272,-0.56370276,0.06174234,-0.06174232,0.56060201,-0.56060170,0.00663120,-0.00663120,2.51285850,-2.51285853
-3.88694347,5.68464909,-5.68464857,1.15716179,-1.15716164,2.18353165,-2.18353159,0.35741473,-0.35741471,0.56902717,-0.56902722,0.05836169,-0.05836166,0.55274273,-0.55274243,0.00655982,-0.00655981,2.49989875,-2.49989884
-3.88094047,5.65964364,-5.65964328,1.14541548,-1.14541537,2.18492281,-2.18492281,0.35630885,-0.35630884,0.57491648,-0.57491653,0.05486704,-0.05486702,0.54686395,-0.54686368,0.00651089,-0.00651089,2.49084843,-2.49084857
-3.87493747,5.64679212,-5.64679194,1.13664618,-1.13664611,2.19184301,-2.19184310,0.35592670,-0.35592671,0.58138561,-0.58138567,0.05130472,-0.05130469,0.54300172,-0.54300148,0.00648966,-0.00648965,2.48597005,-2.48597025
-3.86893447,5.64636347,-5.64636348,1.13085752,-1.13085749,2.20429589,-2.20429606,0.35630655,-0.35630658,0.58841132,-0.58841139,0.04771961,-0.04771959,0.54116968,-0.54116947,0.00650088,-0.00650088,2.48534299,-2.48534325
-3.86293147,5.65824268,-5.65824288,1.12797708,-1.12797709,2.22212856,-2.22212882,0.35746531,-0.35746536,0.59593245,-0.59593253,0.04415438,-0.04415435,0.54135351,-0.54135334,0.00654871,-0.00654871,2.48886820,-2.48886851
-3.85692846,5.68193264,-5.68193303,1.12785955,-1.12785960,2.24503406,-2.24503441,0.35939709,-0.35939715,0.60385175,-0.60385183,0.04064864,-0.04064862,0.54350584,-0.54350571,0.00663644,-0.00663644,2.49627889,-2.49627926
-3.85092546,5.71656747,-5.71656803,1.13029192,-1.13029201,2.27255811,-2.27255854,0.36207233,-0.36207241,0.61203911,-0.61203919,0.03723836,-0.03723834,0.54754192,-0.54754183,0.00676642,-0.00676642,2.50715657,-2.50715698
-3.84492246,5.76093670,-5.76093743,1.13500049,-1.13500061,2.30410996,-2.30411046,0.36543772,-0.36543781,0.62033593,-0.62033601,0.03395535,-0.03395532,0.55333657,-0.55333652,0.00693990,-0.00693990,2.52095124,-2.52095168
-3.83891946,5.81351929,-5.81352017,1.14165931,-1.14165946,2.33897686,-2.33897743,0.36941670,-0.36941680,0.62856059,-0.62856067,0.03082685,-0.03082683,0.56072251,-0.56072249,0.00715691,-0.00715691,2.53700466,-2.53700513
-3.83291646,5.87252625,-5.87252726,1.14989982,-1.14989998,2.37634182,-2.37634245,0.37391089,-0.37391099,0.63651464,-0.63651472,0.02787537,-0.02787535,0.56949048,-0.56949050,0.00741628,-0.00741628,2.55457569,-2.55457616
-3.82691346,5.93595064,-5.93595175,1.15932124,-1.15932143,2.41530394,-2.41530461,0.37880218,-0.37880229,0.64398961,-0.64398969,0.02511860,-0.02511858,0.57939123,-0.57939128,0.00771555,-0.00771555,2.57286647,-2.57286695
-3.82091046,6.00162353,-6.00162469,1.16950158,-1.16950177,2.45490110,-2.45490181,0.38395567,-0.38395579,0.65077408,-0.65077414,0.02256940,-0.02256939,0.59013947,-0.59013955,0.00805107,-0.00805107,2.59104872,-2.59104919
-3.81490745,6.06727457,-6.06727576,1.18000876,-1.18000896,2.49413431,-2.49413503,0.38922331,-0.38922343,0.65666086,-0.65666092,0.02023612,-0.02023610,0.60141980,-0.60141989,0.00841805,-0.00841805,2.60828922,-2.60828967
-3.80890445,6.13059594,-6.13059711,1.19041194,-1.19041213,2.53199344,-2.53199416,0.39444812,-0.39444824,0.66145413,-0.66145417,0.01812276,-0.01812274,0.61289443,-0.61289455,0.00881070,-0.00881070,2.62377395,-2.62377437
-3.80290145,6.18930821,-6.18930934,1.20029250,-1.20029269,2.56748382,-2.56748452,0.39946902,-0.39946912,0.66497615,-0.66497618,0.01622947,-0.01622946,0.62421266,-0.62421278,0.00922242,-0.00922242,2.63673050,-2.63673087
-3.79689845,6.24122707,-6.24122811,1.20925486,-1.20925504,2.59965338,-2.59965404,0.40412591,-0.40412601,0.66707365,-0.66707366,0.01455298,-0.01455297,0.63502154,-0.63502166,0.00964598,-0.00964599,2.64644853,-2.64644885
-3.79089545,6.28432947,-6.28433037,1.21693676,-1.21693691,2.62761987,-2.62762048,0.40826508,-0.40826516,0.66762353,-0.66762352,0.01308709,-0.01308708,0.64497767,-0.64497779,0.01007380,-0.01007381,2.65229816,-2.65229842
-3.78489245,6.31681802,-6.31681876,1.22301894,-1.22301907,2.65059782,-2.65059835,0.41174447,-0.41174454,0.66653794,-0.66653791,0.01182324,-0.01182323,0.65375950,-0.65375960,0.01049818,-0.01049818,2.65374630,-2.65374648
-3.77888944,6.33718239,-6.33718295,1.22723418,-1.22723428,2.66792464,-2.66792508,0.41443884,-0.41443889,0.66376853,-0.66376848,0.01075104,-0.01075104,0.66107966,-0.66107974,0.01091158,-0.01091159,2.65037100,-2.65037111
-3.77288644,6.34425622,-6.34425656,1.22937538,-1.22937544,2.67908551,-2.67908586,0.41624446,-0.41624450,0.65930990,-0.65930983,0.00985879,-0.00985879,0.66669697,-0.66669702,0.01130691,-0.01130691,2.64187397,-2.64187399
-3.76688344,6.33726808,-6.33726820,1.22930266,-1.22930269,2.68373634,-2.68373659,0.41708318,-0.41708319,0.65320207,-0.65320198,0.00913396,-0.00913396,0.67042749,-0.67042751,0.01167775,-0.01167775,2.62809108,-2.62809102
-3.76088044,6.31588520,-6.31588508,1.22694923,-1.22694921,2.68172418,-2.68172432,0.41690568,-0.41690566,0.64553208,-0.64553196,0.00856361,-0.00856361,0.67215422,-0.67215420,0.01201861,-0.01201861,2.60900100,-2.60900085
-3.75487744,6.28024819,-6.28024784,1.22232576,-1.22232571,2.67310439,-2.67310442,0.41569381,-0.41569378,0.63643452,-0.63643438,0.00813476,-0.00813476,0.67183504,-0.67183499,0.01232510,-0.01232510,2.58473174,-2.58473150
-3.74887444,6.23099551,-6.23099493,1.21552318,-1.21552309,2.65815383,-2.65815376,0.41346184,-0.41346179,0.62609110,-0.62609095,0.00783469,-0.00783469,0.66950853,-0.66950845,0.01259409,-0.01259409,2.55556488,-2.55556456
-3.74287144,6.16927628,-6.16927549,1.20671347,-1.20671335,2.63737940,-2.63737923,0.41025653,-0.41025645,0.61472925,-0.61472908,0.00765112,-0.00765112,0.66529738,-0.66529727,0.01282377,-0.01282377,2.52193713,-2.52193674
-3.73686843,6.09675034,-6.09674938,1.19614850,-1.19614835,2.61152117,-2.61152092,0.40615613,-0.40615603,0.60261955,-0.60261937,0.00757239,-0.00757239,0.65940934,-0.65940920,0.01301375,-0.01301375,2.48443892,-2.48443847
-3.73086543,6.01557486,-6.01557376,1.18415655,-1.18415637,2.58154965,-2.58154934,0.40126827,-0.40126815,0.59007240,-0.59007222,0.00758749,-0.00758749,0.65213552,-0.65213536,0.01316493,-0.01316493,2.44380960,-2.44380910
-3.72486243,5.92837697,-5.92837578,1.17113657,-1.17113637,2.54865673,-2.54865637,0.39572689,-0.39572676,0.57743364,-0.57743346,0.00768609,-0.00768609,0.64384633,-0.64384616,0.01327951,-0.01327951,2.40092894,-2.40092841
-3.71885943,5.83821263,-5.83821140,1.15755012,-1.15754990,2.51424013,-2.51423976,0.38968840,-0.38968826,0.56507936,-0.56507919,0.00785850,-0.00785850,0.63498492,-0.63498474,0.01336080,-0.01336079,2.35680466,-2.35680411
-3.71285643,5.74851225,-5.74851104,1.14391114,-1.14391092,2.47988132,-2.47988096,0.38332715,-0.38332700,0.55341004,-0.55340988,0.00809557,-0.00809557,0.62605865,-0.62605848,0.01341303,-0.01341303,2.31255590,-2.31255535
-3.70685343,5.66301412,-5.66301301,1.13077370,-1.13077349,2.44731722,-2.44731691,0.37683064,-0.37683049,0.54284409,-0.54284395,0.00838861,-0.00838861,0.61762882,-0.61762866,0.01344119,-0.01344119,2.26939272,-2.26939219
-3.70085043,5.58568727,-5.58568633,1.11871807,-1.11871787,2.41840609,-2.41840586,0.37039455,-0.37039440,0.53381091,-0.53381080,0.00872926,-0.00872926,0.61029885,-0.61029874,0.01345072,-0.01345071,2.22859177,-2.22859128
-3.69484742,5.52064559,-5.52064491,1.10833547,-1.10833529,2.39508839,-2.39508828,0.36421792,-0.36421778,0.52674382,-0.52674374,0.00910939,-0.00910940,0.60470168,-0.60470161,0.01344731,-0.01344730,2.19146874,-2.19146832
-3.68884442,5.47205561,-5.47205527,1.10021207,-1.10021192,2.37934354,-2.37934359,0.35849866,-0.35849853,0.52207272,-0.52207268,0.00952103,-0.00952104,0.60148632,-0.60148631,0.01343664,-0.01343663,2.15934810,-2.15934776
-3.68284142,5.44404029,-5.44404036,1.09491265,-1.09491255,2.37314352,-2.37314376,0.35342953,-0.35342942,0.52021698,-0.52021699,0.00995626,-0.00995626,0.60130422,-0.60130429,0.01342416,-0.01342415,2.13353094,-2.13353071
-3.67683842,5.44058135,-5.44058191,1.09296456,-1.09296450,2.37840460,-2.37840507,0.34919485,-0.34919476,0.52157844,-0.52157850,0.01040721,-0.01040721,0.60479565,-0.60479582,0.01341489,-0.01341489,2.11526195,-2.11526185
-3.67083542,5.46542264,-5.46542377,1.09484240,-1.09484240,2.39693836,-2.39693911,0.34596777,-0.34596770,0.52653475,-0.52653487,0.01086607,-0.01086608,0.61257628,-0.61257655,0.01341327,-0.01341327,2.10569633,-2.10569638
-3.66483242,5.52197686,-5.52197863,1.10095411,-1.10095418,2.43040323,-2.43040429,0.34390833,-0.34390829,0.53543316,-0.53543334,0.01132513,-0.01132514,0.62522420,-0.62522459,0.01342302,-0.01342302,2.10586780,-2.10586803
-3.65882941,5.61323757,-5.61324005,1.11162882,-1.11162896,2.48025766,-2.48025906,0.34316207,-0.34316206,0.54858469,-0.54858495,0.01177683,-0.01177684,0.64326746,-0.64326799,0.01344708,-0.01344708,2.11665867,-2.11665908
-3.65282641,5.74169838,-5.74170162,1.12710674,-1.12710694,2.54771607,-2.54771783,0.34385910,-0.34385913,0.56625887,-0.56625920,0.01221392,-0.01221392,0.66717222,-0.66717290,0.01348761,-0.01348760,2.13877272,-2.13877333
-3.64682341,5.90928059,-5.90928463,1.14753156,-1.14753185,2.63370854,-2.63371069,0.34611353,-0.34611360,0.58867889,-0.58867931,0.01262953,-0.01262954,0.69733145,-0.69733229,0.01354593,-0.01354593,2.17271188,-2.17271270
-3.64082041,6.11727055,-6.11727543,1.17294546,-1.17294582,2.73884507,-2.73884763,0.35002292,-0.35002303,0.61601724,-0.61601774,0.01301737,-0.01301738,0.73405433,-0.73405534,0.01362268,-0.01362268,2.21875714,-2.21875818
-3.63481741,6.36626750,-6.36627323,1.20328672,-1.20328716,2.86338523,-2.86338821,0.35566768,-0.35566784,0.64839171,-0.64839230,0.01337183,-0.01337184,0.77755624,-0.77755742,0.01371780,-0.01371779,2.27695438,-2.27695564
-3.62881441,6.65614269,-6.65614928,1.23839011,-1.23839063,3.00721379,-3.00721718,0.36311023,-0.36311043,0.68586193,-0.68586260,0.01368814,-0.01368815,0.82794949,-0.82795085,0.01383068,-0.01383068,2.34710518,-2.34710666
-3.62281141,6.98601030,-6.98601773,1.27798986,-1.27799045,3.16982291,-3.16982671,0.37239366,-0.37239391,0.72842618,-0.72842694,0.01396246,-0.01396247,0.88523495,-0.88523648,0.01396029,-0.01396029,2.42876309,-2.42876478
-3.61680840,7.35421091,-7.35421917,1.32172511,-1.32172576,3.35030156,-3.35030576,0.38354000,-0.38354029,0.77601881,-0.77601964,0.01419200,-0.01419201,0.94929462,-0.94929633,0.01410525,-0.01410526,2.52123520,-2.52123708
-3.61080540,7.75830811,-7.75831714,1.36914770,-1.36914840,3.54733240,-3.54733696,0.39654800,-0.39654834,0.82850812,-0.82850904,0.01437504,-0.01437505,1.01988572,-1.01988759,0.01426397,-0.01426397,2.62358907,-2.62359113
-3.60480240,8.19509904,-8.19510877,1.41973206,-1.41973281,3.75919679,-3.75920170,0.41139053,-0.41139091,0.88569508,-0.88569607,0.01451096,-0.01451097,1.09663632,-1.09663834,0.01443473,-0.01443473,2.73466493,-2.73466716
-3.59879940,8.66063984,-8.66065019,1.47288706,-1.47288785,3.98378829,-3.98379350,0.42801184,-0.42801225,0.94731284,-0.94731389,0.01460022,-0.01460023,1.17904324,-1.17904541,0.01461578,-0.01461578,2.85309298,-2.85309535
-3.59279640,9.15028687,-9.15029775,1.52796956,-1.52797037,4.21863490,-4.21864036,0.44632482,-0.44632527,1.01302745,-1.01302856,0.01464429,-0.01464429,1.26647258,-1.26647488,0.01480540,-0.01480541,2.97731554,-2.97731802
-3.58679340,9.65875473,-9.65876601,1.58429941,-1.58430023,4.46093047,-4.46093612,0.46620878,-0.46620927,1.08243998,-1.08244113,0.01464554,-0.01464554,1.35816336,-1.35816576,0.01500198,-0.01500198,3.10561391,-3.10561647
-3.58079040,10.18019161,-10.18020317,1.64117581,-1.64117663,4.70757530,-4.70758109,0.48750787,-0.48750838,1.15509022,-1.15509141,0.01460715,-0.01460716,1.45323470,-1.45323718,0.01520400,-0.01520401,3.23613957,-3.23614218
-3.57478739,10.70827270,-10.70828439,1.69789463,-1.69789542,4.95522597,-4.95523181,0.51003067,-0.51003120,1.23046231,-1.23046351,0.01453296,-0.01453296,1.55069701,-1.55069954,0.01541015,-0.01541015,3.36694945,-3.36695206
-3.56878439,11.23631126,-11.23632293,1.75376650,-1.75376726,5.20035391,-5.20035973,0.53355126,-0.53355180,1.30799230,-1.30799351,0.01442729,-0.01442729,1.64946729,-1.64946984,0.01561929,-0.01561929,3.49604472,-3.49604730
-3.56278139,11.75738671,-11.75739820,1.80813542,-1.80813613,5.43931226,-5.43931798,0.55781196,-0.55781250,1.38707782,-1.38707902,0.01429486,-0.01429487,1.74838867,-1.74839121,0.01583055,-0.01583055,3.62141266,-3.62141518
-3.55677839,12.26448802,-12.26449917,1.86039727,-1.86039792,5.66840991,-5.66841545,0.58252801,-0.58252855,1.46708975,-1.46709091,0.01414061,-0.01414061,1.84625400,-1.84625650,0.01604335,-0.01604335,3.74107085,-3.74107325
-3.55077539,12.75066983,-12.75068047,1.91001808,-1.91001864,5.88399130,-5.88399657,0.60739424,-0.60739477,1.54738562,-1.54738674,0.01396960,-0.01396960,1.94183305,-1.94183546,0.01625749,-0.01625749,3.85311269,-3.85311494
-3.54477239,13.20921755,-13.20922751,1.95655121,-1.95655169,6.08252012,-6.08252505,0.63209354,-0.63209405,1.62732458,-1.62732564,0.01378691,-0.01378691,2.03390266,-2.03390496,0.01647325,-0.01647325,3.95575343,-3.95575550
-3.53876938,13.63381692,-13.63382605,1.99965318,-1.99965356,6.26066483,-6.26066933,0.65630712,-0.65630760,1.70628323,-1.70628422,0.01359761,-0.01359761,2.12127902,-2.12128118,0.01669150,-0.01669150,4.04737527,-4.04737711
-3.53276638,14.01872245,-14.01873061,2.03909712,-2.03909741,6.41538320,-6.41538720,0.67972588,-0.67972632,1.78367179,-1.78367269,0.01340671,-0.01340671,2.20285079,-2.20285276,0.01691385,-0.01691385,4.12657014,-4.12657173
-3.52676338,14.35891852,-14.35892558,2.07478354,-2.07478372,6.54400327,-6.54400671,0.70206271,-0.70206311,1.85894986,-1.85895066,0.01321916,-0.01321916,2.27761185,-2.27761362,0.01714281,-0.01714281,4.19217887,-4.19218018
-3.52076038,14.65026656,-14.65027241,2.10674740,-2.10674747,6.64429762,-6.64430044,0.72306489,-0.72306523,1.93164096,-1.93164164,0.01303988,-0.01303988,2.34469233,-2.34469387,0.01738196,-0.01738196,4.24332494,-4.24332594
-3.51475738,14.88963167,-14.88963623,2.13516109,-2.13516106,6.71454803,-6.71455018,0.74252588,-0.74252617,2.00134501,-2.00134558,0.01287379,-0.01287379,2.40338629,-2.40338757,0.01763615,-0.01763615,4.27944144,-4.27944212
-3.50875438,15.07498226,-15.07498547,2.16033270,-2.16033256,6.75359774,-6.75359919,0.76029601,-0.76029624,2.06774805,-2.06774849,0.01272586,-0.01272586,2.45317488,-2.45317589,0.01791164,-0.01791164,4.30028986,-4.30029022
-3.50275138,15.20545721,-15.20545903,2.18269909,-2.18269886,6.76088885,-6.76088957,0.77629113,-0.77629130,2.13062832,-2.13062863,0.01260115,-0.01260115,2.49374353,-2.49374426,0.01821627,-0.01821628,4.30596942,-4.30596945
-3.49674837,15.28139600,-15.28139643,2.20281377,-2.20281345,6.73648278,-6.73648277,0.79049867,-0.79049878,2.18985846,-2.18985865,0.01250486,-0.01250486,2.52499232,-2.52499276,0.01855962,-0.01855962,4.29691609,-4.29691579
-3.49074537,15.30432889,-15.30432796,2.22132940,-2.22132900,6.68106252,-6.68106179,0.80298068,-0.80298072,2.24540327,-2.24540334,0.01244232,-0.01244232,2.54703859,-2.54703875,0.01895300,-0.01895300,4.27389084,-4.27389024
-3.48474237,15.27692593,-15.27692368,2.23897534,-2.23897488,6.59591600,-6.59591457,0.81387332,-0.81387330,2.29731308,-2.29731303,0.01241901,-0.01241900,2.56021167,-2.56021156,0.01940955,-0.01940955,4.23795702,-4.23795612
