energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,Y_p_up,Y_d_up
-5.86793397,3.24153240,0.02603836,0.12377681,2.12852940,0.00000000,0.80214687,0.25029508,0.78850801,0.40261498
-5.86193097,3.08660429,0.02509192,0.11962028,2.02651210,0.00000000,0.76921431,0.23809812,0.75590868,0.38777743
-5.85592796,2.92735559,0.02410080,0.11511460,1.92190160,0.00000000,0.73539006,0.22575043,0.72206265,0.37191364
-5.84992496,2.76592835,0.02308326,0.11035592,1.81608483,0.00000000,0.70107884,0.21337849,0.68755184,0.35531754
-5.84392196,2.60453330,0.02205842,0.10544952,1.71048871,0.00000000,0.66672775,0.20112014,0.65297735,0.33830559
-5.83791896,2.44538671,0.02104565,0.10050734,1.60653774,0.00000000,0.63280930,0.18911929,0.61894330,0.32120824
-5.83191596,2.29064966,0.02006408,0.09564548,1.50561322,0.00000000,0.59980412,0.17752067,0.58604091,0.30436126
-5.82591296,2.14237187,0.01913195,0.09098178,1.40901541,0.00000000,0.56818397,0.16646488,0.55483330,0.28809746
-5.81990995,2.00244179,0.01826614,0.08663357,1.31792994,0.00000000,0.53839559,0.15608388,0.52584159,0.27273901
-5.81390695,1.87254449,0.01748170,0.08271563,1.23339940,0.00000000,0.51084619,0.14649698,0.49953269,0.25859064
-5.80790395,1.75412838,0.01679139,0.07933854,1.15630072,0.00000000,0.48589098,0.13780761,0.47630910,0.24593396
-5.80190095,1.64838140,0.01620543,0.07660727,1.08732911,0.00000000,0.46382312,0.13010077,0.45650100,0.23502299
-5.79589795,1.55621697,0.01573123,0.07462024,1.02698843,0.00000000,0.44486656,0.12344128,0.44036081,0.22608110
-5.78989495,1.47826952,0.01537326,0.07346874,0.97558806,0.00000000,0.42917167,0.11787282,0.42806026,0.21929920
-5.78389195,1.41489908,0.01513301,0.07323670,0.93324610,0.00000000,0.41681392,0.11341777,0.41968994,0.21483530
-5.77788894,1.36620408,0.01500906,0.07400078,0.89989807,0.00000000,0.40779545,0.11007769,0.41526126,0.21281526
-5.77188594,1.33204136,0.01499720,0.07583071,0.87531077,0.00000000,0.40204920,0.10783446,0.41471063,0.21333449
-5.76588294,1.31205185,0.01509068,0.07878983,0.85910028,0.00000000,0.39944553,0.10665196,0.41790551,0.21646058
-5.75987994,1.30569080,0.01528049,0.08293570,0.85075322,0.00000000,0.39980074,0.10647813,0.42465224,0.22223642
-5.75387694,1.31226076,0.01555572,0.08832069,0.84965038,0.00000000,0.40288716,0.10724735,0.43470510,0.23068365
-5.74787394,1.33094599,0.01590397,0.09499250,0.85509175,0.00000000,0.40844427,0.10888305,0.44777635,0.24180621
-5.74187094,1.36084671,0.01631178,0.10299444,0.86632194,0.00000000,0.41619036,0.11130036,0.46354692,0.25559364
-5.73586793,1.40101193,0.01676507,0.11236541,0.88255518,0.00000000,0.42583427,0.11440873,0.48167725,0.27202388
-5.72986493,1.45046967,0.01724961,0.12313956,0.90299914,0.00000000,0.43708663,0.11811448,0.50181804,0.29106553
-5.72386193,1.50825350,0.01775142,0.13534548,0.92687676,0.00000000,0.44967024,0.12232315,0.52362053,0.31267913
-5.71785893,1.57342472,0.01825725,0.14900503,0.95344565,0.00000000,0.46332919,0.12694160,0.54674598,0.33681764
-5.71185593,1.64508956,0.01875489,0.16413164,0.98201452,0.00000000,0.47783637,0.13187984,0.57087412,0.36342583
-5.70585293,1.72241128,0.01923355,0.18072832,1.01195637,0.00000000,0.49299918,0.13705252,0.59571036,0.39243875
-5.69984992,1.80461705,0.01968412,0.19878527,1.04271828,0.00000000,0.50866312,0.14238012,0.62099153,0.42377936
-5.69384692,1.89099989,0.02009938,0.21827742,1.07382769,0.00000000,0.52471345,0.14778987,0.64649003,0.45735537
-5.68784392,1.98091612,0.02047418,0.23916173,1.10489528,0.00000000,0.54107469,0.15321627,0.67201644,0.49305563
-5.68184092,2.07377908,0.02080546,0.26137478,1.13561466,0.00000000,0.55770810,0.15860144,0.69742047,0.53074635
-5.67583792,2.16904983,0.02109232,0.28483056,1.16575902,0.00000000,0.57460745,0.16389520,0.72259030,0.57026735
-5.66983492,2.26622589,0.02133590,0.30941877,1.19517535,0.00000000,0.59179310,0.16905499,0.74745051,0.61142878
-5.66383192,2.36482889,0.02153928,0.33500378,1.22377633,0.00000000,0.60930490,0.17404559,0.77195866,0.65400863
-5.65782891,2.46439234,0.02170727,0.36142442,1.25153066,0.00000000,0.62719408,0.17883880,0.79610084,0.69775131
-5.65182591,2.56445025,0.02184614,0.38849482,1.27845218,0.00000000,0.64551468,0.18341308,0.81988623,0.74236758
-5.64582291,2.66452771,0.02196334,0.41600615,1.30458838,0.00000000,0.66431471,0.18775311,0.84334115,0.78753606
-5.63981991,2.76413387,0.02206709,0.44372961,1.33000876,0.00000000,0.68362774,0.19184938,0.86650271,0.83290638
-5.63381691,2.86275808,0.02216608,0.47142036,1.35479358,0.00000000,0.70346502,0.19569786,0.88941244,0.87810400
-5.62781391,2.95986931,0.02226902,0.49882246,1.37902340,0.00000000,0.72380866,0.19929965,0.91211001,0.92273666
-5.62181091,3.05491896,0.02238428,0.52567456,1.40276996,0.00000000,0.74460626,0.20266074,0.93462752,0.96640215
-5.61580790,3.14734693,0.02251946,0.55171619,1.42608846,0.00000000,0.76576704,0.20579173,0.95698433,1.00869719
-5.60980490,3.23659038,0.02268110,0.57669433,1.44901178,0.00000000,0.78715990,0.20870766,0.97918272,1.04922692
-5.60380190,3.32209480,0.02287431,0.60036989,1.47154657,0.00000000,0.80861339,0.21142779,1.00120451,1.08761470
-5.59779890,3.40332642,0.02310254,0.62252396,1.49367140,0.00000000,0.82991771,0.21397541,1.02300867,1.12351156
-5.59179590,3.47978524,0.02336739,0.64296327,1.51533684,0.00000000,0.85082869,0.21637754,1.04452997,1.15660486
-5.58579290,3.55101776,0.02366849,0.66152476,1.53646747,0.00000000,0.87107346,0.21866459,1.06567864,1.18662578
-5.57978989,3.61662847,0.02400343,0.67807894,1.55696538,0.00000000,0.89035788,0.22086996,1.08634105,1.21335511
-5.57378689,3.67628944,0.02436785,0.69253185,1.57671508,0.00000000,0.90837516,0.22302946,1.10638122,1.23662704
-5.56778389,3.72974717,0.02475553,0.70482551,1.59558936,0.00000000,0.92481543,0.22518059,1.12564314,1.25633094
-5.56178089,3.77682647,0.02515860,0.71493700,1.61345563,0.00000000,0.93937582,0.22736173,1.14395376,1.27241076
-5.55577789,3.81743090,0.02556782,0.72287600,1.63018248,0.00000000,0.95177068,0.22961115,1.16112646,1.28486241
-5.54977489,3.85153983,0.02597286,0.72868121,1.64564590,0.00000000,0.96174138,0.23196593,1.17696494,1.29372922
-5.54377189,3.87920236,0.02636270,0.73241574,1.65973477,0.00000000,0.96906529,0.23446071,1.19126745,1.29909578
-5.53776888,3.90052846,0.02672603,0.73416191,1.67235541,0.00000000,0.97356366,0.23712645,1.20383112,1.30108061
-5.53176588,3.91567788,0.02705158,0.73401563,1.68343472,0.00000000,0.97510778,0.23998908,1.21445642,1.29982832
-5.52576288,3.92484780,0.02732857,0.73208091,1.69292192,0.00000000,0.97362353,0.24306829,1.22295165,1.29550150
-5.51975988,3.92825971,0.02754704,0.72846481,1.70078869,0.00000000,0.96909376,0.24637628,1.22913735,1.28827312
-5.51375688,3.92614668,0.02769817,0.72327300,1.70702780,0.00000000,0.96155868,0.24991672,1.23285063,1.27831979
-5.50775388,3.91874173,0.02777454,0.71660638,1.71165032,0.00000000,0.95111415,0.25368392,1.23394934,1.26581634
-5.50175088,3.90626808,0.02777037,0.70855889,1.71468174,0.00000000,0.93790807,0.25766224,1.23231605,1.25093202
-5.49574787,3.88893192,0.02768160,0.69921647,1.71615729,0.00000000,0.92213503,0.26182585,1.22786178,1.23382834
-5.48974487,3.86691814,0.02750598,0.68865737,1.71611685,0.00000000,0.90402949,0.26613886,1.22052935,1.21465888
-5.48374187,3.84038937,0.02724308,0.67695362,1.71459995,0.00000000,0.88385796,0.27055582,1.21029639,1.19357068
-5.47773887,3.80948824,0.02689421,0.66417339,1.71164124,0.00000000,0.86191050,0.27502271,1.19717786,1.17070710
-5.47173587,3.77434287,0.02646232,0.65038422,1.70726691,0.00000000,0.83849192,0.27947830,1.18122797,1.14621183
-5.46573287,3.73507513,0.02595180,0.63565658,1.70149247,0.00000000,0.81391326,0.28385597,1.16254142,1.12023360
-5.45972986,3.69181108,0.02536833,0.62006761,1.69432203,0.00000000,0.78848369,0.28808584,1.14125393,1.09293113
-5.45372686,3.64469306,0.02471863,0.60370466,1.68574944,0.00000000,0.76250344,0.29209731,1.11754187,1.06447785
-5.44772386,3.59389251,0.02401028,0.58666827,1.67576120,0.00000000,0.73625775,0.29582168,1.09162097,1.03506592
-5.44172086,3.53962269,0.02325144,0.56907436,1.66434107,0.00000000,0.71001227,0.29919503,1.06374417,1.00490924
-5.43571786,3.48215056,0.02245072,0.55105552,1.65147622,0.00000000,0.68400981,0.30216105,1.03419841,0.97424494
-5.42971486,3.42180682,0.02161696,0.53276105,1.63716445,0.00000000,0.65846860,0.30467370,1.00330055,0.94333343
-5.42371186,3.35899359,0.02075909,0.51435592,1.62142213,0.00000000,0.63358185,0.30669977,0.97139248,0.91245663
-5.41770885,3.29418907,0.01988599,0.49601851,1.60429231,0.00000000,0.60951859,0.30822087,0.93883539,0.88191457
-5.41170585,3.22794878,0.01900643,0.47793739,1.58585243,0.00000000,0.58642552,0.30923511,0.90600355,0.85202056
-5.40570285,3.16090310,0.01812898,0.46030714,1.56622107,0.00000000,0.56442957,0.30975808,0.87327766,0.82309494
-5.39969985,3.09375126,0.01726198,0.44332355,1.54556328,0.00000000,0.54364108,0.30982317,0.84103797,0.79545803
-5.39369685,3.02725185,0.01641350,0.42717849,1.52409399,0.00000000,0.52415708,0.30948126,0.80965744,0.76942247
-5.38769385,2.96221021,0.01559138,0.41205463,1.50207931,0.00000000,0.50606469,0.30879957,0.77949519,0.74528540
-5.38169085,2.89946336,0.01480317,0.39812031,1.47983541,0.00000000,0.48944418,0.30785994,0.75089032,0.72332098
-5.37568784,2.83986304,0.01405615,0.38552500,1.45772498,0.00000000,0.47437167,0.30675637,0.72415644,0.70377363
-5.36968484,2.78425762,0.01335734,0.37439526,1.43615145,0.00000000,0.46092123,0.30559202,0.69957698,0.68685218
-5.36368184,2.73347378,0.01271345,0.36483172,1.41555102,0.00000000,0.44916639,0.30447588,0.67740144,0.67272544
-5.35767884,2.68829849,0.01213086,0.35690692,1.39638304,0.00000000,0.43918091,0.30351901,0.65784259,0.66151921
-5.35167584,2.64946231,0.01161557,0.35066437,1.37911900,0.00000000,0.43103899,0.30283073,0.64107469,0.65331483
-5.34567284,2.61762432,0.01117312,0.34611849,1.36423061,0.00000000,0.42481473,0.30251487,0.62723273,0.64814937
-5.33966983,2.59335928,0.01080855,0.34325575,1.35217761,0.00000000,0.42058113,0.30266610,0.61641245,0.64601720
-5.33366683,2.57714736,0.01052626,0.34203660,1.34339553,0.00000000,0.41840865,0.30336673,0.60867130,0.64687296
-5.32766383,2.56936642,0.01032992,0.34239824,1.33828401,0.00000000,0.41836334,0.30468383,0.60402983,0.65063544
-5.32166083,2.57028699,0.01022241,0.34425798,1.33719601,0.00000000,0.42050478,0.30666708,0.60247372,0.65719235
-5.31565783,2.58006969,0.01020565,0.34751701,1.34042813,0.00000000,0.42488386,0.30934713,0.60395605,0.66640543
-5.30965483,2.59876483,0.01028056,0.35206436,1.34821234,0.00000000,0.43154053,0.31273477,0.60839965,0.67811578
-5.30365183,2.62631396,0.01044694,0.35778093,1.36070932,0.00000000,0.44050148,0.31682073,0.61569954,0.69214894
-5.29764882,2.66255286,0.01070343,0.36454329,1.37800336,0.00000000,0.45177802,0.32157623,0.62572529,0.70831967
-5.29164582,2.70721572,0.01104747,0.37222726,1.40009898,0.00000000,0.46536408,0.32695419,0.63832312,0.72643605
-5.28564282,2.75994027,0.01147526,0.38071099,1.42691930,0.00000000,0.48123442,0.33289101,0.65331794,0.74630283
-5.27963982,2.82027344,0.01198182,0.38987753,1.45830599,0.00000000,0.49934310,0.33930893,0.67051515,0.76772400
-5.27363682,2.88767760,0.01256102,0.39961687,1.49402106,0.00000000,0.51962230,0.34611872,0.68970237,0.79050456
-5.26763382,2.96153728,0.01320566,0.40982730,1.53375011,0.00000000,0.54198142,0.35322281,0.71065111,0.81445149
-5.26163082,3.04116626,0.01390764,0.42041631,1.57710730,0.00000000,0.56630668,0.36051848,0.73311859,0.83937415
-5.25562781,3.12581531,0.01465806,0.43130083,1.62364180,0.00000000,0.59246099,0.36790129,0.75684967,0.86508414
-5.24962481,3.21468050,0.01544746,0.44240709,1.67284567,0.00000000,0.62028440,0.37526836,0.78157903,0.89139493
-5.24362181,3.30691229,0.01626597,0.45367006,1.72416303,0.00000000,0.64959484,0.38252162,0.80703381,0.91812137
-5.23761881,3.40162539,0.01710363,0.46503255,1.77700041,0.00000000,0.68018943,0.38957071,0.83293647,0.94507921
-5.23161581,3.49790935,0.01795051,0.47644418,1.83073788,0.00000000,0.71184604,0.39633566,0.85900819,0.97208500
-5.22561281,3.59483987,0.01879706,0.48786020,1.88474084,0.00000000,0.74432530,0.40274901,0.88497243,0.99895626
-5.21960980,3.69149055,0.01963424,0.49924029,1.93837200,0.00000000,0.77737286,0.40875756,0.91055893,1.02551212
-5.21360680,3.78694490,0.02045380,0.51054748,1.99100317,0.00000000,0.81072186,0.41432343,0.93550766,1.05157458
-5.20760380,3.88030815,0.02124840,0.52174716,2.04202655,0.00000000,0.84409557,0.41942456,0.95957285,1.07697014
-5.20160080,3.97071858,0.02201177,0.53280634,2.09086491,0.00000000,0.87721010,0.42405465,0.98252680,1.10153207
-5.19559780,4.05735807,0.02273881,0.54369317,2.13698053,0.00000000,0.90977711,0.42822232,1.00416338,1.12510295
-5.18959480,4.13946132,0.02342560,0.55437668,2.17988241,0.00000000,0.94150651,0.43194981,1.02430098,1.14753760
-5.18359180,4.21632373,0.02406938,0.56482688,2.21913166,0.00000000,0.97210910,0.43527109,1.04278491,1.16870618
-5.17758879,4.28730766,0.02466852,0.57501520,2.25434485,0.00000000,1.00129912,0.43822948,1.05948912,1.18849731
-5.17158579,4.35184709,0.02522241,0.58491507,2.28519558,0.00000000,1.02879687,0.44087499,1.07431712,1.20682113
-5.16558279,4.40945080,0.02573124,0.59450292,2.31141410,0.00000000,1.05433124,0.44326140,1.08720234,1.22361212
-5.15957979,4.45970424,0.02619590,0.60375928,2.33278563,0.00000000,1.07764239,0.44544327,1.09810774,1.23883160
-5.15357679,4.50227053,0.02661772,0.61267008,2.34914744,0.00000000,1.09848458,0.44747304,1.10702494,1.25246975
-5.14757379,4.53689084,0.02699829,0.62122800,2.36038537,0.00000000,1.11662918,0.44939832,1.11397293,1.26454713
-5.14157079,4.56338459,0.02733927,0.62943385,2.36643013,0.00000000,1.13186800,0.45125960,1.11899654,1.27511547
-5.13556778,4.58164985,0.02764218,0.63729780,2.36725384,0.00000000,1.14401686,0.45308837,1.12216467,1.28425787
-5.12956478,4.59166407,0.02790826,0.64484045,2.36286733,0.00000000,1.15291947,0.45490588,1.12356867,1.29208818
-5.12356178,4.59348549,0.02813841,0.65209358,2.35331827,0.00000000,1.15845147,0.45672245,1.12332063,1.29874960
-5.11755878,4.58725498,0.02833309,0.65910054,2.33869060,0.00000000,1.16052465,0.45853750,1.12155186,1.30441245
-5.11155578,4.57319827,0.02849233,0.66591610,2.31910508,0.00000000,1.15909102,0.46034016,1.11841151,1.30927113
-5.10555278,4.55162824,0.02861578,0.67260578,2.29472087,0.00000000,1.15414674,0.46211044,1.11406524,1.31354018
-5.09954977,4.52294680,0.02870278,0.67924461,2.26573813,0.00000000,1.14573556,0.46382091,1.10869386,1.31744965
-5.09354677,4.48764580,0.02875255,0.68591522,2.23240094,0.00000000,1.13395157,0.46543870,1.10249196,1.32123966
-5.08754377,4.44630654,0.02876426,0.69270538,2.19500042,0.00000000,1.11894103,0.46692774,1.09566626,1.32515437
-5.08154077,4.39959720,0.02873727,0.69970495,2.15387741,0.00000000,1.10090320,0.46825108,1.08843369,1.32943540
-5.07553777,4.34826792,0.02867129,0.70700242,2.10942429,0.00000000,1.08008978,0.46937316,1.08101901,1.33431502
-5.06953477,4.29314319,0.02856653,0.71468112,2.06208554,0.00000000,1.05680302,0.47026186,1.07365201,1.34000921
-5.06353177,4.23511137,0.02842385,0.72281528,2.01235666,0.00000000,1.03139245,0.47089033,1.06656424,1.34671082
-5.05752876,4.17511167,0.02824488,0.73146611,1.96078120,0.00000000,1.00425012,0.47123839,1.05998524,1.35458328
-5.05152576,4.11411861,0.02803208,0.74067822,1.90794585,0.00000000,0.97580458,0.47129355,1.05413847,1.36375496
-5.04552276,4.05312472,0.02778878,0.75047639,1.85447356,0.00000000,0.94651367,0.47105163,1.04923701,1.37431461
-5.03951976,3.99312199,0.02751913,0.76086315,1.80101486,0.00000000,0.91685628,0.47051696,1.04547923,1.38630801
-5.03351676,3.93508281,0.02722810,0.77181709,1.74823755,0.00000000,0.88732348,0.46970223,1.04304454,1.39973619
-5.02751376,3.87994124,0.02692131,0.78329230,1.69681532,0.00000000,0.85840908,0.46862798,1.04208955,1.41455529
-5.02151076,3.82857533,0.02660495,0.79521878,1.64741535,0.00000000,0.83060000,0.46732200,1.04274472,1.43067814
-5.01550775,3.78179116,0.02628557,0.80750405,1.60068570,0.00000000,0.80436681,0.46581839,1.04511160,1.44797756
-5.00950475,3.74030902,0.02596995,0.82003582,1.55724259,0.00000000,0.78015440,0.46415666,1.04926091,1.46629123
-5.00350175,3.70475230,0.02566490,0.83268562,1.51765815,0.00000000,0.75837333,0.46238074,1.05523141,1.48542798
-4.99749875,3.67563895,0.02537708,0.84531322,1.48244887,0.00000000,0.73939177,0.46053799,1.06302949,1.50517510
-4.99149575,3.65337564,0.02511281,0.85777169,1.45206512,0.00000000,0.72352838,0.45867818,1.07262960,1.52530633
-4.98549275,3.63825447,0.02487796,0.86991269,1.42688193,0.00000000,0.71104603,0.45685258,1.08397516,1.54559013
-4.97948974,3.63045168,0.02467774,0.88159185,1.40719109,0.00000000,0.70214667,0.45511297,1.09698012,1.56579775
-4.97348674,3.63002815,0.02451666,0.89267378,1.39319492,0.00000000,0.69696722,0.45351066,1.11153067,1.58571061
-4.96748374,3.63693116,0.02439837,0.90303668,1.38500147,0.00000000,0.69557662,0.45209541,1.12748725,1.60512669
-4.96148074,3.65099720,0.02432563,0.91257600,1.38262154,0.00000000,0.69797407,0.45091441,1.14468658,1.62386563
-4.95547774,3.67195526,0.02430026,0.92120730,1.38596724,0.00000000,0.70408845,0.45001100,1.16294366,1.64177211
-4.94947474,3.69943084,0.02432309,0.92886791,1.39485247,0.00000000,0.71377906,0.44942343,1.18205374,1.65871776
-4.94347174,3.73295031,0.02439396,0.93551759,1.40899501,0.00000000,0.72683759,0.44918351,1.20179426,1.67460133
-4.93746873,3.77194610,0.02451175,0.94113807,1.42802059,0.00000000,0.74299144,0.44931530,1.22192685,1.68934744
-4.93146573,3.81576283,0.02467437,0.94573168,1.45146882,0.00000000,0.76190840,0.44983373,1.24219953,1.70290414
-4.92546273,3.86366481,0.02487883,0.94931929,1.47880096,0.00000000,0.78320263,0.45074348,1.26234924,1.71523959
-4.91945973,3.91484538,0.02512128,0.95193768,1.50940971,0.00000000,0.80644198,0.45203799,1.28210492,1.72633844
-4.91345673,3.96843840,0.02539710,0.95363668,1.54263078,0.00000000,0.83115650,0.45369881,1.30119121,1.73619809
-4.90745373,4.02353231,0.02570097,0.95447634,1.57775620,0.00000000,0.85684811,0.45569533,1.31933300,1.74482547
-4.90145073,4.07918690,0.02602699,0.95452436,1.61404917,0.00000000,0.88300116,0.45798500,1.33626084,1.75223468
-4.89544772,4.13445270,0.02636877,0.95385398,1.65076015,0.00000000,0.90909363,0.46051406,1.35171711,1.75844560
-4.88944472,4.18839285,0.02671962,0.95254253,1.68714387,0.00000000,0.93460882,0.46321881,1.36546311,1.76348390
-4.88344172,4.24010690,0.02707266,0.95067062,1.72247671,0.00000000,0.95904711,0.46602747,1.37728658,1.76738223
-4.87743872,4.28875589,0.02742099,0.94832208,1.75607416,0.00000000,0.98193743,0.46886247,1.38700959,1.77018273
-4.87143572,4.33358775,0.02775789,0.94558451,1.78730760,0.00000000,1.00284814,0.47164321,1.39449644,1.77194044
-4.86543272,4.37396200,0.02807698,0.94255037,1.81562001,0.00000000,1.02139698,0.47428914,1.39966111,1.77272739
-4.85942971,4.40937261,0.02837242,0.93931827,1.84054007,0.00000000,1.03725970,0.47672301,1.40247384,1.77263692
-4.85342671,4.43946790,0.02863906,0.93599442,1.86169409,0.00000000,1.05017715,0.47887421,1.40296646,1.77178773
-4.84742371,4.46406626,0.02887266,0.93269377,1.87881538,0.00000000,1.05996056,0.48068194,1.40123608,1.77032720
-4.84142071,4.48316678,0.02907001,0.92954072,1.89175079,0.00000000,1.06649496,0.48209816,1.39744669,1.76843343
-4.83541771,4.49695402,0.02922906,0.92666909,1.90046406,0.00000000,1.06974044,0.48309011,1.39182842,1.76631566
-4.82941471,4.50579619,0.02934906,0.92422115,1.90503598,0.00000000,1.06973147,0.48364226,1.38467439,1.76421273
-4.82341171,4.51023658,0.02943060,0.92234563,1.90566118,0.00000000,1.06657419,0.48375765,1.37633487,1.76238927
-4.81740870,4.51097810,0.02947560,0.92119447,1.90264184,0.00000000,1.06044182,0.48345842,1.36720895,1.76112965
-4.81140570,4.50886132,0.02948738,0.92091858,1.89637826,0.00000000,1.05156837,0.48278564,1.35773379,1.76072965
-4.80540270,4.50483634,0.02947052,0.92166239,1.88735673,0.00000000,1.04024089,0.48179825,1.34837182,1.76148621
-4.79939970,4.49992960,0.02943077,0.92355765,1.87613498,0.00000000,1.02679040,0.48057125,1.33959616,1.76368536
-4.79339670,4.49520642,0.02937485,0.92671655,1.86332557,0.00000000,1.01158193,0.47919316,1.33187484,1.76758911
-4.78739370,4.49173070,0.02931031,0.93122454,1.84957768,0.00000000,0.99500386,0.47776284,1.32565431,1.77342157
-4.78139070,4.49052307,0.02924517,0.93713319,1.83555783,0.00000000,0.97745685,0.47638571,1.32134297,1.78135519
-4.77538769,4.49251910,0.02918774,0.94445347,1.82192998,0.00000000,0.95934265,0.47516965,1.31929516,1.79149765
-4.76938469,4.49852905,0.02914619,0.95314997,1.80933557,0.00000000,0.94105319,0.47422059,1.31979647,1.80388020
-4.76338169,4.50920083,0.02912832,0.96313622,1.79837400,0.00000000,0.92296005,0.47363805,1.32305086,1.81844804
-4.75737869,4.52498751,0.02914114,0.97427172,1.78958422,0.00000000,0.90540480,0.47351074,1.32917020,1.83505341
-4.75137569,4.54612096,0.02919061,0.98636072,1.78342783,0.00000000,0.88869032,0.47391246,1.33816672,1.85345182
-4.74537269,4.57259262,0.02928132,0.99915321,1.78027428,0.00000000,0.87307335,0.47489842,1.34994879,1.87330192
-4.73936968,4.60414255,0.02941621,1.01234805,1.78038872,0.00000000,0.85875861,0.47650212,1.36432019,1.89416904
-4.73336668,4.64025727,0.02959641,1.02559838,1.78392280,0.00000000,0.84589462,0.47873303,1.38098321,1.91553270
-4.72736368,4.68017695,0.02982108,1.03851914,1.79090892,0.00000000,0.83457119,0.48157500,1.39954521,1.93679776
-4.72136068,4.72291169,0.03008733,1.05069656,1.80125817,0.00000000,0.82481902,0.48498568,1.41952889,1.95730903
-4.71535768,4.76726683,0.03039022,1.06169932,1.81476198,0.00000000,0.81661110,0.48889686,1.44038552,1.97636887
-4.70935468,4.81187628,0.03072292,1.07109094,1.83109782,0.00000000,0.80986606,0.49321573,1.46151097,1.99325714
-4.70335168,4.85524293,0.03107677,1.07844295,1.84983849,0.00000000,0.80445327,0.49782718,1.48226377,2.00725273
-4.69734867,4.89578469,0.03144162,1.08334836,1.87046502,0.00000000,0.80019955,0.50259688,1.50198458,2.01765594
-4.69134567,4.93188458,0.03180607,1.08543487,1.89238267,0.00000000,0.79689725,0.50737518,1.52001631,2.02381078
-4.68534267,4.96194292,0.03215786,1.08437731,1.91493949,0.00000000,0.79431325,0.51200158,1.53572416,2.02512627
-4.67933967,4.98442971,0.03248424,1.07990867,1.93744697,0.00000000,0.79219869,0.51630976,1.54851475,2.02109607
-4.67333667,4.99793541,0.03277245,1.07182956,1.95920182,0.00000000,0.79029896,0.52013283,1.55785376,2.01131541
-4.66733367,5.00121802,0.03301006,1.06001541,1.97950834,0.00000000,0.78836347,0.52330875,1.56328125,1.99549500
-4.66133067,4.99324497,0.03318547,1.04442134,1.99770047,0.00000000,0.78615497,0.52568558,1.56442450,1.97347108
-4.65532766,4.97322822,0.03328829,1.02508457,2.01316281,0.00000000,0.78345793,0.52712661,1.56100765,1.94521164
-4.64932466,4.94065161,0.03330966,1.00212410,2.02534984,0.00000000,0.78008566,0.52751489,1.55285816,1.91081835
-4.64332166,4.89528948,0.03324262,0.97573800,2.03380278,0.00000000,0.77588613,0.52675728,1.53990999,1.87052442
