energy_ev,total_up,Al_p_up,Al_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,1.93434884,0.21536780,0.00000000,0.72070547,0.85936533,0.03792007,0.75285686
-5.99399700,1.94319021,0.21995535,0.00000000,0.72747741,0.87003657,0.03843462,0.74887783
-5.98799400,1.95387586,0.22417482,0.00000000,0.73608539,0.88119088,0.03888868,0.74625674
-5.98199100,1.96648806,0.22799963,0.00000000,0.74648771,0.89282094,0.03928079,0.74508749
-5.97598799,1.98105588,0.23140691,0.00000000,0.75861390,0.90489811,0.03960994,0.74543331
-5.96998499,1.99754771,0.23437717,0.00000000,0.77236448,0.91736957,0.03987538,0.74732300
-5.96398199,2.01586614,0.23689415,0.00000000,0.78761148,0.93015642,0.04007651,0.75074806
-5.95797899,2.03584555,0.23894472,0.00000000,0.80419983,0.94315318,0.04021275,0.75566112
-5.95197599,2.05725310,0.24051906,0.00000000,0.82194965,0.95622879,0.04028346,0.76197581
-5.94597299,2.07979318,0.24161102,0.00000000,0.84065948,0.96922910,0.04028793,0.76956828
-5.93996998,2.10311541,0.24221870,0.00000000,0.86011037,0.98198104,0.04022544,0.77828026
-5.93396698,2.12682597,0.24234525,0.00000000,0.88007079,0.99429815,0.04009532,0.78792373
-5.92796398,2.15050181,0.24199967,0.00000000,0.90030207,1.00598734,0.03989710,0.79828696
-5.92196098,2.17370699,0.24119784,0.00000000,0.92056437,1.01685657,0.03963069,0.80914172
-5.91595798,2.19601055,0.23996333,0.00000000,0.94062276,1.02672293,0.03929660,0.82025130
-5.90995498,2.21700468,0.23832814,0.00000000,0.96025324,1.03542091,0.03889607,0.83137894
-5.90395198,2.23632241,0.23633319,0.00000000,0.97924850,1.04281014,0.03843131,0.84229636
-5.89794897,2.25365374,0.23402838,0.00000000,0.99742300,1.04878229,0.03790563,0.85279185
-5.89194597,2.26875926,0.23147234,0.00000000,1.01461735,1.05326672,0.03732355,0.86267751
-5.88594297,2.28148044,0.22873160,0.00000000,1.03070162,1.05623449,0.03669079,0.87179541
-5.87993997,2.29174598,0.22587928,0.00000000,1.04557749,1.05770037,0.03601433,0.88002212
-5.87393697,2.29957372,0.22299333,0.00000000,1.05917918,1.05772291,0.03530219,0.88727161
-5.86793397,2.30506804,0.22015426,0.00000000,1.07147292,1.05640230,0.03456334,0.89349622
-5.86193097,2.30841267,0.21744256,0.00000000,1.08245530,1.05387618,0.03380742,0.89868568
-5.85592796,2.30985928,0.21493586,0.00000000,1.09215013,1.05031361,0.03304440,0.90286432
-5.84992496,2.30971247,0.21270593,0.00000000,1.10060436,1.04590740,0.03228433,0.90608652
-5.84392196,2.30831183,0.21081579,0.00000000,1.10788292,1.04086530,0.03153689,0.90843076
-5.83791896,2.30601203,0.20931693,0.00000000,1.11406290,1.03540030,0.03081110,0.90999251
-5.83191596,2.30316202,0.20824697,0.00000000,1.11922722,1.02972078,0.03011498,0.91087645
-5.82591296,2.30008435,0.20762767,0.00000000,1.12345817,1.02402077,0.02945523,0.91118838
-5.81990995,2.29705585,0.20746369,0.00000000,1.12683112,1.01847095,0.02883706,0.91102726
-5.81390695,2.29429053,0.20774193,0.00000000,1.12940859,1.01321079,0.02826399,0.91047796
-5.80790395,2.29192578,0.20843167,0.00000000,1.13123521,1.00834221,0.02773782,0.90960492
-5.80190095,2.29001248,0.20948541,0.00000000,1.13233362,1.00392511,0.02725862,0.90844720
-5.79589795,2.28850960,0.21084048,0.00000000,1.13270160,0.99997490,0.02682489,0.90701518
-5.78989495,2.28728361,0.21242126,0.00000000,1.13231074,0.99646213,0.02643365,0.90528901
-5.78389195,2.28611263,0.21414198,0.00000000,1.13110649,0.99331436,0.02608081,0.90321901
-5.77788894,2.28469521,0.21590995,0.00000000,1.12900984,0.99041979,0.02576135,0.90072783
-5.77188594,2.28266316,0.21762901,0.00000000,1.12592043,0.98763288,0.02546975,0.89771439
-5.76588294,2.27959786,0.21920309,0.00000000,1.12172109,0.98478125,0.02520027,0.89405924
-5.75987994,2.27504914,0.22053976,0.00000000,1.11628346,0.98167374,0.02494732,0.88963117
-5.75387694,2.26855576,0.22155347,0.00000000,1.10947456,0.97810909,0.02470576,0.88429456
-5.74787394,2.25966653,0.22216846,0.00000000,1.10116394,0.97388488,0.02447120,0.87791719
-5.74187094,2.24796095,0.22232119,0.00000000,1.09123103,0.96880629,0.02424017,0.87037801
-5.73586793,2.23306849,0.22196213,0.00000000,1.07957250,0.96269428,0.02401032,0.86157450
-5.72986493,2.21468556,0.22105697,0.00000000,1.06610899,0.95539287,0.02378048,0.85142927
-5.72386193,2.19258956,0.21958711,0.00000000,1.05079125,0.94677527,0.02355069,0.83989552
-5.71785893,2.16664931,0.21754955,0.00000000,1.03360508,0.93674867,0.02332219,0.82696118
-5.71185593,2.13683180,0.21495613,0.00000000,1.01457504,0.92525758,0.02309724,0.81265154
-5.70585293,2.10320489,0.21183232,0.00000000,0.99376674,0.91228575,0.02287906,0.79703025
-5.69984992,2.06593631,0.20821551,0.00000000,0.97128749,0.89785669,0.02267158,0.78019882
-5.69384692,2.02528904,0.20415309,0.00000000,0.94728552,0.88203297,0.02247928,0.76229459
-5.68784392,1.98161373,0.19970028,0.00000000,0.92194761,0.86491448,0.02230694,0.74348740
-5.68184092,1.93533858,0.19491794,0.00000000,0.89549537,0.84663585,0.02215945,0.72397520
-5.67583792,1.88695743,0.18987053,0.00000000,0.86818038,0.82736325,0.02204159,0.70397879
-5.66983492,1.83701674,0.18462406,0.00000000,0.84027831,0.80729096,0.02195787,0.68373610
-5.66383192,1.78610202,0.17924454,0.00000000,0.81208240,0.78663762,0.02191233,0.66349616
-5.65782891,1.73482451,0.17379650,0.00000000,0.78389644,0.76564262,0.02190844,0.64351311
-5.65182591,1.68380836,0.16834204,0.00000000,0.75602774,0.74456258,0.02194903,0.62404051
-5.64582291,1.63367904,0.16294014,0.00000000,0.72878008,0.72366807,0.02203616,0.60532605
-5.63981991,1.58505288,0.15764629,0.00000000,0.70244716,0.70324048,0.02217111,0.58760692
-5.63381691,1.53852813,0.15251243,0.00000000,0.67730657,0.68356912,0.02235437,0.57110586
-5.62781391,1.49467748,0.14758709,0.00000000,0.65361453,0.66494836,0.02258559,0.55602790
-5.62181091,1.45404179,0.14291567,0.00000000,0.63160147,0.64767478,0.02286366,0.54255786
-5.61580790,1.41712510,0.13854080,0.00000000,0.61146863,0.63204414,0.02318669,0.53085843
-5.60980490,1.38439033,0.13450267,0.00000000,0.59338553,0.61834808,0.02355201,0.52106888
-5.60380190,1.35625575,0.13083932,0.00000000,0.57748846,0.60687045,0.02395627,0.51330414
-5.59779890,1.33309167,0.12758674,0.00000000,0.56387986,0.59788321,0.02439543,0.50765427
-5.59179590,1.31521731,0.12477887,0.00000000,0.55262850,0.59164186,0.02486482,0.50418409
-5.58579290,1.30289756,0.12244735,0.00000000,0.54377034,0.58838045,0.02535920,0.50293298
-5.57978989,1.29633971,0.12062116,0.00000000,0.53731004,0.58830632,0.02587277,0.50391471
-5.57378689,1.29568999,0.11932602,0.00000000,0.53322286,0.59159461,0.02639931,0.50711732
-5.56778389,1.30103016,0.11858374,0.00000000,0.53145696,0.59838285,0.02693217,0.51250301
-5.56178089,1.31237428,0.11841146,0.00000000,0.53193591,0.60876590,0.02746445,0.52000817
-5.55577789,1.32966591,0.11882090,0.00000000,0.53456128,0.62279134,0.02798905,0.52954342
-5.54977489,1.35277610,0.11981768,0.00000000,0.53921537,0.64045581,0.02849879,0.54099404
-5.54377189,1.38150233,0.12140075,0.00000000,0.54576387,0.66170233,0.02898659,0.55422057
-5.53776888,1.41556895,0.12356201,0.00000000,0.55405852,0.68641907,0.02944553,0.56905996
-5.53176588,1.45462907,0.12628616,0.00000000,0.56393962,0.71443946,0.02986909,0.58532720
-5.52576288,1.49826842,0.12955080,0.00000000,0.57523857,0.74554402,0.03025123,0.60281750
-5.51975988,1.54601093,0.13332682,0.00000000,0.58778027,0.77946374,0.03058656,0.62130920
-5.51375688,1.59732635,0.13757897,0.00000000,0.60138545,0.81588503,0.03087049,0.64056723
-5.50775388,1.65163957,0.14226680,0.00000000,0.61587304,0.85445612,0.03109931,0.66034718
-5.50175088,1.70834145,0.14734563,0.00000000,0.63106236,0.89479468,0.03127035,0.68039991
-5.49574787,1.76680097,0.15276777,0.00000000,0.64677539,0.93649626,0.03138203,0.70047653
-5.48974487,1.82637806,0.15848374,0.00000000,0.66283896,0.97914348,0.03143392,0.72033356
-5.48374187,1.88643679,0.16444349,0.00000000,0.67908682,1.02231531,0.03142676,0.73973815
-5.47773887,1.94635838,0.17059753,0.00000000,0.69536170,1.06559625,0.03136252,0.75847318
-5.47173587,2.00555347,0.17689792,0.00000000,0.71151713,1.10858502,0.03124429,0.77634185
-5.46573287,2.06347321,0.18329903,0.00000000,0.72741918,1.15090236,0.03107633,0.79317180
-5.45972986,2.11961876,0.18975806,0.00000000,0.74294785,1.19219770,0.03086395,0.80881842
-5.45372686,2.17354877,0.19623530,0.00000000,0.75799821,1.23215455,0.03061344,0.82316730
-5.44772386,2.22488475,0.20269407,0.00000000,0.77248117,1.27049437,0.03033201,0.83613560
-5.44172086,2.27331413,0.20910047,0.00000000,0.78632383,1.30697892,0.03002766,0.84767246
-5.43571786,2.31859098,0.21542287,0.00000000,0.79946946,1.34141116,0.02970910,0.85775828
-5.42971486,2.36053461,0.22163120,0.00000000,0.81187697,1.37363479,0.02938561,0.86640309
-5.42371186,2.39902629,0.22769625,0.00000000,0.82351999,1.40353252,0.02906697,0.87364389
-5.41770885,2.43400428,0.23358888,0.00000000,0.83438555,1.43102350,0.02876333,0.87954138
-5.41170585,2.46545771,0.23927929,0.00000000,0.84447239,1.45605994,0.02848509,0.88417601
-5.40570285,2.49341972,0.24473648,0.00000000,0.85378903,1.47862342,0.02824278,0.88764363
-5.39969985,2.51796016,0.24992787,0.00000000,0.86235162,1.49872103,0.02804695,0.89005107
-5.39369685,2.53917852,0.25481921,0.00000000,0.87018175,1.51638162,0.02790800,0.89151163
-5.38769385,2.55719717,0.25937480,0.00000000,0.87730430,1.53165249,0.02783605,0.89214079
-5.38169085,2.57215555,0.26355797,0.00000000,0.88374538,1.54459643,0.02784077,0.89205241
-5.37568784,2.58420526,0.26733189,0.00000000,0.88953062,1.55528964,0.02793117,0.89135529
-5.36968484,2.59350637,0.27066067,0.00000000,0.89468378,1.56382009,0.02811543,0.89015052
-5.36368184,2.60022501,0.27351061,0.00000000,0.89922586,1.57028675,0.02840068,0.88852937
-5.35767884,2.60453216,0.27585169,0.00000000,0.90317468,1.57479937,0.02879279,0.88657206
-5.35167584,2.60660351,0.27765901,0.00000000,0.90654515,1.57747876,0.02929615,0.88434715
-5.34567284,2.60662047,0.27891437,0.00000000,0.90935004,1.57845753,0.02991350,0.88191165
-5.33966983,2.60477177,0.27960758,0.00000000,0.91160141,1.57788098,0.03064578,0.87931178
-5.33366683,2.60125577,0.27973777,0.00000000,0.91331260,1.57590811,0.03149194,0.87658430
-5.32766383,2.59628311,0.27931432,0.00000000,0.91450070,1.57271253,0.03244895,0.87375824
-5.32166083,2.59007938,0.27835761,0.00000000,0.91518943,1.56848314,0.03351173,0.87085704
-5.31565783,2.58288788,0.27689942,0.00000000,0.91541230,1.56342449,0.03467324,0.86790093
-5.30965483,2.57497201,0.27498301,0.00000000,0.91521595,1.55775672,0.03592461,0.86490946
-5.30365183,2.56661732,0.27266292,0.00000000,0.91466339,1.55171509,0.03725536,0.86190405
-5.29764882,2.55813308,0.27000445,0.00000000,0.91383718,1.54554897,0.03865372,0.85891045
-5.29164582,2.54985320,0.26708299,0.00000000,0.91284207,1.53952051,0.04010691,0.85596112
-5.28564282,2.54213657,0.26398303,0.00000000,0.91180726,1.53390283,0.04160163,0.85309726
-5.27963982,2.53536654,0.26079720,0.00000000,0.91088783,1.52897787,0.04312445,0.85037053
-5.27363682,2.52994975,0.25762505,0.00000000,0.91026534,1.52503404,0.04466227,0.84784438
-5.26763382,2.52631402,0.25457193,0.00000000,0.91014741,1.52236354,0.04620280,0.84559480
-5.26163082,2.52490533,0.25174777,0.00000000,0.91076626,1.52125956,0.04773488,0.84371055
-5.25562781,2.52618383,0.24926585,0.00000000,0.91237600,1.52201331,0.04924891,0.84229273
-5.24962481,2.53061873,0.24724161,0.00000000,0.91524879,1.52491085,0.05073704,0.84145376
-5.24362181,2.53868211,0.24579144,0.00000000,0.91966994,1.53022973,0.05219335,0.84131552
-5.23761881,2.55084156,0.24503132,0.00000000,0.92593183,1.53823550,0.05361394,0.84200698
-5.23161581,2.56755154,0.24507557,0.00000000,0.93432705,1.54917784,0.05499678,0.84366099
-5.22561281,2.58924375,0.24603526,0.00000000,0.94514076,1.56328649,0.05634160,0.84641060
-5.21960980,2.61631634,0.24801671,0.00000000,0.95864262,1.58076679,0.05764957,0.85038483
-5.21360680,2.64912235,0.25111959,0.00000000,0.97507846,1.60179493,0.05892296,0.85570398
-5.20760380,2.68795754,0.25543506,0.00000000,0.99466214,1.62651287,0.06016466,0.86247476
-5.20160080,2.73304798,0.26104363,0.00000000,1.01756770,1.65502306,0.06137774,0.87078541
-5.19559780,2.78453784,0.26801288,0.00000000,1.04392237,1.68738305,0.06256497,0.88070080
-5.18959480,2.84247783,0.27639526,0.00000000,1.07380049,1.72360014,0.06372836,0.89225808
-5.18359180,2.90681485,0.28622574,0.00000000,1.10721874,1.76362637,0.06486872,0.90546270
-5.17758879,2.97738342,0.29751971,0.00000000,1.14413290,1.80735395,0.06598539,0.92028531
-5.17158579,3.05389932,0.31027099,0.00000000,1.18443627,1.85461160,0.06707594,0.93665959
-5.16558279,3.13595606,0.32445031,0.00000000,1.22795981,1.90516196,0.06813607,0.95448110
-5.15957979,3.22302450,0.34000418,0.00000000,1.27447410,1.95870034,0.06915964,0.97360736
-5.15357679,3.31445595,0.35685430,0.00000000,1.32369300,2.01485515,0.07013869,0.99385917
-5.14757379,3.40948890,0.37489772,0.00000000,1.37527896,2.07319020,0.07106377,1.01502314
-5.14157079,3.50725940,0.39400768,0.00000000,1.42884963,2.13320882,0.07192416,1.03685536
-5.13556778,3.60681494,0.41403516,0.00000000,1.48398567,2.19436021,0.07270830,1.05908618
-5.12956478,3.70713147,0.43481124,0.00000000,1.54023936,2.25604758,0.07340426,1.08142575
-5.12356178,3.80713313,0.45615019,0.00000000,1.59714366,2.31763826,0.07400018,1.10357032
-5.11755878,3.90571397,0.47785309,0.00000000,1.65422145,2.37847532,0.07448474,1.12520885
-5.11155578,4.00176111,0.49971208,0.00000000,1.71099446,2.43789060,0.07484763,1.14602989
-5.10555278,4.09417835,0.52151489,0.00000000,1.76699173,2.49521846,0.07507994,1.16572819
-5.09954977,4.18190946,0.54304960,0.00000000,1.82175711,2.54981009,0.07517450,1.18401109
-5.09354677,4.26396041,0.56410944,0.00000000,1.87485583,2.60104771,0.07512613,1.20060430
-5.08754377,4.33941962,0.58449737,0.00000000,1.92587971,2.64835813,0.07493183,1.21525684
-5.08154077,4.40747569,0.60403031,0.00000000,1.97445111,2.69122535,0.07459082,1.22774522
-5.07553777,4.46743194,0.62254283,0.00000000,2.02022554,2.72920159,0.07410455,1.23787657
-5.06953477,4.51871745,0.63989023,0.00000000,2.06289299,2.76191636,0.07347659,1.24549084
-5.06353177,4.56089421,0.65595076,0.00000000,2.10217816,2.78908340,0.07271247,1.25046199
-5.05752876,4.59366059,0.67062704,0.00000000,2.13783974,2.81050513,0.07181944,1.25269838
-5.05152576,4.61685086,0.68384663,0.00000000,2.16966897,2.82607453,0.07080620,1.25214231
-5.04552276,4.63043131,0.69556163,0.00000000,2.19748785,2.83577452,0.06968259,1.24876905
-5.03951976,4.63449321,0.70574766,0.00000000,2.22114709,2.83967479,0.06845927,1.24258531
-5.03351676,4.62924311,0.71440200,0.00000000,2.24052419,2.83792645,0.06714744,1.23362746
-5.02751376,4.61499105,0.72154125,0.00000000,2.25552192,2.83075461,0.06575852,1.22195955
-5.02151076,4.59213728,0.72719856,0.00000000,2.26606719,2.81844931,0.06430386,1.20767131
