energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.23161581,0.52903369,0.15764834,0.00000000,0.01496734,0.12062231,0.40715143,0.04890734
-5.22561281,0.56128623,0.16774574,0.00000000,0.01758328,0.12590691,0.42170138,0.05180462
-5.21960980,0.59695829,0.17876534,0.00000000,0.02059022,0.13160702,0.43672421,0.05509124
-5.21360680,0.63634599,0.19077648,0.00000000,0.02400251,0.13780092,0.45239126,0.05878723
-5.20760380,0.67974794,0.20384286,0.00000000,0.02783020,0.14457249,0.46888655,0.06291434
-5.20160080,0.72744310,0.21801650,0.00000000,0.03207753,0.15200673,0.48639444,0.06749372
-5.19559780,0.77966828,0.23333170,0.00000000,0.03674170,0.16018513,0.50508680,0.07254351
-5.18959480,0.83659644,0.24979951,0.00000000,0.04181152,0.16918093,0.52511059,0.07807656
-5.18359180,0.89831656,0.26740280,0.00000000,0.04726640,0.17905462,0.54657633,0.08409832
-5.17758879,0.96481634,0.28609235,0.00000000,0.05307555,0.18984983,0.56954812,0.09060504
-5.17158579,1.03596831,0.30578415,0.00000000,0.05919744,0.20158981,0.59403576,0.09758223
-5.16558279,1.11152038,0.32635810,0.00000000,0.06557972,0.21427469,0.61998942,0.10500368
-5.15957979,1.19109126,0.34765826,0.00000000,0.07215950,0.22787967,0.64729714,0.11283091
-5.15357679,1.27417116,0.36949467,0.00000000,0.07886410,0.24235422,0.67578535,0.12101312
-5.14757379,1.36012789,0.39164676,0.00000000,0.08561227,0.25762243,0.70522236,0.12948775
-5.14157079,1.44821822,0.41386822,0.00000000,0.09231584,0.27358431,0.73532481,0.13818151
-5.13556778,1.53760411,0.43589310,0.00000000,0.09888175,0.29011828,0.76576646,0.14701195
-5.12956478,1.62737305,0.45744300,0.00000000,0.10521456,0.30708444,0.79618919,0.15588940
-5.12356178,1.71656188,0.47823490,0.00000000,0.11121900,0.32432864,0.82621538,0.16471933
-5.11755878,1.80418281,0.49798941,0.00000000,0.11680295,0.34168717,0.85546114,0.17340485
-5.11155578,1.88925062,0.51643901,0.00000000,0.12188020,0.35899166,0.88354965,0.18184943
-5.10555278,1.97080983,0.53333591,0.00000000,0.12637332,0.37607411,0.91012400,0.18995957
-5.09954977,2.04796064,0.54845924,0.00000000,0.13021622,0.39277173,0.93485875,0.19764735
-5.09354677,2.11988245,0.56162120,0.00000000,0.13335633,0.40893136,0.95746977,0.20483279
-5.08754377,2.18585416,0.57267206,0.00000000,0.13575642,0.42441323,0.97772193,0.21144580
-5.08154077,2.24527022,0.58150364,0.00000000,0.13739576,0.43909389,0.99543418,0.21742780
-5.07553777,2.29765208,0.58805134,0.00000000,0.13827071,0.45286823,1.01048208,0.22273278
-5.06953477,2.34265458,0.59229462,0.00000000,0.13839467,0.46565040,1.02279763,0.22732791
-5.06353177,2.38006725,0.59425602,0.00000000,0.13779731,0.47737380,1.03236657,0.23119359
-5.05752876,2.40981083,0.59399873,0.00000000,0.13652320,0.48799002,1.03922355,0.23432298
-5.05152576,2.43192920,0.59162305,0.00000000,0.13462989,0.49746698,1.04344544,0.23672118
-5.04552276,2.44657772,0.58726182,0.00000000,0.13218553,0.50578631,1.04514336,0.23840391
-5.03951976,2.45400838,0.58107513,0.00000000,0.12926609,0.51294033,1.04445393,0.23939593
-5.03351676,2.45455297,0.57324448,0.00000000,0.12595242,0.51892879,1.04153031,0.23972933
-5.02751376,2.44860513,0.56396683,0.00000000,0.12232728,0.52375557,1.03653354,0.23944163
-5.02151076,2.43660217,0.55344853,0.00000000,0.11847233,0.52742570,1.02962472,0.23857396
-5.01550775,2.41900765,0.54189954,0.00000000,0.11446548,0.52994288,1.02095839,0.23716931
-5.00950475,2.39629548,0.52952806,0.00000000,0.11037848,0.53130769,1.01067742,0.23527101
-5.00350175,2.36893618,0.51653566,0.00000000,0.10627501,0.53151657,0.99890961,0.23292146
-4.99749875,2.33738574,0.50311313,0.00000000,0.10220919,0.53056180,0.98576615,0.23016112
-4.99149575,2.30207750,0.48943699,0.00000000,0.09822476,0.52843234,0.97134167,0.22702793
-4.98549275,2.26341686,0.47566681,0.00000000,0.09435465,0.52511557,0.95571603,0.22355695
-4.97948974,2.22177905,0.46194327,0.00000000,0.09062121,0.52059976,0.93895732,0.21978041
-4.97348674,2.17750941,0.44838694,0.00000000,0.08703686,0.51487711,0.92112589,0.21572792
-4.96748374,2.13092599,0.43509774,0.00000000,0.08360511,0.50794719,0.90227899,0.21142704
-4.96148074,2.08232383,0.42215510,0.00000000,0.08032195,0.49982042,0.88247569,0.20690379
-4.95547774,2.03198045,0.40961859,0.00000000,0.07717744,0.49052147,0.86178153,0.20218347
-4.94947474,1.98016194,0.39752909,0.00000000,0.07415739,0.48009220,0.84027272,0.19729128
-4.94347174,1.92712919,0.38591043,0.00000000,0.07124514,0.46859407,0.81803951,0.19225299
-4.93746873,1.87314374,0.37477130,0.00000000,0.06842318,0.45610966,0.79518854,0.18709547
-4.93146573,1.81847286,0.36410749,0.00000000,0.06567469,0.44274338,0.77184400,0.18184707
-4.92546273,1.76339373,0.35390440,0.00000000,0.06298492,0.42862114,0.74814763,0.17653781
-4.91945973,1.70819640,0.34413962,0.00000000,0.06034224,0.41388911,0.72425759,0.17119942
-4.91345673,1.65318570,0.33478570,0.00000000,0.05773906,0.39871159,0.70034633,0.16586512
-4.90745373,1.59868200,0.32581288,0.00000000,0.05517239,0.38326813,0.67659770,0.16056939
-4.90145073,1.54502106,0.31719188,0.00000000,0.05264422,0.36775012,0.65320355,0.15534751
-4.89544772,1.49255321,0.30889648,0.00000000,0.05016164,0.35235702,0.63036013,0.15023510
-4.88944472,1.44164188,0.30090597,0.00000000,0.04773677,0.33729244,0.60826446,0.14526756
-4.88344172,1.39266189,0.29320735,0.00000000,0.04538655,0.32276033,0.58711113,0.14047961
-4.87743872,1.34599740,0.28579716,0.00000000,0.04313232,0.30896145,0.56708946,0.13590480
-4.87143572,1.30203974,0.27868283,0.00000000,0.04099941,0.29609023,0.54838138,0.13157515
-4.86543272,1.26118503,0.27188360,0.00000000,0.03901656,0.28433220,0.53115993,0.12752081
-4.85942971,1.22383146,0.26543080,0.00000000,0.03721529,0.27386192,0.51558845,0.12376985
-4.85342671,1.19037606,0.25936751,0.00000000,0.03562930,0.26484150,0.50182025,0.12034811
-4.84742371,1.16121071,0.25374755,0.00000000,0.03429375,0.25741950,0.48999858,0.11727905
-4.84142071,1.13671718,0.24863381,0.00000000,0.03324452,0.25173019,0.48025675,0.11458367
-4.83541771,1.11726089,0.24409587,0.00000000,0.03251752,0.24789297,0.47271808,0.11228036
-4.82941471,1.10318318,0.24020711,0.00000000,0.03214781,0.24601180,0.46749530,0.11038471
-4.82341171,1.09479211,0.23704123,0.00000000,0.03216884,0.24617436,0.46468945,0.10890925
-4.81740870,1.09235172,0.23466838,0.00000000,0.03261151,0.24845101,0.46438773,0.10786304
-4.81140570,1.09606999,0.23315114,0.00000000,0.03350333,0.25289320,0.46666055,0.10725124
-4.80540270,1.10608579,0.23254031,0.00000000,0.03486746,0.25953150,0.47155754,0.10707445
-4.79939970,1.12245546,0.23287091,0.00000000,0.03672177,0.26837316,0.47910268,0.10732814
-4.79339670,1.14513955,0.23415850,0.00000000,0.03907798,0.27939928,0.48928888,0.10800190
-4.78739370,1.17399064,0.23639594,0.00000000,0.04194076,0.29256183,0.50207213,0.10907881
-4.78139070,1.20874300,0.23955101,0.00000000,0.04530701,0.30778073,0.51736579,0.11053483
-4.77538769,1.24900500,0.24356477,0.00000000,0.04916520,0.32494116,0.53503537,0.11233844
-4.76938469,1.29425520,0.24835099,0.00000000,0.05349494,0.34389156,0.55489430,0.11445035
-4.76338169,1.34384260,0.25379666,0.00000000,0.05826672,0.36444245,0.57670124,0.11682358
-4.75737869,1.39699192,0.25976364,0.00000000,0.06344190,0.38636650,0.60015922,0.11940388
-4.75137569,1.45281386,0.26609137,0.00000000,0.06897292,0.40939991,0.62491705,0.12213035
-4.74537269,1.51032077,0.27260067,0.00000000,0.07480388,0.43324538,0.65057321,0.12493661
-4.73936968,1.56844709,0.27909843,0.00000000,0.08087130,0.45757670,0.67668224,0.12775212
-4.73336668,1.62607431,0.28538300,0.00000000,0.08710514,0.48204491,0.70276364,0.13050387
-4.72736368,1.68205945,0.29125019,0.00000000,0.09343014,0.50628586,0.72831302,0.13311834
-4.72136068,1.73526604,0.29649940,0.00000000,0.09976723,0.52992898,0.75281509,0.13552352
-4.71535768,1.78459621,0.30093991,0.00000000,0.10603516,0.55260695,0.77575798,0.13765105
-4.70935468,1.82902274,0.30439680,0.00000000,0.11215217,0.57396573,0.79664832,0.13943832
-4.70335168,1.86761938,0.30671639,0.00000000,0.11803771,0.59367469,0.81502634,0.14083037
-4.69734867,1.89958816,0.30777100,0.00000000,0.12361409,0.61143619,0.83048030,0.14178161
-4.69134567,1.92428256,0.30746272,0.00000000,0.12880803,0.62699425,0.84265949,0.14225720
-4.68534267,1.94122532,0.30572609,0.00000000,0.13355207,0.64014191,0.85128531,0.14223399
-4.67933967,1.95012022,0.30252972,0.00000000,0.13778578,0.65072679,0.85615974,0.14170113
-4.67333667,1.95085742,0.29787664,0.00000000,0.14145679,0.65865479,0.85717093,0.14066011
-4.66733367,1.94351215,0.29180349,0.00000000,0.14452148,0.66389153,0.85429556,0.13912440
-4.66133067,1.92833704,0.28437875,0.00000000,0.14694559,0.66646176,0.84759807,0.13711867
-4.65532766,1.90574862,0.27569985,0.00000000,0.14870450,0.66644649,0.83722660,0.13467763
-4.64932466,1.87630877,0.26588969,0.00000000,0.14978337,0.66397832,0.82340623,0.13184453
-4.64332166,1.84070207,0.25509248,0.00000000,0.15017706,0.65923500,0.80642960,0.12866948
-4.63731866,1.79971037,0.24346926,0.00000000,0.14989001,0.65243164,0.78664568,0.12520755
-4.63131566,1.75418565,0.23119327,0.00000000,0.14893593,0.64381202,0.76444706,0.12151689
-4.62531266,1.70502242,0.21844540,0.00000000,0.14733748,0.63363927,0.74025658,0.11765686
-4.61930965,1.65313088,0.20540988,0.00000000,0.14512588,0.62218641,0.71451376,0.11368620
-4.61330665,1.59941182,0.19227041,0.00000000,0.14234051,0.60972722,0.68766171,0.10966147
-4.60730365,1.54473411,0.17920676,0.00000000,0.13902841,0.59652757,0.66013510,0.10563562
-4.60130065,1.48991547,0.16639204,0.00000000,0.13524390,0.58283781,0.63234945,0.10165687
-4.59529765,1.43570704,0.15399063,0.00000000,0.13104796,0.56888625,0.60469241,0.09776785
-4.58929465,1.38278188,0.14215674,0.00000000,0.12650774,0.55487393,0.57751691,0.09400500
-4.58329165,1.33172755,0.13103365,0.00000000,0.12169582,0.54097102,0.55113662,0.09039829
-4.57728864,1.28304274,0.12075346,0.00000000,0.11668943,0.52731457,0.52582367,0.08697117
-4.57128564,1.23713747,0.11143744,0.00000000,0.11156958,0.51400791,0.50180841,0.08374072
-4.56528264,1.19433677,0.10319661,0.00000000,0.10641992,0.50112147,0.47928139,0.08071807
-4.55927964,1.15488718,0.09613278,0.00000000,0.10132555,0.48869502,0.45839704,0.07790893
-4.55327664,1.11896565,0.09033960,0.00000000,0.09637160,0.47674114,0.43927900,0.07531427
-4.54727364,1.08669023,0.08590375,0.00000000,0.09164171,0.46524973,0.42202674,0.07293108
-4.54127064,1.05813207,0.08290604,0.00000000,0.08721635,0.45419348,0.40672301,0.07075323
-4.53526763,1.03332804,0.08142237,0.00000000,0.08317108,0.44353385,0.39344200,0.06877227
-4.52926463,1.01229346,0.08152451,0.00000000,0.07957477,0.43322757,0.38225756,0.06697833
-4.52326163,0.99503436,0.08328050,0.00000000,0.07648779,0.42323315,0.37325135,0.06536084
-4.51725863,0.98155879,0.08675484,0.00000000,0.07396039,0.41351726,0.36652033,0.06390938
-4.51125563,0.97188656,0.09200826,0.00000000,0.07203106,0.40406066,0.36218325,0.06261420
-4.50525263,0.96605709,0.09909713,0.00000000,0.07072525,0.39486340,0.36038588,0.06146688
-4.49924962,0.96413495,0.10807248,0.00000000,0.07005428,0.38594893,0.36130445,0.06046064
-4.49324662,0.96621260,0.11897873,0.00000000,0.07001456,0.37736710,0.36514709,0.05959068
-4.48724362,0.97241037,0.13185200,0.00000000,0.07058729,0.36919560,0.37215291,0.05885426
-4.48124062,0.98287325,0.14671813,0.00000000,0.07173845,0.36153985,0.38258857,0.05825068
-4.47523762,0.99776469,0.16359043,0.00000000,0.07341934,0.35453118,0.39674214,0.05778111
-4.46923462,1.01725726,0.18246717,0.00000000,0.07556750,0.34832334,0.41491423,0.05744822
-4.46323162,1.04152063,0.20332883,0.00000000,0.07810811,0.34308732,0.43740645,0.05725577
-4.45722861,1.07070706,0.22613529,0.00000000,0.08095580,0.33900468,0.46450737,0.05720801
-4.45122561,1.10493487,0.25082281,0.00000000,0.08401683,0.33625962,0.49647637,0.05730904
-4.44522261,1.14427065,0.27730115,0.00000000,0.08719155,0.33503001,0.53352578,0.05756208
-4.43921961,1.18871084,0.30545072,0.00000000,0.09037718,0.33547786,0.57580203,0.05796877
-4.43321661,1.23816346,0.33511996,0.00000000,0.09347062,0.33773950,0.62336646,0.05852843
-4.42721361,1.29243102,0.36612311,0.00000000,0.09637138,0.34191601,0.67617675,0.05923739
-4.42121061,1.35119547,0.39823856,0.00000000,0.09898442,0.34806441,0.73406990,0.06008839
-4.41520760,1.41400610,0.43120784,0.00000000,0.10122281,0.35618996,0.79674770,0.06107014
-4.40920460,1.48027139,0.46473555,0.00000000,0.10301015,0.36624002,0.86376580,0.06216696
-4.40320160,1.54925557,0.49849042,0.00000000,0.10428254,0.37810004,0.93452723,0.06335864
-4.39719860,1.62008053,0.53210754,0.00000000,0.10499025,0.39159165,1.00828123,0.06462051
-4.39119560,1.69173367,0.56519208,0.00000000,0.10509875,0.40647349,1.08412806,0.06592361
-4.38519260,1.76308185,0.59732444,0.00000000,0.10458929,0.42244449,1.16103007,0.06723519
-4.37918959,1.83289158,0.62806695,0.00000000,0.10345893,0.43914993,1.23782942,0.06851933
-4.37318659,1.89985502,0.65697200,0.00000000,0.10172002,0.45618996,1.31327199,0.06973779
-4.36718359,1.96262131,0.68359161,0.00000000,0.09939918,0.47313038,1.38603711,0.07085097
-4.36118059,2.01983230,0.70748809,0.00000000,0.09653590,0.48951534,1.45477229,0.07181905
-4.35517759,2.07016149,0.72824549,0.00000000,0.09318072,0.50488149,1.51813166,0.07260319
-4.34917459,2.11235481,0.74548158,0.00000000,0.08939319,0.51877300,1.57481683,0.07316682
-4.34317159,2.14527167,0.75885978,0.00000000,0.08523968,0.53075683,1.62361841,0.07347685
-4.33716858,2.16792448,0.76810058,0.00000000,0.08079105,0.54043768,1.66345656,0.07350492
-4.33116558,2.17951512,0.77299198,0.00000000,0.07612044,0.54747193,1.69341872,0.07322851
-4.32516258,2.17946650,0.77339837,0.00000000,0.07130111,0.55158000,1.71279273,0.07263184
-4.31915958,2.16744795,0.76926741,0.00000000,0.06640455,0.55255662,1.72109403,0.07170671
-4.31315658,2.14339308,0.76063459,0.00000000,0.06149875,0.55027856,1.71808543,0.07045299
-4.30715358,2.10750932,0.74762505,0.00000000,0.05664685,0.54470957,1.70378860,0.06887897
