energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.71185593,2.91273306,0.01254022,0.00000000,0.01492660,0.74926166,0.02582262,1.14109410,1.19860404,0.79785114
-5.70585293,2.89047537,0.01254032,0.00000000,0.01575244,0.72662285,0.02661616,1.15200662,1.18159380,0.78250559
-5.69984992,2.86086395,0.01251259,0.00000000,0.01653544,0.70246058,0.02729008,1.15958018,1.16233553,0.76537776
-5.69384692,2.82414422,0.01245544,0.00000000,0.01726284,0.67718248,0.02782995,1.16351964,1.14101080,0.74671726
-5.68784392,2.78056866,0.01236751,0.00000000,0.01792248,0.65116677,0.02822337,1.16356767,1.11778764,0.72675830
-5.68184092,2.73038700,0.01224765,0.00000000,0.01850307,0.62475122,0.02846031,1.15951090,1.09281228,0.70571245
-5.67583792,2.67384291,0.01209491,0.00000000,0.01899452,0.59822536,0.02853351,1.15118693,1.06620494,0.68376403
-5.66983492,2.61117683,0.01190868,0.00000000,0.01938815,0.57182599,0.02843876,1.13849158,1.03805943,0.66106828
-5.66383192,2.54263380,0.01168868,0.00000000,0.01967696,0.54573594,0.02817508,1.12138593,1.00844625,0.63775191
-5.65782891,2.46847511,0.01143506,0.00000000,0.01985577,0.52008588,0.02774480,1.09990243,0.97741848,0.61391591
-5.65182591,2.38899219,0.01114846,0.00000000,0.01992138,0.49495881,0.02715360,1.07414947,0.94501980,0.58963997
-5.64582291,2.30452100,0.01083010,0.00000000,0.01987262,0.47039647,0.02641029,1.04431398,0.91129373,0.56498819
-5.63981991,2.21545556,0.01048178,0.00000000,0.01971038,0.44640739,0.02552664,1.01066158,0.87629317,0.54001535
-5.63381691,2.12225886,0.01010594,0.00000000,0.01943753,0.42297559,0.02451704,0.97353410,0.84008940,0.51477332
-5.62781391,2.02547032,0.00970566,0.00000000,0.01905886,0.40006964,0.02339803,0.93334434,0.80277988,0.48931698
-5.62181091,1.92570861,0.00928461,0.00000000,0.01858089,0.37765117,0.02218786,0.89056813,0.76449405,0.46370929
-5.61580790,1.82366963,0.00884700,0.00000000,0.01801165,0.35568257,0.02090594,0.84573405,0.72539686,0.43802513
-5.60980490,1.72011934,0.00839753,0.00000000,0.01736050,0.33413339,0.01957230,0.79941099,0.68568974,0.41235376
-5.60380190,1.61588182,0.00794126,0.00000000,0.01663783,0.31298518,0.01820703,0.75219427,0.64560891,0.38679969
-5.59779890,1.51182310,0.00748351,0.00000000,0.01585478,0.29223467,0.01682974,0.70469066,0.60542123,0.36148202
-5.59179590,1.40883169,0.00702970,0.00000000,0.01502296,0.27189524,0.01545911,0.65750307,0.56541789,0.33653245
-5.58579290,1.30779668,0.00658523,0.00000000,0.01415417,0.25199683,0.01411243,0.61121543,0.52590633,0.31209199
-5.57978989,1.20958481,0.00615532,0.00000000,0.01326014,0.23258443,0.01280525,0.56637838,0.48720095,0.28830685
-5.57378689,1.11501739,0.00574490,0.00000000,0.01235225,0.21371546,0.01155113,0.52349618,0.44961315,0.26532365
-5.56778389,1.02484846,0.00535843,0.00000000,0.01144136,0.19545631,0.01036144,0.48301539,0.41344132,0.24328437
-5.56178089,0.93974494,0.00499981,0.00000000,0.01053755,0.17787839,0.00924527,0.44531553,0.37896116,0.22232135
-5.55577789,0.86026982,0.00467231,0.00000000,0.00965002,0.16105404,0.00820938,0.41070206,0.34641712,0.20255258
-5.54977489,0.78686890,0.00437842,0.00000000,0.00878696,0.14505246,0.00725829,0.37940160,0.31601498,0.18407767
-5.54377189,0.71986157,0.00411984,0.00000000,0.00795543,0.12993613,0.00639437,0.35155965,0.28791617,0.16697448
-5.53776888,0.65943583,0.00389747,0.00000000,0.00716136,0.11575765,0.00561804,0.32724059,0.26223387,0.15129679
-5.53176588,0.60564750,0.00371133,0.00000000,0.00640952,0.10255739,0.00492793,0.30642981,0.23903097,0.13707285
-5.52576288,0.55842366,0.00356064,0.00000000,0.00570351,0.09036183,0.00432119,0.28903789,0.21831992,0.12430504
-5.51975988,0.51756970,0.00344383,0.00000000,0.00504585,0.07918269,0.00379367,0.27490651,0.20006439,0.11297042
-5.51375688,0.48277980,0.00335862,0.00000000,0.00443803,0.06901689,0.00334023,0.26381587,0.18418245,0.10302221
-5.50775388,0.45365020,0.00330205,0.00000000,0.00388057,0.05984707,0.00295497,0.25549333,0.17055114,0.09439206
-5.50175088,0.42969466,0.00327066,0.00000000,0.00337315,0.05164275,0.00263150,0.24962299,0.15901218,0.08699286
-5.49574787,0.41036157,0.00326050,0.00000000,0.00291471,0.04436194,0.00236310,0.24585596,0.14937841,0.08072216
-5.48974487,0.39505202,0.00326733,0.00000000,0.00250358,0.03795307,0.00214300,0.24382101,0.14144081,0.07546574
-5.48374187,0.38313826,0.00328672,0.00000000,0.00213755,0.03235706,0.00196449,0.24313531,0.13497573,0.07110145
-5.47773887,0.37398204,0.00331414,0.00000000,0.00181404,0.02750948,0.00182111,0.24341503,0.12975209,0.06750303
-5.47173587,0.36695217,0.00334516,0.00000000,0.00153019,0.02334272,0.00170674,0.24428558,0.12553831,0.06454375
-5.46573287,0.36144099,0.00337551,0.00000000,0.00128292,0.01978792,0.00161571,0.24539116,0.12210880,0.06209984
-5.45972986,0.35687919,0.00340124,0.00000000,0.00106908,0.01677680,0.00154289,0.24640347,0.11924974,0.06005359
-5.45372686,0.35274878,0.00341879,0.00000000,0.00088551,0.01424317,0.00148368,0.24702933,0.11676416,0.05829602
-5.44772386,0.34859390,0.00342509,0.00000000,0.00072910,0.01212421,0.00143411,0.24701716,0.11447610,0.05672908
-5.44172086,0.34402928,0.00341764,0.00000000,0.00059686,0.01036148,0.00139080,0.24616198,0.11223385,0.05526737
-5.43571786,0.33874628,0.00339456,0.00000000,0.00048596,0.00890158,0.00135097,0.24430907,0.10991224,0.05383935
-5.42971486,0.33251649,0.00335461,0.00000000,0.00039378,0.00769663,0.00131243,0.24135613,0.10741403,0.05238808
-5.42371186,0.32519307,0.00329719,0.00000000,0.00031793,0.00670454,0.00127355,0.23725394,0.10467035,0.05087150
-5.41770885,0.31670976,0.00322237,0.00000000,0.00025627,0.00588898,0.00123325,0.23200566,0.10164038,0.04926225
-5.41170585,0.30707804,0.00313083,0.00000000,0.00020692,0.00521930,0.00119090,0.22566488,0.09831026,0.04754714
-5.40570285,0.29638261,0.00302381,0.00000000,0.00016829,0.00467028,0.00114636,0.21833249,0.09469142,0.04572636
-5.39969985,0.28477551,0.00290306,0.00000000,0.00013905,0.00422183,0.00109986,0.21015270,0.09081843,0.04381240
-5.39369685,0.27246923,0.00277079,0.00000000,0.00011818,0.00385859,0.00105202,0.20130837,0.08674648,0.04182881
-5.38769385,0.25972928,0.00262955,0.00000000,0.00010492,0.00356952,0.00100379,0.19201592,0.08254863,0.03980885
-5.38169085,0.24686645,0.00248217,0.00000000,0.00009883,0.00334751,0.00095639,0.18251993,0.07831302,0.03779415
-5.37568784,0.23422904,0.00233167,0.00000000,0.00009972,0.00318901,0.00091133,0.17308786,0.07414000,0.03583333
-5.36968484,0.22219551,0.00218121,0.00000000,0.00010773,0.00309361,0.00087033,0.16400490,0.07013943,0.03398068
-5.36368184,0.21116749,0.00203396,0.00000000,0.00012330,0.00306374,0.00083535,0.15556909,0.06642809,0.03229494
-5.35767884,0.20156339,0.00189307,0.00000000,0.00014717,0.00310434,0.00080854,0.14808693,0.06312736,0.03083821
-5.35167584,0.19381261,0.00176162,0.00000000,0.00018041,0.00322258,0.00079228,0.14186927,0.06036107,0.02967491
-5.34567284,0.18835025,0.00164254,0.00000000,0.00022443,0.00342761,0.00078911,0.13722768,0.05825352,0.02887085
-5.33966983,0.18561213,0.00153858,0.00000000,0.00028097,0.00373032,0.00080179,0.13447101,0.05692775,0.02849239
-5.33366683,0.18603004,0.00145230,0.00000000,0.00035212,0.00414303,0.00083327,0.13390216,0.05650385,0.02860556
-5.32766383,0.19002683,0.00138601,0.00000000,0.00044031,0.00467932,0.00088668,0.13581473,0.05709733,0.02927528
-5.32166083,0.19801111,0.00134179,0.00000000,0.00054834,0.00535366,0.00096537,0.14048952,0.05881746,0.03056439
-5.31565783,0.21037135,0.00132142,0.00000000,0.00067932,0.00618113,0.00107282,0.14819062,0.06176554,0.03253269
-5.30965483,0.22746914,0.00132644,0.00000000,0.00083668,0.00717706,0.00121268,0.15916093,0.06603291,0.03523577
-5.30365183,0.24963141,0.00135806,0.00000000,0.00102410,0.00835659,0.00138869,0.17361707,0.07169892,0.03872372
-5.29764882,0.27714167,0.00141719,0.00000000,0.00124551,0.00973421,0.00160463,0.19174366,0.07882858,0.04303967
-5.29164582,0.31023020,0.00150441,0.00000000,0.00150496,0.01132327,0.00186428,0.21368690,0.08747008,0.04821817
-5.28564282,0.34906355,0.00161995,0.00000000,0.00180658,0.01313541,0.00217127,0.23954773,0.09765220,0.05428348
-5.27963982,0.39373358,0.00176366,0.00000000,0.00215447,0.01517996,0.00252902,0.26937468,0.10938172,0.06124774
-5.27363682,0.44424645,0.00193502,0.00000000,0.00255257,0.01746341,0.00294059,0.30315685,0.12264089,0.06910921
-5.26763382,0.50051232,0.00213306,0.00000000,0.00300452,0.01998878,0.00340855,0.34081726,0.13738524,0.07785059
-5.26163082,0.56233627,0.00235641,0.00000000,0.00351355,0.02275513,0.00393482,0.38220717,0.15354179,0.08743760
-5.25562781,0.62941117,0.00260325,0.00000000,0.00408230,0.02575710,0.00452051,0.42710176,0.17100793,0.09781784
-5.24962481,0.70131330,0.00287133,0.00000000,0.00471269,0.02898456,0.00516581,0.47519767,0.18965111,0.10892013
-5.24362181,0.77750138,0.00315796,0.00000000,0.00540576,0.03242240,0.00586978,0.52611294,0.20930953,0.12065448
-5.23761881,0.85731954,0.00346007,0.00000000,0.00616155,0.03605050,0.00663026,0.57938955,0.22979390,0.13291268
-5.23161581,0.94000483,0.00377423,0.00000000,0.00697898,0.03984388,0.00744376,0.63449912,0.25089052,0.14556962
-5.22561281,1.02469940,0.00409676,0.00000000,0.00785576,0.04377303,0.00830540,0.69085175,0.27236551,0.15848548
-5.21960980,1.11046750,0.00442373,0.00000000,0.00878836,0.04780456,0.00920886,0.74780800,0.29397036,0.17150863
-5.21360680,1.19631716,0.00475113,0.00000000,0.00977197,0.05190193,0.01014641,0.80469404,0.31544855,0.18447942
-5.20760380,1.28122594,0.00507499,0.00000000,0.01080057,0.05602654,0.01110895,0.86081943,0.33654321,0.19723456
-5.20160080,1.36417026,0.00539145,0.00000000,0.01186697,0.06013895,0.01208617,0.91549718,0.35700552,0.20961213
-5.19559780,1.44415722,0.00569693,0.00000000,0.01296299,0.06420024,0.01306668,0.96806536,0.37660359,0.22145701
-5.18959480,1.52025792,0.00598829,0.00000000,0.01407959,0.06817356,0.01403829,1.01790950,0.39513152,0.23262653
-5.18359180,1.59164078,0.00626293,0.00000000,0.01520715,0.07202572,0.01498821,1.06448483,0.41241826,0.24299611
-5.17758879,1.65760378,0.00651893,0.00000000,0.01633567,0.07572884,0.01590342,1.10733754,0.42833584,0.25246474
-5.17158579,1.71760389,0.00675515,0.00000000,0.01745509,0.07926191,0.01677098,1.14612396,0.44280677,0.26095987
-5.16558279,1.77128255,0.00697136,0.00000000,0.01855556,0.08261226,0.01757838,1.18062681,0.45581007,0.26844177
-5.15957979,1.81848581,0.00716826,0.00000000,0.01962778,0.08577689,0.01831397,1.21076776,0.46738571,0.27490681
-5.15357679,1.85927809,0.00734753,0.00000000,0.02066321,0.08876351,0.01896720,1.23661538,0.47763718,0.28038973
-5.14757379,1.89394871,0.00751181,0.00000000,0.02165439,0.09159129,0.01952907,1.25838821,0.48673207,0.28496469
-5.14157079,1.92301050,0.00766471,0.00000000,0.02259511,0.09429127,0.01999234,1.27645240,0.49490035,0.28874484
-5.13556778,1.94719040,0.00781066,0.00000000,0.02348056,0.09690636,0.02035183,1.29131396,0.50243049,0.29188070
-5.12956478,1.96741194,0.00795486,0.00000000,0.02430744,0.09949091,0.02060453,1.30360554,0.50966335,0.29455694
-5.12356178,1.98477007,0.00810310,0.00000000,0.02507391,0.10210981,0.02074981,1.31406827,0.51698400,0.29698801
-5.11755878,2.00049893,0.00826158,0.00000000,0.02577961,0.10483715,0.02078939,1.32352909,0.52481160,0.29941244
-5.11155578,2.01593368,0.00843674,0.00000000,0.02642544,0.10775439,0.02072730,1.33287426,0.53358765,0.30208611
-5.10555278,2.03246745,0.00863496,0.00000000,0.02701339,0.11094819,0.02056980,1.34301998,0.54376287,0.30527472
-5.09954977,2.05150488,0.00886244,0.00000000,0.02754630,0.11450775,0.02032517,1.35488119,0.55578305,0.30924548
-5.09354677,2.07441375,0.00912484,0.00000000,0.02802749,0.11852193,0.02000343,1.36933947,0.57007438,0.31425860
-5.08754377,2.10247643,0.00942715,0.00000000,0.02846048,0.12307605,0.01961607,1.38721124,0.58702849,0.32055844
-5.08154077,2.13684255,0.00977340,0.00000000,0.02884863,0.12824853,0.01917564,1.40921732,0.60698779,0.32836501
-5.07553777,2.17848475,0.01016651,0.00000000,0.02919484,0.13410754,0.01869540,1.43595498,0.63023146,0.33786568
-5.06953477,2.22815879,0.01060808,0.00000000,0.02950121,0.14070765,0.01818890,1.46787331,0.65696261,0.34920769
-5.06353177,2.28636943,0.01109829,0.00000000,0.02976886,0.14808662,0.01766953,1.50525277,0.68729685,0.36249146
-5.05752876,2.35334333,0.01163576,0.00000000,0.02999776,0.15626259,0.01715018,1.54818974,0.72125293,0.37776502
-5.05152576,2.42900977,0.01221755,0.00000000,0.03018659,0.16523156,0.01664281,1.59658636,0.75874560,0.39501975
-5.04552276,2.51299009,0.01283912,0.00000000,0.03033279,0.17496551,0.01615814,1.65014628,0.79958105,0.41418756
-5.03951976,2.60459608,0.01349440,0.00000000,0.03043261,0.18541118,0.01570537,1.70837622,0.84345531,0.43513960
-5.03351676,2.70283768,0.01417586,0.00000000,0.03048132,0.19648948,0.01529190,1.77059354,0.88995563,0.45768672
-5.02751376,2.80643993,0.01487465,0.00000000,0.03047338,0.20809590,0.01492324,1.83593947,0.93856519,0.48158155
-5.02151076,2.91386862,0.01558081,0.00000000,0.03040279,0.22010163,0.01460282,1.90339771,0.98867090,0.50652238
-5.01550775,3.02336429,0.01628347,0.00000000,0.03026342,0.23235575,0.01433203,1.97181797,1.03957453,0.53215865
-5.00950475,3.13298358,0.01697109,0.00000000,0.03004935,0.24468817,0.01411020,2.03994362,1.09050679,0.55809817
-5.00350175,3.24064689,0.01763176,0.00000000,0.02975524,0.25691351,0.01393475,2.10644286,1.14064424,0.58391565
-4.99749875,3.34419116,0.01825351,0.00000000,0.02937665,0.26883569,0.01380132,2.16994248,1.18912848,0.60916264
-4.99149575,3.44142618,0.01882457,0.00000000,0.02891037,0.28025312,0.01370398,2.22906329,1.23508737,0.63337851
-4.98549275,3.53019290,0.01933372,0.00000000,0.02835467,0.29096444,0.01363552,2.28245626,1.27765746,0.65610212
-4.97948974,3.60842208,0.01977058,0.00000000,0.02770941,0.30077442,0.01358773,2.32883826,1.31600714,0.67688399
-4.97348674,3.67419140,0.02012587,0.00000000,0.02697625,0.30949995,0.01355168,2.36702650,1.34935957,0.69529850
-4.96748374,3.72577933,0.02039165,0.00000000,0.02615858,0.31697587,0.01351815,2.39597054,1.37701482,0.71095578
-4.96148074,3.76171389,0.02056161,0.00000000,0.02526153,0.32306031,0.01347785,2.41478102,1.39837026,0.72351282
-4.95547774,3.78081479,0.02063116,0.00000000,0.02429183,0.32763934,0.01342185,2.42275405,1.41293843,0.73268346
-4.94947474,3.78222736,0.02059759,0.00000000,0.02325763,0.33063082,0.01334180,2.41939061,1.42036183,0.73824680
-4.94347174,3.76544708,0.02046015,0.00000000,0.02216826,0.33198709,0.01323027,2.40441029,1.42042372,0.74005375
-4.93746873,3.73033366,0.02022008,0.00000000,0.02103399,0.33169647,0.01308095,2.37775876,1.41305478,0.73803140
-4.93146573,3.67711422,0.01988051,0.00000000,0.01986570,0.32978347,0.01288886,2.33960881,1.39833495,0.73218498
-4.92546273,3.60637524,0.01944643,0.00000000,0.01867461,0.32630768,0.01265046,2.29035481,1.37649063,0.72259737
-4.91945973,3.51904346,0.01892449,0.00000000,0.01747199,0.32136131,0.01236375,2.23060073,1.34788706,0.70942606
-4.91345673,3.41635659,0.01832284,0.00000000,0.01626886,0.31506558,0.01202829,2.16114211,1.31301625,0.69289769
-4.90745373,3.29982462,0.01765087,0.00000000,0.01507577,0.30756607,0.01164516,2.08294269,1.27248094,0.67330039
-4.90145073,3.17118345,0.01691893,0.00000000,0.01390257,0.29902724,0.01121685,1.99710631,1.22697518,0.65097424
-4.89544772,3.03234246,0.01613806,0.00000000,0.01275825,0.28962630,0.01074717,1.90484541,1.17726237,0.62630015
-4.88944472,2.88532816,0.01531966,0.00000000,0.01165078,0.27954696,0.01024103,1.80744697,1.12415169,0.59968777
-4.88344172,2.73222608,0.01447519,0.00000000,0.01058704,0.26897299,0.00970425,1.70623737,1.06847380,0.57156284
-4.87743872,2.57512315,0.01361591,0.00000000,0.00957276,0.25808218,0.00914335,1.60254745,1.01105695,0.54235449
-4.87143572,2.41605284,0.01275255,0.00000000,0.00861251,0.24704085,0.00856525,1.49767887,0.95270436,0.51248313
-4.86543272,2.25694487,0.01189511,0.00000000,0.00770971,0.23599916,0.00797708,1.39287314,0.89417371,0.48234922
-4.85942971,2.09958160,0.01105262,0.00000000,0.00686668,0.22508732,0.00738596,1.28928434,0.83615962,0.45232359
-4.85342671,1.94556204,0.01023304,0.00000000,0.00608468,0.21441307,0.00679870,1.18795621,0.77927953,0.42273939
-4.84742371,1.79627495,0.00944310,0.00000000,0.00536406,0.20406020,0.00622172,1.08980449,0.72406350,0.39388612
-4.84142071,1.65288111,0.00868822,0.00000000,0.00470428,0.19408832,0.00566082,0.99560467,0.67094798,0.36600568
-4.83541771,1.51630516,0.00797259,0.00000000,0.00410406,0.18453379,0.00512107,0.90598538,0.62027366,0.33929063
-4.82941471,1.38723650,0.00729908,0.00000000,0.00356151,0.17541154,0.00460675,0.82142716,0.57228709,0.31388448
-4.82341171,1.26613851,0.00666944,0.00000000,0.00307417,0.16671792,0.00412127,0.74226646,0.52714569,0.28988384
-4.81740870,1.15326500,0.00608429,0.00000000,0.00263919,0.15843403,0.00366718,0.66870398,0.48492573,0.26734217
-4.81140570,1.04868253,0.00554335,0.00000000,0.00225338,0.15052958,0.00324620,0.60081687,0.44563249,0.24627483
-4.80540270,0.95229722,0.00504554,0.00000000,0.00191335,0.14296694,0.00285923,0.53857387,0.40921212,0.22666509
-4.79939970,0.86388430,0.00458915,0.00000000,0.00161557,0.13570517,0.00250645,0.48185253,0.37556435,0.20847065
-4.79339670,0.78311903,0.00417201,0.00000000,0.00135645,0.12870383,0.00218742,0.43045750,0.34455554,0.19163045
-4.78739370,0.70960754,0.00379169,0.00000000,0.00113242,0.12192643,0.00190113,0.38413932,0.31603132,0.17607131
-4.78139070,0.64291625,0.00344556,0.00000000,0.00094001,0.11534332,0.00164616,0.34261262,0.28982840,0.16171418
-4.77538769,0.58259897,0.00313103,0.00000000,0.00077584,0.10893406,0.00142075,0.30557341,0.26578517,0.14847980
-4.76938469,0.52822083,0.00284557,0.00000000,0.00063672,0.10268899,0.00122292,0.27271469,0.24375073,0.13629353
-4.76338169,0.47937852,0.00258689,0.00000000,0.00051966,0.09661029,0.00105055,0.24374018,0.22359217,0.12508930
-4.75737869,0.43571661,0.00235293,0.00000000,0.00042190,0.09071228,0.00090146,0.21837590,0.20520010,0.11481260
-4.75137569,0.39693985,0.00214198,0.00000000,0.00034089,0.08502121,0.00077351,0.19637940,0.18849251,0.10542261
-4.74537269,0.36282164,0.00195269,0.00000000,0.00027435,0.07957453,0.00066463,0.17754684,0.17341686,0.09689339
-4.73936968,0.33320895,0.00178405,0.00000000,0.00022025,0.07441980,0.00057288,0.16171782,0.15995088,0.08921437
-4.73336668,0.30802393,0.00163544,0.00000000,0.00017680,0.06961329,0.00049647,0.14877820,0.14810198,0.08239007
-4.72736368,0.28726290,0.00150659,0.00000000,0.00014245,0.06521835,0.00043381,0.13866113,0.13790576,0.07643943
-4.72136068,0.27099284,0.00139756,0.00000000,0.00011588,0.06130381,0.00038348,0.13134639,0.12942358,0.07139454
-4.71535768,0.25934592,0.00130870,0.00000000,0.00009600,0.05794216,0.00034425,0.12685835,0.12273962,0.06729921
-4.70935468,0.25251245,0.00124064,0.00000000,0.00008193,0.05520799,0.00031510,0.12526258,0.11795740,0.06420718
-4.70335168,0.25073234,0.00119423,0.00000000,0.00007296,0.05317627,0.00029515,0.12666140,0.11519591,0.06218025
-4.69734867,0.25428538,0.00117052,0.00000000,0.00006859,0.05192091,0.00028371,0.13118833,0.11458558,0.06128620
-4.69134567,0.26348040,0.00117070,0.00000000,0.00006847,0.05151325,0.00028020,0.13900169,0.11626380,0.06159672
-4.68534267,0.27864338,0.00119606,0.00000000,0.00007240,0.05202065,0.00028416,0.15027723,0.12037039,0.06318509
-4.67933967,0.30010455,0.00124795,0.00000000,0.00008035,0.05350515,0.00029522,0.16519997,0.12704266,0.06612390
-4.67333667,0.32818448,0.00132774,0.00000000,0.00009238,0.05602207,0.00031306,0.18395526,0.13641026,0.07048253
-4.66733367,0.36317927,0.00143675,0.00000000,0.00010869,0.05961854,0.00033743,0.20671915,0.14858968,0.07632454
-4.66133067,0.40534497,0.00157622,0.00000000,0.00012955,0.06433208,0.00036806,0.23364825,0.16367856,0.08370496
-4.65532766,0.45488132,0.00174723,0.00000000,0.00015537,0.07018898,0.00040469,0.26486911,0.18174969,0.09266735
-4.64932466,0.51191531,0.00195065,0.00000000,0.00018657,0.07720272,0.00044704,0.30046746,0.20284486,0.10324090
-4.64332166,0.57648479,0.00218707,0.00000000,0.00022366,0.08537234,0.00049477,0.34047761,0.22696880,0.11543738
