energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-3.41270635,3.03711656,0.37263586,0.44029349,0.04179804,0.05931989,0.39030818,2.16306664,0.26942254,0.00000000
-3.40670335,3.00002675,0.37677769,0.42948955,0.04096899,0.05940413,0.39683625,2.13707748,0.27166699,0.00000000
-3.40070035,2.96663649,0.38166803,0.42038592,0.04026053,0.05942261,0.40368705,2.11263722,0.27390859,0.00000000
-3.39469735,2.93630563,0.38707973,0.41284217,0.03967845,0.05934904,0.41063630,2.08939267,0.27603786,0.00000000
-3.38869435,2.90834018,0.39278178,0.40670750,0.03922262,0.05916113,0.41745364,2.06695069,0.27794651,0.00000000
-3.38269135,2.88201067,0.39854583,0.40182310,0.03888712,0.05884109,0.42390837,2.04488987,0.27953084,0.00000000
-3.37668834,2.85657187,0.40415270,0.39802490,0.03866069,0.05837591,0.42977524,2.02277286,0.28069507,0.00000000
-3.37068534,2.83128386,0.40939885,0.39514686,0.03852732,0.05775759,0.43484021,2.00015960,0.28135451,0.00000000
-3.36468234,2.80543428,0.41410249,0.39302459,0.03846711,0.05698312,0.43890608,1.97662113,0.28143849,0.00000000
-3.35867934,2.77836145,0.41810930,0.39149957,0.03845722,0.05605446,0.44179774,1.95175409,0.28089296,0.00000000
-3.35267634,2.74947781,0.42129757,0.39042345,0.03847293,0.05497831,0.44336710,1.92519560,0.27968274,0.00000000
-3.34667334,2.71829318,0.42358251,0.38966270,0.03848888,0.05376584,0.44349727,1.89663810,0.27779326,0.00000000
-3.34067034,2.68443685,0.42491973,0.38910302,0.03848013,0.05243236,0.44210621,1.86584393,0.27523179,0.00000000
-3.33466733,2.64767777,0.42530763,0.38865354,0.03842335,0.05099683,0.43914941,1.83265889,0.27202816,0.00000000
-3.32866433,2.60794169,0.42478865,0.38825047,0.03829786,0.04948141,0.43462169,1.79702434,0.26823480,0.00000000
-3.32266133,2.56532429,0.42344916,0.38785985,0.03808652,0.04791099,0.42855794,1.75898713,0.26392621,0.00000000
-3.31665833,2.52009927,0.42141811,0.38747934,0.03777652,0.04631257,0.42103277,1.71870670,0.25919774,0.00000000
-3.31065533,2.47272065,0.41886410,0.38713861,0.03735989,0.04471479,0.41215902,1.67645890,0.25416375,0.00000000
-3.30465233,2.42381842,0.41599119,0.38689840,0.03683390,0.04314730,0.40208515,1.63263586,0.24895517,0.00000000
-3.29864932,2.37418734,0.41303323,0.38684799,0.03620116,0.04164022,0.39099157,1.58774183,0.24371642,0.00000000
-3.29264632,2.32476863,0.41024685,0.38710109,0.03546955,0.04022356,0.37908588,1.54238458,0.23860182,0.00000000
-3.28664332,2.27662495,0.40790346,0.38779033,0.03465191,0.03892660,0.36659733,1.49726260,0.23377161,0.00000000
-3.28064032,2.23090910,0.40628015,0.38906038,0.03376561,0.03777733,0.35377055,1.45314834,0.22938752,0.00000000
-3.27463732,2.18882760,0.40564994,0.39106009,0.03283185,0.03680183,0.34085865,1.41086779,0.22560819,0.00000000
-3.26863432,2.15160032,0.40627176,0.39393385,0.03187499,0.03602368,0.32811618,1.37127742,0.22258449,0.00000000
-3.26263132,2.12041772,0.40838021,0.39781265,0.03092162,0.03546337,0.31579187,1.33523889,0.22045486,0.00000000
-3.25662831,2.09639743,0.41217586,0.40280529,0.02999972,0.03513774,0.30412164,1.30359284,0.21934093,0.00000000
-3.25062531,2.08054210,0.41781611,0.40899016,0.02913775,0.03505944,0.29332200,1.27713254,0.21934347,0.00000000
-3.24462231,2.07370016,0.42540733,0.41640801,0.02836375,0.03523643,0.28358408,1.25657859,0.22053889,0.00000000
-3.23861931,2.07653140,0.43499836,0.42505621,0.02770455,0.03567161,0.27506856,1.24255552,0.22297644,0.00000000
-3.23261631,2.08947875,0.44657583,0.43488480,0.02718498,0.03636243,0.26790162,1.23557133,0.22667618,0.00000000
-3.22661331,2.11274766,0.46006163,0.44579454,0.02682725,0.03730076,0.26217199,1.23600055,0.23162781,0.00000000
-3.22061031,2.14629373,0.47531249,0.45763729,0.02665043,0.03847272,0.25792934,1.24407165,0.23779057,0.00000000
-3.21460730,2.18981939,0.49212196,0.47021858,0.02667003,0.03985882,0.25518389,1.25985891,0.24509393,0.00000000
-3.20860430,2.24277943,0.51022476,0.48330242,0.02689771,0.04143414,0.25390733,1.28327916,0.25343939,0.00000000
-3.20260130,2.30439513,0.52930324,0.49661815,0.02734109,0.04316871,0.25403488,1.31409317,0.26270308,0.00000000
-3.19659830,2.37367631,0.54899597,0.50986895,0.02800372,0.04502810,0.25546848,1.35191163,0.27273921,0.00000000
-3.19059530,2.44945014,0.56890801,0.52274178,0.02888508,0.04697407,0.25808091,1.39620517,0.28338410,0.00000000
-3.18459230,2.53039525,0.58862247,0.53491806,0.02998070,0.04896548,0.26172063,1.44631801,0.29446080,0.00000000
-3.17858929,2.61507986,0.60771303,0.54608482,0.03128232,0.05095920,0.26621719,1.50148451,0.30578391,0.00000000
-3.17258629,2.70200200,0.62575688,0.55594565,0.03277814,0.05291120,0.27138687,1.56084797,0.31716464,0.00000000
-3.16658329,2.78963025,0.64234749,0.56423094,0.03445305,0.05477763,0.27703855,1.62348094,0.32841567,0.00000000
-3.16058029,2.87644351,0.65710692,0.57070706,0.03628892,0.05651595,0.28297932,1.68840638,0.33935583,0.00000000
-3.15457729,2.96096822,0.66969695,0.57518392,0.03826491,0.05808606,0.28901983,1.75461893,0.34981430,0.00000000
-3.14857429,3.04181197,0.67982883,0.57752074,0.04035779,0.05945132,0.29497917,1.82110587,0.35963425,0.00000000
-3.14257129,3.11769252,0.68727125,0.57762974,0.04254225,0.06057945,0.30068913,1.88686711,0.36867582,0.00000000
-3.13656828,3.18746165,0.69185626,0.57547768,0.04479126,0.06144341,0.30599766,1.95093398,0.37681834,0.00000000
-3.13056528,3.25012359,0.69348296,0.57108531,0.04707634,0.06202197,0.31077168,2.01238652,0.38396181,0.00000000
-3.12456228,3.30484801,0.69211910,0.56452476,0.04936801,0.06230022,0.31489902,2.07036914,0.39002759,0.00000000
-3.11855928,3.35097791,0.68780044,0.55591528,0.05163609,0.06226981,0.31828959,2.12410442,0.39495850,0.00000000
-3.11255628,3.38803292,0.68062814,0.54541738,0.05385009,0.06192902,0.32087591,2.17290537,0.39871823,0.00000000
-3.10655328,3.41570873,0.67076450,0.53322601,0.05597965,0.06128263,0.32261290,2.21618590,0.40129029,0.00000000
-3.10055028,3.43387340,0.65842709,0.51956299,0.05799494,0.06034162,0.32347719,2.25346977,0.40267668,0.00000000
-3.09454727,3.44256138,0.64388197,0.50466911,0.05986711,0.05912268,0.32346601,2.28439797,0.40289625,0.00000000
-3.08854427,3.44196605,0.62743605,0.48879640,0.06156873,0.05764760,0.32259572,2.30873475,0.40198301,0.00000000
-3.08254127,3.43243139,0.60942906,0.47220076,0.06307431,0.05594257,0.32090012,2.32637214,0.39998448,0.00000000
-3.07653827,3.41444316,0.59022555,0.45513542,0.06436070,0.05403735,0.31842867,2.33733304,0.39696013,0.00000000
-3.07053527,3.38862012,0.57020697,0.43784521,0.06540756,0.05196444,0.31524461,2.34177265,0.39298002,0.00000000
-3.06453227,3.35570509,0.54976424,0.42056200,0.06619781,0.04975820,0.31142308,2.33997818,0.38812360,0.00000000
-3.05852926,3.31655581,0.52929083,0.40350119,0.06671796,0.04745402,0.30704930,2.33236645,0.38247877,0.00000000
-3.05252626,3.27213516,0.50917652,0.38685938,0.06695848,0.04508750,0.30221669,2.31947911,0.37614103,0.00000000
-3.04652326,3.22350033,0.48980164,0.37081293,0.06691401,0.04269366,0.29702510,2.30197524,0.36921275,0.00000000
-3.04052026,3.17179013,0.47153199,0.35551744,0.06658352,0.04030627,0.29157891,2.28062086,0.36180246,0.00000000
-3.03451726,3.11820990,0.45471409,0.34110785,0.06597041,0.03795724,0.28598522,2.25627510,0.35402404,0.00000000
-3.02851426,3.06401345,0.43967077,0.32769898,0.06508240,0.03567608,0.28035181,2.22987299,0.34599563,0.00000000
-3.02251126,3.01048139,0.42669687,0.31538634,0.06393145,0.03348946,0.27478509,2.20240451,0.33783843,0.00000000
-3.01650825,2.95889589,0.41605498,0.30424686,0.06253340,0.03142086,0.26938786,2.17489037,0.32967500,0.00000000
-3.01050525,2.91051160,0.40797107,0.29433965,0.06090768,0.02949031,0.26425699,2.14835456,0.32162727,0.00000000
-3.00450225,2.86652343,0.40263006,0.28570641,0.05907679,0.02771415,0.25948099,2.12379433,0.31381417,0.00000000
-2.99849925,2.82803172,0.40017128,0.27837157,0.05706575,0.02610493,0.25513754,2.10214848,0.30634888,0.00000000
-2.99249625,2.79600604,0.40068401,0.27234219,0.05490151,0.02467138,0.25129109,2.08426479,0.29933593,0.00000000
-2.98649325,2.77124916,0.40420315,0.26760753,0.05261227,0.02341835,0.24799060,2.07086804,0.29286814,0.00000000
-2.98049025,2.75436269,0.41070553,0.26413864,0.05022685,0.02234691,0.24526753,2.06252987,0.28702359,0.00000000
-2.97448724,2.74571662,0.42010691,0.26188783,0.04777398,0.02145447,0.24313432,2.05964203,0.28186292,0.00000000
-2.96848424,2.74542448,0.43226015,0.26078849,0.04528173,0.02073496,0.24158328,2.06239446,0.27742695,0.00000000
-2.96248124,2.75332625,0.44695497,0.26075521,0.04277693,0.02017905,0.24058626,2.07075971,0.27373501,0.00000000
-2.95647824,2.76898054,0.46391944,0.26168452,0.04028466,0.01977451,0.24009502,2.08448483,0.27078405,0.00000000
-2.95047524,2.79166756,0.48282368,0.26345633,0.03782791,0.01950651,0.24004240,2.10309176,0.26854866,0.00000000
-2.94447224,2.82040363,0.50328583,0.26593626,0.03542724,0.01935811,0.24034447,2.12588679,0.26698219,0.00000000
-2.93846923,2.85396757,0.52488049,0.26897876,0.03310064,0.01931071,0.24090335,2.15197931,0.26601888,0.00000000
-2.93246623,2.89093874,0.54714943,0.27243120,0.03086343,0.01934461,0.24161100,2.18030940,0.26557706,0.00000000
-2.92646323,2.92974543,0.56961450,0.27613867,0.02872831,0.01943961,0.24235357,2.20968370,0.26556340,0.00000000
-2.92046023,2.96872224,0.59179236,0.27994945,0.02670545,0.01957561,0.24301632,2.23881802,0.26587780,0.00000000
-2.91445723,3.00617389,0.61321055,0.28372090,0.02480267,0.01973328,0.24348888,2.26638521,0.26641906,0.00000000
-2.90845423,3.04044291,0.63342419,0.28732544,0.02302568,0.01989470,0.24367063,2.29106608,0.26709073,0.00000000
-2.90245123,3.06997793,0.65203284,0.29065650,0.02137837,0.02004399,0.24347590,2.31160121,0.26780712,0.00000000
-2.89644822,3.09339942,0.66869645,0.29363382,0.01986304,0.02016790,0.24283885,2.32684111,0.26849895,0.00000000
-2.89044522,3.10955951,0.68314987,0.29620806,0.01848068,0.02025636,0.24171776,2.33579246,0.26911845,0.00000000
-2.88444222,3.11759293,0.69521499,0.29836431,0.01723122,0.02030291,0.24009840,2.33765821,0.26964354,0.00000000
-2.87843922,3.11695637,0.70480993,0.30012412,0.01611372,0.02030506,0.23799650,2.33186951,0.27008090,0.00000000
-2.87243622,3.10745422,0.71195462,0.30154608,0.01512653,0.02026455,0.23545896,2.31810807,0.27046764,0.00000000
-2.86643322,3.08924919,0.71677239,0.30272466,0.01426739,0.02018745,0.23256387,2.29631796,0.27087149,0.00000000
-2.86043022,3.06285729,0.71948734,0.30378731,0.01353344,0.02008412,0.22941924,2.26670628,0.27138933,0.00000000
-2.85442721,3.02912723,0.72041734,0.30488985,0.01292125,0.01996903,0.22616040,2.22973287,0.27214427,0.00000000
-2.84842421,2.98920525,0.71996300,0.30621035,0.01242678,0.01986047,0.22294628,2.18608973,0.27328108,0.00000000
-2.84242121,2.94448698,0.71859274,0.30794159,0.01204527,0.01978006,0.21995450,2.13667138,0.27496036,0.00000000
-2.83641821,2.89655866,0.71682472,0.31028257,0.01177117,0.01975216,0.21737561,2.08253752,0.27735156,0.00000000
-2.83041521,2.84713045,0.71520613,0.31342919,0.01159802,0.01980319,0.21540658,2.02487016,0.28062515,0.00000000
-2.82441221,2.79796483,0.71429084,0.31756473,0.01151840,0.01996077,0.21424378,1.96492710,0.28494424,0.00000000
-2.81840920,2.75080347,0.71461621,0.32285028,0.01152383,0.02025281,0.21407571,1.90399398,0.29045604,0.00000000
-2.81240620,2.70729547,0.71667998,0.32941583,0.01160479,0.02070660,0.21507572,1.84333704,0.29728351,0.00000000
-2.80640320,2.66893035,0.72091836,0.33735218,0.01175071,0.02134775,0.21739496,1.78415845,0.30551753,0.00000000
-2.80040020,2.63697804,0.72768600,0.34670411,0.01195006,0.02219922,0.22115586,1.72755593,0.31521000,0.00000000
-2.79439720,2.61243854,0.73723887,0.35746523,0.01219049,0.02328031,0.22644625,1.67448805,0.32636808,0.00000000
-2.78839420,2.59600266,0.74972057,0.36957458,0.01245903,0.02460575,0.23331454,1.62574629,0.33894998,0.00000000
-2.78239120,2.58802537,0.76515283,0.38291531,0.01274228,0.02618482,0.24176590,1.58193431,0.35286238,0.00000000
-2.77638819,2.58851213,0.78343037,0.39731544,0.01302673,0.02802065,0.25175976,1.54345504,0.36795970,0.00000000
-2.77038519,2.59711851,0.80432058,0.41255082,0.01329906,0.03010965,0.26320875,1.51050526,0.38404534,0.00000000
-2.76438219,2.61316267,0.82746789,0.42835004,0.01354646,0.03244111,0.27597909,1.48307756,0.40087485,0.00000000
-2.75837919,2.63564981,0.85240274,0.44440135,0.01375695,0.03499701,0.28989255,1.46096900,0.41816099,0.00000000
-2.75237619,2.66330740,0.87855488,0.46036117,0.01391969,0.03775208,0.30472991,1.44379582,0.43558054,0.00000000
-2.74637319,2.69462968,0.90527043,0.47586400,0.01402527,0.04067411,0.32023597,1.43101328,0.45278270,0.00000000
-2.74037019,2.72792956,0.93183220,0.49053335,0.01406598,0.04372452,0.33612594,1.42193970,0.46939878,0.00000000
-2.73436718,2.76139606,0.95748242,0.50399326,0.01403595,0.04685914,0.35209305,1.41578372,0.48505283,0.00000000
-2.72836418,2.79315512,0.98144708,0.51588002,0.01393131,0.05002932,0.36781725,1.41167376,0.49937295,0.00000000
-2.72236118,2.82133171,1.00296100,0.52585366,0.01375025,0.05318320,0.38297468,1.40868877,0.51200269,0.00000000
-2.71635818,2.84411115,1.02129276,0.53360872,0.01349299,0.05626720,0.39724760,1.40588924,0.52261235,0.00000000
-2.71035518,2.85979761,1.03576840,0.53888404,0.01316174,0.05922760,0.41033452,1.40234760,0.53090955,0.00000000
-2.70435218,2.86686777,1.04579323,0.54147098,0.01276052,0.06201228,0.42196009,1.39717724,0.53664882,0.00000000
-2.69834917,2.86401819,1.05087075,0.54121997,0.01229498,0.06457245,0.43188443,1.38955917,0.53963962,0.00000000
-2.69234617,2.85020457,1.05061817,0.53804510,0.01177217,0.06686429,0.43991138,1.37876588,0.53975282,0.00000000
-2.68634317,2.82467195,1.04477785,0.53192651,0.01120022,0.06885051,0.44589559,1.36418155,0.53692492,0.00000000
-2.68034017,2.78697483,1.03322440,0.52291059,0.01058810,0.07050174,0.44974779,1.34531818,0.53116026,0.00000000
-2.67433717,2.73698673,1.01596708,0.51110799,0.00994524,0.07179756,0.45143824,1.32182728,0.52253082,0.00000000
-2.66833417,2.67489906,0.99314770,0.49668956,0.00928128,0.07272733,0.45099804,1.29350676,0.51117383,0.00000000
-2.66233117,2.60120949,0.96503406,0.47988037,0.00860576,0.07329060,0.44851819,1.26030300,0.49728705,0.00000000
-2.65632816,2.51670058,0.93200932,0.46095212,0.00792786,0.07349708,0.44414643,1.22230805,0.48112224,0.00000000
-2.65032516,2.42240946,0.89455792,0.44021424,0.00725616,0.07336633,0.43808190,1.17975228,0.46297671,0.00000000
-2.64432216,2.31959019,0.85324858,0.41800407,0.00659847,0.07292692,0.43056783,1.13299276,0.44318371,0.00000000
-2.63831916,2.20967013,0.80871529,0.39467652,0.00596167,0.07221533,0.42188250,1.08249804,0.42210162,0.00000000
-2.63231616,2.09420228,0.76163699,0.37059354,0.00535163,0.07127446,0.41232884,1.02882981,0.40010282,0.00000000
-2.62631316,1.97481548,0.71271687,0.34611395,0.00477313,0.07015194,0.40222316,0.97262243,0.37756230,0.00000000
-2.62031016,1.85316441,0.66266209,0.32158385,0.00422987,0.06889821,0.39188338,0.91456107,0.35484671,0.00000000
-2.61430715,1.73088128,0.61216464,0.29732801,0.00372450,0.06756456,0.38161729,0.85535935,0.33230416,0.00000000
-2.60830415,1.60953104,0.56188415,0.27364245,0.00325866,0.06620112,0.37171143,0.79573737,0.31025508,0.00000000
-2.60230115,1.49057150,0.51243290,0.25078852,0.00283305,0.06485495,0.36242093,0.73640102,0.28898459,0.00000000
-2.59629815,1.37531977,0.46436378,0.22898843,0.00244758,0.06356840,0.35396093,0.67802311,0.26873647,0.00000000
-2.59029515,1.26492578,0.41816113,0.20842249,0.00210144,0.06237757,0.34649968,0.62122723,0.24970892,0.00000000
-2.58429215,1.16035360,0.37423480,0.18922785,0.00179326,0.06131127,0.34015391,0.56657443,0.23205219,0.00000000
-2.57828914,1.06237060,0.33291713,0.17149881,0.00152122,0.06039022,0.33498643,0.51455335,0.21586805,0.00000000
-2.57228614,0.97154435,0.29446284,0.15528849,0.00128317,0.05962671,0.33100608,0.46557367,0.20121103,0.00000000
-2.56628314,0.88824678,0.25905146,0.14061167,0.00107673,0.05902472,0.32817005,0.41996292,0.18809114,0.00000000
-2.56028014,0.81266483,0.22679191,0.12744864,0.00089946,0.05858033,0.32638835,0.37796656,0.17647810,0.00000000
-2.55427714,0.74481655,0.19772875,0.11574977,0.00074891,0.05828260,0.32553018,0.33975074,0.16630650,0.00000000
-2.54827414,0.68457148,0.17184972,0.10544062,0.00062270,0.05811469,0.32543194,0.30540755,0.15748192,0.00000000
-2.54227114,0.63167416,0.14909404,0.09642720,0.00051865,0.05805531,0.32590629,0.27496216,0.14988742,0.00000000
-2.53626813,0.58576941,0.12936099,0.08860142,0.00043481,0.05808023,0.32675201,0.24838132,0.14339033,0.00000000
-2.53026513,0.54642814,0.11251851,0.08184621,0.00036950,0.05816404,0.32776397,0.22558259,0.13784886,0.00000000
-2.52426213,0.51317262,0.09841127,0.07604044,0.00032142,0.05828174,0.32874292,0.20644404,0.13311848,0.00000000
-2.51825913,0.48550020,0.08686811,0.07106318,0.00028965,0.05841040,0.32950453,0.19081363,0.12905759,0.00000000
-2.51225613,0.46290463,0.07770865,0.06679752,0.00027367,0.05853057,0.32988722,0.17851813,0.12553252,0.00000000
-2.50625313,0.44489448,0.07074879,0.06313362,0.00027343,0.05862757,0.32975867,0.16937119,0.12242166,0.00000000
-2.50025013,0.43100809,0.06580523,0.05997114,0.00028938,0.05869243,0.32902056,0.16318037,0.11961853,0.00000000
-2.49424712,0.42082512,0.06269898,0.05722085,0.00032243,0.05872260,0.32761146,0.15975291,0.11703394,0.00000000
-2.48824412,0.41397450,0.06125781,0.05480570,0.00037402,0.05872237,0.32550793,0.15890045,0.11459714,0.00000000
-2.48224112,0.41013901,0.06131795,0.05266119,0.00044611,0.05870292,0.32272373,0.16044244,0.11225604,0.00000000
-2.47623812,0.40905692,0.06272498,0.05073525,0.00054116,0.05868212,0.31930744,0.16420864,0.10997659,0.00000000
-2.47023512,0.41052099,0.06533416,0.04898761,0.00066212,0.05868412,0.31533865,0.17004055,0.10774154,0.00000000
-2.46423212,0.41437532,0.06901037,0.04738884,0.00081241,0.05873862,0.31092301,0.17779227,0.10554854,0.00000000
-2.45822911,0.42051061,0.07362771,0.04591914,0.00099587,0.05888003,0.30618651,0.18733057,0.10340793,0.00000000
-2.45222611,0.42885823,0.07906895,0.04456692,0.00121665,0.05914647,0.30126928,0.19853471,0.10134023,0.00000000
-2.44622311,0.43938355,0.08522492,0.04332736,0.00147919,0.05957869,0.29631934,0.21129579,0.09937353,0.00000000
-2.44022011,0.45207895,0.09199390,0.04220092,0.00178804,0.06021888,0.29148643,0.22551594,0.09754096,0.00000000
-2.43421711,0.46695659,0.09928100,0.04119191,0.00214775,0.06110952,0.28691644,0.24110724,0.09587820,0.00000000
-2.42821411,0.48404129,0.10699771,0.04030719,0.00256268,0.06229217,0.28274635,0.25799052,0.09442134,0.00000000
-2.42221111,0.50336356,0.11506135,0.03955500,0.00303684,0.06380626,0.27910003,0.27609385,0.09320488,0.00000000
-2.41620810,0.52495276,0.12339466,0.03894399,0.00357365,0.06568794,0.27608493,0.29535075,0.09226014,0.00000000
-2.41020510,0.54883030,0.13192533,0.03848233,0.00417575,0.06796884,0.27378954,0.31569810,0.09161396,0.00000000
-2.40420210,0.57500305,0.14058543,0.03817709,0.00484472,0.07067501,0.27228177,0.33707357,0.09128761,0.00000000
-2.39819910,0.60345667,0.14931083,0.03803367,0.00558092,0.07382571,0.27160803,0.35941268,0.09129615,0.00000000
-2.39219610,0.63414908,0.15804044,0.03805544,0.00638322,0.07743235,0.27179292,0.38264547,0.09164789,0.00000000
-2.38619310,0.66700399,0.16671539,0.03824350,0.00724886,0.08149746,0.27283954,0.40669279,0.09234411,0.00000000
-2.38019010,0.70190481,0.17527806,0.03859641,0.00817325,0.08601371,0.27473009,0.43146247,0.09337895,0.00000000
-2.37418709,0.73868901,0.18367109,0.03911022,0.00914993,0.09096314,0.27742691,0.45684552,0.09473946,0.00000000
-2.36818409,0.77714348,0.19183640,0.03977832,0.01017048,0.09631646,0.28087378,0.48271254,0.09640573,0.00000000
-2.36218109,0.81700113,0.19971429,0.04059160,0.01122460,0.10203272,0.28499741,0.50891083,0.09835125,0.00000000
-2.35617809,0.85793924,0.20724273,0.04153847,0.01230019,0.10805921,0.28970926,0.53526232,0.10054328,0.00000000
-2.35017509,0.89958002,0.21435692,0.04260511,0.01338357,0.11433172,0.29490760,0.56156284,0.10294349,0.00000000
-2.34417209,0.94149378,0.22098924,0.04377566,0.01445974,0.12077531,0.30047992,0.58758282,0.10550865,0.00000000
-2.33816908,0.98320497,0.22706961,0.04503264,0.01551274,0.12730540,0.30630569,0.61306982,0.10819162,0.00000000
-2.33216608,1.02420127,0.23252637,0.04635734,0.01652608,0.13382950,0.31225951,0.63775291,0.11094242,0.00000000
-2.32616308,1.06394575,0.23728766,0.04773035,0.01748319,0.14024928,0.31821469,0.66134893,0.11370963,0.00000000
-2.32016008,1.10189186,0.24128324,0.04913219,0.01836796,0.14646313,0.32404719,0.68357053,0.11644185,0.00000000
-2.31415708,1.13750068,0.24444679,0.05054397,0.01916526,0.15236909,0.32963984,0.70413580,0.11908939,0.00000000
-2.30815408,1.17026000,0.24671850,0.05194814,0.01986144,0.15786803,0.33488670,0.72277883,0.12160600,0.00000000
-2.30215108,1.19970408,0.24804779,0.05332924,0.02044483,0.16286695,0.33969743,0.73926104,0.12395070,0.00000000
-2.29614807,1.22543332,0.24839612,0.05467460,0.02090618,0.16728227,0.34400144,0.75338238,0.12608945,0.00000000
-2.29014507,1.24713250,0.24773961,0.05597504,0.02123901,0.17104295,0.34775143,0.76499178,0.12799677,0.00000000
-2.28414207,1.26458668,0.24607126,0.05722532,0.02143983,0.17409327,0.35092630,0.77399627,0.12965695,0.00000000
-2.27813907,1.27769338,0.24340273,0.05842459,0.02150835,0.17639504,0.35353300,0.78036797,0.13106506,0.00000000
-2.27213607,1.28647035,0.23976541,0.05957650,0.02144745,0.17792929,0.35560714,0.78414839,0.13222733,0.00000000
-2.26613307,1.29105801,0.23521067,0.06068912,0.02126308,0.17869700,0.35721220,0.78544964,0.13316113,0.00000000
-2.26013007,1.29171609,0.22980934,0.06177457,0.02096407,0.17871922,0.35843722,0.78445222,0.13389430,0.00000000
-2.25412706,1.28881445,0.22365024,0.06284840,0.02056176,0.17803608,0.35939302,0.78139928,0.13446391,0.00000000
-2.24812406,1.28281804,0.21683790,0.06392869,0.02006957,0.17670513,0.36020695,0.77658753,0.13491448,0.00000000
-2.24212106,1.27426680,0.20948952,0.06503488,0.01950251,0.17479881,0.36101634,0.77035502,0.13529566,0.00000000
-2.23611806,1.26375120,0.20173134,0.06618648,0.01887656,0.17240123,0.36196106,0.76306653,0.13565952,0.00000000
-2.23011506,1.25188479,0.19369453,0.06740162,0.01820816,0.16960448,0.36317540,0.75509700,0.13605760,0.00000000
-2.22411206,1.23927501,0.18551089,0.06869552,0.01751353,0.16650457,0.36477972,0.74681422,0.13653782,0.00000000
-2.21810905,1.22649389,0.17730852,0.07007908,0.01680815,0.16319726,0.36687245,0.73856135,0.13714144,0.00000000
-2.21210605,1.21405040,0.16920769,0.07155750,0.01610625,0.15977402,0.36952277,0.73064055,0.13790029,0.00000000
-2.20610305,1.20236578,0.16131714,0.07312923,0.01542034,0.15631824,0.37276448,0.72329843,0.13883442,0.00000000
-2.20010005,1.19175346,0.15373103,0.07478512,0.01476089,0.15290200,0.37659155,0.71671435,0.13995029,0.00000000
-2.19409705,1.18240467,0.14652659,0.07650799,0.01413606,0.14958353,0.38095555,0.71099216,0.14123969,0.00000000
-2.18809405,1.17438071,0.13976269,0.07827264,0.01355162,0.14640540,0.38576531,0.70615592,0.14267947,0.00000000
-2.18209105,1.16761220,0.13347927,0.08004623,0.01301086,0.14339372,0.39088884,0.70214987,0.14423210,0.00000000
-2.17608804,1.16190560,0.12769777,0.08178917,0.01251472,0.14055811,0.39615756,0.69884280,0.14584708,0.00000000
-2.17008504,1.15695655,0.12242238,0.08345642,0.01206196,0.13789272,0.40137267,0.69603642,0.14746317,0.00000000
-2.16408204,1.15236934,0.11764210,0.08499909,0.01164945,0.13537793,0.40631337,0.69347746,0.14901127,0.00000000
-2.15807904,1.14768148,0.11333342,0.08636646,0.01127245,0.13298283,0.41074650,0.69087275,0.15041797,0.00000000
-2.15207604,1.14239191,0.10946348,0.08750808,0.01092505,0.13066823,0.41443729,0.68790645,0.15160931,0.00000000
-2.14607304,1.13599143,0.10599357,0.08837600,0.01060052,0.12839000,0.41716041,0.68425860,0.15251494,0.00000000
-2.14007004,1.12799358,0.10288264,0.08892705,0.01029176,0.12610262,0.41871102,0.67962381,0.15307204,0.00000000
-2.13406703,1.11796431,0.10009080,0.08912487,0.00999165,0.12376263,0.41891499,0.67372923,0.15322911,0.00000000
-2.12806403,1.10554884,0.09758245,0.08894177,0.00969346,0.12133185,0.41763795,0.66635074,0.15294929,0.00000000
-2.12206103,1.09049436,0.09532905,0.08836024,0.00939110,0.11878027,0.41479260,0.65732657,0.15221299,0.00000000
-2.11605803,1.07266734,0.09331128,0.08737400,0.00907942,0.11608826,0.41034384,0.64656769,0.15101981,0.00000000
-2.11005503,1.05206469,0.09152052,0.08598866,0.00875438,0.11324821,0.40431164,0.63406439,0.14938948,0.00000000
-2.10405203,1.02881818,0.08995966,0.08422177,0.00841316,0.11026540,0.39677132,0.61988883,0.14736193,0.00000000
-2.09804902,1.00319214,0.08864319,0.08210247,0.00805422,0.10715811,0.38785132,0.60419356,0.14499632,0.00000000
-2.09204602,0.97557463,0.08759656,0.07967060,0.00767727,0.10395704,0.37772863,0.58720597,0.14236927,0.00000000
-2.08604302,0.94646270,0.08685495,0.07697539,0.00728320,0.10070395,0.36662200,0.56921936,0.13957213,0.00000000
-2.08004002,0.91644257,0.08646150,0.07407381,0.00687397,0.09744985,0.35478350,0.55058082,0.13670766,0.00000000
-2.07403702,0.88616597,0.08646524,0.07102860,0.00645242,0.09425261,0.34248857,0.53167692,0.13388609,0.00000000
-2.06803402,0.85632377,0.08691865,0.06790619,0.00602210,0.09117428,0.33002536,0.51291773,0.13122096,0.00000000
-2.06203102,0.82761842,0.08787530,0.06477447,0.00558706,0.08827827,0.31768365,0.49472016,0.12882465,0.00000000
-2.05602801,0.80073640,0.08938756,0.06170064,0.00515164,0.08562645,0.30574393,0.47749136,0.12680412,0.00000000
-2.05002501,0.77632216,0.09150455,0.05874912,0.00472028,0.08327642,0.29446723,0.46161300,0.12525685,0.00000000
