energy_ev,total_up,In_p_up,In_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-6.00000000,0.92924706,0.08332205,0.00091013,0.39597978,0.30077613,0.00273849,0.36475744
-5.99399700,0.88005745,0.07919568,0.00087015,0.37311740,0.28532118,0.00252627,0.34702005
-5.98799400,0.83543782,0.07526343,0.00083511,0.35177849,0.27207107,0.00232180,0.33165135
-5.98199100,0.79623987,0.07160647,0.00080589,0.33232358,0.26128999,0.00212779,0.31898587
-5.97598799,0.76319142,0.06829676,0.00078322,0.31507719,0.25319182,0.00194659,0.30930639
-5.96998499,0.73688190,0.06539542,0.00076768,0.30032123,0.24793609,0.00178012,0.30283777
-5.96398199,0.71775154,0.06295145,0.00075969,0.28829006,0.24562518,0.00162988,0.29974222
-5.95797899,0.70608477,0.06100073,0.00075954,0.27916684,0.24630294,0.00149696,0.30011629
-5.95197599,0.70200747,0.05956558,0.00076733,0.27308152,0.24995460,0.00138206,0.30398939
-5.94597299,0.70548834,0.05865454,0.00078301,0.27011033,0.25650794,0.00128553,0.31132391
-5.93996998,0.71634406,0.05826264,0.00080637,0.27027657,0.26583579,0.00120736,0.32201704
-5.93396698,0.73424802,0.05837209,0.00083706,0.27355283,0.27775965,0.00114728,0.33590397
-5.92796398,0.75874243,0.05895319,0.00087459,0.27986418,0.29205447,0.00110478,0.35276266
-5.92196098,0.78925329,0.05996562,0.00091837,0.28909236,0.30845442,0.00107912,0.37231979
-5.91595798,0.82510781,0.06136004,0.00096770,0.30108064,0.32665956,0.00106945,0.39425796
-5.90995498,0.86555373,0.06307980,0.00102181,0.31563912,0.34634324,0.00107477,0.41822373
-5.90395198,0.90977997,0.06506282,0.00107986,0.33255023,0.36716001,0.00109402,0.44383647
-5.89794897,0.95693792,0.06724360,0.00114099,0.35157426,0.38875393,0.00112609,0.47069755
-5.89194597,1.00616269,0.06955516,0.00120433,0.37245460,0.41076694,0.00116987,0.49839972
-5.88594297,1.05659371,0.07193098,0.00126900,0.39492260,0.43284704,0.00122423,0.52653637
-5.87993997,1.10739392,0.07430675,0.00133416,0.41870189,0.45465609,0.00128806,0.55471031
-5.87393697,1.15776716,0.07662205,0.00139898,0.44351194,0.47587699,0.00136029,0.58254184
-5.86793397,1.20697299,0.07882168,0.00146272,0.46907104,0.49621988,0.00143988,0.60967582
-5.86193097,1.25433890,0.08085678,0.00152466,0.49509849,0.51542740,0.00152584,0.63578771
-5.85592796,1.29926940,0.08268567,0.00158418,0.52131625,0.53327868,0.00161720,0.66058818
-5.84992496,1.34125220,0.08427437,0.00164071,0.54745002,0.54959209,0.00171302,0.68382652
-5.84392196,1.37986134,0.08559680,0.00169373,0.57323009,0.56422674,0.00181242,0.70529265
-5.83791896,1.41475771,0.08663477,0.00174281,0.59839206,0.57708280,0.00191454,0.72481802
-5.83191596,1.44568731,0.08737762,0.00178756,0.62267761,0.58810062,0.00201853,0.74227532
-5.82591296,1.47247764,0.08782179,0.00182767,0.64583569,0.59725911,0.00212363,0.75757746
-5.81990995,1.49503283,0.08797007,0.00186284,0.66762415,0.60457316,0.00222908,0.77067577
-5.81390695,1.51332802,0.08783086,0.00189285,0.68781202,0.61009071,0.00233419,0.78155790
-5.80790395,1.52740341,0.08741735,0.00191750,0.70618255,0.61388937,0.00243834,0.79024541
-5.80190095,1.53735848,0.08674662,0.00193665,0.72253686,0.61607291,0.00254101,0.79679137
-5.79589795,1.54334647,0.08583886,0.00195018,0.73669821,0.61676769,0.00264174,0.80127793
-5.78989495,1.54556932,0.08471658,0.00195805,0.74851670,0.61611916,0.00274021,0.80381401
-5.78389195,1.54427307,0.08340395,0.00196022,0.75787398,0.61428843,0.00283623,0.80453302
-5.77788894,1.53974340,0.08192617,0.00195675,0.76468787,0.61144884,0.00292972,0.80359050
-5.77188594,1.53230116,0.08030897,0.00194775,0.76891629,0.60778260,0.00302075,0.80116157
-5.76588294,1.52229737,0.07857817,0.00193337,0.77056029,0.60347726,0.00310951,0.79743803
-5.75987994,1.51010751,0.07675929,0.00191386,0.76966576,0.59872203,0.00319633,0.79262481
-5.75387694,1.49612463,0.07487724,0.00188952,0.76632351,0.59370385,0.00328160,0.78693589
-5.74787394,1.48075105,0.07295595,0.00186073,0.76066760,0.58860307,0.00336579,0.78058937
-5.74187094,1.46438867,0.07101808,0.00182792,0.75287181,0.58358893,0.00344936,0.77380175
-5.73586793,1.44742796,0.06908467,0.00179159,0.74314421,0.57881473,0.00353278,0.76678165
-5.72986493,1.43023588,0.06717482,0.00175225,0.73172020,0.57441299,0.00361639,0.75972298
-5.72386193,1.41314326,0.06530531,0.00171047,0.71885416,0.57049067,0.00370043,0.75279803
-5.71785893,1.39643242,0.06349023,0.00166680,0.70481029,0.56712485,0.00378493,0.74615072
-5.71185593,1.38032559,0.06174066,0.00162180,0.68985298,0.56435917,0.00386970,0.73989060
-5.70585293,1.36497528,0.06006440,0.00157597,0.67423749,0.56220122,0.00395427,0.73408798
-5.69984992,1.35045721,0.05846567,0.00152980,0.65820131,0.56062143,0.00403789,0.72877061
-5.69384692,1.33676670,0.05694506,0.00148368,0.64195689,0.55955347,0.00411949,0.72392250
-5.68784392,1.32381908,0.05549949,0.00143794,0.62568614,0.55889661,0.00419771,0.71948495
-5.68184092,1.31145457,0.05412233,0.00139282,0.60953698,0.55851990,0.00427092,0.71536009
-5.67583792,1.29944754,0.05280372,0.00134848,0.59362233,0.55826836,0.00433727,0.71141699
-5.66983492,1.28752021,0.05153099,0.00130497,0.57802140,0.55797080,0.00439473,0.70750004
-5.66383192,1.27536008,0.05028921,0.00126228,0.56278327,0.55744917,0.00444120,0.70343943
-5.65782891,1.26264026,0.04906195,0.00122032,0.54793242,0.55652892,0.00447454,0.69906308
-5.65182591,1.24904184,0.04783197,0.00117894,0.53347590,0.55504986,0.00449274,0.69420953
-5.64582291,1.23427676,0.04658213,0.00113797,0.51941145,0.55287699,0.00449391,0.68874097
-5.63981991,1.21811006,0.04529617,0.00109720,0.50573610,0.54991052,0.00447645,0.68255556
-5.63381691,1.20037994,0.04395954,0.00105642,0.49245455,0.54609470,0.00443911,0.67559847
-5.62781391,1.18101446,0.04256012,0.00101546,0.47958668,0.54142454,0.00438103,0.66787055
-5.62181091,1.16004363,0.04108879,0.00097416,0.46717368,0.53595024,0.00430182,0.65943430
-5.61580790,1.13760598,0.03953991,0.00093243,0.45528221,0.52977872,0.00420158,0.65041638
-5.60980490,1.11394914,0.03791158,0.00089022,0.44400632,0.52307206,0.00408091,0.64100647
-5.60380190,1.08942401,0.03620575,0.00084756,0.43346694,0.51604287,0.00394090,0.63145233
-5.59779890,1.06447267,0.03442811,0.00080453,0.42380869,0.50894655,0.00378310,0.62205106
-5.59179590,1.03961064,0.03258781,0.00076130,0.41519442,0.50207076,0.00360948,0.61313705
-5.58579290,1.01540415,0.03069707,0.00071807,0.40779745,0.49572267,0.00342233,0.60506687
-5.57978989,0.99244359,0.02877062,0.00067510,0.40179223,0.49021431,0.00322423,0.59820211
-5.57378689,0.97131453,0.02682505,0.00063269,0.39734359,0.48584698,0.00301792,0.59289078
-5.56778389,0.95256778,0.02487811,0.00059114,0.39459559,0.48289532,0.00280626,0.58944823
-5.56178089,0.93668995,0.02294800,0.00055078,0.39366024,0.48159189,0.00259207,0.58813872
-5.55577789,0.92407633,0.02105271,0.00051191,0.39460712,0.48211311,0.00237813,0.58915842
-5.54977489,0.91500715,0.01920931,0.00047482,0.39745423,0.48456717,0.00216704,0.59262094
-5.54377189,0.90962886,0.01743344,0.00043976,0.40216092,0.48898479,0.00196117,0.59854606
-5.53776888,0.90794117,0.01573881,0.00040692,0.40862313,0.49531311,0.00176262,0.60685240
-5.53176588,0.90979075,0.01413689,0.00037647,0.41667154,0.50341323,0.00157320,0.61735454
-5.52576288,0.91487181,0.01263668,0.00034848,0.42607263,0.51306168,0.00139435,0.62976468
-5.51975988,0.92273374,0.01124454,0.00032299,0.43653286,0.52395554,0.00122719,0.64369907
-5.51375688,0.93279541,0.00996428,0.00029996,0.44770576,0.53572143,0.00107249,0.65868890
-5.50775388,0.94436545,0.00879723,0.00027932,0.45920176,0.54792764,0.00093068,0.67419521
-5.50175088,0.95666765,0.00774242,0.00026094,0.47060022,0.56009913,0.00080192,0.68962720
-5.49574787,0.96887021,0.00679687,0.00024464,0.48146332,0.57173465,0.00068609,0.70436314
-5.48974487,0.98011749,0.00595589,0.00023021,0.49135098,0.58232510,0.00058282,0.71777295
-5.48374187,0.98956277,0.00521338,0.00021743,0.49983631,0.59137259,0.00049157,0.72924143
-5.47773887,0.99640056,0.00456224,0.00020607,0.50652070,0.59840894,0.00041166,0.73819097
-5.47173587,0.99989690,0.00399464,0.00019587,0.51104808,0.60301314,0.00034229,0.74410288
-5.46573287,0.99941640,0.00350239,0.00018661,0.51311739,0.60482675,0.00028257,0.74653632
-5.45972986,0.99444482,0.00307721,0.00017807,0.51249306,0.60356673,0.00023161,0.74514393
-5.45372686,0.98460623,0.00271095,0.00017004,0.50901273,0.59903510,0.00018848,0.73968359
-5.44772386,0.96967422,0.00239585,0.00016235,0.50259208,0.59112496,0.00015229,0.73002589
-5.44172086,0.94957686,0.00212464,0.00015486,0.49322660,0.57982297,0.00012216,0.71615694
-5.43571786,0.92439523,0.00189068,0.00014744,0.48099019,0.56520794,0.00009729,0.69817667
-5.42971486,0.89435610,0.00168804,0.00014003,0.46603083,0.54744601,0.00007693,0.67629277
-5.42371186,0.85981915,0.00151153,0.00013255,0.44856364,0.52678258,0.00006040,0.65081069
-5.41770885,0.82125960,0.00135666,0.00012499,0.42886162,0.50353156,0.00004708,0.62212034
-5.41170585,0.77924737,0.00121968,0.00011734,0.40724469,0.47806255,0.00003643,0.59068022
-5.40570285,0.73442372,0.00109748,0.00010962,0.38406750,0.45078654,0.00002799,0.55699983
-5.39969985,0.68747668,0.00098757,0.00010188,0.35970675,0.42214098,0.00002135,0.52162111
-5.39369685,0.63911637,0.00088796,0.00009416,0.33454835,0.39257477,0.00001617,0.48509998
-5.38769385,0.59005131,0.00079712,0.00008651,0.30897534,0.36253386,0.00001216,0.44798858
-5.38169085,0.54096668,0.00071391,0.00007900,0.28335661,0.33244814,0.00000908,0.41081903
-5.37568784,0.49250534,0.00063746,0.00007169,0.25803731,0.30271993,0.00000673,0.37408926
-5.36968484,0.44525205,0.00056717,0.00006463,0.23333076,0.27371453,0.00000495,0.33825139
-5.36368184,0.39972157,0.00050259,0.00005790,0.20951247,0.24575306,0.00000362,0.30370283
-5.35767884,0.35635046,0.00044341,0.00005152,0.18681605,0.21910759,0.00000262,0.27078040
-5.35167584,0.31549280,0.00038940,0.00004554,0.16543121,0.19399866,0.00000189,0.23975716
-5.34567284,0.27741942,0.00034037,0.00003999,0.14550355,0.17059498,0.00000135,0.21084217
-5.33966983,0.24232051,0.00029618,0.00003488,0.12713604,0.14901507,0.00000096,0.18418252
-5.33366683,0.21031087,0.00025668,0.00003023,0.11039206,0.12933064,0.00000068,0.15986749
-5.32766383,0.18143748,0.00022172,0.00002604,0.09529941,0.11157133,0.00000047,0.13793448
-5.32166083,0.15568866,0.00019117,0.00002230,0.08185533,0.09573034,0.00000033,0.11837598
-5.31565783,0.13300429,0.00016486,0.00001901,0.07003198,0.08177082,0.00000023,0.10114749
-5.30965483,0.11328656,0.00014266,0.00001614,0.05978215,0.06963246,0.00000016,0.08617575
-5.30365183,0.09641067,0.00012440,0.00001368,0.05104505,0.05923815,0.00000011,0.07336685
-5.29764882,0.08223507,0.00010994,0.00001161,0.04375172,0.05050021,0.00000007,0.06261412
-5.29164582,0.07061089,0.00009917,0.00000992,0.03783006,0.04332625,0.00000005,0.05380526
-5.28564282,0.06139019,0.00009198,0.00000857,0.03320926,0.03762420,0.00000004,0.04682866
