energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-3.45472736,1.12503664,0.00061982,0.06772588,0.29027961,0.63399074,0.45131575,0.00000000,0.19875686,0.00260758
-3.44872436,1.13753204,0.00056822,0.06923525,0.29875409,0.64060182,0.45361933,0.00000000,0.20191273,0.00266266
-3.44272136,1.14743010,0.00053487,0.07039607,0.30638672,0.64629309,0.45469447,0.00000000,0.20411333,0.00270977
-3.43671836,1.15461426,0.00051901,0.07118638,0.31309939,0.65110756,0.45445316,0.00000000,0.20531330,0.00274787
-3.43071536,1.15908260,0.00051995,0.07159448,0.31885181,0.65514310,0.45285323,0.00000000,0.20549622,0.00277621
-3.42471236,1.16094826,0.00053702,0.07161926,0.32364219,0.65855033,0.44989968,0.00000000,0.20467468,0.00279436
-3.41870935,1.16043482,0.00056961,0.07127007,0.32750623,0.66152793,0.44564429,0.00000000,0.20288932,0.00280222
-3.41270635,1.15786676,0.00061712,0.07056624,0.33051459,0.66431536,0.44018335,0.00000000,0.20020678,0.00279999
-3.40670335,1.15365519,0.00067895,0.06953609,0.33276882,0.66718330,0.43365371,0.00000000,0.19671670,0.00278818
-3.40070035,1.14827948,0.00075446,0.06821576,0.33439584,0.67042201,0.42622717,0.00000000,0.19252792,0.00276758
-3.39469735,1.14226557,0.00084297,0.06664760,0.33554140,0.67432823,0.41810351,0.00000000,0.18776394,0.00273920
-3.38869435,1.13616207,0.00094366,0.06487844,0.33636265,0.67919122,0.40950259,0.00000000,0.18255803,0.00270420
-3.38269135,1.13051522,0.00105560,0.06295773,0.33702032,0.68527860,0.40065572,0.00000000,0.17704810,0.00266389
-3.37668834,1.12584412,0.00117770,0.06093563,0.33767084,0.69282274,0.39179689,0.00000000,0.17137161,0.00261961
-3.37068534,1.12261754,0.00130865,0.05886114,0.33845884,0.70200853,0.38315420,0.00000000,0.16566080,0.00257272
-3.36468234,1.12123332,0.00144695,0.05678043,0.33951044,0.71296320,0.37494195,0.00000000,0.16003833,0.00252449
-3.35867934,1.12200182,0.00159087,0.05473534,0.34092767,0.72574871,0.36735382,0.00000000,0.15461372,0.00247608
-3.35267634,1.12513396,0.00173848,0.05276222,0.34278431,0.74035744,0.36055726,0.00000000,0.14948052,0.00242852
-3.34667334,1.13073464,0.00188765,0.05089099,0.34512335,0.75671115,0.35468960,0.00000000,0.14471449,0.00238260
-3.34067034,1.13880177,0.00203606,0.04914470,0.34795626,0.77466367,0.34985574,0.00000000,0.14037271,0.00233893
-3.33466733,1.14923088,0.00218129,0.04753928,0.35126397,0.79400695,0.34612760,0.00000000,0.13649365,0.00229787
-3.32866433,1.16182484,0.00232082,0.04608378,0.35499957,0.81448021,0.34354516,0.00000000,0.13309813,0.00225957
-3.32266133,1.17630809,0.00245212,0.04478080,0.35909241,0.83578178,0.34211890,0.00000000,0.13019117,0.00222396
-3.31665833,1.19234428,0.00257271,0.04362724,0.36345344,0.85758273,0.34183351,0.00000000,0.12776430,0.00219080
-3.31065533,1.20955629,0.00268022,0.04261520,0.36798139,0.87954162,0.34265224,0.00000000,0.12579853,0.00215969
-3.30465233,1.22754705,0.00277249,0.04173306,0.37256925,0.90131939,0.34452182,0.00000000,0.12426742,0.00213009
-3.29864932,1.24592004,0.00284759,0.04096658,0.37711091,0.92259349,0.34737732,0.00000000,0.12314032,0.00210141
-3.29264632,1.26429811,0.00290394,0.04029999,0.38150720,0.94307028,0.35114682,0.00000000,0.12238546,0.00207304
-3.28664332,1.28233927,0.00294031,0.03971703,0.38567123,0.96249517,0.35575524,0.00000000,0.12197265,0.00204434
-3.28064032,1.29974880,0.00295591,0.03920184,0.38953255,0.98065958,0.36112737,0.00000000,0.12187557,0.00201476
-3.27463732,1.31628674,0.00295038,0.03873967,0.39303988,0.99740459,0.36718975,0.00000000,0.12207349,0.00198378
-3.26863432,1.33177067,0.00292382,0.03831747,0.39616239,1.01262100,0.37387138,0.00000000,0.12255222,0.00195101
-3.26263132,1.34607367,0.00287677,0.03792413,0.39888938,1.02624592,0.38110318,0.00000000,0.12330445,0.00191616
-3.25662831,1.35911783,0.00281023,0.03755068,0.40122843,1.03825631,0.38881656,0.00000000,0.12432931,0.00187907
-3.25062531,1.37086415,0.00272558,0.03719019,0.40320225,1.04865986,0.39694094,0.00000000,0.12563135,0.00183967
-3.24462231,1.38129962,0.00262454,0.03683753,0.40484448,1.05748421,0.40540089,0.00000000,0.12721887,0.00179802
-3.23861931,1.39042274,0.00250915,0.03648905,0.40619472,1.06476522,0.41411288,0.00000000,0.12910193,0.00175427
-3.23261631,1.39822863,0.00238163,0.03614215,0.40729322,1.07053523,0.42298226,0.00000000,0.13128999,0.00170864
-3.22661331,1.40469519,0.00224440,0.03579482,0.40817553,1.07481235,0.43190061,0.00000000,0.13378944,0.00166141
-3.22061031,1.40977120,0.00209992,0.03544523,0.40886764,1.07759158,0.44074396,0.00000000,0.13660125,0.00161287
-3.21460730,1.41336770,0.00195065,0.03509134,0.40938186,1.07883844,0.44937194,0.00000000,0.13971878,0.00156334
-3.20860430,1.41535311,0.00179901,0.03473066,0.40971369,1.07848571,0.45762831,0.00000000,0.14312602,0.00151311
-3.20260130,1.41555293,0.00164727,0.03436005,0.40984003,1.07643361,0.46534271,0.00000000,0.14679632,0.00146246
-3.19659830,1.41375379,0.00149753,0.03397575,0.40971881,1.07255335,0.47233379,0.00000000,0.15069183,0.00141163
-3.19059530,1.40971211,0.00135167,0.03357349,0.40928996,1.06669399,0.47841366,0.00000000,0.15476357,0.00136080
-3.18459230,1.40316656,0.00121131,0.03314879,0.40847790,1.05869219,0.48339329,0.00000000,0.15895230,0.00131013
-3.17858929,1.39385378,0.00107779,0.03269729,0.40719520,1.04838414,0.48708887,0.00000000,0.16319018,0.00125973
-3.17258629,1.38152638,0.00095219,0.03221532,0.40534733,1.03561897,0.48932856,0.00000000,0.16740306,0.00120969
-3.16658329,1.36597201,0.00083530,0.03170037,0.40283813,1.02027285,0.48995945,0.00000000,0.17151353,0.00116006
-3.16058029,1.34703255,0.00072765,0.03115173,0.39957579,1.00226275,0.48885428,0.00000000,0.17544431,0.00111092
-3.15457729,1.32462201,0.00062951,0.03057102,0.39547892,0.98155904,0.48591761,0.00000000,0.17912219,0.00106232
-3.14857429,1.29874224,0.00054095,0.02996270,0.39048240,0.95819625,0.48109101,0.00000000,0.18248207,0.00101437
-3.14257129,1.26949544,0.00046183,0.02933451,0.38454276,0.93228115,0.47435713,0.00000000,0.18547096,0.00096718
-3.13656828,1.23709270,0.00039187,0.02869778,0.37764270,0.90399774,0.46574235,0.00000000,0.18805188,0.00092093
-3.13056528,1.20185803,0.00033064,0.02806756,0.36979455,0.87360890,0.45531784,0.00000000,0.19020726,0.00087586
-3.12456228,1.16422761,0.00027763,0.02746267,0.36104262,0.84145440,0.44319904,0.00000000,0.19194173,0.00083224
-3.11855928,1.12474423,0.00023227,0.02690544,0.35146403,0.80794547,0.42954352,0.00000000,0.19328419,0.00079043
-3.11255628,1.08404691,0.00019395,0.02642142,0.34116833,0.77355612,0.41454738,0.00000000,0.19428884,0.00075081
-3.10655328,1.04285634,0.00016203,0.02603881,0.33029560,0.73881155,0.39844017,0.00000000,0.19503518,0.00071384
-3.10055028,1.00195645,0.00013590,0.02578773,0.31901326,0.70427418,0.38147878,0.00000000,0.19562681,0.00068000
-3.09454727,0.96217282,0.00011495,0.02569941,0.30751172,0.67052788,0.36394031,0.00000000,0.19618908,0.00064978
-3.08854427,0.92434885,0.00009864,0.02580515,0.29599888,0.63816099,0.34611437,0.00000000,0.19686554,0.00062369
-3.08254127,0.88932025,0.00008642,0.02613529,0.28469391,0.60774874,0.32829494,0.00000000,0.19781326,0.00060223
-3.07653827,0.85788904,0.00007784,0.02671799,0.27382029,0.57983584,0.31077223,0.00000000,0.19919718,0.00058585
-3.07053527,0.83079756,0.00007247,0.02757812,0.26359853,0.55491963,0.29382464,0.00000000,0.20118366,0.00057496
-3.06453227,0.80870368,0.00006992,0.02873600,0.25423878,0.53343453,0.27771119,0.00000000,0.20393343,0.00056989
-3.05852926,0.79215779,0.00006988,0.03020638,0.24593356,0.51573816,0.26266468,0.00000000,0.20759428,0.00057089
-3.05252626,0.78158239,0.00007204,0.03199730,0.23885091,0.50209964,0.24888558,0.00000000,0.21229363,0.00057810
-3.04652326,0.77725508,0.00007616,0.03410930,0.23312816,0.49269039,0.23653705,0.00000000,0.21813159,0.00059154
-3.04052026,0.77929550,0.00008202,0.03653467,0.22886666,0.48757770,0.22574108,0.00000000,0.22517453,0.00061109
-3.03451726,0.78765670,0.00008941,0.03925697,0.22612753,0.48672143,0.21657584,0.00000000,0.23344968,0.00063651
-3.02851426,0.80212158,0.00009817,0.04225086,0.22492877,0.48997377,0.20907441,0.00000000,0.24294110,0.00066739
-3.02251126,0.82230461,0.00010814,0.04548213,0.22524370,0.49708241,0.20322475,0.00000000,0.25358708,0.00070321
-3.01650825,0.84765895,0.00011920,0.04890817,0.22700103,0.50769687,0.19897109,0.00000000,0.26527942,0.00074328
-3.01050525,0.87748922,0.00013121,0.05247864,0.23008640,0.52137812,0.19621649,0.00000000,0.27786459,0.00078681
-3.00450225,0.91096953,0.00014409,0.05613656,0.23434557,0.53761114,0.19482669,0.00000000,0.29114691,0.00083289
-2.99849925,0.94716661,0.00015776,0.05981972,0.23958907,0.55582022,0.19463501,0.00000000,0.30489362,0.00088053
-2.99249625,0.98506738,0.00017218,0.06346227,0.24559824,0.57538668,0.19544817,0.00000000,0.31884194,0.00092865
-2.98649325,1.02361024,0.00018733,0.06699667,0.25213245,0.59566831,0.19705291,0.00000000,0.33270759,0.00097614
-2.98049025,1.06171908,0.00020325,0.07035576,0.25893734,0.61602027,0.19922316,0.00000000,0.34619479,0.00102190
-2.97448724,1.09833897,0.00022003,0.07347491,0.26575359,0.63581639,0.20172752,0.00000000,0.35900713,0.00106482
-2.96848424,1.13247209,0.00023782,0.07629425,0.27232617,0.65447045,0.20433685,0.00000000,0.37085894,0.00110388
-2.96248124,1.16321267,0.00025684,0.07876080,0.27841348,0.67145651,0.20683170,0.00000000,0.38148669,0.00113811
-2.95647824,1.18977945,0.00027741,0.08083041,0.28379603,0.68632743,0.20900924,0.00000000,0.39065988,0.00116668
-2.95047524,1.21154432,0.00029993,0.08246950,0.28828448,0.69873097,0.21068962,0.00000000,0.39819090,0.00118891
-2.94447224,1.22805578,0.00032492,0.08365643,0.29172645,0.70842260,0.21172135,0.00000000,0.40394334,0.00120426
-2.93846923,1.23905621,0.00035297,0.08438245,0.29401193,0.71527446,0.21198560,0.00000000,0.40783849,0.00121240
-2.93246623,1.24449201,0.00038482,0.08465224,0.29507702,0.71928005,0.21139929,0.00000000,0.40985942,0.00121318
-2.92646323,1.24451592,0.00042129,0.08448388,0.29490578,0.72055420,0.20991676,0.00000000,0.41005264,0.00120666
-2.92046023,1.23948144,0.00046332,0.08390838,0.29353015,0.71932832,0.20753008,0.00000000,0.40852709,0.00119309
-2.91445723,1.22992929,0.00051193,0.08296863,0.29102784,0.71594095,0.20426796,0.00000000,0.40545042,0.00117290
-2.90845423,1.21656632,0.00056821,0.08171793,0.28751841,0.71082390,0.20019331,0.00000000,0.40104283,0.00114672
-2.90245123,1.20023776,0.00063332,0.08021812,0.28315756,0.70448444,0.19539960,0.00000000,0.39556851,0.00111529
-2.89644822,1.18189379,0.00070844,0.07853729,0.27812994,0.69748429,0.19000620,0.00000000,0.38932524,0.00107950
-2.89044522,1.16255183,0.00079473,0.07674738,0.27264092,0.69041617,0.18415291,0.00000000,0.38263240,0.00104032
-2.88444222,1.14325607,0.00089333,0.07492144,0.26690741,0.68387879,0.17799386,0.00000000,0.37581812,0.00099880
-2.87843922,1.12503595,0.00100530,0.07313105,0.26114848,0.67845153,0.17169113,0.00000000,0.36920593,0.00095597
-2.87243622,1.10886525,0.00113155,0.07144369,0.25557597,0.67466958,0.16540839,0.00000000,0.36310162,0.00091290
-2.86643322,1.09562345,0.00127285,0.06992031,0.25038551,0.67300077,0.15930458,0.00000000,0.35778088,0.00087058
-2.86043022,1.08606112,0.00142973,0.06861318,0.24574857,0.67382502,0.15352827,0.00000000,0.35347823,0.00082994
-2.85442721,1.08077043,0.00160249,0.06756414,0.24180560,0.67741720,0.14821248,0.00000000,0.35037765,0.00079182
-2.84842421,1.08016226,0.00179111,0.06680317,0.23866074,0.68393425,0.14347048,0.00000000,0.34860551,0.00075693
-2.84242121,1.08445047,0.00199524,0.06634757,0.23637824,0.69340698,0.13939250,0.00000000,0.34822580,0.00072584
-2.83641821,1.09364417,0.00221419,0.06620150,0.23498075,0.70573693,0.13604351,0.00000000,0.34923811,0.00069898
-2.83041521,1.10754796,0.00244688,0.06635613,0.23444946,0.72069843,0.13346208,0.00000000,0.35157824,0.00067661
-2.82441221,1.12577017,0.00269185,0.06679021,0.23472620,0.73794572,0.13166038,0.00000000,0.35512150,0.00065885
-2.81840920,1.14773857,0.00294725,0.06747115,0.23571714,0.75702485,0.13062509,0.00000000,0.35968840,0.00064566
-2.81240620,1.17272282,0.00321090,0.06835644,0.23729814,0.77738983,0.13031942,0.00000000,0.36505258,0.00063686
-2.80640320,1.19986276,0.00348029,0.06939543,0.23932127,0.79842234,0.13068583,0.00000000,0.37095057,0.00063216
-2.80040020,1.22820107,0.00375264,0.07053139,0.24162231,0.81945411,0.13164944,0.00000000,0.37709290,0.00063112
-2.79439720,1.25671925,0.00402499,0.07170367,0.24402884,0.83979123,0.13312206,0.00000000,0.38317613,0.00063326
-2.78839420,1.28437526,0.00429424,0.07285001,0.24636854,0.85873910,0.13500640,0.00000000,0.38889529,0.00063798
-2.78239120,1.31014133,0.00455728,0.07390878,0.24847731,0.87562728,0.13720058,0.00000000,0.39395614,0.00064465
-2.77638819,1.33304060,0.00481108,0.07482115,0.25020684,0.88983307,0.13960256,0.00000000,0.39808686,0.00065263
-2.77038519,1.35218115,0.00505281,0.07553307,0.25143142,0.90080304,0.14211441,0.00000000,0.40104868,0.00066125
-2.76438219,1.36678619,0.00527995,0.07599700,0.25205352,0.90807157,0.14464618,0.00000000,0.40264492,0.00066988
-2.75837919,1.37621935,0.00549043,0.07617335,0.25200802,0.91127587,0.14711937,0.00000000,0.40272838,0.00067790
-2.75237619,1.38000443,0.00568269,0.07603159,0.25126494,0.91016692,0.14946972,0.00000000,0.40120658,0.00068476
-2.74637319,1.37783873,0.00585583,0.07555092,0.24983051,0.90461607,0.15164933,0.00000000,0.39804483,0.00068997
-2.74037019,1.36959997,0.00600967,0.07472066,0.24774660,0.89461712,0.15362792,0.00000000,0.39326704,0.00069313
-2.73436718,1.35534659,0.00614485,0.07354021,0.24508853,0.88028402,0.15539339,0.00000000,0.38695436,0.00069391
-2.72836418,1.33531161,0.00626280,0.07201863,0.24196142,0.86184446,0.15695137,0.00000000,0.37924161,0.00069211
-2.72236118,1.30989063,0.00636582,0.07017398,0.23849518,0.83962966,0.15832408,0.00000000,0.37031189,0.00068757
-2.71635818,1.27962447,0.00645702,0.06803233,0.23483848,0.81406109,0.15954832,0.00000000,0.36038945,0.00068028
-2.71035518,1.24517741,0.00654025,0.06562653,0.23115185,0.78563450,0.16067275,0.00000000,0.34973124,0.00067030
-2.70435218,1.20731180,0.00662005,0.06299487,0.22760026,0.75490228,0.16175466,0.00000000,0.33861745,0.00065775
-2.69834917,1.16686028,0.00670146,0.06017958,0.22434559,0.72245463,0.16285620,0.00000000,0.32734132,0.00064288
-2.69234617,1.12469656,0.00678989,0.05722534,0.22153909,0.68890044,0.16404034,0.00000000,0.31619872,0.00062595
-2.68634317,1.08170585,0.00689092,0.05417774,0.21931438,0.65484848,0.16536671,0.00000000,0.30547779,0.00060730
-2.68034017,1.03875603,0.00701010,0.05108189,0.21778114,0.62088964,0.16688759,0.00000000,0.29544895,0.00058730
-2.67433717,0.99667057,0.00715265,0.04798104,0.21701983,0.58758070,0.16864402,0.00000000,0.28635567,0.00056635
-2.66833417,0.95620397,0.00732331,0.04491549,0.21707752,0.55543006,0.17066255,0.00000000,0.27840634,0.00054483
-2.66233117,0.91802047,0.00752601,0.04192154,0.21796522,0.52488595,0.17295248,0.00000000,0.27176726,0.00052315
-2.65632816,0.88267674,0.00776372,0.03903079,0.21965662,0.49632709,0.17550392,0.00000000,0.26655728,0.00050167
-2.65032516,0.85060884,0.00803818,0.03626953,0.22208842,0.47005616,0.17828681,0.00000000,0.26284399,0.00048073
-2.64432216,0.82212373,0.00834979,0.03365850,0.22516214,0.44629595,0.18125084,0.00000000,0.26064168,0.00046063
-2.63831916,0.79739547,0.00869742,0.03121270,0.22874743,0.42518820,0.18432637,0.00000000,0.25991112,0.00044160
-2.63231616,0.77646598,0.00907841,0.02894156,0.23268661,0.40679485,0.18742635,0.00000000,0.26056118,0.00042384
-2.62631316,0.75925014,0.00948850,0.02684919,0.23680048,0.39110163,0.19044917,0.00000000,0.26245212,0.00040747
-2.62031016,0.74554485,0.00992188,0.02493484,0.24089478,0.37802359,0.19328222,0.00000000,0.26540058,0.00039256
-2.61430715,0.73504158,0.01037134,0.02319346,0.24476750,0.36741225,0.19580618,0.00000000,0.26918602,0.00037912
-2.60830415,0.72734177,0.01082839,0.02161636,0.24821626,0.35906414,0.19789961,0.00000000,0.27355842,0.00036711
-2.60230115,0.72197448,0.01128355,0.02019199,0.25104577,0.35273024,0.19944388,0.00000000,0.27824688,0.00035644
-2.59629815,0.71841554,0.01172658,0.01890662,0.25307500,0.34812605,0.20032798,0.00000000,0.28296902,0.00034697
-2.59029515,0.71610751,0.01214683,0.01774517,0.25414360,0.34494204,0.20045314,0.00000000,0.28744057,0.00033853
-2.58429215,0.71447972,0.01253357,0.01669191,0.25411751,0.34285393,0.19973690,0.00000000,0.29138501,0.00033093
-2.57828914,0.71296775,0.01287636,0.01573115,0.25289342,0.34153288,0.19811663,0.00000000,0.29454284,0.00032397
-2.57228614,0.71103166,0.01316541,0.01484782,0.25040204,0.34065492,0.19555213,0.00000000,0.29668010,0.00031744
-2.56628314,0.70817251,0.01339189,0.01402801,0.24660989,0.33990986,0.19202734,0.00000000,0.29759580,0.00031113
-2.56028014,0.70394672,0.01354830,0.01325939,0.24151975,0.33900913,0.18755106,0.00000000,0.29712819,0.00030484
-2.55427714,0.69797790,0.01362864,0.01253151,0.23516981,0.33769262,0.18215672,0.00000000,0.29515930,0.00029838
-2.54827414,0.68996589,0.01362871,0.01183603,0.22763141,0.33573444,0.17590110,0.00000000,0.29161800,0.00029161
-2.54227114,0.67969303,0.01354616,0.01116683,0.21900583,0.33294733,0.16886230,0.00000000,0.28648116,0.00028439
-2.53626813,0.66702751,0.01338061,0.01052004,0.20942003,0.32918603,0.16113688,0.00000000,0.27977320,0.00027663
-2.53026513,0.65192394,0.01313364,0.00989402,0.19902180,0.32434920,0.15283655,0.00000000,0.27156391,0.00026825
-2.52426213,0.63442138,0.01280868,0.00928921,0.18797444,0.31838033,0.14408436,0.00000000,0.26196475,0.00025922
-2.51825913,0.61463905,0.01241091,0.00870802,0.17645124,0.31126737,0.13501077,0.00000000,0.25112399,0.00024954
-2.51225613,0.59276994,0.01194704,0.00815461,0.16463011,0.30304132,0.12574969,0.00000000,0.23922069,0.00023923
-2.50625313,0.56907290,0.01142505,0.00763469,0.15268835,0.29377389,0.11643468,0.00000000,0.22645806,0.00022834
-2.50025013,0.54386330,0.01085393,0.00715528,0.14079805,0.28357421,0.10719545,0.00000000,0.21305639,0.00021695
-2.49424712,0.51750291,0.01024339,0.00672451,0.12912199,0.27258483,0.09815485,0.00000000,0.19924587,0.00020515
-2.48824412,0.49038915,0.00960350,0.00635141,0.11781031,0.26097709,0.08942629,0.00000000,0.18525961,0.00019305
-2.48224112,0.46294417,0.00894444,0.00604565,0.10699796,0.24894604,0.08111181,0.00000000,0.17132714,0.00018076
-2.47623812,0.43560400,0.00827618,0.00581740,0.09680292,0.23670495,0.07330068,0.00000000,0.15766854,0.00016841
-2.47023512,0.40880810,0.00760825,0.00567708,0.08732515,0.22447963,0.06606861,0.00000000,0.14448937,0.00015612
-2.46423212,0.38298937,0.00694948,0.00563521,0.07864626,0.21250271,0.05947743,0.00000000,0.13197663,0.00014401
-2.45822911,0.35856497,0.00630784,0.00570215,0.07082976,0.20100786,0.05357522,0.00000000,0.12029549,0.00013220
-2.45222611,0.33592786,0.00569030,0.00588795,0.06392169,0.19022423,0.04839687,0.00000000,0.10958718,0.00012080
-2.44622311,0.31543935,0.00510276,0.00620208,0.05795179,0.18037112,0.04396483,0.00000000,0.09996760,0.00010990
-2.44022011,0.29742245,0.00454995,0.00665319,0.05293468,0.17165298,0.04029008,0.00000000,0.09152683,0.00009958
-2.43421711,0.28215630,0.00403550,0.00724883,0.04887131,0.16425490,0.03737317,0.00000000,0.08432933,0.00008992
-2.42821411,0.26987148,0.00356192,0.00799512,0.04575039,0.15833851,0.03520535,0.00000000,0.07841463,0.00008096
-2.42221111,0.26074641,0.00313066,0.00889651,0.04354971,0.15403862,0.03376956,0.00000000,0.07379847,0.00007276
-2.41620810,0.25490461,0.00274224,0.00995537,0.04223745,0.15146042,0.03304143,0.00000000,0.07047435,0.00006532
-2.41020510,0.25241319,0.00239635,0.01117169,0.04177326,0.15067746,0.03299016,0.00000000,0.06841511,0.00005867
-2.40420210,0.25328232,0.00209192,0.01254279,0.04210927,0.15173051,0.03357931,0.00000000,0.06757478,0.00005279
-2.39819910,0.25746591,0.00182732,0.01406308,0.04319097,0.15462720,0.03476753,0.00000000,0.06789045,0.00004768
-2.39219610,0.26486365,0.00160042,0.01572380,0.04495803,0.15934274,0.03650923,0.00000000,0.06928421,0.00004330
-2.38619310,0.27532431,0.00140876,0.01751294,0.04734507,0.16582154,0.03875533,0.00000000,0.07166513,0.00003962
-2.38019010,0.28865054,0.00124964,0.01941527,0.05028252,0.17397995,0.04145397,0.00000000,0.07493129,0.00003659
-2.37418709,0.30460512,0.00112024,0.02141238,0.05369754,0.18370999,0.04455142,0.00000000,0.07897198,0.00003416
-2.36818409,0.32291873,0.00101771,0.02348303,0.05751512,0.19488410,0.04799312,0.00000000,0.08366993,0.00003228
-2.36218109,0.34329906,0.00093923,0.02560349,0.06165936,0.20736082,0.05172481,0.00000000,0.08890375,0.00003089
-2.35617809,0.36544127,0.00088212,0.02774814,0.06605500,0.22099124,0.05569397,0.00000000,0.09455056,0.00002992
-2.35017509,0.38903937,0.00084386,0.02989017,0.07062910,0.23562607,0.05985141,0.00000000,0.10048874,0.00002932
-2.34417209,0.41379828,0.00082216,0.03200236,0.07531299,0.25112306,0.06415289,0.00000000,0.10660081,0.00002903
-2.33816908,0.43944612,0.00081496,0.03405805,0.08004431,0.26735441,0.06856103,0.00000000,0.11277641,0.00002899
-2.33216608,0.46574615,0.00082050,0.03603204,0.08476905,0.28421387,0.07304704,0.00000000,0.11891527,0.00002914
-2.32616308,0.49250781,0.00083727,0.03790166,0.08944368,0.30162319,0.07759246,0.00000000,0.12493004,0.00002945
-2.32016008,0.51959615,0.00086405,0.03964764,0.09403702,0.31953733,0.08219069,0.00000000,0.13074884,0.00002985
-2.31415708,0.54693906,0.00089989,0.04125501,0.09853181,0.33794823,0.08684816,0.00000000,0.13631752,0.00003033
-2.30815408,0.57453172,0.00094409,0.04271383,0.10292594,0.35688661,0.09158504,0.00000000,0.14160121,0.00003084
-2.30215108,0.60243758,0.00099618,0.04401968,0.10723306,0.37642163,0.09643545,0.00000000,0.14658543,0.00003136
-2.29614807,0.63078576,0.00105588,0.04517402,0.11148261,0.39665812,0.10144688,0.00000000,0.15127619,0.00003187
-2.29014507,0.65976431,0.00112305,0.04618421,0.11571905,0.41773120,0.10667900,0.00000000,0.15569940,0.00003236
-2.28414207,0.68960959,0.00119766,0.04706328,0.12000034,0.43979853,0.11220159,0.00000000,0.15989933,0.00003282
-2.27813907,0.72059183,0.00127972,0.04782945,0.12439571,0.46303021,0.11809173,0.00000000,0.16393610,0.00003325
-2.27213607,0.75299735,0.00136927,0.04850532,0.12898250,0.48759670,0.12443022,0.00000000,0.16788245,0.00003366
-2.26613307,0.78710808,0.00146625,0.04911685,0.13384252,0.51365532,0.13129742,0.00000000,0.17181971,0.00003404
-2.26013007,0.82317946,0.00157053,0.04969214,0.13905775,0.54133584,0.13876850,0.00000000,0.17583316,0.00003441
-2.25412706,0.86141751,0.00168179,0.05026006,0.14470568,0.57072607,0.14690846,0.00000000,0.18000713,0.00003477
-2.24812406,0.90195654,0.00179952,0.05084878,0.15085453,0.60185802,0.15576699,0.00000000,0.18441984,0.00003515
-2.24212106,0.94483861,0.00192297,0.05148430,0.15755842,0.63469562,0.16537355,0.00000000,0.18913839,0.00003553
-2.23611806,0.98999606,0.00205111,0.05218905,0.16485298,0.66912484,0.17573283,0.00000000,0.19421416,0.00003594
-2.23011506,1.03723821,0.00218266,0.05298061,0.17275137,0.70494672,0.18682093,0.00000000,0.19967873,0.00003637
-2.22411206,1.08624337,0.00231604,0.05387065,0.18124114,0.74187415,0.19858247,0.00000000,0.20554073,0.00003683
-2.21810905,1.13655668,0.00244943,0.05486413,0.19028206,0.77953268,0.21092894,0.00000000,0.21178365,0.00003731
-2.21210605,1.18759450,0.00258077,0.05595880,0.19980513,0.81746567,0.22373832,0.00000000,0.21836488,0.00003780
-2.20610305,1.23865527,0.00270783,0.05714507,0.20971273,0.85514364,0.23685623,0.00000000,0.22521594,0.00003830
-2.20010005,1.28893676,0.00282824,0.05840616,0.21988024,0.89197777,0.25009860,0.00000000,0.23224393,0.00003879
-2.19409705,1.33755900,0.00293958,0.05971871,0.23015885,0.92733683,0.26325590,0.00000000,0.23933428,0.00003925
-2.18809405,1.38359204,0.00303948,0.06105359,0.24037962,0.96056705,0.27609865,0.00000000,0.24635446,0.00003967
-2.18209105,1.42608730,0.00312563,0.06237710,0.25035867,0.99101384,0.28838429,0.00000000,0.25315865,0.00004001
-2.17608804,1.46411105,0.00319593,0.06365229,0.25990317,1.01804456,0.29986497,0.00000000,0.25959308,0.00004026
-2.17008504,1.49677852,0.00324853,0.06484053,0.26881808,1.04107112,0.31029598,0.00000000,0.26550172,0.00004040
-2.16408204,1.52328703,0.00328192,0.06590312,0.27691308,1.05957132,0.31944449,0.00000000,0.27073221,0.00004040
-2.15807904,1.54294642,0.00329497,0.06680290,0.28400972,1.07310810,0.32709830,0.00000000,0.27514157,0.00004025
-2.15207604,1.55520560,0.00328701,0.06750585,0.28994817,1.08134552,0.33307401,0.00000000,0.27860153,0.00003994
-2.14607304,1.55967385,0.00325780,0.06798251,0.29459352,1.08406099,0.33722447,0.00000000,0.28100328,0.00003945
-2.14007004,1.55613608,0.00320760,0.06820921,0.29784119,1.08115316,0.33944500,0.00000000,0.28226134,0.00003877
-2.13406703,1.54456135,0.00313715,0.06816908,0.29962129,1.07264517,0.33967826,0.00000000,0.28231651,0.00003790
-2.12806403,1.52510471,0.00304763,0.06785278,0.29990186,1.05868334,0.33791737,0.00000000,0.28113783,0.00003686
-2.12206103,1.49810216,0.00294063,0.06725896,0.29869072,1.03953150,0.33420738,0.00000000,0.27872343,0.00003564
-2.11605803,1.46405960,0.00281810,0.06639438,0.29603591,1.01556134,0.32864485,0.00000000,0.27510040,0.00003426
-2.11005503,1.42363629,0.00268229,0.06527379,0.29202490,0.98723961,0.32137571,0.00000000,0.27032380,0.00003273
-2.10405203,1.37762397,0.00253566,0.06391950,0.28678247,0.95511270,0.31259148,0.00000000,0.26447481,0.00003108
-2.09804902,1.32692266,0.00238083,0.06236081,0.28046735,0.91978960,0.30252396,0.00000000,0.25765831,0.00002933
-2.09204602,1.27251456,0.00222048,0.06063318,0.27326800,0.88192401,0.29143879,0.00000000,0.24999995,0.00002750
