energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,2.59874300,0.02847096,0.21002959,1.65591397,0.49284302,0.84203664,0.78346595,1.21493813,0.00000000
-5.99399700,2.57561579,0.02713824,0.20929130,1.65085278,0.48512045,0.84362777,0.77647683,1.20268883,0.00000000
-5.98799400,2.55160135,0.02575696,0.20896800,1.64675900,0.47705223,0.84853911,0.76827441,1.19100514,0.00000000
-5.98199100,2.52808898,0.02434873,0.20918270,1.64432858,0.46898159,0.85695660,0.75933060,1.18051345,0.00000000
-5.97598799,2.50639929,0.02293426,0.21004795,1.64415375,0.46123859,0.86896598,0.75012742,1.17176673,0.00000000
-5.96998499,2.48774398,0.02153282,0.21166237,1.64670155,0.45413083,0.88454936,0.74114285,1.16522755,0.00000000
-5.96398199,2.47319083,0.02016171,0.21410764,1.65229769,0.44793549,0.90358555,0.73283725,1.16125525,0.00000000
-5.95797899,2.46363518,0.01883596,0.21744595,1.66111645,0.44289265,0.92585409,0.72564075,1.16009747,0.00000000
-5.95197599,2.45977857,0.01756808,0.22171805,1.67317689,0.43920034,0.95104263,0.71994196,1.16188629,0.00000000
-5.94597299,2.46211500,0.01636797,0.22694186,1.68834517,0.43701108,0.97875762,0.71607840,1.16663900,0.00000000
-5.93996998,2.47092486,0.01524291,0.23311173,1.70634292,0.43643024,1.00853753,0.71432886,1.17426295,0.00000000
-5.93396698,2.48627617,0.01419775,0.24019829,1.72676072,0.43751581,1.03986808,0.71490770,1.18456424,0.00000000
-5.92796398,2.50803257,0.01323506,0.24814887,1.74907619,0.44027974,1.07219895,0.71796135,1.19725943,0.00000000
-5.92196098,2.53586717,0.01235545,0.25688857,1.77267542,0.44469042,1.10496096,0.72356680,1.21198968,0.00000000
-5.91595798,2.56928131,0.01155787,0.26632181,1.79687692,0.45067626,1.13758333,0.73173206,1.22833639,0.00000000
-5.90995498,2.60762708,0.01083996,0.27633439,1.82095666,0.45813002,1.16950995,0.74239847,1.24583771,0.00000000
-5.90395198,2.65013252,0.01019837,0.28679596,1.84417340,0.46691371,1.20021445,0.75544459,1.26400505,0.00000000
-5.89794897,2.69592835,0.00962912,0.29756295,1.86579312,0.47686386,1.22921324,0.77069151,1.28233896,0.00000000
-5.89194597,2.74407541,0.00912785,0.30848180,1.88511169,0.48779691,1.25607625,0.78790939,1.30034395,0.00000000
-5.88594297,2.79359173,0.00869007,0.31939237,1.90147519,0.49951459,1.28043516,0.80682488,1.31754166,0.00000000
-5.87993997,2.84347875,0.00831137,0.33013169,1.91429712,0.51180915,1.30198891,0.82712930,1.33348219,0.00000000
-5.87393697,2.89274595,0.00798748,0.34053768,1.92307244,0.52446830,1.32050665,0.84848725,1.34775353,0.00000000
-5.86793397,2.94043355,0.00771442,0.35045298,1.92738799,0.53727979,1.33582808,0.87054557,1.35998889,0.00000000
-5.86193097,2.98563299,0.00748847,0.35972861,1.92692946,0.55003568,1.34786158,0.89294221,1.36987214,0.00000000
-5.85592796,3.02750489,0.00730614,0.36822752,1.92148502,0.56253603,1.35658041,0.91531499,1.37714147,0.00000000
-5.84992496,3.06529444,0.00716416,0.37582777,1.91094570,0.57459221,1.36201732,0.93730998,1.38159139,0.00000000
-5.84392196,3.09834399,0.00705933,0.38242538,1.89530306,0.58602968,1.36425792,0.95858922,1.38307343,0.00000000
-5.83791896,3.12610284,0.00698849,0.38793656,1.87464421,0.59669029,1.36343331,0.97883774,1.38149560,0.00000000
-5.83191596,3.14813413,0.00694839,0.39229946,1.84914488,0.60643400,1.35971219,0.99776952,1.37682086,0.00000000
-5.82591296,3.16411880,0.00693564,0.39547511,1.81906058,0.61514015,1.35329294,1.01513241,1.36906476,0.00000000
-5.81990995,3.17385650,0.00694663,0.39744777,1.78471649,0.62270811,1.34439577,1.03071183,1.35829242,0.00000000
-5.81390695,3.17726362,0.00697751,0.39822443,1.74649629,0.62905751,1.33325531,1.04433309,1.34461483,0.00000000
-5.80790395,3.17436837,0.00702419,0.39783364,1.70483032,0.63412786,1.32011378,1.05586245,1.32818465,0.00000000
-5.80190095,3.16530318,0.00708238,0.39632363,1.66018337,0.63787783,1.30521479,1.06520685,1.30919151,0.00000000
-5.79589795,3.15029457,0.00714766,0.39375983,1.61304243,0.64028402,1.28879797,1.07231231,1.28785686,0.00000000
-5.78989495,3.12965087,0.00721556,0.39022196,1.56390463,0.64133942,1.27109438,1.07716140,1.26442841,0.00000000
-5.78389195,3.10374828,0.00728166,0.38580066,1.51326580,0.64105171,1.25232275,1.07976961,1.23917430,0.00000000
-5.77788894,3.07301556,0.00734178,0.38059405,1.46160971,0.63944127,1.23268652,1.08018108,1.21237697,0.00000000
-5.77188594,3.03791827,0.00739203,0.37470413,1.40939841,0.63653925,1.21237161,1.07846386,1.18432690,0.00000000
-5.76588294,2.99894272,0.00742901,0.36823339,1.35706374,0.63238568,1.19154492,1.07470489,1.15531634,0.00000000
-5.75987994,2.95658064,0.00744986,0.36128162,1.30500027,0.62702766,1.17035338,1.06900509,1.12563318,0.00000000
-5.75387694,2.91131472,0.00745243,0.35394316,1.25355981,0.62051788,1.14892363,1.06147454,1.09555502,0.00000000
-5.74787394,2.86360583,0.00743526,0.34630458,1.20304746,0.61291332,1.12736196,1.05222827,1.06534374,0.00000000
-5.74187094,2.81388208,0.00739767,0.33844298,1.15371926,0.60427426,1.10575480,1.04138247,1.03524050,0.00000000
-5.73586793,2.76253001,0.00733976,0.33042475,1.10578149,0.59466368,1.08416924,1.02905150,1.00546146,0.00000000
-5.72986493,2.70988813,0.00726233,0.32230503,1.05939132,0.58414674,1.06265385,1.01534550,0.97619425,0.00000000
-5.72386193,2.65624280,0.00716683,0.31412764,1.01465884,0.57279066,1.04123957,1.00036884,0.94759525,0.00000000
-5.71785893,2.60182625,0.00705529,0.30592552,0.97165016,0.56066458,1.01994058,0.98421911,0.91978772,0.00000000
-5.71185593,2.54681679,0.00693015,0.29772152,0.93039138,0.54783951,0.99875528,0.96698677,0.89286082,0.00000000
-5.70585293,2.49134067,0.00679411,0.28952956,0.89087331,0.53438832,0.97766724,0.94875528,0.86686956,0.00000000
-5.69984992,2.43547563,0.00665005,0.28135599,0.85305648,0.52038546,0.95664627,0.92960155,0.84183548,0.00000000
-5.69384692,2.37925562,0.00650080,0.27320101,0.81687650,0.50590665,0.93564952,0.90959669,0.81774830,0.00000000
-5.68784392,2.32267655,0.00634905,0.26506023,0.78224939,0.49102829,0.91462286,0.88880692,0.79456822,0.00000000
-5.68184092,2.26570281,0.00619719,0.25692613,0.74907679,0.47582663,0.89350239,0.86729458,0.77222893,0.00000000
-5.67583792,2.20827428,0.00604723,0.24878941,0.71725099,0.46037684,0.87221640,0.84511916,0.75064135,0.00000000
-5.66983492,2.15031388,0.00590072,0.24064033,0.68665962,0.44475182,0.85068761,0.82233844,0.72969780,0.00000000
-5.66383192,2.09173531,0.00575866,0.23246975,0.65719003,0.42902106,0.82883590,0.79900965,0.70927667,0.00000000
-5.65782891,2.03245110,0.00562155,0.22427015,0.62873328,0.41324941,0.80658135,0.77519062,0.68924754,0.00000000
-5.65182591,1.97238078,0.00548935,0.21603642,0.60118784,0.39749604,0.78384779,0.75094124,0.66947645,0.00000000
-5.64582291,1.91145914,0.00536153,0.20776658,0.57446294,0.38181363,0.76056650,0.72632486,0.64983137,0.00000000
-5.63981991,1.84964455,0.00523716,0.19946227,0.54848156,0.36624782,0.73668022,0.70141010,0.63018766,0.00000000
-5.63381691,1.78692712,0.00511497,0.19112925,0.52318323,0.35083704,0.71214711,0.67627270,0.61043343,0.00000000
-5.62781391,1.72333663,0.00499346,0.18277777,0.49852647,0.33561283,0.68694457,0.65099769,0.59047458,0.00000000
-5.62181091,1.65895000,0.00487100,0.17442278,0.47449098,0.32060048,0.66107273,0.62568164,0.57023937,0.00000000
-5.61580790,1.59389804,0.00474597,0.16608415,0.45107948,0.30582016,0.63455744,0.60043511,0.54968253,0.00000000
-5.60980490,1.52837127,0.00461679,0.15778678,0.42831923,0.29128836,0.60745252,0.57538497,0.52878851,0.00000000
-5.60380190,1.46262447,0.00448213,0.14956056,0.40626315,0.27701958,0.57984121,0.55067662,0.50757394,0.00000000
-5.59779890,1.39697971,0.00434087,0.14144034,0.38499051,0.26302827,0.55183659,0.52647592,0.48608921,0.00000000
-5.59179590,1.33182751,0.00419227,0.13346566,0.36460710,0.24933066,0.52358101,0.50297065,0.46441890,0.00000000
-5.58579290,1.26762604,0.00403594,0.12568048,0.34524488,0.23594664,0.49524455,0.48037120,0.44268131,0.00000000
-5.57978989,1.20489802,0.00387191,0.11813271,0.32706105,0.22290139,0.46702233,0.45891059,0.42102686,0.00000000
-5.57378689,1.14422531,0.00370065,0.11087357,0.31023646,0.21022666,0.43913102,0.43884341,0.39963553,0.00000000
-5.56778389,1.08624111,0.00352298,0.10395699,0.29497347,0.19796163,0.41180449,0.42044368,0.37871337,0.00000000
-5.56178089,1.03161987,0.00334016,0.09743864,0.28149309,0.18615339,0.38528881,0.40400154,0.35848813,0.00000000
-5.55577789,0.98106499,0.00315374,0.09137508,0.27003154,0.17485680,0.35983682,0.38981872,0.33920433,0.00000000
-5.54977489,0.93529458,0.00296559,0.08582267,0.26083619,0.16413385,0.33570234,0.37820286,0.32111764,0.00000000
-5.54377189,0.89502557,0.00277779,0.08083646,0.25416096,0.15405258,0.31313437,0.36946065,0.30448898,0.00000000
-5.53776888,0.86095659,0.00259262,0.07646904,0.25026112,0.14468546,0.29237127,0.36389003,0.28957837,0.00000000
-5.53176588,0.83375000,0.00241247,0.07276931,0.24938782,0.13610749,0.27363526,0.36177164,0.27663869,0.00000000
-5.52576288,0.81401359,0.00223977,0.06978138,0.25178200,0.12839388,0.25712717,0.36335969,0.26590961,0.00000000
-5.51975988,0.80228249,0.00207702,0.06754335,0.25766826,0.12161767,0.24302182,0.36887259,0.25761168,0.00000000
-5.51375688,0.79900177,0.00192664,0.06608625,0.26724834,0.11584715,0.23146380,0.37848371,0.25194085,0.00000000
-5.50775388,0.80451031,0.00179104,0.06543308,0.28069470,0.11114337,0.22256397,0.39231256,0.24906344,0.00000000
-5.50175088,0.81902645,0.00167253,0.06559786,0.29814400,0.10755772,0.21639666,0.41041672,0.24911165,0.00000000
-5.49574787,0.84263590,0.00157334,0.06658493,0.31969090,0.10512973,0.21299747,0.43278497,0.25217978,0.00000000
-5.48974487,0.87528244,0.00149559,0.06838832,0.34538215,0.10388510,0.21236190,0.45933194,0.25832113,0.00000000
-5.48374187,0.91676162,0.00144132,0.07099134,0.37521122,0.10383419,0.21444469,0.48989449,0.26754566,0.00000000
-5.47773887,0.96671802,0.00141246,0.07436631,0.40911364,0.10497076,0.21915992,0.52423019,0.27981853,0.00000000
-5.47173587,1.02464610,0.00141082,0.07847458,0.44696317,0.10727123,0.22638193,0.56201799,0.29505940,0.00000000
-5.46573287,1.08989498,0.00143812,0.08326664,0.48856911,0.11069440,0.23594704,0.60286124,0.31314279,0.00000000
-5.45972986,1.16167694,0.00149599,0.08868261,0.53367476,0.11518160,0.24765606,0.64629311,0.33389914,0.00000000
-5.45372686,1.23907988,0.00158589,0.09465280,0.58195736,0.12065733,0.26127772,0.69178424,0.35711704,0.00000000
-5.44772386,1.32108323,0.00170915,0.10109868,0.63302954,0.12703032,0.27655279,0.73875254,0.38254625,0.00000000
-5.44172086,1.40657725,0.00186691,0.10793395,0.68644244,0.13419514,0.29319914,0.78657494,0.40990173,0.00000000
-5.43571786,1.49438525,0.00206007,0.11506594,0.74169054,0.14203408,0.31091748,0.83460063,0.43886857,0.00000000
-5.42971486,1.58328813,0.00228921,0.12239721,0.79821830,0.15041950,0.32939779,0.88216554,0.46910782,0.00000000
-5.42371186,1.67205072,0.00255460,0.12982734,0.85542851,0.15921649,0.34832634,0.92860757,0.50026306,0.00000000
-5.41770885,1.75944930,0.00285603,0.13725494,0.91269229,0.16828576,0.36739309,0.97328202,0.53196773,0.00000000
-5.41170585,1.84429940,0.00319282,0.14457978,0.96936059,0.17748677,0.38629940,1.01557694,0.56385300,0.00000000
-5.40570285,1.92548334,0.00356370,0.15170503,1.02477697,0.18668098,0.40476564,1.05492772,0.59555597,0.00000000
-5.39969985,2.00197652,0.00396676,0.15853959,1.07829135,0.19573509,0.42253874,1.09083062,0.62672817,0.00000000
-5.39369685,2.07287186,0.00439940,0.16500033,1.12927440,0.20452435,0.43939907,1.12285470,0.65704389,0.00000000
-5.38769385,2.13740157,0.00485827,0.17101434,1.17713216,0.21293556,0.45516676,1.15065201,0.68620835,0.00000000
-5.38169085,2.19495555,0.00533930,0.17652092,1.22132037,0.22086994,0.46970681,1.17396548,0.71396511,0.00000000
-5.37568784,2.24509590,0.00583768,0.18147342,1.26135808,0.22824564,0.48293307,1.19263451,0.74010281,0.00000000
-5.36968484,2.28756686,0.00634790,0.18584068,1.29684001,0.23499972,0.49481060,1.20659808,0.76446060,0.00000000
-5.36368184,2.32229994,0.00686385,0.18960815,1.32744714,0.24108974,0.50535649,1.21589516,0.78693224,0.00000000
-5.35767884,2.34941376,0.00737889,0.19277844,1.35295510,0.24649460,0.51463871,1.22066262,0.80746848,0.00000000
-5.35167584,2.36920856,0.00788598,0.19537143,1.37323984,0.25121487,0.52277321,1.22113052,0.82607763,0.00000000
