energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.92796398,0.98554569,-0.21102821,0.33926362,-0.06369283,0.21156131,-0.04089715,0.44670538,-0.09141272,0.00000000,-0.00000000,0.01668819,-0.00455929,0.12319336,-0.03107449
-5.92196098,1.13091110,-0.24601487,0.39108683,-0.07825710,0.24314302,-0.04827277,0.51368626,-0.10880226,0.00000000,-0.00000000,0.01903428,-0.00499007,0.14049293,-0.03452598
-5.91595798,1.29099980,-0.28944361,0.44786369,-0.09557210,0.27788573,-0.05731830,0.58731546,-0.12996766,0.00000000,-0.00000000,0.02165144,-0.00558805,0.15964709,-0.03912937
-5.90995498,1.46557508,-0.34222555,0.50952162,-0.11598392,0.31574379,-0.06822198,0.66749610,-0.15534480,0.00000000,-0.00000000,0.02453790,-0.00636769,0.18061732,-0.04498728
-5.90395198,1.65411425,-0.40529334,0.57588310,-0.13984542,0.35660906,-0.08117648,0.75399776,-0.18537932,0.00000000,-0.00000000,0.02768792,-0.00734404,0.20333243,-0.05220514
-5.89794897,1.85578961,-0.47958029,0.64665807,-0.16750768,0.40030653,-0.09637457,0.84644702,-0.22051625,0.00000000,-0.00000000,0.03109156,-0.00853256,0.22768705,-0.06088915
-5.89194597,2.06945796,-0.56599489,0.72143930,-0.19930968,0.44659173,-0.11400378,0.94432167,-0.26118751,0.00000000,-0.00000000,0.03473455,-0.00994878,0.25354104,-0.07114364
-5.88594297,2.29365984,-0.66539106,0.79970133,-0.23556663,0.49515019,-0.13424027,1.04694951,-0.30779746,0.00000000,-0.00000000,0.03859828,-0.01160796,0.28072032,-0.08306791
-5.87993997,2.52662965,-0.77853484,0.88080312,-0.27655705,0.54559927,-0.15724189,1.15351193,-0.36070671,0.00000000,-0.00000000,0.04265993,-0.01352463,0.30901887,-0.09675266
-5.87393697,2.76631708,-0.90606863,0.96399489,-0.32250902,0.59749242,-0.18314082,1.26305285,-0.42021494,0.00000000,-0.00000000,0.04689280,-0.01571206,0.33820227,-0.11227609
-5.86793397,3.01042004,-1.04847416,1.04842895,-0.37358603,0.65032594,-0.21203586,1.37449282,-0.48654293,0.00000000,-0.00000000,0.05126678,-0.01818181,0.36801249,-0.12969990
-5.86193097,3.25642832,-1.20603567,1.13317456,-0.42987304,0.70354803,-0.24398487,1.48664820,-0.55981485,0.00000000,-0.00000000,0.05574895,-0.02094312,0.39817394,-0.14906531
-5.85592796,3.50167686,-1.37880516,1.21723637,-0.49136322,0.75657003,-0.27899747,1.59825491,-0.64004141,0.00000000,-0.00000000,0.06030432,-0.02400246,0.42840060,-0.17038933
-5.84992496,3.74340696,-1.56657127,1.29957583,-0.55794626,0.80877942,-0.31702857,1.70799601,-0.72710474,0.00000000,-0.00000000,0.06489666,-0.02736301,0.45840380,-0.19366149
-5.84392196,3.97883298,-1.76883380,1.37913503,-0.62939868,0.85955411,-0.35797301,1.81453213,-0.82074596,0.00000000,-0.00000000,0.06948942,-0.03102425,0.48790052,-0.21884125
-5.83791896,4.20521215,-1.98478528,1.45486198,-0.70537693,0.90827755,-0.40166162,1.91653378,-0.92055605,0.00000000,-0.00000000,0.07404658,-0.03498167,0.51662161,-0.24585621
-5.83191596,4.41991435,-2.21330132,1.52573639,-0.78541381,0.95435401,-0.44785905,2.01271401,-1.02597095,0.00000000,-0.00000000,0.07853362,-0.03922649,0.54431967,-0.27460131
-5.82591296,4.62048904,-2.45294067,1.59079508,-0.86891868,0.99722335,-0.49626364,2.10186038,-1.13627132,0.00000000,-0.00000000,0.08291822,-0.04374562,0.57077607,-0.30493911
-5.81990995,4.80472636,-2.70195578,1.64915590,-0.95518177,1.03637488,-0.54650947,2.18286484,-1.25058745,0.00000000,-0.00000000,0.08717102,-0.04852161,0.59580674,-0.33670116
-5.81390695,4.97070973,-2.95831408,1.70003935,-1.04338275,1.07135947,-0.59817054,2.25475034,-1.36790942,0.00000000,-0.00000000,0.09126613,-0.05353281,0.61926641,-0.36969048
-5.80790395,5.11685778,-3.21972967,1.74278701,-1.13260350,1.10179967,-0.65076727,2.31669314,-1.48710239,0.00000000,-0.00000000,0.09518145,-0.05875362,0.64105102,-0.40368501
-5.80190095,5.24195379,-3.48370453,1.77687625,-1.22184478,1.12739725,-0.70377496,2.36803996,-1.60692688,0.00000000,-0.00000000,0.09889884,-0.06415482,0.66109805,-0.43844188
-5.79589795,5.34516167,-3.74757782,1.80193060,-1.31004649,1.14793812,-0.75663402,2.40831950,-1.72606311,0.00000000,-0.00000000,0.10240400,-0.06970395,0.67938488,-0.47370233
-5.78989495,5.42602806,-4.00858152,1.81772561,-1.39611062,1.16329429,-0.80876164,2.43724797,-1.84313887,0.00000000,-0.00000000,0.10568625,-0.07536580,0.69592500,-0.50919694
-5.78389195,5.48447097,-4.26390008,1.82419014,-1.47892632,1.17342311,-0.85956441,2.45472862,-1.95675980,0.00000000,-0.00000000,0.10873799,-0.08110284,0.71076252,-0.54465096
-5.77788894,5.52075595,-4.51073179,1.82140321,-1.55739610,1.17836377,-0.90845142,2.46084560,-2.06554084,0.00000000,-0.00000000,0.11155414,-0.08687576,0.72396506,-0.57978943
-5.77188594,5.53546151,-4.74634915,1.80958671,-1.63046205,1.17823147,-0.95484735,2.45585272,-2.16813778,0.00000000,-0.00000000,0.11413137,-0.09264380,0.73561553,-0.61434172
-5.76588294,5.52943593,-4.96815601,1.78909452,-1.69713126,1.17320956,-0.99820499,2.44015776,-2.26327766,0.00000000,-0.00000000,0.11646730,-0.09836522,0.74580327,-0.64804543
-5.75987994,5.50374797,-5.17373917,1.76039856,-1.75649941,1.16354017,-1.03801680,2.41430332,-2.34978678,0.00000000,-0.00000000,0.11855975,-0.10399759,0.75461500,-0.68064935
-5.75387694,5.45963435,-5.36091260,1.72407259,-1.80777165,1.14951385,-1.07382498,2.37894521,-2.42661547,0.00000000,-0.00000000,0.12040589,-0.10949801,0.76212626,-0.71191532
-5.74787394,5.39844651,-5.52775302,1.68077431,-1.85028002,1.13145861,-1.10522992,2.33482937,-2.49285874,0.00000000,-0.00000000,0.12200171,-0.11482338,0.76839375,-0.74161921
-5.74187094,5.32159958,-5.67262602,1.63122665,-1.88349703,1.10972906,-1.13189657,2.28276840,-2.54777221,0.00000000,-0.00000000,0.12334146,-0.11993050,0.77344909,-0.76955080
-5.73586793,5.23052575,-5.79420249,1.57619885,-1.90704487,1.08469598,-1.15355890,2.22361870,-2.59078310,0.00000000,-0.00000000,0.12441736,-0.12477622,0.77729445,-0.79551298
-5.72986493,5.12663401,-5.89146580,1.51648797,-1.92070021,1.05673671,-1.17002221,2.15825889,-2.62149612,0.00000000,-0.00000000,0.12521958,-0.12931762,0.77990029,-0.81932033
-5.72386193,5.01127780,-5.96371058,1.45290143,-1.92439468,1.02622677,-1.18116364,2.08757036,-2.63969454,0.00000000,-0.00000000,0.12573637,-0.13351217,0.78120537,-0.84079748
-5.71785893,4.88573137,-6.01053433,1.38624089,-1.91821119,0.99353288,-1.18693086,2.01242037,-2.64533680,0.00000000,-0.00000000,0.12595449,-0.13731803,0.78111912,-0.85977750
-5.71185593,4.75117527,-6.03182355,1.31728801,-1.90237667,0.95900742,-1.18733938,1.93364801,-2.63854926,0.00000000,-0.00000000,0.12585984,-0.14069441,0.77952623,-0.87610072
-5.70585293,4.60869060,-6.02773595,1.24679213,-1.87725150,0.92298453,-1.18246861,1.85205327,-2.61961566,0.00000000,-0.00000000,0.12543825,-0.14360209,0.77629318,-0.88961425
-5.69984992,4.45926135,-5.99868043,1.17546004,-1.84331651,0.88577761,-1.17245725,1.76838893,-2.58896428,0.00000000,-0.00000000,0.12467648,-0.14600408,0.77127640,-0.90017235
-5.69384692,4.30378361,-5.94529638,1.10394798,-1.80115802,0.84767822,-1.15749795,1.68335547,-2.54715318,0.00000000,-0.00000000,0.12356322,-0.14786634,0.76433155,-0.90763801
-5.68784392,4.14308003,-5.86843349,1.03285568,-1.75145152,0.80895607,-1.13783180,1.59759832,-2.49485455,0.00000000,-0.00000000,0.12209018,-0.14915874,0.75532340,-0.91188562
-5.68184092,3.97791790,-5.76913286,0.96272241,-1.69494480,0.76985992,-1.11374276,1.51170734,-2.43283850,0.00000000,-0.00000000,0.12025307,-0.14985600,0.74413572,-0.91280474
-5.67583792,3.80902888,-5.64860999,0.89402485,-1.63244081,0.73061910,-1.08555214,1.42621788,-2.36195688,0.00000000,-0.00000000,0.11805252,-0.14993871,0.73068065,-0.91030487
-5.66983492,3.63712862,-5.50823952,0.82717657,-1.56478086,0.69144545,-1.05361327,1.34161320,-2.28312749,0.00000000,-0.00000000,0.11549482,-0.14939439,0.71490691,-0.90432085
-5.66383192,3.46293464,-5.34954155,0.76252897,-1.49282853,0.65253526,-1.01830635,1.25832749,-2.19731878,0.00000000,-0.00000000,0.11259238,-0.14821836,0.69680653,-0.89481862
-5.65782891,3.28718095,-5.17416874,0.70037330,-1.41745438,0.61407115,-0.98003345,1.17674937,-2.10553525,0.00000000,-0.00000000,0.10936398,-0.14641458,0.67641955,-0.88180096
-5.65182591,3.11062842,-4.98389352,0.64094368,-1.33952202,0.57622371,-0.93921372,1.09722530,-2.00880353,0.00000000,-0.00000000,0.10583472,-0.14399625,0.65383652,-0.86531258
-5.64582291,2.93407013,-4.78059428,0.58442089,-1.25987524,0.53915258,-0.89627846,1.02006276,-1.90815905,0.00000000,-0.00000000,0.10203564,-0.14098610,0.62919876,-0.84544447
-5.63981991,2.75833148,-4.56623993,0.53093655,-1.17932658,0.50300713,-0.85166629,0.94553294,-1.80463323,0.00000000,-0.00000000,0.09800313,-0.13741648,0.60269614,-0.82233671
-5.63381691,2.58426499,-4.34287178,0.48057778,-1.09864731,0.46792657,-0.80581807,0.87387285,-1.69924119,0.00000000,-0.00000000,0.09377800,-0.13332902,0.57456277,-0.79617979
-5.62781391,2.41274052,-4.11258251,0.43339195,-1.01855871,0.43403964,-0.75917176,0.80528684,-1.59296988,0.00000000,-0.00000000,0.08940443,-0.12877399,0.54507072,-0.76721396
-5.62181091,2.24463154,-3.87749192,0.38939153,-0.93972482,0.40146376,-0.71215705,0.73994758,-1.48676661,0.00000000,-0.00000000,0.08492864,-0.12380935,0.51452217,-0.73572659
-5.61580790,2.08079852,-3.63971962,0.34855891,-0.86274656,0.37030410,-0.66518992,0.67799665,-1.38152814,0.00000000,-0.00000000,0.08039760,-0.11849941,0.48324037,-0.70204755
-5.60980490,1.92207080,-3.40135521,0.31085107,-0.78815715,0.34065233,-0.61866717,0.61954488,-1.27809046,0.00000000,-0.00000000,0.07585766,-0.11291329,0.45156009,-0.66654274
-5.60380190,1.76922806,-3.16442680,0.27620413,-0.71641902,0.31258549,-0.57296109,0.56467269,-1.17721930,0.00000000,-0.00000000,0.07135319,-0.10712320,0.41981769,-0.62960606
-5.59779890,1.62298285,-2.93086884,0.24453768,-0.64792200,0.28616504,-0.52841435,0.51343057,-1.07960193,0.00000000,-0.00000000,0.06692542,-0.10120250,0.38834170,-0.59165005
-5.59179590,1.48396522,-2.70249071,0.21575894,-0.58298286,0.26143621,-0.48533544,0.46583993,-0.98584008,0.00000000,-0.00000000,0.06261135,-0.09522381,0.35744406,-0.55309578
-5.58579290,1.35271063,-2.48094718,0.18976670,-0.52184619,0.23842784,-0.44399470,0.42189459,-0.89644462,0.00000000,-0.00000000,0.05844297,-0.08925710,0.32741255,-0.51436238
-5.57978989,1.22965166,-2.26771236,0.16645514,-0.46468651,0.21715269,-0.40462117,0.38156282,-0.81183202,0.00000000,-0.00000000,0.05444667,-0.08336796,0.29850458,-0.47585666
-5.57378689,1.11511435,-2.06405797,0.14571733,-0.41161154,0.19760841,-0.36740040,0.34479019,-0.73232277,0.00000000,-0.00000000,0.05064290,-0.07761599,0.27094271,-0.43796337
-5.56778389,1.00931903,-1.87103738,0.12744872,-0.36266663,0.17977913,-0.33247341,0.31150325,-0.65814191,0.00000000,-0.00000000,0.04704617,-0.07205356,0.24491177,-0.40103652
-5.56178089,0.91238581,-1.68947577,0.11155038,-0.31784009,0.16363752,-0.29993668,0.28161379,-0.58942182,0.00000000,-0.00000000,0.04366526,-0.06672476,0.22055780,-0.36539198
-5.55577789,0.82434422,-1.51996706,0.09793199,-0.27706929,0.14914746,-0.26984337,0.25502386,-0.52620687,0.00000000,-0.00000000,0.04050360,-0.06166482,0.19798859,-0.33130189
-5.54977489,0.74514642,-1.36287766,0.08651477,-0.24024753,0.13626707,-0.24220567,0.23163108,-0.46846023,0.00000000,-0.00000000,0.03755997,-0.05689977,0.17727562,-0.29899069
-5.54377189,0.67468319,-1.21835675,0.07723398,-0.20723123,0.12495194,-0.21699812,0.21133436,-0.41607225,0.00000000,-0.00000000,0.03482920,-0.05244657,0.15845732,-0.26863327
-5.53776888,0.61280172,-1.08635262,0.07004126,-0.17784748,0.11515859,-0.19416186,0.19403947,-0.36887033,0.00000000,-0.00000000,0.03230309,-0.04831345,0.14154323,-0.24035481
-5.53176588,0.55932423,-0.96663419,0.06490642,-0.15190165,0.10684774,-0.17360967,0.17966446,-0.32662989,0.00000000,-0.00000000,0.02997129,-0.04450067,0.12651881,-0.21423242
-5.52576288,0.51406634,-0.85881678,0.06181892,-0.12918492,0.09998749,-0.15523142,0.16814449,-0.28908605,0.00000000,-0.00000000,0.02782220,-0.04100137,0.11335065,-0.19029835
-5.51975988,0.47685420,-0.76239089,0.06078864,-0.10948156,0.09455601,-0.13890001,0.15943589,-0.25594564,0.00000000,-0.00000000,0.02584383,-0.03780278,0.10199161,-0.16854447
-5.51375688,0.44753947,-0.67675289,0.06184610,-0.09257579,0.09054377,-0.12447729,0.15351928,-0.22689917,0.00000000,-0.00000000,0.02402456,-0.03488740,0.09238595,-0.14892775
-5.50775388,0.42601140,-0.60123632,0.06504185,-0.07825821,0.08795512,-0.11182001,0.15040134,-0.20163247,0.00000000,-0.00000000,0.02235377,-0.03223432,0.08447377,-0.13137639
-5.50175088,0.41220533,-0.53514271,0.07044509,-0.06633156,0.08680912,-0.10078544,0.15011534,-0.17983752,0.00000000,-0.00000000,0.02082234,-0.02982048,0.07819503,-0.11579640
-5.49574787,0.40610719,-0.47777082,0.07814136,-0.05661581,0.08713952,-0.09123658,0.15272010,-0.16122241,0.00000000,-0.00000000,0.01942303,-0.02762195,0.07349266,-0.10207813
-5.48974487,0.40775384,-0.42844346,0.08822928,-0.04895260,0.08899396,-0.08304684,0.15829748,-0.14552000,0.00000000,-0.00000000,0.01815063,-0.02561500,0.07031484,-0.09010273
-5.48374187,0.41722903,-0.38653120,0.10081638,-0.04320882,0.09243232,-0.07610397,0.16694828,-0.13249529,0.00000000,-0.00000000,0.01700205,-0.02377710,0.06861642,-0.07974806
-5.47773887,0.43465532,-0.35147233,0.11601399,-0.03927949,0.09752417,-0.07031338,0.17878679,-0.12195128,0.00000000,-0.00000000,0.01597623,-0.02208771,0.06835940,-0.07089405
-5.47173587,0.46018208,-0.32278882,0.13393127,-0.03708983,0.10434557,-0.06560057,0.19393391,-0.11373333,0.00000000,-0.00000000,0.01507394,-0.02052889,0.06951258,-0.06342733
-5.46573287,0.49397023,-0.30009802,0.15466852,-0.03659648,0.11297512,-0.06191281,0.21250922,-0.10773193,0.00000000,-0.00000000,0.01429749,-0.01908570,0.07205045,-0.05724492
-5.45972986,0.53617424,-0.28312013,0.17830994,-0.03778793,0.12348956,-0.05922010,0.23462216,-0.10388395,0.00000000,-0.00000000,0.01365039,-0.01774646,0.07595145,-0.05225714
-5.45372686,0.58692222,-0.27168142,0.20491594,-0.04068412,0.13595888,-0.05751524,0.26036266,-0.10217243,0.00000000,-0.00000000,0.01313697,-0.01650278,0.08119569,-0.04838955
-5.44772386,0.64629480,-0.26571346,0.23451550,-0.04533518,0.15044126,-0.05681333,0.28979142,-0.10262490,0.00000000,-0.00000000,0.01276191,-0.01534949,0.08776231,-0.04558410
-5.44172086,0.71430396,-0.26524860,0.26709854,-0.05181922,0.16697798,-0.05715046,0.32293052,-0.10531033,0.00000000,-0.00000000,0.01252991,-0.01428438,0.09562665,-0.04379939
-5.43571786,0.79087257,-0.27041191,0.30260898,-0.06023935,0.18558839,-0.05858194,0.35975439,-0.11033487,0.00000000,-0.00000000,0.01244525,-0.01330794,0.10475737,-0.04301020
-5.42971486,0.87581566,-0.28140999,0.34093847,-0.07071966,0.20626542,-0.06117977,0.40018187,-0.11783634,0.00000000,-0.00000000,0.01251149,-0.01242288,0.11511370,-0.04320642
-5.42371186,0.96882449,-0.29851694,0.38192150,-0.08340030,0.22897148,-0.06502975,0.44406953,-0.12797763,0.00000000,-0.00000000,0.01273117,-0.01163380,0.12664296,-0.04439132
-5.41770885,1.06945420,-0.32205790,0.42533188,-0.09843177,0.25363531,-0.07022807,0.49120681,-0.14093918,0.00000000,-0.00000000,0.01310558,-0.01094665,0.13927848,-0.04657937
-5.41170585,1.17711590,-0.35239042,0.47088117,-0.11596821,0.28014968,-0.07687747,0.54131320,-0.15691048,0.00000000,-0.00000000,0.01363468,-0.01036832,0.15293808,-0.04979366
-5.40570285,1.29107394,-0.38988420,0.51821909,-0.13615998,0.30837038,-0.08508307,0.59403787,-0.17608095,0.00000000,-0.00000000,0.01431700,-0.00990622,0.16752326,-0.05406299
-5.39969985,1.41044888,-0.43489953,0.56693629,-0.15914565,0.33811639,-0.09494794,0.64896186,-0.19863018,0.00000000,-0.00000000,0.01514970,-0.00956786,0.18291904,-0.05941881
-5.39369685,1.53422639,-0.48776498,0.61656937,-0.18504345,0.36917156,-0.10656843,0.70560302,-0.22471784,0.00000000,-0.00000000,0.01612869,-0.00936054,0.19899466,-0.06589191
-5.38769385,1.66127235,-0.54875485,0.66660844,-0.21394246,0.40128768,-0.12002939,0.76342374,-0.25447350,0.00000000,-0.00000000,0.01724885,-0.00929102,0.21560508,-0.07350922
-5.38169085,1.79035391,-0.61806692,0.71650677,-0.24589391,0.43418906,-0.13539946,0.82184132,-0.28798655,0.00000000,-0.00000000,0.01850427,-0.00936531,0.23259335,-0.08229050
-5.37568784,1.92016609,-0.69580139,0.76569266,-0.28090274,0.46757842,-0.15272639,0.88024081,-0.32529662,0.00000000,-0.00000000,0.01988867,-0.00958850,0.24979368,-0.09224534
-5.36968484,2.04936317,-0.78194150,0.81358299,-0.31891988,0.50114411,-0.17203276,0.93798996,-0.36638487,0.00000000,-0.00000000,0.02139578,-0.00996459,0.26703528,-0.10337028
-5.36368184,2.17659402,-0.87633674,0.85959810,-0.35983561,0.53456828,-0.19331207,0.99445577,-0.41116647,0.00000000,-0.00000000,0.02301980,-0.01049650,0.28414672,-0.11564639
-5.35767884,2.30053991,-0.97868951,0.90317754,-0.40347434,0.56753582,-0.21652550,1.04902210,-0.45948466,0.00000000,-0.00000000,0.02475589,-0.01118604,0.30096074,-0.12903720
-5.35167584,2.41995358,-1.08854590,0.94379599,-0.44959122,0.59974369,-0.24159948,1.10110767,-0.51110683,0.00000000,-0.00000000,0.02660065,-0.01203393,0.31731934,-0.14348731
-5.34567284,2.53369767,-1.20529141,0.98097879,-0.49787092,0.63091020,-0.26842428,1.15018357,-0.56572293,0.00000000,-0.00000000,0.02855254,-0.01303998,0.33307885,-0.15892156
-5.33966983,2.64078095,-1.32815223,1.01431651,-0.54792878,0.66078383,-0.29685374,1.19578974,-0.62294652,0.00000000,-0.00000000,0.03061234,-0.01420322,0.34811484,-0.17524497
-5.33366683,2.74039050,-1.45620259,1.04347767,-0.59931467,0.68915125,-0.32670628,1.23754932,-0.68231866,0.00000000,-0.00000000,0.03278336,-0.01552212,0.36232659,-0.19234349
-5.32766383,2.83191818,-1.58837834,1.06821934,-0.65151950,0.71584377,-0.35776730,1.27518033,-0.74331480,0.00000000,-0.00000000,0.03507172,-0.01699487,0.37564102,-0.21008555
-5.32166083,2.91497979,-1.72349689,1.08839477,-0.70398452,0.74074227,-0.38979306,1.30850401,-0.80535466,0.00000000,-0.00000000,0.03748628,-0.01861969,0.38801560,-0.22832451
-5.31565783,2.98942571,-1.86028325,1.10395796,-0.75611312,0.76377983,-0.42251585,1.33744910,-0.86781485,0.00000000,-0.00000000,0.04003858,-0.02039517,0.39944041,-0.24690182
-5.30965483,3.05534211,-1.99740136,1.11496466,-0.80728494,0.78494206,-0.45565051,1.36205185,-0.93004410,0.00000000,-0.00000000,0.04274239,-0.02232061,0.40993892,-0.26565104
-5.30365183,3.11304220,-2.13349000,1.12156977,-0.85687189,0.80426497,-0.48890204,1.38245158,-0.99138049,0.00000000,-0.00000000,0.04561326,-0.02439642,0.41956762,-0.28440233
-5.29764882,3.16304757,-2.26720190,1.12402122,-0.90425546,0.82183017,-0.52197402,1.39888167,-1.05117017,0.00000000,-0.00000000,0.04866763,-0.02662443,0.42841430,-0.30298756
-5.29164582,3.20606010,-2.39724445,1.12265057,-0.94884478,0.83775783,-0.55457755,1.41165642,-1.10878675,0.00000000,-0.00000000,0.05192193,-0.02900814,0.43659517,-0.32124557
-5.28564282,3.24292561,-2.52242040,1.11786060,-0.99009457,0.85219741,-0.58644024,1.42115422,-1.16365060,0.00000000,-0.00000000,0.05539140,-0.03155301,0.44425088,-0.33902747
-5.27963982,3.27459064,-2.64166638,1.11011055,-1.02752241,0.86531668,-0.61731491,1.42779771,-1.21524713,0.00000000,-0.00000000,0.05908875,-0.03426644,0.45154153,-0.35620183
-5.27363682,3.30205450,-2.75408743,1.09989970,-1.06072434,0.87728958,-0.64698732,1.43203195,-1.26314307,0.00000000,-0.00000000,0.06302280,-0.03715783,0.45864100,-0.37265929
-5.26763382,3.32631879,-2.85898549,1.08774982,-1.08938816,0.88828354,-0.67528279,1.43430152,-1.30699991,0.00000000,-0.00000000,0.06719706,-0.04023827,0.46573084,-0.38831650
-5.26163082,3.34833707,-2.95588012,1.07418758,-1.11330382,0.89844694,-0.70207088,1.43502779,-1.34658373,0.00000000,-0.00000000,0.07160829,-0.04352021,0.47299395,-0.40311909
-5.25562781,3.36896707,-3.04452006,1.05972743,-1.13237013,0.90789740,-0.72726809,1.43458747,-1.38177062,0.00000000,-0.00000000,0.07624531,-0.04701675,0.48060841,-0.41704349
-5.24962481,3.38892819,-3.12488437,1.04485592,-1.14659762,0.91671171,-0.75083813,1.43329362,-1.41254741,0.00000000,-0.00000000,0.08108788,-0.05074089,0.48874171,-0.43009750
-5.24362181,3.40876639,-3.19717295,1.03001793,-1.15610725,0.92491791,-0.77278967,1.43138009,-1.43900727,0.00000000,-0.00000000,0.08610591,-0.05470444,0.49754566,-0.44231938
-5.23761881,3.42882845,-3.26178614,1.01560542,-1.16112489,0.93249012,-0.79317147,1.42899029,-1.46134042,0.00000000,-0.00000000,0.09125910,-0.05891684,0.50715213,-0.45377568
-5.23161581,3.44924696,-3.31929437,1.00194909,-1.16197185,0.93934654,-0.81206522,1.42617080,-1.47982006,0.00000000,-0.00000000,0.09649681,-0.06338381,0.51766983,-0.46455771
-5.22561281,3.46993680,-3.37039899,0.98931308,-1.15905189,0.94535067,-0.82957622,1.42287036,-1.49478431,0.00000000,-0.00000000,0.10175857,-0.06810595,0.52918215,-0.47477689
-5.21960980,3.49060318,-3.41588623,0.97789272,-1.15283521,0.95031599,-0.84582240,1.41894412,-1.50661487,0.00000000,-0.00000000,0.10697494,-0.07307725,0.54174604,-0.48455915
-5.21360680,3.51076076,-3.45657673,0.96781519,-1.14384025,0.95401374,-0.86092238,1.41416304,-1.51571360,0.00000000,-0.00000000,0.11206890,-0.07828380,0.55539191,-0.49403882
-5.20760380,3.52976263,-3.49327327,0.95914281,-1.13261419,0.95618349,-0.87498308,1.40822784,-1.52247817,0.00000000,-0.00000000,0.11695764,-0.08370255,0.57012435,-0.50335210
-5.20160080,3.54683722,-3.52670982,0.95187837,-1.11971297,0.95654605,-0.88808783,1.40078679,-1.52727818,0.00000000,-0.00000000,0.12155479,-0.08930041,0.58592349,-0.51263076
-5.19559780,3.56113129,-3.55750482,0.94597211,-1.10568195,0.95481781,-0.90028563,1.39145628,-1.53043315,0.00000000,-0.00000000,0.12577293,-0.09503361,0.60274676,-0.52199626
-5.18959480,3.57175605,-3.58612160,0.94132974,-1.09103799,0.95072601,-0.91158228,1.37984315,-1.53219359,0.00000000,-0.00000000,0.12952632,-0.10084758,0.62053089,-0.53155459
-5.18359180,3.57783418,-3.61283835,0.93782082,-1.07625377,0.94402390,-0.92193418,1.36556752,-1.53272630,0.00000000,-0.00000000,0.13273378,-0.10667720,0.63919380,-0.54139239
-5.17758879,3.57854495,-3.63772966,0.93528717,-1.06174508,0.93450510,-0.93124514,1.34828484,-1.53210493,0.00000000,-0.00000000,0.13532148,-0.11244769,0.65863635,-0.55157417
-5.17158579,3.57316509,-3.66066091,0.93355064,-1.04786145,0.92201635,-0.93936669,1.32770622,-1.53030620,0.00000000,-0.00000000,0.13722566,-0.11807594,0.67874372,-0.56214119
-5.16558279,3.56110351,-3.68129593,0.93242014,-1.03488040,0.90646792,-0.94610196,1.30361588,-1.52721228,0.00000000,-0.00000000,0.13839507,-0.12347242,0.69938638,-0.57311166
