energy_ev,total_up,Ca_p_up,Ca_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.84392196,0.80493648,0.01875125,0.00000000,0.29498155,0.06234703,0.08252397,0.03550428,0.43932352,0.00000000
-5.83791896,0.78085697,0.01822875,0.00000000,0.28383895,0.06058366,0.08040928,0.03431732,0.42566971,0.00000000
-5.83191596,0.75539718,0.01761434,0.00000000,0.27354517,0.05903908,0.07789095,0.03333210,0.41086253,0.00000000
-5.82591296,0.72912302,0.01691861,0.00000000,0.26445858,0.05777307,0.07500233,0.03260214,0.39518568,0.00000000
-5.81990995,0.70264583,0.01615396,0.00000000,0.25692430,0.05684432,0.07178630,0.03217874,0.37895273,0.00000000
-5.81390695,0.67660508,0.01533421,0.00000000,0.25126795,0.05630880,0.06829348,0.03211030,0.36249803,0.00000000
-5.80790395,0.65165087,0.01447418,0.00000000,0.24779038,0.05621823,0.06458015,0.03244185,0.34616729,0.00000000
-5.80190095,0.62842684,0.01358927,0.00000000,0.24676354,0.05661870,0.06070620,0.03321469,0.33030841,0.00000000
-5.79589795,0.60755440,0.01269505,0.00000000,0.24842779,0.05754942,0.05673291,0.03446628,0.31526278,0.00000000
-5.78989495,0.58961887,0.01180688,0.00000000,0.25299047,0.05904175,0.05272100,0.03623031,0.30135754,0.00000000
-5.78389195,0.57515810,0.01093958,0.00000000,0.26062598,0.06111854,0.04872867,0.03853704,0.28889909,0.00000000
-5.77788894,0.56465390,0.01010711,0.00000000,0.27147715,0.06379376,0.04481000,0.04141366,0.27816793,0.00000000
-5.77188594,0.55852662,0.00932239,0.00000000,0.28565792,0.06707251,0.04101358,0.04488501,0.26941511,0.00000000
-5.76588294,0.55713275,0.00859711,0.00000000,0.30325710,0.07095133,0.03738152,0.04897426,0.26286022,0.00000000
-5.75987994,0.56076559,0.00794163,0.00000000,0.32434295,0.07541895,0.03394872,0.05370371,0.25869081,0.00000000
-5.75387694,0.56965835,0.00736496,0.00000000,0.34896832,0.08045722,0.03074256,0.05909560,0.25706315,0.00000000
-5.74787394,0.58398949,0.00687474,0.00000000,0.37717597,0.08604243,0.02778286,0.06517286,0.25810403,0.00000000
-5.74187094,0.60388940,0.00647731,0.00000000,0.40900357,0.09214672,0.02508214,0.07195968,0.26191328,0.00000000
-5.73586793,0.62944769,0.00617774,0.00000000,0.44448803,0.09873964,0.02264615,0.07948188,0.26856662,0.00000000
-5.72986493,0.66072033,0.00597998,0.00000000,0.48366852,0.10578975,0.02047453,0.08776692,0.27811854,0.00000000
-5.72386193,0.69773567,0.00588687,0.00000000,0.52658786,0.11326599,0.01856166,0.09684357,0.29060465,0.00000000
-5.71785893,0.74049872,0.00590028,0.00000000,0.57329179,0.12113897,0.01689759,0.10674105,0.30604334,0.00000000
-5.71185593,0.78899271,0.00602111,0.00000000,0.62382567,0.12938182,0.01546899,0.11748765,0.32443627,0.00000000
-5.70585293,0.84317767,0.00624934,0.00000000,0.67822862,0.13797069,0.01426008,0.12910883,0.34576766,0.00000000
-5.69984992,0.90298558,0.00658401,0.00000000,0.73652478,0.14688469,0.01325351,0.14162479,0.37000200,0.00000000
-5.69384692,0.96831207,0.00702318,0.00000000,0.79871205,0.15610531,0.01243114,0.15504747,0.39708053,0.00000000
-5.68784392,1.03900487,0.00756386,0.00000000,0.86474843,0.16561533,0.01177472,0.16937728,0.42691631,0.00000000
-5.68184092,1.11484964,0.00820191,0.00000000,0.93453674,0.17539712,0.01126641,0.18459943,0.45938836,0.00000000
-5.67583792,1.19555397,0.00893193,0.00000000,1.00790833,0.18543057,0.01088920,0.20068026,0.49433519,0.00000000
-5.66983492,1.28073055,0.00974716,0.00000000,1.08460679,0.19569070,0.01062715,0.21756369,0.53154817,0.00000000
-5.66383192,1.36988102,0.01063936,0.00000000,1.16427284,0.20614498,0.01046557,0.23516801,0.57076543,0.00000000
-5.65782891,1.46238176,0.01159876,0.00000000,1.24643150,0.21675085,0.01039100,0.25338327,0.61166683,0.00000000
-5.65182591,1.55747310,0.01261402,0.00000000,1.33048276,0.22745326,0.01039115,0.27206962,0.65387065,0.00000000
-5.64582291,1.65425354,0.01367227,0.00000000,1.41569700,0.23818277,0.01045480,0.29105666,0.69693257,0.00000000
-5.63981991,1.75167990,0.01475915,0.00000000,1.50121596,0.24885420,0.01057158,0.31014413,0.74034740,0.00000000
-5.63381691,1.84857472,0.01585903,0.00000000,1.58606015,0.25936609,0.01073176,0.32910400,0.78355401,0.00000000
-5.62781391,1.94364119,0.01695521,0.00000000,1.66914300,0.26960109,0.01092610,0.34768409,0.82594353,0.00000000
-5.62181091,2.03548599,0.01803023,0.00000000,1.74929186,0.27942739,0.01114559,0.36561312,0.86687085,0.00000000
-5.61580790,2.12264951,0.01906623,0.00000000,1.82527538,0.28870113,0.01138136,0.38260718,0.90566925,0.00000000
-5.60980490,2.20364282,0.02004542,0.00000000,1.89583654,0.29726984,0.01162460,0.39837734,0.94166758,0.00000000
-5.60380190,2.27698981,0.02095051,0.00000000,1.95973008,0.30497682,0.01186643,0.41263818,0.97420950,0.00000000
-5.59779890,2.34127301,0.02176520,0.00000000,2.01576275,0.31166609,0.01209804,0.42511686,1.00267383,0.00000000
-5.59179590,2.39518084,0.02247468,0.00000000,2.06283452,0.31718794,0.01231067,0.43556235,1.02649520,0.00000000
-5.58579290,2.43755402,0.02306611,0.00000000,2.09997881,0.32140463,0.01249581,0.44375436,1.04518383,0.00000000
-5.57978989,2.46742883,0.02352898,0.00000000,2.12639960,0.32419602,0.01264532,0.44951154,1.05834357,0.00000000
-5.57378689,2.48407484,0.02385551,0.00000000,2.14150348,0.32546476,0.01275166,0.45269853,1.06568712,0.00000000
-5.56778389,2.48702509,0.02404086,0.00000000,2.14492485,0.32514086,0.01280811,0.45323147,1.06704759,0.00000000
-5.56178089,2.47609698,0.02408333,0.00000000,2.13654285,0.32318522,0.01280895,0.45108170,1.06238576,0.00000000
-5.55577789,2.45140254,0.02398434,0.00000000,2.11648897,0.31959206,0.01274968,0.44627740,1.05179261,0.00000000
-5.54977489,2.41334754,0.02374842,0.00000000,2.08514479,0.31439003,0.01262717,0.43890309,1.03548672,0.00000000
-5.54377189,2.36261923,0.02338296,0.00000000,2.04312995,0.30764193,0.01243981,0.42909702,1.01380694,0.00000000
-5.53776888,2.30016332,0.02289795,0.00000000,1.99128079,0.29944308,0.01218754,0.41704649,0.98720031,0.00000000
-5.53176588,2.22715127,0.02230557,0.00000000,1.93062070,0.28991830,0.01187186,0.40298147,0.95620607,0.00000000
-5.52576288,2.14493948,0.02161975,0.00000000,1.86232381,0.27921788,0.01149583,0.38716665,0.92143642,0.00000000
-5.51975988,2.05502255,0.02085561,0.00000000,1.78767367,0.26751254,0.01106393,0.36989248,0.88355500,0.00000000
-5.51375688,1.95898272,0.02002899,0.00000000,1.70801903,0.25498768,0.01058188,0.35146555,0.84325414,0.00000000
-5.50775388,1.85843808,0.01915586,0.00000000,1.62472899,0.24183737,0.01005650,0.33219879,0.80123206,0.00000000
-5.50175088,1.75499188,0.01825181,0.00000000,1.53914936,0.22825810,0.00949543,0.31240187,0.75817088,0.00000000
-5.49574787,1.65018521,0.01733161,0.00000000,1.45256259,0.21444285,0.00890687,0.29237234,0.71471659,0.00000000
-5.48974487,1.54545512,0.01640876,0.00000000,1.36615251,0.20057561,0.00829933,0.27238774,0.67146178,0.00000000
-5.48374187,1.44209956,0.01549522,0.00000000,1.28097568,0.18682650,0.00768136,0.25269908,0.62893159,0.00000000
-5.47773887,1.34125053,0.01460114,0.00000000,1.19793987,0.17334792,0.00706130,0.23352576,0.58757361,0.00000000
-5.47173587,1.24385587,0.01373473,0.00000000,1.11779049,0.16027155,0.00644702,0.21505216,0.54775160,0.00000000
-5.46573287,1.15066995,0.01290223,0.00000000,1.04110474,0.14770649,0.00584579,0.19742586,0.50974333,0.00000000
-5.45972986,1.06225285,0.01210794,0.00000000,0.96829332,0.13573841,0.00526404,0.18075741,0.47374198,0.00000000
-5.45372686,0.97897732,0.01135437,0.00000000,0.89960875,0.12442968,0.00470732,0.16512158,0.43986102,0.00000000
-5.44772386,0.90104242,0.01064238,0.00000000,0.83515941,0.11382041,0.00418017,0.15055975,0.40814176,0.00000000
-5.44172086,0.82849248,0.00997146,0.00000000,0.77492797,0.10393024,0.00368611,0.13708338,0.37856302,0.00000000
-5.43571786,0.76123992,0.00933998,0.00000000,0.71879288,0.09476067,0.00322767,0.12467815,0.35105232,0.00000000
-5.42971486,0.69909038,0.00874551,0.00000000,0.66655144,0.08629785,0.00280639,0.11330850,0.32549769,0.00000000
-5.42371186,0.64176862,0.00818502,0.00000000,0.61794326,0.07851552,0.00242292,0.10292246,0.30175957,0.00000000
-5.41770885,0.58894402,0.00765525,0.00000000,0.57267267,0.07137809,0.00207709,0.09345628,0.27968218,0.00000000
-5.41170585,0.54025418,0.00715289,0.00000000,0.53042936,0.06484352,0.00176803,0.08483885,0.25910381,0.00000000
-5.40570285,0.49532608,0.00667478,0.00000000,0.49090615,0.05886607,0.00149432,0.07699566,0.23986568,0.00000000
-5.39969985,0.45379381,0.00621811,0.00000000,0.45381356,0.05339868,0.00125403,0.06985222,0.22181916,0.00000000
-5.39369685,0.41531269,0.00578049,0.00000000,0.41889077,0.04839493,0.00104491,0.06333677,0.20483109,0.00000000
-5.38769385,0.37956949,0.00536004,0.00000000,0.38591301,0.04381065,0.00086449,0.05738242,0.18878733,0.00000000
-5.38169085,0.34628900,0.00495542,0.00000000,0.35469542,0.03960500,0.00071014,0.05192853,0.17359454,0.00000000
-5.37568784,0.31523714,0.00456582,0.00000000,0.32509387,0.03574129,0.00057920,0.04692157,0.15918043,0.00000000
-5.36968484,0.28622104,0.00419088,0.00000000,0.29700303,0.03218722,0.00046904,0.04231538,0.14549264,0.00000000
-5.36368184,0.25908668,0.00383066,0.00000000,0.27035243,0.02891501,0.00037713,0.03807104,0.13249665,0.00000000
-5.35767884,0.23371471,0.00348554,0.00000000,0.24510090,0.02590112,0.00030107,0.03415629,0.12017286,0.00000000
-5.35167584,0.21001498,0.00315612,0.00000000,0.22123021,0.02312584,0.00023864,0.03054484,0.10851337,0.00000000
-5.34567284,0.18792038,0.00284311,0.00000000,0.19873825,0.02057277,0.00018781,0.02721537,0.09751841,0.00000000
-5.33966983,0.16738055,0.00254728,0.00000000,0.17763237,0.01822819,0.00014675,0.02415059,0.08719304,0.00000000
-5.33366683,0.14835582,0.00226935,0.00000000,0.15792318,0.01608045,0.00011385,0.02133627,0.07754399,0.00000000
-5.32766383,0.13081177,0.00200991,0.00000000,0.13961928,0.01411940,0.00008769,0.01876027,0.06857695,0.00000000
-5.32166083,0.11471463,0.00176939,0.00000000,0.12272288,0.01233581,0.00006707,0.01641180,0.06029442,0.00000000
-5.31565783,0.10002766,0.00154800,0.00000000,0.10722664,0.01072099,0.00005093,0.01428071,0.05269408,0.00000000
-5.30965483,0.08670856,0.00134573,0.00000000,0.09311158,0.00926643,0.00003839,0.01235700,0.04576776,0.00000000
-5.30365183,0.07470787,0.00116235,0.00000000,0.08034608,0.00796352,0.00002874,0.01063044,0.03950096,0.00000000
-5.29764882,0.06396834,0.00099737,0.00000000,0.06888591,0.00680344,0.00002136,0.00909036,0.03387281,0.00000000
-5.29164582,0.05442505,0.00085012,0.00000000,0.05867499,0.00577708,0.00001576,0.00772556,0.02885647,0.00000000
-5.28564282,0.04600617,0.00071974,0.00000000,0.04964680,0.00487507,0.00001154,0.00652432,0.02441987,0.00000000
-5.27963982,0.03863426,0.00060522,0.00000000,0.04172630,0.00408778,0.00000840,0.00547447,0.02052659,0.00000000
-5.27363682,0.03222777,0.00050543,0.00000000,0.03483201,0.00340548,0.00000606,0.00456356,0.01713697,0.00000000
-5.26763382,0.02670279,0.00041919,0.00000000,0.02887831,0.00281847,0.00000435,0.00377902,0.01420922,0.00000000
-5.26163082,0.02197481,0.00034526,0.00000000,0.02377762,0.00231715,0.00000310,0.00310840,0.01170052,0.00000000
-5.25562781,0.01796031,0.00028238,0.00000000,0.01944246,0.00189223,0.00000219,0.00253952,0.00956803,0.00000000
-5.24962481,0.01457832,0.00022934,0.00000000,0.01578733,0.00153480,0.00000154,0.00206064,0.00776982,0.00000000
-5.24362181,0.01175165,0.00018495,0.00000000,0.01273018,0.00123643,0.00000107,0.00166067,0.00626564,0.00000000
-5.23761881,0.00940789,0.00014811,0.00000000,0.01019370,0.00098932,0.00000074,0.00132924,0.00501755,0.00000000
-5.23161581,0.00748017,0.00011778,0.00000000,0.00810625,0.00078628,0.00000051,0.00105681,0.00399035,0.00000000
-5.22561281,0.00590766,0.00009301,0.00000000,0.00640242,0.00062081,0.00000035,0.00083473,0.00315190,0.00000000
-5.21960980,0.00463581,0.00007294,0.00000000,0.00502341,0.00048711,0.00000024,0.00065528,0.00247333,0.00000000
-5.21360680,0.00361643,0.00005682,0.00000000,0.00391714,0.00038006,0.00000016,0.00051164,0.00192903,0.00000000
-5.20760380,0.00280757,0.00004399,0.00000000,0.00303814,0.00029524,0.00000011,0.00039791,0.00149667,0.00000000
-5.20160080,0.00217332,0.00003387,0.00000000,0.00234733,0.00022887,0.00000007,0.00030907,0.00115707,0.00000000
-5.19559780,0.00168347,0.00002597,0.00000000,0.00181171,0.00017779,0.00000005,0.00024092,0.00089404,0.00000000
-5.18959480,0.00131321,0.00001988,0.00000000,0.00140395,0.00013943,0.00000004,0.00019006,0.00069419,0.00000000
-5.18359180,0.00104277,0.00001526,0.00000000,0.00110199,0.00011174,0.00000003,0.00015386,0.00054677,0.00000000
-5.17758879,0.00085707,0.00001186,0.00000000,0.00088865,0.00009322,0.00000004,0.00013036,0.00044344,0.00000000
-5.17158579,0.00074550,0.00000944,0.00000000,0.00075133,0.00008282,0.00000004,0.00011832,0.00037817,0.00000000
-5.16558279,0.00070168,0.00000785,0.00000000,0.00068166,0.00008002,0.00000006,0.00011718,0.00034704,0.00000000
-5.15957979,0.00072342,0.00000699,0.00000000,0.00067539,0.00008471,0.00000009,0.00012705,0.00034822,0.00000000
-5.15357679,0.00081267,0.00000679,0.00000000,0.00073225,0.00009730,0.00000013,0.00014876,0.00038193,0.00000000
-5.14757379,0.00097564,0.00000722,0.00000000,0.00085595,0.00011868,0.00000019,0.00018386,0.00045044,0.00000000
-5.14157079,0.00122309,0.00000829,0.00000000,0.00105436,0.00015029,0.00000029,0.00023473,0.00055815,0.00000000
-5.13556778,0.00157058,0.00001008,0.00000000,0.00133966,0.00019414,0.00000043,0.00030465,0.00071175,0.00000000
-5.12956478,0.00203902,0.00001267,0.00000000,0.00172871,0.00025290,0.00000063,0.00039788,0.00092037,0.00000000
-5.12356178,0.00265512,0.00001620,0.00000000,0.00224343,0.00032995,0.00000093,0.00051976,0.00119583,0.00000000
-5.11755878,0.00345206,0.00002086,0.00000000,0.00291126,0.00042944,0.00000135,0.00067691,0.00155286,0.00000000
-5.11155578,0.00447012,0.00002688,0.00000000,0.00376571,0.00055645,0.00000195,0.00087729,0.00200946,0.00000000
-5.10555278,0.00575734,0.00003453,0.00000000,0.00484683,0.00071699,0.00000280,0.00113034,0.00258709,0.00000000
-5.09954977,0.00737019,0.00004416,0.00000000,0.00620172,0.00091813,0.00000399,0.00144717,0.00331102,0.00000000
-5.09354677,0.00937410,0.00005614,0.00000000,0.00788499,0.00116808,0.00000564,0.00184059,0.00421055,0.00000000
-5.08754377,0.01184390,0.00007094,0.00000000,0.00995902,0.00147622,0.00000792,0.00232521,0.00531919,0.00000000
-5.08154077,0.01486406,0.00008905,0.00000000,0.01249415,0.00185317,0.00001105,0.00291752,0.00667476,0.00000000
-5.07553777,0.01852870,0.00011106,0.00000000,0.01556857,0.00231075,0.00001530,0.00363582,0.00831939,0.00000000
-5.06953477,0.02294124,0.00013759,0.00000000,0.01926798,0.00286201,0.00002104,0.00450019,0.01029932,0.00000000
-5.06353177,0.02821370,0.00016932,0.00000000,0.02368490,0.00352109,0.00002871,0.00553228,0.01266465,0.00000000
-5.05752876,0.03446562,0.00020700,0.00000000,0.02891759,0.00430313,0.00003891,0.00675512,0.01546873,0.00000000
-5.05152576,0.04182240,0.00025139,0.00000000,0.03506860,0.00522408,0.00005236,0.00819273,0.01876750,0.00000000
-5.04552276,0.05041325,0.00030331,0.00000000,0.04224282,0.00630044,0.00006994,0.00986971,0.02261850,0.00000000
-5.03951976,0.06036860,0.00036357,0.00000000,0.05054516,0.00754897,0.00009277,0.01181067,0.02707969,0.00000000
-5.03351676,0.07181698,0.00043298,0.00000000,0.06007774,0.00898629,0.00012216,0.01403960,0.03220805,0.00000000
-5.02751376,0.08488154,0.00051235,0.00000000,0.07093669,0.01062851,0.00015973,0.01657911,0.03805799,0.00000000
-5.02151076,0.09967609,0.00060242,0.00000000,0.08320869,0.01249069,0.00020735,0.01944961,0.04467953,0.00000000
-5.01550775,0.11630092,0.00070388,0.00000000,0.09696721,0.01458639,0.00026727,0.02266846,0.05211645,0.00000000
-5.00950475,0.13483845,0.00081730,0.00000000,0.11226858,0.01692712,0.00034204,0.02624905,0.06040428,0.00000000
-5.00350175,0.15534884,0.00094314,0.00000000,0.12914823,0.01952177,0.00043464,0.03019988,0.06956834,0.00000000
-4.99749875,0.17786572,0.00108174,0.00000000,0.14761686,0.02237612,0.00054839,0.03452371,0.07962185,0.00000000
-4.99149575,0.20239233,0.00123324,0.00000000,0.16765714,0.02549235,0.00068702,0.03921674,0.09056413,0.00000000
-4.98549275,0.22889800,0.00139759,0.00000000,0.18922075,0.02886857,0.00085462,0.04426797,0.10237912,0.00000000
-4.97948974,0.25731543,0.00157455,0.00000000,0.21222613,0.03249847,0.00105563,0.04965858,0.11503413,0.00000000
-4.97348674,0.28753868,0.00176364,0.00000000,0.23655701,0.03637102,0.00129477,0.05536169,0.12847901,0.00000000
-4.96748374,0.31942219,0.00196415,0.00000000,0.26206185,0.04047036,0.00157695,0.06134209,0.14264576,0.00000000
-4.96148074,0.35278078,0.00217516,0.00000000,0.28855433,0.04477566,0.00190724,0.06755646,0.15744860,0.00000000
-4.95547774,0.38739083,0.00239549,0.00000000,0.31581487,0.04926128,0.00229068,0.07395364,0.17278461,0.00000000
-4.94947474,0.42299259,0.00262375,0.00000000,0.34359334,0.05389692,0.00273216,0.08047527,0.18853484,0.00000000
-4.94347174,0.45929366,0.00285835,0.00000000,0.37161278,0.05864803,0.00323627,0.08705669,0.20456602,0.00000000
-4.93746873,0.49597355,0.00309752,0.00000000,0.39957426,0.06347624,0.00380713,0.09362799,0.22073271,0.00000000
-4.93146573,0.53268927,0.00333932,0.00000000,0.42716258,0.06833998,0.00444817,0.10011542,0.23687997,0.00000000
-4.92546273,0.56908180,0.00358172,0.00000000,0.45405286,0.07319520,0.00516199,0.10644287,0.25284639,0.00000000
-4.91945973,0.60478340,0.00382258,0.00000000,0.47991772,0.07799619,0.00595012,0.11253358,0.26846747,0.00000000
-4.91345673,0.63942537,0.00405976,0.00000000,0.50443494,0.08269650,0.00681291,0.11831193,0.28357926,0.00000000
-4.90745373,0.67264633,0.00429110,0.00000000,0.52729529,0.08724986,0.00774934,0.12370530,0.29802215,0.00000000
-4.90145073,0.70410061,0.00451452,0.00000000,0.54821046,0.09161123,0.00875694,0.12864593,0.31164476,0.00000000
-4.89544772,0.73346667,0.00472805,0.00000000,0.56692069,0.09573780,0.00983172,0.13307270,0.32430767,0.00000000
-4.88944472,0.76045521,0.00492986,0.00000000,0.58320194,0.09959005,0.01096812,0.13693289,0.33588715,0.00000000
-4.88344172,0.78481690,0.00511836,0.00000000,0.59687241,0.10313270,0.01215909,0.14018371,0.34627858,0.00000000
-4.87743872,0.80634931,0.00529218,0.00000000,0.60779814,0.10633566,0.01339617,0.14279361,0.35539942,0.00000000
-4.87143572,0.82490289,0.00545028,0.00000000,0.61589744,0.10917490,0.01466962,0.14474341,0.36319183,0.00000000
-4.86543272,0.84038588,0.00559189,0.00000000,0.62114415,0.11163310,0.01596864,0.14602702,0.36962469,0.00000000
-4.85942971,0.85276768,0.00571664,0.00000000,0.62356937,0.11370028,0.01728160,0.14665193,0.37469486,0.00000000
-4.85342671,0.86208068,0.00582449,0.00000000,0.62326166,0.11537414,0.01859633,0.14663926,0.37842779,0.00000000
-4.84742371,0.86842027,0.00591578,0.00000000,0.62036558,0.11666023,0.01990042,0.14602338,0.38087721,0.00000000
-4.84142071,0.87194290,0.00599118,0.00000000,0.61507857,0.11757187,0.02118150,0.14485125,0.38212400,0.00000000
-4.83541771,0.87286209,0.00605172,0.00000000,0.60764610,0.11812979,0.02242754,0.14318124,0.38227402,0.00000000
-4.82941471,0.87144240,0.00609870,0.00000000,0.59835528,0.11836156,0.02362711,0.14108159,0.38145515,0.00000000
-4.82341171,0.86799133,0.00613367,0.00000000,0.58752689,0.11830066,0.02476965,0.13862856,0.37981333,0.00000000
-4.81740870,0.86284941,0.00615835,0.00000000,0.57550617,0.11798538,0.02584555,0.13590415,0.37750785,0.00000000
-4.81140570,0.85637864,0.00617456,0.00000000,0.56265251,0.11745742,0.02684637,0.13299370,0.37470588,0.00000000
-4.80540270,0.84894963,0.00618417,0.00000000,0.54932840,0.11676036,0.02776482,0.12998322,0.37157655,0.00000000
-4.79939970,0.84092795,0.00618895,0.00000000,0.53588803,0.11593794,0.02859478,0.12695659,0.36828467,0.00000000
-4.79339670,0.83266015,0.00619053,0.00000000,0.52266587,0.11503234,0.02933124,0.12399289,0.36498432,0.00000000
-4.78739370,0.82446010,0.00619031,0.00000000,0.50996577,0.11408238,0.02997020,0.12116372,0.36181276,0.00000000
-4.78139070,0.81659624,0.00618936,0.00000000,0.49805090,0.11312197,0.03050852,0.11853081,0.35888470,0.00000000
-4.77538769,0.80928042,0.00618840,0.00000000,0.48713509,0.11217855,0.03094379,0.11614390,0.35628740,0.00000000
-4.76938469,0.80265895,0.00618771,0.00000000,0.47737598,0.11127194,0.03127417,0.11403912,0.35407676,0.00000000
-4.76338169,0.79680629,0.00618711,0.00000000,0.46887018,0.11041351,0.03149824,0.11223783,0.35227478,0.00000000
-4.75737869,0.79172201,0.00618598,0.00000000,0.46165090,0.10960566,0.03161495,0.11074604,0.35086831,0.00000000
-4.75137569,0.78733107,0.00618326,0.00000000,0.45568809,0.10884185,0.03162356,0.10955447,0.34980959,0.00000000
-4.74537269,0.78348785,0.00617748,0.00000000,0.45089127,0.10810702,0.03152359,0.10863927,0.34901821,0.00000000
-4.73936968,0.77998352,0.00616685,0.00000000,0.44711490,0.10737851,0.03131496,0.10796332,0.34838485,0.00000000
-4.73336668,0.77655685,0.00614933,0.00000000,0.44416613,0.10662735,0.03099802,0.10747815,0.34777633,0.00000000
-4.72736368,0.77290780,0.00612274,0.00000000,0.44181470,0.10581997,0.03057377,0.10712635,0.34704210,0.00000000
-4.72136068,0.76871344,0.00608485,0.00000000,0.43980452,0.10492021,0.03004400,0.10684444,0.34602158,0.00000000
-4.71535768,0.76364541,0.00603355,0.00000000,0.43786646,0.10389148,0.02941154,0.10656596,0.34455225,0.00000000
-4.70935468,0.75738816,0.00596688,0.00000000,0.43573177,0.10269906,0.02868042,0.10622482,0.34247809,0.00000000
-4.70335168,0.74965708,0.00588326,0.00000000,0.43314564,0.10131243,0.02785613,0.10575854,0.33965778,0.00000000
-4.69734867,0.74021569,0.00578148,0.00000000,0.42988011,0.09970736,0.02694570,0.10511146,0.33597257,0.00000000
-4.69134567,0.72889101,0.00566086,0.00000000,0.42574600,0.09786788,0.02595788,0.10423766,0.33133318,0.00000000
-4.68534267,0.71558646,0.00552129,0.00000000,0.42060313,0.09578787,0.02490313,0.10310347,0.32568559,0.00000000
-4.67933967,0.70029164,0.00536326,0.00000000,0.41436855,0.09347225,0.02379368,0.10168943,0.31901540,0.00000000
-4.67333667,0.68308859,0.00518788,0.00000000,0.40702229,0.09093777,0.02264333,0.09999174,0.31135042,0.00000000
-4.66733367,0.66415415,0.00499688,0.00000000,0.39861058,0.08821321,0.02146740,0.09802304,0.30276173,0.00000000
-4.66133067,0.64375858,0.00479258,0.00000000,0.38924626,0.08533919,0.02028242,0.09581248,0.29336274,0.00000000
-4.65532766,0.62226016,0.00457779,0.00000000,0.37910658,0.08236736,0.01910586,0.09340517,0.28330670,0.00000000
-4.64932466,0.60009645,0.00435579,0.00000000,0.36842829,0.07935927,0.01795581,0.09086097,0.27278256,0.00000000
-4.64332166,0.57777221,0.00413019,0.00000000,0.35750053,0.07638475,0.01685058,0.08825272,0.26200942,0.00000000
