energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-3.56278139,0.72817781,0.00044831,0.05212188,0.26753411,0.36553225,0.21267532,0.06479454,0.25648660,0.00000000
-3.55677839,0.73507877,0.00046696,0.05215540,0.27075486,0.37388644,0.21044745,0.06531643,0.25671918,0.00000000
-3.55077539,0.74140298,0.00048387,0.05206131,0.27370848,0.38191845,0.20843907,0.06585402,0.25664505,0.00000000
-3.54477239,0.74700222,0.00049902,0.05181467,0.27635085,0.38958791,0.20661255,0.06639747,0.25618805,0.00000000
-3.53876938,0.75181087,0.00051248,0.05139535,0.27867035,0.39690989,0.20494279,0.06694380,0.25529583,0.00000000
-3.53276638,0.75585724,0.00052441,0.05078891,0.28069185,0.40396005,0.20342106,0.06749791,0.25394397,0.00000000
-3.52676338,0.75927123,0.00053511,0.04998710,0.28247929,0.41087765,0.20205780,0.06807327,0.25213903,0.00000000
-3.52076038,0.76228757,0.00054494,0.04898827,0.28413658,0.41786599,0.20088450,0.06869221,0.24992025,0.00000000
-3.51475738,0.76524431,0.00055442,0.04779741,0.28580659,0.42519015,0.19995416,0.06938574,0.24735972,0.00000000
-3.50875438,0.76857627,0.00056412,0.04642599,0.28766833,0.43317178,0.19934047,0.07019289,0.24456112,0.00000000
-3.50275138,0.77280344,0.00057473,0.04489149,0.28993212,0.44218117,0.19913558,0.07115959,0.24165679,0.00000000
-3.49674837,0.77851481,0.00058699,0.04321674,0.29283304,0.45262651,0.19944661,0.07233708,0.23880347,0.00000000
-3.49074537,0.78634797,0.00060172,0.04142900,0.29662281,0.46494089,0.20039101,0.07377989,0.23617681,0.00000000
-3.48474237,0.79696555,0.00061975,0.03955894,0.30156045,0.47956739,0.20209089,0.07554354,0.23396482,0.00000000
-3.47873937,0.81102912,0.00064195,0.03763946,0.30790198,0.49694277,0.20466678,0.07768196,0.23236065,0.00000000
-3.47273637,0.82917196,0.00066914,0.03570452,0.31588971,0.51748047,0.20823093,0.08024484,0.23155501,0.00000000
-3.46673337,0.85197172,0.00070213,0.03378795,0.32574146,0.54155357,0.21288058,0.08327490,0.23172848,0.00000000
-3.46073037,0.87992413,0.00074165,0.03192230,0.33764024,0.56947837,0.21869147,0.08680533,0.23304421,0.00000000
-3.45472736,0.91341904,0.00078834,0.03013782,0.35172479,0.60149934,0.22571207,0.09085749,0.23564113,0.00000000
-3.44872436,0.95271970,0.00084270,0.02846162,0.36808139,0.63777609,0.23395852,0.09543896,0.23962817,0.00000000
-3.44272136,0.99794629,0.00090510,0.02691693,0.38673731,0.67837285,0.24341091,0.10054200,0.24507947,0.00000000
-3.43671836,1.04906437,0.00097574,0.02552264,0.40765623,0.72325095,0.25401080,0.10614259,0.25203101,0.00000000
-3.43071536,1.10587876,0.00105462,0.02429299,0.43073573,0.77226467,0.26566030,0.11220014,0.26047858,0.00000000
-3.42471236,1.16803307,0.00114154,0.02323746,0.45580707,0.82516061,0.27822265,0.11865769,0.27037725,0.00000000
-3.41870935,1.23501492,0.00123608,0.02236090,0.48263726,0.88158061,0.29152444,0.12544286,0.28164227,0.00000000
-3.41270635,1.30616665,0.00133761,0.02166374,0.51093333,0.94106815,0.30535928,0.13246936,0.29415135,0.00000000
-3.40670335,1.38070093,0.00144526,0.02114244,0.54034868,1.00307788,0.31949282,0.13963905,0.30774815,0.00000000
-3.40070035,1.45772069,0.00155794,0.02078999,0.57049125,1.06698804,0.33366895,0.14684452,0.32224680,0.00000000
-3.39469735,1.53624256,0.00167438,0.02059647,0.60093321,1.13211509,0.34761684,0.15397198,0.33743736,0.00000000
-3.38869435,1.61522266,0.00179310,0.02054969,0.63122178,1.19773014,0.36105871,0.16090446,0.35309174,0.00000000
-3.38269135,1.69358400,0.00191246,0.02063584,0.66089091,1.26307638,0.37371774,0.16752512,0.36897005,0.00000000
-3.37668834,1.77024414,0.00203070,0.02084010,0.68947323,1.32738696,0.38532614,0.17372051,0.38482701,0.00000000
-3.37068534,1.84414217,0.00214594,0.02114717,0.71651192,1.38990261,0.39563281,0.17938379,0.40041824,0.00000000
-3.36468234,1.91426418,0.00225628,0.02154181,0.74157219,1.44988834,0.40441038,0.18441761,0.41550616,0.00000000
-3.35867934,1.97966609,0.00235978,0.02200922,0.76425180,1.50664881,0.41146149,0.18873665,0.42986533,0.00000000
-3.35267634,2.03949340,0.00245456,0.02253538,0.78419049,1.55954170,0.41662386,0.19226974,0.44328712,0.00000000
-3.34667334,2.09299717,0.00253881,0.02310725,0.80107793,1.60798894,0.41977431,0.19496139,0.45558348,0.00000000
-3.34067034,2.13954599,0.00261089,0.02371292,0.81466002,1.65148543,0.42083128,0.19677287,0.46658996,0.00000000
-3.33466733,2.17863375,0.00266930,0.02434163,0.82474339,1.68960521,0.41975615,0.19768261,0.47616764,0.00000000
-3.32866433,2.20988337,0.00271280,0.02498379,0.83119811,1.72200505,0.41655311,0.19768612,0.48420437,0.00000000
-3.32266133,2.23304662,0.00274041,0.02563082,0.83395851,1.74842570,0.41126779,0.19679536,0.49061502,0.00000000
-3.31665833,2.24800045,0.00275142,0.02627509,0.83302228,1.76869091,0.40398478,0.19503767,0.49534103,0.00000000
-3.31065533,2.25474042,0.00274547,0.02690977,0.82844792,1.78270461,0.39482403,0.19245427,0.49834938,0.00000000
-3.30465233,2.25337178,0.00272250,0.02752863,0.82035083,1.79044662,0.38393658,0.18909852,0.49963096,0.00000000
-3.29864932,2.24409878,0.00268281,0.02812598,0.80889807,1.79196725,0.37149958,0.18503391,0.49919870,0.00000000
-3.29264632,2.22721299,0.00262701,0.02869649,0.79430232,1.78738122,0.35771088,0.18033194,0.49708529,0.00000000
-3.28664332,2.20308114,0.00255602,0.02923521,0.77681502,1.77686129,0.34278355,0.17507003,0.49334103,0.00000000
-3.28064032,2.17213311,0.00247103,0.02973746,0.75671916,1.76063190,0.32694020,0.16932939,0.48803149,0.00000000
-3.27463732,2.13485044,0.00237348,0.03019896,0.73432189,1.73896306,0.31040766,0.16319307,0.48123540,0.00000000
-3.26863432,2.09175582,0.00226501,0.03061582,0.70994720,1.71216488,0.29341185,0.15674417,0.47304272,0.00000000
-3.26263132,2.04340372,0.00214743,0.03098472,0.68392889,1.68058251,0.27617317,0.15006426,0.46355285,0.00000000
-3.25662831,1.99037223,0.00202262,0.03130304,0.65660399,1.64459183,0.25890241,0.14323203,0.45287323,0.00000000
-3.25062531,1.93325622,0.00189253,0.03156901,0.62830680,1.60459569,0.24179727,0.13632222,0.44111803,0.00000000
-3.24462231,1.87266151,0.00175911,0.03178190,0.59936358,1.56102059,0.22503956,0.12940480,0.42840714,0.00000000
-3.23861931,1.80920008,0.00162423,0.03194215,0.57008803,1.51431359,0.20879297,0.12254429,0.41486530,0.00000000
-3.23261631,1.74348578,0.00148969,0.03205151,0.54077753,1.46493935,0.19320160,0.11579946,0.40062127,0.00000000
-3.22661331,1.67613055,0.00135714,0.03211308,0.51171007,1.41337696,0.17838902,0.10922304,0.38580714,0.00000000
-3.22061031,1.60774062,0.00122808,0.03213131,0.48314200,1.36011648,0.16445788,0.10286167,0.37055750,0.00000000
-3.21460730,1.53891257,0.00110379,0.03211198,0.45530631,1.30565485,0.15149006,0.09675596,0.35500855,0.00000000
-3.20860430,1.47022901,0.00098536,0.03206204,0.42841159,1.25049122,0.13954720,0.09094063,0.33929713,0.00000000
-3.20260130,1.40225378,0.00087366,0.03198938,0.40264140,1.19512158,0.12867169,0.08544468,0.32355950,0.00000000
-3.19659830,1.33552658,0.00076934,0.03190260,0.37815412,1.14003272,0.11888778,0.08029164,0.30793000,0.00000000
-3.19059530,1.27055719,0.00067284,0.03181066,0.35508309,1.08569557,0.11020310,0.07549987,0.29253952,0.00000000
-3.18459230,1.20781936,0.00058442,0.03172252,0.33353714,1.03255825,0.10261025,0.07108283,0.27751391,0.00000000
-3.17858929,1.14774463,0.00050412,0.03164675,0.31360122,0.98103893,0.09608850,0.06704942,0.26297226,0.00000000
-3.17258629,1.09071636,0.00043187,0.03159116,0.29533741,0.93151886,0.09060567,0.06340432,0.24902524,0.00000000
-3.16658329,1.03706432,0.00036742,0.03156243,0.27878597,0.88433585,0.08611995,0.06014843,0.23577346,0.00000000
-3.16058029,0.98706023,0.00031043,0.03156579,0.26396670,0.83977860,0.08258179,0.05727933,0.22330610,0.00000000
-3.15457729,0.94091448,0.00026047,0.03160478,0.25088045,0.79808212,0.07993581,0.05479178,0.21169972,0.00000000
-3.14857429,0.89877442,0.00021705,0.03168106,0.23951083,0.75942451,0.07812270,0.05267839,0.20101741,0.00000000
-3.14257129,0.86072438,0.00017963,0.03179436,0.22982613,0.72392528,0.07708103,0.05093030,0.19130838,0.00000000
-3.13656828,0.82678761,0.00014765,0.03194242,0.22178140,0.69164546,0.07674917,0.04953804,0.18260791,0.00000000
-3.13056528,0.79693010,0.00012057,0.03212119,0.21532083,0.66258934,0.07706704,0.04849242,0.17493785,0.00000000
-3.12456228,0.77106635,0.00009782,0.03232496,0.21038018,0.63670797,0.07797786,0.04778554,0.16830747,0.00000000
-3.11855928,0.74906676,0.00007889,0.03254667,0.20688942,0.61390419,0.07942991,0.04741193,0.16271484,0.00000000
-3.11255628,0.73076652,0.00006328,0.03277827,0.20477543,0.59403897,0.08137808,0.04736964,0.15814850,0.00000000
-3.10655328,0.71597564,0.00005055,0.03301112,0.20396471,0.57693890,0.08378546,0.04766145,0.15458951,0.00000000
-3.10055028,0.70448961,0.00004028,0.03323642,0.20438610,0.56240436,0.08662468,0.04829605,0.15201370,0.00000000
-3.09454727,0.69610042,0.00003213,0.03344567,0.20597327,0.55021811,0.08987917,0.04928907,0.15039400,0.00000000
-3.08854427,0.69060735,0.00002576,0.03363112,0.20866709,0.54015393,0.09354422,0.05066415,0.14970288,0.00000000
-3.08254127,0.68782713,0.00002092,0.03378619,0.21241761,0.53198502,0.09762772,0.05245373,0.14991462,0.00000000
-3.07653827,0.68760304,0.00001738,0.03390582,0.21718570,0.52549169,0.10215074,0.05469966,0.15100739,0.00000000
-3.07053527,0.68981246,0.00001497,0.03398680,0.22294410,0.52046826,0.10714762,0.05745353,0.15296501,0.00000000
-3.06453227,0.69437274,0.00001354,0.03402803,0.22967804,0.51672877,0.11266585,0.06077663,0.15577832,0.00000000
-3.05852926,0.70124480,0.00001300,0.03403065,0.23738510,0.51411150,0.11876540,0.06473955,0.15944598,0.00000000
-3.05252626,0.71043457,0.00001329,0.03399815,0.24607449,0.51248200,0.12551764,0.06942134,0.16397480,0.00000000
-3.04652326,0.72199195,0.00001437,0.03393630,0.25576555,0.51173477,0.13300381,0.07490817,0.16937934,0.00000000
-3.04052026,0.73600730,0.00001625,0.03385310,0.26648560,0.51179337,0.14131294,0.08129150,0.17568089,0.00000000
-3.03451726,0.75260555,0.00001895,0.03375855,0.27826706,0.51260930,0.15053939,0.08866583,0.18290584,0.00000000
-3.02851426,0.77193813,0.00002253,0.03366437,0.29114399,0.51415948,0.16077984,0.09712588,0.19108338,0.00000000
-3.02251126,0.79417276,0.00002707,0.03358365,0.30514805,0.51644260,0.17213002,0.10676344,0.20024256,0.00000000
-3.01650825,0.81948176,0.00003269,0.03353041,0.32030403,0.51947457,0.18468099,0.11766383,0.21040902,0.00000000
-3.01050525,0.84802896,0.00003950,0.03351911,0.33662517,0.52328313,0.19851540,0.12990215,0.22160117,0.00000000
-3.00450225,0.87995597,0.00004767,0.03356416,0.35410826,0.52790205,0.21370353,0.14353941,0.23382631,0.00000000
-2.99849925,0.91536824,0.00005735,0.03367932,0.37272900,0.53336494,0.23029952,0.15861869,0.24707654,0.00000000
-2.99249625,0.95432160,0.00006874,0.03387716,0.39243758,0.53969918,0.24833781,0.17516153,0.26132494,0.00000000
-2.98649325,0.99680976,0.00008203,0.03416852,0.41315486,0.54691999,0.26782996,0.19316472,0.27652206,0.00000000
-2.98049025,1.04275359,0.00009743,0.03456202,0.43476932,0.55502514,0.28876205,0.21259758,0.29259288,0.00000000
-2.97448724,1.09199265,0.00011515,0.03506353,0.45713507,0.56399032,0.31109278,0.23340005,0.30943470,0.00000000
-2.96848424,1.14427950,0.00013539,0.03567590,0.48007098,0.57376556,0.33475238,0.25548165,0.32691581,0.00000000
-2.96248124,1.19927726,0.00015836,0.03639858,0.50336120,0.58427275,0.35964237,0.27872135,0.34487537,0.00000000
-2.95647824,1.25656058,0.00018425,0.03722752,0.52675714,0.59540453,0.38563631,0.30296863,0.36312445,0.00000000
-2.95047524,1.31562039,0.00021321,0.03815512,0.54998086,0.60702444,0.41258137,0.32804556,0.38144837,0.00000000
-2.94447224,1.37587213,0.00024536,0.03917025,0.57273002,0.61896862,0.44030082,0.35374992,0.39961030,0.00000000
-2.93846923,1.43666738,0.00028078,0.04025858,0.59468407,0.63104865,0.46859729,0.37985938,0.41735604,0.00000000
-2.93246623,1.49730855,0.00031952,0.04140282,0.61551170,0.64305587,0.49725662,0.40613646,0.43441991,0.00000000
-2.92646323,1.55706598,0.00036152,0.04258323,0.63487919,0.65476655,0.52605215,0.43233422,0.45053153,0.00000000
-2.92046023,1.61519675,0.00040668,0.04377818,0.65245939,0.66594811,0.55474938,0.45820229,0.46542315,0.00000000
-2.91445723,1.67096461,0.00045482,0.04496475,0.66794101,0.67636579,0.58311062,0.48349320,0.47883734,0.00000000
-2.90845423,1.72365996,0.00050567,0.04611942,0.68103780,0.68578968,0.61089970,0.50796858,0.49053475,0.00000000
-2.90245123,1.77261921,0.00055889,0.04721874,0.69149730,0.69400183,0.63788633,0.53140504,0.50030138,0.00000000
-2.89644822,1.81724271,0.00061403,0.04824007,0.69910875,0.70080290,0.66385023,0.55359954,0.50795531,0.00000000
-2.89044522,1.85701041,0.00067057,0.04916213,0.70370976,0.70601841,0.68858472,0.57437397,0.51335239,0.00000000
-2.88444222,1.89149485,0.00072793,0.04996567,0.70519162,0.70950401,0.71189994,0.59357879,0.51639067,0.00000000
-2.87843922,1.92037086,0.00078545,0.05063393,0.70350277,0.71114984,0.73362545,0.61109573,0.51701346,0.00000000
-2.87243622,1.94342183,0.00084242,0.05115301,0.69865059,0.71088358,0.75361243,0.62683935,0.51521072,0.00000000
-2.86643322,1.96054239,0.00089812,0.05151224,0.69070113,0.70867230,0.77173539,0.64075756,0.51101896,0.00000000
-2.86043022,1.97173757,0.00095181,0.05170429,0.67977703,0.70452294,0.78789340,0.65283118,0.50451943,0.00000000
-2.85442721,1.97711867,0.00100274,0.05172532,0.66605366,0.69848152,0.80201102,0.66307252,0.49583493,0.00000000
-2.84842421,1.97689618,0.00105024,0.05157492,0.64975366,0.69063105,0.81403879,0.67152321,0.48512525,0.00000000
-2.84242121,1.97137021,0.00109368,0.05125604,0.63114011,0.68108848,0.82395344,0.67825149,0.47258166,0.00000000
-2.83641821,1.96091890,0.00113249,0.05077482,0.61050873,0.67000051,0.83175764,0.68334888,0.45842053,0.00000000
-2.83041521,1.94598535,0.00116625,0.05014036,0.58817936,0.65753885,0.83747948,0.68692664,0.44287651,0.00000000
-2.82441221,1.92706362,0.00119464,0.04936443,0.56448704,0.64389479,0.84117136,0.68911205,0.42619562,0.00000000
-2.81840920,1.90468430,0.00121748,0.04846125,0.53977317,0.62927355,0.84290848,0.69004459,0.40862835,0.00000000
-2.81240620,1.87940005,0.00123473,0.04744707,0.51437697,0.61388842,0.84278678,0.68987220,0.39042329,0.00000000
-2.80640320,1.85177162,0.00124653,0.04633993,0.48862749,0.59795513,0.84092026,0.68874758,0.37182127,0.00000000
-2.80040020,1.82235461,0.00125314,0.04515924,0.46283662,0.58168637,0.83743778,0.68682476,0.35305039,0.00000000
-2.79439720,1.79168728,0.00125498,0.04392546,0.43729298,0.56528690,0.83247925,0.68425577,0.33432186,0.00000000
-2.78839420,1.76027968,0.00125259,0.04265974,0.41225717,0.54894922,0.82619150,0.68118761,0.31582692,0.00000000
-2.78239120,1.72860424,0.00124663,0.04138351,0.38795808,0.53284995,0.81872377,0.67775935,0.29773461,0.00000000
-2.77638819,1.69708803,0.00123784,0.04011808,0.36459065,0.51714709,0.81022315,0.67409966,0.28019057,0.00000000
-2.77038519,1.66610680,0.00122702,0.03888426,0.34231477,0.50197813,0.80083017,0.67032452,0.26331661,0.00000000
-2.76438219,1.63598090,0.00121502,0.03770189,0.32125534,0.48745911,0.79067475,0.66653536,0.24721103,0.00000000
-2.75837919,1.60697315,0.00120269,0.03658945,0.30150348,0.47368457,0.77987289,0.66281763,0.23194965,0.00000000
-2.75237619,1.57928883,0.00119086,0.03556359,0.28311855,0.46072840,0.76852428,0.65923979,0.21758715,0.00000000
-2.74637319,1.55307765,0.00118031,0.03463875,0.26613105,0.44864556,0.75671106,0.65585296,0.20415898,0.00000000
-2.74037019,1.52843784,0.00117177,0.03382677,0.25054607,0.43747450,0.74449796,0.65269118,0.19168333,0.00000000
-2.73436718,1.50542219,0.00116585,0.03313658,0.23634726,0.42724030,0.73193383,0.64977234,0.18016338,0.00000000
-2.72836418,1.48404601,0.00116310,0.03257392,0.22350112,0.41795822,0.71905466,0.64709997,0.16958960,0.00000000
-2.72236118,1.46429671,0.00116397,0.03214118,0.21196135,0.40963777,0.70588801,0.64466566,0.15994197,0.00000000
-2.71635818,1.44614480,0.00116878,0.03183737,0.20167335,0.40228681,0.69245859,0.64245227,0.15119232,0.00000000
-2.71035518,1.42955587,0.00117781,0.03165815,0.19257852,0.39591583,0.67879480,0.64043786,0.14330643,0.00000000
-2.70435218,1.41450323,0.00119122,0.03159599,0.18461838,0.39054200,0.66493594,0.63860008,0.13624620,0.00000000
-2.69834917,1.40098051,0.00120916,0.03164051,0.17773828,0.38619287,0.65093957,0.63692096,0.12997157,0.00000000
-2.69234617,1.38901381,0.00123175,0.03177887,0.17189071,0.38290959,0.63688869,0.63539190,0.12444241,0.00000000
-2.68634317,1.37867276,0.00125911,0.03199628,0.16703806,0.38074943,0.62289829,0.63401853,0.11962020,0.00000000
-2.68034017,1.37007970,0.00129143,0.03227663,0.16315477,0.37978739,0.60912070,0.63282521,0.11546956,0.00000000
-2.67433717,1.36341667,0.00132895,0.03260310,0.16022876,0.38011691,0.59574959,0.63185891,0.11195958,0.00000000
-2.66833417,1.35892934,0.00137207,0.03295888,0.15826214,0.38184936,0.58302197,0.63119206,0.10906488,0.00000000
-2.66233117,1.35692754,0.00142130,0.03332779,0.15727117,0.38511249,0.57121812,0.63092428,0.10676639,0.00000000
-2.65632816,1.35778207,0.00147735,0.03369491,0.15728540,0.39004755,0.56065924,0.63118254,0.10505186,0.00000000
-2.65032516,1.36191745,0.00154110,0.03404717,0.15834607,0.39680523,0.55170256,0.63211973,0.10391598,0.00000000
-2.64432216,1.36980048,0.00161363,0.03437374,0.16050370,0.40554049,0.54473418,0.63391147,0.10336010,0.00000000
-2.63831916,1.38192496,0.00169623,0.03466635,0.16381509,0.41640626,0.54015944,0.63675109,0.10339160,0.00000000
-2.63231616,1.39879268,0.00179032,0.03491950,0.16833964,0.42954632,0.53839131,0.64084294,0.10402286,0.00000000
-2.62631316,1.42089120,0.00189749,0.03513046,0.17413523,0.44508742,0.53983692,0.64639404,0.10526984,0.00000000
-2.62031016,1.44866927,0.00201941,0.03529915,0.18125375,0.46313110,0.54488264,0.65360450,0.10715034,0.00000000
-2.61430715,1.48251065,0.00215777,0.03542791,0.18973649,0.48374522,0.55387834,0.66265689,0.10968199,0.00000000
-2.60830415,1.52270743,0.00231423,0.03552110,0.19960947,0.50695586,0.56712104,0.67370516,0.11288010,0.00000000
-2.60230115,1.56943400,0.00249028,0.03558466,0.21087908,0.53273974,0.58483894,0.68686345,0.11675527,0.00000000
-2.59629815,1.62272288,0.00268722,0.03562559,0.22352807,0.56101751,0.60717606,0.70219537,0.12131122,0.00000000
-2.59029515,1.68244364,0.00290599,0.03565138,0.23751219,0.59164855,0.63417843,0.71970443,0.12654260,0.00000000
-2.58429215,1.74828625,0.00314711,0.03566955,0.25275767,0.62442723,0.66578228,0.73932591,0.13243314,0.00000000
-2.57828914,1.81974973,0.00341059,0.03568708,0.26915965,0.65908131,0.70180494,0.76092094,0.13895416,0.00000000
-2.57228614,1.89613725,0.00369581,0.03571004,0.28658184,0.69527248,0.74193902,0.78427307,0.14606356,0.00000000
-2.56628314,1.97655837,0.00400148,0.03574331,0.30485737,0.73259934,0.78575022,0.80908771,0.15370543,0.00000000
-2.56028014,2.05993875,0.00432558,0.03579033,0.32379095,0.77060293,0.83267939,0.83499467,0.16181029,0.00000000
-2.55427714,2.14503771,0.00466532,0.03585309,0.34316241,0.80877467,0.88204890,0.86155397,0.17029598,0.00000000
-2.54827414,2.23047328,0.00501719,0.03593217,0.36273150,0.84656683,0.93307351,0.88826475,0.17906930,0.00000000
-2.54227114,2.31475429,0.00537693,0.03602695,0.38224378,0.88340507,0.98487564,0.91457717,0.18802824,0.00000000
-2.53626813,2.39631865,0.00573965,0.03613591,0.40143759,0.91870291,1.03650485,0.93990694,0.19706491,0.00000000
-2.53026513,2.47357658,0.00609989,0.03625700,0.42005172,0.95187756,1.08696093,0.96365199,0.20606875,0.00000000
-2.52426213,2.54495737,0.00645179,0.03638811,0.43783351,0.98236673,1.13522009,0.98521073,0.21493028,0.00000000
-2.51825913,2.60895786,0.00678924,0.03652750,0.45454718,1.00964568,1.18026333,1.00400110,0.22354485,0.00000000
-2.51225613,2.66419089,0.00710603,0.03667430,0.46998183,1.03324408,1.22110605,1.01947980,0.23181646,0.00000000
-2.50625313,2.70943167,0.00739611,0.03682889,0.48395897,1.05276174,1.25682776,1.03116078,0.23966126,0.00000000
-2.50025013,2.74366023,0.00765373,0.03699329,0.49633903,1.06788286,1.28660075,1.03863233,0.24701070,0.00000000
-2.49424712,2.76609795,0.00787372,0.03717135,0.50702663,1.07838799,1.30971655,1.04157198,0.25381401,0.00000000
-2.48824412,2.77623673,0.00805164,0.03736891,0.51597434,1.08416321,1.32560897,1.03975850,0.26003991,0.00000000
-2.48224112,2.77385931,0.00818397,0.03759380,0.52318460,1.08520617,1.33387279,1.03308063,0.26567742,0.00000000
-2.47623812,2.75904984,0.00826829,0.03785570,0.52870980,1.08162854,1.33427717,1.02154199,0.27073571,0.00000000
-2.47023512,2.73219404,0.00830340,0.03816585,0.53265034,1.07365484,1.32677315,1.00526198,0.27524290,0.00000000
-2.46423212,2.69396896,0.00828937,0.03853665,0.53515081,1.06161747,1.31149493,0.98447268,0.27924391,0.00000000
-2.45822911,2.64532258,0.00822762,0.03898119,0.53639442,1.04594828,1.28875473,0.95951180,0.28279745,0.00000000
-2.45222611,2.58744414,0.00812090,0.03951267,0.53659584,1.02716679,1.25903151,0.93081202,0.28597228,0.00000000
-2.44622311,2.52172641,0.00797323,0.04014375,0.53599288,1.00586563,1.22295402,0.89888713,0.28884288,0.00000000
-2.44022011,2.44972146,0.00778978,0.04088598,0.53483733,0.98269369,1.18127896,0.86431557,0.29148492,0.00000000
-2.43421711,2.37309181,0.00757676,0.04174910,0.53338534,0.95833763,1.13486520,0.82772214,0.29397064,0.00000000
-2.42821411,2.29355901,0.00734123,0.04274058,0.53188794,0.93350251,1.08464529,0.78975852,0.29636443,0.00000000
-2.42221111,2.21285163,0.00709085,0.04386508,0.53058196,0.90889226,1.03159542,0.75108342,0.29871898,0.00000000
-2.41620810,2.13265493,0.00683371,0.04512408,0.52968182,0.88519055,0.97670517,0.71234322,0.30107205,0.00000000
-2.41020510,2.05456387,0.00657802,0.04651568,0.52937268,0.86304302,0.92094843,0.67415371,0.30344428,0.00000000
-2.40420210,1.98004134,0.00633186,0.04803448,0.52980493,0.84304121,0.86525643,0.63708367,0.30583789,0.00000000
-2.39819910,1.91038283,0.00610298,0.04967159,0.53109052,0.82570874,0.81049404,0.60164080,0.30823663,0.00000000
-2.39219610,1.84668869,0.00589850,0.05141481,0.53330100,0.81149015,0.75744017,0.56826038,0.31060676,0.00000000
-2.38619310,1.78984441,0.00572469,0.05324895,0.53646736,0.80074262,0.70677265,0.53729698,0.31289912,0.00000000
-2.38019010,1.74050935,0.00558682,0.05515616,0.54058153,0.79373063,0.65905809,0.50901939,0.31505210,0.00000000
-2.37418709,1.69911358,0.00548895,0.05711649,0.54559939,0.79062358,0.61474665,0.48360862,0.31699536,0.00000000
-2.36818409,1.66586238,0.00543383,0.05910832,0.55144496,0.79149623,0.57417153,0.46115892,0.31865400,0.00000000
-2.36218109,1.64074770,0.00542281,0.06110901,0.55801557,0.79633178,0.53755279,0.44168165,0.31995301,0.00000000
-2.35617809,1.62356541,0.00545578,0.06309542,0.56518757,0.80502719,0.50500491,0.42511142,0.32082169,0.00000000
-2.35017509,1.61393731,0.00553120,0.06504447,0.57282237,0.81740044,0.47654731,0.41131432,0.32119773,0.00000000
-2.34417209,1.61133645,0.00564613,0.06693362,0.58077234,0.83319945,0.45211704,0.40009767,0.32103082,0.00000000
-2.33816908,1.61511477,0.00579633,0.06874139,0.58888648,0.85211200,0.43158279,0.39122080,0.32028548,0.00000000
-2.33216608,1.62453147,0.00597638,0.07044765,0.59701538,0.87377645,0.41475940,0.38440643,0.31894309,0.00000000
-2.32616308,1.63878125,0.00617987,0.07203404,0.60501552,0.89779281,0.40142197,0.37935217,0.31700285,0.00000000
-2.32016008,1.65702117,0.00639958,0.07348413,0.61275263,0.92373372,0.39131911,0.37574177,0.31448183,0.00000000
-2.31415708,1.67839544,0.00662769,0.07478362,0.62010408,0.95115499,0.38418449,0.37325571,0.31141403,0.00000000
-2.30815408,1.70205725,0.00685607,0.07592046,0.62696036,0.97960547,0.37974657,0.37158078,0.30784849,0.00000000
-2.30215108,1.72718729,0.00707650,0.07688485,0.63322554,1.00863588,0.37773597,0.37041858,0.30384669,0.00000000
-2.29614807,1.75300854,0.00728092,0.07766925,0.63881699,1.03780642,0.37789061,0.36949257,0.29947941,0.00000000
-2.29014507,1.77879717,0.00746172,0.07826829,0.64366430,1.06669301,0.37995859,0.36855365,0.29482304,0.00000000
-2.28414207,1.80388969,0.00761191,0.07867868,0.64770766,1.09489203,0.38369896,0.36738430,0.28995581,0.00000000
-2.27813907,1.82768642,0.00772540,0.07889903,0.65089583,1.12202358,0.38888076,0.36580113,0.28495396,0.00000000
-2.27213607,1.84965176,0.00779712,0.07892969,0.65318387,1.14773333,0.39528076,0.36365606,0.27988815,0.00000000
-2.26613307,1.86931167,0.00782320,0.07877254,0.65453079,1.17169299,0.40268026,0.36083613,0.27482021,0.00000000
-2.26013007,1.88624901,0.00780103,0.07843076,0.65489736,1.19359975,0.41086152,0.35726220,0.26980041,0.00000000
-2.25412706,1.90009742,0.00772936,0.07790861,0.65424419,1.21317498,0.41960435,0.35288663,0.26486542,0.00000000
-2.24812406,1.91053449,0.00760823,0.07721119,0.65253019,1.23016231,0.42868318,0.34769025,0.26003691,0.00000000
-2.24212106,1.91727487,0.00743900,0.07634421,0.64971166,1.24432579,0.43786513,0.34167870,0.25532103,0.00000000
-2.23611806,1.92006422,0.00722423,0.07531377,0.64574200,1.25544822,0.44690936,0.33487853,0.25070858,0.00000000
-2.23011506,1.91867445,0.00696755,0.07412620,0.64057215,1.26333019,0.45556787,0.32733316,0.24617597,0.00000000
-2.22411206,1.91290083,0.00667352,0.07278792,0.63415175,1.26779000,0.46358777,0.31909895,0.24168688,0.00000000
-2.21810905,1.90256143,0.00634744,0.07130534,0.62643105,1.26866483,0.47071525,0.31024152,0.23719452,0.00000000
-2.21210605,1.88749884,0.00599514,0.06968479,0.61736350,1.26581318,0.47670072,0.30083251,0.23264433,0.00000000
-2.20610305,1.86758445,0.00562281,0.06793259,0.60690884,1.25911857,0.48130518,0.29094691,0.22797712,0.00000000
-2.20010005,1.84272473,0.00523677,0.06605509,0.59503660,1.24849449,0.48430733,0.28066086,0.22313234,0.00000000
