energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.64582291,3.18952984,0.46432424,0.29172517,0.00076799,0.77799452,1.10480883,1.39417281,0.01003672,0.57792654
-5.63981991,3.13844706,0.46186135,0.28298595,0.00075795,0.77014851,1.09694131,1.37031541,0.00941241,0.56775743
-5.63381691,3.08393600,0.46080010,0.27453481,0.00075274,0.76021773,1.08742582,1.34399373,0.00879963,0.55902622
-5.62781391,3.02700939,0.46121503,0.26647043,0.00075221,0.74845376,1.07657468,1.31567710,0.00820421,0.55185881
-5.62181091,2.96865676,0.46314191,0.25887447,0.00075617,0.73513010,1.06470919,1.28584620,0.00763109,0.54633269
-5.61580790,2.90980539,0.46657280,0.25180936,0.00076436,0.72053101,1.05214245,1.25497584,0.00708431,0.54247214
-5.60980490,2.85128500,0.47145265,0.24531677,0.00077647,0.70494026,1.03916329,1.22351880,0.00656701,0.54024550
-5.60380190,2.79379796,0.47767767,0.23941698,0.00079210,0.68863057,1.02602207,1.19189116,0.00608150,0.53956476
-5.59779890,2.73789618,0.48509576,0.23410900,0.00081079,0.67185402,1.01291911,1.16046009,0.00562928,0.54028742
-5.59179590,2.68396599,0.49350906,0.22937151,0.00083197,0.65483411,0.99999614,1.12953441,0.00521114,0.54222063
-5.58579290,2.63222160,0.50267852,0.22516453,0.00085501,0.63775960,0.98733141,1.09935842,0.00482724,0.54512744
-5.57978989,2.58270730,0.51233043,0.22143183,0.00087919,0.62078057,0.97493849,1.07010923,0.00447720,0.54873488
-5.57378689,2.53530829,0.52216471,0.21810379,0.00090375,0.60400664,0.96276879,1.04189756,0.00416019,0.55274365
-5.56778389,2.48976930,0.53186452,0.21510087,0.00092787,0.58750743,0.95071760,1.01477184,0.00387507,0.55683884
-5.56178089,2.44571993,0.54110691,0.21233721,0.00095073,0.57131512,0.93863316,0.98872533,0.00362043,0.56070142
-5.55577789,2.40270519,0.54957387,0.20972450,0.00097150,0.55542884,0.92632824,0.96370563,0.00339472,0.56401981
-5.54977489,2.36021936,0.55696340,0.20717576,0.00098938,0.53982047,0.91359346,0.93962601,0.00319632,0.56650112
-5.54377189,2.31774137,0.56300003,0.20460891,0.00100366,0.52444152,0.90021152,0.91637774,0.00302364,0.56788157
-5.53776888,2.27476949,0.56744427,0.20195006,0.00101366,0.50923056,0.88597154,0.89384273,0.00287517,0.56793555
-5.53176588,2.23085363,0.57010054,0.19913620,0.00101884,0.49412078,0.87068260,0.87190567,0.00274957,0.56648305
-5.52576288,2.18562329,0.57082324,0.19611745,0.00101878,0.47904714,0.85418587,0.85046490,0.00264568,0.56339495
-5.51975988,2.13880994,0.56952074,0.19285846,0.00101317,0.46395275,0.83636450,0.82944153,0.00256262,0.55859631
-5.51375688,2.09026268,0.56615703,0.18933922,0.00100189,0.44879421,0.81715096,0.80878626,0.00249975,0.55206713
-5.50775388,2.03995649,0.56075112,0.18555510,0.00098494,0.43354556,0.79653142,0.78848350,0.00245674,0.54384108
-5.50175088,1.98799312,0.55337423,0.18151614,0.00096248,0.41820076,0.77454715,0.76855294,0.00243353,0.53400195
-5.49574787,1.93459467,0.54414502,0.17724579,0.00093481,0.40277466,0.75129288,0.74904821,0.00243036,0.52267834
-5.48974487,1.88009073,0.53322320,0.17277905,0.00090237,0.38730254,0.72691253,0.73005321,0.00244767,0.51003679
-5.48374187,1.82489999,0.52080181,0.16816023,0.00086570,0.37183826,0.70159252,0.71167617,0.00248613,0.49627378
-5.47773887,1.76950765,0.50709874,0.16344032,0.00082543,0.35645145,0.67555338,0.69404205,0.00254654,0.48160706
-5.47173587,1.71444006,0.49234781,0.15867435,0.00078227,0.34122370,0.64903999,0.67728377,0.00262977,0.46626666
-5.46573287,1.66023811,0.47678998,0.15391863,0.00073697,0.32624437,0.62231128,0.66153280,0.00273668,0.45048609
-5.45972986,1.60743085,0.46066495,0.14922810,0.00069028,0.31160605,0.59562974,0.64690975,0.00286802,0.43449411
-5.45372686,1.55651064,0.44420369,0.14465393,0.00064297,0.29740011,0.56925161,0.63351547,0.00302435,0.41850728
-5.44772386,1.50791113,0.42762196,0.14024147,0.00059577,0.28371248,0.54341778,0.62142313,0.00320594,0.40272371
-5.44172086,1.46198883,0.41111514,0.13602852,0.00054934,0.27062002,0.51834626,0.61067177,0.00341267,0.38731798
-5.43571786,1.41900916,0.39485447,0.13204410,0.00050431,0.25818743,0.49422601,0.60126146,0.00364394,0.37243754
-5.42971486,1.37913716,0.37898466,0.12830758,0.00046119,0.24646500,0.47121268,0.59315056,0.00389860,0.35820040
-5.42371186,1.34243322,0.36362284,0.12482843,0.00042042,0.23548714,0.44942599,0.58625481,0.00417487,0.34469423
-5.41770885,1.30885356,0.34885880,0.12160622,0.00038236,0.22527168,0.42894887,0.58044864,0.00447031,0.33197660
-5.41170585,1.27825520,0.33475623,0.11863116,0.00034723,0.21581998,0.40982824,0.57556830,0.00478180,0.32007641
-5.40570285,1.25040501,0.32135483,0.11588494,0.00031520,0.20711771,0.39207703,0.57141678,0.00510551,0.30899610
-5.39969985,1.22499212,0.30867318,0.11334185,0.00028631,0.19913624,0.37567750,0.56777030,0.00543701,0.29871468
-5.39369685,1.20164302,0.29671196,0.11097020,0.00026054,0.19183448,0.36058530,0.56438595,0.00577125,0.28919126
-5.38769385,1.17993873,0.28545749,0.10873381,0.00023781,0.18516113,0.34673426,0.56101028,0.00610271,0.28036891
-5.38169085,1.15943303,0.27488528,0.10659374,0.00021795,0.17905710,0.33404144,0.55738837,0.00642546,0.27217875
-5.37568784,1.13967128,0.26496359,0.10450992,0.00020077,0.17345814,0.32241233,0.55327311,0.00673340,0.26454400
-5.36968484,1.12020882,0.25565669,0.10244289,0.00018602,0.16829742,0.31174594,0.54843419,0.00702034,0.25738402
-5.36368184,1.10062856,0.24692782,0.10035543,0.00017346,0.16350808,0.30193955,0.54266664,0.00728020,0.25061809
-5.35767884,1.08055692,0.23874177,0.09821404,0.00016281,0.15902555,0.29289303,0.53579836,0.00750723,0.24416886
-5.35167584,1.05967768,0.23106695,0.09599037,0.00015382,0.15478970,0.28451252,0.52769662,0.00769616,0.23796544
-5.34567284,1.03774340,0.22387698,0.09366235,0.00014625,0.15074659,0.27671344,0.51827301,0.00784237,0.23194604
-5.33966983,1.01458383,0.21715179,0.09121519,0.00013985,0.14685000,0.26942275,0.50748689,0.00794209,0.22606008
-5.33366683,0.99011136,0.21087813,0.08864211,0.00013444,0.14306243,0.26258035,0.49534716,0.00799250,0.22026973
-5.32766383,0.96432317,0.20504963,0.08594477,0.00012986,0.13935573,0.25613974,0.48191221,0.00799183,0.21455097
-5.32166083,0.93730022,0.19966635,0.08313360,0.00012598,0.13571143,0.25006784,0.46728819,0.00793946,0.20889396
-5.31565783,0.90920319,0.19473391,0.08022765,0.00012273,0.13212045,0.24434415,0.45162568,0.00783588,0.20330291
-5.30965483,0.88026564,0.19026225,0.07725446,0.00012006,0.12858264,0.23895917,0.43511483,0.00768277,0.19779543
-5.30365183,0.85078464,0.18626408,0.07424946,0.00011798,0.12510583,0.23391247,0.41797934,0.00748284,0.19240140
-5.29764882,0.82110959,0.18275319,0.07125536,0.00011653,0.12170474,0.22921017,0.40046935,0.00723984,0.18716137
-5.29164582,0.79162941,0.17974259,0.06832129,0.00011578,0.11839954,0.22486235,0.38285372,0.00695832,0.18212476
-5.28564282,0.76275906,0.17724268,0.06550181,0.00011586,0.11521442,0.22088039,0.36541188,0.00664359,0.17734775
-5.27963982,0.73492561,0.17525962,0.06285581,0.00011688,0.11217604,0.21727430,0.34842563,0.00630146,0.17289109
-5.27363682,0.70855473,0.17379374,0.06044539,0.00011900,0.10931204,0.21405056,0.33217117,0.00593808,0.16881793
-5.26763382,0.68405793,0.17283849,0.05833463,0.00012239,0.10664964,0.21121013,0.31691158,0.00555977,0.16519173
-5.26163082,0.66182107,0.17237958,0.05658841,0.00012722,0.10421455,0.20874723,0.30289005,0.00517282,0.16207435
-5.25562781,0.64219450,0.17239466,0.05527115,0.00013365,0.10202991,0.20664861,0.29032399,0.00478328,0.15952437
-5.24962481,0.62548501,0.17285343,0.05444565,0.00014184,0.10011573,0.20489356,0.27940017,0.00439687,0.15759580
-5.24362181,0.61194974,0.17371819,0.05417190,0.00015192,0.09848842,0.20345451,0.27027092,0.00401879,0.15633697
-5.23761881,0.60179210,0.17494486,0.05450593,0.00016400,0.09716075,0.20229838,0.26305143,0.00365364,0.15578985
-5.23161581,0.59515948,0.17648424,0.05549866,0.00017814,0.09614198,0.20138827,0.25781825,0.00330534,0.15598958
-5.22561281,0.59214273,0.17828366,0.05719487,0.00019438,0.09543819,0.20068567,0.25460864,0.00297709,0.15696421
-5.21960980,0.59277706,0.18028871,0.05963206,0.00021269,0.09505281,0.20015284,0.25342110,0.00267131,0.15873468
-5.21360680,0.59704416,0.18244509,0.06283953,0.00023300,0.09498721,0.19975524,0.25421663,0.00238972,0.16131484
-5.20760380,0.60487522,0.18470040,0.06683734,0.00025517,0.09524129,0.19946385,0.25692085,0.00213329,0.16471151
-5.20160080,0.61615473,0.18700571,0.07163554,0.00027903,0.09581400,0.19925717,0.26142679,0.00190235,0.16892447
-5.19559780,0.63072463,0.18931704,0.07723331,0.00030432,0.09670384,0.19912279,0.26759841,0.00169666,0.17394648
-5.18959480,0.64838893,0.19159640,0.08361846,0.00033076,0.09790909,0.19905838,0.27527451,0.00151543,0.17976310
-5.18359180,0.66891844,0.19381259,0.09076696,0.00035798,0.09942796,0.19907204,0.28427336,0.00135745,0.18635245
-5.17758879,0.69205574,0.19594162,0.09864275,0.00038561,0.10125845,0.19918196,0.29439757,0.00122120,0.19368490
-5.17158579,0.71752030,0.19796671,0.10719787,0.00041323,0.10339811,0.19941545,0.30543953,0.00110487,0.20172268
-5.16558279,0.74501376,0.19987814,0.11637280,0.00044041,0.10584358,0.19980728,0.31718699,0.00100651,0.21041953
-5.15957979,0.77422544,0.20167267,0.12609717,0.00046671,0.10859000,0.20039752,0.32942901,0.00092407,0.21972044
-5.15357679,0.80483802,0.20335284,0.13629082,0.00049169,0.11163035,0.20122904,0.34196193,0.00085548,0.22956145
-5.14757379,0.83653345,0.20492612,0.14686508,0.00051495,0.11495476,0.20234467,0.35459532,0.00079871,0.23986975
-5.14157079,0.86899893,0.20640401,0.15772442,0.00053612,0.11854981,0.20378428,0.36715768,0.00075184,0.25056400
-5.13556778,0.90193298,0.20780105,0.16876833,0.00055490,0.12239797,0.20558200,0.37950182,0.00071306,0.26155489
-5.12956478,0.93505130,0.20913400,0.17989331,0.00057102,0.12647710,0.20776360,0.39150951,0.00068076,0.27274613
-5.12356178,0.96809239,0.21042102,0.19099507,0.00058433,0.13076017,0.21034428,0.40309535,0.00065347,0.28403567
-5.11755878,1.00082252,0.21168100,0.20197063,0.00059473,0.13521517,0.21332702,0.41420956,0.00062998,0.29531729
-5.11155578,1.03304007,0.21293304,0.21272047,0.00060223,0.13980525,0.21670146,0.42483950,0.00060923,0.30648246
-5.10555278,1.06457879,0.21419610,0.22315051,0.00060693,0.14448913,0.22044353,0.43500990,0.00059039,0.31742245
-5.09954977,1.09531001,0.21548876,0.23317383,0.00060902,0.14922174,0.22451582,0.44478144,0.00057284,0.32803065
-5.09354677,1.12514366,0.21682917,0.24271222,0.00060875,0.15395511,0.22886867,0.45424799,0.00055610,0.33820501
-5.08754377,1.15402795,0.21823513,0.25169745,0.00060648,0.15863950,0.23344199,0.46353234,0.00053989,0.34785064
-5.08154077,1.18194799,0.21972430,0.26007210,0.00060261,0.16322478,0.23816774,0.47278054,0.00052406,0.35688239
-5.07553777,1.20892325,0.22131449,0.26779031,0.00059759,0.16766192,0.24297304,0.48215527,0.00050856,0.36522744
-5.06953477,1.23500429,0.22302408,0.27481809,0.00059190,0.17190467,0.24778370,0.49182825,0.00049346,0.37282783
-5.06353177,1.26026878,0.22487255,0.28113350,0.00058604,0.17591131,0.25252807,0.50197220,0.00047889,0.37964288
-5.05752876,1.28481728,0.22688097,0.28672662,0.00058048,0.17964645,0.25714116,0.51275268,0.00046503,0.38565139
-5.05152576,1.30876895,0.22907259,0.29159935,0.00057568,0.18308278,0.26156860,0.52432018,0.00045209,0.39085363
-5.04552276,1.33225743,0.23147336,0.29576521,0.00057207,0.18620270,0.26577046,0.53680273,0.00044027,0.39527294
-5.03951976,1.35542705,0.23411243,0.29924893,0.00057001,0.18899976,0.26972472,0.55029958,0.00042976,0.39895693
-5.03351676,1.37842949,0.23702244,0.30208612,0.00056978,0.19147981,0.27342992,0.56487607,0.00042073,0.40197811
-5.02751376,1.40142080,0.24023971,0.30432279,0.00057160,0.19366179,0.27690721,0.58055984,0.00041331,0.40443384
-5.02151076,1.42455873,0.24380408,0.30601476,0.00057560,0.19557801,0.28020124,0.59733876,0.00040758,0.40644552
-5.01550775,1.44800008,0.24775848,0.30722697,0.00058181,0.19727392,0.28337996,0.61516026,0.00040356,0.40815683
-5.00950475,1.47189785,0.25214798,0.30803252,0.00059020,0.19880726,0.28653316,0.63393226,0.00040122,0.40973103
-5.00350175,1.49639789,0.25701854,0.30851150,0.00060062,0.20024658,0.28976976,0.65352545,0.00040048,0.41134708
-4.99749875,1.52163459,0.26241516,0.30874937,0.00061288,0.20166907,0.29321368,0.67377665,0.00040121,0.41319478
-4.99149575,1.54772554,0.26837953,0.30883508,0.00062670,0.20315778,0.29699864,0.69449309,0.00040322,0.41546874
-4.98549275,1.57476495,0.27494733,0.30885864,0.00064175,0.20479824,0.30126181,0.71545717,0.00040630,0.41836145
-4.97948974,1.60281563,0.28214504,0.30890836,0.00065766,0.20667461,0.30613667,0.73643161,0.00041021,0.42205552
-4.97348674,1.63189991,0.28998656,0.30906771,0.00067401,0.20886549,0.31174526,0.75716444,0.00041467,0.42671538
-4.96748374,1.66198962,0.29846962,0.30941189,0.00069038,0.21143957,0.31819029,0.77739389,0.00041942,0.43247870
-4.96148074,1.69299579,0.30757243,0.31000427,0.00070634,0.21445127,0.32554744,0.79685283,0.00042417,0.43944805
-4.95547774,1.72475854,0.31725043,0.31089283,0.00072145,0.21793672,0.33385818,0.81527266,0.00042865,0.44768296
-4.94947474,1.75703812,0.32743373,0.31210681,0.00073529,0.22191012,0.34312369,0.83238681,0.00043259,0.45719317
-4.94347174,1.78950786,0.33802517,0.31365382,0.00074749,0.22636088,0.35330015,0.84793371,0.00043577,0.46793313
-4.93746873,1.82174994,0.34889951,0.31551757,0.00075768,0.23125168,0.36429571,0.86165941,0.00043795,0.47979852
-4.93146573,1.85325480,0.35990357,0.31765647,0.00076553,0.23651753,0.37596960,0.87332012,0.00043897,0.49262482
-4.92546273,1.88342481,0.37085787,0.32000319,0.00077079,0.24206612,0.38813333,0.88268462,0.00043865,0.50618851
-4.91945973,1.91158274,0.38155949,0.32246540,0.00077321,0.24777939,0.40055421,0.88953694,0.00043688,0.52021068
-4.91345673,1.93698521,0.39178632,0.32492776,0.00077262,0.25351643,0.41296110,0.89367926,0.00043358,0.53436348
-4.90745373,1.95884100,0.40130264,0.32725504,0.00076891,0.25911749,0.42505224,0.89493525,0.00042868,0.54827887
-4.90145073,1.97633380,0.40986576,0.32929643,0.00076201,0.26440917,0.43650484,0.89315385,0.00042217,0.56155980
-4.89544772,1.98864869,0.41723358,0.33089082,0.00075189,0.26921037,0.44698610,0.88821331,0.00041405,0.57379312
-4.88944472,1.99500120,0.42317268,0.33187288,0.00073860,0.27333895,0.45616516,0.88002553,0.00040437,0.58456382
-4.88344172,1.99466778,0.42746673,0.33207963,0.00072223,0.27661864,0.46372547,0.86854040,0.00039320,0.59347003
-4.87743872,1.98701612,0.42992460,0.33135724,0.00070291,0.27888598,0.46937694,0.85374991,0.00038062,0.60013805
-4.87143572,1.97153388,0.43038803,0.32956770,0.00068082,0.27999691,0.47286740,0.83569165,0.00036676,0.60423671
-4.86543272,1.94785416,0.42873833,0.32659497,0.00065620,0.27983278,0.47399280,0.81445151,0.00035174,0.60549042
-4.85942971,1.91577644,0.42490173,0.32235047,0.00062929,0.27830530,0.47260559,0.79016523,0.00033572,0.60369022
-4.85342671,1.87528182,0.41885331,0.31677741,0.00060041,0.27536048,0.46862103,0.76301854,0.00031886,0.59870248
-4.84742371,1.82654143,0.41061903,0.30985389,0.00056986,0.27098109,0.46202103,0.73324571,0.00030133,0.59047457
-4.84142071,1.76991775,0.40027593,0.30159461,0.00053799,0.26518777,0.45285540,0.70112643,0.00028331,0.57903751
-4.83541771,1.70595849,0.38795045,0.29205097,0.00050515,0.25803857,0.44124056,0.66698106,0.00026498,0.56450534
-4.82941471,1.63538332,0.37381490,0.28130982,0.00047169,0.24962708,0.42735564,0.63116425,0.00024652,0.54707130
-4.82341171,1.55906401,0.35808224,0.26949066,0.00043797,0.24007927,0.41143638,0.59405725,0.00022810,0.52700118
-4.81740870,1.47799901,0.34099957,0.25674166,0.00040434,0.22954906,0.39376703,0.55605912,0.00020990,0.50462393
-4.81140570,1.39328359,0.32284032,0.24323460,0.00037112,0.21821309,0.37467068,0.51757726,0.00019206,0.48032031
-4.80540270,1.30607697,0.30389591,0.22915907,0.00033862,0.20626468,0.35449850,0.47901758,0.00017474,0.45450990
-4.79939970,1.21756795,0.28446690,0.21471612,0.00030712,0.19390752,0.33361841,0.44077484,0.00015806,0.42763718
-4.79339670,1.12894057,0.26485416,0.20011168,0.00027685,0.18134913,0.31240350,0.40322343,0.00014213,0.40015733
-4.78739370,1.04134110,0.24535046,0.18555021,0.00024804,0.16879457,0.29122093,0.36670914,0.00012704,0.37252224
-4.78139070,0.95584788,0.22623261,0.17122852,0.00022084,0.15644045,0.27042147,0.33154198,0.00011287,0.34516738
-4.77538769,0.87344478,0.20775470,0.15733029,0.00019539,0.14446962,0.25033014,0.29799067,0.00009966,0.31849988
-4.76938469,0.79499938,0.19014227,0.14402132,0.00017177,0.13304657,0.23123823,0.26627851,0.00008745,0.29288835
-4.76338169,0.72124617,0.17358791,0.13144569,0.00015004,0.12231376,0.21339688,0.23658111,0.00007626,0.26865457
-4.75737869,0.65277522,0.15824811,0.11972291,0.00013021,0.11238881,0.19701227,0.20902569,0.00006608,0.24606726
-4.75137569,0.59002612,0.14424146,0.10894603,0.00011227,0.10336276,0.18224253,0.18369201,0.00005690,0.22533795
-4.74537269,0.53328716,0.13164811,0.09918083,0.00009618,0.09529921,0.16919625,0.16061468,0.00004868,0.20661905
-4.73936968,0.48269914,0.12051050,0.09046588,0.00008186,0.08823434,0.15793260,0.13978676,0.00004139,0.19000382
-4.73336668,0.43826339,0.11083498,0.08281346,0.00006923,0.08217778,0.14846284,0.12116420,0.00003498,0.17552812
-4.72736368,0.39985322,0.10259452,0.07621124,0.00005819,0.07711420,0.14075305,0.10467117,0.00002938,0.16317379
-4.72136068,0.36722814,0.09573200,0.07062455,0.00004862,0.07300541,0.13472792,0.09020563,0.00002455,0.15287329
-4.71535768,0.34005011,0.09016413,0.06599911,0.00004040,0.06979304,0.13027546,0.07764535,0.00002042,0.14451544
-4.70935468,0.31790110,0.08578573,0.06226415,0.00003343,0.06740149,0.12725228,0.06685368,0.00001692,0.13795185
-4.70335168,0.30030145,0.08247427,0.05933569,0.00002758,0.06574122,0.12548944,0.05768535,0.00001402,0.13300391
-4.69734867,0.28672822,0.08009450,0.05712000,0.00002275,0.06471210,0.12479852,0.04999172,0.00001164,0.12947009
-4.69134567,0.27663329,0.07850300,0.05551696,0.00001884,0.06420683,0.12497784,0.04362573,0.00000975,0.12713320
-4.68534267,0.26946065,0.07755267,0.05442343,0.00001575,0.06411435,0.12581870,0.03844628,0.00000831,0.12576758
-4.67933967,0.26466250,0.07709690,0.05373638,0.00001341,0.06432308,0.12711134,0.03432198,0.00000729,0.12514595
-4.67333667,0.26171414,0.07699352,0.05335588,0.00001176,0.06472397,0.12865072,0.03113443,0.00000666,0.12504583
-4.66733367,0.26012707,0.07710826,0.05318768,0.00001075,0.06521337,0.13024179,0.02878089,0.00000642,0.12525536
-4.66133067,0.25946048,0.07731790,0.05314561,0.00001035,0.06569545,0.13170420,0.02717636,0.00000657,0.12557842
-4.65532766,0.25933082,0.07751280,0.05315351,0.00001056,0.06608441,0.13287645,0.02625528,0.00000713,0.12583902
-4.64932466,0.25941935,0.07759908,0.05314687,0.00001138,0.06630622,0.13361924,0.02597260,0.00000812,0.12588486
-4.64332166,0.25947770,0.07750008,0.05307401,0.00001281,0.06629994,0.13381810,0.02630450,0.00000959,0.12559000
