energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.78989495,6.07174843,0.03086787,0.67064525,0.56298271,0.41905027,1.71649494,2.32745663,0.05190748,2.65090038
-5.78389195,6.03089152,0.03099582,0.66357271,0.55983994,0.42156693,1.71241319,2.30554450,0.05081279,2.63430849
-5.77788894,5.98715016,0.03110216,0.65725341,0.55641974,0.42385748,1.70788426,2.28273222,0.04973900,2.61528479
-5.77188594,5.94059123,0.03118055,0.65166517,0.55273251,0.42589057,1.70281020,2.25910616,0.04869843,2.59390119
-5.76588294,5.89125898,0.03122468,0.64676984,0.54877512,0.42763910,1.69708917,2.23473834,0.04770234,2.57022846
-5.75987994,5.83917764,0.03122858,0.64251460,0.54453167,0.42908055,1.69061837,2.20968619,0.04676072,2.54433629
-5.75387694,5.78435692,0.03118695,0.63883398,0.53997506,0.43019728,1.68329771,2.18399387,0.04588226,2.51629450
-5.74787394,5.72680022,0.03109542,0.63565248,0.53506939,0.43097652,1.67503418,2.15769500,0.04507422,2.48617537
-5.74187094,5.66651502,0.03095088,0.63288784,0.52977283,0.43141025,1.66574668,2.13081659,0.04434238,2.45405677
-5.73586793,5.60352499,0.03075160,0.63045451,0.52404110,0.43149497,1.65537115,2.10338400,0.04369105,2.42002625
-5.72986493,5.53788324,0.03049747,0.62826746,0.51783116,0.43123138,1.64386591,2.07542665,0.04312302,2.38418568
-5.72386193,5.46968632,0.03019007,0.62624595,0.51110506,0.43062410,1.63121689,2.04698411,0.04263967,2.34665635
-5.71785893,5.39908818,0.02983272,0.62431723,0.50383377,0.42968145,1.61744269,2.01811244,0.04224092,2.30758429
-5.71185593,5.32631361,0.02943047,0.62241987,0.49600069,0.42841538,1.60259922,1.98889024,0.04192541,2.26714571
-5.70585293,5.25167058,0.02899005,0.62050686,0.48760489,0.42684155,1.58678375,1.95942425,0.04169054,2.22555204
-5.69984992,5.17556075,0.02851971,0.61854797,0.47866368,0.42497959,1.57013821,1.92985412,0.04153260,2.18305462
-5.69384692,5.09848755,0.02802911,0.61653164,0.46921462,0.42285359,1.55285146,1.90035601,0.04144694,2.13994852
-5.68784392,5.02106114,0.02752912,0.61446598,0.45931668,0.42049270,1.53516037,1.87114481,0.04142807,2.09657529
-5.68184092,4.94399968,0.02703155,0.61237903,0.44905058,0.41793183,1.51734951,1.84247460,0.04146988,2.05332427
-5.67583792,4.86812632,0.02654896,0.61031814,0.43851826,0.41521236,1.49974924,1.81463729,0.04156575,2.01063231
-5.66983492,4.79436146,0.02609435,0.60834837,0.42784147,0.41238281,1.48273194,1.78795918,0.04170873,1.96898146
-5.66383192,4.72370996,0.02568091,0.60655011,0.41715942,0.40949919,1.46670647,1.76279545,0.04189169,1.92889456
-5.65782891,4.65724322,0.02532169,0.60501575,0.40662569,0.40662518,1.45211057,1.73952268,0.04210744,1.89092852
-5.65182591,4.59607633,0.02502932,0.60384568,0.39640449,0.40383183,1.43940141,1.71852938,0.04234885,1.85566534
-5.64582291,4.54134071,0.02481570,0.60314365,0.38666616,0.40119677,1.42904433,1.70020504,0.04260895,1.82370087
-5.63981991,4.49415293,0.02469168,0.60301170,0.37758248,0.39880298,1.42150011,1.68492791,0.04288101,1.79563164
-5.63381691,4.45558085,0.02466677,0.60354484,0.36932153,0.39673692,1.41721097,1.67305200,0.04315861,1.77203995
-5.62781391,4.42660827,0.02474879,0.60482584,0.36204261,0.39508629,1.41658603,1.66489405,0.04343564,1.75347788
-5.62181091,4.40809980,0.02494367,0.60692029,0.35589127,0.39393729,1.41998652,1.66072083,0.04370642,1.74045064
-5.61580790,4.40076736,0.02525508,0.60987217,0.35099467,0.39337158,1.42771166,1.66073765,0.04396565,1.73340008
-5.60980490,4.40514026,0.02568428,0.61370037,0.34745754,0.39346318,1.43998558,1.66507851,0.04420853,1.73268898
-5.60380190,4.42154032,0.02622989,0.61839617,0.34535878,0.39427529,1.45694628,1.67379865,0.04443076,1.73858697
-5.59779890,4.45006371,0.02688776,0.62392204,0.34474894,0.39585737,1.47863690,1.68686983,0.04462861,1.75125871
-5.59179590,4.49057048,0.02765092,0.63021177,0.34564876,0.39824258,1.50500020,1.70417876,0.04479903,1.77075503
-5.58579290,4.54268287,0.02850957,0.63717200,0.34804864,0.40144580,1.53587627,1.72552883,0.04493973,1.79700756
-5.57978989,4.60579257,0.02945120,0.64468518,0.35190928,0.40546232,1.57100406,1.75064513,0.04504927,1.82982715
-5.57378689,4.67907706,0.03046079,0.65261375,0.35716335,0.41026733,1.61002652,1.77918272,0.04512725,1.86890642
-5.56778389,4.76152431,0.03152109,0.66080540,0.36371812,0.41581625,1.65249937,1.81073755,0.04517435,1.91382625
-5.56178089,4.85196479,0.03261302,0.66909912,0.37145907,0.42204595,1.69790309,1.84485974,0.04519251,1.96406614
-5.55577789,4.94910936,0.03371614,0.67733177,0.38025410,0.42887673,1.74565764,1.88106847,0.04518502,2.01901802
-5.54977489,5.05159124,0.03480921,0.68534470,0.38995835,0.43621505,1.79513928,1.91886773,0.04515659,2.07800279
-5.54377189,5.15800992,0.03587081,0.69299021,0.40041932,0.44395690,1.84569866,1.95776215,0.04511338,2.14028906
-5.53776888,5.26697488,0.03687997,0.70013731,0.41148203,0.45199150,1.89667944,1.99727213,0.04506301,2.20511316
-5.53176588,5.37714715,0.03781683,0.70667663,0.42299411,0.46020533,1.94743650,2.03694752,0.04501448,2.27169957
-5.52576288,5.48727646,0.03866331,0.71252409,0.43481048,0.46848615,1.99735303,2.07637917,0.04497804,2.33928086
-5.51975988,5.59623261,0.03940365,0.71762318,0.44679744,0.47672696,2.04585574,2.11520785,0.04496503,2.40711647
-5.51375688,5.70302958,0.04002498,0.72194578,0.45883604,0.48482953,2.09242763,2.15313028,0.04498760,2.47450942
-5.50775388,5.80684167,0.04051771,0.72549142,0.47082463,0.49270765,2.13661791,2.18990191,0.04505844,2.54082053
-5.50175088,5.90701123,0.04087580,0.72828516,0.48268039,0.50028960,2.17804880,2.22533669,0.04519044,2.60547962
-5.49574787,6.00304830,0.04109699,0.73037419,0.49433994,0.50752015,2.21641927,2.25930390,0.04539629,2.66799357
-5.48974487,6.09462281,0.04118274,0.73182342,0.50575902,0.51436171,2.25150572,2.29172261,0.04568809,2.72795111
-5.48374187,6.18155028,0.04113812,0.73271042,0.51691120,0.52079493,2.28316000,2.32255399,0.04607701,2.78502442
-5.47773887,6.26377273,0.04097155,0.73311997,0.52778601,0.52681844,2.31130518,2.35179251,0.04657285,2.83896805
-5.47173587,6.34133608,0.04069438,0.73313859,0.53838629,0.53244815,2.33592958,2.37945635,0.04718373,2.88961523
-5.46573287,6.41436613,0.04032039,0.73284949,0.54872526,0.53771584,2.35707965,2.40557798,0.04791581,2.93687231
-5.45972986,6.48304452,0.03986523,0.73232814,0.55882332,0.54266737,2.37485223,2.43019537,0.04877301,2.98071179
-5.45372686,6.54758641,0.03934572,0.73163881,0.56870475,0.54736045,2.38938675,2.45334462,0.04975688,3.02116436
-5.44772386,6.60822112,0.03877928,0.73083224,0.57839473,0.55186215,2.40085785,2.47505426,0.05086653,3.05831064
-5.44172086,6.66517652,0.03818324,0.72994452,0.58791647,0.55624617,2.40946868,2.49534162,0.05209857,3.09227277
-5.43571786,6.71866800,0.03757424,0.72899724,0.59728897,0.56058993,2.41544514,2.51421143,0.05344718,3.12320644
-5.42971486,6.76889188,0.03696774,0.72799888,0.60652517,0.56497168,2.41903111,2.53165652,0.05490430,3.15129338
-5.42371186,6.81602314,0.03637752,0.72694720,0.61563073,0.56946749,2.42048461,2.54766050,0.05645975,3.17673448
-5.41770885,6.86021672,0.03581540,0.72583254,0.62460343,0.57414829,2.42007474,2.56220201,0.05810152,3.19974351
-5.41170585,6.90161161,0.03529096,0.72464161,0.63343299,0.57907700,2.41807903,2.57526007,0.05981604,3.22054135
-5.40570285,6.94033639,0.03481145,0.72336162,0.64210149,0.58430583,2.41478107,2.58682001,0.06158844,3.23935063
-5.39969985,6.97651526,0.03438174,0.72198438,0.65058404,0.58987366,2.41046784,2.59687932,0.06340291,3.25639051
-5.39369685,7.01027317,0.03400443,0.72050999,0.65884978,0.59580379,2.40542671,2.60545296,0.06524294,3.27187154
-5.38769385,7.04173924,0.03368000,0.71894995,0.66686296,0.60210193,2.39994153,2.61257743,0.06709165,3.28599037
-5.38169085,7.07104743,0.03340703,0.71732942,0.67458402,0.60875462,2.39428805,2.61831342,0.06893198,3.29892437
-5.37568784,7.09833428,0.03318245,0.71568842,0.68197062,0.61572816,2.38872829,2.62274643,0.07074700,3.31082609
-5.36968484,7.12373335,0.03300184,0.71408198,0.68897849,0.62296810,2.38350416,2.62598558,0.07252006,3.32181778
-5.36368184,7.14736690,0.03285976,0.71257904,0.69556210,0.63039943,2.37883055,2.62816030,0.07423495,3.33198618
-5.35767884,7.16933521,0.03275001,0.71126035,0.70167507,0.63792739,2.37488820,2.62941531,0.07587611,3.34137786
-5.35167584,7.18970470,0.03266591,0.71021539,0.70727051,0.64543922,2.37181683,2.62990417,0.07742876,3.34999567
-5.34567284,7.20849589,0.03260056,0.70953846,0.71230113,0.65280657,2.36970905,2.62978180,0.07887902,3.35779643
-5.33966983,7.22567268,0.03254706,0.70932431,0.71671941,0.65988875,2.36860557,2.62919662,0.08021410,3.36469060
-5.33366683,7.24113407,0.03249870,0.70966341,0.72047784,0.66653669,2.36849227,2.62828285,0.08142245,3.37054410
-5.32766383,7.25470972,0.03244907,0.71063725,0.72352922,0.67259758,2.36929942,2.62715358,0.08249395,3.37518252
-5.32166083,7.26616028,0.03239226,0.71231396,0.72582741,0.67791987,2.37090356,2.62589518,0.08342014,3.37839802
-5.31565783,7.27518314,0.03232290,0.71474435,0.72732820,0.68235874,2.37313203,2.62456354,0.08419442,3.37995869
-5.30965483,7.28142382,0.03223626,0.71795874,0.72799070,0.68578157,2.37577015,2.62318240,0.08481231,3.37962035
-5.30365183,7.28449302,0.03212833,0.72196467,0.72777901,0.68807329,2.37857088,2.62174406,0.08527171,3.37714013
-5.29764882,7.28398836,0.03199586,0.72674555,0.72666420,0.68914147,2.38126648,2.62021247,0.08557311,3.37229156
-5.29164582,7.27952004,0.03183644,0.73226039,0.72462650,0.68892065,2.38358167,2.61852849,0.08571979,3.36488012
-5.28564282,7.27073877,0.03164852,0.73844449,0.72165761,0.68737596,2.38524747,2.61661709,0.08571799,3.35475863
-5.27963982,7.25736435,0.03143150,0.74521104,0.71776288,0.68450567,2.38601495,2.61439600,0.08557702,3.34184140
-5.27363682,7.23921296,0.03118570,0.75245350,0.71296321,0.68034258,2.38566808,2.61178521,0.08530920,3.32611639
-5.26763382,7.21622122,0.03091248,0.76004862,0.70729655,0.67495409,2.38403485,2.60871680,0.08492980,3.30765425
-5.26163082,7.18846524,0.03061418,0.76785989,0.70081868,0.66844096,2.38099589,2.60514418,0.08445683,3.28661388
-5.25562781,7.15617308,0.03029418,0.77574119,0.69360324,0.66093478,2.37648999,2.60105041,0.08391065,3.26324351
-5.24962481,7.11972940,0.02995682,0.78354051,0.68574088,0.65259415,2.37051625,2.59645469,0.08331358,3.23787735
-5.24362181,7.07967148,0.02960738,0.79110356,0.67733736,0.64359978,2.36313254,2.59141669,0.08268929,3.21092739
-5.23761881,7.03667645,0.02925199,0.79827712,0.66851080,0.63414865,2.35445033,2.58603826,0.08206210,3.18287088
-5.23161581,6.99154002,0.02889750,0.80491204,0.65938800,0.62444757,2.34462635,2.58046233,0.08145631,3.15423356
-5.22561281,6.94514747,0.02855131,0.81086582,0.65009997,0.61470624,2.33385148,2.57486898,0.08089530,3.12556977
-5.21960980,6.89843846,0.02822121,0.81600481,0.64077702,0.60513034,2.32233758,2.56946868,0.08040077,3.09744002
-5.21360680,6.85236716,0.02791513,0.82020602,0.63154349,0.59591467,2.31030325,2.56449315,0.07999191,3.07038740
-5.20760380,6.80786008,0.02764091,0.82335858,0.62251250,0.58723694,2.29795933,2.56018414,0.07968464,3.04491387
-5.20160080,6.76577370,0.02740601,0.82536497,0.61378097,0.57925226,2.28549521,2.55678083,0.07949092,3.02145776
-5.19559780,6.72685435,0.02721728,0.82614212,0.60542532,0.57208867,2.27306683,2.55450639,0.07941823,3.00037372
-5.18959480,6.69170249,0.02708066,0.82562243,0.59749789,0.56584388,2.26078713,2.55355457,0.07946917,2.98191616
-5.18359180,6.66074364,0.02700095,0.82375476,0.59002464,0.56058338,2.24871974,2.55407689,0.07964121,2.96622720
-5.17758879,6.63420731,0.02698158,0.82050553,0.58300400,0.55633996,2.23687611,2.55617135,0.07992671,2.95332968
-5.17158579,6.61211551,0.02702443,0.81585986,0.57640713,0.55311464,2.22521650,2.55987317,0.08031307,2.94312593
-5.16558279,6.59428132,0.02712967,0.80982274,0.57017963,0.55087897,2.21365461,2.56514813,0.08078311,2.93540210
-5.15957979,6.58031779,0.02729571,0.80242025,0.56424450,0.54957858,2.20206561,2.57188908,0.08131567,2.92983822
-5.15357679,6.56965670,0.02751918,0.79370061,0.55850637,0.54913769,2.19029700,2.57991569,0.08188632,2.92602315
-5.14757379,6.56157633,0.02779498,0.78373505,0.55285674,0.54946444,2.17818166,2.58897774,0.08246826,2.92347405
-5.14157079,6.55523668,0.02811637,0.77261836,0.54717985,0.55045675,2.16555217,2.59876174,0.08303336,2.92165910
-5.13556778,6.54972050,0.02847519,0.76046889,0.54135903,0.55200833,2.15225551,2.60890076,0.08355313,2.92002249
-5.12956478,6.54407788,0.02886207,0.74742802,0.53528317,0.55401456,2.13816721,2.61898695,0.08399989,2.91801037
-5.12356178,6.53737222,0.02926677,0.73365893,0.52885283,0.55637799,2.12320413,2.62858634,0.08434780,2.91509647
-5.11755878,6.52872530,0.02967843,0.71934453,0.52198592,0.55901308,2.10733494,2.63725516,0.08457384,2.91080615
-5.11155578,6.51735916,0.03008599,0.70468473,0.51462241,0.56185007,2.09058779,2.64455699,0.08465868,2.90473766
-5.10555278,6.50263282,0.03047854,0.68989284,0.50672801,0.56483765,2.07305473,2.65007996,0.08458744,2.89657969
-5.09954977,6.48407208,0.03084565,0.67519136,0.49829665,0.56794441,2.05489250,2.65345325,0.08435017,2.88612430
-5.09354677,6.46139105,0.03117773,0.66080719,0.48935151,0.57115899,2.03631981,2.65436195,0.08394222,2.87327474
-5.08754377,6.43450457,0.03146634,0.64696642,0.47994474,0.57448891,2.01761112,2.65255990,0.08336436,2.85804789
-5.08154077,6.40353083,0.03170439,0.63388896,0.47015582,0.57795828,1.99908737,2.64787956,0.08262263,2.84057116
-5.07553777,6.36878448,0.03188639,0.62178313,0.46008865,0.58160435,1.98110408,2.64023877,0.08172805,2.82107428
-5.06953477,6.33076044,0.03200854,0.61084039,0.44986760,0.58547333,1.96403746,2.62964387,0.08069607,2.79987628
-5.06353177,6.29010937,0.03206878,0.60123060,0.43963265,0.58961550,1.94826921,2.61618910,0.07954588,2.77736858
-5.05752876,6.24760610,0.03206676,0.59309771,0.42953389,0.59408011,1.93417064,2.60005234,0.07829959,2.75399476
-5.05152576,6.20411235,0.03200377,0.58655621,0.41972562,0.59891015,1.92208696,2.58148732,0.07698127,2.73022839
-5.04552276,6.16053566,0.03188257,0.58168841,0.41036036,0.60413745,1.91232234,2.56081271,0.07561597,2.70654963
-5.03951976,6.11778627,0.03170717,0.57854251,0.40158294,0.60977827,1.90512628,2.53839849,0.07422870,2.68342199
-5.03351676,6.07673388,0.03148258,0.57713160,0.39352491,0.61582958,1.90068195,2.51465035,0.07284348,2.66127016
-5.02751376,6.03816630,0.03121458,0.57743354,0.38629967,0.62226639,1.89909686,2.48999266,0.07148241,2.64045990
-5.02151076,6.00275160,0.03090936,0.57939153,0.37999817,0.62904012,1.90039613,2.46485093,0.07016494,2.62128106
-5.01550775,5.97100547,0.03057330,0.58291558,0.37468568,0.63607807,1.90451868,2.43963432,0.06890719,2.60393416
-5.00950475,5.94326516,0.03021266,0.58788446,0.37039945,0.64328421,1.91131637,2.41471920,0.06772148,2.58852140
-5.00350175,5.91967109,0.02983341,0.59414828,0.36714754,0.65054104,1.92055607,2.39043430,0.06661611,2.57504218
-4.99749875,5.90015684,0.02944098,0.60153155,0.36490867,0.65771253,1.93192475,2.36704808,0.06559518,2.56339349
-4.99149575,5.88444803,0.02904019,0.60983656,0.36363324,0.66464807,1.94503713,2.34475899,0.06465880,2.55337487
-4.98549275,5.87207007,0.02863511,0.61884709,0.36324532,0.67118714,1.95944596,2.32368875,0.06380329,2.54469797
-4.97948974,5.86236450,0.02822906,0.62833241,0.36364558,0.67716455,1.97465438,2.30387919,0.06302164,2.53699990
-4.97348674,5.85451327,0.02782468,0.63805150,0.36471511,0.68241606,1.99013012,2.28529244,0.06230412,2.52986000
-4.96748374,5.84756991,0.02742394,0.64775737,0.36631979,0.68678413,2.00532108,2.26781467,0.06163894,2.52281916
-4.96148074,5.84049640,0.02702827,0.65720165,0.36831524,0.69012352,2.01967179,2.25126296,0.06101295,2.51540079
-4.95547774,5.83220410,0.02663873,0.66613926,0.37055200,0.69230660,2.03264032,2.23539502,0.06041246,2.50713256
-4.94947474,5.82159723,0.02625612,0.67433312,0.37288081,0.69322811,2.04371506,2.21992135,0.05982397,2.49756783
-4.94347174,5.80761678,0.02588116,0.68155894,0.37515776,0.69280920,2.05243086,2.20451914,0.05923487,2.48630602
-4.93746873,5.78928344,0.02551461,0.68760989,0.37724910,0.69100064,2.05838395,2.18884738,0.05863405,2.47301076
-4.93146573,5.76573723,0.02515738,0.69230120,0.37903554,0.68778497,2.06124522,2.17256246,0.05801243,2.45742526
-4.92546273,5.73627265,0.02481064,0.69547437,0.38041581,0.68317768,2.06077123,2.15533354,0.05736335,2.43938409
-4.91945973,5.70036750,0.02447582,0.69700105,0.38130945,0.67722722,2.05681269,2.13685717,0.05668274,2.41882093
-4.91345673,5.65770426,0.02415463,0.69678633,0.38165857,0.67001387,2.04931987,2.11687027,0.05596931,2.39577199
-4.90745373,5.60818327,0.02384902,0.69477133,0.38142874,0.66164763,2.03834486,2.09516127,0.05522437,2.37037492
-4.90145073,5.55192690,0.02356107,0.69093494,0.38060872,0.65226504,2.02404038,2.07157868,0.05445171,2.34286339
-4.89544772,5.48927485,0.02329290,0.68529463,0.37920931,0.64202512,2.00665511,2.04603700,0.05365727,2.31355751
-4.88944472,5.42077064,0.02304648,0.67790617,0.37726127,0.63110456,1.98652579,2.01851961,0.05284866,2.28285071
-4.88344172,5.34714012,0.02282350,0.66886233,0.37481246,0.61969237,1.96406607,1.98907865,0.05203475,2.25119363
-4.87743872,5.26926289,0.02262520,0.65829039,0.37192435,0.60798417,1.93975268,1.95783211,0.05122510,2.21907574
-4.87143572,5.18813812,0.02245222,0.64634869,0.36866817,0.59617621,1.91410927,1.92495804,0.05042942,2.18700569
-4.86543272,5.10484629,0.02230445,0.63322223,0.36512069,0.58445962,1.88768857,1.89068664,0.04965707,2.15549121
-4.85942971,5.02050869,0.02218096,0.61911743,0.36136019,0.57301481,1.86105355,1.85529024,0.04891661,2.12501949
-4.85342671,4.93624656,0.02207997,0.60425633,0.35746244,0.56200644,1.83475825,1.81907207,0.04821541,2.09603897
-4.84742371,4.85314173,0.02199881,0.58887043,0.35349722,0.55157911,1.80932919,1.78235412,0.04755934,2.06894327
-4.84142071,4.77220057,0.02193401,0.57319437,0.34952534,0.54185384,1.78524793,1.74546491,0.04695264,2.04405807
-4.83541771,4.69432283,0.02188143,0.55745978,0.34559635,0.53292566,1.76293568,1.70872756,0.04639782,2.02163132
-4.82941471,4.62027668,0.02183639,0.54188946,0.34174709,0.52486225,1.74274045,1.67244894,0.04589572,2.00182726
-4.82341171,4.55068094,0.02179394,0.52669224,0.33800104,0.51770374,1.72492746,1.63691021,0.04544568,1.98472443
-4.81740870,4.48599518,0.02174905,0.51205856,0.33436848,0.51146366,1.70967296,1.60235926,0.04504580,1.97031751
-4.81140570,4.42651769,0.02169695,0.49815711,0.33084754,0.50613100,1.69706187,1.56900534,0.04469326,1.95852299
-4.80540270,4.37239142,0.02163337,0.48513238,0.32742582,0.50167323,1.68708929,1.53701603,0.04438469,1.94918803
-4.79939970,4.32361686,0.02155481,0.47310349,0.32408267,0.49804013,1.67966563,1.50651660,0.04411659,1.94210219
-4.79339670,4.28007123,0.02145883,0.46216390,0.32079185,0.49516831,1.67462518,1.47759173,0.04388570,1.93701126
-4.78739370,4.24153250,0.02134425,0.45238230,0.31752445,0.49298603,1.67173758,1.45028921,0.04368941,1.93363237
-4.78139070,4.20770680,0.02121129,0.44380428,0.31425189,0.49141828,1.67072162,1.42462562,0.04352602,1.93166977
-4.77538769,4.17825757,0.02106170,0.43645477,0.31094877,0.49039163,1.67126071,1.40059316,0.04339503,1.93083023
-4.76938469,4.15283475,0.02089879,0.43034103,0.30759552,0.48983883,1.67301907,1.37816755,0.04329722,1.93083753
-4.76338169,4.13110242,0.02072737,0.42545595,0.30418057,0.48970269,1.67565801,1.35731626,0.04323470,1.93144514
-4.75737869,4.11276336,0.02055365,0.42178152,0.30070207,0.48993922,1.67885148,1.33800657,0.04321085,1.93244672
-4.75137569,4.09757937,0.02038504,0.41929225,0.29716897,0.49051979,1.68230005,1.32021313,0.04323009,1.93368381
-4.74537269,4.08538638,0.02022990,0.41795830,0.29360150,0.49143221,1.68574281,1.30392442,0.04329763,1.93505058
-4.73936968,4.07610369,0.02009724,0.41774829,0.29003099,0.49268062,1.68896666,1.28914785,0.04341905,1.93649552
-4.73336668,4.06973729,0.01999636,0.41863163,0.28649911,0.49428437,1.69181268,1.27591329,0.04359990,1.93802011
-4.72736368,4.06637727,0.01993647,0.42058026,0.28305662,0.49627578,1.69417935,1.26427480,0.04384521,1.93967472
-4.72136068,4.06619002,0.01992633,0.42356988,0.27976159,0.49869706,1.69602278,1.25431062,0.04415898,1.94155226
-4.71535768,4.06940586,0.01997383,0.42758058,0.27667742,0.50159648,1.69735408,1.24612153,0.04454374,1.94377993
-4.70935468,4.07630339,0.02008569,0.43259702,0.27387060,0.50502411,1.69823413,1.23982769,0.04500012,1.94650981
-4.70335168,4.08719158,0.02026712,0.43860805,0.27140841,0.50902739,1.69876645,1.23556437,0.04552651,1.94990884
-4.69734867,4.10239115,0.02052158,0.44560615,0.26935675,0.51364668,1.69908856,1.23347672,0.04611882,1.95414896
-4.69134567,4.12221624,0.02085058,0.45358642,0.26777807,0.51891128,1.69936248,1.23371416,0.04677040,1.95939787
-4.68534267,4.14695763,0.02125358,0.46254559,0.26672961,0.52483599,1.69976497,1.23642456,0.04747198,1.96581101
-4.67933967,4.17686852,0.02172798,0.47248076,0.26626200,0.53141847,1.70047820,1.24174862,0.04821192,1.97352514
-4.67333667,4.21215322,0.02226913,0.48338822,0.26641819,0.53863762,1.70168107,1.24981466,0.04897643,1.98265372
-4.66733367,4.25295946,0.02287049,0.49526227,0.26723281,0.54645297,1.70354177,1.26073421,0.04975005,1.99328422
-4.66133067,4.29937388,0.02352382,0.50809398,0.26873186,0.55480527,1.70621179,1.27459811,0.05051613,2.00547721
-4.65532766,4.35142080,0.02421942,0.52187008,0.27093281,0.56361803,1.70982128,1.29147363,0.05125747,2.01926709
-4.64932466,4.40906330,0.02494647,0.53657183,0.27384482,0.57280008,1.71447598,1.31140219,0.05195699,2.03466395
-4.64332166,4.47220606,0.02569334,0.55217383,0.27746931,0.58224886,1.72025534,1.33439764,0.05259836,2.05165620
