energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.77188594,3.59097300,0.00814444,0.27256100,0.70181864,0.21578812,1.08190437,1.78764536,0.02805054,1.40525847
-5.76588294,3.56525131,0.00812564,0.26319684,0.69016092,0.21407273,1.05806500,1.78975712,0.02686666,1.39494369
-5.75987994,3.53916208,0.00810856,0.25441581,0.67931384,0.21258710,1.03318636,1.79223893,0.02574008,1.38319779
-5.75387694,3.51250552,0.00809128,0.24622379,0.66909047,0.21129253,1.00753073,1.79485111,0.02466691,1.36996167
-5.74787394,3.48518783,0.00807251,0.23862400,0.65932779,0.21015522,0.98138710,1.79739057,0.02364388,1.35524726
-5.74187094,3.45721343,0.00805161,0.23161661,0.64988785,0.20914737,0.95506148,1.79968900,0.02266847,1.33913444
-5.73586793,3.42867341,0.00802859,0.22519836,0.64065822,0.20824787,0.92886711,1.80160963,0.02173898,1.32176557
-5.72986493,3.39973107,0.00800411,0.21936228,0.63155153,0.20744280,0.90311490,1.80304315,0.02085457,1.30333778
-5.72386193,3.37060588,0.00797942,0.21409753,0.62250424,0.20672552,0.87810453,1.80390322,0.02001532,1.28409361
-5.71785893,3.34155687,0.00795633,0.20938951,0.61347502,0.20609642,0.85411660,1.80412217,0.01922221,1.26431032
-5.71185593,3.31286670,0.00793710,0.20522019,0.60444248,0.20556254,0.83140604,1.80364736,0.01847703,1.24428856
-5.70585293,3.28482711,0.00792442,0.20156888,0.59540284,0.20513678,0.81019701,1.80243848,0.01778243,1.22434071
-5.69984992,3.25772676,0.00792127,0.19841310,0.58636724,0.20483704,0.79067939,1.80046618,0.01714183,1.20477968
-5.69384692,3.23184177,0.00793088,0.19572986,0.57735926,0.20468521,0.77300677,1.79771188,0.01655935,1.18590823
-5.68784392,3.20742951,0.00795663,0.19349712,0.56841235,0.20470603,0.75729608,1.79416912,0.01603983,1.16800971
-5.68184092,3.18472546,0.00800200,0.19169537,0.55956765,0.20492596,0.74362846,1.78984593,0.01558872,1.15134005
-5.67583792,3.16394326,0.00807050,0.19030932,0.55087194,0.20537206,0.73205149,1.78476827,0.01521210,1.13612162
-5.66983492,3.14527746,0.00816559,0.18932950,0.54237597,0.20607092,0.72258232,1.77898407,0.01491659,1.12253899
-5.66383192,3.12890856,0.00829066,0.18875385,0.53413315,0.20704775,0.71521158,1.77256760,0.01470935,1.11073658
-5.65782891,3.11500970,0.00844893,0.18858895,0.52619860,0.20832559,0.70990789,1.76562361,0.01459800,1.10081833
-5.65182591,3.10375443,0.00864343,0.18885113,0.51862848,0.20992468,0.70662254,1.75829104,0.01459054,1.09284906
-5.64582291,3.09532463,0.00887696,0.18956704,0.51147971,0.21186208,0.70529429,1.75074576,0.01469529,1.08685758
-5.63981991,3.08991809,0.00915194,0.19077396,0.50480987,0.21415146,0.70585403,1.74320211,0.01492073,1.08284101
-5.63381691,3.08775489,0.00947045,0.19251951,0.49867742,0.21680312,0.70822897,1.73591287,0.01527537,1.08077013
-5.62781391,3.08908197,0.00983406,0.19486095,0.49314197,0.21982424,0.71234645,1.72916755,0.01576752,1.08059539
-5.62181091,3.09417548,0.01024380,0.19786397,0.48826467,0.22321921,0.71813700,1.72328878,0.01640506,1.08225304
-5.61580790,3.10334023,0.01070007,0.20160097,0.48410867,0.22699028,0.72553665,1.71862694,0.01719515,1.08567115
-5.60980490,3.11690624,0.01120252,0.20614887,0.48073952,0.23113813,0.73448843,1.71555281,0.01814391,1.09077506
-5.60380190,3.13522208,0.01175002,0.21158661,0.47822545,0.23566264,0.74494297,1.71444865,0.01925603,1.09749185
-5.59779890,3.15864508,0.01234057,0.21799218,0.47663761,0.24056366,0.75685821,1.71569779,0.02053440,1.10575379
-5.59179590,3.18752864,0.01297125,0.22543945,0.47605008,0.24584165,0.77019834,1.71967301,0.02197970,1.11550026
-5.58579290,3.22220716,0.01363822,0.23399489,0.47653978,0.25149836,0.78493196,1.72672420,0.02359002,1.12667836
-5.57978989,3.26297898,0.01433669,0.24371420,0.47818621,0.25753727,0.80102965,1.73716561,0.02536042,1.13924202
-5.57378689,3.31008832,0.01506098,0.25463902,0.48107095,0.26396396,0.81846108,1.75126324,0.02728269,1.15314975
-5.56778389,3.36370689,0.01580462,0.26679392,0.48527719,0.27078618,0.83719194,1.76922288,0.02934502,1.16836142
-5.56178089,3.42391645,0.01656042,0.28018375,0.49088909,0.27801379,0.85718083,1.79117929,0.03153183,1.18483409
-5.55577789,3.49069316,0.01732063,0.29479150,0.49799112,0.28565843,0.87837649,1.81718714,0.03382374,1.20251756
-5.54977489,3.56389486,0.01807715,0.31057682,0.50666744,0.29373306,0.90071548,1.84721412,0.03619762,1.22134984
-5.54377189,3.64325246,0.01882167,0.32747538,0.51700137,0.30225125,0.92412066,1.88113668,0.03862676,1.24125322
-5.53776888,3.72836597,0.01954597,0.34539897,0.52907494,0.31122639,0.94850065,1.91873886,0.04108129,1.26213105
-5.53176588,3.81870630,0.02024208,0.36423672,0.54296866,0.32067079,0.97375039,1.95971437,0.04352865,1.28386597
-5.52576288,3.91362289,0.02090255,0.38385720,0.55876141,0.33059479,0.99975302,2.00367207,0.04593424,1.30631966
-5.51975988,4.01235756,0.02152065,0.40411144,0.57653053,0.34100591,1.02638287,2.05014494,0.04826221,1.32933433
-5.51375688,4.11406433,0.02209056,0.42483702,0.59635213,0.35190803,1.05350976,2.09860219,0.05047637,1.35273621
-5.50775388,4.21783471,0.02260756,0.44586274,0.61830141,0.36330089,1.08100427,2.14846441,0.05254110,1.37634076
-5.50175088,4.32272753,0.02306812,0.46701413,0.64245323,0.37517968,1.10874374,2.19912108,0.05442238,1.39995965
-5.49574787,4.42780234,0.02347004,0.48811927,0.66888252,0.38753497,1.13661889,2.24994999,0.05608882,1.42340900
-5.48974487,4.53215480,0.02381243,0.50901486,0.69766475,0.40035295,1.16454040,2.30033770,0.05751254,1.44651867
-5.48374187,4.63495266,0.02409575,0.52955229,0.72887628,0.41361595,1.19244527,2.34970038,0.05867014,1.46914197
-5.47773887,4.73547053,0.02432173,0.54960334,0.76259439,0.42730335,1.22030248,2.39750405,0.05954335,1.49116532
-5.47173587,4.83312186,0.02449332,0.56906533,0.79889719,0.44139275,1.24811753,2.44328347,0.06011973,1.51251730
-5.46573287,4.92748655,0.02461450,0.58786549,0.83786307,0.45586141,1.27593557,2.48665880,0.06039296,1.53317653
-5.45972986,5.01833258,0.02469021,0.60596423,0.87956995,0.47068784,1.30384275,2.52734932,0.06036314,1.55317784
-5.45372686,5.10563081,0.02472607,0.62335724,0.92409399,0.48585361,1.33196568,2.56518364,0.06003671,1.57261650
-5.44772386,5.18956173,0.02472828,0.64007620,0.97150804,0.50134505,1.36046885,2.60010582,0.05942626,1.59164987
-5.44172086,5.27051377,0.02470335,0.65618810,1.02187963,0.51715493,1.38955002,2.63217715,0.05855008,1.61049660
-5.43571786,5.34907300,0.02465793,0.67179309,1.07526863,0.53328384,1.41943370,2.66157350,0.05743155,1.62943300
-5.42971486,5.42600430,0.02459862,0.68702101,1.13172460,0.54974128,1.45036292,2.68857812,0.05609836,1.64878686
-5.42371186,5.50222453,0.02453173,0.70202651,1.19128369,0.56654625,1.48258952,2.71357029,0.05458163,1.66892863
-5.41770885,5.57876867,0.02446319,0.71698320,1.25396542,0.58372722,1.51636350,2.73701004,0.05291493,1.69026044
-5.41170585,5.65674983,0.02439831,0.73207673,1.31976904,0.60132146,1.55192162,2.75941957,0.05113325,1.71320313
-5.40570285,5.73731465,0.02434168,0.74749728,1.38866968,0.61937366,1.58947584,2.78136193,0.04927197,1.73818178
-5.39969985,5.82159557,0.02429706,0.76343161,1.46061440,0.63793374,1.62920196,2.80341778,0.04736589,1.76561020
-5.39369685,5.91066160,0.02426728,0.78005499,1.53551794,0.65705399,1.67122903,2.82616093,0.04544827,1.79587497
-5.38769385,6.00546936,0.02425415,0.79752326,1.61325850,0.67678551,1.71562973,2.85013373,0.04355006,1.82931936
-5.38169085,6.10681616,0.02425846,0.81596537,1.69367360,0.69717417,1.76241230,2.87582292,0.04169915,1.86622797
-5.37568784,6.21529683,0.02427992,0.83547669,1.77655608,0.71825610,1.81151422,2.90363713,0.03991984,1.90681236
-5.36968484,6.33126607,0.02431721,0.85611326,1.86165053,0.74005315,1.86279794,2.93388667,0.03823243,1.95119837
-5.36368184,6.45480769,0.02436801,0.87788727,1.94865041,0.76256829,1.91604881,2.96676644,0.03665294,1.99941558
-5.35767884,6.58571238,0.02442903,0.90076403,2.03719604,0.78578144,1.97097546,3.00234283,0.03519304,2.05138937
-5.35167584,6.72346495,0.02449619,0.92466041,2.12687382,0.80964591,2.02721253,3.04054502,0.03386007,2.10693589
-5.34567284,6.86724209,0.02456467,0.94944505,2.21721704,0.83408561,2.08432585,3.08116136,0.03265723,2.16576046
-5.33966983,7.01592119,0.02462912,0.97494027,2.30770834,0.85899350,2.14182003,3.12384095,0.03158386,2.22745942
-5.33366683,7.16810032,0.02468379,1.00092567,2.39778436,0.88423119,2.19914817,3.16810071,0.03063583,2.29152571
-5.32766383,7.32212933,0.02472279,1.02714342,2.48684244,0.90963005,2.25572354,3.21333782,0.02980603,2.35735815
-5.32166083,7.47615129,0.02474024,1.05330501,2.57424957,0.93499373,2.31093299,3.25884728,0.02908489,2.42427420
-5.31565783,7.62815313,0.02473051,1.07909929,2.65935346,0.96010214,2.36415156,3.30384398,0.02846091,2.49152607
-5.30965483,7.77602409,0.02468846,1.10420158,2.74149552,0.98471674,2.41475802,3.34748879,0.02792131,2.55831967
-5.30365183,7.91761972,0.02460959,1.12828337,2.82002524,1.00858701,2.46215068,3.38891753,0.02745257,2.62383583
-5.29764882,8.05082942,0.02449029,1.15102241,2.89431567,1.03145772,2.50576308,3.42727191,0.02704100,2.68725311
-5.29164582,8.17364459,0.02432794,1.17211270,2.96377912,1.05307678,2.54507882,3.46173118,0.02667323,2.74777141
-5.28564282,8.28422494,0.02412109,1.19127390,3.02788252,1.07320327,2.57964517,3.49154313,0.02633674,2.80463549
-5.27963982,8.38095996,0.02386951,1.20825995,3.08616158,1.09161527,2.60908469,3.51605339,0.02602022,2.85715748
-5.27363682,8.46252304,0.02357421,1.22286625,3.13823305,1.10811701,2.63310461,3.53473142,0.02571391,2.90473746
-5.26763382,8.52791578,0.02323748,1.23493539,3.18380435,1.12254516,2.65150341,3.54719236,0.02540986,2.94688130
-5.26163082,8.57650071,0.02286280,1.24436087,3.22268013,1.13477385,2.66417445,3.55321365,0.02510206,2.98321504
-5.25562781,8.60802068,0.02245472,1.25108894,3.25476523,1.14471822,2.67110644,3.55274559,0.02478656,3.01349510
-5.24962481,8.62260458,0.02201873,1.25511833,3.28006405,1.15233634,2.67238089,3.54591560,0.02446145,3.03761405
-5.24362181,8.62075889,0.02156110,1.25649795,3.29867636,1.15762956,2.66816661,3.53302572,0.02412677,3.05560175
-5.23761881,8.60334587,0.02108863,1.25532291,3.31078976,1.16064114,2.65871178,3.51454379,0.02378435,3.06762169
-5.23161581,8.57154975,0.02060845,1.25172889,3.31666961,1.16145363,2.64433389,3.49108850,0.02343763,3.07396309
-5.22561281,8.52683252,0.02012778,1.24588539,3.31664689,1.16018486,2.62540837,3.46340916,0.02309136,3.07502891
-5.21960980,8.47088184,0.01965372,1.23798822,3.31110497,1.15698319,2.60235642,3.43236118,0.02275136,3.07132065
-5.21360680,8.40555380,0.01919303,1.22825176,3.30046626,1.15202202,2.57563280,3.39887817,0.02242417,3.06342045
-5.20760380,8.33281298,0.01875194,1.21690128,3.28517953,1.14549416,2.54571431,3.36394220,0.02211675,3.05197167
-5.20160080,8.25467302,0.01833604,1.20416594,3.26570883,1.13760630,2.51308936,3.32855316,0.02183617,3.03765841
-5.19559780,8.17313989,0.01795011,1.19027267,3.24252449,1.12857376,2.47824939,3.29369869,0.02158933,3.02118521
-5.18959480,8.09016026,0.01759809,1.17544133,3.21609687,1.11861598,2.44168212,3.26032574,0.02138270,3.00325748
-5.18359180,8.00757665,0.01728301,1.15988121,3.18689276,1.10795267,2.40386699,3.22931464,0.02122208,2.98456339
-5.17758879,7.92709050,0.01700703,1.14378901,3.15537449,1.09680091,2.36527268,3.20145658,0.02111244,2.96575776
-5.17158579,7.85023372,0.01677146,1.12734811,3.12200132,1.08537306,2.32635629,3.17743498,0.02105776,2.94744830
-5.16558279,7.77834879,0.01657681,1.11072913,3.08723250,1.07387542,2.28756410,3.15781109,0.02106095,2.93018433
-5.15957979,7.71257673,0.01642291,1.09409137,3.05153120,1.06250753,2.24933301,3.14301388,0.02112379,2.91444820
-5.15357679,7.65385207,0.01630897,1.07758477,3.01536839,1.05146187,2.21209237,3.13333419,0.02124687,2.90064898
-5.14757379,7.60290358,0.01623374,1.06135222,2.97922573,1.04092375,2.17626538,3.12892271,0.02142966,2.88911857
-5.14157079,7.56025910,0.01619553,1.04553160,2.94359673,1.03107107,2.14226967,3.12979161,0.02167047,2.88010964
-5.13556778,7.52625332,0.01619238,1.03025736,2.90898517,1.02207384,2.11051636,3.13581907,0.02196656,2.87379521
-5.12956478,7.50103680,0.01622211,1.01566131,2.87590063,1.01409317,2.08140751,3.14675650,0.02231417,2.87026953
-5.12356178,7.48458543,0.01628238,1.00187237,2.84485055,1.00727965,2.05533162,3.16223766,0.02270863,2.86954992
-5.11755878,7.47670931,0.01637073,0.98901533,2.81632914,1.00177096,2.03265731,3.18178947,0.02314439,2.87157930
-5.11155578,7.47706070,0.01648465,0.97720842,2.79080341,0.99768884,2.01372537,3.20484398,0.02361518,2.87622938
-5.10555278,7.48514101,0.01662154,0.96655997,2.76869693,0.99513544,1.99883959,3.23075130,0.02411405,2.88330422
-5.09954977,7.50030708,0.01677877,0.95716432,2.75037245,0.99418916,1.98825701,3.25879318,0.02463350,2.89254433
-5.09354677,7.52177750,0.01695361,0.94909735,2.73611426,0.99490038,1.98217804,3.28819730,0.02516557,2.90363125
-5.08754377,7.54863960,0.01714327,0.94241181,2.72611165,0.99728711,1.98073745,3.31815197,0.02570200,2.91619283
-5.08154077,7.57985828,0.01734485,0.93713308,2.72044476,1.00133113,1.98399662,3.34782137,0.02623430,2.92980924
-5.07553777,7.61428749,0.01755537,0.93325560,2.71907378,1.00697477,1.99193801,3.37636129,0.02675392,2.94401991
-5.06953477,7.65068516,0.01777172,0.93074032,2.72183274,1.01411875,2.00446201,3.40293523,0.02725240,2.95833155
-5.06353177,7.68773226,0.01799066,0.92951353,2.72842847,1.02262127,2.02138689,3.42673084,0.02772148,2.97222713
-5.05752876,7.72405616,0.01820890,0.92946722,2.73844529,1.03229860,2.04245173,3.44697656,0.02815331,2.98517610
-5.05152576,7.75825831,0.01842303,0.93046110,2.75135549,1.04292734,2.06732248,3.46295805,0.02854056,2.99664541
-5.04552276,7.78894565,0.01862962,0.93232623,2.76653537,1.05424841,2.09560080,3.47403420,0.02887658,3.00611144
-5.03951976,7.81476495,0.01882520,0.93487019,2.78328619,1.06597259,2.12683536,3.47965235,0.02915556,3.01307231
-5.03351676,7.83443877,0.01900633,0.93788353,2.80085917,1.07778764,2.16053491,3.47936196,0.02937262,3.01706047
-5.02751376,7.84680166,0.01916968,0.94114717,2.81848335,1.08936667,2.19618254,3.47282655,0.02952394,3.01765482
-5.02151076,7.85083479,0.01931199,0.94444035,2.83539479,1.10037734,2.23325026,3.45983310,0.02960684,3.01449225
-5.01550775,7.84569733,0.01943019,0.94754878,2.85086579,1.11049172,2.27121315,3.44029850,0.02961980,3.00727787
-5.00950475,7.83075280,0.01952142,0.95027241,2.86423254,1.11939610,2.30956249,3.41427265,0.02956250,2.99579353
-5.00350175,7.80558893,0.01958307,0.95243254,2.87491968,1.12680051,2.34781691,3.38193778,0.02943578,2.97990435
-4.99749875,7.77002960,0.01961280,0.95387768,2.88246058,1.13244733,2.38553134,3.34360382,0.02924162,2.95956269
-4.99149575,7.72413819,0.01960864,0.95448807,2.88651225,1.13611874,2.42230323,3.29969990,0.02898303,2.93480951
-4.98549275,7.66821165,0.01956893,0.95417845,2.88686415,1.13764249,2.45777585,3.25076185,0.02866394,2.90577288
-4.97948974,7.60276543,0.01949240,0.95289896,2.88344037,1.13689581,2.49163871,3.19741637,0.02828912,2.87266365
-4.97348674,7.52850991,0.01937822,0.95063430,2.87629533,1.13380732,2.52362533,3.14036210,0.02786398,2.83576844
-4.96748374,7.44631912,0.01922596,0.94740101,2.86560310,1.12835685,2.55350849,3.08034845,0.02739445,2.79544013
-4.96148074,7.35719341,0.01903562,0.94324332,2.85164113,1.12057322,2.58109378,3.01815294,0.02688683,2.75208625
-4.95547774,7.26221780,0.01880771,0.93822753,2.83476926,1.11053020,2.60621165,2.95455793,0.02634764,2.70615580
-4.94947474,7.16251808,0.01854318,0.93243567,2.81540523,1.09834095,2.62870897,2.89032781,0.02578351,2.65812490
-4.94347174,7.05921692,0.01824345,0.92595845,2.79399809,1.08415118,2.64844049,2.82618752,0.02520106,2.60848201
-4.93746873,6.95339210,0.01791045,0.91888825,2.77100087,1.06813165,2.66526101,2.76280339,0.02460684,2.55771330
-4.93146573,6.84603911,0.01754656,0.91131233,2.74684403,1.05047029,2.67901888,2.70076713,0.02400724,2.50628876
-4.92546273,6.73803991,0.01715460,0.90330684,2.72191108,1.03136446,2.68955117,2.64058356,0.02340854,2.45464969
-4.91945973,6.63013926,0.01673785,0.89493187,2.69651761,1.01101377,2.69668105,2.58266276,0.02281684,2.40319798
-4.91345673,6.52292997,0.01629995,0.88622779,2.67089470,0.98961379,2.70021755,2.52731666,0.02223821,2.35228778
-4.90745373,6.41684732,0.01584490,0.87721319,2.64517756,0.96735101,2.69995777,2.47476039,0.02167865,2.30221966
-4.90145073,6.31217299,0.01537698,0.86788438,2.61939974,0.94439913,2.69569149,2.42511802,0.02114428,2.25323757
-4.89544772,6.20904781,0.01490069,0.85821644,2.59349314,0.92091686,2.68720794,2.37843233,0.02064141,2.20552864
-4.88944472,6.10749245,0.01442068,0.84816588,2.56729371,0.89704715,2.67430441,2.33467798,0.02017668,2.15922559
-4.88344172,6.00743459,0.01394164,0.83767444,2.54055219,0.87291773,2.65679617,2.29377731,0.01975717,2.11441170
-4.87743872,5.90874081,0.01346828,0.82667407,2.51294939,0.84864279,2.63452721,2.25561773,0.01939055,2.07112773
-4.87143572,5.81125108,0.01300518,0.81509250,2.48411498,0.82432550,2.60738114,2.22006982,0.01908515,2.02938065
-4.86543272,5.71481374,0.01255675,0.80285926,2.45364872,0.80006095,2.57529177,2.18700496,0.01885006,1.98915322
-4.85942971,5.61931875,0.01212715,0.78991161,2.42114311,0.77593940,2.53825255,2.15631146,0.01869515,1.95041425
-4.85342671,5.52472710,0.01172023,0.77620021,2.38620611,0.75204921,2.49632456,2.12790833,0.01863111,1.91312855
-4.84742371,5.43109454,0.01133947,0.76169406,2.34848301,0.72847936,2.44964242,2.10175577,0.01866932,1.87726625
-4.84142071,5.33858812,0.01098793,0.74638447,2.30767625,0.70532126,2.39841783,2.07786176,0.01882180,1.84281075
-4.83541771,5.24749434,0.01066823,0.73028797,2.26356246,0.68266958,2.34294048,2.05628424,0.01910101,1.80976489
-4.82941471,5.15821834,0.01038256,0.71344774,2.21600594,0.66062209,2.28357612,2.03712886,0.01951960,1.77815500
-4.82341171,5.07127402,0.01013262,0.69593389,2.16496815,0.63927845,2.22076192,2.02054207,0.02009012,1.74803251
-4.81740870,4.98726536,0.00991969,0.67784221,2.11051278,0.61873806,2.15499917,2.00670009,0.02082468,1.71947302
-4.81140570,4.90685990,0.00974460,0.65929169,2.05280661,0.59909705,2.08684356,1.99579416,0.02173452,1.69257299
-4.80540270,4.83075573,0.00960778,0.64042098,1.99211597,0.58044465,2.01689335,1.98801282,0.02282960,1.66744400
-4.79939970,4.75964369,0.00950928,0.62138378,1.92879933,0.56285922,1.94577600,1.98352235,0.02411812,1.64420515
-4.79339670,4.69416668,0.00944879,0.60234363,1.86329644,0.54640422,1.87413355,1.98244614,0.02560609,1.62297389
-4.78739370,4.63487856,0.00942570,0.58346825,1.79611451,0.53112436,1.80260744,1.98484446,0.02729684,1.60385589
-4.78139070,4.58220465,0.00943912,0.56492364,1.72781222,0.51704229,1.73182329,1.99069570,0.02919067,1.58693456
-4.77538769,4.53640623,0.00948789,0.54686841,1.65898221,0.50415607,1.66237607,1.99988022,0.03128450,1.57226085
-4.76938469,4.49755115,0.00957064,0.52944837,1.59023282,0.49243757,1.59481639,2.01216804,0.03357155,1.55984406
-4.76338169,4.46549229,0.00968582,0.51279176,1.52216981,0.48183201,1.52963828,2.02721105,0.03604127,1.54964419
-4.75737869,4.43985538,0.00983167,0.49700527,1.45537871,0.47225870,1.46726881,2.04454076,0.03867920,1.54156638
-4.75137569,4.42003718,0.01000635,0.48217102,1.39040860,0.46361304,1.40806008,2.06357178,0.04146710,1.53545802
-4.74537269,4.40521447,0.01020789,0.46834448,1.32775756,0.45576958,1.35228374,2.08361134,0.04438314,1.53110857
-4.73936968,4.39436393,0.01043427,0.45555364,1.26786060,0.44858623,1.30012810,2.10387470,0.04740226,1.52825253
-4.73336668,4.38629203,0.01068345,0.44379913,1.21108016,0.44190918,1.25169817,2.12350595,0.05049660,1.52657524
-4.72736368,4.37967411,0.01095344,0.43305546,1.15769952,0.43557859,1.20701822,2.14160353,0.05363611,1.52572163
-4.72136068,4.37310081,0.01124236,0.42327326,1.10791927,0.42943452,1.16603703,2.15724939,0.05678924,1.52530726
-4.71535768,4.36512988,0.01154848,0.41438221,1.06185671,0.42332303,1.12863537,2.16954065,0.05992366,1.52493136
-4.70935468,4.35434120,0.01187035,0.40629483,1.01954827,0.41710203,1.09463549,2.17762228,0.06300705,1.52419119
-4.70335168,4.33939230,0.01220682,0.39891067,0.98095458,0.41064679,1.06381206,2.18071944,0.06600796,1.52269694
-4.69734867,4.31907198,0.01255712,0.39212080,0.94596793,0.40385468,1.03590433,2.17816795,0.06889652,1.52008659
-4.69134567,4.29234965,0.01292097,0.38581251,0.91442180,0.39664911,1.01062874,2.16944153,0.07164522,1.51603977
-4.68534267,4.25841793,0.01329855,0.37987385,0.88610200,0.38898247,0.98769160,2.15417450,0.07422954,1.51029008
-4.67933967,4.21672681,0.01369062,0.37419799,0.86075882,0.38083799,0.96680131,2.13217901,0.07662844,1.50263520
-4.67333667,4.16700781,0.01409844,0.36868713,0.83811987,0.37223042,0.94767965,2.10345589,0.07882476,1.49294418
-4.66733367,4.10928706,0.01452379,0.36325594,0.81790296,0.36320573,0.93007164,2.06819879,0.08080545,1.48116164
-4.66133067,4.04388696,0.01496890,0.35783429,0.79982852,0.35383961,0.91375368,2.02679134,0.08256157,1.46730865
-4.65532766,3.97141640,0.01543634,0.35236929,0.78363115,0.34423514,0.89853968,1.97979763,0.08408823,1.45148025
-4.64932466,3.89275018,0.01592890,0.34682662,0.76906976,0.33451954,0.88428499,1.92794639,0.08538423,1.43383975
-4.64332166,3.80899865,0.01644940,0.34119102,0.75593611,0.32484032,0.87088812,1.87210960,0.08645168,1.41461005
