energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-2.93846923,3.32647206,0.36039368,0.46920090,0.00838179,0.34158430,0.90194538,1.47592987,0.08708310,1.08643046
-2.93246623,3.34162886,0.35620614,0.46721564,0.00796578,0.33461609,0.90692542,1.50544902,0.08750422,1.08350143
-2.92646323,3.35365004,0.35088228,0.46515211,0.00761750,0.32680900,0.91016205,1.53306507,0.08798977,1.08041518
-2.92046023,3.36269614,0.34452690,0.46322552,0.00732590,0.31835171,0.91186017,1.55843859,0.08854936,1.07722495
-2.91445723,3.36902237,0.33726236,0.46167915,0.00708035,0.30945092,0.91227060,1.58124425,0.08919444,1.07401240
-2.90845423,3.37298026,0.32922516,0.46078087,0.00687075,0.30032650,0.91168482,1.60118130,0.08993854,1.07088894
-2.90245123,3.37501746,0.32056211,0.46081847,0.00668781,0.29120633,0.91042893,1.61798465,0.09079753,1.06799627
-2.89644822,3.37567532,0.31142658,0.46209412,0.00652308,0.28232066,0.90885683,1.63143620,0.09178967,1.06550597
-2.89044522,3.37558372,0.30197460,0.46491769,0.00636910,0.27389639,0.90734283,1.64137571,0.09293548,1.06361794
-2.88444222,3.37545254,0.29236115,0.46959915,0.00621942,0.26615130,0.90627351,1.64771054,0.09425743,1.06255757
-2.87843922,3.37605925,0.28273672,0.47644003,0.00606869,0.25928840,0.90603902,1.65042358,0.09577941,1.06257136
-2.87243622,3.37823213,0.27324407,0.48572403,0.00591261,0.25349054,0.90702367,1.64957863,0.09752591,1.06392102
-2.86643322,3.38282874,0.26401533,0.49770705,0.00574795,0.24891549,0.90959591,1.64532270,0.09952102,1.06687578
-2.86043022,3.39070968,0.25516947,0.51260675,0.00557255,0.24569139,0.91409779,1.63788470,0.10178721,1.07170318
-2.85442721,3.40270798,0.24681010,0.53059191,0.00538527,0.24391301,0.92083397,1.62757033,0.10434382,1.07865827
-2.84842421,3.41959485,0.23902363,0.55177215,0.00518594,0.24363854,0.93006063,1.61475319,0.10720559,1.08797167
-2.84242121,3.44204298,0.23187778,0.57618820,0.00497535,0.24488739,0.94197446,1.59986228,0.11038100,1.09983681
-2.83641821,3.47058916,0.22542048,0.60380336,0.00475515,0.24763880,0.95670225,1.58336663,0.11387072,1.11439699
-2.83041521,3.50559814,0.21967910,0.63449668,0.00452785,0.25183148,0.97429157,1.56575759,0.11766616,1.13173296
-2.82441221,3.54723007,0.21466015,0.66805828,0.00429675,0.25736433,0.99470299,1.54753003,0.12174831,1.15185176
-2.81840920,3.59541399,0.21034938,0.70418748,0.00406591,0.26409829,1.01780460,1.52916337,0.12608694,1.17467765
-2.81240620,3.64982977,0.20671234,0.74249407,0.00384011,0.27185934,1.04336921,1.51110385,0.13064023,1.20004598
-2.80640320,3.70990059,0.20369552,0.78250311,0.00362487,0.28044266,1.07107483,1.49374899,0.13535496,1.22770063
-2.80040020,3.77479768,0.20122791,0.82366347,0.00342643,0.28961783,1.10050883,1.47743551,0.14016736,1.25729578
-2.79439720,3.84345852,0.19922324,0.86536011,0.00325177,0.29913512,1.13117589,1.46243131,0.14500447,1.28840214
-2.78839420,3.91461864,0.19758263,0.90693001,0.00310868,0.30873258,1.16250988,1.44893228,0.14978626,1.32051806
-2.78239120,3.98685667,0.19619780,0.94768118,0.00300582,0.31814377,1.19388946,1.43706403,0.15442821,1.35308516
-2.77638819,4.05865104,0.19495465,0.98691440,0.00295279,0.32710599,1.22465692,1.42688846,0.15884443,1.38550812
-2.77038519,4.12844612,0.19373722,1.02394664,0.00296022,0.33536848,1.25413966,1.41841459,0.16295107,1.41717784
-2.76438219,4.19472459,0.19243172,1.05813542,0.00303991,0.34270061,1.28167343,1.41161294,0.16666997,1.44749710
-2.75837919,4.25608235,0.19093073,1.08890285,0.00320487,0.34889937,1.30662638,1.40643213,0.16993226,1.47590719
-2.75237619,4.31130178,0.18913710,1.11575826,0.00346944,0.35379606,1.32842264,1.40281657,0.17268180,1.50191446
-2.74637319,4.35941899,0.18696771,1.13831831,0.00384934,0.35726183,1.34656442,1.40072361,0.17487819,1.52511505
-2.74037019,4.39978098,0.18435659,1.15632345,0.00436167,0.35921173,1.36065143,1.40013885,0.17649921,1.54521650
-2.73436718,4.43208868,0.18125749,1.16964972,0.00502483,0.35960706,1.37039644,1.40108814,0.17754249,1.56205486
-2.72836418,4.45642293,0.17764573,1.17831525,0.00585847,0.35845601,1.37563638,1.40364522,0.17802633,1.57560602
-2.72236118,4.47325105,0.17351910,1.18248095,0.00688320,0.35581232,1.37633798,1.40793408,0.17798955,1.58599068
-2.71635818,4.48341282,0.16889801,1.18244505,0.00812032,0.35177224,1.37259789,1.41412568,0.17749036,1.59347206
-2.71035518,4.48808597,0.16382465,1.17863176,0.00959135,0.34646968,1.36463696,1.42242880,0.17660420,1.59844655
-2.70435218,4.48873217,0.15836137,1.17157436,0.01131756,0.34006998,1.35278907,1.43307553,0.17542082,1.60142719
-2.69834917,4.48702630,0.15258829,1.16189345,0.01331920,0.33276242,1.33748498,1.44630219,0.17404046,1.60302104
-2.69234617,4.48477194,0.14660031,1.15027137,0.01561484,0.32475193,1.31923207,1.46232666,0.17256955,1.60390111
-2.68634317,4.48380784,0.14050360,1.13742389,0.01822040,0.31625042,1.29859093,1.48132370,0.17111598,1.60477436
-2.68034017,4.48590987,0.13441180,1.12407057,0.02114830,0.30746798,1.27615011,1.50339993,0.16978424,1.60634732
-2.67433717,4.49269394,0.12844212,1.11090514,0.02440640,0.29860459,1.25250028,1.52857002,0.16867067,1.60929106
-2.66833417,4.50552482,0.12271142,1.09856727,0.02799704,0.28984255,1.22820912,1.55673597,0.16785898,1.61420720
-2.66233117,4.52543604,0.11733251,1.08761702,0.03191609,0.28134001,1.20379817,1.58767100,0.16741642,1.62159683
-2.65632816,4.55306490,0.11241078,1.07851322,0.03615202,0.27322596,1.17972285,1.62100927,0.16739056,1.63183376
-2.65032516,4.58860625,0.10804122,1.07159651,0.04068526,0.26559672,1.15635643,1.65624255,0.16780711,1.64514353
-2.64432216,4.63178725,0.10430603,1.06707798,0.04548753,0.25851413,1.13397869,1.69272428,0.16866857,1.66158915
-2.63831916,4.68186457,0.10127269,1.06503347,0.05052163,0.25200546,1.11276973,1.72968122,0.16995401,1.68106424
-2.63231616,4.73764385,0.09899263,1.06540398,0.05574135,0.24606491,1.09280879,1.76623232,0.17161989,1.70329382
-2.62631316,4.79752029,0.09750042,1.06800168,0.06109175,0.24065651,1.07407817,1.80141397,0.17360183,1.72784255
-2.62031016,4.85953818,0.09681347,1.07252118,0.06650983,0.23571837,1.05647158,1.83421058,0.17581726,1.75412997
-2.61430715,4.92146598,0.09693216,1.07855536,0.07192544,0.23116773,1.03980624,1.86358887,0.17816883,1.78145181
-2.60830415,4.98088299,0.09784035,1.08561482,0.07726266,0.22690674,1.02383805,1.88853424,0.18054839,1.80900623
-2.60230115,5.03527332,0.09950613,1.09314989,0.08244135,0.22282848,1.00827861,1.90808730,0.18284132,1.83592359
-2.59629815,5.08212234,0.10188291,1.10057417,0.08737915,0.21882305,0.99281322,1.92137884,0.18493107,1.86129834
-2.59029515,5.11901102,0.10491053,1.10728850,0.09199351,0.21478319,0.97711886,1.92766150,0.18670361,1.88422143
-2.58429215,5.14370401,0.10851666,1.11270424,0.09620401,0.21060945,0.96088117,1.92633651,0.18805172,1.90381187
-2.57828914,5.15422763,0.11261815,1.11626497,0.09993466,0.20621454,0.94380960,1.91697446,0.18887886,1.91924601
-2.57228614,5.14893485,0.11712252,1.11746579,0.10311622,0.20152663,0.92565024,1.89932916,0.18910249,1.92978355
-2.56628314,5.12655503,0.12192953,1.11586966,0.10568829,0.19649176,0.90619573,1.87334417,0.18865680,1.93478926
-2.56028014,5.08622726,0.12693277,1.11112021,0.10760133,0.19107514,0.88529213,1.83915195,0.18749462,1.93374991
-2.55427714,5.02751698,0.13202138,1.10295094,0.10881825,0.18526136,0.86284267,1.79706592,0.18558873,1.92628605
-2.54827414,4.95041643,0.13708189,1.09119065,0.10931563,0.17905378,0.83880848,1.74756625,0.18293224,1.91215864
-2.54227114,4.85533015,0.14200008,1.07576536,0.10908460,0.17247305,0.81320673,1.69128022,0.17953845,1.89127069
-2.53626813,4.74304754,0.14666302,1.05669687,0.10813112,0.16555500,0.78610639,1.62895846,0.17543987,1.86366444
-2.53026513,4.61470481,0.15096121,1.03409840,0.10647585,0.15834811,0.75762237,1.56144829,0.17068683,1.82951452
-2.52426213,4.47173882,0.15479075,1.00816786,0.10415351,0.15091068,0.72790830,1.48966558,0.16534551,1.78911794
-2.51825913,4.31583570,0.15805556,0.97917911,0.10121177,0.14330785,0.69714869,1.41456644,0.15949574,1.74288159
-2.51225613,4.14887653,0.16066956,0.94747186,0.09770979,0.13560881,0.66555088,1.33711990,0.15322839,1.69130794
-2.50625313,3.97288277,0.16255878,0.91344066,0.09371632,0.12788407,0.63333716,1.25828263,0.14664280,1.63497976
-2.50025013,3.78996316,0.16366324,0.87752334,0.08930767,0.12020313,0.60073754,1.17897660,0.13984408,1.57454429
-2.49424712,3.60226385,0.16393862,0.84018943,0.08456541,0.11263246,0.56798327,1.10007004,0.13294043,1.51069759
-2.48824412,3.41192285,0.16335755,0.80192873,0.07957405,0.10523395,0.53530142,1.02236232,0.12604066,1.44416924
-2.48224112,3.22102959,0.16191044,0.76324036,0.07441872,0.09806373,0.50291039,0.94657257,0.11925181,1.37570776
-2.47623812,3.03158976,0.15960592,0.72462229,0.06918295,0.09117139,0.47101658,0.87333212,0.11267696,1.30606694
-2.47023512,2.84549562,0.15647070,0.68656170,0.06394664,0.08459963,0.43981191,0.80318047,0.10641331,1.23599307
-2.46423212,2.66450129,0.15254884,0.64952593,0.05878427,0.07838413,0.40947222,0.73656423,0.10055045,1.16621322
-2.45822911,2.49020289,0.14790055,0.61395427,0.05376342,0.07255370,0.38015633,0.67383880,0.09516883,1.09742434
-2.45222611,2.32402270,0.14260046,0.58025050,0.04894357,0.06713066,0.35200567,0.61527201,0.09033848,1.03028347
-2.44622311,2.16719723,0.13673549,0.54877623,0.04437531,0.06213125,0.32514430,0.56104938,0.08611799,0.96539879
-2.44022011,2.02076855,0.13040227,0.51984510,0.04009980,0.05756619,0.29967919,0.51128049,0.08255354,0.90332168
-2.43421711,1.88557872,0.12370440,0.49371787,0.03614867,0.05344128,0.27570081,0.46600596,0.07967837,0.84453988
-2.42821411,1.76226729,0.11674955,0.47059857,0.03254411,0.04975795,0.25328376,0.42520484,0.07751226,0.78947184
-2.42221111,1.65127181,0.10964654,0.45063177,0.02929932,0.04651386,0.23248769,0.38880206,0.07606141,0.73846248
-2.41620810,1.55283162,0.10250258,0.43390118,0.02641911,0.04370350,0.21335829,0.35667587,0.07531846,0.69178050
-2.41020510,1.46699516,0.09542068,0.42042977,0.02390076,0.04131877,0.19592859,0.32866513,0.07526290,0.64961753
-2.40420210,1.39363113,0.08849750,0.41018141,0.02173493,0.03934961,0.18022044,0.30457644,0.07586176,0.61208925
-2.39819910,1.33244382,0.08182154,0.40306441,0.01990676,0.03778469,0.16624643,0.28419127,0.07707058,0.57923865
-2.39219610,1.28299275,0.07547184,0.39893674,0.01839696,0.03661208,0.15401205,0.26727293,0.07883485,0.55104160
-2.38619310,1.24471664,0.06951726,0.39761318,0.01718294,0.03582012,0.14351832,0.25357367,0.08109175,0.52741451
-2.38019010,1.21696165,0.06401624,0.39887419,0.01623990,0.03539824,0.13476473,0.24284175,0.08377220,0.50822423
-2.37418709,1.19901317,0.05901704,0.40247636,0.01554191,0.03533795,0.12775254,0.23482871,0.08680332,0.49329975
-2.36818409,1.19013076,0.05455855,0.40816412,0.01506286,0.03563380,0.12248826,0.22929661,0.09011109,0.48244546
-2.36218109,1.18958494,0.05067140,0.41568238,0.01477743,0.03628444,0.11898728,0.22602527,0.09362321,0.47545541
-2.35617809,1.19669463,0.04737940,0.42478962,0.01466180,0.03729358,0.11727741,0.22481942,0.09727205,0.47212804
-2.35017509,1.21086381,0.04470125,0.43527075,0.01469433,0.03867091,0.11740212,0.22551547,0.10099755,0.47228067
-2.34417209,1.23161555,0.04265232,0.44694926,0.01485613,0.04043286,0.11942343,0.22798768,0.10475001,0.47576311
-2.33816908,1.25862185,0.04124641,0.45969799,0.01513139,0.04260319,0.12342391,0.23215367,0.10849252,0.48246945
-2.33216608,1.29172745,0.04049744,0.47344779,0.01550763,0.04521317,0.12950793,0.23797870,0.11220299,0.49234762
-2.32616308,1.33096601,0.04042097,0.48819362,0.01597577,0.04830158,0.13780170,0.24547873,0.11587562,0.50540575
-2.32016008,1.37656732,0.04103538,0.50399743,0.01653004,0.05191419,0.14845202,0.25472188,0.11952163,0.52171501
-2.31415708,1.42895461,0.04236276,0.52098762,0.01716776,0.05610283,0.16162363,0.26582809,0.12316927,0.54140850
-2.30815408,1.48873113,0.04442939,0.53935468,0.01788895,0.06092401,0.17749508,0.27896699,0.12686303,0.56467581
-2.30215108,1.55665617,0.04726576,0.55934311,0.01869580,0.06643702,0.19625312,0.29435362,0.13066191,0.59175358
-2.29614807,1.63361071,0.05090628,0.58123966,0.01959207,0.07270168,0.21808573,0.31224237,0.13463701,0.62291195
-2.29014507,1.72055390,0.05538844,0.60535833,0.02058234,0.07977567,0.24317395,0.33291895,0.13886823,0.65843759
-2.28414207,1.81847178,0.06075166,0.63202265,0.02167128,0.08771150,0.27168273,0.35669068,0.14344051,0.69861387
-2.27813907,1.92832035,0.06703585,0.66154602,0.02286278,0.09655342,0.30375118,0.38387548,0.14843944,0.74369910
-2.27213607,2.05096541,0.07427960,0.69421087,0.02415920,0.10633419,0.33948259,0.41478971,0.15394669,0.79390382
-2.26613307,2.18712197,0.08251827,0.73024784,0.02556058,0.11707192,0.37893464,0.44973536,0.16003531,0.84936834
-2.26013007,2.33729605,0.09178193,0.76981582,0.02706400,0.12876728,0.42211028,0.48898715,0.16676527,0.91014169
-2.25412706,2.50173190,0.10209327,0.81298406,0.02866306,0.14140096,0.46894979,0.53277975,0.17417926,0.97616311
-2.24812406,2.68036740,0.11346563,0.85971727,0.03034743,0.15493185,0.51932430,0.58129594,0.18229919,1.04724734
-2.24212106,2.87280002,0.12590114,0.90986456,0.03210273,0.16929579,0.57303144,0.63465583,0.19112340,1.12307442
-2.23611806,3.07826554,0.13938908,0.96315301,0.03391047,0.18440521,0.62979316,0.69290784,0.20062490,1.20318501
-2.23011506,3.29563075,0.15390462,1.01918632,0.03574829,0.20014963,0.68925609,0.75602159,0.21075055,1.28698155
-2.22411206,3.52340106,0.16940782,1.07744869,0.03759042,0.21639709,0.75099455,0.82388316,0.22142143,1.37373551
-2.21810905,3.75974302,0.18584315,1.13731401,0.03940823,0.23299646,0.81451611,0.89629278,0.23253429,1.46260064
-2.21210605,4.00252093,0.20313934,1.19806008,0.04117112,0.24978066,0.87926965,0.97296510,0.24396401,1.55263180
-2.20610305,4.24934625,0.22120979,1.25888707,0.04284737,0.26657063,0.94465564,1.05353210,0.25556708,1.64280859
-2.20010005,4.49763773,0.23995334,1.31893969,0.04440525,0.28317988,1.01003825,1.13754837,0.26718573,1.73206291
-2.19409705,4.74468957,0.25925556,1.37733187,0.04581404,0.29941954,1.07475887,1.22449884,0.27865277,1.81930922
-2.18809405,4.98774478,0.27899038,1.43317299,0.04704517,0.31510362,1.13815056,1.31380835,0.28979663,1.90347616
-2.18209105,5.22407049,0.29902212,1.48559432,0.04807317,0.33005427,1.19955278,1.40485302,0.30044666,1.98353822
-2.17608804,5.45103208,0.31920775,1.53377466,0.04887662,0.34410689,1.25832606,1.49697279,0.31043820,2.05854605
-2.17008504,5.66616296,0.33939944,1.57696391,0.04943888,0.35711481,1.31386591,1.58948486,0.31961730,2.12765419
-2.16408204,5.86722739,0.35944724,1.61450380,0.04974867,0.36895332,1.36561564,1.68169738,0.32784495,2.19014500
-2.15807904,6.05227395,0.37920170,1.64584475,0.04980035,0.37952295,1.41307766,1.77292320,0.33500057,2.24544810
-2.15207604,6.21967801,0.39851663,1.67055857,0.04959408,0.38875188,1.45582301,1.86249294,0.34098468,2.29315441
-2.14607304,6.36817195,0.41725157,1.68834651,0.04913566,0.39659728,1.49349891,1.94976725,0.34572074,2.33302470
-2.14007004,6.49686281,0.43527412,1.69904264,0.04843619,0.40304575,1.52583423,2.03414774,0.34915602,2.36499230
-2.13406703,6.60523742,0.45246193,1.70261288,0.04751147,0.40811261,1.55264290,2.11508638,0.35126178,2.38916033
-2.12806403,6.69315579,0.46870443,1.69914986,0.04638136,0.41184041,1.57382528,2.19209320,0.35203247,2.40579384
-2.12206103,6.76083398,0.48390400,1.68886437,0.04506884,0.41429644,1.58936773,2.26474211,0.35148451,2.41530732
-2.11605803,6.80881794,0.49797690,1.67207400,0.04359919,0.41556964,1.59934037,2.33267488,0.34965439,2.41824850
-2.11005503,6.83795030,0.51085362,1.64918976,0.04199898,0.41576696,1.60389334,2.39560328,0.34659646,2.41527909
-2.10405203,6.84933192,0.52247889,1.62070139,0.04029516,0.41500923,1.60325174,2.45330956,0.34238051,2.40715346
-2.09804902,6.84428023,0.53281135,1.58716219,0.03851420,0.41342701,1.59770934,2.50564554,0.33708924,2.39469600
-2.09204602,6.82428607,0.54182287,1.54917393,0.03668135,0.41115627,1.58762140,2.55253033,0.33081577,2.37877789
-2.08604302,6.79097081,0.54949764,1.50737236,0.03481998,0.40833430,1.57339652,2.59394729,0.32366129,2.36029414
-2.08004002,6.74604494,0.55583119,1.46241384,0.03295111,0.40509586,1.55548784,2.62994019,0.31573280,2.34014131
-2.07403702,6.69126925,0.56082929,1.41496315,0.03109309,0.40156977,1.53438366,2.66060914,0.30714126,2.31919645
-2.06803402,6.62841935,0.56450695,1.36568283,0.02926144,0.39787594,1.51059756,2.68610632,0.29799971,2.29829772
-2.06203102,6.55925393,0.56688747,1.31522377,0.02746878,0.39412301,1.48465821,2.70663183,0.28842184,2.27822683
-2.05602801,6.48548704,0.56800179,1.26421728,0.02572499,0.39040648,1.45709902,2.72242976,0.27852058,2.25969363
-2.05002501,6.40876418,0.56788791,1.21326823,0.02403740,0.38680754,1.42844776,2.73378453,0.26840686,2.24332292
-2.04402201,6.33064224,0.56659068,1.16294916,0.02241108,0.38339236,1.39921641,2.74101748,0.25818853,2.22964370
-2.03801901,6.25257283,0.56416170,1.11379526,0.02084919,0.38021192,1.36989142,2.74448374,0.24796922,2.21908084
-2.03201601,6.17588876,0.56065945,1.06629986,0.01935335,0.37730235,1.34092470,2.74456902,0.23784727,2.21194936
-2.02601301,6.10179327,0.55614951,1.02091057,0.01792398,0.37468560,1.31272550,2.74168636,0.22791475,2.20845120
-2.02001001,6.03135185,0.55070478,0.97802571,0.01656069,0.37237045,1.28565356,2.73627249,0.21825633,2.20867476
-2.01400700,5.96548620,0.54440569,0.93799132,0.01526253,0.37035379,1.26001364,2.72878364,0.20894831,2.21259702
-2.00800400,5.90497031,0.53734010,0.90109856,0.01402831,0.36862206,1.23605175,2.71969063,0.20005764,2.22008826
-2.00200100,5.85042845,0.52960309,0.86758175,0.01285673,0.36715276,1.21395311,2.70947300,0.19164109,2.23091935
-1.99599800,5.80233502,0.52129628,0.83761706,0.01174658,0.36591603,1.19384209,2.69861220,0.18374453,2.24477132
-1.98999500,5.76101615,0.51252675,0.81132213,0.01069676,0.36487624,1.17578396,2.68758376,0.17640248,2.26124713
-1.98399200,5.72665303,0.50340560,0.78875653,0.00970636,0.36399347,1.15978847,2.67684856,0.16963788,2.27988513
-1.97798899,5.69928690,0.49404592,0.76992332,0.00877463,0.36322491,1.14581514,2.66684330,0.16346215,2.30017394
-1.97198599,5.67882556,0.48456050,0.75477165,0.00790094,0.36252618,1.13377988,2.65797047,0.15787561,2.32156825
-1.96598299,5.66505132,0.47505909,0.74320042,0.00708472,0.36185242,1.12356282,2.65058816,0.15286814,2.34350493
-1.95997999,5.65763012,0.46564546,0.73506289,0.00632537,0.36115930,1.11501681,2.64500005,0.14842027,2.36541897
-1.95397699,5.65612179,0.45641433,0.73017214,0.00562224,0.36040384,1.10797630,2.64144608,0.14450442,2.38675863
-1.94797399,5.65999099,0.44744836,0.72830707,0.00497447,0.35954503,1.10226615,2.64009432,0.14108643,2.40699932
-1.94197099,5.66861889,0.43881524,0.72921889,0.00438104,0.35854440,1.09770995,2.64103439,0.13812717,2.42565570
-1.93596798,5.68131517,0.43056523,0.73263760,0.00384066,0.35736629,1.09413749,2.64427310,0.13558426,2.44229158
-1.92996498,5.69733038,0.42272912,0.73827840,0.00335178,0.35597816,1.09139108,2.64973258,0.13341373,2.45652741
-1.92396198,5.71586850,0.41531688,0.74584767,0.00291257,0.35435072,1.08933041,2.65725132,0.13157159,2.46804525
-1.91795898,5.73609972,0.40831698,0.75504830,0.00252097,0.35245795,1.08783583,2.66658852,0.13001518,2.47659106
-1.91195598,5.75717342,0.40169666,0.76558424,0.00217471,0.35027714,1.08680996,2.67743161,0.12870427,2.48197460
-1.90595298,5.77823158,0.39540291,0.77716418,0.00187134,0.34778889,1.08617768,2.68940727,0.12760185,2.48406715
-1.89994997,5.79842262,0.38936449,0.78950422,0.00160829,0.34497709,1.08588456,2.70209558,0.12667460,2.48279732
-1.89394697,5.81691579,0.38349464,0.80232973,0.00138295,0.34182898,1.08589406,2.71504711,0.12589300,2.47814556
-1.88794397,5.83291619,0.37769461,0.81537634,0.00119270,0.33833517,1.08618363,2.72780234,0.12523113,2.47013772
-1.88194097,5.84568040,0.37185778,0.82839031,0.00103500,0.33448984,1.08674015,2.73991285,0.12466618,2.45883813
-1.87593797,5.85453258,0.36587421,0.84112844,0.00090741,0.33029089,1.08755507,2.75096339,0.12417774,2.44434288
-1.86993497,5.85888064,0.35963545,0.85335773,0.00080767,0.32574019,1.08861956,2.76059394,0.12374698,2.42677346
-1.86393197,5.85823222,0.35303942,0.86485508,0.00073371,0.32084392,1.08992011,2.76852062,0.12335572,2.40627130
-1.85792896,5.85220980,0.34599504,0.87540716,0.00068369,0.31561280,1.09143484,2.77455443,0.12298554,2.38299334
-1.85192596,5.84056417,0.33842656,0.88481059,0.00065600,0.31006245,1.09313075,2.77861676,0.12261697,2.35710885
-1.84592296,5.82318564,0.33027720,0.89287278,0.00064928,0.30421359,1.09496218,2.78075058,0.12222891,2.32879736
-1.83991996,5.80011191,0.32151210,0.89941316,0.00066244,0.29809224,1.09687050,2.78112645,0.12179825,2.29824783
-1.83391696,5.77153209,0.31212026,0.90426520,0.00069457,0.29172973,1.09878503,2.78004277,0.12129970,2.26565873
-1.82791396,5.73778581,0.30211558,0.90727880,0.00074499,0.28516261,1.10062511,2.77791961,0.12070605,2.23123870
-1.82191096,5.69935722,0.29153676,0.90832317,0.00081316,0.27843236,1.10230312,2.77528627,0.11998855,2.19520779
-1.81590795,5.65686326,0.28044621,0.90729005,0.00089866,0.27158495,1.10372832,2.77276252,0.11911771,2.15779855
-1.80990495,5.61103645,0.26892795,0.90409681,0.00100116,0.26467013,1.10481099,2.77103415,0.11806417,2.11925701
-1.80390195,5.56270220,0.25708465,0.89868959,0.00112032,0.25774068,1.10546689,2.77082377,0.11679986,2.07984308
-1.79789895,5.51275157,0.24503395,0.89104590,0.00125580,0.25085136,1.10562135,2.77285794,0.11529915,2.03983020
-1.79189595,5.46211027,0.23290417,0.88117671,0.00140713,0.24405788,1.10521308,2.77783222,0.11354005,1.99950412
-1.78589295,5.41170525,0.22082981,0.86912770,0.00157375,0.23741570,1.10419715,2.78637569,0.11150534,1.95916075
-1.77988994,5.36243041,0.20894682,0.85497965,0.00175488,0.23097891,1.10254720,2.79901691,0.10918355,1.91910314
-1.77388694,5.31511323,0.19738799,0.83884772,0.00194955,0.22479909,1.10025660,2.81615303,0.10656975,1.87963759
-1.76788394,5.27048391,0.18627867,0.82087983,0.00215653,0.21892429,1.09733877,2.83802389,0.10366610,1.84106933
-1.76188094,5.22914905,0.17573292,0.80125392,0.00237436,0.21339820,1.09382639,2.86469276,0.10048203,1.80369776
-1.75587794,5.19157117,0.16585029,0.78017438,0.00260132,0.20825946,1.08977007,2.89603491,0.09703426,1.76781166
-1.74987494,5.15805567,0.15671331,0.75786773,0.00283545,0.20354125,1.08523622,2.93173512,0.09334640,1.73368470
-1.74387194,5.12874597,0.14838580,0.73457764,0.00307461,0.19927106,1.08030468,2.97129457,0.08944832,1.70157137
-1.73786893,5.10362737,0.14091195,0.71055974,0.00331650,0.19547078,1.07506618,3.01404708,0.08537529,1.67170366
-1.73186593,5.08253961,0.13431618,0.68607616,0.00355873,0.19215694,1.06961982,3.05918420,0.08116693,1.64428860
-1.72586293,5.06519745,0.12860375,0.66139021,0.00379892,0.18934116,1.06407083,3.10578816,0.07686595,1.61950666
-1.71985993,5.05121808,0.12376203,0.63676127,0.00403475,0.18703076,1.05852869,3.15287099,0.07251695,1.59751118
-1.71385693,5.04015375,0.11976222,0.61244017,0.00426407,0.18522943,1.05310559,3.19941792,0.06816508,1.57842841
-1.70785393,5.03152742,0.11656156,0.58866505,0.00448495,0.18393788,1.04791531,3.24443272,0.06385482,1.56235834
-1.70185093,5.02486916,0.11410571,0.56565784,0.00469580,0.18315454,1.04307232,3.28698253,0.05962880,1.54937573
-1.69584792,5.01975069,0.11233128,0.54362133,0.00489542,0.18287600,1.03869104,3.32623944,0.05552680,1.53953135
-1.68984492,5.01581557,0.11116838,0.52273688,0.00508305,0.18309743,1.03488496,3.36151661,0.05158488,1.53285294
-1.68384192,5.01280291,0.11054303,0.50316267,0.00525837,0.18381265,1.03176552,3.39229648,0.04783469,1.52934581
-1.67783892,5.01056247,0.11037930,0.48503240,0.00542156,0.18501410,1.02944044,3.41824943,0.04430301,1.52899268
-1.67183592,5.00906007,0.11060127,0.46845437,0.00557323,0.18669244,1.02801145,3.43924154,0.04101143,1.53175288
-1.66583292,5.00837238,0.11113457,0.45351086,0.00571440,0.18883604,1.02757127,3.45533091,0.03797619,1.53756069
-1.65982991,5.00867136,0.11190761,0.44025777,0.00584640,0.19143019,1.02819985,3.46675249,0.03520823,1.54632294
-1.65382691,5.01019895,0.11285245,0.42872436,0.00597078,0.19445626,1.02995995,3.47389240,0.03271334,1.55791616
-1.64782391,5.01323373,0.11390539,0.41891320,0.00608923,0.19789068,1.03289223,3.47725293,0.03049239,1.57218342
-1.64182091,5.01805152,0.11500721,0.41080032,0.00620338,0.20170410,1.03701020,3.47741064,0.02854171,1.58893128
-1.63581791,5.02488280,0.11610329,0.40433549,0.00631473,0.20586046,1.04229524,3.47496977,0.02685346,1.60792722
-1.62981491,5.03386984,0.11714346,0.39944286,0.00642450,0.21031640,1.04869224,3.47051415,0.02541613,1.62889797
-1.62381191,5.04502670,0.11808187,0.39602196,0.00653350,0.21502084,1.05610619,3.46456046,0.02421499,1.65152913
-1.61780890,5.05820518,0.11887674,0.39394913,0.00664205,0.21991490,1.06440008,3.45751586,0.02323260,1.67546635
-1.61180590,5.07306941,0.11949015,0.39307948,0.00674990,0.22493223,1.07339455,3.44964278,0.02244935,1.70031842
-1.60580290,5.08908137,0.11988795,0.39324954,0.00685617,0.22999968,1.08286952,3.44103317,0.02184396,1.72566224
-1.59979990,5.10549879,0.12003968,0.39428038,0.00695937,0.23503842,1.09256787,3.43159383,0.02139403,1.75104985
-1.59379690,5.12138628,0.11991864,0.39598153,0.00705743,0.23996539,1.10220128,3.42104398,0.02107657,1.77601724
-1.58779390,5.13563957,0.11950209,0.39815529,0.00714774,0.24469515,1.11145809,3.40892527,0.02086852,1.80009471
-1.58179090,5.14702175,0.11877146,0.40060159,0.00722727,0.24914195,1.12001286,3.39462365,0.02074725,1.82281847
-1.57578789,5.15420994,0.11771273,0.40312314,0.00729269,0.25322197,1.12753725,3.37740183,0.02069109,1.84374283
