energy_ev,total_up,Ga_p_up,Ga_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,1.12113594,0.01989577,0.00000000,0.20057007,0.69200837,0.00086003,0.53042925
-5.99399700,1.12474257,0.01876109,0.00000000,0.19767641,0.70088256,0.00084368,0.53366171
-5.98799400,1.12826613,0.01766919,0.00000000,0.19536262,0.70887736,0.00082859,0.53644222
-5.98199100,1.13131411,0.01661901,0.00000000,0.19355804,0.71574404,0.00081476,0.53861510
-5.97598799,1.13357472,0.01561069,0.00000000,0.19220318,0.72128886,0.00080218,0.54006660
-5.96998499,1.13482802,0.01464557,0.00000000,0.19125203,0.72538051,0.00079082,0.54072952
-5.96398199,1.13495381,0.01372604,0.00000000,0.19067379,0.72795540,0.00078064,0.54058636
-5.95797899,1.13393607,0.01285546,0.00000000,0.19045397,0.72902093,0.00077158,0.53967087
-5.95197599,1.13186374,0.01203795,0.00000000,0.19059476,0.72865634,0.00076355,0.53806789
-5.94597299,1.12892794,0.01127823,0.00000000,0.19111479,0.72701131,0.00075646,0.53591147
-5.93996998,1.12541555,0.01058138,0.00000000,0.19204818,0.72430204,0.00075018,0.53338131
-5.93396698,1.12169945,0.00995265,0.00000000,0.19344300,0.72080512,0.00074457,0.53069756
-5.92796398,1.11822544,0.00939729,0.00000000,0.19535900,0.71684916,0.00073948,0.52811402
-5.92196098,1.11549634,0.00892030,0.00000000,0.19786493,0.71280439,0.00073478,0.52591003
-5.91595798,1.11405362,0.00852627,0.00000000,0.20103523,0.70907058,0.00073032,0.52438107
-5.90995498,1.11445694,0.00821922,0.00000000,0.20494634,0.70606343,0.00072594,0.52382850
-5.90395198,1.11726235,0.00800243,0.00000000,0.20967273,0.70420001,0.00072154,0.52454851
-5.89794897,1.12299955,0.00787828,0.00000000,0.21528267,0.70388350,0.00071701,0.52682079
-5.89194597,1.13214918,0.00784813,0.00000000,0.22183395,0.70548778,0.00071226,0.53089723
-5.88594297,1.14512052,0.00791221,0.00000000,0.22936960,0.70934236,0.00070726,0.53699082
-5.87993997,1.16223070,0.00806952,0.00000000,0.23791388,0.71571815,0.00070197,0.54526547
-5.87393697,1.18368588,0.00831770,0.00000000,0.24746863,0.72481452,0.00069641,0.55582681
-5.86793397,1.20956541,0.00865306,0.00000000,0.25801007,0.73674823,0.00069061,0.56871454
-5.86193097,1.23980938,0.00907044,0.00000000,0.26948635,0.75154467,0.00068460,0.58389655
-5.85592796,1.27421045,0.00956327,0.00000000,0.28181589,0.76913175,0.00067846,0.60126521
-5.84992496,1.31241030,0.01012358,0.00000000,0.29488665,0.78933687,0.00067226,0.62063597
-5.84392196,1.35390115,0.01074206,0.00000000,0.30855648,0.81188717,0.00066606,0.64174849
-5.83791896,1.39803267,0.01140816,0.00000000,0.32265457,0.83641329,0.00065992,0.66427048
-5.83191596,1.44402413,0.01211026,0.00000000,0.33698405,0.86245656,0.00065388,0.68780409
-5.82591296,1.49098189,0.01283584,0.00000000,0.35132580,0.88947961,0.00064795,0.71189490
-5.81990995,1.53792171,0.01357174,0.00000000,0.36544325,0.91688023,0.00064212,0.73604323
-5.81390695,1.58379540,0.01430442,0.00000000,0.37908826,0.94400792,0.00063636,0.75971757
-5.80790395,1.62752088,0.01502029,0.00000000,0.39200777,0.97018288,0.00063058,0.78236957
-5.80190095,1.66801494,0.01570604,0.00000000,0.40395115,0.99471664,0.00062469,0.80345029
-5.79589795,1.70422729,0.01634897,0.00000000,0.41467784,1.01693370,0.00061856,0.82242702
-5.78989495,1.73517484,0.01693740,0.00000000,0.42396515,1.03619330,0.00061205,0.83880009
-5.78389195,1.75997475,0.01746095,0.00000000,0.43161589,1.05191062,0.00060501,0.85211901
-5.77788894,1.77787505,0.01791089,0.00000000,0.43746542,1.06357643,0.00059730,0.86199737
-5.77188594,1.78828145,0.01828043,0.00000000,0.44138794,1.07077439,0.00058877,0.86812576
-5.76588294,1.79077919,0.01856492,0.00000000,0.44330173,1.07319539,0.00057931,0.87028229
-5.75987994,1.78514907,0.01876200,0.00000000,0.44317296,1.07064816,0.00056886,0.86834010
-5.75387694,1.77137676,0.01887174,0.00000000,0.44101807,1.06306574,0.00055738,0.86227170
-5.74787394,1.74965509,0.01889659,0.00000000,0.43690444,1.05050757,0.00054488,0.85214978
-5.74187094,1.72037911,0.01884133,0.00000000,0.43094942,1.03315704,0.00053145,0.83814453
-5.73586793,1.68413411,0.01871290,0.00000000,0.42331758,1.01131466,0.00051722,0.82051759
-5.72986493,1.64167722,0.01852020,0.00000000,0.41421642,0.98538718,0.00050241,0.79961285
-5.72386193,1.59391318,0.01827376,0.00000000,0.40389068,0.95587313,0.00048728,0.77584455
-5.71785893,1.54186557,0.01798544,0.00000000,0.39261538,0.92334546,0.00047215,0.74968324
-5.71185593,1.48664463,0.01766800,0.00000000,0.38068798,0.88843221,0.00045741,0.72164021
-5.70585293,1.42941304,0.01733469,0.00000000,0.36841990,0.85179579,0.00044346,0.69225105
-5.69984992,1.37135110,0.01699889,0.00000000,0.35612777,0.81411211,0.00043075,0.66205911
-5.69384692,1.31362265,0.01667367,0.00000000,0.34412473,0.77605019,0.00041976,0.63159953
-5.68784392,1.25734319,0.01637139,0.00000000,0.33271204,0.73825317,0.00041095,0.60138442
-5.68184092,1.20355101,0.01610344,0.00000000,0.32217137,0.70132151,0.00040479,0.57188987
-5.67583792,1.15318256,0.01587987,0.00000000,0.31275786,0.66579874,0.00040170,0.54354505
-5.66983492,1.10705251,0.01570922,0.00000000,0.30469433,0.63216037,0.00040209,0.51672385
-5.66383192,1.06583897,0.01559833,0.00000000,0.29816659,0.60080601,0.00040630,0.49173911
-5.65782891,1.03007393,0.01555222,0.00000000,0.29331993,0.57205492,0.00041461,0.46883953
-5.65182591,1.00013897,0.01557409,0.00000000,0.29025698,0.54614468,0.00042721,0.44820903
-5.64582291,0.97626565,0.01566527,0.00000000,0.28903668,0.52323282,0.00044422,0.42996848
-5.63981991,0.95854028,0.01582536,0.00000000,0.28967441,0.50340101,0.00046567,0.41417929
-5.63381691,0.94691239,0.01605226,0.00000000,0.29214322,0.48666122,0.00049149,0.40084855
-5.62781391,0.94120608,0.01634238,0.00000000,0.29637595,0.47296351,0.00052150,0.38993538
-5.62181091,0.94113371,0.01669078,0.00000000,0.30226817,0.46220469,0.00055546,0.38135781
-5.61580790,0.94631106,0.01709140,0.00000000,0.30968185,0.45423749,0.00059300,0.37500001
-5.60980490,0.95627343,0.01753725,0.00000000,0.31844954,0.44887966,0.00063370,0.37071934
-5.60380190,0.97049192,0.01802067,0.00000000,0.32837908,0.44592266,0.00067706,0.36835302
-5.59779890,0.98838969,0.01853354,0.00000000,0.33925866,0.44513955,0.00072252,0.36772406
-5.59179590,1.00935754,0.01906756,0.00000000,0.35086207,0.44629197,0.00076949,0.36864646
-5.58579290,1.03276870,0.01961449,0.00000000,0.36295423,0.44913594,0.00081734,0.37092940
-5.57978989,1.05799252,0.02016635,0.00000000,0.37529670,0.45342661,0.00086544,0.37438069
-5.57378689,1.08440700,0.02071573,0.00000000,0.38765316,0.45892183,0.00091317,0.37880921
-5.56778389,1.11141005,0.02125595,0.00000000,0.39979482,0.46538480,0.00095995,0.38402682
-5.56178089,1.13842938,0.02178128,0.00000000,0.41150549,0.47258587,0.00100523,0.38984956
-5.55577789,1.16493107,0.02228712,0.00000000,0.42258633,0.48030368,0.00104851,0.39609851
-5.54977489,1.19042675,0.02277012,0.00000000,0.43286005,0.48832591,0.00108939,0.40260040
-5.54377189,1.21447935,0.02322829,0.00000000,0.44217451,0.49644971,0.00112752,0.40918814
-5.53776888,1.23670756,0.02366104,0.00000000,0.45040561,0.50448209,0.00116263,0.41570139
-5.53176588,1.25678879,0.02406915,0.00000000,0.45745938,0.51224032,0.00119454,0.42198722
-5.52576288,1.27446083,0.02445472,0.00000000,0.46327307,0.51955254,0.00122316,0.42790105
-5.51975988,1.28952222,0.02482101,0.00000000,0.46781548,0.52625860,0.00124845,0.43330776
-5.51375688,1.30183137,0.02517225,0.00000000,0.47108632,0.53221113,0.00127046,0.43808304
-5.50775388,1.31130453,0.02551342,0.00000000,0.47311463,0.53727693,0.00128928,0.44211490
-5.50175088,1.31791286,0.02584996,0.00000000,0.47395658,0.54133848,0.00130505,0.44530532
-5.49574787,1.32167866,0.02618744,0.00000000,0.47369248,0.54429572,0.00131793,0.44757190
-5.48974487,1.32267106,0.02653124,0.00000000,0.47242332,0.54606778,0.00132812,0.44884948
-5.48374187,1.32100121,0.02688628,0.00000000,0.47026696,0.54659476,0.00133583,0.44909155
-5.47773887,1.31681742,0.02725668,0.00000000,0.46735413,0.54583922,0.00134125,0.44827142
-5.47173587,1.31030015,0.02764555,0.00000000,0.46382440,0.54378754,0.00134459,0.44638305
-5.46573287,1.30165715,0.02805479,0.00000000,0.45982225,0.54045072,0.00134606,0.44344140
-5.45972986,1.29111880,0.02848497,0.00000000,0.45549341,0.53586482,0.00134585,0.43948231
-5.45372686,1.27893366,0.02893534,0.00000000,0.45098150,0.53009067,0.00134413,0.43456181
-5.44772386,1.26536413,0.02940379,0.00000000,0.44642504,0.52321297,0.00134110,0.42875487
-5.44172086,1.25068231,0.02988703,0.00000000,0.44195480,0.51533868,0.00133694,0.42215354
-5.43571786,1.23516571,0.03038073,0.00000000,0.43769159,0.50659459,0.00133184,0.41486453
-5.42971486,1.21909290,0.03087974,0.00000000,0.43374421,0.49712418,0.00132601,0.40700630
-5.42371186,1.20273874,0.03137838,0.00000000,0.43020782,0.48708386,0.00131964,0.39870560
-5.41770885,1.18636919,0.03187064,0.00000000,0.42716225,0.47663843,0.00131298,0.39009376
-5.41170585,1.17023569,0.03235050,0.00000000,0.42467066,0.46595624,0.00130624,0.38130259
-5.40570285,1.15456894,0.03281210,0.00000000,0.42277806,0.45520383,0.00129966,0.37246023
-5.39969985,1.13957233,0.03324991,0.00000000,0.42151000,0.44454054,0.00129349,0.36368699
-5.39369685,1.12541511,0.03365890,0.00000000,0.42087131,0.43411312,0.00128795,0.35509134
-5.38769385,1.11222570,0.03403451,0.00000000,0.42084499,0.42405056,0.00128323,0.34676627
-5.38169085,1.10008527,0.03437269,0.00000000,0.42139128,0.41445953,0.00127951,0.33878611
-5.37568784,1.08902229,0.03466980,0.00000000,0.42244719,0.40542045,0.00127688,0.33120405
-5.36968484,1.07900827,0.03492251,0.00000000,0.42392644,0.39698455,0.00127541,0.32405034
-5.36368184,1.06995529,0.03512762,0.00000000,0.42572006,0.38917195,0.00127506,0.31733155
-5.35767884,1.06171555,0.03528193,0.00000000,0.42769781,0.38197112,0.00127573,0.31103058
-5.35167584,1.05408348,0.03538209,0.00000000,0.42971040,0.37533945,0.00127721,0.30510788
