energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.67583792,0.90561165,0.00146019,0.00219727,0.07293918,0.08109159,0.08401647,0.70338238,0.25606315,0.00000000
-5.66983492,0.92887108,0.00164749,0.00240260,0.07795680,0.08148329,0.08546821,0.72294479,0.25947271,0.00000000
-5.66383192,0.95339383,0.00184951,0.00265100,0.08360854,0.08190792,0.08718758,0.74340849,0.26306189,0.00000000
-5.65782891,0.97926035,0.00206442,0.00294014,0.08982894,0.08237810,0.08917880,0.76484652,0.26686090,0.00000000
-5.65182591,1.00648354,0.00229003,0.00326809,0.09655073,0.08290208,0.09144867,0.78727363,0.27088685,0.00000000
-5.64582291,1.03499718,0.00252379,0.00363316,0.10370289,0.08348224,0.09400389,0.81063877,0.27513970,0.00000000
-5.63981991,1.06464856,0.00276281,0.00403382,0.11120934,0.08411407,0.09684863,0.83482063,0.27959933,0.00000000
-5.63381691,1.09519565,0.00300388,0.00446856,0.11898822,0.08478551,0.09998262,0.85962660,0.28422396,0.00000000
-5.62781391,1.12630916,0.00324351,0.00493581,0.12695184,0.08547686,0.10339965,0.88479538,0.28894989,0.00000000
-5.62181091,1.15757914,0.00347802,0.00543384,0.13500719,0.08616114,0.10708649,0.91000302,0.29369255,0.00000000
-5.61580790,1.18852603,0.00370362,0.00596072,0.14305702,0.08680489,0.11102236,0.93487214,0.29834885,0.00000000
-5.60980490,1.21861539,0.00391648,0.00651422,0.15100132,0.08736944,0.11517868,0.95898392,0.30280061,0.00000000
-5.60380190,1.24727560,0.00411286,0.00709178,0.15873917,0.08781252,0.11951934,0.98189220,0.30691892,0.00000000
-5.59779890,1.27391761,0.00428920,0.00769047,0.16617079,0.08809005,0.12400122,1.00313898,0.31056912,0.00000000
-5.59179590,1.29795553,0.00444225,0.00830689,0.17319965,0.08815815,0.12857492,1.02227052,0.31361618,0.00000000
-5.58579290,1.31882724,0.00456914,0.00893721,0.17973461,0.08797519,0.13318577,1.03885316,0.31593007,0.00000000
-5.57978989,1.33601374,0.00466750,0.00957705,0.18569179,0.08750374,0.13777488,1.05248822,0.31739102,0.00000000
-5.57378689,1.34905640,0.00473552,0.01022154,0.19099632,0.08671235,0.14228023,1.06282511,0.31789417,0.00000000
-5.56778389,1.35757144,0.00477202,0.01086525,0.19558365,0.08557706,0.14663789,1.06957223,0.31735361,0.00000000
-5.56178089,1.36126085,0.00477646,0.01150221,0.19940052,0.08408260,0.15078307,1.07250511,0.31570544,0.00000000
-5.55577789,1.35991957,0.00474900,0.01212595,0.20240556,0.08222314,0.15465121,1.07147162,0.31290984,0.00000000
-5.54977489,1.35343883,0.00469043,0.01272953,0.20456945,0.08000266,0.15817900,1.06639422,0.30895210,0.00000000
-5.54377189,1.34180558,0.00460218,0.01330562,0.20587474,0.07743484,0.16130538,1.05726931,0.30384256,0.00000000
-5.53776888,1.32509868,0.00448625,0.01384662,0.20631536,0.07454258,0.16397247,1.04416391,0.29761557,0.00000000
-5.53176588,1.30348205,0.00434515,0.01434477,0.20589586,0.07135714,0.16612648,1.02721033,0.29032761,0.00000000
-5.52576288,1.27719560,0.00418178,0.01479232,0.20463055,0.06791693,0.16771868,1.00659895,0.28205464,0.00000000
-5.51975988,1.24654459,0.00399938,0.01518173,0.20254250,0.06426610,0.16870634,0.98257002,0.27288905,0.00000000
-5.51375688,1.21188811,0.00380138,0.01550588,0.19966254,0.06045298,0.16905365,0.95540476,0.26293616,0.00000000
-5.50775388,1.17362749,0.00359134,0.01575825,0.19602833,0.05652837,0.16873269,0.92541652,0.25231072,0.00000000
-5.50175088,1.13219503,0.00337280,0.01593318,0.19168349,0.05254394,0.16772440,0.89294223,0.24113336,0.00000000
-5.49574787,1.08804378,0.00314926,0.01602611,0.18667687,0.04855067,0.16601942,0.85833470,0.22952741,0.00000000
-5.48974487,1.04163855,0.00292402,0.01603369,0.18106196,0.04459743,0.16361890,0.82195586,0.21761591,0.00000000
-5.48374187,0.99344838,0.00270018,0.01595407,0.17489640,0.04072978,0.16053515,0.78417122,0.20551917,0.00000000
-5.47773887,0.94394060,0.00248053,0.01578693,0.16824153,0.03698905,0.15679209,0.74534552,0.19335276,0.00000000
-5.47173587,0.89357631,0.00226758,0.01553362,0.16116211,0.03341162,0.15242546,0.70583943,0.18122606,0.00000000
-5.46573287,0.84280724,0.00206347,0.01519719,0.15372594,0.03002849,0.14748272,0.66600730,0.16924120,0.00000000
-5.45972986,0.79207357,0.00187002,0.01478236,0.14600351,0.02686516,0.14202268,0.62619570,0.15749253,0.00000000
-5.45372686,0.74180258,0.00168872,0.01429543,0.13806752,0.02394166,0.13611476,0.58674237,0.14606636,0.00000000
-5.44772386,0.69240769,0.00152072,0.01374417,0.12999238,0.02127285,0.12983793,0.54797566,0.13504107,0.00000000
-5.44172086,0.64428777,0.00136692,0.01313760,0.12185349,0.01886884,0.12327931,0.51021386,0.12448741,0.00000000
-5.43571786,0.59782627,0.00122793,0.01248581,0.11372650,0.01673553,0.11653255,0.47376461,0.11446885,0.00000000
-5.42971486,0.55339017,0.00110418,0.01179964,0.10568636,0.01487527,0.10969595,0.43892386,0.10504207,0.00000000
-5.42371186,0.51132844,0.00099588,0.01109043,0.09780634,0.01328744,0.10287036,0.40597462,0.09625737,0.00000000
-5.41770885,0.47197013,0.00090314,0.01036972,0.09015700,0.01196914,0.09615713,0.37518524,0.08815906,0.00000000
-5.41170585,0.43562189,0.00082593,0.00964897,0.08280506,0.01091571,0.08965588,0.34680729,0.08078573,0.00000000
-5.40570285,0.40256516,0.00076415,0.00893925,0.07581245,0.01012127,0.08346242,0.32107311,0.07417038,0.00000000
-5.39969985,0.37305298,0.00071765,0.00825100,0.06923525,0.00957908,0.07766678,0.29819306,0.06834043,0.00000000
-5.39369685,0.34730655,0.00068622,0.00759380,0.06312291,0.00928181,0.07235138,0.27835259,0.06331769,0.00000000
-5.38769385,0.32551178,0.00066963,0.00697620,0.05751754,0.00922173,0.06758947,0.26170923,0.05911807,0.00000000
-5.38169085,0.30781585,0.00066761,0.00640554,0.05245336,0.00939070,0.06344380,0.24838962,0.05575134,0.00000000
-5.37568784,0.29432405,0.00067987,0.00588787,0.04795644,0.00978014,0.05996560,0.23848675,0.05322077,0.00000000
-5.36968484,0.28509691,0.00070609,0.00542789,0.04404450,0.01038085,0.05719380,0.23205747,0.05152277,0.00000000
-5.36368184,0.28014782,0.00074587,0.00502893,0.04072704,0.01118279,0.05515466,0.22912031,0.05064651,0.00000000
-5.35767884,0.27944135,0.00079878,0.00469295,0.03800555,0.01217479,0.05386155,0.22965392,0.05057363,0.00000000
-5.35167584,0.28289216,0.00086430,0.00442064,0.03587394,0.01334427,0.05331509,0.23359601,0.05127799,0.00000000
-5.34567284,0.29036477,0.00094180,0.00421144,0.03431908,0.01467701,0.05350352,0.24084295,0.05272558,0.00000000
-5.33966983,0.30167427,0.00103058,0.00406371,0.03332144,0.01615682,0.05440330,0.25125011,0.05487446,0.00000000
-5.33366683,0.31658784,0.00112980,0.00397481,0.03285582,0.01776547,0.05597990,0.26463298,0.05767504,0.00000000
-5.32766383,0.33482739,0.00123849,0.00394122,0.03289214,0.01948257,0.05818881,0.28076906,0.06107037,0.00000000
-5.32166083,0.35607301,0.00135559,0.00395874,0.03339617,0.02128561,0.06097669,0.29940056,0.06499674,0.00000000
-5.31565783,0.37996753,0.00147987,0.00402258,0.03433038,0.02315012,0.06428264,0.32023787,0.06938446,0.00000000
-5.30965483,0.40612186,0.00161003,0.00412752,0.03565468,0.02504997,0.06803960,0.34296381,0.07415877,0.00000000
-5.30365183,0.43412115,0.00174463,0.00426806,0.03732708,0.02695775,0.07217586,0.36723847,0.07924107,0.00000000
-5.29764882,0.46353165,0.00188217,0.00443855,0.03930445,0.02884531,0.07661654,0.39270463,0.08455014,0.00000000
-5.29164582,0.49390801,0.00202106,0.00463330,0.04154304,0.03068441,0.08128524,0.41899357,0.09000369,0.00000000
-5.28564282,0.52480098,0.00215967,0.00484673,0.04399909,0.03244738,0.08610558,0.44573115,0.09551982,0.00000000
-5.27963982,0.55576506,0.00229638,0.00507347,0.04662926,0.03410794,0.09100274,0.47254397,0.10101863,0.00000000
-5.27363682,0.58636624,0.00242956,0.00530843,0.04939111,0.03564193,0.09590502,0.49906544,0.10642387,0.00000000
-5.26763382,0.61618931,0.00255760,0.00554694,0.05224348,0.03702812,0.10074521,0.52494158,0.11166444,0.00000000
-5.26163082,0.64484469,0.00267898,0.00578482,0.05514683,0.03824895,0.10546197,0.54983649,0.11667591,0.00000000
-5.25562781,0.67197466,0.00279226,0.00601843,0.05806362,0.03929115,0.11000100,0.57343725,0.12140184,0.00000000
-5.24962481,0.69725881,0.00289608,0.00624477,0.06095861,0.04014634,0.11431611,0.59545823,0.12579501,0.00000000
-5.24362181,0.72041870,0.00298923,0.00646153,0.06379927,0.04081146,0.11837014,0.61564483,0.12981840,0.00000000
-5.23761881,0.74122162,0.00307064,0.00666715,0.06655614,0.04128907,0.12213574,0.63377646,0.13344599,0.00000000
-5.23161581,0.75948352,0.00313936,0.00686087,0.06920328,0.04158749,0.12559593,0.64966900,0.13666339,0.00000000
-5.22561281,0.77507124,0.00319461,0.00704280,0.07171877,0.04172083,0.12874457,0.66317664,0.13946816,0.00000000
-5.21960980,0.78790387,0.00323578,0.00721396,0.07408526,0.04170878,0.13158656,0.67419322,0.14187000,0.00000000
-5.21360680,0.79795362,0.00326241,0.00737633,0.07629055,0.04157636,0.13413799,0.68265313,0.14389066,0.00000000
-5.20760380,0.80524598,0.00327420,0.00753295,0.07832828,0.04135347,0.13642598,0.68853183,0.14556364,0.00000000
-5.20160080,0.80985941,0.00327103,0.00768793,0.08019863,0.04107435,0.13848846,0.69184612,0.14693374,0.00000000
-5.19559780,0.81192453,0.00325294,0.00784654,0.08190893,0.04077690,0.14037358,0.69265393,0.14805631,0.00000000
-5.18959480,0.81162273,0.00322012,0.00801527,0.08347441,0.04050202,0.14213910,0.69105395,0.14899636,0.00000000
-5.18359180,0.80918431,0.00317293,0.00820190,0.08491874,0.04029278,0.14385133,0.68718477,0.14982742,0.00000000
-5.17758879,0.80488583,0.00311190,0.00841553,0.08627458,0.04019359,0.14558398,0.68122359,0.15063021,0.00000000
-5.17158579,0.79904693,0.00303768,0.00866669,0.08758387,0.04024944,0.14741668,0.67338443,0.15149108,0.00000000
-5.16558279,0.79202618,0.00295110,0.00896732,0.08889807,0.04050496,0.14943324,0.66391566,0.15250026,0.00000000
-5.15957979,0.78421619,0.00285312,0.00933084,0.09027805,0.04100369,0.15171964,0.65309679,0.15374992,0.00000000
-5.15357679,0.77603768,0.00274482,0.00977215,0.09179384,0.04178723,0.15436190,0.64123458,0.15533209,0.00000000
-5.14757379,0.76793280,0.00262741,0.01030759,0.09352404,0.04289454,0.15744365,0.62865823,0.15733645,0.00000000
-5.14157079,0.76035755,0.00250219,0.01095491,0.09555496,0.04436125,0.16104376,0.61571391,0.15984807,0.00000000
-5.13556778,0.75377352,0.00237056,0.01173317,0.09797953,0.04621907,0.16523377,0.60275859,0.16294519,0.00000000
-5.12956478,0.74863918,0.00223395,0.01266261,0.10089583,0.04849528,0.17007560,0.59015332,0.16669710,0.00000000
-5.12356178,0.74540095,0.00209384,0.01376446,0.10440547,0.05121230,0.17561937,0.57825622,0.17116222,0.00000000
-5.11755878,0.74448429,0.00195171,0.01506071,0.10861163,0.05438747,0.18190150,0.56741538,0.17638645,0.00000000
-5.11155578,0.74628526,0.00180903,0.01657378,0.11361699,0.05803277,0.18894334,0.55796191,0.18240194,0.00000000
-5.10555278,0.75116266,0.00166722,0.01832615,0.11952143,0.06215483,0.19675022,0.55020340,0.18922630,0.00000000
-5.09954977,0.75943120,0.00152760,0.02033996,0.12641961,0.06675496,0.20531119,0.54441819,0.19686228,0.00000000
-5.09354677,0.77135588,0.00139141,0.02263645,0.13439851,0.07182925,0.21459929,0.54085035,0.20529811,0.00000000
-5.08754377,0.78714762,0.00125978,0.02523539,0.14353492,0.07736887,0.22457257,0.53970590,0.21450821,0.00000000
-5.08154077,0.80696038,0.00113366,0.02815447,0.15389291,0.08336031,0.23517565,0.54115002,0.22445460,0.00000000
-5.07553777,0.83088961,0.00101388,0.03140855,0.16552143,0.08978570,0.24634187,0.54530556,0.23508851,0.00000000
-5.06953477,0.85897198,0.00090110,0.03500897,0.17845203,0.09662319,0.25799582,0.55225258,0.24635257,0.00000000
-5.06353177,0.89118618,0.00079581,0.03896275,0.19269675,0.10384721,0.27005627,0.56202889,0.25818299,0.00000000
-5.05752876,0.92745454,0.00069834,0.04327186,0.20824631,0.11142874,0.28243906,0.57463139,0.27051191,0.00000000
-5.05152576,0.96764525,0.00060886,0.04793248,0.22506860,0.11933549,0.29506018,0.59001802,0.28326961,0.00000000
-5.04552276,1.01157483,0.00052739,0.05293435,0.24310762,0.12753199,0.30783843,0.60811002,0.29638648,0.00000000
-5.03951976,1.05901063,0.00045384,0.05826016,0.26228291,0.13597956,0.32069782,0.62879429,0.30979462,0.00000000
-5.03351676,1.10967320,0.00038797,0.06388517,0.28248950,0.14463624,0.33356947,0.65192571,0.32342893,0.00000000
-5.02751376,1.16323838,0.00032948,0.06977694,0.30359858,0.15345659,0.34639287,0.67732912,0.33722765,0.00000000
-5.02151076,1.21933915,0.00027796,0.07589530,0.32545885,0.16239146,0.35911654,0.70480109,0.35113238,0.00000000
-5.01550775,1.27756725,0.00023296,0.08219254,0.34789853,0.17138783,0.37169801,0.73411116,0.36508745,0.00000000
-5.00950475,1.33747482,0.00019398,0.08861395,0.37072834,0.18038859,0.38410327,0.76500290,0.37903892,0.00000000
-5.00350175,1.39857628,0.00016051,0.09509856,0.39374501,0.18933255,0.39630566,0.79719477,0.39293316,0.00000000
-4.99749875,1.46035091,0.00013202,0.10158030,0.41673575,0.19815453,0.40828454,0.83038101,0.40671529,0.00000000
-4.99149575,1.52224626,0.00010799,0.10798934,0.43948324,0.20678572,0.42002370,0.86423273,0.42032755,0.00000000
-4.98549275,1.58368305,0.00008794,0.11425384,0.46177125,0.21515438,0.43150991,0.89839965,0.43370795,0.00000000
-4.97948974,1.64406161,0.00007141,0.12030187,0.48339066,0.22318670,0.44273169,0.93251256,0.44678919,0.00000000
-4.97348674,1.70277036,0.00005796,0.12606358,0.50414576,0.23080820,0.45367848,0.96618682,0.45949826,0.00000000
-4.96748374,1.75919622,0.00004722,0.13147350,0.52386056,0.23794525,0.46434047,0.99902715,0.47175667,0.00000000
-4.96148074,1.81273716,0.00003886,0.13647296,0.54238500,0.24452706,0.47470910,1.03063370,0.48348147,0.00000000
-4.95547774,1.86281657,0.00003259,0.14101238,0.55960067,0.25048784,0.48477831,1.06060953,0.49458721,0.00000000
-4.94947474,1.90889923,0.00002821,0.14505361,0.57542597,0.25576911,0.49454652,1.08856932,0.50498858,0.00000000
-4.94347174,1.95050830,0.00002554,0.14857193,0.58982030,0.26032221,0.50401926,1.11414927,0.51460384,0.00000000
-4.93746873,1.98724266,0.00002446,0.15155780,0.60278729,0.26411062,0.51321227,1.13701769,0.52335882,0.00000000
-4.93146573,2.01879398,0.00002493,0.15401822,0.61437656,0.26711227,0.52215480,1.15688611,0.53119114,0.00000000
-4.92546273,2.04496243,0.00002694,0.15597752,0.62468417,0.26932147,0.53089296,1.17352020,0.53805465,0.00000000
-4.91945973,2.06567034,0.00003056,0.15747770,0.63385144,0.27075048,0.53949255,1.18675023,0.54392352,0.00000000
-4.91345673,2.08097274,0.00003589,0.15857797,0.64206205,0.27143055,0.54804133,1.19648030,0.54879584,0.00000000
-4.90745373,2.09106413,0.00004311,0.15935382,0.64953760,0.27141235,0.55665015,1.20269599,0.55269640,0.00000000
-4.90145073,2.09628060,0.00005243,0.15989523,0.65653147,0.27076563,0.56545277,1.20546969,0.55567830,0.00000000
-4.89544772,2.09709694,0.00006414,0.16030428,0.66332111,0.26957829,0.57460413,1.20496351,0.55782331,0.00000000
-4.88944472,2.09411829,0.00007857,0.16069222,0.67019914,0.26795454,0.58427681,1.20142907,0.55924073,0.00000000
-4.88344172,2.08806644,0.00009611,0.16117582,0.67746315,0.26601241,0.59465578,1.19520435,0.56006470,0.00000000
-4.87743872,2.07976079,0.00011719,0.16187341,0.68540486,0.26388064,0.60593139,1.18670718,0.56045004,0.00000000
-4.87143572,2.07009471,0.00014229,0.16290055,0.69429875,0.26169489,0.61829088,1.17642580,0.56056671,0.00000000
-4.86543272,2.06000797,0.00017196,0.16436551,0.70439065,0.25959361,0.63190857,1.16490652,0.56059309,0.00000000
-4.85942971,2.05045614,0.00020676,0.16636483,0.71588680,0.25771358,0.64693543,1.15273899,0.56070845,0.00000000
-4.85342671,2.04237850,0.00024731,0.16897900,0.72894372,0.25618534,0.66348823,1.14053960,0.56108497,0.00000000
-4.84742371,2.03666551,0.00029425,0.17226856,0.74365950,0.25512875,0.68163919,1.12893367,0.56187963,0.00000000
-4.84142071,2.03412749,0.00034824,0.17627071,0.76006684,0.25464872,0.70140650,1.11853707,0.56322663,0.00000000
-4.83541771,2.03546586,0.00040998,0.18099670,0.77812835,0.25483153,0.72274650,1.10993812,0.56523058,0.00000000
-4.82941471,2.04124833,0.00048016,0.18643009,0.79773432,0.25574163,0.74554809,1.10368047,0.56796100,0.00000000
-4.82341171,2.05188925,0.00055947,0.19252595,0.81870338,0.25741933,0.76962983,1.10024763,0.57144841,0.00000000
-4.81740870,2.06763607,0.00064861,0.19921119,0.84078603,0.25987924,0.79474011,1.10004985,0.57568232,0.00000000
-4.81140570,2.08856258,0.00074826,0.20638598,0.86367109,0.26310979,0.82056070,1.10341373,0.58061131,0.00000000
-4.80540270,2.11456928,0.00085904,0.21392622,0.88699499,0.26707362,0.84671367,1.11057506,0.58614510,0.00000000
-4.79939970,2.14539081,0.00098159,0.22168705,0.91035347,0.27170896,0.87277149,1.12167500,0.59215875,0.00000000
-4.79339670,2.18061013,0.00111645,0.22950735,0.93331543,0.27693194,0.89827014,1.13675962,0.59849858,0.00000000
-4.78739370,2.21967860,0.00126413,0.23721485,0.95543832,0.28263966,0.92272451,1.15578270,0.60498962,0.00000000
-4.78139070,2.26194105,0.00142505,0.24463194,0.97628431,0.28871391,0.94564567,1.17861152,0.61144423,0.00000000
-4.77538769,2.30666441,0.00159958,0.25158170,0.99543677,0.29502542,0.96655901,1.20503516,0.61767126,0.00000000
-4.76938469,2.35306856,0.00178794,0.25789410,1.01251609,0.30143838,0.98502251,1.23477477,0.62348542,0.00000000
-4.76338169,2.40035781,0.00199027,0.26341196,1.02719423,0.30781506,1.00064432,1.26749532,0.62871628,0.00000000
-4.75737869,2.44775149,0.00220656,0.26799657,1.03920733,0.31402034,1.01309863,1.30281807,0.63321643,0.00000000
-4.75137569,2.49451233,0.00243665,0.27153259,1.04836580,0.31992595,1.02213928,1.34033326,0.63686841,0.00000000
-4.74537269,2.53997117,0.00268020,0.27393216,1.05456136,0.32541432,1.02761029,1.37961239,0.63959003,0.00000000
-4.73936968,2.58354726,0.00293669,0.27513797,1.05777091,0.33038174,1.02945289,1.42021962,0.64133796,0.00000000
-4.73336668,2.62476335,0.00320536,0.27512522,1.05805694,0.33474092,1.02770881,1.46172195,0.64210929,0.00000000
-4.72736368,2.66325514,0.00348523,0.27390238,1.05556465,0.33842282,1.02251962,1.50369786,0.64194125,0.00000000
-4.72136068,2.69877520,0.00377504,0.27151077,1.05051595,0.34137762,1.01412232,1.54574427,0.64090909,0.00000000
-4.71535768,2.73119146,0.00407329,0.26802292,1.04320078,0.34357511,1.00284136,1.58748188,0.63912230,0.00000000
-4.70935468,2.76048096,0.00437816,0.26354000,1.03396609,0.34500423,0.98907759,1.62855889,0.63671957,0.00000000
-4.70335168,2.78671947,0.00468757,0.25818810,1.02320326,0.34567215,0.97329464,1.66865327,0.63386265,0.00000000
-4.69734867,2.81006790,0.00499914,0.25211396,1.01133440,0.34560280,0.95600344,1.70747385,0.63072959,0.00000000
-4.69134567,2.83075645,0.00531025,0.24547995,0.99879825,0.34483501,0.93774550,1.74476047,0.62750764,0.00000000
-4.68534267,2.84906738,0.00561799,0.23845870,0.98603624,0.34342053,0.91907556,1.78028328,0.62438616,0.00000000
-4.67933967,2.86531733,0.00591928,0.23122764,0.97347918,0.34142175,0.90054445,1.81384163,0.62154976,0.00000000
-4.67333667,2.87983983,0.00621086,0.22396339,0.96153509,0.33890954,0.88268248,1.84526252,0.61917202,0.00000000
-4.66733367,2.89296873,0.00648936,0.21683650,0.95057839,0.33596115,0.86598404,1.87439883,0.61740969,0.00000000
-4.66133067,2.90502281,0.00675136,0.21000645,0.94094077,0.33265817,0.85089370,1.90112726,0.61639781,0.00000000
-4.65532766,2.91629206,0.00699347,0.20361720,0.93290375,0.32908480,0.83779415,1.92534609,0.61624545,0.00000000
-4.64932466,2.92702554,0.00721242,0.19779335,0.92669297,0.32532626,0.82699612,1.94697268,0.61703225,0.00000000
-4.64332166,2.93742116,0.00740509,0.19263697,0.92247429,0.32146748,0.81873050,1.96594064,0.61880573,0.00000000
