energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-3.27463732,1.07969852,-1.07969852,0.00500451,-0.00500451,0.10626297,-0.10626297,0.00336417,-0.00336417,0.00000000,-0.00000000,0.83436609,-0.83436619,0.45233778,-0.45233777,0.62785039,-0.62785040,0.00000000,-0.00000000
-3.26863432,1.09539979,-1.09539979,0.00537326,-0.00537326,0.10898031,-0.10898031,0.00341741,-0.00341741,0.00000000,-0.00000000,0.84519111,-0.84519120,0.45990088,-0.45990087,0.63186406,-0.63186407,0.00000000,-0.00000000
-3.26263132,1.11430719,-1.11430718,0.00574286,-0.00574286,0.11184061,-0.11184061,0.00347822,-0.00347822,0.00000000,-0.00000000,0.85642444,-0.85642452,0.47085330,-0.47085329,0.63557974,-0.63557975,0.00000000,-0.00000000
-3.25662831,1.13595440,-1.13595439,0.00610670,-0.00610670,0.11475529,-0.11475529,0.00354376,-0.00354376,0.00000000,-0.00000000,0.86771465,-0.86771474,0.48507827,-0.48507827,0.63873360,-0.63873361,0.00000000,-0.00000000
-3.25062531,1.15990380,-1.15990379,0.00645796,-0.00645796,0.11763570,-0.11763569,0.00361118,-0.00361118,0.00000000,-0.00000000,0.87875394,-0.87875401,0.50245838,-0.50245837,0.64109935,-0.64109936,0.00000000,-0.00000000
-3.24462231,1.18575997,-1.18575996,0.00678976,-0.00678976,0.12039562,-0.12039561,0.00367765,-0.00367765,0.00000000,-0.00000000,0.88928831,-0.88928838,0.52288096,-0.52288095,0.64249482,-0.64249483,0.00000000,-0.00000000
-3.23861931,1.21317925,-1.21317924,0.00709539,-0.00709539,0.12295365,-0.12295364,0.00374046,-0.00374046,0.00000000,-0.00000000,0.89912462,-0.89912468,0.54624171,-0.54624169,0.64278612,-0.64278613,0.00000000,-0.00000000
-3.23261631,1.24187508,-1.24187506,0.00736851,-0.00736851,0.12523530,-0.12523530,0.00379710,-0.00379710,0.00000000,-0.00000000,0.90813398,-0.90813404,0.57244605,-0.57244604,0.64188919,-0.64188920,0.00000000,-0.00000000
-3.22661331,1.27161908,-1.27161907,0.00760331,-0.00760331,0.12717482,-0.12717481,0.00384531,-0.00384531,0.00000000,-0.00000000,0.91625177,-0.91625182,0.60140831,-0.60140829,0.63976893,-0.63976894,0.00000000,-0.00000000
-3.22061031,1.30223805,-1.30223803,0.00779470,-0.00779470,0.12871661,-0.12871660,0.00388310,-0.00388310,0.00000000,-0.00000000,0.92347418,-0.92347422,0.63304865,-0.63304863,0.63643607,-0.63643608,0.00000000,-0.00000000
-3.21460730,1.33360709,-1.33360707,0.00793849,-0.00793849,0.12981632,-0.12981632,0.00390882,-0.00390882,0.00000000,-0.00000000,0.92985181,-0.92985184,0.66728803,-0.66728801,0.63194214,-0.63194215,0.00000000,-0.00000000
-3.20860430,1.36563963,-1.36563961,0.00803150,-0.00803150,0.13044152,-0.13044151,0.00392119,-0.00392119,0.00000000,-0.00000000,0.93548063,-0.93548065,0.70404130,-0.70404128,0.62637291,-0.62637291,0.00000000,-0.00000000
-3.20260130,1.39827487,-1.39827485,0.00807166,-0.00807166,0.13057188,-0.13057188,0.00391927,-0.00391927,0.00000000,-0.00000000,0.94049097,-0.94049098,0.74320897,-0.74320895,0.61984080,-0.61984081,0.00000000,-0.00000000
-3.19659830,1.43146357,-1.43146355,0.00805805,-0.00805805,0.13019907,-0.13019907,0.00390252,-0.00390252,0.00000000,-0.00000000,0.94503514,-0.94503514,0.78466800,-0.78466798,0.61247678,-0.61247678,0.00000000,-0.00000000
-3.19059530,1.46515306,-1.46515304,0.00799096,-0.00799096,0.12932621,-0.12932621,0.00387076,-0.00387076,0.00000000,-0.00000000,0.94927444,-0.94927443,0.82826231,-0.82826229,0.60442209,-0.60442210,0.00000000,-0.00000000
-3.18459230,1.49927253,-1.49927251,0.00787182,-0.00787182,0.12796700,-0.12796700,0.00382417,-0.00382417,0.00000000,-0.00000000,0.95336626,-0.95336624,0.87379346,-0.87379344,0.59582059,-0.59582060,0.00000000,-0.00000000
-3.17858929,1.53371936,-1.53371934,0.00770315,-0.00770315,0.12614460,-0.12614460,0.00376323,-0.00376323,0.00000000,-0.00000000,0.95745198,-0.95745194,0.92101227,-0.92101225,0.58681176,-0.58681176,0.00000000,-0.00000000
-3.17258629,1.56834756,-1.56834754,0.00748849,-0.00748849,0.12389031,-0.12389030,0.00368875,-0.00368875,0.00000000,-0.00000000,0.96164632,-0.96164627,0.96961191,-0.96961188,0.57752496,-0.57752497,0.00000000,-0.00000000
-3.16658329,1.60295901,-1.60295899,0.00723221,-0.00723221,0.12124206,-0.12124206,0.00360179,-0.00360179,0.00000000,-0.00000000,0.96602873,-0.96602868,1.01922310,-1.01922307,0.56807521,-0.56807521,0.00000000,-0.00000000
-3.16058029,1.63729806,-1.63729803,0.00693941,-0.00693941,0.11824292,-0.11824292,0.00350365,-0.00350365,0.00000000,-0.00000000,0.97063725,-0.97063719,1.06941189,-1.06941187,0.55856038,-0.55856039,0.00000000,-0.00000000
-3.15457729,1.67105011,-1.67105009,0.00661572,-0.00661572,0.11493950,-0.11493950,0.00339578,-0.00339578,0.00000000,-0.00000000,0.97546507,-0.97546499,1.11968043,-1.11968041,0.54906023,-0.54906024,0.00000000,-0.00000000
-3.14857429,1.70384420,-1.70384418,0.00626712,-0.00626712,0.11138050,-0.11138050,0.00327982,-0.00327982,0.00000000,-0.00000000,0.98046008,-0.98045999,1.16947096,-1.16947093,0.53963689,-0.53963689,0.00000000,-0.00000000
-3.14257129,1.73525970,-1.73525968,0.00589978,-0.00589978,0.10761535,-0.10761535,0.00315747,-0.00315747,0.00000000,-0.00000000,0.98552732,-0.98552723,1.21817311,-1.21817308,0.53033681,-0.53033681,0.00000000,-0.00000000
-3.13656828,1.76483686,-1.76483685,0.00551984,-0.00551984,0.10369298,-0.10369298,0.00303051,-0.00303051,0.00000000,-0.00000000,0.99053416,-0.99053406,1.26513455,-1.26513453,0.52119398,-0.52119398,0.00000000,-0.00000000
-3.13056528,1.79209075,-1.79209074,0.00513331,-0.00513331,0.09966081,-0.09966081,0.00290076,-0.00290076,0.00000000,-0.00000000,0.99531786,-0.99531776,1.30967457,-1.30967455,0.51223394,-0.51223395,0.00000000,-0.00000000
-3.12456228,1.81652784,-1.81652783,0.00474586,-0.00474586,0.09556395,-0.09556395,0.00277002,-0.00277002,0.00000000,-0.00000000,0.99969518,-0.99969507,1.35110022,-1.35110020,0.50347842,-0.50347842,0.00000000,-0.00000000
-3.11855928,1.83766456,-1.83766455,0.00436276,-0.00436276,0.09144452,-0.09144452,0.00264004,-0.00264004,0.00000000,-0.00000000,1.00347330,-1.00347320,1.38872455,-1.38872453,0.49495005,-0.49495005,0.00000000,-0.00000000
-3.11255628,1.85504667,-1.85504666,0.00398874,-0.00398874,0.08734132,-0.08734132,0.00251254,-0.00251254,0.00000000,-0.00000000,1.00646156,-1.00646145,1.42188607,-1.42188605,0.48667696,-0.48667697,0.00000000,-0.00000000
-3.10655328,1.86826861,-1.86826860,0.00362793,-0.00362793,0.08328949,-0.08328949,0.00238912,-0.00238912,0.00000000,-0.00000000,1.00848317,-1.00848307,1.44996870,-1.44996869,0.47869676,-0.47869677,0.00000000,-0.00000000
-3.10055028,1.87699160,-1.87699160,0.00328386,-0.00328386,0.07932046,-0.07932047,0.00227130,-0.00227130,0.00000000,-0.00000000,1.00938644,-1.00938634,1.47242136,-1.47242135,0.47105959,-0.47105960,0.00000000,-0.00000000
-3.09454727,1.88095961,-1.88095961,0.00295936,-0.00295936,0.07546199,-0.07546199,0.00216045,-0.00216045,0.00000000,-0.00000000,1.00905454,-1.00905445,1.48877625,-1.48877624,0.46383008,-0.46383009,0.00000000,-0.00000000
-3.08854427,1.88001223,-1.88001223,0.00265664,-0.00265664,0.07173819,-0.07173820,0.00205782,-0.00205782,0.00000000,-0.00000000,1.00741353,-1.00741345,1.49866503,-1.49866502,0.45708801,-0.45708801,0.00000000,-0.00000000
-3.08254127,1.87409375,-1.87409375,0.00237728,-0.00237728,0.06816978,-0.06816978,0.00196449,-0.00196449,0.00000000,-0.00000000,1.00443798,-1.00443791,1.50183213,-1.50183213,0.45092744,-0.45092745,0.00000000,-0.00000000
-3.07653827,1.86325786,-1.86325787,0.00212225,-0.00212225,0.06477416,-0.06477416,0.00188136,-0.00188136,0.00000000,-0.00000000,1.00015389,-1.00015384,1.49814450,-1.49814450,0.44545458,-0.44545459,0.00000000,-0.00000000
-3.07053527,1.84766766,-1.84766767,0.00189202,-0.00189202,0.06156570,-0.06156571,0.00180918,-0.00180918,0.00000000,-0.00000000,0.99463877,-0.99463873,1.48759732,-1.48759732,0.44078422,-0.44078423,0.00000000,-0.00000000
-3.06453227,1.82759091,-1.82759093,0.00168656,-0.00168656,0.05855584,-0.05855584,0.00174848,-0.00174848,0.00000000,-0.00000000,0.98801877,-0.98801875,1.47031538,-1.47031538,0.43703505,-0.43703506,0.00000000,-0.00000000
-3.05852926,1.80339084,-1.80339085,0.00150540,-0.00150540,0.05575326,-0.05575326,0.00169961,-0.00169961,0.00000000,-0.00000000,0.98046320,-0.98046319,1.44655011,-1.44655012,0.43432416,-0.43432417,0.00000000,-0.00000000
-3.05252626,1.77551276,-1.77551278,0.00134775,-0.00134775,0.05316402,-0.05316402,0.00166270,-0.00166270,0.00000000,-0.00000000,0.97217650,-0.97217651,1.41667217,-1.41667218,0.43276088,-0.43276089,0.00000000,-0.00000000
-3.04652326,1.74446740,-1.74446742,0.00121251,-0.00121251,0.05079167,-0.05079167,0.00163766,-0.00163766,0.00000000,-0.00000000,0.96338841,-0.96338844,1.38116016,-1.38116017,0.43244056,-0.43244057,0.00000000,-0.00000000
-3.04052026,1.71081162,-1.71081165,0.00109834,-0.00109834,0.04863736,-0.04863736,0.00162423,-0.00162423,0.00000000,-0.00000000,0.95434275,-0.95434279,1.34058574,-1.34058575,0.43343842,-0.43343843,0.00000000,-0.00000000
-3.03451726,1.67512771,-1.67512774,0.00100373,-0.00100373,0.04669995,-0.04669995,0.00162189,-0.00162189,0.00000000,-0.00000000,0.94528552,-0.94528558,1.29559605,-1.29559607,0.43580412,-0.43580413,0.00000000,-0.00000000
-3.02851426,1.63800216,-1.63800219,0.00092701,-0.00092701,0.04497618,-0.04497618,0.00162996,-0.00162996,0.00000000,-0.00000000,0.93645307,-0.93645315,1.24689400,-1.24689402,0.43955721,-0.43955722,0.00000000,-0.00000000
-3.02251126,1.60000518,-1.60000521,0.00086645,-0.00086645,0.04346082,-0.04346082,0.00164755,-0.00164755,0.00000000,-0.00000000,0.92806101,-0.92806111,1.19521744,-1.19521745,0.44468391,-0.44468392,0.00000000,-0.00000000
-3.01650825,1.56167187,-1.56167190,0.00082024,-0.00082024,0.04214690,-0.04214690,0.00167361,-0.00167361,0.00000000,-0.00000000,0.92029451,-0.92029462,1.14131803,-1.14131805,0.45113538,-0.45113539,0.00000000,-0.00000000
-3.01050525,1.52348603,-1.52348606,0.00078656,-0.00078656,0.04102603,-0.04102603,0.00170693,-0.00170693,0.00000000,-0.00000000,0.91330055,-0.91330068,1.08594082,-1.08594085,0.45882764,-0.45882765,0.00000000,-0.00000000
-3.00450225,1.48586736,-1.48586740,0.00076358,-0.00076358,0.04008874,-0.04008874,0.00174620,-0.00174620,0.00000000,-0.00000000,0.90718255,-0.90718270,1.02980515,-1.02980517,0.46764334,-0.46764335,0.00000000,-0.00000000
-2.99849925,1.44916256,-1.44916260,0.00074952,-0.00074952,0.03932487,-0.03932487,0.00179001,-0.00179001,0.00000000,-0.00000000,0.90199760,-0.90199776,0.97358772,-0.97358774,0.47743505,-0.47743506,0.00000000,-0.00000000
-2.99249625,1.41364057,-1.41364060,0.00074264,-0.00074264,0.03872407,-0.03872407,0.00183689,-0.00183689,0.00000000,-0.00000000,0.89775639,-0.89775656,0.91790843,-0.91790845,0.48803014,-0.48803015,0.00000000,-0.00000000
-2.98649325,1.37949202,-1.37949205,0.00074128,-0.00074128,0.03827624,-0.03827624,0.00188538,-0.00188538,0.00000000,-0.00000000,0.89442571,-0.89442589,0.86331925,-0.86331927,0.49923692,-0.49923693,0.00000000,-0.00000000
-2.98049025,1.34683269,-1.34683272,0.00074386,-0.00074386,0.03797208,-0.03797208,0.00193405,-0.00193405,0.00000000,-0.00000000,0.89193329,-0.89193349,0.81029644,-0.81029647,0.51085161,-0.51085162,0.00000000,-0.00000000
-2.97448724,1.31571031,-1.31571034,0.00074891,-0.00074891,0.03780354,-0.03780354,0.00198152,-0.00198152,0.00000000,-0.00000000,0.89017443,-0.89017464,0.75923616,-0.75923619,0.52266584,-0.52266585,0.00000000,-0.00000000
-2.96848424,1.28611427,-1.28611430,0.00075509,-0.00075509,0.03776428,-0.03776429,0.00202655,-0.00202655,0.00000000,-0.00000000,0.88901996,-0.88902017,0.71045330,-0.71045332,0.53447409,-0.53447409,0.00000000,-0.00000000
-2.96248124,1.25798719,-1.25798722,0.00076118,-0.00076118,0.03785005,-0.03785006,0.00206804,-0.00206804,0.00000000,-0.00000000,0.88832483,-0.88832504,0.66418326,-0.66418328,0.54608077,-0.54608078,0.00000000,-0.00000000
-2.95647824,1.23123763,-1.23123766,0.00076611,-0.00076611,0.03805893,-0.03805893,0.00210504,-0.00210504,0.00000000,-0.00000000,0.88793667,-0.88793689,0.62058632,-0.62058634,0.55730639,-0.55730640,0.00000000,-0.00000000
-2.95047524,1.20575285,-1.20575287,0.00076899,-0.00076899,0.03839147,-0.03839147,0.00213684,-0.00213684,0.00000000,-0.00000000,0.88770376,-0.88770397,0.57975403,-0.57975405,0.56799245,-0.56799245,0.00000000,-0.00000000
-2.94447224,1.18141086,-1.18141088,0.00076906,-0.00076906,0.03885070,-0.03885071,0.00216294,-0.00216294,0.00000000,-0.00000000,0.88748167,-0.88748189,0.54171712,-0.54171714,0.57800481,-0.57800482,0.00000000,-0.00000000
-2.93846923,1.15809100,-1.15809102,0.00076575,-0.00076575,0.03944199,-0.03944199,0.00218303,-0.00218303,0.00000000,-0.00000000,0.88713836,-0.88713857,0.50645436,-0.50645437,0.58723538,-0.58723538,0.00000000,-0.00000000
-2.93246623,1.13568233,-1.13568235,0.00075864,-0.00075864,0.04017265,-0.04017266,0.00219708,-0.00219708,0.00000000,-0.00000000,0.88655717,-0.88655738,0.47390179,-0.47390180,0.59560191,-0.59560192,0.00000000,-0.00000000
-2.92646323,1.11408961,-1.11408963,0.00074748,-0.00074748,0.04105153,-0.04105153,0.00220522,-0.00220522,0.00000000,-0.00000000,0.88563792,-0.88563812,0.44396192,-0.44396193,0.60304627,-0.60304628,0.00000000,-0.00000000
-2.92046023,1.09323658,-1.09323659,0.00073218,-0.00073218,0.04208831,-0.04208832,0.00220782,-0.00220782,0.00000000,-0.00000000,0.88429583,-0.88429603,0.41651241,-0.41651242,0.60953107,-0.60953107,0.00000000,-0.00000000
-2.91445723,1.07306667,-1.07306668,0.00071280,-0.00071280,0.04329287,-0.04329287,0.00220539,-0.00220539,0.00000000,-0.00000000,0.88245882,-0.88245902,0.39141389,-0.39141390,0.61503517,-0.61503518,0.00000000,-0.00000000
-2.90845423,1.05354142,-1.05354143,0.00068952,-0.00068952,0.04467437,-0.04467437,0.00219859,-0.00219859,0.00000000,-0.00000000,0.88006339,-0.88006358,0.36851685,-0.36851686,0.61954852,-0.61954852,0.00000000,-0.00000000
-2.90245123,1.03463702,-1.03463703,0.00066265,-0.00066265,0.04624048,-0.04624048,0.00218818,-0.00218818,0.00000000,-0.00000000,0.87704966,-0.87704983,0.34766735,-0.34766736,0.62306653,-0.62306653,0.00000000,-0.00000000
-2.89644822,1.01633969,-1.01633970,0.00063258,-0.00063258,0.04799648,-0.04799648,0.00217497,-0.00217497,0.00000000,-0.00000000,0.87335614,-0.87335631,0.32871158,-0.32871158,0.62558480,-0.62558480,0.00000000,-0.00000000
-2.89044522,0.99864042,-0.99864043,0.00059979,-0.00059979,0.04994454,-0.04994454,0.00215983,-0.00215983,0.00000000,-0.00000000,0.86891494,-0.86891510,0.31149939,-0.31149939,0.62709448,-0.62709449,0.00000000,-0.00000000
-2.88444222,0.98153001,-0.98153001,0.00056482,-0.00056482,0.05208306,-0.05208306,0.00214360,-0.00214360,0.00000000,-0.00000000,0.86364781,-0.86364796,0.29588694,-0.29588694,0.62757870,-0.62757870,0.00000000,-0.00000000
-2.87843922,0.96499481,-0.96499481,0.00052823,-0.00052823,0.05440615,-0.05440615,0.00212710,-0.00212710,0.00000000,-0.00000000,0.85746362,-0.85746376,0.28173853,-0.28173854,0.62701046,-0.62701046,0.00000000,-0.00000000
-2.87243622,0.94901403,-0.94901404,0.00049061,-0.00049061,0.05690343,-0.05690343,0.00211106,-0.00211106,0.00000000,-0.00000000,0.85025773,-0.85025785,0.26892801,-0.26892802,0.62535224,-0.62535224,0.00000000,-0.00000000
-2.86643322,0.93355887,-0.93355887,0.00045253,-0.00045253,0.05955996,-0.05955996,0.00209617,-0.00209617,0.00000000,-0.00000000,0.84191323,-0.84191335,0.25733980,-0.25733980,0.62255727,-0.62255727,0.00000000,-0.00000000
-2.86043022,0.91859372,-0.91859372,0.00041454,-0.00041454,0.06235657,-0.06235657,0.00208303,-0.00208303,0.00000000,-0.00000000,0.83230438,-0.83230448,0.24686979,-0.24686979,0.61857256,-0.61857257,0.00000000,-0.00000000
-2.85442721,0.90407975,-0.90407975,0.00037718,-0.00037718,0.06527039,-0.06527039,0.00207214,-0.00207214,0.00000000,-0.00000000,0.82130184,-0.82130194,0.23742638,-0.23742638,0.61334342,-0.61334342,0.00000000,-0.00000000
-2.84842421,0.88998047,-0.88998047,0.00034090,-0.00034090,0.06827578,-0.06827578,0.00206396,-0.00206396,0.00000000,-0.00000000,0.80877968,-0.80877976,0.22893150,-0.22893151,0.60681916,-0.60681916,0.00000000,-0.00000000
-2.84242121,0.87626915,-0.87626915,0.00030614,-0.00030614,0.07134544,-0.07134544,0.00205886,-0.00205886,0.00000000,-0.00000000,0.79462342,-0.79462349,0.22132196,-0.22132196,0.59895958,-0.59895958,0.00000000,-0.00000000
-2.83641821,0.86293764,-0.86293764,0.00027325,-0.00027325,0.07445189,-0.07445189,0.00205721,-0.00205721,0.00000000,-0.00000000,0.77873889,-0.77873895,0.21455095,-0.21455095,0.58974175,-0.58974175,0.00000000,-0.00000000
-2.83041521,0.85000591,-0.85000590,0.00024254,-0.00024254,0.07756911,-0.07756911,0.00205938,-0.00205938,0.00000000,-0.00000000,0.76106105,-0.76106110,0.20858972,-0.20858972,0.57916663,-0.57916663,0.00000000,-0.00000000
-2.82441221,0.83753176,-0.83753176,0.00021424,-0.00021424,0.08067436,-0.08067436,0.00206575,-0.00206575,0.00000000,-0.00000000,0.74156229,-0.74156234,0.20342940,-0.20342940,0.56726486,-0.56726486,0.00000000,-0.00000000
-2.81840920,0.82562006,-0.82562006,0.00018853,-0.00018853,0.08375012,-0.08375012,0.00207681,-0.00207681,0.00000000,-0.00000000,0.72025969,-0.72025973,0.19908270,-0.19908270,0.55410149,-0.55410149,0.00000000,-0.00000000
-2.81240620,0.81443074,-0.81443074,0.00016555,-0.00016555,0.08678608,-0.08678608,0.00209312,-0.00209312,0.00000000,-0.00000000,0.69722053,-0.69722056,0.19558557,-0.19558557,0.53977908,-0.53977908,0.00000000,-0.00000000
-2.80640320,0.80418508,-0.80418508,0.00014540,-0.00014540,0.08978105,-0.08978105,0.00211540,-0.00211540,0.00000000,-0.00000000,0.67256595,-0.67256597,0.19299843,-0.19299843,0.52443905,-0.52443905,0.00000000,-0.00000000
-2.80040020,0.79516975,-0.79516975,0.00012812,-0.00012812,0.09274483,-0.09274483,0.00214455,-0.00214455,0.00000000,-0.00000000,0.64647231,-0.64647233,0.19140704,-0.19140704,0.50826097,-0.50826097,0.00000000,-0.00000000
-2.79439720,0.78773830,-0.78773830,0.00011376,-0.00011376,0.09569981,-0.09569981,0.00218164,-0.00218164,0.00000000,-0.00000000,0.61917021,-0.61917022,0.19092274,-0.19092274,0.49145995,-0.49145995,0.00000000,-0.00000000
-2.78839420,0.78230979,-0.78230979,0.00010231,-0.00010231,0.09868237,-0.09868237,0.00222795,-0.00222795,0.00000000,-0.00000000,0.59094123,-0.59094124,0.19168197,-0.19168197,0.47428211,-0.47428211,0.00000000,-0.00000000
-2.78239120,0.77936467,-0.77936466,0.00009381,-0.00009381,0.10174395,-0.10174395,0.00228499,-0.00228499,0.00000000,-0.00000000,0.56211263,-0.56211263,0.19384497,-0.19384497,0.45699843,-0.45699843,0.00000000,-0.00000000
-2.77638819,0.77943773,-0.77943772,0.00008825,-0.00008825,0.10495170,-0.10495170,0.00235448,-0.00235448,0.00000000,-0.00000000,0.53305013,-0.53305013,0.19759362,-0.19759362,0.43989730,-0.43989730,0.00000000,-0.00000000
-2.77038519,0.78310860,-0.78310859,0.00008565,-0.00008565,0.10838872,-0.10838872,0.00243836,-0.00243836,0.00000000,-0.00000000,0.50414945,-0.50414944,0.20312830,-0.20312830,0.42327617,-0.42327617,0.00000000,-0.00000000
-2.76438219,0.79098982,-0.79098981,0.00008606,-0.00008606,0.11215386,-0.11215386,0.00253874,-0.00253874,0.00000000,-0.00000000,0.47582673,-0.47582672,0.21066385,-0.21066384,0.40743278,-0.40743278,0.00000000,-0.00000000
-2.75837919,0.80371300,-0.80371299,0.00008953,-0.00008953,0.11636092,-0.11636092,0.00265790,-0.00265790,0.00000000,-0.00000000,0.44850859,-0.44850858,0.22042453,-0.22042453,0.39265640,-0.39265640,0.00000000,-0.00000000
-2.75237619,0.82191342,-0.82191341,0.00009614,-0.00009614,0.12113740,-0.12113740,0.00279823,-0.00279823,0.00000000,-0.00000000,0.42262203,-0.42262202,0.23263818,-0.23263818,0.37921950,-0.37921950,0.00000000,-0.00000000
-2.74637319,0.84621348,-0.84621347,0.00010599,-0.00010599,0.12662267,-0.12662267,0.00296222,-0.00296222,0.00000000,-0.00000000,0.39858472,-0.39858471,0.24752946,-0.24752946,0.36737034,-0.36737034,0.00000000,-0.00000000
-2.74037019,0.87720538,-0.87720537,0.00011921,-0.00011921,0.13296559,-0.13296559,0.00315235,-0.00315235,0.00000000,-0.00000000,0.37679599,-0.37679597,0.26531247,-0.26531246,0.35732667,-0.35732667,0.00000000,-0.00000000
-2.73436718,0.91543352,-0.91543351,0.00013598,-0.00013598,0.14032150,-0.14032150,0.00337108,-0.00337108,0.00000000,-0.00000000,0.35762865,-0.35762863,0.28618273,-0.28618273,0.34927087,-0.34927087,0.00000000,-0.00000000
-2.72836418,0.96137683,-0.96137682,0.00015645,-0.00015645,0.14884883,-0.14884883,0.00362074,-0.00362074,0.00000000,-0.00000000,0.34142202,-0.34142200,0.31030885,-0.31030885,0.34334666,-0.34334666,0.00000000,-0.00000000
-2.72236118,1.01543149,-1.01543148,0.00018083,-0.00018083,0.15870496,-0.15870496,0.00390347,-0.00390347,0.00000000,-0.00000000,0.32847594,-0.32847591,0.33782390,-0.33782389,0.33965733,-0.33965733,0.00000000,-0.00000000
-2.71635818,1.07789427,-1.07789426,0.00020934,-0.00020934,0.17004182,-0.17004182,0.00422114,-0.00422114,0.00000000,-0.00000000,0.31904605,-0.31904602,0.36881690,-0.36881689,0.33826553,-0.33826553,0.00000000,-0.00000000
-2.71035518,1.14894683,-1.14894682,0.00024217,-0.00024217,0.18300087,-0.18300087,0.00457524,-0.00457524,0.00000000,-0.00000000,0.31333999,-0.31333995,0.40332455,-0.40332455,0.33919444,-0.33919443,0.00000000,-0.00000000
-2.70435218,1.22864123,-1.22864122,0.00027954,-0.00027954,0.19770786,-0.19770787,0.00496681,-0.00496681,0.00000000,-0.00000000,0.31151458,-0.31151455,0.44132365,-0.44132365,0.34243005,-0.34243005,0.00000000,-0.00000000
-2.69834917,1.31688699,-1.31688698,0.00032165,-0.00032165,0.21426726,-0.21426726,0.00539635,-0.00539635,0.00000000,-0.00000000,0.31367374,-0.31367370,0.48272428,-0.48272427,0.34792446,-0.34792446,0.00000000,-0.00000000
-2.69234617,1.41344004,-1.41344003,0.00036869,-0.00036869,0.23275657,-0.23275657,0.00586371,-0.00586371,0.00000000,-0.00000000,0.31986693,-0.31986689,0.52736431,-0.52736431,0.35559963,-0.35559963,0.00000000,-0.00000000
-2.68634317,1.51789390,-1.51789389,0.00042078,-0.00042078,0.25322075,-0.25322075,0.00636802,-0.00636802,0.00000000,-0.00000000,0.33008820,-0.33008815,0.57500542,-0.57500541,0.36535161,-0.36535161,0.00000000,-0.00000000
-2.68034017,1.62967352,-1.62967352,0.00047803,-0.00047803,0.27566677,-0.27566677,0.00690761,-0.00690761,0.00000000,-0.00000000,0.34427540,-0.34427534,0.62533090,-0.62533089,0.37705472,-0.37705471,0.00000000,-0.00000000
-2.67433717,1.74803220,-1.74803219,0.00054050,-0.00054050,0.30005863,-0.30005864,0.00747995,-0.00747995,0.00000000,-0.00000000,0.36230986,-0.36230980,0.67794563,-0.67794562,0.39056552,-0.39056552,0.00000000,-0.00000000
-2.66833417,1.87205195,-1.87205194,0.00060815,-0.00060815,0.32631313,-0.32631314,0.00808159,-0.00808159,0.00000000,-0.00000000,0.38401627,-0.38401620,0.73237830,-0.73237830,0.40572645,-0.40572645,0.00000000,-0.00000000
-2.66233117,2.00064787,-2.00064787,0.00068090,-0.00068090,0.35429642,-0.35429642,0.00870816,-0.00870816,0.00000000,-0.00000000,0.40916292,-0.40916284,0.78808610,-0.78808609,0.42236882,-0.42236882,0.00000000,-0.00000000
-2.65632816,2.13257670,-2.13257669,0.00075855,-0.00075855,0.38382180,-0.38382181,0.00935433,-0.00935433,0.00000000,-0.00000000,0.43746240,-0.43746232,0.84446187,-0.84446186,0.44031521,-0.44031521,0.00000000,-0.00000000
-2.65032516,2.26644993,-2.26644993,0.00084082,-0.00084082,0.41464893,-0.41464894,0.01001387,-0.01001387,0.00000000,-0.00000000,0.46857298,-0.46857288,0.90084379,-0.90084378,0.45938116,-0.45938116,0.00000000,-0.00000000
-2.64432216,2.40075161,-2.40075161,0.00092732,-0.00092732,0.44648456,-0.44648456,0.01067967,-0.01067967,0.00000000,-0.00000000,0.50210059,-0.50210049,0.95652729,-0.95652728,0.47937626,-0.47937626,0.00000000,-0.00000000
-2.63831916,2.53386074,-2.53386074,0.00101754,-0.00101754,0.47898505,-0.47898505,0.01134389,-0.01134389,0.00000000,-0.00000000,0.53760195,-0.53760184,1.01077898,-1.01077897,0.50010462,-0.50010461,0.00000000,-0.00000000
-2.63231616,2.66407808,-2.66407808,0.00111085,-0.00111085,0.51176077,-0.51176077,0.01199800,-0.01199800,0.00000000,-0.00000000,0.57458866,-0.57458853,1.06285231,-1.06285230,0.52136492,-0.52136492,0.00000000,-0.00000000
-2.62631316,2.78965702,-2.78965702,0.00120650,-0.00120650,0.54438233,-0.54438233,0.01263302,-0.01263302,0.00000000,-0.00000000,0.61253259,-0.61253246,1.11200436,-1.11200435,0.54295016,-0.54295016,0.00000000,-0.00000000
-2.62031016,2.90883767,-2.90883767,0.00130365,-0.00130365,0.57638864,-0.57638865,0.01323963,-0.01323963,0.00000000,-0.00000000,0.65087269,-0.65087254,1.15751328,-1.15751328,0.56464725,-0.56464725,0.00000000,-0.00000000
-2.61430715,3.01988353,-3.01988353,0.00140129,-0.00140129,0.60729671,-0.60729671,0.01380844,-0.01380844,0.00000000,-0.00000000,0.68902297,-0.68902281,1.19869582,-1.19869581,0.58623669,-0.58623669,0.00000000,-0.00000000
