energy_ev,total_up,Hf_p_up,Hf_d_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.79589795,1.84166113,1.01289826,0.36900463,0.37607620,0.01039877,0.42307775,0.02051227,0.85516374
-5.78989495,1.96084699,1.08474085,0.39391106,0.39148212,0.01109901,0.45853231,0.02183845,0.90050631
-5.78389195,2.08545830,1.15842178,0.41987990,0.40822715,0.01180868,0.49503770,0.02322725,0.94860151
-5.77788894,2.21437772,1.23329133,0.44670866,0.42615272,0.01251687,0.53234236,0.02465867,0.99893349
-5.77188594,2.34635044,1.30865544,0.47417003,0.44506297,0.01321191,0.57017771,0.02611263,1.05090245
-5.76588294,2.48001344,1.38379517,0.50201702,0.46472966,0.01388174,0.60826428,0.02756929,1.10383871
-5.75987994,2.61392941,1.45798745,0.52998888,0.48489831,0.01451422,0.64631833,0.02900937,1.15701982
-5.75387694,2.74662411,1.53052670,0.55781762,0.50529546,0.01509750,0.68405860,0.03041456,1.20969012
-5.74787394,2.87662548,1.60074589,0.58523475,0.52563658,0.01562031,0.72121291,0.03176775,1.26108185
-5.74187094,3.00250294,1.66803636,0.61197803,0.54563444,0.01607240,0.75752429,0.03305342,1.31043718
-5.73586793,3.12290497,1.73186539,0.63779788,0.56500740,0.01644477,0.79275625,0.03425783,1.35703003
-5.72986493,3.23659353,1.79179049,0.66246308,0.58348741,0.01672997,0.82669704,0.03536924,1.40018686
-5.72386193,3.34247343,1.84747001,0.68576560,0.60082715,0.01692234,0.85916252,0.03637804,1.43930560
-5.71785893,3.43961584,1.89866921,0.70752436,0.61680631,0.01701817,0.88999764,0.03727689,1.47387185
-5.71185593,3.52727456,1.94526187,0.72758759,0.63123637,0.01701574,0.91907636,0.03806064,1.50347169
-5.70585293,3.60489490,1.98722713,0.74583400,0.64396409,0.01691545,0.94630020,0.03872632,1.52780076
-5.69984992,3.67211481,2.02464208,0.76217260,0.65487338,0.01671966,0.97159543,0.03927301,1.54666922
-5.69384692,3.72875891,2.05767040,0.77654125,0.66388566,0.01643266,0.99490930,0.03970160,1.56000259
-5.68784392,3.77482592,2.08654806,0.78890432,0.67095880,0.01606046,1.01620545,0.04001455,1.56783862
-5.68184092,3.81047098,2.11156677,0.79924947,0.67608481,0.01561058,1.03545916,0.04021563,1.57032060
-5.67583792,3.83598402,2.13305652,0.80758401,0.67928657,0.01509176,1.05265262,0.04030952,1.56768760
-5.66983492,3.85176612,2.15136815,0.81393111,0.68061382,0.01451369,1.06777077,0.04030154,1.56026228
-5.66383192,3.85830529,2.16685717,0.81832614,0.68013878,0.01388671,1.08079816,0.04019731,1.54843715
-5.65782891,3.85615353,2.17986981,0.82081351,0.67795173,0.01322147,1.09171700,0.04000242,1.53265997
-5.65182591,3.84590643,2.19073205,0.82144423,0.67415675,0.01252864,1.10050686,0.03972221,1.51341903
-5.64582291,3.82818659,2.19974239,0.82027434,0.66886789,0.01181866,1.10714590,0.03936158,1.49122908
-5.63981991,3.80363154,2.20716840,0.81736438,0.66220607,0.01110146,1.11161385,0.03892480,1.46661847
-5.63381691,3.77288646,2.21324725,0.81277984,0.65429655,0.01038629,1.11389639,0.03841551,1.44011779
-5.62781391,3.73660162,2.21818976,0.80659251,0.64526718,0.00968153,1.11399080,0.03783671,1.41225049
-5.62181091,3.69543393,2.22218735,0.79888260,0.63524732,0.00899462,1.11191234,0.03719082,1.38352536
-5.61580790,3.65005167,2.22542112,0.78974135,0.62436732,0.00833192,1.10770097,0.03647985,1.35443088
-5.60980490,3.60114114,2.22807198,0.77927381,0.61275823,0.00769876,1.10142784,0.03570557,1.32543125
-5.60380190,3.54941390,2.23033072,0.76760147,0.60055186,0.00709941,1.09320093,0.03486972,1.29696365
-5.59779890,3.49561304,2.23240706,0.75486444,0.58788056,0.00653712,1.08316934,0.03397423,1.26943654
-5.59179590,3.44051729,2.23453657,0.74122282,0.57487693,0.00601422,1.07152587,0.03302146,1.24322845
-5.58579290,3.38494167,2.23698470,0.72685700,0.56167302,0.00553217,1.05850726,0.03201441,1.21868692
-5.57978989,3.32973402,2.24004753,0.71196677,0.54839905,0.00509170,1.04439224,0.03095681,1.19612732
-5.57378689,3.27576683,2.24404880,0.69676905,0.53518155,0.00469288,1.02949699,0.02985334,1.17583143
-5.56778389,3.22392442,2.24933340,0.68149435,0.52214106,0.00433523,1.01416829,0.02870956,1.15804543
-5.56178089,3.17508597,2.25625775,0.66638196,0.50938938,0.00401784,0.99877461,0.02753197,1.14297762
-5.55577789,3.13010504,2.26517756,0.65167414,0.49702655,0.00373942,0.98369551,0.02632792,1.13079590
-5.54977489,3.08978697,2.27643395,0.63760953,0.48513791,0.00349842,0.96930979,0.02510547,1.12162515
-5.54377189,3.05486524,2.29033887,0.62441612,0.47379122,0.00329307,0.95598317,0.02387317,1.11554496
-5.53776888,3.02597858,2.30716080,0.61230426,0.46303436,0.00312143,0.94405599,0.02263991,1.11258802
-5.53176588,3.00365006,2.32711176,0.60145985,0.45289362,0.00298143,0.93383158,0.02141460,1.11273942
-5.52576288,2.98826974,2.35033650,0.59203832,0.44337284,0.00287094,0.92556598,0.02020598,1.11593716
-5.51975988,2.98008185,2.37690441,0.58415963,0.43445358,0.00278774,0.91945947,0.01902233,1.12207413
-5.51375688,2.97917755,2.40680476,0.57790443,0.42609630,0.00272955,0.91565028,0.01787126,1.13100163
-5.50775388,2.98549347,2.43994531,0.57331189,0.41824261,0.00269407,0.91421084,0.01675950,1.14253434
-5.50175088,2.99881643,2.47615416,0.57037887,0.41081839,0.00267896,0.91514664,0.01569277,1.15645670
-5.49574787,3.01879380,2.51518472,0.56906094,0.40373783,0.00268185,0.91839777,0.01467567,1.17253038
-5.48974487,3.04494907,2.55672298,0.56927473,0.39690794,0.00270038,0.92384289,0.01371161,1.19050253
-5.48374187,3.07670150,2.60039678,0.57090180,0.39023355,0.00273217,0.93130546,0.01280281,1.21011432
-5.47773887,3.11338890,2.64578605,0.57379360,0.38362222,0.00277484,0.94056180,0.01195034,1.23110937
-5.47173587,3.15429212,2.69243360,0.57777748,0.37698911,0.00282606,0.95135060,0.01115422,1.25324162
-5.46573287,3.19865999,2.73985566,0.58266315,0.37026128,0.00288354,0.96338331,0.01041352,1.27628212
-5.45972986,3.24573356,2.78755176,0.58824960,0.36338140,0.00294507,0.97635497,0.00972652,1.30002446
-5.45372686,3.29476822,2.83501357,0.59433193,0.35631053,0.00300853,0.98995500,0.00909085,1.32428850
-5.44772386,3.34505299,2.88173259,0.60070789,0.34902999,0.00307192,1.00387730,0.00850367,1.34892222
-5.44172086,3.39592620,2.92720652,0.60718382,0.34154218,0.00313342,1.01782955,0.00796184,1.37380176
-5.43571786,3.44678687,2.97094467,0.61357984,0.33387030,0.00319138,1.03154099,0.00746206,1.39882950
-5.42971486,3.49710193,3.01247238,0.61973400,0.32605726,0.00324439,1.04476875,0.00700106,1.42393059
-5.42371186,3.54640893,3.05133499,0.62550534,0.31816358,0.00329126,1.05730230,0.00657566,1.44904801
-5.41770885,3.59431490,3.08710144,0.63077579,0.31026474,0.00333110,1.06896603,0.00618291,1.47413674
-5.41170585,3.64049146,3.11936793,0.63545089,0.30244790,0.00336333,1.07961999,0.00582018,1.49915727
-5.40570285,3.68466718,3.14776172,0.63945940,0.29480843,0.00338766,1.08915877,0.00548515,1.52406902
-5.39969985,3.72661767,3.17194516,0.64275196,0.28744627,0.00340415,1.09750880,0.00517592,1.54882408
-5.39369685,3.76615445,3.19162002,0.64529883,0.28046236,0.00341319,1.10462427,0.00489096,1.57336172
-5.38769385,3.80311327,3.20653186,0.64708706,0.27395537,0.00341550,1.11048199,0.00462910,1.59760400
-5.38169085,3.83734285,3.21647424,0.64811714,0.26801877,0.00341209,1.11507544,0.00438955,1.62145287
-5.37568784,3.86869476,3.22129254,0.64839956,0.26273833,0.00340429,1.11840861,0.00417182,1.64478879
-5.36968484,3.89701495,3.22088690,0.64795131,0.25819019,0.00339366,1.12048977,0.00397566,1.66747113
-5.36368184,3.92213771,3.21521411,0.64679264,0.25443946,0.00338198,1.12132573,0.00380106,1.68934031
-5.35767884,3.94388206,3.20428809,0.64494427,0.25153919,0.00337116,1.12091680,0.00364815,1.71022139
-5.35167584,3.96205100,3.18817866,0.64242515,0.24952994,0.00336323,1.11925288,0.00351715,1.72992905
-5.34567284,3.97643336,3.16700868,0.63925089,0.24843954,0.00336021,1.11631077,0.00340836,1.74827357
-5.33966983,3.98680815,3.14094940,0.63543295,0.24828320,0.00336405,1.11205303,0.00332204,1.76506735
-5.33366683,3.99295094,3.11021424,0.63097850,0.24906366,0.00337661,1.10642824,0.00325844,1.78013156
-5.32766383,3.99464174,3.07505123,0.62589104,0.25077141,0.00339948,1.09937279,0.00321769,1.79330250
-5.32166083,3.99167376,3.03573440,0.62017145,0.25338491,0.00343400,1.09081403,0.00319983,1.80443714
-5.31565783,3.98386234,2.99255463,0.61381962,0.25687059,0.00348113,1.08067462,0.00320473,1.81341746
-5.30965483,3.97105330,2.94581033,0.60683622,0.26118278,0.00354144,1.06887766,0.00323211,1.82015327
-5.30365183,3.95313020,2.89579845,0.59922462,0.26626348,0.00361501,1.05535246,0.00328150,1.82458337
-5.29764882,3.93001977,2.84280629,0.59099269,0.27204198,0.00370143,1.04004049,0.00335221,1.82667475
-5.29164582,3.90169530,2.78710443,0.58215434,0.27843452,0.00379980,1.02290111,0.00344336,1.82642011
-5.28564282,3.86817760,2.72894122,0.57273071,0.28534389,0.00390867,1.00391679,0.00355385,1.82383372
-5.27963982,3.82953360,2.66853893,0.56275077,0.29265933,0.00402613,0.98309749,0.00368236,1.81894599
-5.27363682,3.78587267,2.60609172,0.55225147,0.30025657,0.00414982,0.96048380,0.00382737,1.81179709
-5.26763382,3.73734106,2.54176559,0.54127727,0.30799845,0.00427695,0.93614888,0.00398715,1.80243028
-5.26163082,3.68411489,2.47569993,0.52987914,0.31573588,0.00440444,0.91019881,0.00415977,1.79088524
-5.25562781,3.62639228,2.40801084,0.51811310,0.32330957,0.00452896,0.88277157,0.00434313,1.77719218
-5.24962481,3.56438536,2.33879576,0.50603849,0.33055224,0.00464706,0.85403448,0.00453497,1.76136704
-5.24362181,3.49831270,2.26813905,0.49371589,0.33729164,0.00475522,0.82418041,0.00473288,1.74340839
-5.23761881,3.42839277,2.19611846,0.48120506,0.34335410,0.00485004,0.79342285,0.00493436,1.72329614
-5.23161581,3.35483910,2.12281177,0.46856292,0.34856856,0.00492828,0.76199012,0.00513682,1.70099237
-5.22561281,3.27785722,2.04830351,0.45584176,0.35277112,0.00498702,0.73011910,0.00533763,1.67644432
-5.21960980,3.19764386,1.97269124,0.44308768,0.35580968,0.00502371,0.69804865,0.00553413,1.64958931
-5.21360680,3.11438821,1.89609120,0.43033956,0.35754865,0.00503627,0.66601317,0.00572371,1.62036140
-5.20760380,3.02827530,1.81864300,0.41762842,0.35787346,0.00502317,0.63423650,0.00590378,1.58869935
-5.20160080,2.93949099,1.74051315,0.40497725,0.35669460,0.00498347,0.60292653,0.00607190,1.55455547
-5.19559780,2.84822837,1.66189739,0.39240139,0.35395109,0.00491683,0.57227059,0.00622572,1.51790468
-5.18959480,2.75469484,1.58302159,0.37990933,0.34961301,0.00482356,0.54243200,0.00636309,1.47875335
-5.18359180,2.65911962,1.50414140,0.36750390,0.34368320,0.00470457,0.51354765,0.00648207,1.43714739
-5.17758879,2.56176087,1.42554057,0.35518380,0.33619779,0.00456133,0.48572686,0.00658094,1.39317896
-5.17158579,2.46291214,1.34752820,0.34294533,0.32722564,0.00439586,0.45905137,0.00665829,1.34699165
-5.16558279,2.36290766,1.27043493,0.33078431,0.31686670,0.00421063,0.43357643,0.00671300,1.29878366
-5.15957979,2.26212613,1.19460836,0.31869802,0.30524935,0.00400849,0.40933289,0.00674429,1.24880900
-5.15357679,2.16099285,1.12040797,0.30668709,0.29252679,0.00379257,0.38633008,0.00675176,1.19737656
-5.14757379,2.05998008,1.04819959,0.29475729,0.27887279,0.00356622,0.36455929,0.00673540,1.14484722
-5.14157079,1.95960561,0.97834976,0.28292110,0.26447676,0.00333287,0.34399768,0.00669560,1.09162922
-5.13556778,1.86042955,0.91122018,0.27119908,0.24953868,0.00309599,0.32461232,0.00663320,1.03817199
-5.12956478,1.76304963,0.84716231,0.25962081,0.23426380,0.00285898,0.30636422,0.00654947,0.98495872
-5.12356178,1.66809502,0.78651233,0.24822562,0.21885754,0.00262512,0.28921206,0.00644612,0.93249819
-5.11755878,1.57621894,0.72958651,0.23706285,0.20352068,0.00239748,0.27311553,0.00632531,0.88131595
-5.11155578,1.48809024,0.67667710,0.22619171,0.18844506,0.00217890,0.25803810,0.00618961,0.83194533
-5.10555278,1.40438410,0.62804864,0.21568077,0.17380994,0.00197197,0.24394904,0.00604200,0.78491841
-5.09954977,1.32577210,0.58393482,0.20560701,0.15977897,0.00177898,0.23082477,0.00588578,0.74075722
-5.09354677,1.25291160,0.54453576,0.19605448,0.14649804,0.00160198,0.21864937,0.00572461,0.69996530
-5.08754377,1.18643491,0.51001571,0.18711257,0.13409385,0.00144273,0.20741445,0.00556235,0.66301967
-5.08154077,1.12693799,0.48050119,0.17887397,0.12267317,0.00130279,0.19711826,0.00540303,0.63036336
-5.07553777,1.07496921,0.45607942,0.17143233,0.11232287,0.00118349,0.18776425,0.00525078,0.60239833
-5.06953477,1.03101804,0.43679714,0.16487967,0.10311041,0.00108605,0.17935927,0.00510970,0.57947904
-5.06353177,0.99550412,0.42265978,0.15930363,0.09508494,0.00101158,0.17191141,0.00498379,0.56190649
-5.05752876,0.96876682,0.41363107,0.15478471,0.08827867,0.00096116,0.16542780,0.00487682,0.54992277
-5.05152576,0.95105555,0.40963303,0.15139343,0.08270852,0.00093587,0.15991244,0.00479228,0.54370625
-5.04552276,0.94252133,0.41054649,0.14918771,0.07837791,0.00093685,0.15536422,0.00473322,0.54336740
-5.03951976,0.94320964,0.41621221,0.14821034,0.07527861,0.00096536,0.15177534,0.00470220,0.54894542
-5.03351676,0.95305521,0.42643257,0.14848690,0.07339249,0.00102278,0.14913017,0.00470125,0.56040566
-5.02751376,0.97187872,0.44097398,0.15002394,0.07269319,0.00111066,0.14740460,0.00473171,0.57763812
-5.02151076,0.99938593,0.45956991,0.15280774,0.07314760,0.00123070,0.14656598,0.00479431,0.60045713
-5.01550775,1.03516924,0.48192458,0.15680355,0.07471710,0.00138480,0.14657360,0.00488904,0.62860223
-5.00950475,1.07871183,0.50771716,0.16195541,0.07735854,0.00157496,0.14737966,0.00501522,0.66174049
-5.00350175,1.12939439,0.53660648,0.16818665,0.08102503,0.00180329,0.14893062,0.00517149,0.69947021
-4.99749875,1.18650421,0.56823593,0.17540088,0.08566632,0.00207195,0.15116887,0.00535585,0.74132611
-4.99149575,1.24924652,0.60223842,0.18348363,0.09122907,0.00238304,0.15403452,0.00556569,0.78678585
-4.98549275,1.31675757,0.63824119,0.19230454,0.09765674,0.00273852,0.15746720,0.00579791,0.83527779
-4.97948974,1.38811919,0.67587020,0.20171991,0.10488934,0.00314009,0.16140772,0.00604897,0.88618989
-4.97348674,1.46237420,0.71475394,0.21157576,0.11286294,0.00358907,0.16579943,0.00631499,0.93887933
-4.96748374,1.53854226,0.75452638,0.22171106,0.12150909,0.00408624,0.17058924,0.00659183,0.99268288
-4.96148074,1.61563557,0.79482912,0.23196117,0.13075407,0.00463171,0.17572816,0.00687524,1.04692738
-4.95547774,1.69267407,0.83531246,0.24216129,0.14051816,0.00522476,0.18117132,0.00716091,1.10094036
-4.94947474,1.76869963,0.87563572,0.25214997,0.15071491,0.00586371,0.18687760,0.00744457,1.15406036
-4.94347174,1.84278904,0.91546666,0.26177231,0.16125055,0.00654580,0.19280878,0.00772211,1.20564672
-4.93746873,1.91406564,0.95448052,0.27088302,0.17202358,0.00726704,0.19892840,0.00798966,1.25508879
-4.93146573,1.98170949,0.99235870,0.27934915,0.18292459,0.00802222,0.20520045,0.00824361,1.30181433
-4.92546273,2.04496623,1.02878767,0.28705246,0.19383651,0.00880478,0.21158801,0.00848072,1.34529710
-4.91945973,2.10315479,1.06345839,0.29389136,0.20463517,0.00960690,0.21805205,0.00869816,1.38506356
-4.91345673,2.15567414,1.09606670,0.29978248,0.21519043,0.01041950,0.22455052,0.00889357,1.42069898
-4.90745373,2.20200949,1.12631487,0.30466184,0.22536778,0.01123239,0.23103792,0.00906502,1.45185269
-4.90145073,2.24173805,1.15391475,0.30848558,0.23503040,0.01203443,0.23746535,0.00921114,1.47824286
-4.89544772,2.27453470,1.17859261,0.31123042,0.24404178,0.01281376,0.24378127,0.00933105,1.49966076
-4.88944472,2.30017754,1.20009557,0.31289367,0.25226875,0.01355807,0.24993283,0.00942443,1.51597452
-4.88344172,2.31855342,1.21819957,0.31349303,0.25958481,0.01425490,0.25586783,0.00949150,1.52713244
-4.87743872,2.32966319,1.23271860,0.31306603,0.26587374,0.01489203,0.26153714,0.00953303,1.53316571
-4.87143572,2.33362629,1.24351454,0.31166928,0.27103322,0.01545780,0.26689747,0.00955035,1.53419034
-4.86543272,2.33068437,1.25050717,0.30937733,0.27497841,0.01594150,0.27191431,0.00954530,1.53040819
-4.85942971,2.32120314,1.25368354,0.30628140,0.27764518,0.01633375,0.27656471,0.00952026,1.52210662
-4.85342671,2.30567193,1.25310601,0.30248771,0.27899290,0.01662678,0.28083979,0.00947812,1.50965652
-4.84742371,2.28470021,1.24891814,0.29811554,0.27900664,0.01681477,0.28474672,0.00942219,1.49350842
-4.84142071,2.25901052,1.24134779,0.29329499,0.27769846,0.01689401,0.28830981,0.00935621,1.47418625
-4.83541771,2.22942727,1.23070683,0.28816441,0.27510794,0.01686312,0.29157077,0.00928424,1.45227863
-4.82941471,2.19686113,1.21738706,0.28286751,0.27130159,0.01672308,0.29458789,0.00921061,1.42842748
-4.82341171,2.16228902,1.20185212,0.27755011,0.26637138,0.01647722,0.29743402,0.00913979,1.40331400
-4.81740870,2.12672989,1.18462551,0.27235676,0.26043220,0.01613115,0.30019362,0.00907630,1.37764227
-4.81140570,2.09121684,1.16627496,0.26742704,0.25361851,0.01569256,0.30295872,0.00902460,1.35212068
-4.80540270,2.05676646,1.14739370,0.26289181,0.24608018,0.01517096,0.30582411,0.00898890,1.32744187
-4.79939970,2.02434650,1.12857945,0.25886956,0.23797773,0.01457740,0.30888197,0.00897309,1.30426182
-4.79339670,1.99484322,1.11041206,0.25546276,0.22947730,0.01392407,0.31221624,0.00898056,1.28317896
-4.78739370,1.96902992,1.09343085,0.25275463,0.22074536,0.01322390,0.31589699,0.00901409,1.26471409
-4.78139070,1.94753818,1.07811290,0.25080629,0.21194360,0.01249020,0.31997519,0.00907568,1.24929234
-4.77538769,1.93083337,1.06485341,0.24965454,0.20322410,0.01173618,0.32447817,0.00916653,1.23722781
-4.76938469,1.91919585,1.05394913,0.24931033,0.19472506,0.01097463,0.32940605,0.00928687,1.22871195
-4.76338169,1.91270893,1.04558597,0.24975809,0.18656726,0.01021751,0.33472941,0.00943598,1.22380632
-4.75737869,1.91125464,1.03983128,0.25095597,0.17885136,0.00947571,0.34038835,0.00961212,1.22244034
-4.75137569,1.91451755,1.03663163,0.25283696,0.17165614,0.00875874,0.34629306,0.00981258,1.22441416
-4.74537269,1.92199697,1.03581587,0.25531106,0.16503776,0.00807460,0.35232594,0.01003370,1.22940692
-4.73936968,1.93302704,1.03710374,0.25826826,0.15902998,0.00742966,0.35834512,0.01027099,1.23698995
-4.73336668,1.94680388,1.04011947,0.26158228,0.15364524,0.00682860,0.36418933,0.01051922,1.24664457
-4.72736368,1.96241876,1.04440960,0.26511508,0.14887664,0.00627445,0.36968387,0.01077258,1.25778361
-4.72136068,1.97889566,1.04946434,0.26872173,0.14470047,0.00576869,0.37464732,0.01102489,1.26977577
-4.71535768,1.99523146,1.05474121,0.27225558,0.14107928,0.00531133,0.37889877,0.01126975,1.28197152
-4.70935468,2.01043689,1.05968972,0.27557352,0.13796524,0.00490114,0.38226515,0.01150075,1.29372960
-4.70335168,2.02357615,1.06377597,0.27854098,0.13530353,0.00453579,0.38458830,0.01171172,1.30444243
-4.69734867,2.03380336,1.06650573,0.28103655,0.13303580,0.00421214,0.38573147,0.01189688,1.31355952
-4.69134567,2.04039396,1.06744494,0.28295597,0.13110316,0.00392641,0.38558488,0.01205105,1.32060760
-4.68534267,2.04276971,1.06623665,0.28421533,0.12944895,0.00367440,0.38407011,0.01216983,1.32520638
-4.67933967,2.04051595,1.06261348,0.28475328,0.12802090,0.00345175,0.38114311,0.01224967,1.32707948
-4.67333667,2.03339053,1.05640523,0.28453220,0.12677269,0.00325407,0.37679569,0.01228806,1.32605974
-4.66733367,2.02132402,1.04754123,0.28353834,0.12566494,0.00307712,0.37105548,0.01228349,1.32208891
-4.66133067,2.00441151,1.03604762,0.28178078,0.12466548,0.00291699,0.36398430,0.01223552,1.31521194
-4.65532766,1.98289656,1.02203976,0.27928950,0.12374913,0.00277011,0.35567523,0.01214473,1.30556601
-4.64932466,1.95714838,1.00571050,0.27611246,0.12289689,0.00263340,0.34624833,0.01201267,1.29336541
-4.64332166,1.92763384,0.98731500,0.27231210,0.12209473,0.00250428,0.33584540,0.01184171,1.27888293
-4.63731866,1.89488576,0.96715323,0.26796119,0.12133213,0.00238068,0.32462415,0.01163495,1.26242909
-4.63131566,1.85946958,0.94555103,0.26313854,0.12060038,0.00226102,0.31275177,0.01139603,1.24433037
-4.62531266,1.82195029,0.92284117,0.25792461,0.11989096,0.00214419,0.30039864,0.01112896,1.22490777
-4.61930965,1.78286141,0.89934517,0.25239735,0.11919397,0.00202948,0.28773214,0.01083796,1.20445699
-4.61330665,1.74267783,0.87535716,0.24662847,0.11849679,0.00191655,0.27491105,0.01052728,1.18323129
-4.60730365,1.70179388,0.85113045,0.24068036,0.11778315,0.00180535,0.26208071,0.01020102,1.16142798
-4.60130065,1.66050769,0.82686749,0.23460379,0.11703248,0.00169604,0.24936918,0.00986302,1.13917933
-4.59529765,1.61901258,0.80271377,0.22843643,0.11621986,0.00158893,0.23688440,0.00951674,1.11654814
-4.58929465,1.57739555,0.77875549,0.22220236,0.11531630,0.00148443,0.22471263,0.00916516,1.09352832
-4.58329165,1.53564284,0.75502132,0.21591245,0.11428952,0.00138299,0.21291795,0.00881076,1.07005003
-4.57728864,1.49365166,0.73148755,0.20956560,0.11310509,0.00128504,0.20154290,0.00845551,1.04598905
-4.57128564,1.45124730,0.70808638,0.20315070,0.11172789,0.00119099,0.19061005,0.00810086,1.02117968
-4.56528264,1.40820423,0.68471640,0.19664911,0.11012378,0.00110116,0.18012435,0.00774781,0.99543006
-4.55927964,1.36426964,0.66125477,0.19003757,0.10826133,0.00101581,0.17007617,0.00739697,0.96853911
-4.55327664,1.31918793,0.63756991,0.18329131,0.10611354,0.00093510,0.16044458,0.00704866,0.94031377
-4.54727364,1.27272460,0.61353423,0.17638700,0.10365946,0.00085909,0.15120089,0.00670300,0.91058554
-4.54127064,1.22468796,0.58903575,0.16930567,0.10088555,0.00078779,0.14231211,0.00635997,0.87922540
-4.53526763,1.17494756,0.56398824,0.16203510,0.09778669,0.00072112,0.13374415,0.00601958,0.84615603
-4.52926463,1.12344835,0.53833918,0.15457172,0.09436684,0.00065893,0.12546462,0.00568186,0.81136098
-4.52326163,1.07021982,0.51207531,0.14692197,0.09063930,0.00060106,0.11744518,0.00534701,0.77489012
-4.51725863,1.01537997,0.48522541,0.13910291,0.08662648,0.00054729,0.10966317,0.00501541,0.73686128
-4.51125563,0.95913404,0.45786048,0.13114223,0.08235933,0.00049741,0.10210277,0.00468762,0.69745828
-4.50525263,0.90176849,0.43009149,0.12307759,0.07787633,0.00045121,0.09475543,0.00436448,0.65692536
-4.49924962,0.84364069,0.40206483,0.11495546,0.07322222,0.00040847,0.08761977,0.00404700,0.61555882
-4.49324662,0.78516538,0.37395605,0.10682948,0.06844650,0.00036901,0.08070101,0.00373640,0.57369630
