energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.76588294,0.29906078,0.00169204,0.00157434,0.03276068,0.17857872,0.00289239,0.15549825,0.02879547,0.00225078
-5.75987994,0.34155717,0.00175644,0.00180116,0.03690040,0.20539151,0.00313314,0.17737607,0.03202111,0.00256450
-5.75387694,0.38882927,0.00189508,0.00204713,0.04163245,0.23492255,0.00343152,0.20174664,0.03586086,0.00291694
-5.74787394,0.44082130,0.00210725,0.00231129,0.04694058,0.26717543,0.00378203,0.22857389,0.04029724,0.00330772
-5.74187094,0.49742536,0.00239388,0.00259219,0.05280592,0.30211576,0.00417939,0.25779530,0.04531460,0.00373613
-5.73586793,0.55847613,0.00275736,0.00288790,0.05920613,0.33966866,0.00461835,0.28931900,0.05089816,0.00420109
-5.72986493,0.62374749,0.00320137,0.00319600,0.06611468,0.37971747,0.00509364,0.32302199,0.05703305,0.00470106
-5.72386193,0.69295134,0.00373064,0.00351360,0.07350044,0.42210368,0.00559989,0.35874941,0.06370356,0.00523405
-5.71785893,0.76573863,0.00435074,0.00383740,0.08132747,0.46662816,0.00613156,0.39631505,0.07089245,0.00579758
-5.71185593,0.84170250,0.00506781,0.00416373,0.08955498,0.51305365,0.00668298,0.43550300,0.07858047,0.00638871
-5.70585293,0.92038361,0.00588826,0.00448859,0.09813761,0.56110843,0.00724831,0.47607036,0.08674596,0.00700403
-5.69984992,1.00127693,0.00681853,0.00480782,0.10702584,0.61049085,0.00782162,0.51775086,0.09536455,0.00763969
-5.69384692,1.08384003,0.00786469,0.00511714,0.11616654,0.66087466,0.00839696,0.56025921,0.10440893,0.00829146
-5.68784392,1.16750215,0.00903212,0.00541229,0.12550373,0.71191464,0.00896842,0.60329590,0.11384859,0.00895479
-5.68184092,1.25167356,0.01032514,0.00568912,0.13497933,0.76325247,0.00953022,0.64655225,0.12364965,0.00962488
-5.67583792,1.33575489,0.01174664,0.00594375,0.14453404,0.81452226,0.01007680,0.68971536,0.13377457,0.01029674
-5.66983492,1.41914584,0.01329771,0.00617265,0.15410814,0.86535576,0.01060293,0.73247292,0.14418185,0.01096529
-5.66383192,1.50125295,0.01497724,0.00637275,0.16364236,0.91538676,0.01110378,0.77451740,0.15482568,0.01162547
-5.65782891,1.58149627,0.01678161,0.00654153,0.17307874,0.96425477,0.01157495,0.81554985,0.16565557,0.01227233
-5.65182591,1.65931481,0.01870440,0.00667713,0.18236143,1.01160770,0.01201256,0.85528300,0.17661595,0.01290113
-5.64582291,1.73417079,0.02073609,0.00677833,0.19143759,1.05710383,0.01241326,0.89344379,0.18764588,0.01350750
-5.63981991,1.80555308,0.02286394,0.00684468,0.20025830,1.10041292,0.01277421,0.92977547,0.19867879,0.01408754
-5.63381691,1.87297997,0.02507190,0.00687645,0.20877961,1.14121697,0.01309311,0.96403942,0.20964248,0.01463800
-5.62781391,1.93600192,0.02734060,0.00687466,0.21696372,1.17921062,0.01336812,0.99601691,0.22045936,0.01515643
-5.62181091,1.99420470,0.02964749,0.00684107,0.22478047,1.21410173,0.01359786,1.02551108,0.23104702,0.01564134
-5.61580790,2.04721353,0.03196713,0.00677812,0.23220901,1.24561244,0.01378133,1.05234943,0.24131925,0.01609247
-5.60980490,2.09469860,0.03427152,0.00668892,0.23923981,1.27348086,0.01391787,1.07638702,0.25118751,0.01651094
-5.60380190,2.13638247,0.03653065,0.00657717,0.24587698,1.29746386,0.01400710,1.09751055,0.26056287,0.01689949
-5.59779890,2.17204935,0.03871308,0.00644715,0.25214094,1.31734102,0.01404889,1.11564351,0.26935854,0.01726275
-5.59179590,2.20155655,0.04078673,0.00630361,0.25807122,1.33291976,0.01404332,1.13075226,0.27749278,0.01760747
-5.58579290,2.22484767,0.04271962,0.00615173,0.26372956,1.34404171,0.01399065,1.14285303,0.28489231,0.01794272
-5.57978989,2.24196713,0.04448082,0.00599710,0.26920291,1.35059008,0.01389135,1.15201949,0.29149594,0.01828016
-5.57378689,2.25307541,0.04604131,0.00584561,0.27460642,1.35249759,0.01374610,1.15839068,0.29725851,0.01863419
-5.56778389,2.25846412,0.04737492,0.00570344,0.28008607,1.34975478,0.01355578,1.16217858,0.30215469,0.01902207
-5.56178089,2.25856976,0.04845922,0.00557699,0.28582077,1.34241800,0.01332158,1.16367505,0.30618275,0.01946405
-5.55577789,2.25398526,0.04927633,0.00547286,0.29202374,1.33061655,0.01304498,1.16325734,0.30936786,0.01998330
-5.54977489,2.24546786,0.04981362,0.00539774,0.29894290,1.31455845,0.01272783,1.16139158,0.31176490,0.02060589
-5.54377189,2.23394257,0.05006436,0.00535838,0.30686011,1.29453432,0.01237238,1.15863374,0.31346050,0.02136054
-5.53776888,2.22049997,0.05002809,0.00536156,0.31608905,1.27091870,0.01198131,1.15562756,0.31457405,0.02227830
-5.53176588,2.20638774,0.04971091,0.00541393,0.32697157,1.24416872,0.01155776,1.15309891,0.31525782,0.02339219
-5.52576288,2.19299549,0.04912553,0.00552201,0.33987248,1.21481962,0.01110533,1.15184649,0.31569572,0.02473658
-5.51975988,2.18183251,0.04829119,0.00569201,0.35517273,1.18347721,0.01062807,1.15272866,0.31610094,0.02634653
-5.51375688,2.17449888,0.04723323,0.00592980,0.37326104,1.15080722,0.01013042,1.15664661,0.31671232,0.02825703
-5.50775388,2.17265029,0.04598265,0.00624072,0.39452404,1.11752192,0.00961720,1.16452410,0.31778952,0.03050211
-5.50175088,2.17795747,0.04457538,0.00662950,0.41933527,1.08436426,0.00909350,1.17728420,0.31960708,0.03311388
-5.49574787,2.19206155,0.04305142,0.00710014,0.44804313,1.05209023,0.00856459,1.19582392,0.32244759,0.03612153
-5.48974487,2.21652653,0.04145383,0.00765575,0.48095830,1.02144993,0.00803583,1.22098720,0.32659403,0.03955031
-5.48374187,2.25279072,0.03982771,0.00829847,0.51834083,0.99316818,0.00751259,1.25353742,0.33232160,0.04342051
-5.47773887,2.30211877,0.03821899,0.00902939,0.56038758,0.96792531,0.00700006,1.29413030,0.33988932,0.04774648
-5.47173587,2.36555599,0.03667327,0.00984843,0.60722017,0.94633897,0.00650325,1.34328821,0.34953149,0.05253573
-5.46573287,2.44388677,0.03523461,0.01075430,0.65887416,0.92894750,0.00602677,1.40137674,0.36144946,0.05778818
-5.45972986,2.53759852,0.03394444,0.01174451,0.71528972,0.91619557,0.00557485,1.46858462,0.37580390,0.06349549
-5.45372686,2.64685254,0.03284042,0.01281533,0.77630430,0.90842251,0.00515118,1.54490754,0.39270774,0.06964061
-5.44772386,2.77146290,0.03195547,0.01396184,0.84164750,0.90585370,0.00475890,1.63013663,0.41222013,0.07619751
-5.44172086,2.91088400,0.03131690,0.01517801,0.91093865,0.90859520,0.00440056,1.72385205,0.43434151,0.08313106
-5.43571786,3.06420742,0.03094565,0.01645675,0.98368700,0.91663174,0.00407805,1.82542191,0.45901001,0.09039727
-5.42971486,3.23016809,0.03085576,0.01779004,1.05929495,0.92982798,0.00379267,1.93400667,0.48609925,0.09794352
-5.42371186,3.40715961,0.03105389,0.01916904,1.13706407,0.94793288,0.00354506,2.04856894,0.51541775,0.10570925
-5.41770885,3.59325844,0.03153915,0.02058422,1.21620403,0.97058687,0.00333530,2.16788845,0.54670982,0.11362662
-5.41170585,3.78625617,0.03230304,0.02202546,1.29584419,0.99733165,0.00316290,2.29058188,0.57965823,0.12162153
-5.40570285,3.98369920,0.03332956,0.02348221,1.37504770,1.02762206,0.00302688,2.41512698,0.61388834,0.12961469
-5.39969985,4.18293478,0.03459562,0.02494355,1.45282775,1.06083981,0.00292579,2.53989054,0.64897392,0.13752287
-5.39369685,4.38116255,0.03607149,0.02639831,1.52816566,1.09630869,0.00285782,2.66315962,0.68444451,0.14526028
-5.38769385,4.57549047,0.03772157,0.02783514,1.60003046,1.13331084,0.00282080,2.78317528,0.71979413,0.15274004
-5.38169085,4.76299405,0.03950522,0.02924258,1.66739940,1.17110400,0.00281230,2.89816832,0.75449139,0.15987565
-5.37568784,4.94077801,0.04137778,0.03060911,1.72927904,1.20893928,0.00282970,3.00639631,0.78799059,0.16658265
-5.36968484,5.10603910,0.04329175,0.03192320,1.78472636,1.24607945,0.00287023,3.10618116,0.81974395,0.17278016
-5.36368184,5.25612917,0.04519798,0.03317337,1.83286944,1.28181742,0.00293103,3.19594671,0.84921431,0.17839255
-5.35767884,5.38861742,0.04704703,0.03434828,1.87292721,1.31549481,0.00300926,3.27425553,0.87588835,0.18335098
-5.35167584,5.50135053,0.04879047,0.03543682,1.90422763,1.34652047,0.00310210,3.33984424,0.89928988,0.18759501
-5.34567284,5.59250976,0.05038224,0.03642822,1.92622404,1.37438860,0.00320685,3.39165663,0.91899278,0.19107407
-5.33966983,5.66066342,0.05177990,0.03731223,1.93850903,1.39869633,0.00332099,3.42887382,0.93463338,0.19374886
-5.33366683,5.70481362,0.05294581,0.03807935,1.94082545,1.41916024,0.00344226,3.45094056,0.94592170,0.19559263
-5.32766383,5.72443584,0.05384822,0.03872101,1.93307426,1.43563167,0.00356869,3.45758704,0.95265132,0.19659229
-5.32166083,5.71950981,0.05446209,0.03922991,1.91531875,1.44810996,0.00369871,3.44884523,0.95470742,0.19674930
-5.31565783,5.69054041,0.05476981,0.03960025,1.88778512,1.45675336,0.00383116,3.42505906,0.95207264,0.19608032
-5.30965483,5.63856722,0.05476163,0.03982810,1.85085909,1.46188682,0.00396537,3.38688779,0.94483054,0.19461759
-5.30365183,5.56516166,0.05443586,0.03991163,1.80507867,1.46400605,0.00410122,3.33530201,0.93316635,0.19240892
-5.29764882,5.47241065,0.05379881,0.03985144,1.75112318,1.46377732,0.00423912,3.27157171,0.91736492,0.18951736
-5.29164582,5.36288650,0.05286451,0.03965070,1.68979868,1.46203226,0.00438003,3.19724646,0.89780580,0.18602041
-5.28564282,5.23960253,0.05165412,0.03931537,1.62202028,1.45975745,0.00452549,3.11412751,0.87495553,0.18200890
-5.27963982,5.10595502,0.05019522,0.03885419,1.54879180,1.45807825,0.00467753,3.02423229,0.84935720,0.17758533
-5.27363682,4.96565209,0.04852082,0.03827869,1.47118335,1.45823700,0.00483863,2.92975177,0.82161765,0.17286185
-5.26763382,4.82263088,0.04666828,0.03760297,1.39030745,1.46156548,0.00501163,2.83300163,0.79239261,0.16795792
-5.26163082,4.68096494,0.04467806,0.03684347,1.30729455,1.46945221,0.00519962,2.73636831,0.76237010,0.16299749
-5.25562781,4.54476411,0.04259251,0.03601853,1.22326862,1.48330515,0.00540577,2.64225153,0.73225282,0.15810602
-5.24962481,4.41806969,0.04045449,0.03514795,1.13932357,1.50451061,0.00563322,2.55300461,0.70273978,0.15340727
-5.24362181,4.30474792,0.03830618,0.03425233,1.05650119,1.53438982,0.00588485,2.47087461,0.67450803,0.14901998
-5.23761881,4.20838528,0.03618784,0.03335247,0.97577137,1.57415423,0.00616315,2.39794402,0.64819475,0.14505463
-5.23161581,4.13218892,0.03413675,0.03246868,0.89801487,1.62486137,0.00646999,2.33607592,0.62438060,0.14161025
-5.22561281,4.07889572,0.03218625,0.03162003,0.82400942,1.68737282,0.00680647,2.28686450,0.60357448,0.13877155
-5.21960980,4.05069322,0.03036500,0.03082376,0.75441911,1.76231603,0.00717277,2.25159252,0.58620047,0.13660637
-5.21360680,4.04915536,0.02869637,0.03009460,0.68978744,1.85005172,0.00756803,2.23119738,0.57258722,0.13516359
-5.20760380,4.07519559,0.02719808,0.02944429,0.63053386,1.95064843,0.00799021,2.22624695,0.56296000,0.13447170
-5.20160080,4.12903917,0.02588201,0.02888117,0.57695393,2.06386543,0.00843612,2.23692606,0.55743593,0.13453782
-5.19559780,4.21021610,0.02475418,0.02840991,0.52922250,2.18914519,0.00890138,2.26303435,0.55602213,0.13534761
-5.18959480,4.31757500,0.02381501,0.02803142,0.48740003,2.32561606,0.00938048,2.30399546,0.55861724,0.13686570
-5.18359180,4.44931786,0.02305966,0.02774288,0.45144120,2.47210527,0.00986693,2.35887744,0.56501591,0.13903694
-5.17758879,4.60305458,0.02247851,0.02753794,0.42120573,2.62716228,0.01035341,2.42642371,0.57491633,0.14178828
-5.17158579,4.77587541,0.02205786,0.02740711,0.39647069,2.78909164,0.01083200,2.50509344,0.58793049,0.14503125
-5.16558279,4.96443896,0.02178067,0.02733824,0.37694399,2.95599440,0.01129451,2.59311016,0.60359685,0.14866495
-5.15957979,5.16507271,0.02162729,0.02731712,0.36227848,3.12581649,0.01173268,2.68851670,0.62139511,0.15257951
-5.15357679,5.37388239,0.02157642,0.02732818,0.35208631,3.29640242,0.01213866,2.78923484,0.64076260,0.15665979
-5.14757379,5.58686669,0.02160587,0.02735522,0.34595315,3.46555219,0.01250524,2.89312748,0.66111182,0.16078927
-5.14157079,5.80003320,0.02169351,0.02738219,0.34345199,3.63107930,0.01282628,2.99806143,0.68184873,0.16485399
-5.13556778,6.00951206,0.02181799,0.02739397,0.34415606,3.79086794,0.01309704,3.10196873,0.70239109,0.16874639
-5.12956478,6.21166348,0.02195959,0.02737703,0.34765097,3.94292721,0.01331446,3.20290477,0.72218659,0.17236885
-5.12356178,6.40317638,0.02210084,0.02732013,0.35354555,4.08544077,0.01347742,3.29910144,0.74073006,0.17563703
-5.11755878,6.58115516,0.02222716,0.02721488,0.36148147,4.21681063,0.01358701,3.38901415,0.75757941,0.17848267
-5.11155578,6.74319307,0.02232730,0.02705615,0.37114141,4.33569384,0.01364659,3.47136143,0.77236985,0.18085596
-5.10555278,6.88743048,0.02239379,0.02684245,0.38225573,4.44103188,0.01366194,3.54515665,0.78482598,0.18272736
-5.09954977,7.01259770,0.02242314,0.02657609,0.39460756,4.53207226,0.01364117,3.60973125,0.79477150,0.18408886
-5.09354677,7.11804213,0.02241606,0.02626330,0.40803627,4.60838275,0.01359466,3.66474959,0.80213619,0.18495463
-5.08754377,7.20374024,0.02237744,0.02591411,0.42243908,4.66985864,0.01353492,3.71021548,0.80696007,0.18536117
-5.08154077,7.27029514,0.02231628,0.02554226,0.43777107,4.71672371,0.01347625,3.74647070,0.80939458,0.18536691
-5.07553777,7.31892089,0.02224554,0.02516485,0.45404328,4.74952576,0.01343449,3.77418615,0.80970064,0.18505133
-5.06953477,7.35141443,0.02218183,0.02480201,0.47131899,4.76912727,0.01342658,3.79434603,0.80824385,0.18451360
-5.06353177,7.37011653,0.02214503,0.02447639,0.48970819,4.77669192,0.01347014,3.80822562,0.80548660,0.18387080
-5.05752876,7.37786227,0.02215782,0.02421268,0.50936032,4.77366714,0.01358298,3.81736314,0.80197750,0.18325578
-5.05152576,7.37792203,0.02224516,0.02403700,0.53045526,4.76176294,0.01378256,3.82352602,0.79833820,0.18281467
-5.04552276,7.37393321,0.02243371,0.02397624,0.55319290,4.74292667,0.01408554,3.82867196,0.79524785,0.18270399
-5.03951976,7.36982303,0.02275110,0.02405744,0.57778138,4.71931327,0.01450715,3.83490485,0.79342555,0.18308747
-5.03351676,7.36972242,0.02322530,0.02430706,0.60442432,4.69325039,0.01506078,3.84442594,0.79361111,0.18413256
-5.02751376,7.37787115,0.02388382,0.02475027,0.63330752,4.66719760,0.01575746,3.85948022,0.79654451,0.18600655
-5.02151076,7.39851453,0.02475299,0.02541027,0.66458535,4.64369905,0.01660546,3.88229860,0.80294451,0.18887251
-5.01550775,7.43579218,0.02585712,0.02630753,0.69836752,4.62532915,0.01760989,3.91503626,0.81348683,0.19288481
-5.00950475,7.49362013,0.02721778,0.02745910,0.73470656,4.61463118,0.01877244,3.95970791,0.82878247,0.19818455
-5.00350175,7.57556796,0.02885295,0.02887796,0.77358677,4.61404919,0.02009114,4.01812126,0.84935665,0.20489477
-4.99749875,7.68473348,0.03077633,0.03057237,0.81491487,4.62585437,0.02156024,4.09180998,0.87562893,0.21311558
-4.99149575,7.82361834,0.03299659,0.03254530,0.85851314,4.65206738,0.02317017,4.18196810,0.90789513,0.22291944
-4.98549275,7.99400849,0.03551673,0.03479391,0.90411529,4.69437911,0.02490763,4.28938803,0.94631157,0.23434662
-4.97948974,8.19686427,0.03833354,0.03730923,0.95136543,4.75407283,0.02675570,4.41440467,0.99088220,0.24740106
-4.97348674,8.43222517,0.04143711,0.04007578,0.99982048,4.83195107,0.02869415,4.55684827,1.04144919,0.26204695
-4.96748374,8.69913458,0.04481051,0.04307155,1.04895601,4.92827119,0.03069976,4.71600870,1.09768741,0.27820601
-4.96148074,8.99558975,0.04842959,0.04626800,1.09817550,5.04269329,0.03274675,4.89061387,1.15910323,0.29575592
-4.95547774,9.31852161,0.05226299,0.04963030,1.14682296,5.17424441,0.03480731,5.07882438,1.22503805,0.31452991
-4.94947474,9.66380851,0.05627230,0.05311777,1.19419842,5.32130222,0.03685211,5.27824652,1.29467650,0.33431778
-4.94347174,10.02632643,0.06041244,0.05668454,1.23957599,5.48160100,0.03885099,5.48596466,1.36705971,0.35486842
-4.93746873,10.40003730,0.06463226,0.06028037,1.28222388,5.65226155,0.04077355,5.69859358,1.44110327,0.37589388
-4.93146573,10.77811491,0.06887533,0.06385177,1.32142571,5.82984596,0.04258982,5.91235044,1.51561973,0.39707506
-4.92546273,11.15310637,0.07308097,0.06734317,1.35650237,6.01043660,0.04427096,6.12314495,1.58934518,0.41806877
-4.91945973,11.51712532,0.07718543,0.07069836,1.38683379,6.18973770,0.04578984,6.32668552,1.66096924,0.43851621
-4.91345673,11.86207096,0.08112332,0.07386194,1.41187973,6.36319640,0.04712168,6.51859841,1.72916776,0.45805248
-4.90745373,12.17986599,0.08482907,0.07678095,1.43119885,6.52613935,0.04824462,6.69455567,1.79263713,0.47631685
-4.90145073,12.46270459,0.08823859,0.07940638,1.44446546,6.67391961,0.04914016,6.85040763,1.85012936,0.49296345
-4.89544772,12.70330128,0.09129088,0.08169475,1.45148327,6.80206811,0.04979364,6.98231473,1.90048657,0.50767202
-4.88944472,12.89513065,0.09392971,0.08360948,1.45219561,6.90644341,0.05019450,7.08687360,1.94267388,0.52015815
-4.88344172,13.03264818,0.09610523,0.08512218,1.44669168,6.98337355,0.05033653,7.16123222,1.97580948,0.53018275
-4.87743872,13.11148275,0.09777538,0.08621365,1.43520866,7.02978360,0.05021804,7.20318935,1.99919078,0.53756022
-4.87143572,13.12859280,0.09890718,0.08687462,1.41812939,7.04330380,0.04984182,7.21127404,2.01231569,0.54216504
-4.86543272,13.08237908,0.09947784,0.08710619,1.39597573,7.02235325,0.04921510,7.18480163,2.01489819,0.54393640
-4.85942971,12.97274927,0.09947545,0.08691990,1.36939758,6.96619591,0.04834936,7.12390382,2.00687762,0.54288073
-4.85342671,12.80113153,0.09889949,0.08633748,1.33915800,6.87496649,0.04726007,7.02953141,1.98842130,0.53907195
-4.84742371,12.57043634,0.09776095,0.08539016,1.30611465,6.74966558,0.04596629,6.90342959,1.95992039,0.53264937
-4.84142071,12.28496846,0.09608214,0.08411777,1.27119821,6.59212450,0.04449029,6.74808661,1.92197910,0.52381345
-4.83541771,11.95029280,0.09389610,0.08256739,1.23538825,6.40494198,0.04285699,6.56665815,1.87539780,0.51281941
-4.82941471,11.57306000,0.09124580,0.08079181,1.19968740,6.19139588,0.04109345,6.36287047,1.82115053,0.49996912
-4.82341171,11.16079941,0.08818297,0.07884780,1.16509448,5.95533414,0.03922826,6.14090648,1.76035792,0.48560146
-4.81740870,10.72168802,0.08476673,0.07679416,1.13257754,5.70105021,0.03729095,5.90527924,1.69425653,0.47008169
-4.81140570,10.26430497,0.08106202,0.07468978,1.10304752,5.43314832,0.03531137,5.66069835,1.62416570,0.45379015
-4.80540270,9.79738151,0.07713796,0.07259168,1.07733355,5.15640430,0.03331912,5.41193412,1.55145328,0.43711080
-4.79939970,9.32955598,0.07306604,0.07055312,1.05616054,4.87562781,0.03134298,5.16368498,1.47750127,0.42042005
-4.79339670,8.86914279,0.06891842,0.06862188,1.04012994,4.59553078,0.02941040,4.92045285,1.40367264,0.40407629
-4.78739370,8.42392342,0.06476617,0.06683880,1.02970426,4.32060703,0.02754704,4.68643069,1.33128045,0.38841051
-4.78139070,8.00096572,0.06067774,0.06523661,1.02519588,4.05502645,0.02577638,4.46540574,1.26155987,0.37371829
-4.77538769,7.60647663,0.05671745,0.06383898,1.02676052,3.80254673,0.02411942,4.26068121,1.19564414,0.36025345
-4.76938469,7.24569109,0.05294426,0.06266010,1.03439553,3.56644428,0.02259439,4.07501773,1.13454467,0.34822343
-4.76338169,6.92279858,0.04941069,0.06170452,1.04794312,3.34946508,0.02121661,3.91059561,1.07913567,0.33778661
-4.75737869,6.64090659,0.04616200,0.06096738,1.06709812,3.15379517,0.01999841,3.76899717,1.03014332,0.32905132
-4.75137569,6.40203888,0.04323554,0.06043505,1.09142007,2.98104965,0.01894906,3.65120831,0.98813920,0.32207666
-4.74537269,6.20716500,0.04066035,0.06008599,1.12034896,2.83227844,0.01807479,3.55763706,0.95353787,0.31687480
-4.73936968,6.05625656,0.03845695,0.05989202,1.15322399,2.70798634,0.01737892,3.48814670,0.92659778,0.31341457
-4.73336668,5.94836469,0.03663737,0.05981963,1.18930436,2.60816472,0.01686190,3.44210046,0.90742536,0.31162607
-4.72736368,5.88171337,0.03520522,0.05983161,1.22779139,2.53233208,0.01652148,3.41841460,0.89598127,0.31140595
-4.72136068,5.85380271,0.03415606,0.05988862,1.26785087,2.47958067,0.01635288,3.41561676,0.89208858,0.31262310
-4.71535768,5.86151702,0.03347779,0.05995084,1.30863485,2.44862657,0.01634891,3.43190661,0.89544206,0.31512439
-4.70935468,5.90123302,0.03315120,0.05997946,1.34930204,2.43786119,0.01650019,3.46521608,0.90561835,0.31874027
-4.70335168,5.96892438,0.03315055,0.05993817,1.38903608,2.44540225,0.01679530,3.51326723,0.92208646,0.32328990
-4.69734867,6.06025986,0.03344434,0.05979433,1.42706124,2.46914305,0.01722097,3.57362602,0.94421860,0.32858577
-4.69134567,6.17069320,0.03399603,0.05951994,1.46265518,2.50679942,0.01776219,3.64375120,0.97130111,0.33443756
-4.68534267,6.29554431,0.03476490,0.05909243,1.49515867,2.55595373,0.01840250,3.72103781,1.00254554,0.34065532
-4.67933967,6.43007177,0.03570694,0.05849504,1.52398219,2.61409635,0.01912407,3.80285564,1.03710012,0.34705194
-4.67333667,6.56953783,0.03677579,0.05771705,1.54860992,2.67866485,0.01990798,3.88658323,1.07406167,0.35344497
-4.66733367,6.70926735,0.03792372,0.05675366,1.56860128,2.74708140,0.02073440,3.96963829,1.11248824,0.35965793
-4.66133067,6.84470251,0.03910266,0.05560569,1.58359050,2.81678917,0.02158288,4.04950587,1.15141271,0.36552126
-4.65532766,6.97145517,0.04026519,0.05427907,1.59328499,2.88528819,0.02243262,4.12376524,1.18985741,0.37087307
-4.64932466,7.08535833,0.04136560,0.05278419,1.59746279,2.95017104,0.02326277,4.19011660,1.22684980,0.37555983
-4.64332166,7.18251787,0.04236087,0.05113508,1.59596976,3.00915853,0.02405279,4.24640824,1.26143929,0.37943717
