energy_ev,total_up,Cu_p_up,Cu_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-5.55577789,3.62179170,0.93944335,2.98986113,0.12541267,0.00375238,0.94866493,0.00000000
-5.54977489,3.59968821,0.90801164,2.98470234,0.12968632,0.00372387,0.93254268,0.00000000
-5.54377189,3.57568235,0.87726558,2.97762391,0.13425297,0.00368965,0.91565302,0.00000000
-5.53776888,3.54997907,0.84741106,2.96869777,0.13912180,0.00365047,0.89811033,0.00000000
-5.53176588,3.52279553,0.81863630,2.95800934,0.14430444,0.00360720,0.88003634,0.00000000
-5.52576288,3.49436086,0.79111175,2.94565845,0.14981640,0.00356079,0.86155775,0.00000000
-5.51975988,3.46491691,0.76499049,2.93176118,0.15567857,0.00351224,0.84280363,0.00000000
-5.51375688,3.43471979,0.74040930,2.91645217,0.16191871,0.00346260,0.82390278,0.00000000
-5.50775388,3.40404205,0.71749015,2.89988745,0.16857288,0.00341290,0.80498111,0.00000000
-5.50175088,3.37317519,0.69634194,2.88224727,0.17568649,0.00336417,0.78615908,0.00000000
-5.49574787,3.34243207,0.67706248,2.86373893,0.18331514,0.00331743,0.76754928,0.00000000
-5.48974487,3.31214904,0.65974042,2.84459908,0.19152490,0.00327365,0.74925431,0.00000000
-5.48374187,3.28268727,0.64445698,2.82509526,0.20039208,0.00323375,0.73136482,0.00000000
-5.47773887,3.25443312,0.63128739,2.80552653,0.21000240,0.00319861,0.71395804,0.00000000
-5.47173587,3.22779730,0.62030201,2.78622298,0.22044949,0.00316908,0.69709660,0.00000000
-5.46573287,3.20321274,0.61156686,2.76754405,0.23183284,0.00314595,0.68082776,0.00000000
-5.45972986,3.18113123,0.60514372,2.74987573,0.24425509,0.00312997,0.66518317,0.00000000
-5.45372686,3.16201887,0.60108972,2.73362674,0.25781896,0.00312189,0.65017906,0.00000000
-5.44772386,3.14635072,0.59945659,2.71922400,0.27262374,0.00312243,0.63581685,0.00000000
-5.44172086,3.13460489,0.60028951,2.70710754,0.28876166,0.00313230,0.62208433,0.00000000
-5.43571786,3.12725644,0.60362582,2.69772529,0.30631424,0.00315222,0.60895715,0.00000000
-5.42971486,3.12477154,0.60949370,2.69152797,0.32534880,0.00318292,0.59640083,0.00000000
-5.42371186,3.12760213,0.61791087,2.68896442,0.34591535,0.00322514,0.58437300,0.00000000
-5.41770885,3.13618154,0.62888366,2.69047756,0.36804411,0.00327964,0.57282592,0.00000000
-5.41170585,3.15092102,0.64240618,2.69650106,0.39174360,0.00334718,0.56170915,0.00000000
-5.40570285,3.17220745,0.65846009,2.70745686,0.41699972,0.00342855,0.55097221,0.00000000
-5.39969985,3.20040200,0.67701460,2.72375330,0.44377552,0.00352451,0.54056724,0.00000000
-5.39369685,3.23583969,0.69802693,2.74578385,0.47201215,0.00363582,0.53045127,0.00000000
-5.38769385,3.27882948,0.72144295,2.77392602,0.50163044,0.00376318,0.52058832,0.00000000
-5.38169085,3.32965451,0.74719808,2.80854034,0.53253351,0.00390725,0.51095087,0.00000000
-5.37568784,3.38857215,0.77521812,2.84996889,0.56460992,0.00406859,0.50152095,0.00000000
-5.36968484,3.45581351,0.80541993,2.89853328,0.59773735,0.00424766,0.49229047,0.00000000
-5.36368184,3.53158187,0.83771183,2.95453170,0.63178667,0.00444479,0.48326107,0.00000000
-5.35767884,3.61605005,0.87199352,3.01823488,0.66662593,0.00466013,0.47444320,0.00000000
-5.35167584,3.70935627,0.90815539,3.08988101,0.70212429,0.00489366,0.46585481,0.00000000
-5.34567284,3.81159868,0.94607732,3.16966953,0.73815553,0.00514517,0.45751946,0.00000000
-5.33966983,3.92282860,0.98562682,3.25775390,0.77460095,0.00541421,0.44946412,0.00000000
-5.33366683,4.04304263,1.02665661,3.35423386,0.81135154,0.00570014,0.44171676,0.00000000
-5.32766383,4.17217410,1.06900195,3.45914709,0.84830922,0.00600208,0.43430392,0.00000000
-5.32166083,4.31008425,1.11247772,3.57246111,0.88538728,0.00631896,0.42724838,0.00000000
-5.31565783,4.45655368,1.15687568,3.69406553,0.92250975,0.00664949,0.42056705,0.00000000
-5.30965483,4.61127467,1.20196208,3.82376534,0.95961002,0.00699222,0.41426925,0.00000000
-5.30365183,4.77384497,1.24747614,3.96127554,0.99662878,0.00734558,0.40835557,0.00000000
-5.29764882,4.94376364,1.29312944,4.10621769,1.03351140,0.00770785,0.40281711,0.00000000
-5.29164582,5.12042947,1.33860675,4.25811875,1.07020508,0.00807729,0.39763539,0.00000000
-5.28564282,5.30314251,1.38356838,4.41641251,1.10665601,0.00845211,0.39278286,0.00000000
-5.27963982,5.49110915,1.42765424,4.58044398,1.14280675,0.00883056,0.38822380,0.00000000
-5.27363682,5.68345090,1.47048967,4.74947693,1.17859425,0.00921097,0.38391580,0.00000000
-5.26763382,5.87921712,1.51169300,4.92270460,1.21394849,0.00959179,0.37981148,0.00000000
-5.26163082,6.07740167,1.55088456,5.09926371,1.24879219,0.00997162,0.37586051,0.00000000
-5.25562781,6.27696320,1.58769706,5.27825148,1.28304150,0.01034928,0.37201173,0.00000000
-5.24962481,6.47684876,1.62178676,5.45874544,1.31660772,0.01072383,0.36821527,0.00000000
-5.24362181,6.67602000,1.65284501,5.63982551,1.34940009,0.01109459,0.36442455,0.00000000
-5.23761881,6.87348116,1.68060973,5.82059769,1.38132938,0.01146120,0.36059808,0.00000000
-5.23161581,7.06830773,1.70487603,6.00021858,1.41231210,0.01182358,0.35670101,0.00000000
-5.22561281,7.25967457,1.72550556,6.17791956,1.44227498,0.01218197,0.35270629,0.00000000
-5.21960980,7.44688200,1.74243393,6.35302973,1.47115947,0.01253692,0.34859545,0.00000000
-5.21360680,7.62937842,1.75567575,6.52499603,1.49892566,0.01288926,0.34435905,0.00000000
-5.20760380,7.80677786,1.76532677,6.69339957,1.52555554,0.01324009,0.33999662,0.00000000
-5.20160080,7.97887116,1.77156294,6.85796667,1.55105494,0.01359072,0.33551629,0.00000000
-5.19559780,8.14562934,1.77463622,7.01857354,1.57545410,0.01394266,0.33093404,0.00000000
-5.18959480,8.30719833,1.77486700,7.17524384,1.59880654,0.01429748,0.32627264,0.00000000
-5.18359180,8.46388449,1.77263362,7.32813822,1.62118614,0.01465680,0.32156027,0.00000000
-5.17758879,8.61613070,1.76835894,7.47753592,1.64268250,0.01502220,0.31682900,0.00000000
-5.17158579,8.76448356,1.76249486,7.62380853,1.66339474,0.01539511,0.31211310,0.00000000
-5.16558279,8.90955274,1.75550513,7.76738660,1.68342392,0.01577669,0.30744723,0.00000000
-5.15957979,9.05196392,1.74784735,7.90872055,1.70286460,0.01616779,0.30286469,0.00000000
-5.15357679,9.19230747,1.73995494,8.04823730,1.72179592,0.01656883,0.29839569,0.00000000
-5.14757379,9.33108547,1.73221986,8.18629503,1.74027281,0.01697970,0.29406578,0.00000000
-5.14157079,9.46865967,1.72497708,8.32313820,1.75831784,0.01739972,0.28989449,0.00000000
-5.13556778,9.60520351,1.71849127,8.45885553,1.77591434,0.01782755,0.28589425,0.00000000
-5.12956478,9.74066090,1.71294666,8.59334341,1.79300122,0.01826118,0.28206958,0.00000000
-5.12356178,9.87471455,1.70844037,8.72627718,1.80947000,0.01869789,0.27841672,0.00000000
-5.11755878,10.00676601,1.70497961,8.85709218,1.82516429,0.01913432,0.27492358,0.00000000
-5.11155578,10.13592895,1.70248287,8.98497632,1.83988192,0.01956645,0.27157012,0.00000000
-5.10555278,10.26103680,1.70078502,9.10887487,1.85337968,0.01998970,0.26832910,0.00000000
-5.09954977,10.38066467,1.69964602,9.22750791,1.86538058,0.02039903,0.26516712,0.00000000
-5.09354677,10.49316501,1.69876280,9.33939992,1.87558323,0.02078906,0.26204605,0.00000000
-5.08754377,10.59671549,1.69778367,9.44292036,1.88367298,0.02115420,0.25892454,0.00000000
-5.08154077,10.68937692,1.69632444,9.53633340,1.88933415,0.02148879,0.25575983,0.00000000
-5.07553777,10.76915860,1.69398554,9.61785467,1.89226277,0.02178729,0.25250943,0.00000000
-5.06953477,10.83408784,1.69036920,9.68571223,1.89217923,0.02204443,0.24913294,0.00000000
-5.06353177,10.88228064,1.68509586,9.73820903,1.88884001,0.02225534,0.24559356,0.00000000
-5.05752876,10.91201019,1.67781909,9.77378398,1.88204801,0.02241572,0.24185953,0.00000000
-5.05152576,10.92177018,1.66823831,9.79106910,1.87166103,0.02252197,0.23790526,0.00000000
-5.04552276,10.91033064,1.65610901,9.78894039,1.85759787,0.02257130,0.23371211,0.00000000
-5.03951976,10.87678408,1.64124984,9.76656062,1.83984194,0.02256180,0.22926888,0.00000000
-5.03351676,10.82058081,1.62354682,9.72341283,1.81844227,0.02249251,0.22457197,0.00000000
-5.02751376,10.74155274,1.60295444,9.65932373,1.79351202,0.02236344,0.21962517,0.00000000
-5.02151076,10.63992567,1.57949405,9.57447713,1.76522481,0.02217562,0.21443925,0.00000000
-5.01550775,10.51632071,1.55324988,9.46941747,1.73380904,0.02193105,0.20903127,0.00000000
-5.00950475,10.37174581,1.52436315,9.34504452,1.69954087,0.02163269,0.20342378,0.00000000
-5.00350175,10.20757874,1.49302483,9.20260008,1.66273624,0.02128438,0.19764390,0.00000000
-4.99749875,10.02554311,1.45946765,9.04364805,1.62374241,0.02089083,0.19172236,0.00000000
-4.99149575,9.82767867,1.42395783,8.87004892,1.58292958,0.02045748,0.18569263,0.00000000
-4.98549275,9.61630740,1.38678706,8.68392991,1.54068294,0.01999045,0.17959009,0.00000000
-4.97948974,9.39399627,1.34826507,8.48765143,1.49739548,0.01949644,0.17345134,0.00000000
-4.97348674,9.16351757,1.30871310,8.28377076,1.45346170,0.01898263,0.16731357,0.00000000
-4.96748374,8.92780697,1.26845829,8.07500310,1.40927239,0.01845655,0.16121419,0.00000000
-4.96148074,8.68991970,1.22782910,7.86418025,1.36521031,0.01792601,0.15519042,0.00000000
-4.95547774,8.45298459,1.18715166,7.65420699,1.32164682,0.01739894,0.14927911,0.00000000
-4.94947474,8.22015585,1.14674672,7.44801492,1.27893898,0.01688328,0.14351650,0.00000000
-4.94347174,7.99456248,1.10692715,7.24851406,1.23742713,0.01638686,0.13793807,0.00000000
-4.93746873,7.77925535,1.06799552,7.05854208,1.19743251,0.01591723,0.13257828,0.00000000
-4.93146573,7.57715222,1.03024171,6.88081177,1.15925470,0.01548157,0.12747037,0.00000000
-4.92546273,7.39098143,0.99394010,6.71785761,1.12316880,0.01508651,0.12264594,0.00000000
-4.91945973,7.22322538,0.95934647,6.57198221,1.08942207,0.01473801,0.11813454,0.00000000
-4.91345673,7.07606528,0.92669431,6.44520456,1.05823021,0.01444123,0.11396314,0.00000000
-4.90745373,6.95132905,0.89619078,6.33921146,1.02977316,0.01420037,0.11015547,0.00000000
-4.90145073,6.85044447,0.86801236,6.25531432,1.00419081,0.01401861,0.10673141,0.00000000
-4.89544772,6.77439986,0.84230043,6.19441331,0.98157872,0.01389799,0.10370630,0.00000000
-4.88944472,6.72371450,0.81915714,6.15697085,0.96198425,0.01383935,0.10109034,0.00000000
-4.88344172,6.69842057,0.79864179,6.14299607,0.94540342,0.01384228,0.09888803,0.00000000
-4.87743872,6.69805846,0.78076814,6.15204168,0.93177882,0.01390516,0.09709779,0.00000000
-4.87143572,6.72168616,0.76550295,6.18321405,0.92099892,0.01402510,0.09571176,0.00000000
-4.86543272,6.76790325,0.75276598,6.23519662,0.91289901,0.01419809,0.09471576,0.00000000
-4.85942971,6.83488916,0.74243160,6.30628637,0.90726379,0.01441903,0.09408962,0.00000000
-4.85342671,6.92045437,0.73433212,6.39444201,0.90383187,0.01468190,0.09380756,0.00000000
-4.84742371,7.02210302,0.72826286,6.49734235,0.90230190,0.01497985,0.09383897,0.00000000
-4.84142071,7.13710435,0.72398867,6.61245262,0.90234024,0.01530545,0.09414932,0.00000000
-4.83541771,7.26257034,0.72125183,6.73709593,0.90358986,0.01565078,0.09470125,0.00000000
-4.82941471,7.39553621,0.71978082,6.86852729,0.90568012,0.01600772,0.09545577,0.00000000
-4.82341171,7.53304090,0.71929971,7.00400712,0.90823696,0.01636810,0.09637360,0.00000000
-4.81740870,7.67220427,0.71953772,7.14087165,0.91089308,0.01672389,0.09741638,0.00000000
-4.81140570,7.81029826,0.72023833,7.27659753,0.91329769,0.01706741,0.09854796,0.00000000
-4.80540270,7.94480984,0.72116779,7.40885887,0.91512530,0.01739149,0.09973554,0.00000000
-4.79939970,8.07349376,0.72212240,7.53557486,0.91608340,0.01768961,0.10095056,0.00000000
-4.79339670,8.19441395,0.72293434,7.65494721,0.91591849,0.01795606,0.10216953,0.00000000
-4.78739370,8.30597306,0.72347588,7.76548672,0.91442050,0.01818601,0.10337452,0.00000000
-4.78139070,8.40693010,0.72366163,7.86602925,0.91142541,0.01837561,0.10455344,0.00000000
-4.77538769,8.49640659,0.72344896,7.95574153,0.90681607,0.01852204,0.10570007,0.00000000
-4.76938469,8.57388235,0.72283655,8.03411759,0.90052139,0.01862354,0.10681383,0.00000000
-4.76338169,8.63918198,0.72186112,8.10096719,0.89251399,0.01867940,0.10789928,0.00000000
-4.75737869,8.69245351,0.72059270,8.15639722,0.88280667,0.01868996,0.10896548,0.00000000
-4.75137569,8.73414079,0.71912854,8.20078768,0.87144785,0.01865654,0.11002511,0.00000000
-4.74537269,8.76495092,0.71758607,8.23476336,0.85851642,0.01858141,0.11109351,0.00000000
-4.73936968,8.78581822,0.71609515,8.25916239,0.84411622,0.01846768,0.11218752,0.00000000
-4.73336668,8.79786590,0.71479000,8.27500276,0.82837041,0.01831922,0.11332441,0.00000000
-4.72736368,8.80236650,0.71380120,8.28344765,0.81141612,0.01814054,0.11452065,0.00000000
-4.72136068,8.80070198,0.71324798,8.28577027,0.79339944,0.01793666,0.11579081,0.00000000
-4.71535768,8.79432419,0.71323119,8.28331890,0.77447103,0.01771298,0.11714647,0.00000000
-4.70935468,8.78471658,0.71382714,8.27748251,0.75478230,0.01747512,0.11859531,0.00000000
-4.70335168,8.77335738,0.71508267,8.26965765,0.73448248,0.01722877,0.12014023,0.00000000
-4.69734867,8.76168529,0.71701148,8.26121696,0.71371625,0.01697958,0.12177878,0.00000000
-4.69134567,8.75106793,0.71959198,8.25347985,0.69262214,0.01673293,0.12350270,0.00000000
-4.68534267,8.74277380,0.72276665,8.24768598,0.67133155,0.01649387,0.12529770,0.00000000
-4.67933967,8.73794837,0.72644302,8.24497196,0.64996822,0.01626692,0.12714354,0.00000000
-4.67333667,8.73759489,0.73049612,8.24635208,0.62864814,0.01605602,0.12901429,0.00000000
-4.66733367,8.74256040,0.73477243,8.25270338,0.60747968,0.01586439,0.13087887,0.00000000
-4.66133067,8.75352733,0.73909508,8.26475564,0.58656395,0.01569449,0.13270182,0.00000000
-4.65532766,8.77101102,0.74327011,8.28308660,0.56599514,0.01554797,0.13444425,0.00000000
-4.64932466,8.79536307,0.74709359,8.30812233,0.54586082,0.01542568,0.13606506,0.00000000
-4.64332166,8.82678013,0.75035923,8.34014276,0.52624221,0.01532766,0.13752220,0.00000000
-4.63731866,8.86531776,0.75286617,8.37929182,0.50721416,0.01525323,0.13877405,0.00000000
-4.63131566,8.91090825,0.75442663,8.42559141,0.48884507,0.01520105,0.13978089,0.00000000
-4.62531266,8.96338129,0.75487308,8.47895829,0.47119659,0.01516920,0.14050627,0.00000000
-4.61930965,9.02248604,0.75406459,8.53922256,0.45432316,0.01515536,0.14091833,0.00000000
-4.61330665,9.08791317,0.75189201,8.60614633,0.43827141,0.01515685,0.14099093,0.00000000
-4.60730365,9.15931499,0.74828193,8.67944121,0.42307958,0.01517084,0.14070467,0.00000000
-4.60130065,9.23632247,0.74319896,8.75878312,0.40877682,0.01519444,0.14004756,0.00000000
-4.59529765,9.31855753,0.73664655,8.84382328,0.39538260,0.01522481,0.13901547,0.00000000
-4.58929465,9.40563967,0.72866598,8.93419423,0.38290617,0.01525928,0.13761226,0.00000000
-4.58329165,9.49718640,0.71933395,9.02951050,0.37134626,0.01529542,0.13584964,0.00000000
-4.57728864,9.59280719,0.70875861,9.12936356,0.36069088,0.01533108,0.13374667,0.00000000
-4.57128564,9.69209144,0.69707443,9.23331152,0.35091736,0.01536444,0.13132906,0.00000000
-4.56528264,9.79459136,0.68443610,9.34086435,0.34199267,0.01539398,0.12862824,0.00000000
-4.55927964,9.89980132,0.67101187,9.45146592,0.33387394,0.01541850,0.12568017,0.00000000
-4.55327664,10.00713544,0.65697655,9.56447470,0.32650920,0.01543702,0.12252413,0.00000000
-4.54727364,10.11590579,0.64250466,9.67914494,0.31983841,0.01544878,0.11920141,0.00000000
-4.54127064,10.22530347,0.62776406,9.79461087,0.31379456,0.01545311,0.11575401,0.00000000
-4.53526763,10.33438511,0.61291024,9.90987584,0.30830504,0.01544943,0.11222344,0.00000000
-4.52926463,10.44206710,0.59808172,10.02380876,0.30329310,0.01543713,0.10864960,0.00000000
-4.52326163,10.54712942,0.58339666,10.13514963,0.29867935,0.01541553,0.10506989,0.00000000
-4.51725863,10.64823052,0.56895079,10.24252540,0.29438337,0.01538389,0.10151853,0.00000000
-4.51125563,10.74393433,0.55481684,10.34447711,0.29032536,0.01534130,0.09802610,0.00000000
-4.50525263,10.83274918,0.54104529,10.43949831,0.28642769,0.01528677,0.09461938,0.00000000
-4.49924962,10.91317826,0.52766645,10.52608427,0.28261654,0.01521925,0.09132137,0.00000000
-4.49324662,10.98378007,0.51469373,10.60279039,0.27882338,0.01513761,0.08815170,0.00000000
-4.48724362,11.04323660,0.50212781,10.66829799,0.27498640,0.01504082,0.08512705,0.00000000
-4.48124062,11.09042659,0.48996149,10.72148459,0.27105187,0.01492794,0.08226198,0.00000000
-4.47523762,11.12450026,0.47818494,10.76149555,0.26697534,0.01479828,0.07956967,0.00000000
-4.46923462,11.14495195,0.46679115,10.78781343,0.26272264,0.01465145,0.07706297,0.00000000
-4.46323162,11.15168676,0.45578107,10.80032160,0.25827084,0.01448752,0.07475526,0.00000000
-4.45722861,11.14507722,0.44516840,10.79935802,0.25360886,0.01430702,0.07266147,0.00000000
-4.45122561,11.12600657,0.43498368,10.78575623,0.24873796,0.01411108,0.07079888,0.00000000
-4.44522261,11.09589528,0.42527741,10.76087013,0.24367193,0.01390143,0.06918785,0.00000000
-4.43921961,11.05670854,0.41612223,10.72658040,0.23843702,0.01368045,0.06785233,0.00000000
-4.43321661,11.01094262,0.40761375,10.68528079,0.23307160,0.01345111,0.06682016,0.00000000
-4.42721361,10.96158956,0.39987028,10.63984341,0.22762547,0.01321698,0.06612309,0.00000000
-4.42121061,10.91207996,0.39303122,10.59356320,0.22215891,0.01298210,0.06579648,0.00000000
-4.41520760,10.86620492,0.38725420,10.55008241,0.21674139,0.01275094,0.06587878,0.00000000
-4.40920460,10.82801921,0.38271111,10.51329709,0.21145001,0.01252822,0.06641059,0.00000000
-4.40320160,10.80172819,0.37958307,10.48724829,0.20636762,0.01231876,0.06743355,0.00000000
-4.39719860,10.79156234,0.37805451,10.47600127,0.20158073,0.01212736,0.06898889,0.00000000
-4.39119560,10.80164324,0.37830660,10.48351700,0.19717718,0.01195860,0.07111577,0.00000000
-4.38519260,10.83584598,0.38051019,10.51352012,0.19324371,0.01181668,0.07384945,0.00000000
-4.37918959,10.89766263,0.38481855,10.56936842,0.18986340,0.01170525,0.07721941,0.00000000
-4.37318659,10.99007198,0.39136013,10.65392839,0.18711305,0.01162728,0.08124737,0.00000000
-4.36718359,11.11542041,0.40023163,10.76946167,0.18506066,0.01158491,0.08594542,0.00000000
-4.36118059,11.27531854,0.41149164,10.91752684,0.18376303,0.01157935,0.09131424,0.00000000
-4.35517759,11.47055772,0.42515514,11.09890038,0.18326353,0.01161086,0.09734163,0.00000000
-4.34917459,11.70105011,0.44118905,11.31352028,0.18359014,0.01167862,0.10400128,0.00000000
-4.34317159,11.96579475,0.45950907,11.56045464,0.18475391,0.01178083,0.11125203,0.00000000
-4.33716858,12.26287181,0.47997804,11.83789714,0.18674777,0.01191465,0.11903747,0.00000000
-4.33116558,12.58946556,0.50240590,12.14318996,0.18954585,0.01207631,0.12728622,0.00000000
-4.32516258,12.94191598,0.52655141,12.47287385,0.19310335,0.01226123,0.13591260,0.00000000
-4.31915958,13.31579778,0.55212554,12.82276422,0.19735690,0.01246407,0.14481798,0.00000000
-4.31315658,13.70602441,0.57879663,13.18805075,0.20222557,0.01267895,0.15389260,0.00000000
-4.30715358,14.10697385,0.60619717,13.56341749,0.20761241,0.01289955,0.16301793,0.00000000
