energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Te_p_up,Te_d_up
-5.59179590,2.42418406,0.27462544,2.01367270,0.01722604,0.02365097,0.15933107,0.12063118,0.32375520,0.00000000
-5.58579290,2.52751620,0.28378382,2.09997034,0.01772708,0.02456526,0.16549560,0.12652449,0.33668810,0.00000000
-5.57978989,2.63379024,0.29388060,2.18674528,0.01825145,0.02555934,0.17267724,0.13342056,0.35123796,0.00000000
-5.57378689,2.74223977,0.30481281,2.27328561,0.01879474,0.02662659,0.18079284,0.14132845,0.36736033,0.00000000
-5.56778389,2.85202388,0.31645983,2.35884054,0.01935163,0.02775893,0.18974606,0.15024485,0.38498630,0.00000000
-5.56178089,2.96224229,0.32868422,2.44263931,0.01991595,0.02894698,0.19942784,0.16015145,0.40402034,0.00000000
-5.55577789,3.07195406,0.34133325,2.52391286,0.02048077,0.03018020,0.20971735,0.17101269,0.42433862,0.00000000
-5.54977489,3.18019922,0.35424099,2.60191724,0.02103847,0.03144713,0.22048330,0.18277371,0.44578826,0.00000000
-5.54377189,3.28602263,0.36723116,2.67595792,0.02158099,0.03273570,0.23158561,0.19535890,0.46818738,0.00000000
-5.53776888,3.38849923,0.38012052,2.74541380,0.02209991,0.03403352,0.24287765,0.20867113,0.49132623,0.00000000
-5.53176588,3.48675955,0.39272285,2.80975964,0.02258671,0.03532820,0.25420869,0.22259176,0.51496951,0.00000000
-5.52576288,3.58001462,0.40485333,2.86858609,0.02303296,0.03660773,0.26542696,0.23698156,0.53885981,0.00000000
-5.51975988,3.66757925,0.41633317,2.92161602,0.02343060,0.03786081,0.27638279,0.25168270,0.56272228,0.00000000
-5.51375688,3.74889271,0.42699444,2.96871652,0.02377210,0.03907715,0.28693214,0.26652166,0.58627039,0.00000000
-5.50775388,3.82353620,0.43668470,3.00990591,0.02405078,0.04024780,0.29694016,0.28131317,0.60921270,0.00000000
-5.50175088,3.89124636,0.44527148,3.04535549,0.02426097,0.04136539,0.30628470,0.29586501,0.63126045,0.00000000
-5.49574787,3.95192456,0.45264624,3.07538595,0.02439828,0.04242431,0.31485978,0.30998367,0.65213580,0.00000000
-5.48974487,4.00564177,0.45872783,3.10045884,0.02445976,0.04342090,0.32257866,0.32348049,0.67158028,0.00000000
-5.48374187,4.05263903,0.46346511,3.12116348,0.02444406,0.04435351,0.32937664,0.33617819,0.68936336,0.00000000
-5.47773887,4.09332376,0.46683878,3.13820027,0.02435157,0.04522255,0.33521321,0.34791748,0.70529066,0.00000000
-5.47173587,4.12826235,0.46886231,3.15236125,0.02418449,0.04603051,0.34007368,0.35856347,0.71921153,0.00000000
-5.46573287,4.15816949,0.46958189,3.16450894,0.02394686,0.04678181,0.34397006,0.36801155,0.73102557,0.00000000
-5.45972986,4.18389473,0.46907545,3.17555466,0.02364454,0.04748281,0.34694127,0.37619246,0.74068790,0.00000000
-5.45372686,4.20640690,0.46745082,3.18643714,0.02328518,0.04814157,0.34905253,0.38307633,0.74821285,0.00000000
-5.44772386,4.22677692,0.46484301,3.19810244,0.02287804,0.04876776,0.35039397,0.38867537,0.75367581,0.00000000
-5.44172086,4.24615936,0.46141085,3.21148586,0.02243386,0.04937242,0.35107862,0.39304508,0.75721311,0.00000000
-5.43571786,4.26577309,0.45733299,3.22749612,0.02196465,0.04996779,0.35123967,0.39628397,0.75901995,0.00000000
-5.42971486,4.28688130,0.45280342,3.24700222,0.02148339,0.05056703,0.35102715,0.39853147,0.75934615,0.00000000
-5.42371186,4.31077091,0.44802678,3.27082281,0.02100381,0.05118408,0.35060418,0.39996443,0.75849010,0.00000000
-5.41770885,4.33873152,0.44321341,3.29971777,0.02054004,0.05183329,0.35014282,0.40079200,0.75679080,0.00000000
-5.41170585,4.37203372,0.43857441,3.33438169,0.02010630,0.05252926,0.34981976,0.40124926,0.75461844,0.00000000
-5.40570285,4.41190695,0.43431682,3.37543860,0.01971658,0.05328651,0.34981184,0.40158982,0.75236374,0.00000000
-5.39969985,4.45951671,0.43063905,3.42343737,0.01938430,0.05411922,0.35029168,0.40207753,0.75042646,0.00000000
-5.39369685,4.51594145,0.42772657,3.47884735,0.01912207,0.05504090,0.35142345,0.40297790,0.74920340,0.00000000
-5.38769385,4.58214921,0.42574809,3.54205363,0.01894133,0.05606418,0.35335892,0.40454925,0.74907645,0.00000000
-5.38169085,4.65897449,0.42485224,3.61335174,0.01885220,0.05720045,0.35623398,0.40703424,0.75040100,0.00000000
-5.37568784,4.74709587,0.42516474,3.69294170,0.01886321,0.05845963,0.36016552,0.41065183,0.75349514,0.00000000
-5.36968484,4.84701501,0.42678625,3.78092142,0.01898116,0.05984994,0.36524902,0.41559016,0.75863013,0.00000000
-5.36368184,4.95903788,0.42979080,3.87727994,0.01921099,0.06137765,0.37155662,0.42200055,0.76602230,0.00000000
-5.35767884,5.08325903,0.43422481,3.98189072,0.01955574,0.06304699,0.37913594,0.42999273,0.77582673,0.00000000
-5.35167584,5.21954973,0.44010684,4.09450589,0.02001643,0.06486003,0.38800945,0.43963160,0.78813289,0.00000000
-5.34567284,5.36755086,0.44742779,4.21475187,0.02059215,0.06681666,0.39817450,0.45093539,0.80296239,0.00000000
-5.33966983,5.52667109,0.45615180,4.34212724,0.02128002,0.06891464,0.40960396,0.46387542,0.82026871,0.00000000
-5.33366683,5.69609091,0.46621761,4.47600326,0.02207525,0.07114970,0.42224732,0.47837732,0.83993910,0.00000000
-5.32766383,5.87477271,0.47754036,4.61562769,0.02297125,0.07351578,0.43603233,0.49432359,0.86179825,0.00000000
-5.32166083,6.06147678,0.49001376,4.76013205,0.02395970,0.07600520,0.45086694,0.51155740,0.88561382,0.00000000
-5.31565783,6.25478302,0.50351263,4.90854243,0.02503065,0.07860900,0.46664155,0.52988740,0.91110332,0.00000000
-5.30965483,6.45311752,0.51789564,5.05979365,0.02617269,0.08131716,0.48323142,0.54909341,0.93794227,0.00000000
-5.30365183,6.65478333,0.53300814,5.21274643,0.02737304,0.08411899,0.50049926,0.56893262,0.96577317,0.00000000
-5.29764882,6.85799407,0.54868519,5.36620677,0.02861777,0.08700332,0.51829777,0.58914619,0.99421502,0.00000000
-5.29164582,7.06090931,0.56475446,5.51894700,0.02989193,0.08995878,0.53647211,0.60946597,1.02287304,0.00000000
-5.28564282,7.26167030,0.58103922,5.66972745,0.03117977,0.09297396,0.55486237,0.62962110,1.05134832,0.00000000
-5.27963982,7.45843472,0.59736116,5.81731791,0.03246499,0.09603753,0.57330582,0.64934432,1.07924696,0.00000000
-5.27363682,7.64940937,0.61354312,5.96051803,0.03373096,0.09913823,0.59163899,0.66837775,1.10618865,0.00000000
-5.26763382,7.83287959,0.62941167,6.09817584,0.03496100,0.10226491,0.60969967,0.68647809,1.13181431,0.00000000
-5.26163082,8.00723480,0.64479964,6.22920389,0.03613874,0.10540634,0.62732868,0.70342104,1.15579266,0.00000000
-5.25562781,8.17098958,0.65954839,6.35259255,0.03724835,0.10855113,0.64437157,0.71900484,1.17782564,0.00000000
-5.24962481,8.32280003,0.67351008,6.46742033,0.03827499,0.11168755,0.66068015,0.73305300,1.19765263,0.00000000
-5.24362181,8.46147566,0.68654973,6.57286126,0.03920507,0.11480335,0.67611411,0.74541613,1.21505340,0.00000000
-5.23761881,8.58598697,0.69854727,6.66818973,0.04002665,0.11788562,0.69054241,0.75597286,1.22984984,0.00000000
-5.23161581,8.69546954,0.70939942,6.75278302,0.04072974,0.12092072,0.70384489,0.76463004,1.24190664,0.00000000
-5.22561281,8.78922519,0.71902142,6.82612233,0.04130660,0.12389430,0.71591376,0.77132220,1.25113091,0.00000000
-5.21960980,8.86672110,0.72734869,6.88779272,0.04175205,0.12679132,0.72665514,0.77601044,1.25747097,0.00000000
-5.21360680,8.92758777,0.73433820,6.93748277,0.04206359,0.12959633,0.73599066,0.77868084,1.26091449,0.00000000
-5.20760380,8.97161648,0.73996962,6.97498439,0.04224162,0.13229370,0.74385898,0.77934253,1.26148603,0.00000000
-5.20160080,8.99875685,0.74424611,7.00019320,0.04228943,0.13486807,0.75021720,0.77802568,1.25924420,0.00000000
-5.19559780,9.00911495,0.74719469,7.01310982,0.04221324,0.13730475,0.75504215,0.77477922,1.25427872,0.00000000
-5.18959480,9.00295200,0.74886613,7.01384200,0.04202204,0.13959031,0.75833144,0.76966884,1.24670718,0.00000000
-5.18359180,8.98068365,0.74933420,7.00260747,0.04172743,0.14171303,0.76010408,0.76277494,1.23667196,0.00000000
-5.17758879,8.94287948,0.74869433,6.97973720,0.04134331,0.14366350,0.76040073,0.75419085,1.22433704,0.00000000
-5.17158579,8.89026207,0.74706156,6.94567846,0.04088555,0.14543496,0.75928340,0.74402127,1.20988505,0.00000000
-5.16558279,8.82370514,0.74456780,6.90099713,0.04037157,0.14702374,0.75683450,0.73238089,1.19351422,0.00000000
-5.15957979,8.74422983,0.74135842,6.84637850,0.03981983,0.14842940,0.75315530,0.71939326,1.17543555,0.00000000
-5.15357679,8.65299854,0.73758824,6.78262592,0.03924935,0.14965483,0.74836363,0.70518973,1.15586989,0.00000000
-5.14757379,8.55130555,0.73341702,6.71065673,0.03867921,0.15070613,0.74259102,0.68990855,1.13504504,0.00000000
-5.14157079,8.44056400,0.72900465,6.63149493,0.03812797,0.15159231,0.73597919,0.67369389,1.11319284,0.00000000
-5.13556778,8.32228908,0.72450608,6.54626041,0.03761320,0.15232489,0.72867606,0.65669484,1.09054614,0.00000000
-5.12956478,8.19807730,0.72006644,6.45615464,0.03715101,0.15291730,0.72083147,0.63906428,1.06733570,0.00000000
-5.12356178,8.06958223,0.71581635,6.36244299,0.03675562,0.15338420,0.71259272,0.62095757,1.04378711,0.00000000
-5.11755878,7.93848745,0.71186778,6.26643422,0.03643906,0.15374078,0.70410012,0.60253100,1.02011763,0.00000000
-5.11155578,7.80647729,0.70831065,6.16945759,0.03621085,0.15400197,0.69548291,0.58394013,0.99653319,0.00000000
-5.10555278,7.67520665,0.70521036,6.07283850,0.03607788,0.15418180,0.68685554,0.56533786,0.97322559,0.00000000
-5.09954977,7.54627096,0.70260644,5.97787355,0.03604431,0.15429273,0.67831478,0.54687244,0.95036994,0.00000000
-5.09354677,7.42117745,0.70051233,5.88580592,0.03611159,0.15434520,0.66993758,0.52868544,0.92812262,0.00000000
-5.08754377,7.30131892,0.69891643,5.79780198,0.03627859,0.15434731,0.66177995,0.51090973,0.90661969,0.00000000
-5.08154077,7.18795092,0.69778438,5.71493000,0.03654179,0.15430473,0.65387697,0.49366757,0.88597601,0.00000000
-5.07553777,7.08217322,0.69706231,5.63814171,0.03689552,0.15422076,0.64624373,0.47706900,0.86628494,0.00000000
-5.06953477,6.98491605,0.69668113,5.56825702,0.03733239,0.15409659,0.63887742,0.46121044,0.84761884,0.00000000
-5.06353177,6.89693123,0.69656146,5.50595252,0.03784358,0.15393179,0.63176021,0.44617370,0.83003015,0.00000000
-5.05752876,6.81878835,0.69661896,5.45175369,0.03841932,0.15372487,0.62486282,0.43202535,0.81355313,0.00000000
-5.05152576,6.75087550,0.69676978,5.40603073,0.03904930,0.15347402,0.61814871,0.41881656,0.79820608,0.00000000
-5.04552276,6.69340414,0.69693585,5.36899802,0.03972312,0.15317778,0.61157830,0.40658330,0.78399391,0.00000000
-5.03951976,6.64641734,0.69704967,5.34071668,0.04043065,0.15283583,0.60511328,0.39534696,0.77091091,0.00000000
-5.03351676,6.60980086,0.69705831,5.32109984,0.04116247,0.15244966,0.59872059,0.38511529,0.75894358,0.00000000
-5.02751376,6.58329608,0.69692659,5.30992044,0.04191014,0.15202308,0.59237584,0.37588366,0.74807330,0.00000000
-5.02151076,6.56651440,0.69663899,5.30682098,0.04266648,0.15156272,0.58606602,0.36763649,0.73827881,0.00000000
-5.01550775,6.55895248,0.69620060,5.31132493,0.04342579,0.15107819,0.57979137,0.36034886,0.72953832,0.00000000
-5.00950475,6.56000805,0.69563677,5.32284979,0.04418396,0.15058213,0.57356631,0.35398827,0.72183115,0.00000000
-5.00350175,6.56899617,0.69499184,5.34072141,0.04493856,0.15009012,0.56741944,0.34851641,0.71513911,0.00000000
-4.99749875,6.58516589,0.69432684,5.36418978,0.04568885,0.14962027,0.56139271,0.34389097,0.70944732,0.00000000
-4.99149575,6.60771761,0.69371663,5.39244605,0.04643570,0.14919276,0.55553987,0.34006742,0.70474479,0.00000000
-4.98549275,6.63582120,0.69324647,5.42464106,0.04718154,0.14882925,0.54992429,0.33700084,0.70102476,0.00000000
-4.97948974,6.66863520,0.69300846,5.45990509,0.04793019,0.14855214,0.54461648,0.33464763,0.69828489,0.00000000
-4.97348674,6.70532708,0.69309793,5.49736894,0.04868668,0.14838390,0.53969143,0.33296724,0.69652738,0.00000000
-4.96748374,6.74509466,0.69361016,5.53618589,0.04945709,0.14834637,0.53522597,0.33192378,0.69575912,0.00000000
-4.96148074,6.78718826,0.69463745,5.57555432,0.05024829,0.14846004,0.53129639,0.33148760,0.69599204,0.00000000
-4.95547774,6.83093307,0.69626671,5.61474015,0.05106776,0.14874357,0.52797630,0.33163671,0.69724339,0.00000000
-4.94947474,6.87575105,0.69857765,5.65309857,0.05192332,0.14921331,0.52533507,0.33235800,0.69953619,0.00000000
-4.94347174,6.92118108,0.70164155,5.69009393,0.05282287,0.14988296,0.52343665,0.33364825,0.70289971,0.00000000
-4.93746873,6.96689637,0.70552039,5.72531684,0.05377420,0.15076340,0.52233881,0.33551478,0.70736968,0.00000000
-4.93146573,7.01271775,0.71026656,5.75849743,0.05478467,0.15186259,0.52209287,0.33797571,0.71298844,0.00000000
-4.92546273,7.05862145,0.71592266,5.78951378,0.05586099,0.15318557,0.52274366,0.34105978,0.71980451,0.00000000
-4.91945973,7.10474035,0.72252143,5.81839448,0.05700891,0.15473458,0.52432961,0.34480550,0.72787177,0.00000000
-4.91345673,7.15135786,0.73008562,5.84531502,0.05823299,0.15650916,0.52688298,0.34925981,0.73724785,0.00000000
-4.90745373,7.19889373,0.73862775,5.87058729,0.05953631,0.15850631,0.53042989,0.35447603,0.74799186,0.00000000
-4.90145073,7.24788201,0.74814949,5.89464257,0.06092021,0.16072061,0.53499030,0.36051128,0.76016136,0.00000000
-4.89544772,7.29894146,0.75864086,5.91800822,0.06238404,0.16314437,0.54057758,0.36742318,0.77380858,0.00000000
-4.88944472,7.35273953,0.77007911,5.94127909,0.06392492,0.16576764,0.54719797,0.37526630,0.78897607,0.00000000
-4.88344172,7.40995142,0.78242747,5.96508475,0.06553760,0.16857827,0.55484965,0.38408803,0.80569193,0.00000000
-4.87743872,7.47121618,0.79563374,5.99005425,0.06721427,0.17156191,0.56352172,0.39392449,0.82396490,0.00000000
-4.87143572,7.53709220,0.80962909,6.01678004,0.06894453,0.17470195,0.57319295,0.40479634,0.84377953,0.00000000
-4.86543272,7.60801454,0.82432709,6.04578313,0.07071538,0.17797947,0.58383070,0.41670491,0.86509179,0.00000000
-4.85942971,7.68425660,0.83962320,6.07748137,0.07251129,0.18137332,0.59538990,0.42962883,0.88782550,0.00000000
-4.85342671,7.76589850,0.85539492,6.11216252,0.07431445,0.18486004,0.60781237,0.44352127,0.91186974,0.00000000
-4.84742371,7.85280425,0.87150272,6.14996394,0.07610500,0.18841409,0.62102651,0.45830824,0.93707761,0.00000000
-4.84142071,7.94460922,0.88779188,6.19085979,0.07786141,0.19200802,0.63494765,0.47388779,0.96326658,0.00000000
-4.83541771,8.04071893,0.90409516,6.23465668,0.07956101,0.19561282,0.64947886,0.49013047,0.99022033,0.00000000
-4.82941471,8.14031947,0.92023641,6.28099796,0.08118045,0.19919835,0.66451240,0.50688102,1.01769235,0.00000000
-4.82341171,8.24239918,0.93603496,6.32937640,0.08269638,0.20273397,0.67993187,0.52396122,1.04541107,0.00000000
-4.81740870,8.34578052,0.95131056,6.37915439,0.08408608,0.20618913,0.69561472,0.54117391,1.07308641,0.00000000
-4.81140570,8.44916040,0.96588882,6.42959057,0.08532808,0.20953419,0.71143533,0.55830802,1.10041742,0.00000000
-4.80540270,8.55115698,0.97960666,6.47987123,0.08640286,0.21274111,0.72726820,0.57514430,1.12710071,0.00000000
-4.79939970,8.65036005,0.99231772,6.52914461,0.08729341,0.21578430,0.74299138,0.59146169,1.15283936,0.00000000
-4.79339670,8.74538254,1.00389723,6.57655615,0.08798581,0.21864129,0.75848973,0.60704387,1.17735168,0.00000000
-4.78739370,8.83491027,1.01424624,6.62128266,0.08846960,0.22129341,0.77365793,0.62168575,1.20037962,0.00000000
-4.78139070,8.91774719,1.02329482,6.66256361,0.08873819,0.22372622,0.78840314,0.63519967,1.22169621,0.00000000
-4.77538769,8.99285408,1.03100409,6.69972783,0.08878901,0.22592991,0.80264698,0.64742086,1.24111191,0.00000000
-4.76938469,9.05937857,1.03736704,6.73221446,0.08862358,0.22789937,0.81632702,0.65821206,1.25847927,0.00000000
-4.76338169,9.11667546,1.04240782,6.75958711,0.08824743,0.22963413,0.82939738,0.66746700,1.27369599,0.00000000
-4.75737869,9.16431649,1.04617983,6.78154103,0.08766989,0.23113806,0.84182871,0.67511266,1.28670613,0.00000000
-4.75137569,9.20208968,1.04876248,6.79790311,0.08690374,0.23241889,0.85360748,0.68111020,1.29749935,0.00000000
-4.74537269,9.22998891,1.05025687,6.80862545,0.08596477,0.23348750,0.86473456,0.68545450,1.30610856,0.00000000
-4.73936968,9.24819473,1.05078058,6.81377310,0.08487123,0.23435713,0.87522334,0.68817255,1.31260583,0.00000000
-4.73336668,9.25704829,1.05046190,6.81350737,0.08364324,0.23504247,0.88509742,0.68932062,1.31709713,0.00000000
-4.72736368,9.25702022,1.04943380,6.80806599,0.08230216,0.23555869,0.89438808,0.68898054,1.31971593,0.00000000
-4.72136068,9.24867665,1.04782781,6.79774164,0.08086994,0.23592055,0.90313163,0.68725524,1.32061634,0.00000000
-4.71535768,9.23264461,1.04576843,6.78286031,0.07936850,0.23614149,0.91136684,0.68426391,1.31996586,0.00000000
-4.70935468,9.20957878,1.04336803,6.76376096,0.07781917,0.23623294,0.91913251,0.68013689,1.31793830,0.00000000
-4.70335168,9.18013157,1.04072273,6.74077752,0.07624214,0.23620372,0.92646539,0.67501073,1.31470724,0.00000000
-4.69734867,9.14492776,1.03790929,6.71422430,0.07465608,0.23605971,0.93339842,0.66902350,1.31044013,0.00000000
-4.69134567,9.10454501,1.03498320,6.68438523,0.07307775,0.23580368,0.93995947,0.66231065,1.30529347,0.00000000
-4.68534267,9.05950046,1.03197810,6.65150741,0.07152174,0.23543538,0.94617041,0.65500156,1.29940909,0.00000000
-4.67933967,9.01024377,1.02890631,6.61579863,0.07000039,0.23495188,0.95204671,0.64721680,1.29291168,0.00000000
-4.67333667,8.95715596,1.02576054,6.57742867,0.06852365,0.23434802,0.95759733,0.63906630,1.28590745,0.00000000
-4.66733367,8.90055343,1.02251657,6.53653371,0.06709913,0.23361713,0.96282501,0.63064820,1.27848408,0.00000000
-4.66133067,8.84069602,1.01913670,6.49322296,0.06573220,0.23275177,0.96772674,0.62204852,1.27071146,0.00000000
-4.65532766,8.77779789,1.01557369,6.44758672,0.06442613,0.23174456,0.97229439,0.61334145,1.26264346,0.00000000
-4.64932466,8.71203981,1.01177504,6.39970487,0.06318229,0.23058909,0.97651551,0.60459012,1.25432011,0.00000000
-4.64332166,8.64358175,1.00768723,6.34965502,0.06200038,0.22928062,0.98037409,0.59584776,1.24577030,0.00000000
