energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,3.46005741,0.00675123,0.23465592,0.75763514,1.62484225,0.03144364,0.82114526,0.40236575,0.35364239
-5.99399700,3.52451633,0.00682513,0.23592347,0.76863971,1.66282563,0.03266274,0.84116096,0.41697952,0.35636695
-5.98799400,3.58521278,0.00687751,0.23692116,0.77828020,1.69938980,0.03383444,0.86068980,0.43161842,0.35854812
-5.98199100,3.64231601,0.00690858,0.23767157,0.78659690,1.73452322,0.03494684,0.87977945,0.44624158,0.36025042
-5.97598799,3.69594950,0.00691898,0.23819043,0.79362650,1.76818975,0.03598760,0.89846444,0.46079574,0.36153547
-5.96998499,3.74617945,0.00690985,0.23848532,0.79939890,1.80032517,0.03694430,0.91676374,0.47521579,0.36245951
-5.96398199,3.79300975,0.00688283,0.23855519,0.80393537,1.83083672,0.03780474,0.93467977,0.48942647,0.36307165
-5.95797899,3.83638386,0.00684012,0.23839055,0.80724810,1.85960558,0.03855737,0.95219895,0.50334494,0.36341290
-5.95197599,3.87619269,0.00678448,0.23797443,0.80934104,1.88649210,0.03919170,0.96929360,0.51688416,0.36351584
-5.94597299,3.91228784,0.00671932,0.23728393,0.81021192,1.91134317,0.03969869,0.98592494,0.52995692,0.36340500
-5.93996998,3.94449887,0.00664861,0.23629222,0.80985524,1.93400141,0.04007112,1.00204704,0.54248009,0.36309772
-5.93396698,3.97265297,0.00657695,0.23497091,0.80826597,1.95431519,0.04030395,1.01761112,0.55437905,0.36260551
-5.92796398,3.99659558,0.00650953,0.23329253,0.80544354,1.97214902,0.04039454,1.03257019,0.56559173,0.36193555
-5.92196098,4.01621023,0.00645205,0.23123301,0.80139589,1.98739346,0.04034282,1.04688326,0.57607224,0.36109234
-5.91595798,4.03143611,0.00641071,0.22877391,0.79614326,1.99997386,0.04015137,1.06051919,0.58579358,0.36007933
-5.90995498,4.04228215,0.00639205,0.22590432,0.78972130,2.00985750,0.03982536,1.07345952,0.59474940,0.35890023
-5.90395198,4.04883654,0.00640293,0.22262231,0.78218346,2.01705860,0.03937245,1.08570040,0.60295456,0.35756017
-5.89794897,4.05127112,0.00645029,0.21893574,0.77360227,2.02164090,0.03880253,1.09725327,0.61044446,0.35606636
-5.89194597,4.04984045,0.00654111,0.21486253,0.76406960,2.02371780,0.03812740,1.10814428,0.61727314,0.35442846
-5.88594297,4.04487560,0.00668215,0.21043029,0.75369568,2.02344997,0.03736041,1.11841262,0.62351023,0.35265846
-5.87993997,4.03677322,0.00687983,0.20567546,0.74260714,2.02104075,0.03651602,1.12810769,0.62923700,0.35077025
-5.87393697,4.02598069,0.00714003,0.20064186,0.73094395,2.01672951,0.03560935,1.13728550,0.63454158,0.34877890
-5.86793397,4.01297838,0.00746786,0.19537899,0.71885559,2.01078349,0.03465577,1.14600440,0.63951383,0.34669975
-5.86193097,3.99826020,0.00786754,0.18994007,0.70649663,2.00348852,0.03367048,1.15432048,0.64424003,0.34454734
-5.85592796,3.98231367,0.00834219,0.18437994,0.69402187,1.99513920,0.03266814,1.16228300,0.64879784,0.34233444
-5.84992496,3.96560072,0.00889365,0.17875306,0.68158147,1.98602896,0.03166263,1.16992997,0.65325175,0.34007118
-5.84392196,3.94854046,0.00952235,0.17311172,0.66931610,1.97644054,0.03066682,1.17728442,0.65764935,0.33776431
-5.83791896,3.93149468,0.01022724,0.16750450,0.65735254,1.96663732,0.02969245,1.18435138,0.66201862,0.33541684
-5.83191596,3.91475698,0.01100563,0.16197511,0.64579989,1.95685582,0.02875015,1.19111583,0.66636651,0.33302796
-5.82591296,3.89854588,0.01185321,0.15656170,0.63474648,1.94729961,0.02784947,1.19754180,0.67067871,0.33059328
-5.81990995,3.88300219,0.01276404,0.15129656,0.62425775,1.93813490,0.02699904,1.20357261,0.67492077,0.32810541
-5.81390695,3.86819040,0.01373056,0.14620631,0.61437509,1.92948777,0.02620676,1.20913230,0.67904041,0.32555482
-5.80790395,3.85410400,0.01474376,0.14131243,0.60511567,1.92144311,0.02547998,1.21412812,0.68297085,0.32293098
-5.80190095,3.84067386,0.01579326,0.13663206,0.59647335,1.91404503,0.02482580,1.21845401,0.68663499,0.32022352
-5.79589795,3.82777913,0.01686752,0.13217907,0.58842049,1.90729878,0.02425123,1.22199486,0.68995011,0.31742353
-5.78989495,3.81525970,0.01795409,0.12796520,0.58091054,1.90117369,0.02376339,1.22463126,0.69283277,0.31452478
-5.78389195,3.80292933,0.01903987,0.12400114,0.57388144,1.89560701,0.02336958,1.22624458,0.69520367,0.31152477
-5.77788894,3.79058846,0.02011141,0.12029757,0.56725940,1.89050837,0.02307736,1.22672208,0.69699208,0.30842551
-5.77188594,3.77803589,0.02115521,0.11686590,0.56096306,1.88576441,0.02289439,1.22596174,0.69813957,0.30523406
-5.76588294,3.76507854,0.02215807,0.11371879,0.55490781,1.88124344,0.02282834,1.22387656,0.69860292,0.30196260
-5.75987994,3.75153873,0.02310739,0.11087031,0.54900990,1.87679982,0.02288653,1.22039814,0.69835590,0.29862814
-5.75387694,3.73725851,0.02399146,0.10833569,0.54319036,1.87227783,0.02307564,1.21547935,0.69738991,0.29525190
-5.74787394,3.72210100,0.02479973,0.10613083,0.53737847,1.86751496,0.02340117,1.20909587,0.69571351,0.29185815
-5.74187094,3.70594871,0.02552303,0.10427140,0.53151452,1.86234445,0.02386705,1.20124670,0.69335082,0.28847292
-5.73586793,3.68869907,0.02615373,0.10277171,0.52555200,1.85659711,0.02447500,1.19195337,0.69033897,0.28512229
-5.72986493,3.67025778,0.02668587,0.10164346,0.51945890,1.85010255,0.02522410,1.18125818,0.68672486,0.28183069
-5.72386193,3.65053064,0.02711519,0.10089431,0.51321823,1.84268977,0.02611028,1.16922136,0.68256131,0.27861898
-5.71785893,3.62941448,0.02743913,0.10052655,0.50682779,1.83418750,0.02712594,1.15591753,0.67790314,0.27550279
-5.71185593,3.60678827,0.02765672,0.10053588,0.50029913,1.82442431,0.02825964,1.14143141,0.67280319,0.27249088
-5.70585293,3.58250518,0.02776851,0.10091034,0.49365590,1.81322892,0.02949599,1.12585337,0.66730881,0.26958388
-5.69984992,3.55638640,0.02777640,0.10162966,0.48693166,1.80043077,0.03081565,1.10927479,0.66145880,0.26677338
-5.69384692,3.52821757,0.02768340,0.10266485,0.48016729,1.78586120,0.03219550,1.09178374,0.65528136,0.26404146
-5.68784392,3.49774833,0.02749348,0.10397824,0.47340815,1.76935537,0.03360906,1.07346107,0.64879284,0.26136078
-5.68184092,3.46469525,0.02721131,0.10552398,0.46670118,1.75075508,0.03502700,1.05437729,0.64199757,0.25869508
-5.67583792,3.42874858,0.02684211,0.10724889,0.46009203,1.72991251,0.03641789,1.03459031,0.63488882,0.25600029
-5.66983492,3.38958231,0.02639144,0.10909372,0.45362240,1.70669486,0.03774903,1.01414425,0.62745063,0.25322604
-5.66383192,3.34686753,0.02586506,0.11099470,0.44732766,1.68098979,0.03898743,0.99306935,0.61966054,0.25031761
-5.65782891,3.30028821,0.02526885,0.11288538,0.44123488,1.65271143,0.04010087,0.97138295,0.61149297,0.24721818
-5.65182591,3.24955872,0.02460872,0.11469855,0.43536130,1.62180666,0.04105888,0.94909153,0.60292301,0.24387125
-5.64582291,3.19444210,0.02389058,0.11636833,0.42971329,1.58826139,0.04183387,0.92619353,0.59393036,0.24022319
-5.63981991,3.13476801,0.02312039,0.11783210,0.42428583,1.55210638,0.04240202,0.90268294,0.58450312,0.23622574
-5.63381691,3.07044926,0.02230414,0.11903235,0.41906246,1.51342219,0.04274420,0.87855329,0.57464123,0.23183826
-5.62781391,3.00149594,0.02144798,0.11991835,0.41401568,1.47234291,0.04284661,0.85380177,0.56435926,0.22702982
-5.62181091,2.92802610,0.02055826,0.12044742,0.40910787,1.42905837,0.04270130,0.82843331,0.55368835,0.22178078
