energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.90995498,3.28104100,0.00097089,0.16050991,0.53400186,1.35410087,0.32344525,0.93080294,0.02595041,1.02482636
-5.90395198,3.22750286,0.00082054,0.15218564,0.51216423,1.34591163,0.31232126,0.92015330,0.02502586,1.00019877
-5.89794897,3.17204754,0.00069005,0.14427016,0.49101096,1.33506904,0.30213826,0.90981664,0.02410944,0.97433599
-5.89194597,3.11439803,0.00057786,0.13675627,0.47051905,1.32147980,0.29278030,0.89960176,0.02320070,0.94727785
-5.88594297,3.05433732,0.00048233,0.12963332,0.45065035,1.30510319,0.28413014,0.88932452,0.02229859,0.91908782
-5.87993997,2.99172878,0.00040179,0.12288972,0.43135737,1.28595409,0.27607518,0.87881855,0.02140185,0.88985465
-5.87393697,2.92653094,0.00033460,0.11651506,0.41258865,1.26410375,0.26851239,0.86794432,0.02050932,0.85969238
-5.86793397,2.85880641,0.00027915,0.11050184,0.39429362,1.23967837,0.26135209,0.85659610,0.01962029,0.82873877
-5.86193097,2.78872476,0.00023396,0.10484676,0.37642671,1.21285558,0.25452056,0.84470676,0.01873475,0.79715233
-5.85592796,2.71655967,0.00019762,0.09955145,0.35895058,1.18385938,0.24796145,0.83225011,0.01785358,0.76510821
-5.84992496,2.64268071,0.00016887,0.09462282,0.34183853,1.15295363,0.24163602,0.81924084,0.01697864,0.73279317
-5.84392196,2.56754061,0.00014656,0.09007286,0.32507600,1.12043460,0.23552241,0.80573221,0.01611286,0.70040013
-5.83791896,2.49165876,0.00012967,0.08591811,0.30866115,1.08662280,0.22961390,0.79181162,0.01526015,0.66812241
-5.83191596,2.41560188,0.00011733,0.08217876,0.29260468,1.05185459,0.22391657,0.77759447,0.01442533,0.63614825
-5.82591296,2.33996306,0.00010875,0.07887743,0.27692901,1.01647369,0.21844636,0.76321659,0.01361392,0.60465563
-5.81990995,2.26533988,0.00010327,0.07603784,0.26166671,0.98082298,0.21322588,0.74882577,0.01283196,0.57380785
-5.81390695,2.19231299,0.00010033,0.07368333,0.24685869,0.94523672,0.20828106,0.73457289,0.01208570,0.54374995
-5.80790395,2.12142563,0.00009944,0.07183532,0.23255185,0.91003341,0.20363795,0.72060299,0.01138138,0.51460607
-5.80190095,2.05316523,0.00010021,0.07051180,0.21879668,0.87550930,0.19931973,0.70704689,0.01072493,0.48647790
-5.79589795,1.98794756,0.00010228,0.06972597,0.20564472,0.84193283,0.19534421,0.69401371,0.01012171,0.45944403
-5.78989495,1.92610396,0.00010537,0.06948498,0.19314607,0.80953985,0.19172180,0.68158472,0.00957627,0.43356038
-5.78389195,1.86787219,0.00010923,0.06978885,0.18134704,0.77852982,0.18845415,0.66980869,0.00909214,0.40886135
-5.77788894,1.81339092,0.00011364,0.07062973,0.17028807,0.74906304,0.18553341,0.65869912,0.00867171,0.38536173
-5.77188594,1.76269812,0.00011842,0.07199131,0.16000185,0.72125876,0.18294222,0.64823328,0.00831604,0.36305913
-5.76588294,1.71573321,0.00012341,0.07384864,0.15051190,0.69519443,0.18065436,0.63835321,0.00802489,0.34193674
-5.75987994,1.67234292,0.00012845,0.07616824,0.14183152,0.67090605,0.17863599,0.62896852,0.00779664,0.32196632
-5.75387694,1.63229049,0.00013342,0.07890853,0.13396313,0.64838957,0.17684750,0.61996082,0.00762834,0.30311128
-5.74787394,1.59526789,0.00013820,0.08202067,0.12689810,0.62760342,0.17524578,0.61118956,0.00751585,0.28532963
-5.74187094,1.56091076,0.00014269,0.08544975,0.12061699,0.60847220,0.17378695,0.60249902,0.00745385,0.26857680
-5.73586793,1.52881538,0.00014677,0.08913633,0.11509026,0.59089145,0.17242925,0.59372601,0.00743611,0.25280824
-5.72986493,1.49855734,0.00015038,0.09301832,0.11027936,0.57473343,0.17113624,0.58470796,0.00745560,0.23798171
-5.72386193,1.46971118,0.00015343,0.09703327,0.10613819,0.55985387,0.16987997,0.57529114,0.00750469,0.22405931
-5.71785893,1.44187055,0.00015586,0.10112084,0.10261493,0.54609940,0.16864417,0.56533849,0.00757542,0.21100914
-5.71185593,1.41466827,0.00015762,0.10522562,0.09965407,0.53331571,0.16742729,0.55473688,0.00765964,0.19880675
-5.70585293,1.38779557,0.00015867,0.10930002,0.09719875,0.52135587,0.16624536,0.54340349,0.00774930,0.18743625
-5.69984992,1.36102008,0.00015899,0.11330738,0.09519307,0.51008880,0.16513449,0.53129114,0.00783663,0.17689123
-5.69384692,1.33420193,0.00015857,0.11722495,0.09358458,0.49940747,0.16415307,0.51839233,0.00791432,0.16717531
-5.68784392,1.30730734,0.00015740,0.12104685,0.09232663,0.48923642,0.16338337,0.50474197,0.00797575,0.15830260
-5.68184092,1.28041931,0.00015552,0.12478671,0.09138061,0.47953838,0.16293273,0.49041871,0.00801513,0.15029776
-5.67583792,1.25374476,0.00015296,0.12847994,0.09071788,0.47031957,0.16293399,0.47554492,0.00802763,0.14319585
-5.66983492,1.22761793,0.00014974,0.13218554,0.09032142,0.46163338,0.16354529,0.46028530,0.00800950,0.13704188
-5.66383192,1.20249943,0.00014595,0.13598718,0.09018700,0.45358217,0.16494902,0.44484421,0.00795812,0.13188995
-5.65782891,1.17897099,0.00014163,0.13999355,0.09032385,0.44631702,0.16734996,0.42946188,0.00787210,0.12780206
-5.65182591,1.15772547,0.00013687,0.14433777,0.09075477,0.44003521,0.17097241,0.41440952,0.00775120,0.12484642
-5.64582291,1.13955238,0.00013174,0.14917588,0.09151560,0.43497550,0.17605645,0.39998346,0.00759637,0.12309539
-5.63981991,1.12531889,0.00012635,0.15468426,0.09265408,0.43141113,0.18285316,0.38649856,0.00740967,0.12262285
-5.63381691,1.11594669,0.00012077,0.16105603,0.09422805,0.42964084,0.19161886,0.37428089,0.00719415,0.12350119
-5.62781391,1.11238511,0.00011511,0.16849640,0.09630307,0.42997804,0.20260853,0.36365988,0.00695376,0.12579786
-5.62181091,1.11558129,0.00010944,0.17721709,0.09894951,0.43273864,0.21606828,0.35496004,0.00669319,0.12957159
-5.61580790,1.12644798,0.00010386,0.18742989,0.10223921,0.43822778,0.23222733,0.34849258,0.00641770,0.13486835
-5.60980490,1.14583017,0.00009846,0.19933953,0.10624176,0.44672618,0.25128938,0.34454677,0.00613297,0.14171726
-5.60380190,1.17447150,0.00009329,0.21313610,0.11102062,0.45847656,0.27342390,0.34338160,0.00584489,0.15012655
-5.59779890,1.21298170,0.00008844,0.22898722,0.11662924,0.47367084,0.29875743,0.34521764,0.00555938,0.16007987
-5.59179590,1.26180639,0.00008394,0.24703022,0.12310725,0.49243856,0.32736542,0.35022949,0.00528223,0.17153294
-5.58579290,1.32120045,0.00007986,0.26736469,0.13047702,0.51483737,0.35926473,0.35853898,0.00501893,0.18441109
-5.57978989,1.39120627,0.00007622,0.29004561,0.13874065,0.54084588,0.39440740,0.37020937,0.00477453,0.19860753
-5.57378689,1.47163794,0.00007304,0.31507740,0.14787765,0.57035950,0.43267589,0.38524077,0.00455349,0.21398284
-5.56778389,1.56207251,0.00007034,0.34240923,0.15784341,0.60318951,0.47388013,0.40356705,0.00435961,0.23036561
-5.56178089,1.66184897,0.00006811,0.37193173,0.16856859,0.63906571,0.51775667,0.42505435,0.00419592,0.24755444
-5.55577789,1.77007546,0.00006635,0.40347535,0.17995946,0.67764260,0.56397020,0.44950146,0.00406467,0.26532127
-5.54977489,1.88564497,0.00006503,0.43681056,0.19189945,0.71850913,0.61211734,0.47664215,0.00396729,0.28341615
-5.54377189,2.00725930,0.00006415,0.47164995,0.20425161,0.76120165,0.66173295,0.50614943,0.00390440,0.30157307
-5.53776888,2.13346077,0.00006368,0.50765219,0.21686227,0.80521978,0.71229869,0.53764188,0.00387580,0.31951700
-5.53176588,2.26267089,0.00006359,0.54442793,0.22956561,0.85004459,0.76325361,0.57069188,0.00388061,0.33697168
-5.52576288,2.39323469,0.00006387,0.58154729,0.24218913,0.89515846,0.81400660,0.60483555,0.00391726,0.35366790
-5.51975988,2.52346931,0.00006450,0.61854898,0.25455985,0.94006583,0.86395008,0.63958420,0.00398359,0.36935202
-5.51375688,2.65171514,0.00006549,0.65495056,0.26651104,0.98431403,0.91247461,0.67443703,0.00407700,0.38379421
-5.50775388,2.77638759,0.00006683,0.69025964,0.27788933,1.02751333,0.95898377,0.70889446,0.00419449,0.39679612
-5.50175088,2.89602767,0.00006856,0.72398562,0.28856190,1.06935548,1.00290879,0.74247200,0.00433283,0.40819769
-5.49574787,3.00934935,0.00007071,0.75565156,0.29842358,1.10962990,1.04372238,0.77471383,0.00448863,0.41788250
-5.48974487,3.11528202,0.00007334,0.78480575,0.30740358,1.14823682,1.08095121,0.80520580,0.00465849,0.42578176
-5.48374187,3.21300637,0.00007652,0.81103270,0.31547165,1.18519703,1.11418662,0.83358735,0.00483911,0.43187636
-5.47773887,3.30198243,0.00008034,0.83396311,0.32264348,1.22065768,1.14309318,0.85956172,0.00502738,0.43619718
-5.47173587,3.38196870,0.00008492,0.85328241,0.32898504,1.25489398,1.16741478,0.88290428,0.00522049,0.43882336
-5.46573287,3.45303176,0.00009039,0.86873785,0.33461583,1.28830693,1.18697819,0.90346838,0.00541603,0.43987888
-5.45972986,3.51554617,0.00009687,0.88014371,0.33971083,1.32141689,1.20169407,0.92118870,0.00561204,0.43952738
-5.45372686,3.57018468,0.00010453,0.88738460,0.34450099,1.35485365,1.21155539,0.93608178,0.00580710,0.43796555
-5.44772386,3.61789942,0.00011352,0.89041686,0.34927226,1.38934310,1.21663360,0.94824374,0.00600037,0.43541548
-5.44172086,3.65989462,0.00012400,0.88926793,0.35436307,1.42569118,1.21707277,0.95784539,0.00619162,0.43211624
-5.43571786,3.69759230,0.00013612,0.88403392,0.36016022,1.46476555,1.21308207,0.96512471,0.00638122,0.42831512
-5.42971486,3.73259174,0.00015004,0.87487552,0.36709319,1.50747563,1.20492692,0.97037715,0.00657018,0.42425890
-5.42371186,3.76662458,0.00016587,0.86201234,0.37562691,1.55475144,1.19291937,0.97394413,0.00676004,0.42018564
-5.41770885,3.80150656,0.00018375,0.84571605,0.38625303,1.60752189,1.17740789,0.97620015,0.00695289,0.41631716
-5.41170585,3.83908754,0.00020376,0.82630249,0.39947977,1.66669272,1.15876722,0.97753904,0.00715127,0.41285266
-5.40570285,3.88120109,0.00022597,0.80412307,0.41582050,1.73312473,1.13738833,0.97835987,0.00735804,0.40996358
-5.39969985,3.92961472,0.00025040,0.77955577,0.43578122,1.80761220,1.11366900,0.97905312,0.00757633,0.40778993
-5.39369685,3.98598198,0.00027706,0.75299591,0.45984704,1.89086207,1.08800515,0.97998754,0.00780933,0.40643803
-5.38769385,4.05179719,0.00030591,0.72484705,0.48846812,1.98347370,1.06078296,0.98149816,0.00806021,0.40597975
-5.38169085,4.12835367,0.00033689,0.69551217,0.52204519,2.08591953,1.03237216,0.98387596,0.00833192,0.40645307
-5.37568784,4.21670611,0.00036989,0.66538538,0.56091505,2.19852672,1.00312017,0.98735931,0.00862705,0.40786383
-5.36968484,4.31763749,0.00040480,0.63484428,0.60533661,2.32145984,0.97334741,0.99212764,0.00894766,0.41018846
-5.36368184,4.43163128,0.00044148,0.60424322,0.65547772,2.45470512,0.94334358,0.99829725,0.00929515,0.41337737
-5.35767884,4.55884924,0.00047977,0.57390739,0.71140348,2.59805624,0.91336494,1.00591945,0.00967007,0.41735894
-5.35167584,4.69911528,0.00051952,0.54412804,0.77306636,2.75110252,0.88363246,1.01498086,0.01007209,0.42204361
-5.34567284,4.85190604,0.00056056,0.51515869,0.84029885,2.91321977,0.85433090,1.02540586,0.01049982,0.42732802
-5.33966983,5.01634844,0.00060275,0.48721255,0.91280898,3.08356462,0.82560867,1.03706084,0.01095084,0.43309897
-5.33366683,5.19122493,0.00064599,0.46046096,0.99017910,3.26107308,0.79757852,1.04976012,0.01142164,0.43923700
-5.32766383,5.37498668,0.00069017,0.43503300,1.07186842,3.44446397,0.77031896,1.06327322,0.01190766,0.44561950
-5.32166083,5.56577519,0.00073526,0.41101621,1.15721940,3.63224801,0.74387635,1.07733306,0.01240339,0.45212333
-5.31565783,5.76145236,0.00078124,0.38845821,1.24546802,3.82274308,0.71826771,1.09164501,0.01290246,0.45862692
-5.30965483,5.95963915,0.00082816,0.36736939,1.33575798,4.01409612,0.69348416,1.10589616,0.01339782,0.46501184
-5.30365183,6.15776225,0.00087610,0.34772630,1.42715840,4.20431176,0.66949480,1.11976478,0.01388195,0.47116400
-5.29764882,6.35310830,0.00092518,0.32947588,1.51868468,4.39128756,0.64625114,1.13292951,0.01434704,0.47697445
-5.29164582,6.54288444,0.00097557,0.31254011,1.60932171,4.57285522,0.62369177,1.14507813,0.01478533,0.48233996
-5.28564282,6.72428380,0.00102747,0.29682117,1.69804892,4.74682706,0.60174724,1.15591564,0.01518930,0.48716348
-5.27963982,6.89455414,0.00108107,0.28220680,1.78386591,4.91104633,0.58034498,1.16517142,0.01555195,0.49135449
-5.27363682,7.05106742,0.00113658,0.26857565,1.86581800,5.06343989,0.55941391,1.17260543,0.01586708,0.49482941
-5.26763382,7.19138806,0.00119418,0.25580259,1.94302041,5.20207131,0.53888890,1.17801321,0.01612951,0.49751211
-5.26163082,7.31333729,0.00125403,0.24376363,2.01468031,5.32519239,0.51871453,1.18122972,0.01633525,0.49933440
-5.25562781,7.41505111,0.00131622,0.23234044,2.08011556,5.43129104,0.49884821,1.18213180,0.01648168,0.50023679
-5.24962481,7.49502955,0.00138079,0.22142424,2.13876966,5.51913328,0.47926253,1.18063953,0.01656763,0.50016918
-5.24362181,7.55217516,0.00144766,0.21091895,2.19022204,5.58779769,0.45994667,1.17671612,0.01659344,0.49909170
-5.23761881,7.58581903,0.00151670,0.20074362,2.23419345,5.63670049,0.44090686,1.17036685,0.01656095,0.49697547
-5.23161581,7.59573319,0.00158762,0.19083392,2.27054627,5.66561017,0.42216591,1.16163673,0.01647340,0.49380333
-5.22561281,7.58212899,0.00166006,0.18114292,2.29927982,5.67465092,0.40376189,1.15060730,0.01633529,0.48957044
-5.21960980,7.54564147,0.00173353,0.17164093,2.32052112,5.66429466,0.38574607,1.13739262,0.01615226,0.48428465
-5.21360680,7.48730071,0.00180745,0.16231473,2.33451147,5.63534205,0.36818018,1.12213463,0.01593079,0.47796669
-5.20760380,7.40849134,0.00188117,0.15316603,2.34158986,5.58889345,0.35113327,1.10499803,0.01567800,0.47065007
-5.20160080,7.31090256,0.00195395,0.14420953,2.34217395,5.52631123,0.33467839,1.08616501,0.01540136,0.46238068
-5.19559780,7.19647075,0.00202501,0.13547048,2.33673964,5.44917531,0.31888920,1.06582996,0.01510837,0.45321616
-5.18959480,7.06731770,0.00209361,0.12698208,2.32580040,5.35923400,0.30383671,1.04419424,0.01480636,0.44322497
-5.18359180,6.92568714,0.00215898,0.11878275,2.30988713,5.25835253,0.28958642,1.02146153,0.01450214,0.43248525
-5.17758879,6.77388250,0.00222045,0.11091342,2.28952974,5.14846161,0.27619596,0.99783349,0.01420185,0.42108349
-5.17158579,6.61420843,0.00227744,0.10341507,2.26524095,5.03150821,0.26371321,0.97350628,0.01391069,0.40911309
-5.16558279,6.44891847,0.00232950,0.09632640,2.23750329,4.90941049,0.25217522,0.94866766,0.01363285,0.39667283
-5.15957979,6.28017061,0.00237636,0.08968199,2.20675932,4.78401872,0.24160763,0.92349509,0.01337134,0.38386534
-5.15357679,6.10999197,0.00241792,0.08351081,2.17340562,4.65708313,0.23202481,0.89815448,0.01312797,0.37079558
-5.14757379,5.94025335,0.00245428,0.07783510,2.13779036,4.53022952,0.22343058,0.87279982,0.01290339,0.35756944
-5.14157079,5.77265352,0.00248578,0.07266978,2.10021428,4.40494291,0.21581926,0.84757356,0.01269708,0.34429242
-5.13556778,5.60871286,0.00251293,0.06802227,2.06093466,4.28255874,0.20917717,0.82260747,0.01250754,0.33106850
-5.12956478,5.44977519,0.00253646,0.06389257,2.02017188,4.16426106,0.20348428,0.79802407,0.01233235,0.31799911
-5.12356178,5.29701641,0.00255725,0.06027381,1.97811763,4.05108667,0.19871591,0.77393827,0.01216840,0.30518228
-5.11755878,5.15145815,0.00257632,0.05715294,1.93494446,3.94393376,0.19484434,0.75045921,0.01201208,0.29271200
-5.11155578,5.01398467,0.00259478,0.05451161,1.89081549,3.84357359,0.19184028,0.72769190,0.01185950,0.28067761
-5.10555278,4.88536090,0.00261374,0.05232725,1.84589401,3.75066391,0.18967406,0.70573879,0.01170669,0.26916342
-5.09954977,4.76625017,0.00263434,0.05057402,1.80035192,3.66576247,0.18831640,0.68470076,0.01154981,0.25824834
-5.09354677,4.65722981,0.00265761,0.04922388,1.75437687,3.58933944,0.18773896,0.66467779,0.01138539,0.24800566
-5.08754377,4.55880362,0.00268443,0.04824750,1.70817726,3.52178787,0.18791438,0.64576887,0.01121043,0.23850282
-5.08154077,4.47141021,0.00271551,0.04761509,1.66198523,3.46343124,0.18881611,0.62807139,0.01102262,0.22980128
-5.07553777,4.39542699,0.00275131,0.04729706,1.61605723,3.41452793,0.19041781,0.61167982,0.01082042,0.22195637
-5.06953477,4.33116952,0.00279200,0.04726452,1.57067231,3.37527243,0.19269265,0.59668389,0.01060310,0.21501720
-5.06353177,4.27888686,0.00283746,0.04748968,1.52612828,3.34579346,0.19561241,0.58316616,0.01037084,0.20902652
-5.05752876,4.23875332,0.00288724,0.04794599,1.48273600,3.32614955,0.19914656,0.57119937,0.01012470,0.20402068
-5.05152576,4.21085769,0.00294058,0.04860831,1.44081217,3.31632265,0.20326126,0.56084346,0.00986657,0.20002951
-5.04552276,4.19519080,0.00299639,0.04945281,1.40067108,3.31621059,0.20791861,0.55214262,0.00959915,0.19707629
-5.03951976,4.19163281,0.00305334,0.05045693,1.36261571,3.32561908,0.21307595,0.54512254,0.00932579,0.19517764
-5.03351676,4.19994091,0.00310985,0.05159924,1.32692877,3.34425418,0.21868540,0.53978785,0.00905044,0.19434353
-5.02751376,4.21973885,0.00316418,0.05285927,1.29386400,3.37171586,0.22469361,0.53612020,0.00877752,0.19457714
-5.02151076,4.25050887,0.00321445,0.05421742,1.26363820,3.40749328,0.23104180,0.53407686,0.00851173,0.19587484
-5.01550775,4.29158671,0.00325876,0.05565478,1.23642435,3.45096234,0.23766599,0.53359012,0.00825796,0.19822606
-5.00950475,4.34216039,0.00329522,0.05715315,1.21234595,3.50138579,0.24449750,0.53456744,0.00802113,0.20161309
-5.00350175,4.40127265,0.00332205,0.05869494,1.19147296,3.55791601,0.25146357,0.53689239,0.00780608,0.20601087
-4.99749875,4.46782752,0.00333761,0.06026325,1.17381917,3.61960069,0.25848827,0.54042646,0.00761740,0.21138672
-4.99149575,4.54060055,0.00334052,0.06184190,1.15934131,3.68539132,0.26549335,0.54501145,0.00745938,0.21769988
-4.98549275,4.61825272,0.00332963,0.06341552,1.14793961,3.75415428,0.27239940,0.55047267,0.00733582,0.22490109
-4.97948974,4.69934766,0.00330415,0.06496965,1.13945986,3.82468452,0.27912687,0.55662249,0.00725005,0.23293206
-4.97348674,4.78237172,0.00326360,0.06649082,1.13369683,3.89572149,0.28559727,0.56326433,0.00720473,0.24172493
-4.96748374,4.86575655,0.00320788,0.06796664,1.13039879,3.96596712,0.29173431,0.57019692,0.00720187,0.25120176
-4.96148074,4.94790381,0.00313721,0.06938576,1.12927312,4.03410570,0.29746511,0.57721854,0.00724273,0.26127404
-4.95547774,5.02721140,0.00305220,0.07073792,1.12999272,4.09882518,0.30272137,0.58413126,0.00732779,0.27184250
-4.94947474,5.10210092,0.00295375,0.07201382,1.13220308,4.15883971,0.30744054,0.59074505,0.00745668,0.28279697
-4.94347174,5.17104582,0.00284304,0.07320501,1.13552990,4.21291298,0.31156697,0.59688154,0.00762817,0.29401673
-4.93746873,5.23259968,0.00272151,0.07430371,1.13958705,4.25988199,0.31505308,0.60237747,0.00784016,0.30537109
-4.93146573,5.28542411,0.00259078,0.07530260,1.14398472,4.29868054,0.31786040,0.60708774,0.00808962,0.31672056
-4.92546273,5.32831565,0.00245260,0.07619462,1.14833756,4.32836205,0.31996062,0.61088805,0.00837268,0.32791840
-4.91945973,5.36023085,0.00230883,0.07697270,1.15227275,4.34812087,0.32133649,0.61367700,0.00868456,0.33881273
-4.91345673,5.38030898,0.00216132,0.07762960,1.15543772,4.35731138,0.32198250,0.61537785,0.00901970,0.34924916
-4.90745373,5.38789138,0.00201195,0.07815774,1.15750735,4.35546411,0.32190548,0.61593972,0.00937177,0.35907381
-4.90145073,5.38253687,0.00186249,0.07854914,1.15819050,4.34229804,0.32112485,0.61533842,0.00973377,0.36813673
-4.89544772,5.36403230,0.00171463,0.07879541,1.15723564,4.31772856,0.31967254,0.61357674,0.01009820,0.37629561
-4.88944472,5.33239775,0.00156991,0.07888784,1.15443547,4.28187028,0.31759262,0.61068440,0.01045715,0.38341953
-4.88344172,5.28788583,0.00142973,0.07881765,1.14963028,4.23503441,0.31494053,0.60671744,0.01080247,0.38939271
-4.87743872,5.23097484,0.00129530,0.07857622,1.14271001,4.17772062,0.31178185,0.60175719,0.01112600,0.39411809
-4.87143572,5.16235574,0.00116763,0.07815555,1.13361490,4.11060321,0.30819075,0.59590878,0.01141978,0.39752040
-4.86543272,5.08291331,0.00104757,0.07754872,1.12233475,4.03451227,0.30424805,0.58929906,0.01167622,0.39954884
-4.85942971,4.99370188,0.00093578,0.07675038,1.10890685,3.95041017,0.30003896,0.58207418,0.01188837,0.40017890
-4.85342671,4.89591673,0.00083276,0.07575739,1.09341263,3.85936460,0.29565068,0.57439656,0.01205011,0.39941351
-4.84742371,4.79086212,0.00073883,0.07456931,1.07597328,3.76251913,0.29116975,0.56644153,0.01215636,0.39728325
-4.84142071,4.67991740,0.00065423,0.07318898,1.05674462,3.66106259,0.28667953,0.55839349,0.01220327,0.39384570
-4.83541771,4.56450261,0.00057906,0.07162298,1.03591139,3.55619890,0.28225774,0.55044189,0.01218834,0.38918388
-4.82941471,4.44604518,0.00051335,0.06988208,1.01368135,3.44911841,0.27797422,0.54277695,0.01211053,0.38340395
-4.82341171,4.32594915,0.00045706,0.06798143,0.99027953,3.34097248,0.27388915,0.53558539,0.01197036,0.37663212
-4.81740870,4.20556828,0.00041016,0.06594080,0.96594275,3.23285197,0.27005166,0.52904631,0.01176986,0.36901110
-4.81140570,4.08618420,0.00037255,0.06378456,0.94091494,3.12577095,0.26649899,0.52332726,0.01151259,0.36069611
-4.80540270,3.96899023,0.00034419,0.06154154,0.91544314,3.02065584,0.26325633,0.51858091,0.01120351,0.35185073
-4.79939970,3.85508138,0.00032503,0.05924473,0.88977449,2.91834027,0.26033713,0.51494222,0.01084887,0.34264275
-4.79339670,3.74545048,0.00031508,0.05693085,0.86415415,2.81956541,0.25774408,0.51252635,0.01045602,0.33324008
-4.78739370,3.64098982,0.00031436,0.05463973,0.83882406,2.72498520,0.25547058,0.51142746,0.01003322,0.32380711
-4.78139070,3.54249763,0.00032295,0.05241361,0.81402242,2.63517540,0.25350261,0.51171828,0.00958939,0.31450134
-4.77538769,3.45068800,0.00034096,0.05029629,0.78998362,2.55064541,0.25182087,0.51345053,0.00913384,0.30547067
-4.76938469,3.36620285,0.00036854,0.04833219,0.76693833,2.47185134,0.25040306,0.51665610,0.00867606,0.29685108
-4.76338169,3.28962429,0.00040581,0.04656533,0.74511342,2.39920886,0.24922617,0.52134876,0.00822538,0.28876497
-4.75737869,3.22148559,0.00045293,0.04503829,0.72473149,2.33310440,0.24826850,0.52752638,0.00779079,0.28131994
-4.75137569,3.16227938,0.00050999,0.04379110,0.70600959,2.27390337,0.24751143,0.53517319,0.00738065,0.27460803
-4.74537269,3.11246158,0.00057704,0.04286013,0.68915695,2.22195437,0.24694066,0.54426208,0.00700253,0.26870530
-4.73936968,3.07245006,0.00065402,0.04227704,0.67437161,2.17758852,0.24654689,0.55475644,0.00666297,0.26367170
-4.73336668,3.04261761,0.00074077,0.04206774,0.66183592,2.14111380,0.24632593,0.56661154,0.00636739,0.25955109
-4.72736368,3.02327895,0.00083698,0.04225144,0.65171088,2.11280414,0.24627815,0.57977509,0.00611991,0.25637132
-4.72136068,3.01467236,0.00094215,0.04283982,0.64412970,2.09288420,0.24640729,0.59418699,0.00592336,0.25414433
-4.71535768,3.01693691,0.00105561,0.04383634,0.63919063,2.08151033,0.24671882,0.60977807,0.00577918,0.25286633
-4.70935468,3.03008671,0.00117648,0.04523567,0.63694977,2.07874934,0.24721788,0.62646809,0.00568744,0.25251779
-4.70335168,3.05398397,0.00130362,0.04702338,0.63741404,2.08455636,0.24790696,0.64416300,0.00564690,0.25306363
-4.69734867,3.08831302,0.00143573,0.04917585,0.64053498,2.09875365,0.24878350,0.66275164,0.00565508,0.25445327
-4.69134567,3.13255746,0.00157125,0.05166034,0.64620389,2.12101202,0.24983768,0.68210247,0.00570835,0.25662103
-4.68534267,3.18598270,0.00170846,0.05443544,0.65424870,2.15083656,0.25105041,0.70206034,0.00580209,0.25948655
-4.67933967,3.24762570,0.00184545,0.05745172,0.66443307,2.18755812,0.25239190,0.72244395,0.00593085,0.26295569
-4.67333667,3.31629376,0.00198020,0.06065267,0.67645794,2.23033175,0.25382079,0.74304437,0.00608853,0.26692168
-4.66733367,3.39057339,0.00211061,0.06397590,0.68996582,2.27814285,0.25528399,0.76362477,0.00626858,0.27126693
-4.66133067,3.46884991,0.00223453,0.06735459,0.70454766,2.32982142,0.25671733,0.78392194,0.00646421,0.27586510
-4.65532766,3.54933776,0.00234987,0.07071912,0.71975242,2.38406413,0.25804704,0.80364953,0.00666860,0.28058387
-4.64932466,3.63012075,0.00245462,0.07399887,0.73509882,2.43946385,0.25919183,0.82250321,0.00687514,0.28528809
-4.64332166,3.70920104,0.00254691,0.07712418,0.75008898,2.49454527,0.26006580,0.84016765,0.00707756,0.28984330
