energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Zr_p_up,Zr_d_up
-6.00000000,3.93636255,0.00652770,0.43792644,0.06787604,1.93091494,1.18800011,0.40260192,0.53226512,0.69242590
-5.99399700,4.02282439,0.00636413,0.44541241,0.06860428,1.97828168,1.22188146,0.41446152,0.54125252,0.70358666
-5.98799400,4.11565627,0.00624162,0.45265193,0.06950436,2.03007546,1.25805872,0.42799133,0.55028410,0.71443242
-5.98199100,4.21281774,0.00615866,0.45948438,0.07053836,2.08520840,1.29576798,0.44301424,0.55912600,0.72470127
-5.97598799,4.31212975,0.00611297,0.46575231,0.07166407,2.14250335,1.33419032,0.45931851,0.56754175,0.73413591
-5.96998499,4.41135079,0.00610164,0.47130761,0.07283651,2.20073373,1.37247583,0.47666395,0.57530148,0.74249369
-5.96398199,4.50825209,0.00612120,0.47601701,0.07400960,2.25866349,1.40976774,0.49478870,0.58219067,0.74955566
-5.95797899,4.60068915,0.00616784,0.47976660,0.07513776,2.31508595,1.44522594,0.51341603,0.58801785,0.75513411
-5.95197599,4.68666706,0.00623748,0.48246536,0.07617744,2.36885988,1.47804914,0.53226136,0.59262116,0.75907834
-5.94597299,4.76439772,0.00632592,0.48404755,0.07708850,2.41894198,1.50749507,0.55103902,0.59587336,0.76127856
-5.93996998,4.83234732,0.00642895,0.48447382,0.07783545,2.46441468,1.53289832,0.56946882,0.59768539,0.76166798
-5.93396698,4.88927326,0.00654245,0.48373138,0.07838847,2.50450875,1.55368532,0.58728229,0.59800823,0.76022289
-5.92796398,4.93425005,0.00666249,0.48183302,0.07872419,2.53862011,1.56938646,0.60422847,0.59683331,0.75696129
-5.92196098,4.96668410,0.00678541,0.47881543,0.07882623,2.56632098,1.57964509,0.62007924,0.59419142,0.75194000
-5.91595798,4.98631787,0.00690786,0.47473675,0.07868556,2.58736508,1.58422338,0.63463413,0.59015042,0.74525075
-5.90995498,4.99322413,0.00702687,0.46967378,0.07830052,2.60168728,1.58300523,0.64772456,0.58481184,0.73701548
-5.90395198,4.98779106,0.00713988,0.46371880,0.07767671,2.60939801,1.57599622,0.65921745,0.57830670,0.72738116
-5.89794897,4.97069957,0.00724480,0.45697644,0.07682662,2.61077288,1.56332083,0.66901808,0.57079071,0.71651454
-5.89194597,4.94289375,0.00733997,0.44956042,0.07576913,2.60623813,1.54521710,0.67707225,0.56243911,0.70459685
-5.88594297,4.90554575,0.00742420,0.44159062,0.07452877,2.59635241,1.52202889,0.68336753,0.55344128,0.69181886
-5.87993997,4.86001631,0.00749680,0.43319025,0.07313497,2.58178570,1.49419607,0.68793351,0.54399537,0.67837628
-5.87393697,4.80781211,0.00755751,0.42448331,0.07162114,2.56329595,1.46224276,0.69084106,0.53430311,0.66446558
-5.86793397,4.75054093,0.00760652,0.41559231,0.07002367,2.54170427,1.42676390,0.69220045,0.52456475,0.65028037
-5.86193097,4.68986599,0.00764442,0.40663623,0.06838094,2.51786918,1.38841052,0.69215821,0.51497448,0.63600813
-5.85592796,4.62746028,0.00767219,0.39772866,0.06673227,2.49266091,1.34787388,0.69089299,0.50571611,0.62182735
-5.84992496,4.56496213,0.00769115,0.38897615,0.06511694,2.46693621,1.30586885,0.68861009,0.49695930,0.60790506
-5.84392196,4.50393304,0.00770287,0.38047666,0.06357318,2.44151455,1.26311702,0.68553508,0.48885622,0.59439462
-5.83791896,4.44581868,0.00770917,0.37231823,0.06213725,2.41715619,1.22032973,0.68190652,0.48153880,0.58143374
-5.83191596,4.39191421,0.00771203,0.36457767,0.06084260,2.39454288,1.17819167,0.67796802,0.47511652,0.56914283
-5.82591296,4.34333476,0.00771353,0.35731958,0.05971913,2.37426161,1.13734528,0.67395989,0.46967474,0.55762359
-5.81990995,4.30099190,0.00771581,0.35059545,0.05879255,2.35679181,1.09837654,0.67011078,0.46527379,0.54695790
-5.81390695,4.26557670,0.00772098,0.34444308,0.05808389,2.34249651,1.06180251,0.66662957,0.46194857,0.53720719
-5.80790395,4.23755004,0.00773110,0.33888643,0.05760912,2.33161734,1.02806094,0.66369788,0.45970898,0.52841223
-5.80190095,4.21714013,0.00774813,0.33393570,0.05737894,2.32427372,0.99750238,0.66146357,0.45854088,0.52059348
-5.79589795,4.20434753,0.00777393,0.32958803,0.05739867,2.32046584,0.97038487,0.66003552,0.45840787,0.51375208
-5.78989495,4.19895716,0.00781020,0.32582852,0.05766835,2.32008143,0.94687145,0.65947990,0.45925353,0.50787148
-5.78389195,4.20055672,0.00785851,0.32263189,0.05818290,2.32290565,0.92703054,0.65981823,0.46100438,0.50291973
-5.77788894,4.20856083,0.00792034,0.31996440,0.05893242,2.32863380,0.91083898,0.66102723,0.46357326,0.49885238
-5.77188594,4.22223970,0.00799703,0.31778635,0.05990266,2.33688606,0.89818767,0.66304046,0.46686299,0.49561593
-5.76588294,4.24075106,0.00808989,0.31605473,0.06107547,2.34722364,0.88888951,0.66575184,0.47077041,0.49315166
-5.75987994,4.26317406,0.00820021,0.31472611,0.06242936,2.35916573,0.88268917,0.66902065,0.47519041,0.49139974
-5.75387694,4.28854377,0.00832927,0.31375961,0.06394014,2.37220631,0.87927443,0.67267799,0.48001986,0.49030339
-5.74787394,4.31588478,0.00847843,0.31311973,0.06558151,2.38583042,0.87828844,0.67653421,0.48516143,0.48981295
-5.74187094,4.34424285,0.00864911,0.31277903,0.06732570,2.39952920,0.87934255,0.68038704,0.49052693,0.48988962
-5.73586793,4.37271337,0.00884282,0.31272040,0.06914403,2.41281327,0.88202918,0.68403013,0.49604022,0.49050871
-5.72986493,4.40046592,0.00906116,0.31293900,0.07100755,2.42522406,0.88593418,0.68726135,0.50163959,0.49166239
-5.72386193,4.42676427,0.00930577,0.31344360,0.07288747,2.43634305,0.89064850,0.68989081,0.50727940,0.49336156
-5.71785893,4.45098168,0.00957833,0.31425751,0.07475569,2.44579863,0.89577860,0.69174803,0.51293119,0.49563716
-5.71185593,4.47261128,0.00988042,0.31541890,0.07658523,2.45327081,0.90095548,0.69268807,0.51858406,0.49854062
-5.70585293,4.49127199,0.01021348,0.31698075,0.07835053,2.45849392,0.90584218,0.69259646,0.52424453,0.50214369
-5.69984992,4.50671039,0.01057872,0.31901028,0.08002786,2.46125755,0.91013953,0.69139273,0.52993584,0.50653766
-5.69384692,4.51879911,0.01097692,0.32158821,0.08159553,2.46140595,0.91359030,0.68903254,0.53569694,0.51183213
-5.68784392,4.52753261,0.01140842,0.32480771,0.08303418,2.45883650,0.91598175,0.68550836,0.54158111,0.51815345
-5.68184092,4.53302109,0.01187292,0.32877328,0.08432700,2.45349739,0.91714667,0.68084897,0.54765448,0.52564303
-5.67583792,4.53548319,0.01236940,0.33359961,0.08545995,2.44538492,0.91696325,0.67511766,0.55399451,0.53445553
-5.66983492,4.53523824,0.01289605,0.33941047,0.08642190,2.43454080,0.91535374,0.66840962,0.56068848,0.54475717
-5.66383192,4.53269855,0.01345019,0.34633764,0.08720484,2.42104960,0.91228235,0.66084847,0.56783213,0.55672404
-5.65782891,4.52836195,0.01402827,0.35451990,0.08780398,2.40503654,0.90775249,0.65258239,0.57552846,0.57054057
-5.65182591,4.52280466,0.01462586,0.36410195,0.08821788,2.38666570,0.90180356,0.64377987,0.58388660,0.58639792
-5.64582291,4.51667448,0.01523773,0.37523326,0.08844851,2.36613854,0.89450746,0.63462535,0.59302085,0.60449230
-5.63981991,4.51068376,0.01585797,0.38806657,0.08850122,2.34369280,0.88596494,0.62531497,0.60304961,0.62502291
-5.63381691,4.50560169,0.01648010,0.40275608,0.08838471,2.31960132,0.87630192,0.61605238,0.61409429,0.64818941
-5.62781391,4.50224528,0.01709725,0.41945491,0.08811084,2.29417077,0.86566579,0.60704478,0.62627784,0.67418859
-5.62181091,4.50146825,0.01770241,0.43831191,0.08769444,2.26773982,0.85422160,0.59849920,0.63972294,0.70321014
-5.61580790,4.50414725,0.01828862,0.45946759,0.08715296,2.24067651,0.84214838,0.59061892,0.65454956,0.73543113
-5.60980490,4.51116466,0.01884920,0.48304910,0.08650605,2.21337446,0.82963522,0.58360008,0.67087189,0.77100943
-5.60380190,4.52338774,0.01937799,0.50916430,0.08577501,2.18624770,0.81687731,0.57762822,0.68879450,0.81007566
-5.59779890,4.54164401,0.01986959,0.53789499,0.08498227,2.15972387,0.80407172,0.57287496,0.70840771,0.85272411
-5.59179590,4.56669290,0.02031947,0.56928951,0.08415068,2.13423566,0.79141308,0.56949443,0.72978231,0.89900265
-5.58579290,4.59919445,0.02072416,0.60335490,0.08330287,2.11021058,0.77908892,0.56761971,0.75296364,0.94890209
-5.57978989,4.63967583,0.02108135,0.64004911,0.08246052,2.08805909,0.76727489,0.56735903,0.77796538,1.00234536
-5.57378689,4.68849712,0.02138989,0.67927362,0.08164368,2.06816146,0.75612992,0.56879200,0.80476323,1.05917732
-5.56778389,4.74581784,0.02164977,0.72086699,0.08087016,2.05085366,0.74579131,0.57196579,0.83328893,1.11915562
-5.56178089,4.81156617,0.02186208,0.76459981,0.08015496,2.03641294,0.73637010,0.57689157,0.86342490,1.18194355
-5.55577789,4.88541281,0.02202886,0.81017163,0.07950986,2.02504370,0.72794676,0.58354123,0.89500011,1.24710544
-5.54977489,4.96675149,0.02215291,0.85721032,0.07894302,2.01686436,0.72056753,0.59184481,0.92778738,1.31410541
-5.54377189,5.05468796,0.02223764,0.90527418,0.07845889,2.01189599,0.71424153,0.60168864,0.96150272,1.38230992
-5.53776888,5.14803917,0.02228677,0.95385711,0.07805812,2.01005351,0.70893899,0.61291469,0.99580689,1.45099457
-5.53176588,5.24534372,0.02230417,1.00239701,0.07773772,2.01114016,0.70459064,0.62532107,1.03030941,1.51935538
-5.52576288,5.34488449,0.02229359,1.05028717,0.07749135,2.01484578,0.70108859,0.63866407,1.06457522,1.58652449
-5.51975988,5.44472336,0.02225847,1.09689071,0.07730969,2.02074936,0.69828855,0.65266177,1.09813392,1.65158999
-5.51375688,5.54274767,0.02220177,1.14155738,0.07718101,2.02832630,0.69601371,0.66699917,1.13049133,1.71361946
-5.50775388,5.63672708,0.02212581,1.18364229,0.07709178,2.03696007,0.69405991,0.68133493,1.16114320,1.77168624
-5.50175088,5.72437915,0.02203223,1.22252588,0.07702732,2.04595849,0.69220223,0.69530946,1.18959051,1.82489768
