energy_ev,total_up,total_down,Ga_p_up,Ga_p_down,Ga_d_up,Ga_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.01332531,-1.01161506,0.08107515,-0.08146306,0.00000000,-0.00000000,0.41556625,-0.41473757,0.28944778,-0.28787596,0.01390163,-0.01401475,0.35575438,-0.35544379
-5.99399700,1.01939869,-1.01648268,0.07637758,-0.07669295,0.00000000,-0.00000000,0.42218843,-0.42091605,0.29863287,-0.29664764,0.01268316,-0.01277912,0.35329205,-0.35254472
-5.98799400,1.03678256,-1.03266625,0.07238098,-0.07262047,0.00000000,-0.00000000,0.43322826,-0.43152418,0.31133889,-0.30893692,0.01163544,-0.01171426,0.35480062,-0.35361338
-5.98199100,1.06523242,-1.05994658,0.06911883,-0.06928061,0.00000000,-0.00000000,0.44849781,-0.44638369,0.32753271,-0.32471934,0.01075664,-0.01081872,0.36027220,-0.35865064
-5.97598799,1.10427080,-1.09787184,0.06661041,-0.06669414,0.00000000,-0.00000000,0.46771643,-0.46522355,0.34710573,-0.34389547,0.01004145,-0.01008755,0.36962028,-0.36757907
-5.96998499,1.15319246,-1.14576223,0.06486091,-0.06486777,0.00000000,-0.00000000,0.49051428,-0.48768323,0.36987273,-0.36628955,0.00948152,-0.00951267,0.38268001,-0.38024286
-5.96398199,1.21107461,-1.20271962,0.06386181,-0.06379440,0.00000000,-0.00000000,0.51643793,-0.51331809,0.39557236,-0.39164973,0.00906586,-0.00908338,0.39920996,-0.39640949
-5.95797899,1.27679208,-1.26764210,0.06359145,-0.06345378,0.00000000,-0.00000000,0.54495827,-0.54160699,0.42386949,-0.41965019,0.00878135,-0.00878676,0.41889569,-0.41577300
-5.95197599,1.34903780,-1.33924376,0.06401579,-0.06381316,0.00000000,-0.00000000,0.57548062,-0.57196219,0.45435959,-0.44989524,0.00861322,-0.00860821,0.44135499,-0.43795910
-5.94597299,1.42634827,-1.41607956,0.06508937,-0.06482827,0.00000000,-0.00000000,0.60735699,-0.60374134,0.48657517,-0.48192546,0.00854547,-0.00853185,0.46614502,-0.46253192
-5.93996998,1.50713388,-1.49657494,0.06675639,-0.06644437,0.00000000,-0.00000000,0.63990038,-0.63626151,0.51999435,-0.51522599,0.00856134,-0.00854098,0.49277109,-0.48900268
-5.93396698,1.58971368,-1.57905998,0.06895193,-0.06859744,0.00000000,-0.00000000,0.67240076,-0.66881497,0.55405142,-0.54923678,0.00864374,-0.00861857,0.52069718,-0.51683990
-5.92796398,1.67235371,-1.66180726,0.07160328,-0.07121554,0.00000000,-0.00000000,0.70414235,-0.70068632,0.58814935,-0.58336481,0.00877565,-0.00874755,0.54935791,-0.54548117
-5.92196098,1.75330834,-1.74307266,0.07463141,-0.07422018,0.00000000,-0.00000000,0.73442182,-0.73117058,0.62167381,-0.61699789,0.00894049,-0.00891129,0.57817182,-0.57434630
-5.91595798,1.83086320,-1.82113805,0.07795241,-0.07752784,0.00000000,-0.00000000,0.76256679,-0.75959155,0.65400855,-0.64951986,0.00912243,-0.00909387,0.60655566,-0.60285138
-5.90995498,1.90337878,-1.89435474,0.08147911,-0.08105151,0.00000000,-0.00000000,0.78795403,-0.78532017,0.68455158,-0.68032663,0.00930676,-0.00928044,0.63393926,-0.63042364
-5.90395198,1.96933322,-1.96118628,0.08512264,-0.08470227,0.00000000,-0.00000000,0.81002688,-0.80779186,0.71273173,-0.70884263,0.00948011,-0.00945745,0.65978070,-0.65651657
-5.89794897,2.02736310,-2.02024940,0.08879402,-0.08839091,0.00000000,-0.00000000,0.82831108,-0.82652263,0.73802502,-0.73453728,0.00963067,-0.00961290,0.68358133,-0.68062492
-5.89194597,2.07630068,-2.07035174,0.09240575,-0.09202949,0.00000000,-0.00000000,0.84242874,-0.84112321,0.75997028,-0.75694066,0.00974841,-0.00973655,0.70490017,-0.70229924
-5.88594297,2.11520674,-2.11052507,0.09587334,-0.09553288,0.00000000,-0.00000000,0.85210972,-0.85131069,0.77818358,-0.77565808,0.00982523,-0.00982004,0.72336738,-0.72115943
-5.87993997,2.14339762,-2.14005319,0.09911681,-0.09882029,0.00000000,-0.00000000,0.85720023,-0.85691749,0.79237085,-0.79038301,0.00985499,-0.00985700,0.73869624,-0.73690703
-5.87393697,2.16046593,-2.15849329,0.10206203,-0.10181662,0.00000000,-0.00000000,0.85766833,-0.85789719,0.80233833,-0.80090777,0.00983361,-0.00984308,0.75069357,-0.74933575
-5.86793397,2.16629411,-2.16569056,0.10464203,-0.10445381,0.00000000,-0.00000000,0.85360623,-0.85432720,0.80800045,-0.80713183,0.00975907,-0.00977601,0.75926806,-0.75834017
-5.86193097,2.16106076,-2.16178539,0.10679810,-0.10667193,0.00000000,-0.00000000,0.84522944,-0.84640829,0.80938494,-0.80906725,0.00963131,-0.00965547,0.76443640,-0.76392222
-5.85592796,2.14523956,-2.14721328,0.10848077,-0.10842023,0.00000000,-0.00000000,0.83287285,-0.83446104,0.80663499,-0.80684134,0.00945216,-0.00948308,0.76632716,-0.76619525
-5.84992496,2.11959100,-2.12269760,0.10965061,-0.10965793,0.00000000,-0.00000000,0.81698400,-0.81891944,0.80000842,-0.80069618,0.00922520,-0.00926218,0.76518205,-0.76538585
-5.84392196,2.08514751,-2.08923559,0.11027882,-0.11035488,0.00000000,-0.00000000,0.79811388,-0.80032204,0.78987389,-0.79098532,0.00895556,-0.00899773,0.76135494,-0.76183302
-5.83791896,2.04319235,-2.04807813,0.11034763,-0.11049196,0.00000000,-0.00000000,0.77690568,-0.77930095,0.77670438,-0.77816761,0.00864975,-0.00869607,0.75530824,-0.75598505
-5.83191596,1.99523323,-2.00070419,0.10985049,-0.11006131,0.00000000,-0.00000000,0.75408174,-0.75656900,0.76106804,-0.76279844,0.00831535,-0.00836466,0.74760691,-0.74839383
-5.82591296,1.94297123,-1.94879036,0.10879199,-0.10906628,0.00000000,-0.00000000,0.73042922,-0.73290570,0.74361670,-0.74551863,0.00796085,-0.00801188,0.73891018,-0.73970687
-5.81990995,1.88826592,-1.89417662,0.10718762,-0.10752122,0.00000000,-0.00000000,0.70678478,-0.70914198,0.72507242,-0.72704124,0.00759531,-0.00764674,0.72996085,-0.73065698
-5.81390695,1.83309731,-1.83882880,0.10506327,-0.10545099,0.00000000,-0.00000000,0.68401857,-0.68614439,0.70621227,-0.70813657,0.00722813,-0.00727863,0.72157239,-0.72204970
-5.80790395,1.77952541,-1.78479850,0.10245452,-0.10289029,0.00000000,-0.00000000,0.66301777,-0.66479871,0.68785162,-0.68961577,0.00686880,-0.00691702,0.71461391,-0.71474854
-5.80190095,1.72964785,-1.73418104,0.09940573,-0.09988274,0.00000000,-0.00000000,0.64466980,-0.64599325,0.67082636,-0.67231312,0.00652662,-0.00657128,0.70999290,-0.70965803
-5.79589795,1.68555609,-1.68907197,0.09596894,-0.09647981,0.00000000,-0.00000000,0.62984533,-0.63060198,0.65597421,-0.65706753,0.00621049,-0.00625038,0.70863604,-0.70770481
-5.78989495,1.64929071,-1.65152245,0.09220263,-0.09273957,0.00000000,-0.00000000,0.61938122,-0.61946747,0.64411539,-0.64470328,0.00592869,-0.00596270,0.71146799,-0.70981671
-5.78389195,1.62279611,-1.62349407,0.08817029,-0.08872529,0.00000000,-0.00000000,0.61406328,-0.61338372,0.63603298,-0.63601040,0.00568868,-0.00571582,0.71938860,-0.71690009
-5.77788894,1.60787513,-1.60681346,0.08393894,-0.08450397,0.00000000,-0.00000000,0.61460909,-0.61307901,0.63245312,-0.63172489,0.00549692,-0.00551638,0.73324846,-0.72981566
-5.77188594,1.60614408,-1.60312719,0.07957759,-0.08014473,0.00000000,-0.00000000,0.62165082,-0.61919870,0.63402555,-0.63250919,0.00535875,-0.00536988,0.75382353,-0.74935313
-5.76588294,1.61898887,-1.61385770,0.07515560,-0.07571723,0.00000000,-0.00000000,0.63571840,-0.63228834,0.64130463,-0.63893307,0.00527826,-0.00528059,0.78178912,-0.77620525
-5.75987994,1.64752307,-1.64016093,0.07074113,-0.07129008,0.00000000,-0.00000000,0.65722313,-0.65277718,0.65473139,-0.65145550,0.00525817,-0.00525146,0.81769389,-0.81094171
-5.75387694,1.69254896,-1.68288680,0.06639962,-0.06692930,0.00000000,-0.00000000,0.68644231,-0.68096260,0.67461705,-0.67040790,0.00529982,-0.00528401,0.86193475,-0.85398381
-5.74787394,1.75452273,-1.74254368,0.06219236,-0.06269690,0.00000000,-0.00000000,0.72350528,-0.71699588,0.70112854,-0.69597931,0.00540304,-0.00537832,0.91473353,-0.90558080
-5.74187094,1.83352540,-1.81926827,0.05817519,-0.05864953,0.00000000,-0.00000000,0.76838146,-0.76086985,0.73427660,-0.72820407,0.00556623,-0.00553299,0.97611638,-0.96578872
-5.73586793,1.92924079,-1.91280242,0.05439741,-0.05483737,0.00000000,-0.00000000,0.82087120,-0.81240927,0.77390717,-0.76695259,0.00578630,-0.00574515,1.04589708,-1.03445311
-5.72986493,2.04094232,-2.02247846,0.05090086,-0.05130320,0.00000000,-0.00000000,0.88060009,-0.87126456,0.81969650,-0.81192598,0.00605877,-0.00601053,1.12366535,-1.11119643
-5.72386193,2.16749009,-2.14721462,0.04771923,-0.04808169,0.00000000,-0.00000000,0.94701748,-0.93690959,0.87115086,-0.86265493,0.00637783,-0.00632350,1.20878113,-1.19541140
-5.71785893,2.30733948,-2.28552190,0.04487765,-0.04519890,0.00000000,-0.00000000,1.01939987,-1.00864435,0.92761104,-0.91850352,0.00673641,-0.00667718,1.30037586,-1.28626120
-5.71185593,2.45856256,-2.43552351,0.04239246,-0.04267213,0.00000000,-0.00000000,1.09685980,-1.08560296,0.98826227,-0.97867830,0.00712640,-0.00706361,1.39736135,-1.38268721
-5.70585293,2.61888261,-2.59498755,0.04027130,-0.04050994,0.00000000,-0.00000000,1.17836038,-1.16676740,1.05214953,-1.04224285,0.00753876,-0.00747388,1.49844680,-1.48342481
-5.69984992,2.78572206,-2.76137299,0.03851346,-0.03871240,0.00000000,-0.00000000,1.26273586,-1.25098721,1.11819832,-1.10813772,0.00796379,-0.00789835,1.60216399,-1.58702745
-5.69384692,2.95626319,-2.93188869,0.03711039,-0.03727171,0.00000000,-0.00000000,1.34871776,-1.33700483,1.18524064,-1.17520574,0.00839129,-0.00832689,1.70690038,-1.69189864
-5.68784392,3.12752016,-3.10356403,0.03604645,-0.03617286,0.00000000,-0.00000000,1.43496626,-1.42348641,1.25204538,-1.24222182,0.00881089,-0.00874914,1.81093935,-1.79633130
-5.68184092,3.29642072,-3.27332939,0.03529988,-0.03539459,0.00000000,-0.00000000,1.52010590,-1.50905690,1.31735254,-1.30792668,0.00921226,-0.00915475,1.91250654,-1.89855335
-5.67583792,3.45989463,-3.43810398,0.03484387,-0.03491045,0.00000000,-0.00000000,1.60276441,-1.59233864,1.37990995,-1.37106338,0.00958546,-0.00953367,2.00982064,-1.99677807
-5.66983492,3.61496574,-3.59488776,0.03464769,-0.03468996,0.00000000,-0.00000000,1.68161335,-1.67199189,1.43851125,-1.43041518,0.00992114,-0.00987646,2.10114684,-2.08925739
-5.66383192,3.75884402,-3.74085384,0.03467801,-0.03469988,0.00000000,-0.00000000,1.75540870,-1.74675564,1.49203360,-1.48484350,0.01021086,-0.01017451,2.18485074,-2.17433595
-5.65782891,3.88901365,-3.87343751,0.03490007,-0.03490543,0.00000000,-0.00000000,1.82302979,-1.81548689,1.53947355,-1.53332412,0.01044732,-0.01042033,2.25945038,-2.25050368
-5.65182591,4.00331306,-3.99041785,0.03527892,-0.03527151,0.00000000,-0.00000000,1.88351459,-1.87719676,1.57997941,-1.57498028,0.01062456,-0.01060771,2.32366416,-2.31644453
-5.64582291,4.10000323,-4.08998803,0.03578056,-0.03576387,0.00000000,-0.00000000,1.93608973,-1.93108129,1.61287874,-1.60911091,0.01073811,-0.01073197,2.37645228,-2.37107909
-5.63981991,4.17782084,-4.17081087,0.03637295,-0.03635012,0.00000000,-0.00000000,1.98019344,-1.97654566,1.63769938,-1.63521280,0.01078515,-0.01079000,2.41704967,-2.41359891
-5.63381691,4.23601336,-4.23205676,0.03702683,-0.03700059,0.00000000,-0.00000000,2.01549044,-2.01322021,1.65418333,-1.65299549,0.01076455,-0.01078041,2.44498892,-2.44349101
-5.62781391,4.27435439,-4.27342191,0.03771645,-0.03768906,0.00000000,-0.00000000,2.04187760,-2.04096753,1.66229228,-1.66238810,0.01067684,-0.01070347,2.46011175,-2.46055114
-5.62181091,4.29313800,-4.29512569,0.03841997,-0.03839322,0.00000000,-0.00000000,2.05948001,-2.05987990,1.66220490,-1.66353781,0.01052421,-0.01056113,2.46256863,-2.46488504
-5.61580790,4.29315241,-4.29788714,0.03911977,-0.03909494,0.00000000,-0.00000000,2.06863761,-2.07026722,1.65430566,-1.65679984,0.01031040,-0.01035686,2.45280635,-2.45689776
-5.60980490,4.27563403,-4.28288168,0.03980243,-0.03978035,0.00000000,-0.00000000,2.06988284,-2.07263578,1.63916580,-1.64271952,0.01004047,-0.01009555,2.43154416,-2.43727134
-5.60380190,4.24220425,-4.25168001,0.04045858,-0.04043964,0.00000000,-0.00000000,2.06391042,-2.06765915,1.61751745,-1.62200729,0.00972070,-0.00978330,2.39973975,-2.40693206
-5.59779890,4.19479193,-4.20617241,0.04108252,-0.04106676,0.00000000,-0.00000000,2.05154083,-2.05614228,1.59022201,-1.59550774,0.00935829,-0.00942716,2.35854664,-2.36700891
-5.59179590,4.13554587,-4.14848211,0.04167171,-0.04165887,0.00000000,-0.00000000,2.03367933,-2.03898105,1.55823451,-1.56416449,0.00896115,-0.00903496,2.30926530,-2.31878533
-5.58579290,4.06674130,-4.08087240,0.04222617,-0.04221577,0.00000000,-0.00000000,2.01127274,-2.01711917,1.52256562,-1.52898232,0.00853763,-0.00861499,2.25329036,-2.26364679
-5.57978989,3.99068560,-4.00565198,0.04274771,-0.04273913,0.00000000,-0.00000000,1.98526613,-1.99150468,1.48424325,-1.49098873,0.00809629,-0.00817578,2.19205662,-2.20302666
-5.57378689,3.90962764,-3.92508351,0.04323924,-0.04323182,0.00000000,-0.00000000,1.95656187,-1.96304858,1.44427558,-1.45119663,0.00764566,-0.00772588,2.12698653,-2.13835331
