energy_ev,total_up,total_down,Ga_p_up,Ga_p_down,Ga_d_up,Ga_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.56778389,3.82567548,-3.84129980,0.04370406,-0.04369715,0.00000000,-0.00000000,1.92598303,-1.93258742,1.40361718,-1.41056993,0.00719403,-0.00727363,2.05944165,-2.07100080
-5.56178089,3.74072614,-3.75623174,0.04414526,-0.04413828,0.00000000,-0.00000000,1.89424305,-1.90085206,1.36313996,-1.36999369,0.00674933,-0.00682700,1.99068037,-2.00224550
-5.55577789,3.65641090,-3.67155123,0.04456514,-0.04455763,0.00000000,-0.00000000,1.86192313,-1.86844390,1.32360993,-1.33025001,0.00631896,-0.00639350,1.92182369,-1.93323069
-5.54977489,3.57405812,-3.58863156,0.04496493,-0.04495658,0.00000000,-0.00000000,1.82945838,-1.83581983,1.28567090,-1.29200075,0.00590975,-0.00598004,1.85383047,-1.86494033
-5.54377189,3.49467492,-3.50852649,0.04534458,-0.04533521,0.00000000,-0.00000000,1.79713316,-1.80328630,1.24983537,-1.25577743,0.00552794,-0.00559293,1.78748280,-1.79818309
-5.53776888,3.41894786,-3.43196838,0.04570275,-0.04569232,0.00000000,-0.00000000,1.76508561,-1.77100266,1.21648294,-1.22197859,0.00517915,-0.00523789,1.72338183,-1.73358669
-5.53176588,3.34726151,-3.35938451,0.04603706,-0.04602560,0.00000000,-0.00000000,1.73332073,-1.73899313,1.18586564,-1.19087421,0.00486850,-0.00492010,1.66195349,-1.67160231
-5.52576288,3.27973319,-3.29092977,0.04634444,-0.04633202,0.00000000,-0.00000000,1.70173096,-1.70716649,1.15811970,-1.16261670,0.00460062,-0.00464427,1.60346321,-1.61251823
-5.51975988,3.21626093,-3.22653306,0.04662166,-0.04660832,0.00000000,-0.00000000,1.67012278,-1.67534195,1.13328254,-1.13725724,0.00437984,-0.00441475,1.54803827,-1.55648119
-5.51375688,3.15658131,-3.16595404,0.04686600,-0.04685166,0.00000000,-0.00000000,1.63824761,-1.64327955,1.11131397,-1.11476647,0.00421022,-0.00423564,1.49569587,-1.50352385
-5.50775388,3.10033332,-3.10884639,0.04707593,-0.04706031,0.00000000,-0.00000000,1.60583485,-1.61071309,1.09211984,-1.09505795,0.00409573,-0.00411092,1.44637502,-1.45359630
-5.50175088,3.04712426,-3.05482367,0.04725185,-0.04723442,0.00000000,-0.00000000,1.57262535,-1.57738352,1.07557695,-1.07801294,0.00404031,-0.00404454,1.39997004,-1.40659946
-5.49574787,2.99659360,-3.00352363,0.04739680,-0.04737668,0.00000000,-0.00000000,1.53840301,-1.54307090,1.06155746,-1.06350498,0.00404798,-0.00404047,1.35636354,-1.36241829
-5.48974487,2.94847116,-2.95466725,0.04751698,-0.04749292,0.00000000,-0.00000000,1.50302290,-1.50762305,1.04995160,-1.05142286,0.00412283,-0.00410284,1.31545693,-1.32095268
-5.48374187,2.90262642,-2.90810930,0.04762226,-0.04759261,0.00000000,-0.00000000,1.46643433,-1.47097922,1.04068719,-1.04169066,0.00426908,-0.00423582,1.27719670,-1.28214439
-5.47773887,2.85910612,-2.86387759,0.04772638,-0.04768907,0.00000000,-0.00000000,1.42869766,-1.43318776,1.03374514,-1.03428376,0.00449098,-0.00444370,1.24159495,-1.24599839
-5.47173587,2.81815860,-2.82219892,0.04784700,-0.04779960,0.00000000,-0.00000000,1.38999404,-1.39441671,1.02917003,-1.02924013,0.00479273,-0.00473070,1.20874335,-1.21259771
-5.46573287,2.78024347,-2.78351069,0.04800549,-0.04794522,0.00000000,-0.00000000,1.35062780,-1.35495708,1.02707535,-1.02666618,0.00517834,-0.00510089,1.17881972,-1.18211098
-5.45972986,2.74602659,-2.74845760,0.04822641,-0.04815027,0.00000000,-0.00000000,1.31102136,-1.31521870,1.02764312,-1.02673718,0.00565139,-0.00555797,1.15208720,-1.15479250
-5.45372686,2.71636064,-2.71787400,0.04853686,-0.04844173,0.00000000,-0.00000000,1.27170330,-1.27571900,1.03111809,-1.02969208,0.00621483,-0.00610503,1.12888620,-1.13097514
-5.44772386,2.69225281,-2.69275303,0.04896553,-0.04884827,0.00000000,-0.00000000,1.23329016,-1.23706561,1.03779689,-1.03582325,0.00687067,-0.00674430,1.10961987,-1.11105647
-5.44172086,2.67482114,-2.67420422,0.04954157,-0.04939921,0.00000000,-0.00000000,1.19646324,-1.19993364,1.04801269,-1.04546161,0.00761973,-0.00747682,1.09473392,-1.09547932
-5.43571786,2.66524208,-2.66340200,0.05029339,-0.05012327,0.00000000,-0.00000000,1.16194141,-1.16503892,1.06211621,-1.05895814,0.00846129,-0.00830218,1.08469214,-1.08470769
-5.42971486,2.66469185,-2.66152757,0.05124728,-0.05104722,0.00000000,-0.00000000,1.13045155,-1.13310868,1.08045416,-1.07666246,0.00939282,-0.00921822,1.07994903,-1.07919963
-5.42371186,2.67428450,-2.66970722,0.05242614,-0.05219458,0.00000000,-0.00000000,1.10269787,-1.10485094,1.10334610,-1.09889981,0.01040975,-0.01022073,1.08092094,-1.07937852
-5.41770885,2.69500965,-2.68894991,0.05384814,-0.05358431,0.00000000,-0.00000000,1.07933168,-1.08092413,1.13106079,-1.12594740,0.01150522,-0.01130330,1.08795740,-1.08560419
-5.41170585,2.72767276,-2.72008698,0.05552560,-0.05522959,0.00000000,-0.00000000,1.06092278,-1.06190825,1.16379338,-1.15801138,0.01266998,-0.01245709,1.10131398,-1.09814554
-5.40570285,2.77284065,-2.76371690,0.05746393,-0.05713685,0.00000000,-0.00000000,1.04793376,-1.04827884,1.20164433,-1.19520547,0.01389230,-0.01367082,1.12112809,-1.11715586
-5.39969985,2.83079462,-2.82015726,0.05966092,-0.05930490,0.00000000,-0.00000000,1.04069817,-1.04038454,1.24460118,-1.23753224,0.01515801,-0.01493074,1.14739894,-1.14265214
-5.39369685,2.90149327,-2.88940627,0.06210619,-0.06172441,0.00000000,-0.00000000,1.03940336,-1.03842948,1.29252394,-1.28486803,0.01645066,-0.01622077,1.17997247,-1.17449939
-5.38769385,2.98454653,-2.97111533,0.06478100,-0.06437769,0.00000000,-0.00000000,1.04407859,-1.04246065,1.34513491,-1.33695213,0.01775172,-0.01752274,1.21853205,-1.21240053
-5.38169085,3.07920202,-3.06457382,0.06765834,-0.06723870,0.00000000,-0.00000000,1.05458867,-1.05236095,1.40201346,-1.39338088,0.01904100,-0.01881668,1.26259545,-1.25589252
-5.37568784,3.18434451,-3.16870690,0.07070339,-0.07027347,0.00000000,-0.00000000,1.07063341,-1.06784795,1.46259595,-1.45360699,0.02029701,-0.02008132,1.31151799,-1.30434880
-5.36968484,3.29850829,-3.28208642,0.07387416,-0.07344074,0.00000000,-0.00000000,1.09175265,-1.08847830,1.52618112,-1.51694419,0.02149760,-0.02129452,1.36450207,-1.35698800
-5.36368184,3.41990244,-3.40295461,0.07712256,-0.07669297,0.00000000,-0.00000000,1.11733670,-1.11365752,1.59194068,-1.58257723,0.02262047,-0.02243396,1.42061251,-1.41288863
-5.35767884,3.54644788,-3.52925989,0.08039559,-0.07997753,0.00000000,-0.00000000,1.14664172,-1.14265494,1.65893491,-1.64957693,0.02364386,-0.02347773,1.47879716,-1.47100911
-5.35167584,3.67582505,-3.65870339,0.08363678,-0.08323808,0.00000000,-0.00000000,1.17880944,-1.17462287,1.72613267,-1.71691971,0.02454725,-0.02440499,1.53791209,-1.53021248
-5.34567284,3.80553065,-3.78879486,0.08678772,-0.08641613,0.00000000,-0.00000000,1.21289060,-1.20861972,1.79243526,-1.78351106,0.02531196,-0.02519668,1.59675035,-1.58929483
-5.33966983,3.93294134,-3.91691577,0.08978971,-0.08945268,0.00000000,-0.00000000,1.24787114,-1.24363598,1.85670325,-1.84821217,0.02592181,-0.02583611,1.65407326,-1.64701643
-5.33366683,4.05538238,-4.04038760,0.09258537,-0.09228984,0.00000000,-0.00000000,1.28270050,-1.27862224,1.91778530,-1.90986861,0.02636366,-0.02630954,1.70864312,-1.70213441
-5.32766383,4.17019869,-4.15654299,0.09512024,-0.09487244,0.00000000,-0.00000000,1.31632086,-1.31251852,1.97454805,-1.96734027,0.02662788,-0.02660667,1.75925623,-1.75343589
-5.32166083,4.27482608,-4.26279721,0.09734425,-0.09714952,0.00000000,-0.00000000,1.34769660,-1.34428370,2.02590603,-2.01953135,0.02670870,-0.02672100,1.80477497,-1.79977033
-5.31565783,4.36686011,-4.35671762,0.09921303,-0.09907571,0.00000000,-0.00000000,1.37584288,-1.37292432,2.07085039,-2.06541949,0.02660441,-0.02665008,1.84415798,-1.84008011
-5.30965483,4.44412033,-4.43608875,0.10068900,-0.10061231,0.00000000,-0.00000000,1.39985251,-1.39752172,2.10847568,-2.10408284,0.02631747,-0.02639563,1.87648740,-1.87342824
-5.30365183,4.50470784,-4.49897093,0.10174228,-0.10172824,0.00000000,-0.00000000,1.41892033,-1.41725676,2.13800368,-2.13472439,0.02585441,-0.02596344,1.90099223,-1.89902237
-5.29764882,4.54705423,-4.54375039,0.10235129,-0.10240073,0.00000000,-0.00000000,1.43236426,-1.43143129,2.15880340,-2.15669256,0.02522566,-0.02536329,1.91706733,-1.91623433
-5.29164582,4.56996048,-4.56917960,0.10250311,-0.10261562,0.00000000,-0.00000000,1.43964243,-1.43948581,2.17040689,-2.16949756,0.02444520,-0.02460854,1.92428729,-1.92461476
-5.28564282,4.57262487,-4.57440650,0.10219355,-0.10236759,0.00000000,-0.00000000,1.44036595,-1.44101273,2.17252017,-2.17282297,0.02353011,-0.02371578,1.92241503,-1.92390238
-5.27963982,4.55465894,-4.55899195,0.10142701,-0.10165994,0.00000000,-0.00000000,1.43430697,-1.43576503,2.16502928,-2.16653233,0.02250009,-0.02270428,1.91140498,-1.91402779
-5.27363682,4.51609174,-4.52291525,0.10021608,-0.10050428,0.00000000,-0.00000000,1.42140188,-1.42365994,2.14800122,-2.15067078,0.02137680,-0.02159543,1.89140090,-1.89511196
-5.26763382,4.45736228,-4.46656797,0.09858095,-0.09891994,0.00000000,-0.00000000,1.40174968,-1.40477790,2.12168010,-2.12546161,0.02018327,-0.02041207,1.86272865,-1.86745950
-5.26163082,4.37930112,-4.39073663,0.09654864,-0.09693323,0.00000000,-0.00000000,1.37560572,-1.37935678,2.08647876,-2.09129844,0.01894327,-0.01917792,1.82588439,-1.83154738
-5.25562781,4.28310204,-4.29657534,0.09415215,-0.09457655,0.00000000,-0.00000000,1.34337123,-1.34778183,2.04296633,-2.04873313,0.01768066,-0.01791688,1.78151870,-1.78800944
-5.24962481,4.17028530,-4.18556985,0.09142942,-0.09188743,0.00000000,-0.00000000,1.30557907,-1.31057184,1.99185245,-1.99846028,0.01641880,-0.01665247,1.73041752,-1.73761753
-5.24362181,4.04265392,-4.05949440,0.08842236,-0.08890750,0.00000000,-0.00000000,1.26287637,-1.26836204,1.93396864,-1.94129885,0.01518007,-0.01540729,1.67348042,-1.68126007
-5.23761881,3.90224490,-3.92036331,0.08517578,-0.08568142,0.00000000,-0.00000000,1.21600475,-1.22188458,1.87024770,-1.87817172,0.01398537,-0.01420258,1.61169725,-1.61991873
-5.23161581,3.75127707,-3.77037903,0.08173635,-0.08225587,0.00000000,-0.00000000,1.16577893,-1.17194725,1.80170190,-1.81008384,0.01285376,-0.01305777,1.54612380,-1.55464410
-5.22561281,3.59209731,-3.61187835,0.07815164,-0.07867851,0.00000000,-0.00000000,1.11306437,-1.11941119,1.72940035,-1.73809971,0.01180219,-0.01199022,1.47785728,-1.48653112
-5.21960980,3.42712692,-3.44727861,0.07446916,-0.07499708,0.00000000,-0.00000000,1.05875487,-1.06516843,1.65444663,-1.66332082,0.01084529,-0.01101502,1.40801232,-1.41669495
-5.21360680,3.25880938,-3.27902517,0.07073554,-0.07125849,0.00000000,-0.00000000,1.00375064,-1.01011992,1.57795684,-1.58686368,0.00999525,-0.01014480,1.33769805,-1.34624780
-5.20760380,3.08956098,-3.10954168,0.06699571,-0.06750809,0.00000000,-0.00000000,0.94893753,-0.95515457,1.50103869,-1.50983876,0.00926176,-0.00938972,1.26799673,-1.27627745
-5.20160080,2.92172509,-2.94118391,0.06329229,-0.06378893,0.00000000,-0.00000000,0.89516793,-0.90113002,1.42477204,-1.43333080,0.00865206,-0.00875747,1.19994432,-1.20782749
-5.19559780,2.75753108,-2.77619809,0.05966496,-0.06014120,0.00000000,-0.00000000,0.84324374,-0.84885529,1.35019099,-1.35838082,0.00817095,-0.00825327,1.13451324,-1.14187988
-5.18959480,2.59905811,-2.61668425,0.05614997,-0.05660169,0.00000000,-0.00000000,0.79390164,-0.79907585,1.27826784,-1.28596984,0.00782090,-0.00788002,1.07259746,-1.07933976
-5.18359180,2.44820428,-2.46456485,0.05277975,-0.05320341,0.00000000,-0.00000000,0.74780083,-0.75246114,1.20989896,-1.21700458,0.00760222,-0.00763840,1.01499996,-1.02102272
-5.17758879,2.30666127,-2.32155876,0.04958256,-0.04997522,0.00000000,-0.00000000,0.70551347,-0.70959462,1.14589259,-1.15230510,0.00751311,-0.00752698,0.96242267,-0.96764439
-5.17158579,2.17589421,-2.18916071,0.04658223,-0.04694159,0.00000000,-0.00000000,0.66751752,-0.67096645,1.08695871,-1.09259443,0.00754987,-0.00754239,0.91545861,-0.91981246
-5.16558279,2.05712701,-2.06862604,0.04379804,-0.04412241,0.00000000,-0.00000000,0.63419219,-0.63696860,1.03370083,-1.03849024,0.00770701,-0.00767941,0.87458640,-0.87802090
