energy_ev,total_up,P_s_up,P_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.62781391,1.43985925,0.01303085,0.66547585,0.00762322,0.18207021,0.39506772,0.42538209
-5.62181091,1.41145403,0.01228132,0.65365697,0.00756868,0.17860272,0.38594780,0.41440541
-5.61580790,1.38482926,0.01154777,0.64281190,0.00754814,0.17524124,0.37792107,0.40406836
-5.60980490,1.36116823,0.01084493,0.63348739,0.00756597,0.17212810,0.37138420,0.39475595
-5.60380190,1.34157271,0.01018642,0.62618824,0.00762525,0.16940005,0.36670348,0.38682277
-5.59779890,1.32703813,0.00958452,0.62136526,0.00772757,0.16718572,0.36420714,0.38058497
-5.59179590,1.31843349,0.00905001,0.61940561,0.00787297,0.16560340,0.36417925,0.37631398
-5.58579290,1.31648619,0.00859202,0.62062553,0.00805983,0.16475929,0.36685529,0.37423200
-5.57978989,1.32177177,0.00821800,0.62526559,0.00828492,0.16474612,0.37241944,0.37450932
-5.57378689,1.33470856,0.00793375,0.63348838,0.00854343,0.16564217,0.38100337,0.37726330
-5.56778389,1.35555667,0.00774341,0.64537847,0.00882909,0.16751051,0.39268643,0.38255902
-5.56178089,1.38442083,0.00764962,0.66094441,0.00913440,0.17039861,0.40749698,0.39041121
-5.55577789,1.42125631,0.00765353,0.68012237,0.00945079,0.17433804,0.42541455,0.40078728
-5.54977489,1.46587716,0.00775500,0.70278107,0.00976895,0.17934431,0.44637253,0.41361120
-5.54377189,1.51796604,0.00795267,0.72872761,0.01007912,0.18541675,0.47026115,0.42876776
-5.53776888,1.57708469,0.00824409,0.75771380,0.01037137,0.19253843,0.49693039,0.44610715
-5.53176588,1.64268460,0.00862579,0.78944260,0.01063599,0.20067598,0.52619265,0.46544939
-5.52576288,1.71411719,0.00909341,0.82357443,0.01086380,0.20977944,0.55782506,0.48658855
-5.51975988,1.79064322,0.00964172,0.85973306,0.01104644,0.21978206,0.59157130,0.50929643
-5.51375688,1.87144135,0.01026469,0.89751097,0.01117663,0.23060015,0.62714294,0.53332589
-5.50775388,1.95561573,0.01095554,0.93647425,0.01124846,0.24213294,0.66422053,0.55841348
-5.50175088,2.04220306,0.01170672,0.97616684,0.01125753,0.25426276,0.70245439,0.58428177
-5.49574787,2.13017950,0.01251002,1.01611459,0.01120109,0.26685526,0.74146560,0.61064117
-5.48974487,2.21846786,0.01335652,1.05582909,0.01107807,0.27976021,0.78084733,0.63719176
-5.48374187,2.30594587,0.01423671,1.09481161,0.01088917,0.29281261,0.82016684,0.66362497
-5.47773887,2.39145604,0.01514055,1.13255749,0.01063668,0.30583434,0.85896850,0.68962562
-5.47173587,2.47381771,0.01605755,1.16856112,0.01032447,0.31863652,0.89677805,0.71487438
-5.46573287,2.55184165,0.01697691,1.20232183,0.00995778,0.33102231,0.93310832,0.73905082
-5.45972986,2.62434748,0.01788767,1.23335069,0.00954302,0.34279049,0.96746642,0.76183718
-5.45372686,2.69018389,0.01877891,1.26117835,0.00908755,0.35373945,0.99936244,0.78292295
-5.44772386,2.74825129,0.01963992,1.28536383,0.00859944,0.36367180,1.02831956,0.80201009
-5.44172086,2.79752640,0.02046042,1.30550395,0.00808723,0.37239909,1.05388505,0.81881894
-5.43571786,2.83708790,0.02123077,1.32124320,0.00755966,0.37974689,1.07564209,0.83309451
-5.42971486,2.86614203,0.02194216,1.33228363,0.00702549,0.38555969,1.09322164,0.84461283
-5.42371186,2.88404707,0.02258681,1.33839420,0.00649328,0.38970553,1.10631398,0.85318725
-5.41770885,2.89033535,0.02315807,1.33941914,0.00597124,0.39208017,1.11467918,0.85867411
-5.41170585,2.88473160,0.02365057,1.33528486,0.00546711,0.39261056,1.11815610,0.86097764
-5.40570285,2.86716640,0.02406025,1.32600482,0.00498809,0.39125735,1.11666930,0.86005363
-5.39969985,2.83778400,0.02438438,1.31168217,0.00454078,0.38801649,1.11023341,0.85591171
-5.39369685,2.79694372,0.02462151,1.29250970,0.00413120,0.38291954,1.09895478,0.84861605
-5.38769385,2.74521468,0.02477139,1.26876722,0.00376481,0.37603295,1.08303014,0.83828437
-5.38169085,2.68336392,0.02483485,1.24081613,0.00344660,0.36745614,1.06274234,0.82508527
-5.37568784,2.61233821,0.02481365,1.20909154,0.00318110,0.35731848,1.03845330,0.80923400
-5.36968484,2.53324048,0.02471028,1.17409227,0.00297255,0.34577538,1.01059455,0.79098690
-5.36368184,2.44730164,0.02452784,1.13636894,0.00282492,0.33300362,0.97965569,0.77063469
-5.35767884,2.35584915,0.02426982,1.09651089,0.00274203,0.31919614,0.94617131,0.74849505
-5.35167584,2.26027362,0.02393999,1.05513231,0.00272761,0.30455649,0.91070706,0.72490468
-5.34567284,2.16199482,0.02354225,1.01285817,0.00278534,0.28929326,0.87384527,0.70021142
-5.33966983,2.06242837,0.02308058,0.97031052,0.00291884,0.27361462,0.83617078,0.67476644
-5.33366683,1.96295426,0.02255896,0.92809550,0.00313169,0.25772329,0.79825757,0.64891706
-5.32766383,1.86488824,0.02198136,0.88679152,0.00342733,0.24181197,0.76065638,0.62300030
-5.32166083,1.76945681,0.02135180,0.84693884,0.00380899,0.22605953,0.72388393,0.59733721
-5.31565783,1.67777626,0.02067433,0.80903072,0.00427955,0.21062787,0.68841367,0.57222831
-5.30965483,1.59083607,0.01995315,0.77350627,0.00484139,0.19565969,0.65466845,0.54794985
-5.30365183,1.50948664,0.01919268,0.74074483,0.00549616,0.18127699,0.62301494,0.52475109
-5.29764882,1.43443129,0.01839757,0.71106209,0.00624466,0.16758041,0.59375977,0.50285240
-5.29164582,1.36622220,0.01757284,0.68470756,0.00708657,0.15464921,0.56714741,0.48244403
-5.28564282,1.30525988,0.01672385,0.66186342,0.00802027,0.14254195,0.54335947,0.46368558
-5.27963982,1.25179587,0.01585632,0.64264464,0.00904265,0.13129763,0.52251543,0.44670587
-5.27363682,1.20593823,0.01497632,0.62710020,0.01014901,0.12093728,0.50467448,0.43160329
-5.26763382,1.16765952,0.01409020,0.61521541,0.01133290,0.11146586,0.48983854,0.41844642
-5.26163082,1.13680690,0.01320451,0.60691528,0.01258610,0.10287439,0.47795616,0.40727500
-5.25562781,1.11311424,0.01232585,0.60206888,0.01389865,0.09514219,0.46892737,0.39810119
-5.24962481,1.09621606,0.01146079,0.60049478,0.01525893,0.08823925,0.46260941,0.39091116
-5.24362181,1.08566301,0.01061568,0.60196757,0.01665380,0.08212860,0.45882316,0.38566700
-5.23761881,1.08093910,0.00979652,0.60622542,0.01806887,0.07676863,0.45736048,0.38230909
-5.23161581,1.08148014,0.00900880,0.61297867,0.01948882,0.07211542,0.45799214,0.38075891
-5.22561281,1.08669357,0.00825739,0.62191939,0.02089773,0.06812500,0.46047654,0.38092226
-5.21960980,1.09597907,0.00754645,0.63273176,0.02227950,0.06475548,0.46456883,0.38269297
-5.21360680,1.10874994,0.00687929,0.64510310,0.02361835,0.06196919,0.47003053,0.38595709
-5.20760380,1.12445447,0.00625840,0.65873518,0.02489924,0.05973451,0.47663928,0.39059732
-5.20160080,1.14259703,0.00568537,0.67335566,0.02610835,0.05802776,0.48419857,0.39649771
-5.19559780,1.16275803,0.00516096,0.68872908,0.02723354,0.05683474,0.49254714,0.40354856
-5.18959480,1.18461225,0.00468510,0.70466719,0.02826472,0.05615209,0.50156768,0.41165104
-5.18359180,1.20794470,0.00425700,0.72103808,0.02919423,0.05598838,0.51119466,0.42072176
-5.17758879,1.23266346,0.00387521,0.73777368,0.03001704,0.05636484,0.52142080,0.43069669
-5.17158579,1.25880861,0.00353774,0.75487534,0.03073100,0.05731569,0.53230197,0.44153457
-5.16558279,1.28655695,0.00324219,0.77241709,0.03133685,0.05888802,0.54396014,0.45321938
-5.15957979,1.31622181,0.00298585,0.79054624,0.03183822,0.06114119,0.55658431,0.46576177
-5.15357679,1.34824774,0.00276579,0.80948132,0.03224148,0.06414567,0.57042899,0.47919940
-5.14757379,1.38319979,0.00257904,0.82950698,0.03255555,0.06798133,0.58581033,0.49359600
-5.14157079,1.42174755,0.00242259,0.85096607,0.03279151,0.07273519,0.60309965,0.50903899
-5.13556778,1.46464387,0.00229355,0.87424888,0.03296225,0.07849853,0.62271456,0.52563593
-5.12956478,1.51269885,0.00218918,0.89977976,0.03308198,0.08536360,0.64510757,0.54350945
-5.12356178,1.56674953,0.00210692,0.92800139,0.03316571,0.09341982,0.67075261,0.56279118
-5.11755878,1.62762606,0.00204445,0.95935718,0.03322872,0.10274957,0.70012943,0.58361441
-5.11155578,1.69611522,0.00199971,0.99427216,0.03328601,0.11342382,0.73370649,0.60610604
-5.10555278,1.77292246,0.00197088,1.03313309,0.03335175,0.12549756,0.77192255,0.63037789
-5.09954977,1.85863356,0.00195634,1.07626832,0.03343877,0.13900533,0.81516759,0.65651769
-5.09354677,1.95367736,0.00195474,1.12392814,0.03355811,0.15395687,0.86376351,0.68458024
-5.08754377,2.05829081,0.00196487,1.17626641,0.03371863,0.17033320,0.91794537,0.71457903
-5.08154077,2.17248796,0.00198570,1.23332420,0.03392669,0.18808330,0.97784372,0.74647875
-5.07553777,2.29603418,0.00201628,1.29501611,0.03418596,0.20712145,1.04346864,0.78018908
-5.06953477,2.42842690,0.00205578,1.36112015,0.03449728,0.22732552,1.11469648,0.81556025
-5.06353177,2.56888424,0.00210339,1.43127160,0.03485865,0.24853633,1.19125958,0.85238055
-5.05752876,2.71634225,0.00215834,1.50496141,0.03526536,0.27055812,1.27273987,0.89037620
-5.05152576,2.86946167,0.00221985,1.58153963,0.03571018,0.29316031,1.35856669,0.92921363
-5.04552276,3.02664441,0.00228711,1.66022374,0.03618366,0.31608049,1.44801935,0.96850438
-5.03951976,3.18605976,0.00235928,1.74011217,0.03667450,0.33902874,1.54023454,1.00781239
-5.03351676,3.34567989,0.00243549,1.82020242,0.03717005,0.36169304,1.63421874,1.04666362
-5.02751376,3.50332380,0.00251482,1.89941358,0.03765678,0.38374585,1.72886548,1.08455763
-5.02151076,3.65670830,0.00259635,1.97661236,0.03812084,0.40485146,1.82297702,1.12098068
-5.01550775,3.80350450,0.00267911,2.05064175,0.03854854,0.42467412,1.91528999,1.15541976
-5.00950475,3.94139778,0.00276214,2.12035141,0.03892696,0.44288653,2.00450416,1.18737704
-5.00350175,4.06814895,0.00284449,2.18462837,0.03924434,0.45917839,2.08931348,1.21638406
-4.99749875,4.18165447,0.00292524,2.24242712,0.03949050,0.47326485,2.16843826,1.24201487
-4.99149575,4.28000317,0.00300350,2.29279771,0.03965719,0.48489439,2.24065741,1.26389776
-4.98549275,4.36152748,0.00307846,2.33491074,0.03973830,0.49385590,2.30483962,1.28172483
-4.97948974,4.42484693,0.00314934,2.36807844,0.03972997,0.49998468,2.35997214,1.29525914
-4.97348674,4.46890261,0.00321545,2.39177081,0.03963059,0.50316712,2.40518640,1.30433902
-4.96748374,4.49298103,0.00327616,2.40562660,0.03944072,0.50334385,2.43977930,1.30887963
-4.96148074,4.49672694,0.00333092,2.40945851,0.03916289,0.50051131,2.46322962,1.30887160
-4.95547774,4.48014483,0.00337922,2.40325292,0.03880134,0.49472152,2.47520899,1.30437713
-4.94947474,4.44358944,0.00342063,2.38716427,0.03836171,0.48608030,2.47558714,1.29552385
-4.94347174,4.38774619,0.00345474,2.36150476,0.03785067,0.47474383,2.46443157,1.28249697
-4.93746873,4.31360279,0.00348121,2.32672990,0.03727554,0.46091373,2.44200175,1.26553016
-4.93146573,4.22241375,0.00349972,2.28342111,0.03664401,0.44483100,2.40873844,1.24489594
-4.92546273,4.11565954,0.00350997,2.23226615,0.03596380,0.42676886,2.36524875,1.22089607
-4.91945973,3.99500259,0.00351170,2.17403846,0.03524242,0.40702499,2.31228782,1.19385255
-4.91345673,3.86224203,0.00350470,2.10957648,0.03448704,0.38591334,2.25073792,1.16409965
-4.90745373,3.71926904,0.00348878,2.03976374,0.03370439,0.36375583,2.18158600,1.13197740
-4.90145073,3.56802463,0.00346384,1.96551052,0.03290082,0.34087434,2.10590053,1.09782678
-4.89544772,3.41046109,0.00342983,1.88773763,0.03208232,0.31758313,2.02480850,1.06198662
-4.88944472,3.24850811,0.00338683,1.80736268,0.03125475,0.29418204,1.93947327,1.02479216
-4.88344172,3.08404433,0.00333501,1.72528894,0.03042403,0.27095062,1.85107390,0.98657511
-4.87743872,2.91887442,0.00327471,1.64239673,0.02959638,0.24814328,1.76078621,0.94766495
-4.87143572,2.75471169,0.00320641,1.55953721,0.02877858,0.22598567,1.66976612,0.90839091
-4.86543272,2.59316565,0.00313079,1.47752808,0.02797821,0.20467223,1.57913501,0.86908440
-4.85942971,2.43573407,0.00304871,1.39715080,0.02720382,0.18436489,1.48996733,0.83008130
-4.85342671,2.28379862,0.00296121,1.31914885,0.02646506,0.16519291,1.40328031,0.79172384
-4.84742371,2.13862324,0.00286953,1.24422653,0.02577273,0.14725369,1.32002535,0.75436161
-4.84142071,2.00135439,0.00277506,1.17304789,0.02513874,0.13061456,1.24108120,0.71835152
-4.83541771,1.87302251,0.00267936,1.10623545,0.02457595,0.11531510,1.16724841,0.68405656
-4.82941471,1.75454393,0.00258410,1.04436854,0.02409792,0.10137023,1.09924508,0.65184336
-4.82341171,1.64672286,0.00249104,0.98798107,0.02371863,0.08877351,1.03770361,0.62207856
-4.81740870,1.55025335,0.00240198,0.93755890,0.02345205,0.07750074,0.98316845,0.59512436
-4.81140570,1.46572083,0.00231874,0.89353687,0.02331172,0.06751363,0.93609490,0.57133332
-4.80540270,1.39360369,0.00224309,0.85629583,0.02331024,0.05876335,0.89684877,0.55104285
-4.79939970,1.33427491,0.00217671,0.82615974,0.02345887,0.05119393,0.86570729,0.53456983
-4.79339670,1.28800395,0.00212118,0.80339348,0.02376701,0.04474532,0.84286098,0.52220553
-4.78739370,1.25495944,0.00207793,0.78820136,0.02424183,0.03935615,0.82841686,0.51421120
-4.78139070,1.23521262,0.00204818,0.78072663,0.02488796,0.03496601,0.82240276,0.51081463
-4.77538769,1.22874180,0.00203300,0.78105217,0.02570718,0.03151729,0.82477277,0.51220772
-4.76938469,1.23543780,0.00203319,0.78920226,0.02669833,0.02895654,0.83541366,0.51854506
-4.76338169,1.25511010,0.00204937,0.80514533,0.02785723,0.02723535,0.85415190,0.52994349
-4.75737869,1.28749352,0.00208193,0.82879741,0.02917672,0.02631075,0.88076107,0.54648243
-4.75137569,1.33225470,0.00213101,0.86002591,0.03064681,0.02614515,0.91496910,0.56820463
-4.74537269,1.38899800,0.00219657,0.89865323,0.03225487,0.02670591,0.95646476,0.59511697
-4.73936968,1.45726998,0.00227834,0.94445973,0.03398597,0.02796442,1.00490311,0.62719097
-4.73336668,1.53656187,0.00237585,0.99718552,0.03582312,0.02989503,1.05990917,0.66436260
-4.72736368,1.62630953,0.00248843,1.05653068,0.03774768,0.03247353,1.12107955,0.70653095
-4.72136068,1.72589037,0.00261523,1.12215350,0.03973967,0.03567559,1.18798163,0.75355567
-4.71535768,1.83461717,0.00275517,1.19366665,0.04177815,0.03947493,1.26015035,0.80525285
-4.70935468,1.95172892,0.00290701,1.27063124,0.04384146,0.04384163,1.33708247,0.86138954
-4.70335168,2.07637901,0.00306928,1.35254910,0.04590757,0.04874033,1.41822887,0.92167696
-4.69734867,2.20762178,0.00324030,1.43885369,0.04795422,0.05412865,1.50298535,0.98576289
-4.69134567,2.34439823,0.00341820,1.52890044,0.04995918,0.05995586,1.59068258,1.05322365
-4.68534267,2.48552262,0.00360086,1.62195734,0.05190034,0.06616185,1.68057653,1.12355652
-4.67933967,2.62967114,0.00378596,1.71719685,0.05375586,0.07267646,1.77184004,1.19617322
-4.67333667,2.77537457,0.00397098,1.81369030,0.05550427,0.07941939,1.86355701,1.27039541
-4.66733367,2.92101640,0.00415321,1.91040573,0.05712456,0.08630046,1.95472018,1.34545301
-4.66133067,3.06483791,0.00432977,2.00621037,0.05859631,0.09322060,2.04423353,1.42048614
-4.65532766,3.20495122,0.00449770,2.09987835,0.05989985,0.10007324,2.13092002,1.49455121
-4.64932466,3.33936127,0.00465395,2.19010438,0.06101643,0.10674627,2.21353530,1.56663172
-4.64332166,3.46599672,0.00479549,2.27552349,0.06192848,0.11312449,2.29078740,1.63565384
-4.63731866,3.58274951,0.00491935,2.35473672,0.06261989,0.11909238,2.36136220,1.70050670
-4.63131566,3.68752216,0.00502275,2.42634207,0.06307629,0.12453719,2.42395402,1.76006697
-4.62531266,3.77828119,0.00510312,2.48896997,0.06328547,0.12935217,2.47730029,1.81322690
-4.61930965,3.85311468,0.00515823,2.54132169,0.06323772,0.13343979,2.52021883,1.85892497
-4.61330665,3.91029138,0.00518625,2.58220921,0.06292623,0.13671482,2.55164613,1.89617782
-4.60730365,3.94831880,0.00518584,2.61059467,0.06234740,0.13910710,2.57067480,1.92411195
-4.60130065,3.96599715,0.00515618,2.62562754,0.06150115,0.14056394,2.57658811,1.94199393
-4.59529765,3.96246653,0.00509701,2.62667751,0.06039119,0.14105190,2.56889004,1.94925733
-4.58929465,3.93724469,0.00500869,2.61336137,0.05902510,0.14055799,2.54732883,1.94552528
-4.58329165,3.89025320,0.00489215,2.58556239,0.05741439,0.13909012,2.51191296,1.93062716
-4.57728864,3.82183041,0.00474891,2.54344103,0.05557442,0.13667685,2.46291823,1.90460869
-4.57128564,3.73273030,0.00458104,2.48743624,0.05352418,0.13336640,2.40088568,1.86773461
-4.56528264,3.62410687,0.00439106,2.41825707,0.05128594,0.12922503,2.32661006,1.82048389
-4.55927964,3.49748466,0.00418191,2.33686491,0.04888484,0.12433479,2.24111928,1.76353741
-4.55327664,3.35471665,0.00395682,2.24444700,0.04634833,0.11879077,2.14564589,1.69775872
-4.54727364,3.19793126,0.00371927,2.14238242,0.04370555,0.11269806,2.04159165,1.62416872
-4.54127064,3.02947094,0.00347281,2.03220209,0.04098664,0.10616845,1.93048695,1.54391532
-4.53526763,2.85182499,0.00322104,1.91554449,0.03822208,0.09931711,1.81394679,1.45823958
-4.52926463,2.66755962,0.00296745,1.79410914,0.03544196,0.09225929,1.69362543,1.36843970
-4.52326163,2.47924822,0.00271535,1.66960979,0.03267533,0.08510733,1.57117144,1.27583447
-4.51725863,2.28940459,0.00246783,1.54372918,0.02994954,0.07796793,1.44818517,1.18172770
-4.51125563,2.10042182,0.00222762,1.41807725,0.02728976,0.07093994,1.32618011,1.08737500
-4.50525263,1.91451891,0.00199714,1.29415417,0.02471848,0.06411256,1.20654955,0.99395415
-4.49924962,1.73369673,0.00177837,1.17331948,0.02225518,0.05756415,1.09053958,0.90253999
-4.49324662,1.55970454,0.00157292,1.05676800,0.01991611,0.05136160,0.97922901,0.81408453
-4.48724362,1.39401752,0.00138199,0.94551310,0.01771416,0.04556017,0.87351636,0.72940265
-4.48124062,1.23782533,0.00120638,0.84037730,0.01565881,0.04020392,0.77411413,0.64916361
-4.47523762,1.09203116,0.00104655,0.74198988,0.01375627,0.03532652,0.68154958,0.57388797
-4.46923462,0.95726025,0.00090265,0.65079108,0.01200964,0.03095248,0.59617157,0.50394973
-4.46323162,0.83387679,0.00077452,0.56704185,0.01041914,0.02709866,0.51816255,0.43958302
-4.45722861,0.72200741,0.00066182,0.49083830,0.00898244,0.02377593,0.44755452,0.38089247
-4.45122561,0.62156977,0.00056402,0.42212983,0.00769500,0.02099103,0.38424813,0.32786666
-4.44522261,0.53230452,0.00048048,0.36073958,0.00655043,0.01874841,0.32803364,0.28039354
-4.43921961,0.45380898,0.00041048,0.30638641,0.00554090,0.01705200,0.27861274,0.23827722
-4.43321661,0.38557101,0.00035328,0.25870717,0.00465749,0.01590687,0.23562039,0.20125506
-4.42721361,0.32700181,0.00030818,0.21727846,0.00389053,0.01532073,0.19864578,0.16901462
-4.42121061,0.27746648,0.00027450,0.18163725,0.00322999,0.01530512,0.16725181,0.14120968
-4.41520760,0.23631164,0.00025167,0.15129955,0.00266570,0.01587639,0.14099257,0.11747497
-4.40920460,0.20288928,0.00023920,0.12577697,0.00218763,0.01705631,0.11942865,0.09743925
-4.40320160,0.17657682,0.00023672,0.10459080,0.00178613,0.01887237,0.10213981,0.08073652
-4.39719860,0.15679292,0.00024398,0.08728353,0.00145205,0.02135776,0.08873538,0.06701521
-4.39119560,0.14300936,0.00026088,0.07342792,0.00117690,0.02455099,0.07886213,0.05594552
-4.38519260,0.13475915,0.00028739,0.06263358,0.00095295,0.02849525,0.07220997,0.04722484
-4.37918959,0.13164110,0.00032363,0.05455151,0.00077328,0.03323748,0.06851568,0.04058137
-4.37318659,0.13332151,0.00036979,0.04887669,0.00063180,0.03882715,0.06756495,0.03577638
-4.36718359,0.13953325,0.00042615,0.04534905,0.00052330,0.04531499,0.06919295,0.03260499
-4.36118059,0.15007290,0.00049306,0.04375311,0.00044344,0.05275150,0.07328385,0.03089596
-4.35517759,0.16479634,0.00057088,0.04391665,0.00038873,0.06118549,0.07976944,0.03051057
-4.34917459,0.18361337,0.00066002,0.04570854,0.00035652,0.07066262,0.08862713,0.03134081
-4.34317159,0.20648164,0.00076087,0.04903599,0.00034500,0.08122409,0.09987750,0.03330707
-4.33716858,0.23340034,0.00087382,0.05384152,0.00035318,0.09290551,0.11358156,0.03635548
-4.33116558,0.26440401,0.00099923,0.06009958,0.00038087,0.10573602,0.12983778,0.04045503
-4.32516258,0.29955644,0.00113742,0.06781306,0.00042871,0.11973772,0.14877890,0.04559448
-4.31915958,0.33894503,0.00128866,0.07700977,0.00049816,0.13492547,0.17056858,0.05177924
-4.31315658,0.38267553,0.00145319,0.08773872,0.00059151,0.15130702,0.19539779,0.05902816
-4.30715358,0.43086713,0.00163119,0.10006650,0.00071191,0.16888346,0.22348083,0.06737032
