energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Pb_p_up,Pb_p_down,Pb_d_up,Pb_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,0.42292986,-0.42292986,0.28354095,-0.28354095,0.06997426,-0.06997426,0.15310939,-0.15310939,0.00071249,-0.00071249,0.18796797,-0.18796797,0.00000000,-0.00000000
-5.99399700,0.40310691,-0.40310691,0.27016063,-0.27016063,0.06648948,-0.06648948,0.14627519,-0.14627519,0.00067899,-0.00067899,0.17891136,-0.17891136,0.00000000,-0.00000000
-5.98799400,0.38183313,-0.38183313,0.25583855,-0.25583855,0.06284080,-0.06284080,0.13878143,-0.13878143,0.00064304,-0.00064304,0.16929863,-0.16929863,0.00000000,-0.00000000
-5.98199100,0.35946872,-0.35946872,0.24081259,-0.24081259,0.05907923,-0.05907923,0.13077346,-0.13077346,0.00060524,-0.00060524,0.15927849,-0.15927849,0.00000000,-0.00000000
-5.97598799,0.33640447,-0.33640447,0.22534212,-0.22534212,0.05526345,-0.05526345,0.12240280,-0.12240280,0.00056622,-0.00056622,0.14901630,-0.14901630,0.00000000,-0.00000000
-5.96998499,0.31305148,-0.31305148,0.20970121,-0.20970121,0.05145831,-0.05145831,0.11382317,-0.11382317,0.00052664,-0.00052664,0.13868963,-0.13868963,0.00000000,-0.00000000
-5.96398199,0.28983201,-0.28983201,0.19417260,-0.19417260,0.04773356,-0.04773356,0.10518689,-0.10518689,0.00048719,-0.00048719,0.12848434,-0.12848434,0.00000000,-0.00000000
-5.95797899,0.26717201,-0.26717201,0.17904288,-0.17904288,0.04416285,-0.04416285,0.09664171,-0.09664171,0.00044856,-0.00044856,0.11859144,-0.11859144,0.00000000,-0.00000000
-5.95197599,0.24549559,-0.24549559,0.16459889,-0.16459889,0.04082319,-0.04082319,0.08832831,-0.08832831,0.00041140,-0.00041140,0.10920493,-0.10920493,0.00000000,-0.00000000
-5.94597299,0.22522156,-0.22522156,0.15112566,-0.15112566,0.03779482,-0.03779482,0.08037838,-0.08037838,0.00037637,-0.00037637,0.10052062,-0.10052062,0.00000000,-0.00000000
-5.93996998,0.20676236,-0.20676236,0.13890590,-0.13890590,0.03516149,-0.03516149,0.07291345,-0.07291345,0.00034409,-0.00034409,0.09273606,-0.09273606,0.00000000,-0.00000000
-5.93396698,0.19052504,-0.19052504,0.12822099,-0.12822099,0.03301124,-0.03301124,0.06604438,-0.06604438,0.00031514,-0.00031514,0.08605149,-0.08605149,0.00000000,-0.00000000
-5.92796398,0.17691432,-0.17691432,0.11935329,-0.11935329,0.03143752,-0.03143752,0.05987148,-0.05987148,0.00029011,-0.00029011,0.08067181,-0.08067181,0.00000000,-0.00000000
