energy_ev,total_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.34667334,3.09351853,1.62110908,1.45300115,0.24908936,0.83541890,0.00173659,0.02409696,0.00529018,0.12756968
-3.34067034,3.06557236,1.63282264,1.44771587,0.24918415,0.80981161,0.00170220,0.02363616,0.00521566,0.12448494
-3.33466733,3.02443040,1.63560480,1.43608008,0.24783844,0.78174186,0.00166172,0.02309855,0.00512266,0.12086297
-3.32866433,2.97026005,1.62930863,1.41808413,0.24504745,0.75142712,0.00161543,0.02248452,0.00501032,0.11674799
-3.32266133,2.90351195,1.61397248,1.39385386,0.24083713,0.71914011,0.00156373,0.02179693,0.00487837,0.11219613
-3.31665833,2.82490857,1.58981813,1.36364647,0.23526351,0.68520336,0.00150716,0.02104106,0.00472708,0.10727420
-3.31065533,2.73542320,1.55724269,1.32784150,0.22841107,0.64998202,0.00144632,0.02022460,0.00455729,0.10205793
-3.30465233,2.63625057,1.51680460,1.28692783,0.22038998,0.61387527,0.00138190,0.01935744,0.00437035,0.09663016
-3.29864932,2.52877043,1.46920449,1.24148700,0.21133266,0.57730662,0.00131461,0.01845143,0.00416807,0.09107869
-3.29264632,2.41450595,1.41526183,1.19217403,0.20138961,0.54071368,0.00124521,0.01752008,0.00395264,0.08549423
-3.28664332,2.29507872,1.35588853,1.13969644,0.19072469,0.50453765,0.00117444,0.01657818,0.00372658,0.07996813
-3.28064032,2.17216249,1.29206049,1.08479264,0.17951024,0.46921308,0.00110302,0.01564141,0.00349262,0.07459041
-3.27463732,2.04743750,1.22478865,1.02821049,0.16792205,0.43515807,0.00103163,0.01472587,0.00325359,0.06944771
-3.26863432,1.92254715,1.15509043,0.97068711,0.15613453,0.40276544,0.00096091,0.01384773,0.00301241,0.06462156
-3.26263132,1.79905866,1.08396290,0.91293055,0.14431616,0.37239486,0.00089144,0.01302275,0.00277190,0.06018678
-3.25662831,1.67842883,1.01235852,0.85560413,0.13262545,0.34436630,0.00082371,0.01226591,0.00253479,0.05621012
-3.25062531,1.56197598,0.94116428,0.79931375,0.12120751,0.31895471,0.00075816,0.01159107,0.00230362,0.05274914
-3.24462231,1.45085838,0.87118472,0.74459869,0.11019130,0.29638605,0.00069517,0.01101059,0.00208067,0.04985134
-3.23861931,1.34605973,0.80312931,0.69192571,0.09968767,0.27683460,0.00063504,0.01053516,0.00186797,0.04755343
-3.23261631,1.24838120,0.73760411,0.64168674,0.08978813,0.26042149,0.00057799,0.01017348,0.00166725,0.04588091
-3.22661331,1.15843997,0.67510771,0.59419958,0.08056433,0.24721429,0.00052423,0.00993220,0.00147995,0.04484775
-3.22061031,1.07667358,0.61603120,0.54971164,0.07206831,0.23722771,0.00047389,0.00981575,0.00130720,0.04445630
-3.21460730,1.00334925,0.56066157,0.50840595,0.06433330,0.23042510,0.00042706,0.00982632,0.00114990,0.04469732
-3.20860430,0.93857754,0.50918816,0.47040924,0.05737500,0.22672094,0.00038382,0.00996393,0.00100869,0.04555025
-3.20260130,0.88232933,0.46171148,0.43580132,0.05119335,0.22598396,0.00034422,0.01022643,0.00088405,0.04698358
-3.19659830,0.83445526,0.41825371,0.40462542,0.04577455,0.22804109,0.00030830,0.01060971,0.00077630,0.04895542
-3.19059530,0.79470693,0.37877028,0.37689887,0.04109325,0.23268216,0.00027608,0.01110789,0.00068568,0.05141428
-3.18459230,0.76275888,0.34316205,0.35262360,0.03711485,0.23966519,0.00024761,0.01171355,0.00061242,0.05430001
-3.17858929,0.73823084,0.31128727,0.33179619,0.03379779,0.24872244,0.00022293,0.01241807,0.00055675,0.05754499
-3.17258629,0.72070951,0.28297322,0.31441690,0.03109579,0.25956708,0.00020210,0.01321197,0.00051901,0.06107554
-3.16658329,0.70976932,0.25802683,0.30049745,0.02895980,0.27190034,0.00018520,0.01408531,0.00049963,0.06481345
-3.16058029,0.70499163,0.23624429,0.29006727,0.02733992,0.28541921,0.00017235,0.01502811,0.00049922,0.06867782
-3.15457729,0.70598196,0.21741926,0.28317796,0.02618697,0.29982434,0.00016369,0.01603081,0.00051857,0.07258691
-3.14857429,0.71238470,0.20134966,0.27990580,0.02545376,0.31482806,0.00015939,0.01708467,0.00055867,0.07646026
-3.14257129,0.72389488,0.18784292,0.28035220,0.02509620,0.33016217,0.00015965,0.01818219,0.00062073,0.08022067
-3.13656828,0.74026669,0.17671988,0.28464190,0.02507398,0.34558533,0.00016472,0.01931750,0.00070615,0.08379633
-3.13056528,0.76131834,0.16781713,0.29291908,0.02535105,0.36088958,0.00017485,0.02048667,0.00081650,0.08712270
-3.12456228,0.78693292,0.16098814,0.30534117,0.02589583,0.37590589,0.00019034,0.02168793,0.00095347,0.09014426
-3.11855928,0.81705527,0.15610311,0.32207070,0.02668114,0.39050819,0.00021150,0.02292183,0.00111883,0.09281601
-3.11255628,0.85168452,0.15304779,0.34326509,0.02768387,0.40461587,0.00023866,0.02419123,0.00131435,0.09510461
-3.10655328,0.89086279,0.15172140,0.36906496,0.02888455,0.41819438,0.00027214,0.02550123,0.00154170,0.09698904
-3.10055028,0.93465998,0.15203378,0.39958103,0.03026670,0.43125395,0.00031226,0.02685896,0.00180239,0.09846097
-3.09454727,0.98315547,0.15390198,0.43488026,0.03181602,0.44384637,0.00035932,0.02827317,0.00209764,0.09952453
-3.08854427,1.03641733,0.15724650,0.47497172,0.03351964,0.45605991,0.00041359,0.02975385,0.00242828,0.10019565
-3.08254127,1.09447997,0.16198737,0.51979287,0.03536517,0.46801263,0.00047530,0.03131161,0.00279464,0.10050105
-3.07653827,1.15732145,0.16804017,0.56919694,0.03733990,0.47984445,0.00054463,0.03295708,0.00319645,0.10047673
-3.07053527,1.22484163,0.17531243,0.62294222,0.03943001,0.49170815,0.00062172,0.03470021,0.00363277,0.10016628
-3.06453227,1.29684254,0.18370031,0.68068395,0.04161990,0.50376014,0.00070663,0.03654957,0.00410188,0.09961889
-3.05852926,1.37301230,0.19308608,0.74196959,0.04389166,0.51615107,0.00079938,0.03851166,0.00460123,0.09888731
-3.05252626,1.45291378,0.20333622,0.80623812,0.04622476,0.52901720,0.00089994,0.04059030,0.00512746,0.09802579
-3.04652326,1.53597916,0.21430063,0.87282380,0.04859590,0.54247263,0.00100825,0.04278609,0.00567635,0.09708816
-3.04052026,1.62151108,0.22581277,0.94096473,0.05097911,0.55660318,0.00112424,0.04509592,0.00624286,0.09612603
-3.03451726,1.70869105,0.23769098,1.00981639,0.05334610,0.57146193,0.00124783,0.04751277,0.00682123,0.09518739
-3.02851426,1.79659500,0.24974085,1.07846982,0.05566675,0.58706687,0.00137900,0.05002547,0.00740508,0.09431545
-3.02251126,1.88421586,0.26175874,1.14597425,0.05790992,0.60340074,0.00151779,0.05261881,0.00798750,0.09354793
-3.01650825,1.97049236,0.27353614,1.21136328,0.06004427,0.62041292,0.00166433,0.05527369,0.00856128,0.09291663
-3.01050525,2.05434296,0.28486491,1.27368388,0.06203934,0.63802339,0.00181891,0.05796749,0.00911906,0.09244751
-3.00450225,2.13470340,0.29554308,1.33202690,0.06386659,0.65612835,0.00198196,0.06067457,0.00965355,0.09216097
-2.99849925,2.21056634,0.30538095,1.38555801,0.06550055,0.67460738,0.00215408,0.06336688,0.01015775,0.09207245
-2.99249625,2.28102095,0.31420731,1.43354750,0.06691984,0.69333136,0.00233608,0.06601473,0.01062513,0.09219323
-2.98649325,2.34529072,0.32187534,1.47539776,0.06810816,0.71217112,0.00252896,0.06858757,0.01104990,0.09253131
-2.98049025,2.40276759,0.32826807,1.51066695,0.06905511,0.73100598,0.00273386,0.07105486,0.01142714,0.09309234
-2.97448724,2.45304052,0.33330308,1.53908787,0.06975686,0.74973195,0.00295207,0.07338691,0.01175301,0.09388052
-2.96848424,2.49591735,0.33693610,1.56058095,0.07021656,0.76826908,0.00318495,0.07555579,0.01202484,0.09489930
-2.96248124,2.53143856,0.33916349,1.57526073,0.07044456,0.78656768,0.00343386,0.07753609,0.01224128,0.09615196
-2.95647824,2.55988258,0.34002343,1.58343548,0.07045843,0.80461305,0.00370009,0.07930573,0.01240229,0.09764202
-2.95047524,2.58176205,0.33959568,1.58559991,0.07028263,0.82242865,0.00398471,0.08084660,0.01250921,0.09937329
-2.94447224,2.59781159,0.33799995,1.58242127,0.06994814,0.84007752,0.00428853,0.08214516,0.01256470,0.10134983
-2.93846923,2.60896745,0.33539296,1.57471942,0.06949177,0.85766198,0.00461191,0.08319290,0.01257267,0.10357561
-2.93246623,2.61634005,0.33196433,1.56344178,0.06895533,0.87532168,0.00495469,0.08398669,0.01253822,0.10605406
-2.92646323,2.62118071,0.32793132,1.54963428,0.06838477,0.89323001,0.00531605,0.08452900,0.01246746,0.10878744
-2.92046023,2.62484394,0.32353275,1.53440945,0.06782912,0.91158916,0.00569447,0.08482795,0.01236737,0.11177622
-2.91445723,2.62874678,0.31902234,1.51891305,0.06733940,0.93062388,0.00608762,0.08489730,0.01224565,0.11501837
-2.90845423,2.63432674,0.31466150,1.50429055,0.06696753,0.95057411,0.00649232,0.08475621,0.01211049,0.11850878
-2.90245123,2.64299981,0.31071206,1.49165458,0.06676522,0.97168676,0.00690458,0.08442887,0.01197043,0.12223868
-2.89644822,2.65611967,0.30742900,1.48205463,0.06678281,0.99420667,0.00731960,0.08394399,0.01183412,0.12619526
-2.89044522,2.67493941,0.30505339,1.47644978,0.06706818,1.01836701,0.00773185,0.08333416,0.01171016,0.13036141
-2.88444222,2.70057643,0.30380581,1.47568518,0.06766572,1.04437918,0.00813520,0.08263502,0.01160692,0.13471562
-2.87843922,2.73398128,0.30388033,1.48047287,0.06861521,1.07242256,0.00852310,0.08188433,0.01153233,0.13923204
-2.87243622,2.77591087,0.30543918,1.49137704,0.06995087,1.10263404,0.00888871,0.08112088,0.01149371,0.14388066
-2.86643322,2.82690624,0.30860826,1.50880388,0.07170032,1.13509782,0.00922516,0.08038336,0.01149764,0.14862760
-2.86043022,2.88727509,0.31347354,1.53299580,0.07388373,1.16983553,0.00952576,0.07970909,0.01154977,0.15343555
-2.85442721,2.95707916,0.32007840,1.56402975,0.07651288,1.20679718,0.00978423,0.07913277,0.01165469,0.15826410
-2.84842421,3.03612640,0.32842193,1.60181928,0.07959039,1.24585317,0.00999495,0.07868524,0.01181579,0.16307029
-2.84242121,3.12396792,0.33845829,1.64611973,0.08310909,1.28678787,0.01015316,0.07839222,0.01203513,0.16780895
-2.83641821,3.21989992,0.35009703,1.69653628,0.08705142,1.32929515,0.01025511,0.07827324,0.01231334,0.17243318
-2.83041521,3.32297054,0.36320449,1.75253421,0.09138912,1.37297640,0.01029829,0.07834071,0.01264955,0.17689470
-2.82441221,3.43199176,0.37760614,1.81345105,0.09608306,1.41734143,0.01028141,0.07859911,0.01304129,0.18114419
-2.81840920,3.54555659,0.39308996,1.87851027,0.10108336,1.46181256,0.01020456,0.07904460,0.01348450,0.18513168
-2.81240620,3.66206151,0.40941069,1.94683612,0.10632976,1.50573231,0.01006914,0.07966471,0.01397351,0.18880687
-2.80640320,3.77973429,0.42629500,2.01746960,0.11175238,1.54837482,0.00987784,0.08043852,0.01450108,0.19211958
-2.80040020,3.89666708,0.44344739,2.08938530,0.11727273,1.58896084,0.00963450,0.08133709,0.01505851,0.19502019
-2.79439720,4.01085447,0.46055681,2.16150900,0.12280508,1.62667627,0.00934401,0.08232417,0.01563576,0.19746027
-2.78839420,4.12023613,0.47730375,2.23273610,0.12825813,1.66069382,0.00901207,0.08335734,0.01622167,0.19939324
-2.78239120,4.22274326,0.49336774,2.30195064,0.13353703,1.69019710,0.00864503,0.08438931,0.01680412,0.20077526
-2.77638819,4.31634794,0.50843502,2.36804506,0.13854560,1.71440641,0.00824964,0.08536949,0.01737038,0.20156623
-2.77038519,4.39911423,0.52220621,2.42994029,0.14318867,1.73260541,0.00783282,0.08624578,0.01790739,0.20173083
-2.76438219,4.46924949,0.53440366,2.48660624,0.14737469,1.74416738,0.00740147,0.08696639,0.01840209,0.20123977
-2.75837919,4.52515454,0.54477849,2.53708225,0.15101819,1.74858026,0.00696222,0.08748170,0.01884180,0.20007099
-2.75237619,4.56547097,0.55311681,2.58049724,0.15404230,1.74546906,0.00652128,0.08774610,0.01921455,0.19821090
-2.74637319,4.58912381,0.55924521,2.61608914,0.15638107,1.73461494,0.00608430,0.08771966,0.01950947,0.19565556
-2.74037019,4.59535824,0.56303509,2.64322315,0.15798152,1.71596969,0.00565622,0.08736965,0.01971709,0.19241160
-2.73436718,4.58376873,0.56440589,2.66140819,0.15880542,1.68966524,0.00524124,0.08667176,0.01982967,0.18849711
-2.72836418,4.55431945,0.56332708,2.67031123,0.15883066,1.65601744,0.00484277,0.08561102,0.01984138,0.18394211
-2.72236118,4.50735517,0.55981869,2.66976879,0.15805214,1.61552392,0.00446339,0.08418242,0.01974856,0.17878880
-2.71635818,4.44360205,0.55395072,2.65979522,0.15648223,1.56885615,0.00410498,0.08239111,0.01954979,0.17309138
-2.71035518,4.36415812,0.54584105,2.64058735,0.15415074,1.51684581,0.00376865,0.08025230,0.01924596,0.16691559
-2.70435218,4.27047380,0.53565235,2.61252517,0.15110433,1.46046617,0.00345495,0.07779081,0.01884023,0.16033778
-2.69834917,4.16432284,0.52358785,2.57616831,0.14740549,1.40080892,0.00316388,0.07504030,0.01833794,0.15344369
-2.69234617,4.04776474,0.50988616,2.53224829,0.14313114,1.33905764,0.00289501,0.07204219,0.01774647,0.14632694
-2.68634317,3.92309968,0.49481553,2.48165651,0.13837074,1.27645855,0.00264762,0.06884448,0.01707494,0.13908712
-2.68034017,3.79281730,0.47866744,2.42542821,0.13322414,1.21428980,0.00242077,0.06550026,0.01633403,0.13182782
-2.67433717,3.65954086,0.46174992,2.36472262,0.12779923,1.15383007,0.00221343,0.06206621,0.01553557,0.12465441
-2.66833417,3.52596818,0.44438076,2.30079979,0.12220929,1.09632763,0.00202452,0.05860104,0.01469226,0.11767180
-2.66233117,3.39481092,0.42688069,2.23499446,0.11657039,1.04297052,0.00185303,0.05516389,0.01381731,0.11098215
-2.65632816,3.26873370,0.40956679,2.16868770,0.11099862,0.99485861,0.00169803,0.05181287,0.01292404,0.10468266
-2.65032516,3.15029422,0.39274610,2.10327674,0.10560749,0.95297823,0.00155876,0.04860359,0.01202561,0.09886350
-2.64432216,3.04188592,0.37670980,2.04014393,0.10050533,0.91817971,0.00143463,0.04558787,0.01113462,0.09360588
-2.63831916,2.94568404,0.36172767,1.98062524,0.09579289,0.89115825,0.00132523,0.04281268,0.01026289,0.08898033
-2.63231616,2.86359630,0.34804320,1.92597928,0.09156118,0.87243833,0.00123034,0.04031911,0.00942121,0.08504526
-2.62631316,2.79721902,0.33586924,1.87735743,0.08788946,0.86236186,0.00114994,0.03814161,0.00861908,0.08184579
-2.62031016,2.74779963,0.32538426,1.83577585,0.08484356,0.86108022,0.00108415,0.03630743,0.00786466,0.07941282
-2.61430715,2.71620631,0.31672925,1.80209012,0.08247452,0.86855016,0.00103325,0.03483619,0.00716458,0.07776252
-2.60830415,2.70290562,0.31000529,1.77697326,0.08081750,0.88453382,0.00099762,0.03373968,0.00652392,0.07689599
-2.60230115,2.70794867,0.30527185,1.76089766,0.07989107,0.90860272,0.00097774,0.03302183,0.00594621,0.07679936
-2.59629815,2.73096658,0.30254588,1.75412185,0.07969682,0.94014595,0.00097414,0.03267884,0.00543347,0.07744415
-2.59029515,2.77117578,0.30180165,1.75668233,0.08021939,0.97838237,0.00098736,0.03269946,0.00498622,0.07878795
-2.58429215,2.82739329,0.30297157,1.76839121,0.08142681,1.02237691,0.00101791,0.03306552,0.00460367,0.08077541
-2.57828914,2.89806246,0.30594787,1.78883984,0.08327130,1.07106074,0.00106629,0.03375246,0.00428375,0.08333950
-2.57228614,2.98128883,0.31058525,1.81740873,0.08569040,1.12325507,0.00113288,0.03473012,0.00402331,0.08640310
-2.56628314,3.07488575,0.31670455,1.85328359,0.08860848,1.17769828,0.00121796,0.03596362,0.00381827,0.08988075
-2.56028014,3.17642905,0.32409737,1.89547751,0.09193861,1.23307574,0.00132163,0.03741432,0.00366376,0.09368069
-2.55427714,3.28331947,0.33253157,1.94285858,0.09558474,1.28805166,0.00144384,0.03904089,0.00355430,0.09770701
-2.54827414,3.39285136,0.34175768,1.99418243,0.09944417,1.34130224,0.00158430,0.04080049,0.00348398,0.10186193
-2.54227114,3.50228573,0.35151589,2.04812876,0.10341025,1.39154904,0.00174248,0.04264989,0.00344662,0.10604816
-2.53626813,3.60892536,0.36154367,2.10334059,0.10737518,1.43759151,0.00191756,0.04454669,0.00343593,0.11017122
-2.53026513,3.71018946,0.37158347,2.15846511,0.11123294,1.47833775,0.00210844,0.04645047,0.00344566,0.11414167
-2.52426213,3.80368536,0.38139062,2.21219453,0.11488215,1.51283218,0.00231367,0.04832386,0.00346973,0.11787725
-2.51825913,3.88727453,0.39074085,2.26330557,0.11822888,1.54027921,0.00253151,0.05013348,0.00350240,0.12130468
-2.51225613,3.95913050,0.39943721,2.31069598,0.12118913,1.56006207,0.00275985,0.05185080,0.00353833,0.12436133
-2.50625313,4.01778634,0.40731618,2.35341668,0.12369113,1.57175587,0.00299625,0.05345273,0.00357274,0.12699640
-2.50025013,4.06217005,0.41425267,2.39069842,0.12567711,1.57513468,0.00323799,0.05492206,0.00360141,0.12917184
-2.49424712,4.09162635,0.42016355,2.42197163,0.12710472,1.57017213,0.00348202,0.05624760,0.00362083,0.13086282
-2.48824412,4.10592425,0.42500981,2.44687898,0.12794787,1.55703586,0.00372509,0.05742414,0.00362817,0.13205776
-2.48224112,4.10525017,0.42879693,2.46528008,0.12819695,1.53607589,0.00396374,0.05845211,0.00362134,0.13275804
-2.47623812,4.09018731,0.43157370,2.47724821,0.12785862,1.50780781,0.00419442,0.05933701,0.00359900,0.13297726
-2.47023512,4.06168226,0.43342936,2.48305950,0.12695493,1.47289134,0.00441352,0.06008872,0.00356052,0.13274022
-2.46423212,4.02100072,0.43448927,2.48317503,0.12552196,1.43210560,0.00461752,0.06072049,0.00350596,0.13208164
-2.45822911,3.96967439,0.43490923,2.47821695,0.12360811,1.38632196,0.00480304,0.06124794,0.00343601,0.13104460
-2.45222611,3.90944174,0.43486889,2.46893970,0.12127191,1.33647584,0.00496699,0.06168799,0.00335198,0.12967899
-2.44622311,3.84218520,0.43456428,2.45619789,0.11857967,1.28353865,0.00510665,0.06205768,0.00325568,0.12803976
-2.44022011,3.76986780,0.43420010,2.44091219,0.11560297,1.22849096,0.00521979,0.06237323,0.00314936,0.12618529
-2.43421711,3.69447176,0.43398189,2.42403507,0.11241613,1.17229787,0.00530477,0.06264904,0.00303568,0.12417586
-2.42821411,3.61794166,0.43410860,2.40651763,0.10909378,1.11588747,0.00536063,0.06289701,0.00291755,0.12207219
-2.42221111,3.54213430,0.43476577,2.38927920,0.10570866,1.06013298,0.00538716,0.06312602,0.00279815,0.11993429
-2.41620810,3.46877681,0.43611971,2.37318078,0.10232965,1.00583878,0.00538497,0.06334164,0.00268082,0.11782044
-2.41020510,3.39943431,0.43831280,2.35900332,0.09902021,0.95373079,0.00535551,0.06354613,0.00256899,0.11578649
-2.40420210,3.33548753,0.44146015,2.34743147,0.09583720,0.90445073,0.00530111,0.06373871,0.00246616,0.11388540
-2.39819910,3.27812055,0.44564761,2.33904318,0.09283013,0.85855430,0.00522496,0.06391606,0.00237587,0.11216699
-2.39219610,3.22831793,0.45093126,2.33430504,0.09004081,0.81651250,0.00513105,0.06407299,0.00230161,0.11067789
-2.38619310,3.18687034,0.45733808,2.33357309,0.08750341,0.77871578,0.00502416,0.06420335,0.00224685,0.10946171
-2.38019010,3.15438710,0.46486792,2.33709833,0.08524483,0.74548008,0.00490971,0.06430090,0.00221500,0.10855923
-2.37418709,3.13131382,0.47349622,2.34503610,0.08328535,0.71705419,0.00479372,0.06436036,0.00220938,0.10800874
-2.36818409,3.11795326,0.48317754,2.35745811,0.08163947,0.69362760,0.00468261,0.06437832,0.00223319,0.10784622
-2.36218109,3.11448719,0.49384931,2.37436594,0.08031681,0.67533811,0.00458310,0.06435402,0.00228950,0.10810559
-2.35617809,3.12099728,0.50543571,2.39570470,0.07932304,0.66227873,0.00450204,0.06429002,0.00238117,0.10881871
-2.35017509,3.13748321,0.51785126,2.42137552,0.07866080,0.65450319,0.00444620,0.06419261,0.00251085,0.11001521
-2.34417209,3.16387635,0.53100384,2.45124592,0.07833032,0.65202978,0.00442214,0.06407190,0.00268089,0.11172209
-2.33816908,3.20004787,0.54479705,2.48515694,0.07833004,0.65484324,0.00443595,0.06394170,0.00289328,0.11396306
-2.33216608,3.24581069,0.55913166,2.52292653,0.07865681,0.66289471,0.00449315,0.06381902,0.00314953,0.11675761
-2.32616308,3.30091489,0.57390601,2.56434886,0.07930598,0.67609973,0.00459844,0.06372337,0.00345061,0.12011983
-2.32016008,3.36503718,0.58901561,2.60918955,0.08027116,0.69433466,0.00475555,0.06367571,0.00379684,0.12405701
-2.31415708,3.43776521,0.60435180,2.65717726,0.08154380,0.71743171,0.00496708,0.06369732,0.00418777,0.12856814
-2.30815408,3.51857814,0.61979975,2.70799240,0.08311262,0.74517337,0.00523438,0.06380845,0.00462210,0.13364228
-2.30215108,3.60682528,0.63523610,2.76125400,0.08496290,0.77728654,0.00555741,0.06402692,0.00509757,0.13925699
-2.29614807,3.70170494,0.65052639,2.81650607,0.08707572,0.81343719,0.00593467,0.06436684,0.00561089,0.14537696
-2.29014507,3.80224573,0.66552284,2.87320483,0.08942730,0.85322611,0.00636314,0.06483731,0.00615772,0.15195283
-2.28414207,3.90729261,0.68006255,2.93070848,0.09198841,0.89618649,0.00683829,0.06544141,0.00673261,0.15892045
-2.27813907,4.01549976,0.69396666,2.98827076,0.09472402,0.94178369,0.00735411,0.06617539,0.00732905,0.16620058
-2.27213607,4.12533220,0.70704063,3.04503975,0.09759316,0.98941791,0.00790319,0.06702821,0.00793951,0.17369924
-2.26613307,4.23507743,0.71907583,3.10006281,0.10054910,1.03842983,0.00847684,0.06798145,0.00855557,0.18130866
-2.26013007,4.34286792,0.72985266,3.15229840,0.10353989,1.08810945,0.00906527,0.06900950,0.00916803,0.18890891
-2.25412706,4.44671454,0.73914505,3.20063490,0.10650921,1.13770819,0.00965779,0.07008028,0.00976714,0.19637025
-2.24812406,4.54455036,0.74672640,3.24391624,0.10939752,1.18645368,0.01024312,0.07115617,0.01034280,0.20355605
-2.24212106,4.63428346,0.75237666,3.28097361,0.11214354,1.23356713,0.01080962,0.07219536,0.01088483,0.21032628
-2.23611806,4.71385688,0.75589019,3.31066199,0.11468592,1.27828243,0.01134562,0.07315333,0.01138323,0.21654147
-2.23011506,4.78131303,0.75708419,3.33189999,0.11696509,1.31986626,0.01183977,0.07398466,0.01182851,0.22206685
-2.22411206,4.83485974,0.75580709,3.34371112,0.11892513,1.35763847,0.01228134,0.07464481,0.01221196,0.22677666
-2.21810905,4.87293473,0.75194647,3.34526428,0.12051567,1.39099154,0.01266055,0.07509191,0.01252590,0.23055830
-2.21210605,4.89426517,0.74543603,3.33591156,0.12169363,1.41940856,0.01296886,0.07528856,0.01276400,0.23331623
-2.20610305,4.89791937,0.73626128,3.31522110,0.12242476,1.44247859,0.01319923,0.07520337,0.01292140,0.23497530
-2.20010005,4.88334782,0.72446335,3.28300320,0.12268486,1.45990884,0.01334633,0.07481224,0.01299499,0.23548350
-2.19409705,4.85041128,0.71014087,3.23932819,0.12246075,1.47153312,0.01340671,0.07409943,0.01298343,0.23481390
-2.18809405,4.79939460,0.69344958,3.18453493,0.12175070,1.47731604,0.01337886,0.07305821,0.01288725,0.23296566
-2.18209105,4.73100511,0.67459965,3.11922928,0.12056456,1.47735303,0.01326328,0.07169113,0.01270882,0.22996410
-2.17608804,4.64635600,0.65385092,3.04427246,0.11892343,1.47186608,0.01306238,0.07000995,0.01245226,0.22585986
-2.17008504,4.54693502,0.63150595,2.96075973,0.11685890,1.46119560,0.01278047,0.06803519,0.01212337,0.22072713
-2.16408204,4.43456032,0.60790152,2.86999022,0.11441197,1.44578877,0.01242348,0.06579534,0.01172935,0.21466103
-2.15807904,4.31132528,0.58339871,2.77342930,0.11163167,1.42618511,0.01199883,0.06332581,0.01127861,0.20777436
-2.15207604,4.17953495,0.55837209,2.67266514,0.10857341,1.40299987,0.01151516,0.06066763,0.01078054,0.20019376
-2.14607304,4.04163686,0.53319854,2.56936117,0.10529722,1.37690609,0.01098197,0.05786597,0.01024512,0.19205557
-2.14007004,3.90014925,0.50824613,2.46520671,0.10186585,1.34861599,0.01040943,0.05496863,0.00968272,0.18350147
-2.13406703,3.75758944,0.48386353,2.36186753,0.09834292,1.31886251,0.00980797,0.05202445,0.00910370,0.17467419
-2.12806403,3.61640512,0.46037039,2.26093832,0.09479117,1.28838153,0.00918801,0.04908178,0.00851821,0.16571343
-2.12206103,3.47891095,0.43804907,2.16389881,0.09127072,1.25789526,0.00855970,0.04618706,0.00793586,0.15675202
-2.11605803,3.34723231,0.41713786,2.07207503,0.08783768,1.22809721,0.00793264,0.04338354,0.00736551,0.14791277
-2.11005503,3.22325774,0.39782615,1.98660679,0.08454289,1.19963896,0.00731568,0.04071018,0.00681506,0.13930572
-2.10405203,3.10860110,0.38025130,1.90842237,0.08143089,1.17311876,0.00671673,0.03820080,0.00629134,0.13102613
-2.09804902,3.00457386,0.36449756,1.83822090,0.07853927,1.14907204,0.00614264,0.03588335,0.00579994,0.12315315
-2.09204602,2.91216779,0.35059676,1.77646256,0.07589815,1.12796367,0.00559912,0.03377961,0.00534522,0.11574918
-2.08604302,2.83204759,0.33853070,1.72336682,0.07353000,1.11018190,0.00509074,0.03190490,0.00493024,0.10885984
-2.08004002,2.76455311,0.32823510,1.67891807,0.07144971,1.09603380,0.00462088,0.03026817,0.00455682,0.10251458
-2.07403702,2.70971019,0.31960483,1.64287839,0.06966477,1.08574203,0.00419186,0.02887218,0.00422561,0.09672784
-2.06803402,2.66724943,0.31250023,1.61480662,0.06817578,1.07944292,0.00380496,0.02771398,0.00393619,0.09150060
-2.06203102,2.63663160,0.30675412,1.59408291,0.06697699,1.07718581,0.00346058,0.02678538,0.00368718,0.08682232
-2.05602801,2.61707893,0.30217942,1.57993784,0.06605705,1.07893354,0.00315837,0.02607371,0.00347640,0.08267310
-2.05002501,2.60761094,0.29857698,1.57148499,0.06539983,1.08456437,0.00289737,0.02556255,0.00330106,0.07902604
-2.04402201,2.60708397,0.29574331,1.56775592,0.06498529,1.09387525,0.00267619,0.02523262,0.00315790,0.07584960
-2.03801901,2.61423309,0.29347822,1.56773649,0.06479042,1.10658665,0.00249315,0.02506263,0.00304335,0.07311000
-2.03201601,2.62771566,0.29159184,1.57040309,0.06479020,1.12234910,0.00234645,0.02503027,0.00295376,0.07077344
-2.02601301,2.64615508,0.28991105,1.57475809,0.06495855,1.14075151,0.00223432,0.02511308,0.00288550,0.06880822
-2.02001001,2.66818403,0.28828503,1.57986287,0.06526924,1.16133120,0.00215514,0.02528933,0.00283516,0.06718656
-2.01400700,2.69248590,0.28658988,1.58486785,0.06569676,1.18358582,0.00210755,0.02553887,0.00279962,0.06588616
-2.00800400,2.71783340,0.28473208,1.58903826,0.06621716,1.20698676,0.00209054,0.02584390,0.00277624,0.06489142
-2.00200100,2.74312341,0.28265080,1.59177491,0.06680875,1.23099401,0.00210348,0.02618963,0.00276290,0.06419432
-1.99599800,2.76740693,0.28031902,1.59262927,0.06745270,1.25507195,0.00214621,0.02656481,0.00275806,0.06379485
-1.98999500,2.78991339,0.27774334,1.59131244,0.06813358,1.27870571,0.00221898,0.02696220,0.00276085,0.06370114
-1.98399200,2.81006844,0.27496262,1.58769766,0.06883968,1.30141745,0.00232245,0.02737878,0.00277104,0.06392912
