energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-6.00000000,2.24100643,0.00396709,0.27039512,1.14920288,0.32077460,1.04398426,0.45937880,0.02088376,1.03638842
-5.99399700,2.27962753,0.00406074,0.27306785,1.17534057,0.32965138,1.05139096,0.47179743,0.02088476,1.05425181
-5.98799400,2.31677357,0.00415602,0.27584346,1.20113338,0.33793118,1.05908139,0.48416650,0.02076038,1.07144829
-5.98199100,2.35234467,0.00424928,0.27876168,1.22632440,0.34557225,1.06718060,0.49640376,0.02051447,1.08790223
-5.97598799,2.38633783,0.00433724,0.28186831,1.25070177,0.35255572,1.07581949,0.50844672,0.02015382,1.10358162
-5.96998499,2.41883639,0.00441702,0.28521346,1.27409757,0.35888472,1.08512359,0.52025294,0.01968789,1.11849292
-5.96398199,2.44999769,0.00448609,0.28884972,1.29638591,0.36458294,1.09520238,0.53179986,0.01912862,1.13267524
-5.95797899,2.48003980,0.00454237,0.29283038,1.31748047,0.36969270,1.10613997,0.54308406,0.01849002,1.14619430
-5.95197599,2.50922759,0.00458419,0.29720760,1.33733182,0.37427250,1.11798744,0.55412023,0.01778778,1.15913645
-5.94597299,2.53785887,0.00461028,0.30203064,1.35592460,0.37839441,1.13075732,0.56493955,0.01703880,1.17160303
-5.93996998,2.56625109,0.00461984,0.30734423,1.37327494,0.38214096,1.14442049,0.57558762,0.01626071,1.18370547
-5.93396698,2.59472885,0.00461248,0.31318691,1.38942813,0.38560206,1.15890546,0.58612204,0.01547134,1.19556108
-5.92796398,2.62361261,0.00458823,0.31958967,1.40445669,0.38887170,1.17410024,0.59660956,0.01468823,1.20728984
-5.92196098,2.65320890,0.00454757,0.32657451,1.41845882,0.39204468,1.18985650,0.60712296,0.01392815,1.21901206
-5.91595798,2.68380198,0.00449139,0.33415343,1.43155731,0.39521342,1.20599572,0.61773777,0.01320666,1.23084689
-5.90995498,2.71564707,0.00442097,0.34232738,1.44389860,0.39846494,1.22231705,0.62852891,0.01253775,1.24291162
-5.90395198,2.74896521,0.00433799,0.35108564,1.45565215,0.40187809,1.23860631,0.63956739,0.01193346,1.25532146
-5.89794897,2.78393951,0.00424446,0.36040535,1.46700961,0.40552111,1.25464564,0.65091717,0.01140371,1.26818969
-5.89194597,2.82071285,0.00414271,0.37025141,1.47818390,0.40944960,1.27022328,0.66263244,0.01095601,1.28162800
-5.88594297,2.85938681,0.00403533,0.38057666,1.48940774,0.41370496,1.28514293,0.67475526,0.01059546,1.29574665
-5.87993997,2.90002173,0.00392512,0.39132254,1.50093163,0.41831341,1.29923215,0.68731382,0.01032464,1.31065451
-5.87393697,2.94263780,0.00381504,0.40241995,1.51302099,0.42328551,1.31234957,0.70032136,0.01014368,1.32645857
-5.86793397,2.98721700,0.00370811,0.41379066,1.52595243,0.42861637,1.32439034,0.71377574,0.01005036,1.34326307
-5.86193097,3.03370578,0.00360738,0.42534894,1.54000897,0.43428646,1.33528976,0.72765978,0.01004026,1.36116807
-5.85592796,3.08201839,0.00351583,0.43700358,1.55547437,0.44026299,1.34502489,0.74194221,0.01010697,1.38026750
-5.84992496,3.13204052,0.00343631,0.44866011,1.57262636,0.44650186,1.35361415,0.75657934,0.01024234,1.40064681
-5.84392196,3.18363331,0.00337146,0.46022316,1.59172919,0.45295010,1.36111488,0.77151706,0.01043681,1.42238019
-5.83791896,3.23663735,0.00332366,0.47159889,1.61302540,0.45954867,1.36761915,0.78669333,0.01067965,1.44552766
-5.83191596,3.29087641,0.00329496,0.48269731,1.63672721,0.46623544,1.37324788,0.80204069,0.01095936,1.47013196
-5.82591296,3.34616078,0.00328703,0.49343434,1.66300774,0.47294839,1.37814370,0.81748881,0.01126396,1.49621560
-5.81990995,3.40228990,0.00330114,0.50373365,1.69199239,0.47962862,1.38246269,0.83296679,0.01158135,1.52377796
-5.81390695,3.45905402,0.00333811,0.51352785,1.72375066,0.48622319,1.38636547,0.84840497,0.01189963,1.55279278
-5.80790395,3.51623481,0.00339834,0.52275930,1.75828882,0.49268755,1.39000798,0.86373630,0.01220738,1.58320601
-5.80190095,3.57360463,0.00348177,0.53138020,1.79554381,0.49898742,1.39353223,0.87889685,0.01249396,1.61493407
-5.79589795,3.63092473,0.00358792,0.53935211,1.83537849,0.50510005,1.39705747,0.89382579,0.01274974,1.64786272
-5.78989495,3.68794222,0.00371592,0.54664485,1.87757888,0.51101473,1.40067216,0.90846447,0.01296628,1.68184642
-5.78389195,3.74438609,0.00386453,0.55323487,1.92185325,0.51673254,1.40442693,0.92275501,0.01313652,1.71670826
-5.77788894,3.79996271,0.00403221,0.55910324,1.96783359,0.52226531,1.40832897,0.93663827,0.01325485,1.75224057
-5.77188594,3.85435116,0.00421719,0.56423339,2.01507936,0.52763394,1.41233813,0.95005156,0.01331718,1.78820608
-5.76588294,3.90719893,0.00441747,0.56860877,2.06308367,0.53286601,1.41636480,0.96292627,0.01332094,1.82433972
-5.75987994,3.95811851,0.00463094,0.57221069,2.11128176,0.53799304,1.42026992,0.97518566,0.01326504,1.86035102
-5.75387694,4.00668554,0.00485542,0.57501643,2.15906172,0.54304737,1.42386699,0.98674307,0.01314980,1.89592727
-5.74787394,4.05243898,0.00508869,0.57699792,2.20577708,0.54805895,1.42692639,0.99750082,0.01297679,1.93073718
-5.74187094,4.09488379,0.00532857,0.57812110,2.25076117,0.55305223,1.42918156,1.00734996,0.01274875,1.96443533
-5.73586793,4.13349636,0.00557294,0.57834599,2.29334256,0.55804341,1.43033718,1.01617109,0.01246935,1.99666722
-5.72986493,4.16773310,0.00581975,0.57762765,2.33286137,0.56303807,1.43007893,1.02383626,0.01214305,2.02707496
-5.72386193,4.19704181,0.00606703,0.57591796,2.36868578,0.56802956,1.42808452,1.03021198,0.01177490,2.05530357
-5.71785893,4.22087601,0.00631292,0.57316809,2.40022836,0.57299811,1.42403562,1.03516333,0.01137037,2.08100787
-5.71185593,4.23871160,0.00655563,0.56933175,2.42696153,0.57791085,1.41763016,1.03855887,0.01093512,2.10385974
-5.70585293,4.25006527,0.00679339,0.56436868,2.44843180,0.58272267,1.40859450,1.04027634,0.01047491,2.12355579
-5.69984992,4.25451412,0.00702449,0.55824861,2.46427226,0.58737800,1.39669506,1.04020866,0.00999542,2.13982515
-5.69384692,4.25171532,0.00724716,0.55095503,2.47421290,0.59181340,1.38174881,1.03827004,0.00950212,2.15243730
-5.68784392,4.24142511,0.00745961,0.54248882,2.47808854,0.59596080,1.36363216,1.03440183,0.00900024,2.16120951
-5.68184092,4.22351604,0.00765995,0.53287129,2.47584387,0.59975123,1.34228796,1.02857771,0.00849459,2.16601388
-5.67583792,4.19799141,0.00784619,0.52214654,2.46753578,0.60311887,1.31773019,1.02080799,0.00798964,2.16678347
-5.66983492,4.16499610,0.00801622,0.51038290,2.45333254,0.60600511,1.29004616,1.01114258,0.00748941,2.16351720
-5.66383192,4.12482281,0.00816783,0.49767322,2.43351001,0.60836245,1.25939612,0.99967254,0.00699747,2.15628335
-5.65782891,4.07791324,0.00829870,0.48413415,2.40844492,0.61015789,1.22601031,0.98652994,0.00651699,2.14522113
-5.65182591,4.02485349,0.00840648,0.46990415,2.37860525,0.61137565,1.19018341,0.97188598,0.00605073,2.13054024
-5.64582291,3.96636370,0.00848881,0.45514037,2.34453805,0.61201894,1.15226685,0.95594728,0.00560108,2.11251793
-5.63981991,3.90328175,0.00854341,0.44001462,2.30685482,0.61211070,1.11265899,0.93895059,0.00517008,2.09149369
-5.63381691,3.83654144,0.00856814,0.42470838,2.26621493,0.61169312,1.07179380,0.92115589,0.00475947,2.06786127
-5.62781391,3.76714571,0.00856112,0.40940725,2.22330732,0.61082597,1.03012832,0.90283828,0.00437073,2.04205826
-5.62181091,3.69613571,0.00852079,0.39429493,2.17883115,0.60958373,0.98812938,0.88427886,0.00400508,2.01455336
-5.61580790,3.62455700,0.00844603,0.37954722,2.13347574,0.60805165,0.94626024,0.86575518,0.00366356,1.98583171
-5.60980490,3.55342410,0.00833619,0.36532604,2.08790052,0.60632095,0.90496736,0.84753141,0.00334706,1.95637882
-5.60380190,3.48368493,0.00819120,0.35177400,2.04271568,0.60448338,0.86466812,0.82984894,0.00305631,1.92666362
-5.59779890,3.41618686,0.00801160,0.33900965,1.99846399,0.60262545,0.82573961,0.81291773,0.00279193,1.89712150
-5.59179590,3.35164581,0.00779856,0.32712363,1.95560478,0.60082268,0.78850911,0.79690888,0.00255448,1.86813804
-5.58579290,3.29062023,0.00755389,0.31617600,1.91450051,0.59913423,0.75324648,0.78194882,0.00234444,1.84003421
-5.57978989,3.23349115,0.00727998,0.30619471,1.87540662,0.59759825,0.72015877,0.76811538,0.00216228,1.81305409
-5.57378689,3.18044955,0.00697980,0.29717553,1.83846526,0.59622820,0.68938710,0.75543607,0.00200846,1.78735545
-5.56778389,3.13149188,0.00665680,0.28908311,1.80370315,0.59501056,0.66100598,0.74388870,0.00188346,1.76300412
-5.56178089,3.08642419,0.00631481,0.28185350,1.77103396,0.59390391,0.63502501,0.73340417,0.00178777,1.73997246
-5.55577789,3.04487475,0.00595797,0.27539761,1.74026507,0.59283965,0.61139283,0.72387161,0.00172199,1.71814203
-5.54977489,3.00631487,0.00559056,0.26960584,1.71110866,0.59172431,0.59000303,0.71514541,0.00168672,1.69731064
-5.54377189,2.97008684,0.00521694,0.26435326,1.68319677,0.59044329,0.57070185,0.70705387,0.00168269,1.67720339
-5.53776888,2.93543781,0.00484140,0.25950541,1.65609956,0.58886602,0.55329723,0.69940914,0.00171064,1.65748723
-5.53176588,2.90155786,0.00446806,0.25492431,1.62934620,0.58685209,0.53756875,0.69201768,0.00177140,1.63778833
-5.52576288,2.86762034,0.00410076,0.25047434,1.60244732,0.58425815,0.52327808,0.68469102,0.00186580,1.61771148
-5.51975988,2.83282253,0.00374300,0.24602783,1.57491807,0.58094510,0.51017941,0.67725590,0.00199463,1.59686038
-5.51375688,2.79642437,0.00339786,0.24147009,1.54630065,0.57678535,0.49802950,0.66956351,0.00215861,1.57485786
-5.50775388,2.75778343,0.00306795,0.23670357,1.51618532,0.57166953,0.48659679,0.66149720,0.00235830,1.55136502
-5.50175088,2.71638430,0.00275539,0.23165109,1.48422884,0.56551243,0.47566932,0.65297818,0.00259403,1.52609822
-5.49574787,2.67186094,0.00246182,0.22625806,1.45016960,0.55825789,0.46506111,0.64396910,0.00286577,1.49884311
-5.48974487,2.62401105,0.00218836,0.22049341,1.41383855,0.54988221,0.45461686,0.63447509,0.00317309,1.46946508
-5.48374187,2.57280174,0.00193568,0.21434958,1.37516585,0.54039612,0.44421472,0.62454239,0.00351498,1.43791559
-5.47773887,2.51836665,0.00170402,0.20784137,1.33418258,0.52984508,0.43376731,0.61425467,0.00388983,1.40423417
-5.47173587,2.46099475,0.00149324,0.20100387,1.29101801,0.51830797,0.42322096,0.60372712,0.00429531,1.36854617
-5.46573287,2.40111176,0.00130286,0.19388969,1.24589238,0.50589429,0.41255343,0.59309891,0.00472826,1.33105641
-5.45972986,2.33925553,0.00113212,0.18656564,1.19910590,0.49273992,0.40177029,0.58252432,0.00518471,1.29203925
-5.45372686,2.27604677,0.00098007,0.17910902,1.15102457,0.47900193,0.39090040,0.57216314,0.00565984,1.25182571
-5.44772386,2.21215710,0.00084555,0.17160400,1.10206370,0.46485233,0.37999081,0.56217097,0.00614795,1.21078841
-5.44172086,2.14827614,0.00072731,0.16413793,1.05267002,0.45047148,0.36910144,0.55268994,0.00664258,1.16932507
-5.43571786,2.08507953,0.00062404,0.15679824,1.00330332,0.43604121,0.35829997,0.54384041,0.00713654,1.12784162
-5.42971486,2.02319963,0.00053439,0.14966966,0.95441858,0.42173804,0.34765727,0.53571422,0.00762211,1.08673563
-5.42371186,1.96320038,0.00045700,0.14283232,0.90644939,0.40772692,0.33724366,0.52836984,0.00809114,1.04638089
-5.41770885,1.90555749,0.00039059,0.13636047,0.85979335,0.39415552,0.32712630,0.52182966,0.00853527,1.00711386
-5.41170585,1.85064488,0.00033388,0.13032209,0.81480010,0.38114957,0.31736769,0.51607971,0.00894619,0.96922249
-5.40570285,1.79872785,0.00028572,0.12477932,0.77176237,0.36880918,0.30802558,0.51107176,0.00931582,0.93293780
-5.39969985,1.74996299,0.00024500,0.11978960,0.73091017,0.35720637,0.29915407,0.50672761,0.00963663,0.89842856
-5.39369685,1.70440467,0.00021072,0.11540751,0.69240828,0.34638395,0.29080591,0.50294550,0.00990183,0.86579894
-5.38769385,1.66201734,0.00018198,0.11168714,0.65635686,0.33635550,0.28303569,0.49960817,0.01010559,0.83508933
-5.38169085,1.62269283,0.00015796,0.10868478,0.62279487,0.32710667,0.27590383,0.49659214,0.01024331,0.80627978
-5.37568784,1.58627150,0.00013795,0.10646183,0.59170596,0.31859752,0.26948089,0.49377777,0.01031171,0.77929606
-5.36968484,1.55256583,0.00012132,0.10508764,0.56302635,0.31076582,0.26385206,0.49105944,0.01030899,0.75401764
-5.36368184,1.52138516,0.00010753,0.10464222,0.53665405,0.30353115,0.25912126,0.48835542,0.01023489,0.73028728
-5.35767884,1.49256013,0.00009612,0.10521836,0.51245907,0.29679951,0.25541475,0.48561682,0.01009072,0.70792155
-5.35167584,1.46596543,0.00008668,0.10692333,0.49029377,0.29046833,0.25288371,0.48283512,0.00987929,0.68672192
-5.34567284,1.44153962,0.00007892,0.10987968,0.47000307,0.28443160,0.25170573,0.48004792,0.00960482,0.66648574
-5.33966983,1.41930101,0.00007255,0.11422516,0.45143392,0.27858488,0.25208476,0.47734247,0.00927282,0.64701666
-5.33366683,1.39935859,0.00006739,0.12011170,0.43444366,0.27283000,0.25424955,0.47485688,0.00888989,0.62813407
-5.32766383,1.38191746,0.00006326,0.12770318,0.41890688,0.26707929,0.25845041,0.47277872,0.00846348,0.60968125
-5.32166083,1.36727834,0.00006006,0.13717219,0.40472069,0.26125907,0.26495413,0.47134106,0.00800169,0.59153174
-5.31565783,1.35583106,0.00005771,0.14869565,0.39180810,0.25531242,0.27403745,0.47081607,0.00751298,0.57359403
-5.30965483,1.34804220,0.00005615,0.16244940,0.38011955,0.24920100,0.28597876,0.47150625,0.00700592,0.55581411
-5.30365183,1.34443717,0.00005536,0.17860186,0.36963263,0.24290596,0.30104866,0.47373370,0.00648897,0.53817619
-5.29764882,1.34557761,0.00005533,0.19730691,0.36035006,0.23642789,0.31949931,0.47782775,0.00597023,0.52070142
-5.29164582,1.35203479,0.00005608,0.21869622,0.35229614,0.22978589,0.34155309,0.48411129,0.00545725,0.50344493
-5.28564282,1.36436018,0.00005762,0.24287119,0.34551195,0.22301581,0.36739092,0.49288648,0.00495684,0.48649125
-5.27963982,1.38305438,0.00005996,0.26989495,0.34004958,0.21616778,0.39714053,0.50442021,0.00447502,0.46994861
-5.27363682,1.40853578,0.00006312,0.29978452,0.33596564,0.20930320,0.43086537,0.51892996,0.00401681,0.45394226
-5.26763382,1.44111031,0.00006712,0.33250365,0.33331458,0.20249144,0.46855439,0.53657059,0.00358631,0.43860734
-5.26163082,1.48094369,0.00007197,0.36795656,0.33214196,0.19580621,0.51011337,0.55742260,0.00318658,0.42408164
-5.25562781,1.52803757,0.00007764,0.40598302,0.33247828,0.18932215,0.55535807,0.58148239,0.00281973,0.41049850
-5.24962481,1.58221081,0.00008412,0.44635503,0.33433347,0.18311145,0.60400985,0.60865498,0.00248694,0.39798056
-5.24362181,1.64308691,0.00009137,0.48877544,0.33769242,0.17724098,0.65569385,0.63874954,0.00218854,0.38663423
-5.23761881,1.71008870,0.00009931,0.53287866,0.34251193,0.17176990,0.70994036,0.67147818,0.00192410,0.37654557
-5.23161581,1.78244058,0.00010787,0.57823381,0.34871901,0.16674790,0.76618925,0.70645797,0.00169254,0.36777752
-5.22561281,1.85917898,0.00011694,0.62435020,0.35621092,0.16221424,0.82379781,0.74321650,0.00149223,0.36036866
-5.21960980,1.93917075,0.00012641,0.67068524,0.36485679,0.15819747,0.88205190,0.78120078,0.00132112,0.35433366
-5.21360680,2.02113929,0.00013612,0.71665473,0.37450091,0.15471591,0.94018009,0.81978940,0.00117682,0.34966515
-5.20760380,2.10369763,0.00014592,0.76164519,0.38496751,0.15177885,0.99737074,0.85830763,0.00105674,0.34633712
-5.20160080,2.18538740,0.00015564,0.80502801,0.39606683,0.14938834,1.05279142,0.89604489,0.00095817,0.34430945
-5.19559780,2.26472241,0.00016511,0.84617491,0.40760226,0.14754144,1.10561003,0.93227431,0.00087833,0.34353344
-5.18959480,2.34023509,0.00017413,0.88447437,0.41937820,0.14623282,1.15501712,0.96627337,0.00081452,0.34395785
-5.18359180,2.41052414,0.00018254,0.91934820,0.43120818,0.14545748,1.20024844,0.99734519,0.00076410,0.34553531
-5.17758879,2.47430125,0.00019014,0.95026789,0.44292303,0.14521348,1.24060706,1.02483950,0.00072460,0.34822847
