energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,1.89995494,0.00987031,0.06206280,0.64540498,0.45925958,0.50794666,0.30400570,1.23893881,0.00000000
-5.99399700,1.90170442,0.00999090,0.06169870,0.64691621,0.45947799,0.51201545,0.30309334,1.24100390,0.00000000
-5.98799400,1.89379829,0.01010250,0.06100182,0.64503919,0.45754073,0.51418414,0.30045276,1.23669480,0.00000000
-5.98199100,1.87633496,0.01020803,0.05997469,0.63982034,0.45344686,0.51444210,0.29613045,1.22609319,0.00000000
-5.97598799,1.84967205,0.01031196,0.05862754,0.63139772,0.44726094,0.51285229,0.29021139,1.20945041,0.00000000
-5.96998499,1.81441162,0.01042016,0.05697784,0.61999534,0.43911018,0.50954823,0.28281592,1.18717737,0.00000000
-5.96398199,1.77137665,0.01053964,0.05504969,0.60591427,0.42917918,0.50472814,0.27409552,1.15982865,0.00000000
-5.95797899,1.72157971,0.01067825,0.05287291,0.58952106,0.41770251,0.49864626,0.26422751,1.12808162,0.00000000
-5.95197599,1.66618526,0.01084430,0.05048202,0.57123394,0.40495557,0.49160180,0.25340907,1.09271124,0.00000000
-5.94597299,1.60646721,0.01104618,0.04791517,0.55150733,0.39124401,0.48392603,0.24185076,1.05456190,0.00000000
-5.93996998,1.54376352,0.01129188,0.04521288,0.53081551,0.37689227,0.47596794,0.22976982,1.01451727,0.00000000
-5.93396698,1.47942988,0.01158857,0.04241691,0.50963590,0.36223168,0.46807913,0.21738349,0.97346965,0.00000000
-5.92796398,1.41479436,0.01194213,0.03956907,0.48843293,0.34758869,0.46059874,0.20490271,0.93228995,0.00000000
-5.92196098,1.35111488,0.01235681,0.03671015,0.46764297,0.33327371,0.45383881,0.19252639,0.89179963,0.00000000
-5.91595798,1.28954132,0.01283480,0.03387902,0.44766105,0.31957100,0.44807106,0.18043637,0.85274578,0.00000000
-5.90995498,1.23108360,0.01337601,0.03111178,0.42882982,0.30673000,0.44351540,0.16879344,0.81578014,0.00000000
-5.90395198,1.17658692,0.01397785,0.02844123,0.41143121,0.29495852,0.44033083,0.15773430,0.78144299,0.00000000
-5.89794897,1.12671500,0.01463514,0.02589639,0.39568100,0.28441783,0.43860917,0.14736973,0.75015232,0.00000000
-5.89194597,1.08194161,0.01534010,0.02350232,0.38172652,0.27522004,0.43837178,0.13778385,0.72219858,0.00000000
-5.88594297,1.04255055,0.01608252,0.02128003,0.36964733,0.26742757,0.43956951,0.12903444,0.69774510,0.00000000
-5.87993997,1.00864360,0.01684994,0.01924667,0.35945889,0.26105475,0.44208575,0.12115434,0.67683378,0.00000000
-5.87393697,0.98015577,0.01762802,0.01741576,0.35111884,0.25607143,0.44574260,0.11415369,0.65939566,0.00000000
-5.86793397,0.95687685,0.01840093,0.01579761,0.34453548,0.25240826,0.45030966,0.10802290,0.64526578,0.00000000
-5.86193097,0.93847785,0.01915188,0.01439977,0.33957808,0.24996339,0.45551512,0.10273618,0.63420122,0.00000000
-5.85592796,0.92454107,0.01986365,0.01322756,0.33608835,0.24861022,0.46105863,0.09825539,0.62590160,0.00000000
-5.84992496,0.91459205,0.02051921,0.01228463,0.33389260,0.24820569,0.46662529,0.09453405,0.62003083,0.00000000
-5.84392196,0.90813172,0.02110228,0.01157344,0.33281380,0.24859891,0.47190003,0.09152135,0.61623901,0.00000000
-5.83791896,0.90466737,0.02159791,0.01109572,0.33268324,0.24963946,0.47658192,0.08916581,0.61418353,0.00000000
-5.83191596,0.90374074,0.02199302,0.01085283,0.33335091,0.25118509,0.48039753,0.08741866,0.61354823,0.00000000
-5.82591296,0.90495204,0.02227688,0.01084605,0.33469439,0.25310846,0.48311276,0.08623659,0.61405979,0.00000000
-5.81990995,0.90797869,0.02244146,0.01107668,0.33662568,0.25530257,0.48454283,0.08558387,0.61550073,0.00000000
-5.81390695,0.91258818,0.02248170,0.01154602,0.33909579,0.25768470,0.48455963,0.08543375,0.61771825,0.00000000
-5.80790395,0.91864440,0.02239567,0.01225527,0.34209676,0.26019862,0.48309654,0.08576909,0.62062878,0.00000000
-5.80190095,0.92610730,0.02218463,0.01320523,0.34566123,0.26281506,0.48015023,0.08658220,0.62421811,0.00000000
-5.79589795,0.93502624,0.02185291,0.01439589,0.34985950,0.26553053,0.47577964,0.08787397,0.62853710,0.00000000
-5.78989495,0.94552741,0.02140773,0.01582594,0.35479426,0.26836448,0.47010218,0.08965233,0.63369338,0.00000000
-5.78389195,0.95779612,0.02085888,0.01749222,0.36059339,0.27135503,0.46328745,0.09193015,0.63983967,0.00000000
-5.77788894,0.97205523,0.02021837,0.01938909,0.36740106,0.27455365,0.45554883,0.09472270,0.64715924,0.00000000
-5.77188594,0.98854084,0.01949993,0.02150781,0.37536771,0.27801894,0.44713344,0.09804479,0.65584949,0.00000000
-5.76588294,1.00747665,0.01871856,0.02383602,0.38463939,0.28181012,0.43831104,0.10190783,0.66610447,0.00000000
-5.75987994,1.02904864,0.01789002,0.02635719,0.39534692,0.28598030,0.42936230,0.10631690,0.67809746,0.00000000
-5.75387694,1.05338126,0.01703031,0.02905030,0.40759560,0.29057033,0.42056723,0.11126797,0.69196434,0.00000000
