energy_ev,total_up,Pb_p_up,Pb_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,7.44052164,0.02410873,0.00059305,2.07282923,4.05394954,1.00899832,2.06559670
-5.99399700,7.47183768,0.02458105,0.00059464,2.06438141,4.08782703,0.99352957,2.08218020
-5.98799400,7.46948695,0.02497050,0.00059330,2.04452854,4.10253496,0.97595888,2.08918746
-5.98199100,7.43436814,0.02527425,0.00058914,2.01386419,4.09840875,0.95649083,2.08675798
-5.97598799,7.36777645,0.02548993,0.00058234,1.97315138,4.07602592,0.93530906,2.07514713
-5.96998499,7.27134327,0.02561561,0.00057307,1.92329316,4.03617349,0.91257435,2.05471152
-5.96398199,7.14697291,0.02564975,0.00056156,1.86530043,3.97981305,0.88842443,2.02589355
-5.95797899,6.99677976,0.02559125,0.00054804,1.80025859,3.90804552,0.86297553,1.98920577
-5.95197599,6.82302879,0.02543949,0.00053275,1.72929454,3.82207732,0.83632527,1.94521618
-5.94597299,6.62808200,0.02519435,0.00051595,1.65354541,3.72318937,0.80855688,1.89453472
-5.93996998,6.41435222,0.02485637,0.00049788,1.57413022,3.61271008,0.77974418,1.83780163
-5.93396698,6.18426546,0.02442678,0.00047877,1.49212539,3.49199273,0.74995707,1.77567779
-5.92796398,5.94023182,0.02390764,0.00045887,1.40854465,3.36239767,0.71926711,1.70883702
-5.92196098,5.68462451,0.02330194,0.00043837,1.32432376,3.22527888,0.68775276,1.63796024
-5.91595798,5.41976600,0.02261368,0.00041748,1.24031003,3.08197457,0.65550395,1.56373117
-5.90995498,5.14791974,0.02184795,0.00039637,1.15725638,2.93380086,0.62262568,1.48683314
-5.90395198,4.87128597,0.02101089,0.00037520,1.07581955,2.78204793,0.58924043,1.40794664
-5.89794897,4.59199990,0.02010976,0.00035412,0.99656187,2.62797743,0.55548916,1.32774720
-5.89194597,4.31213071,0.01915280,0.00033324,0.91995593,2.47282060,0.52153092,1.24690318
-5.88594297,4.03368028,0.01814917,0.00031269,0.84639136,2.31777627,0.48754111,1.16607327
-5.87993997,3.75858061,0.01710879,0.00029256,0.77618308,2.16400829,0.45370845,1.08590353
-5.87393697,3.48868958,0.01604212,0.00027293,0.70958046,2.01264218,0.42023093,1.00702391
-5.86793397,3.22578487,0.01496002,0.00025389,0.64677658,1.86476086,0.38731094,0.93004437
-5.86193097,2.97155641,0.01387341,0.00023551,0.58791749,1.72139973,0.35514998,0.85555065
-5.85592796,2.72759782,0.01279313,0.00021783,0.53311077,1.58354130,0.32394313,0.78410008
-5.84992496,2.49539757,0.01172965,0.00020093,0.48243342,1.45210971,0.29387368,0.71621753
-5.84392196,2.27633063,0.01069287,0.00018484,0.43593875,1.32796570,0.26510822,0.65239178
-5.83791896,2.07165116,0.00969192,0.00016960,0.39366232,1.21190219,0.23779240,0.59307253
-5.83191596,1.88248709,0.00873506,0.00015526,0.35562675,1.10464083,0.21204758,0.53866824
-5.82591296,1.70983648,0.00782948,0.00014186,0.32184559,1.00682965,0.18796844,0.48954465
-5.81990995,1.55456611,0.00698136,0.00012940,0.29232611,0.91904178,0.16562173,0.44602416
-5.81390695,1.41741183,0.00619576,0.00011793,0.26707104,0.84177500,0.14504609,0.40838576
-5.80790395,1.29898034,0.00547675,0.00010745,0.24607948,0.77545194,0.12625288,0.37686541
-5.80190095,1.19975161,0.00482744,0.00009799,0.22934665,0.72042040,0.10922789,0.35165650
-5.79589795,1.12008140,0.00425015,0.00008956,0.21686278,0.67695340,0.09393395,0.33291009
-5.78989495,1.06020284,0.00374658,0.00008216,0.20861109,0.64524843,0.08031401,0.32073477
-5.78389195,1.02022647,0.00331796,0.00007580,0.20456472,0.62542560,0.06829472,0.31519568
-5.77788894,1.00013825,0.00296533,0.00007048,0.20468298,0.61752426,0.05779020,0.31631265
-5.77188594,0.99979500,0.00268970,0.00006620,0.20890675,0.62149811,0.04870592,0.32405733
-5.76588294,1.01891745,0.00249232,0.00006296,0.21715333,0.63720871,0.04094241,0.33834934
-5.75987994,1.05708105,0.00237483,0.00006074,0.22931096,0.66441780,0.03439877,0.35905157
-5.75387694,1.11370529,0.00233948,0.00005954,0.24523325,0.70277874,0.02897579,0.38596504
-5.74787394,1.18804229,0.00238926,0.00005934,0.26473377,0.75182795,0.02457861,0.41882353
-5.74187094,1.27916598,0.00252803,0.00006013,0.28758131,0.81097699,0.02111894,0.45728866
-5.73586793,1.38596311,0.00276055,0.00006188,0.31349606,0.87950622,0.01851670,0.50094588
-5.72986493,1.50712749,0.00309249,0.00006458,0.34214713,0.95656110,0.01670108,0.54930192
-5.72386193,1.64115883,0.00353036,0.00006819,0.37315171,1.04115184,0.01561113,0.60178435
-5.71785893,1.78636729,0.00408139,0.00007268,0.40607626,1.13215743,0.01519584,0.65774360
-5.71185593,1.94088472,0.00475331,0.00007803,0.44043982,1.22833429,0.01541367,0.71645790
-5.70585293,2.10268301,0.00555409,0.00008418,0.47571958,1.32833028,0.01623176,0.77714129
-5.69984992,2.26959978,0.00649155,0.00009110,0.51135879,1.43070373,0.01762472,0.83895481
-5.69384692,2.43937097,0.00757299,0.00009874,0.54677665,1.53394751,0.01957315,0.90102054
-5.68784392,2.60966947,0.00880469,0.00010704,0.58138018,1.63651733,0.02206192,0.96243840
-5.68184092,2.77814865,0.01019140,0.00011596,0.61457743,1.73686345,0.02507832,1.02230486
-5.67583792,2.94248904,0.01173581,0.00012541,0.64579167,1.83346461,0.02861010,1.07973315
-5.66983492,3.10044637,0.01343800,0.00013534,0.67447591,1.92486283,0.03264351,1.13387394
-5.66383192,3.24989895,0.01529491,0.00014568,0.70012714,2.00969756,0.03716153,1.18393569
-5.65782891,3.38889223,0.01729986,0.00015634,0.72229968,2.08673781,0.04214210,1.22920386
-5.65182591,3.51567885,0.01944217,0.00016724,0.74061695,2.15491066,0.04755674,1.26905790
-5.64582291,3.62875241,0.02170685,0.00017830,0.75478119,2.21332512,0.05336939,1.30298558
-5.63981991,3.72687367,0.02407443,0.00018942,0.76458058,2.26129021,0.05953571,1.33059369
-5.63381691,3.80908839,0.02652098,0.00020050,0.76989363,2.29832657,0.06600272,1.35161508
-5.62781391,3.87473638,0.02901828,0.00021144,0.77069041,2.32417129,0.07270899,1.36591141
-5.62181091,3.92345192,0.03153414,0.00022215,0.76703086,2.33877601,0.07958524,1.37347201
-5.61580790,3.95515595,0.03403300,0.00023252,0.75906013,2.34229848,0.08655542,1.37440869
-5.60980490,3.97004111,0.03647662,0.00024246,0.74700138,2.33508845,0.09353824,1.36894716
-5.60380190,3.96855067,0.03882503,0.00025185,0.73114631,2.31766854,0.10044901,1.35741541
-5.59779890,3.95135280,0.04103751,0.00026061,0.71184404,2.29071137,0.10720186,1.34022977
-5.59179590,3.91931153,0.04307378,0.00026866,0.68948885,2.25501399,0.11371202,1.31787942
-5.58579290,3.87345579,0.04489518,0.00027592,0.66450733,2.21147078,0.11989829,1.29090986
-5.57978989,3.81494784,0.04646590,0.00028233,0.63734562,2.16104606,0.12568537,1.25990625
-5.57378689,3.74505205,0.04775414,0.00028784,0.60845710,2.10474726,0.13100601,1.22547709
-5.56778389,3.66510489,0.04873317,0.00029241,0.57829116,2.04359969,0.13580292,1.18823882
-5.56178089,3.57648676,0.04938229,0.00029602,0.54728332,1.97862338,0.14003021,1.14880177
-5.55577789,3.48059593,0.04968755,0.00029867,0.51584696,1.91081270,0.14365433,1.10775762
-5.54977489,3.37882495,0.04964222,0.00030038,0.48436692,1.84111883,0.14665457,1.06566880
-5.54377189,3.27253943,0.04924708,0.00030117,0.45319493,1.77043554,0.14902286,1.02305971
-5.53776888,3.16305939,0.04851041,0.00030109,0.42264681,1.69958797,0.15076315,0.98040983
-5.53176588,3.05164308,0.04744765,0.00030018,0.39300153,1.62932468,0.15189018,0.93814874
-5.52576288,2.93947339,0.04608093,0.00029852,0.36450170,1.56031267,0.15242799,0.89665293
-5.51975988,2.82764703,0.04443826,0.00029615,0.33735548,1.49313530,0.15240792,0.85624423
-5.51375688,2.71716651,0.04255259,0.00029317,0.31173958,1.42829286,0.15186661,0.81718987
-5.50775388,2.60893535,0.04046074,0.00028964,0.28780308,1.36620585,0.15084385,0.77970401
-5.50175088,2.50375658,0.03820218,0.00028562,0.26567191,1.30722047,0.14938054,0.74395056
-5.49574787,2.40233487,0.03581783,0.00028119,0.24545363,1.25161633,0.14751685,0.71004732
-5.48974487,2.30528214,0.03334884,0.00027640,0.22724240,1.19961606,0.14529073,0.67807110
-5.48374187,2.21312684,0.03083546,0.00027130,0.21112377,1.15139637,0.14273673,0.64806387
-5.47773887,2.12632621,0.02831597,0.00026596,0.19717925,1.10710034,0.13988537,0.62003959
-5.47173587,2.04528119,0.02582583,0.00026039,0.18549029,1.06685017,0.13676290,0.59399149
-5.46573287,1.97035299,0.02339693,0.00025465,0.17614164,1.03075997,0.13339144,0.56989964
-5.45972986,1.90188028,0.02105708,0.00024877,0.16922380,0.99894780,0.12978964,0.54773826
-5.45372686,1.84019566,0.01882961,0.00024277,0.16483443,0.97154621,0.12597352,0.52748268
-5.44772386,1.78564000,0.01673326,0.00023670,0.16307859,0.94871043,0.12195758,0.50911532
-5.44172086,1.73857332,0.01478214,0.00023059,0.16406762,0.93062366,0.11775600,0.49263054
-5.43571786,1.69938075,0.01298594,0.00022448,0.16791674,0.91749854,0.11338380,0.47803786
-5.42971486,1.66847251,0.01135016,0.00021841,0.17474104,0.90957452,0.10885794,0.46536350
-5.42371186,1.64627716,0.00987653,0.00021244,0.18465016,0.90711062,0.10419816,0.45464979
-5.41770885,1.63322765,0.00856347,0.00020663,0.19774158,0.91037373,0.09942756,0.44595258
-5.41170585,1.62974027,0.00740655,0.00020104,0.21409272,0.91962247,0.09457288,0.43933666
-5.40570285,1.63618720,0.00639905,0.00019573,0.23375215,0.93508724,0.08966441,0.43486931
-5.39969985,1.65286371,0.00553239,0.00019078,0.25673016,0.95694729,0.08473556,0.43261229
-5.39369685,1.67995172,0.00479671,0.00018624,0.28298917,0.98530589,0.07982217,0.43261274
-5.38769385,1.71748172,0.00418119,0.00018217,0.31243444,1.02016496,0.07496150,0.43489355
-5.38169085,1.76529547,0.00367453,0.00017863,0.34490568,1.06140063,0.07019114,0.43944361
-5.37568784,1.82301198,0.00326523,0.00017564,0.38017000,1.10874134,0.06554770,0.44620879
-5.36968484,1.88999932,0.00294185,0.00017324,0.41791692,1.16175009,0.06106558,0.45508411
-5.36368184,1.96535473,0.00269328,0.00017141,0.45775579,1.21981228,0.05677578,0.46590785
-5.35767884,2.04789503,0.00250885,0.00017014,0.49921625,1.28213050,0.05270482,0.47845792
-5.35167584,2.13615907,0.00237846,0.00016940,0.54175190,1.34772704,0.04887394,0.49245105
-5.34567284,2.22842313,0.00229268,0.00016912,0.58474747,1.41545503,0.04529840,0.50754497
-5.33966983,2.32272966,0.00224280,0.00016923,0.62752950,1.48401803,0.04198724,0.52334371
-5.33366683,2.41692899,0.00222084,0.00016962,0.66938034,1.55199800,0.03894319,0.53940590
-5.32766383,2.50873267,0.00221955,0.00017019,0.70955511,1.61789070,0.03616291,0.55525583
-5.32166083,2.59577677,0.00223246,0.00017082,0.74730113,1.68014742,0.03363747,0.57039686
-5.31565783,2.67569235,0.00225380,0.00017138,0.78187903,1.73722114,0.03135302,0.58432654
-5.30965483,2.74618025,0.00227856,0.00017174,0.81258480,1.78761542,0.02929171,0.59655282
-5.30365183,2.80508673,0.00230240,0.00017177,0.83877174,1.82993363,0.02743260,0.60661063
-5.29764882,2.85047637,0.00232170,0.00017137,0.85987135,1.86292633,0.02575273,0.61407788
-5.29164582,2.88069895,0.00233349,0.00017042,0.87541224,1.88553450,0.02422813,0.61859029
-5.28564282,2.89444681,0.00233544,0.00016884,0.88503610,1.89692663,0.02283482,0.61985418
-5.27963982,2.89080020,0.00232585,0.00016657,0.88850998,1.89652778,0.02154969,0.61765668
-5.27363682,2.86925822,0.00230359,0.00016356,0.88573425,1.88403927,0.02035128,0.61187292
-5.26763382,2.82975418,0.00226811,0.00015979,0.87674589,1.85944812,0.01922038,0.60246975
-5.26163082,2.77265447,0.00221931,0.00015526,0.86171683,1.82302582,0.01814048,0.58950597
-5.25562781,2.69874149,0.00215758,0.00015000,0.84094764,1.77531653,0.01709804,0.57312902
-5.24962481,2.60918142,0.00208371,0.00014406,0.81485658,1.71711561,0.01608263,0.55356850
-5.24362181,2.50547877,0.00199880,0.00013751,0.78396487,1.64943933,0.01508686,0.53112671
-5.23761881,2.38942003,0.00190423,0.00013043,0.74887864,1.57348764,0.01410620,0.50616683
-5.23161581,2.26300924,0.00180160,0.00012291,0.71026862,1.49060163,0.01313874,0.47909939
-5.22561281,2.12839866,0.00169261,0.00011507,0.66884829,1.40221785,0.01218479,0.45036758
-5.21960980,1.98781777,0.00157906,0.00010701,0.62535175,1.30982158,0.01124646,0.42043220
-5.21360680,1.84350359,0.00146275,0.00009884,0.58051198,1.21490105,0.01032725,0.38975689
-5.20760380,1.69763537,0.00134543,0.00009068,0.53504055,1.11890447,0.00943156,0.35879421
-5.20160080,1.55227592,0.00122874,0.00008261,0.48960944,1.02320160,0.00856430,0.32797316
-5.19559780,1.40932171,0.00111420,0.00007474,0.44483557,0.92905098,0.00773050,0.29768850
-5.18959480,1.27046296,0.00100315,0.00006715,0.40126855,0.83757382,0.00693496,0.26829226
-5.18359180,1.13715461,0.00089673,0.00005991,0.35938176,0.74973504,0.00618197,0.24008747
-5.17758879,1.01059825,0.00079588,0.00005307,0.31956684,0.66633150,0.00547514,0.21332428
-5.17158579,0.89173474,0.00070133,0.00004668,0.28213162,0.58798732,0.00481723,0.18819832
-5.16558279,0.78124662,0.00061360,0.00004077,0.24730099,0.51515555,0.00421009,0.16485111
-5.15957979,0.67956913,0.00053301,0.00003535,0.21522054,0.44812561,0.00365460,0.14337237
-5.15357679,0.58690830,0.00045969,0.00003044,0.18596239,0.38703530,0.00315076,0.12380374
-5.14757379,0.50326466,0.00039363,0.00002602,0.15953276,0.33188647,0.00269768,0.10614380
-5.14157079,0.42846062,0.00033465,0.00002209,0.13588074,0.28256323,0.00229375,0.09035375
-5.13556778,0.36217012,0.00028247,0.00001862,0.11490767,0.23885154,0.00193671,0.07636370
-5.12956478,0.30394900,0.00023672,0.00001558,0.09647686,0.20045923,0.00162380,0.06407900
-5.12356178,0.25326460,0.00019696,0.00001294,0.08042300,0.16703563,0.00135188,0.05338651
-5.11755878,0.20952382,0.00016271,0.00001067,0.06656108,0.13819005,0.00111756,0.04416044
-5.11155578,0.17209847,0.00013345,0.00000874,0.05469445,0.11350859,0.00091732,0.03626777
-5.10555278,0.14034761,0.00010867,0.00000711,0.04462201,0.09256882,0.00074763,0.02957286
-5.09954977,0.11363635,0.00008786,0.00000574,0.03614415,0.07495227,0.00060501,0.02394144
-5.09354677,0.09135112,0.00007053,0.00000460,0.02906767,0.06025444,0.00048612,0.01924383
-5.08754377,0.07291137,0.00005622,0.00000366,0.02320951,0.04809259,0.00038781,0.01535737
-5.08154077,0.05777801,0.00004449,0.00000289,0.01839951,0.03811129,0.00030718,0.01216821
-5.07553777,0.04545884,0.00003497,0.00000227,0.01448214,0.02998599,0.00024159,0.00957242
-5.06953477,0.03551139,0.00002730,0.00000177,0.01131746,0.02342495,0.00018865,0.00747657
-5.06353177,0.02754361,0.00002119,0.00000137,0.00878136,0.01816966,0.00014626,0.00579793
-5.05752876,0.02121281,0.00001635,0.00000105,0.00676526,0.01399416,0.00011260,0.00446415
-5.05152576,0.01622335,0.00001258,0.00000080,0.00517540,0.01070355,0.00008607,0.00341281
-5.04552276,0.01232334,0.00000968,0.00000060,0.00393181,0.00813179,0.00006534,0.00259070
-5.03951976,0.00930083,0.00000750,0.00000045,0.00296713,0.00613921,0.00004927,0.00195299
-5.03351676,0.00697969,0.00000592,0.00000034,0.00222526,0.00460982,0.00003693,0.00146237
-5.02751376,0.00521548,0.00000486,0.00000025,0.00166010,0.00344859,0.00002753,0.00108812
-5.02151076,0.00389139,0.00000427,0.00000019,0.00123422,0.00257883,0.00002045,0.00080524
-5.01550775,0.00291462,0.00000411,0.00000014,0.00091770,0.00193979,0.00001520,0.00059365
-5.00950475,0.00221303,0.00000441,0.00000010,0.00068700,0.00148453,0.00001137,0.00043741
-5.00350175,0.00173229,0.00000522,0.00000008,0.00052408,0.00117811,0.00000867,0.00032410
-4.99749875,0.00143360,0.00000662,0.00000006,0.00041554,0.00099611,0.00000687,0.00024421
-4.99149575,0.00129188,0.00000877,0.00000005,0.00035199,0.00092361,0.00000582,0.00019064
