energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.69384692,5.15889159,0.00726212,0.79201706,3.24636408,1.79115183,0.11668498,1.65569683
-5.68784392,4.72521180,0.00655338,0.73544449,3.01282761,1.62923389,0.10648593,1.51272872
-5.68184092,4.30300298,0.00588103,0.67914769,2.78071608,1.47291010,0.09658677,1.37402348
-5.67583792,3.89610953,0.00524869,0.62371869,2.55238837,1.32358326,0.08707657,1.24077535
-5.66983492,3.50783448,0.00465919,0.56969123,2.32996937,1.18243405,0.07803037,1.11399853
-5.66383192,3.14091760,0.00411462,0.51753431,2.11532270,1.05041767,0.06950869,0.99452061
-5.65782891,2.79753361,0.00361634,0.46764829,1.91003326,0.92826853,0.06155767,0.88298261
-5.65182591,2.47930876,0.00316505,0.42036319,1.71539932,0.81651209,0.05420951,0.77984490
-5.64582291,2.18735332,0.00276086,0.37593929,1.53243353,0.71548266,0.04748337,0.68539836
-5.63981991,1.92230707,0.00240339,0.33456960,1.36187185,0.62534591,0.04138662,0.59977969
-5.63381691,1.68439445,0.00209187,0.29638396,1.20418921,0.54612448,0.03591623,0.52298985
-5.62781391,1.47348593,0.00182523,0.26145435,1.05962060,0.47772522,0.03106040,0.45491446
-5.62181091,1.28916228,0.00160217,0.22980125,0.92818621,0.41996675,0.02680015,0.39534524
-5.61580790,1.13077829,0.00142129,0.20140041,0.80971912,0.37260563,0.02311104,0.34400115
-5.60980490,0.99752336,0.00128117,0.17618995,0.70389436,0.33536027,0.01996462,0.30054859
-5.60380190,0.88847612,0.00118040,0.15407739,0.61025790,0.30793131,0.01732995,0.26461978
-5.59779890,0.80265132,0.00111764,0.13494629,0.52825485,0.29001775,0.01517477,0.23582857
-5.59179590,0.73903742,0.00109166,0.11866241,0.45725561,0.28132828,0.01346654,0.21378347
-5.58579290,0.69662404,0.00110135,0.10507910,0.39657961,0.28158752,0.01217330,0.19809744
-5.57978989,0.67441886,0.00114572,0.09404200,0.34551597,0.29053704,0.01126417,0.18839437
-5.57378689,0.67145424,0.00122383,0.08539274,0.30334087,0.30793155,0.01070974,0.18431245
-5.56778389,0.68678430,0.00133478,0.07897184,0.26933156,0.33353053,0.01048225,0.18550454
-5.56178089,0.71947348,0.00147765,0.07462078,0.24277695,0.36708607,0.01055547,0.19163584
-5.55577789,0.76857829,0.00165141,0.07218330,0.22298516,0.40832781,0.01090462,0.20237952
-5.54977489,0.83312408,0.00185487,0.07150605,0.20928822,0.45694595,0.01150599,0.21741069
-5.54377189,0.91207886,0.00208657,0.07243876,0.20104435,0.51257343,0.01233660,0.23639935
-5.53776888,1.00432651,0.00234471,0.07483401,0.19763833,0.57476869,0.01337380,0.25900306
-5.53176588,1.10864163,0.00262709,0.07854685,0.19848052,0.64300000,0.01459486,0.28485983
-5.52576288,1.22366823,0.00293104,0.08343430,0.20300486,0.71663274,0.01597659,0.31358199
-5.51975988,1.34790429,0.00325338,0.08935507,0.21066658,0.79492070,0.01749507,0.34475152
-5.51375688,1.47969402,0.00359041,0.09616935,0.22093992,0.87700223,0.01912541,0.37791732
-5.50775388,1.61722906,0.00393790,0.10373905,0.23331630,0.96190219,0.02084176,0.41259485
-5.50175088,1.75855959,0.00429113,0.11192835,0.24730331,1.04853995,0.02261725,0.44826832
-5.49574787,1.90161572,0.00464494,0.12060472,0.26242466,1.13574370,0.02442431,0.48439559
-5.48974487,2.04423873,0.00499381,0.12964029,0.27822126,1.22227082,0.02623488,0.52041566
-5.48374187,2.18422158,0.00533199,0.13891355,0.29425346,1.30683387,0.02802094,0.55575853
-5.47773887,2.31935692,0.00565362,0.14831134,0.31010436,1.38813112,0.02975500,0.58985712
-5.47173587,2.44749083,0.00595286,0.15773094,0.32538398,1.46488064,0.03141076,0.62216066
-5.46573287,2.56657985,0.00622409,0.16708208,0.33973409,1.53585636,0.03296371,0.65214890
-5.45972986,2.67474846,0.00646204,0.17628885,0.35283338,1.59992443,0.03439187,0.67934663
-5.45372686,2.77034415,0.00666196,0.18529112,0.36440252,1.65607825,0.03567632,0.70333747
-5.44772386,2.85198730,0.00681979,0.19404554,0.37420893,1.70347037,0.03680182,0.72377638
-5.44172086,2.91861300,0.00693226,0.20252579,0.38207069,1.74143955,0.03775722,0.74040025
-5.43571786,2.96950255,0.00699704,0.21072219,0.38785943,1.76953173,0.03853577,0.75303569
-5.42971486,3.00430283,0.00701279,0.21864041,0.39150182,1.78751350,0.03913526,0.76160391
-5.42371186,3.02303226,0.00697922,0.22629938,0.39297962,1.79537764,0.03955800,0.76612210
-5.41770885,3.02607290,0.00689712,0.23372854,0.39232799,1.79334005,0.03981063,0.76670128
-5.41170585,3.01414900,0.00676831,0.24096439,0.38963226,1.78182849,0.03990374,0.76354079
-5.40570285,2.98829306,0.00659561,0.24804658,0.38502313,1.76146345,0.03985135,0.75691954
-5.39969985,2.94980093,0.00638273,0.25501378,0.37867061,1.73303225,0.03967024,0.74718447
-5.39369685,2.90017858,0.00613419,0.26189952,0.37077677,1.69745776,0.03937926,0.73473698
-5.38769385,2.84108300,0.00585515,0.26872829,0.36156793,1.65576310,0.03899849,0.72001780
-5.38169085,2.77426040,0.00555130,0.27551209,0.35128639,1.60903443,0.03854843,0.70349124
-5.37568784,2.70148486,0.00522868,0.28224775,0.34018224,1.55838335,0.03804922,0.68562956
-5.36968484,2.62450022,0.00489355,0.28891516,0.32850559,1.50491099,0.03751993,0.66689820
-5.36368184,2.54496818,0.00455226,0.29547656,0.31649957,1.44967513,0.03697789,0.64774257
-5.35767884,2.46442465,0.00421108,0.30187699,0.30439441,1.39366203,0.03643822,0.62857711
-5.35167584,2.38424621,0.00387615,0.30804592,0.29240285,1.33776381,0.03591347,0.60977684
-5.34567284,2.30562766,0.00355337,0.31390000,0.28071687,1.28276227,0.03541342,0.59167186
-5.33966983,2.22957107,0.00324835,0.31934672,0.26950610,1.22931927,0.03494501,0.57454485
-5.33366683,2.15688599,0.00296639,0.32428900,0.25891755,1.17797386,0.03451252,0.55863142
-5.32766383,2.08820004,0.00271247,0.32863027,0.24907682,1.12914541,0.03411775,0.54412330
-5.32166083,2.02397830,0.00249129,0.33227984,0.24009037,1.08314232,0.03376041,0.53117368
-5.31565783,1.96454981,0.00230730,0.33515827,0.23204888,1.04017510,0.03343861,0.51990458
-5.30965483,1.91013891,0.00216473,0.33720254,0.22503113,1.00037278,0.03314932,0.51041537
-5.30365183,1.86089924,0.00206770,0.33837053,0.21910831,0.96380136,0.03288895,0.50279202
-5.29764882,1.81694815,0.00202027,0.33864480,0.21434838,0.93048304,0.03265389,0.49711649
-5.29164582,1.77839933,0.00202649,0.33803529,0.21082010,0.90041509,0.03244105,0.49347544
-5.28564282,1.74539171,0.00209046,0.33658095,0.20859664,0.87358723,0.03224825,0.49196801
-5.27963982,1.71811318,0.00221635,0.33435011,0.20775827,0.84999662,0.03207468,0.49271196
-5.27363682,1.69681779,0.00240844,0.33143954,0.20839426,0.82965979,0.03192114,0.49584796
-5.26763382,1.68183567,0.00267110,0.32797246,0.21060355,0.81262103,0.03179024,0.50154164
-5.26163082,1.67357537,0.00300871,0.32409526,0.21449437,0.79895703,0.03168650,0.50998336
-5.25562781,1.67251857,0.00342565,0.31997338,0.22018265,0.78877762,0.03161628,0.52138556
-5.24962481,1.67920772,0.00392617,0.31578639,0.22778935,0.78222303,0.03158764,0.53597792
-5.24362181,1.69422726,0.00451427,0.31172245,0.23743676,0.77945777,0.03161014,0.55400033
-5.23761881,1.71817957,0.00519356,0.30797250,0.24924399,0.78066183,0.03169450,0.57569418
-5.23161581,1.75165695,0.00596710,0.30472426,0.26332181,0.78601972,0.03185220,0.60129211
-5.22561281,1.79521098,0.00683722,0.30215642,0.27976707,0.79570802,0.03209508,0.63100692
-5.21960980,1.84932078,0.00780535,0.30043315,0.29865694,0.80988231,0.03243483,0.66501991
-5.21360680,1.91436184,0.00887186,0.29969907,0.32004332,0.82866391,0.03288257,0.70346923
-5.20760380,1.99057667,0.01003587,0.30007501,0.34394751,0.85212743,0.03344833,0.74643889
-5.20160080,2.07804880,0.01129512,0.30165451,0.37035555,0.88028954,0.03414068,0.79394872
-5.19559780,2.17668121,0.01264588,0.30450129,0.39921438,0.91309960,0.03496632,0.84594583
-5.18959480,2.28618029,0.01408284,0.30864765,0.43042895,0.95043251,0.03592982,0.90229807
-5.18359180,2.40604585,0.01559907,0.31409390,0.46386057,0.99208420,0.03703337,0.96278961
-5.17758879,2.53556786,0.01718601,0.32080879,0.49932646,1.03776983,0.03827667,1.02711905
-5.17158579,2.67382993,0.01883352,0.32873080,0.53660060,1.08712490,0.03965696,1.09490005
-5.16558279,2.81971947,0.02052992,0.33777038,0.57541592,1.13970903,0.04116911,1.16566458
-5.15957979,2.97194415,0.02226216,0.34781283,0.61546764,1.19501250,0.04280583,1.23886869
-5.15357679,3.12905402,0.02401591,0.35872189,0.65641786,1.25246493,0.04455801,1.31390066
-5.14757379,3.28946857,0.02577575,0.37034369,0.69790103,1.31144612,0.04641514,1.39009112
-5.14157079,3.45150756,0.02752541,0.38251116,0.73953034,1.37129831,0.04836584,1.46672505
-5.13556778,3.61342483,0.02924797,0.39504844,0.78090464,1.43133963,0.05039839,1.54305505
-5.12956478,3.77344370,0.03092608,0.40777542,0.82161583,1.49087816,0.05250139,1.61831559
-5.12356178,3.92979310,0.03254224,0.42051211,0.86125641,1.54922621,0.05466435,1.69173787
-5.11755878,4.08074322,0.03407905,0.43308277,0.89942706,1.60571434,0.05687832,1.76256468
-5.11155578,4.22463977,0.03551946,0.44531962,0.93574397,1.65970478,0.05913643,1.83006507
-5.10555278,4.35993599,0.03684701,0.45706626,0.96984576,1.71060388,0.06143443,1.89354836
-5.09954977,4.48522175,0.03804610,0.46818039,1.00139996,1.75787336,0.06377099,1.95237720
-5.09354677,4.59924900,0.03910223,0.47853618,1.03010866,1.80104014,0.06614800,2.00597934
-5.08754377,4.70095335,0.04000219,0.48802595,1.05571343,1.83970459,0.06857059,2.05385796
-5.08154077,4.78947121,0.04073437,0.49656137,1.07799938,1.87354704,0.07104705,2.09560030
-5.07553777,4.86415247,0.04128886,0.50407407,1.09679815,1.90233264,0.07358851,2.13088443
-5.06953477,4.92456843,0.04165775,0.51051573,1.11199003,1.92591438,0.07620839,2.15948408
-5.06353177,4.97051513,0.04183521,0.51585776,1.12350495,1.94423441,0.07892169,2.18127142
-5.05752876,5.00201196,0.04181771,0.52009040,1.13132242,1.95732360,0.08174406,2.19621772
-5.05152576,5.01929586,0.04160409,0.52322158,1.13547060,1.96529951,0.08469070,2.20439194
-5.04552276,5.02281124,0.04119567,0.52527533,1.13602425,1.96836278,0.08777517,2.20595733
-5.03951976,5.01319605,0.04059632,0.52628999,1.13310191,1.96679205,0.09100807,2.20116606
-5.03351676,4.99126442,0.03981240,0.52631614,1.12686237,1.96093775,0.09439570,2.19035215
-5.02751376,4.95798656,0.03885276,0.52541454,1.11750041,1.95121472,0.09793885,2.17392290
-5.02151076,4.91446655,0.03772862,0.52365386,1.10524228,1.93809410,0.10163156,2.15234917
-5.01550775,4.86191898,0.03645342,0.52110859,1.09034085,1.92209472,0.10546022,2.12615490
-5.00950475,4.80164531,0.03504260,0.51785709,1.07307088,1.90377428,0.10940285,2.09590629
-5.00350175,4.73501105,0.03351332,0.51397983,1.05372454,1.88372082,0.11342877,2.06220111
-4.99749875,4.66342469,0.03188420,0.50955798,1.03260737,1.86254460,0.11749860,2.02565877
-4.99149575,4.58831948,0.03017492,0.50467245,1.01003503,1.84087100,0.12156478,1.98691142
-4.98549275,4.51113880,0.02840588,0.49940336,0.98633097,1.81933451,0.12557249,1.94659673
-4.97948974,4.43332585,0.02659780,0.49383000,0.96182506,1.79857424,0.12946102,1.90535255
-4.97348674,4.35631813,0.02477129,0.48803127,0.93685335,1.77923097,0.13316561,1.86381388
-4.96748374,4.28154666,0.02294653,0.48208659,0.91175899,1.76194576,0.13661962,1.82261205
-4.96148074,4.21043992,0.02114285,0.47607706,0.88689409,1.74736016,0.13975704,1.78237632
-4.95547774,4.14443168,0.01937841,0.47008701,0.86262237,1.73611765,0.14251516,1.74373753
-4.94947474,4.08497193,0.01766994,0.46420541,0.83932254,1.72886600,0.14483730,1.70733347
-4.94347174,4.03353968,0.01603249,0.45852735,0.81739177,1.72626014,0.14667557,1.67381553
-4.93746873,3.99165590,0.01447927,0.45315505,0.79724916,1.72896488,0.14799333,1.64385597
-4.93146573,3.96089526,0.01302152,0.44819847,0.77933865,1.73765693,0.14876745,1.61815506
-4.92546273,3.94289467,0.01166846,0.44377513,0.76413101,1.75302558,0.14898999,1.59744729
-4.91945973,3.93935715,0.01042734,0.44000921,0.75212454,1.77577149,0.14866944,1.58250599
-4.91345673,3.95204939,0.00930342,0.43702958,0.74384402,1.80660289,0.14783130,1.57414551
-4.90745373,3.98279192,0.00830018,0.43496702,0.73983780,1.84622902,0.14651792,1.57322035
-4.90145073,4.03344097,0.00741937,0.43395035,0.74067263,1.89535037,0.14478772,1.58062070
-4.89544772,4.10586150,0.00666122,0.43410190,0.74692634,1.95464577,0.14271371,1.59726405
-4.88944472,4.20189178,0.00602462,0.43553218,0.75917817,2.02475629,0.14038129,1.62408272
-4.88344172,4.32329971,0.00550734,0.43833429,0.77799704,2.10626652,0.13788563,1.66200721
-4.87743872,4.47173226,0.00510616,0.44257814,0.80392792,2.19968354,0.13532848,1.71194572
-4.87143572,4.64865939,0.00481708,0.44830491,0.83747664,2.30541445,0.13281473,1.77476024
-4.86543272,4.85531442,0.00463552,0.45552212,0.87909358,2.42374328,0.13044880,1.85123970
-4.85942971,5.09263294,0.00455639,0.46419953,0.92915670,2.55480822,0.12833096,1.94207109
-4.85342671,5.36119292,0.00457428,0.47426630,0.98795452,2.69858043,0.12655380,2.04780939
-4.84742371,5.66115823,0.00468352,0.48560955,1.05566958,2.85484522,0.12519898,2.16884725
-4.84142071,5.99222837,0.00487827,0.49807455,1.13236293,3.02318704,0.12433433,2.30538560
-4.83541771,6.35359657,0.00515260,0.51146659,1.21796027,3.20297888,0.12401145,2.45740625
-4.82941471,6.74391859,0.00550051,0.52555455,1.31224031,3.39337728,0.12426393,2.62464764
-4.82341171,7.16129415,0.00591599,0.54007605,1.41482568,3.59332336,0.12510616,2.80658471
-4.81740870,7.60326227,0.00639303,0.55474399,1.52517709,3.80155059,0.12653278,3.00241415
-4.81140570,8.06681200,0.00692570,0.56925417,1.64259080,4.01659931,0.12851887,3.21104567
-4.80540270,8.54840882,0.00750814,0.58329372,1.76619996,4.23683813,0.13102067,3.43110039
-4.79939970,9.04403699,0.00813461,0.59654992,1.89497983,4.46049190,0.13397695,3.66091673
-4.79339670,9.54925756,0.00879959,0.60871902,2.02775715,4.68567558,0.13731092,3.89856444
-4.78739370,10.05928091,0.00949781,0.61951468,2.16322348,4.91043340,0.14093256,4.14186681
-4.78139070,10.56905254,0.01022431,0.62867567,2.29995269,5.13278200,0.14474126,4.38843123
-4.77538769,11.07335022,0.01097458,0.63597257,2.43642226,5.35075652,0.14862882,4.63568748
-4.76938469,11.56688999,0.01174460,0.64121311,2.57103801,5.56245804,0.15248249,4.88093342
-4.76338169,12.04443834,0.01253099,0.64424616,2.70216216,5.76610086,0.15618820,5.12138691
-4.75737869,12.50092732,0.01333106,0.64496414,2.82814385,5.96005798,0.15963360,5.35424276
-4.75137569,12.93156919,0.01414293,0.64330399,2.94735171,6.14290309,0.16271111,5.57673329
-4.74537269,13.33196694,0.01496560,0.63924661,3.05820763,6.31344738,0.16532070,5.78619052
-4.73936968,13.69821698,0.01579903,0.63281509,3.15922083,6.47076975,0.16737237,5.98010802
-4.73336668,14.02700019,0.01664416,0.62407180,3.24902144,6.61423884,0.16878833,6.15620044
-4.72736368,14.31565809,0.01750295,0.61311465,3.32639233,6.74352585,0.16950478,6.31245834
-4.72136068,14.56225062,0.01837838,0.60007264,3.39029840,6.85860721,0.16947327,6.44719624
-4.71535768,14.76559318,0.01927436,0.58510110,3.43991211,6.95975654,0.16866158,6.55909202
-4.70935468,14.92527068,0.02019569,0.56837663,3.47463434,7.04752573,0.16705418,6.64721579
-4.70335168,15.04162752,0.02114793,0.55009221,3.49410974,7.12271544,0.16465218,6.71104700
-4.69734867,15.11573320,0.02213722,0.53045235,3.49823579,7.18633568,0.16147291,6.75047894
-4.69134567,15.14932416,0.02317011,0.50966856,3.48716507,7.23955766,0.15754900,6.76581009
-4.68534267,15.14472374,0.02425330,0.48795527,3.46130055,7.28365861,0.15292712,6.75772282
-4.67933967,15.10474300,0.02539337,0.46552605,3.42128367,7.31996140,0.14766641,6.72724995
-4.67333667,15.03256607,0.02659646,0.44259034,3.36797578,7.34977156,0.14183657,6.67573079
-4.66733367,14.93162466,0.02786795,0.41935059,3.30243329,7.37431409,0.13551579,6.60475838
-4.66133067,14.80546685,0.02921213,0.39599983,3.22587744,7.39467303,0.12878856,6.51612025
-4.65532766,14.65762581,0.03063179,0.37271950,3.13965977,7.41173631,0.12174332,6.41173533
-4.64932466,14.49149394,0.03212786,0.34967780,3.04522454,7.42614878,0.11447024,6.29358975
-4.64332166,14.31020806,0.03369912,0.32702822,2.94406954,7.43827557,0.10705896,6.16367418
-4.63731866,14.11655049,0.03534182,0.30490846,2.83770656,7.44817783,0.09959655,6.02392551
-4.63131566,13.91287023,0.03704943,0.28343955,2.72762329,7.45560226,0.09216565,5.87617507
-4.62531266,13.70102748,0.03881242,0.26272536,2.61524762,7.45998510,0.08484283,5.72210527
-4.61930965,13.48236338,0.04061813,0.24285232,2.50191585,7.46047080,0.07769730,5.56321631
-4.61330665,13.25769570,0.04245071,0.22388946,2.38884571,7.45594455,0.07078981,5.40080355
-4.60730365,13.02733980,0.04429122,0.20588875,2.27711486,7.44507747,0.06417204,5.23594602
-4.60130065,12.79115301,0.04611773,0.18888566,2.16764547,7.42638218,0.05788615,5.06950569
-4.59529765,12.54859926,0.04790573,0.17290013,2.06119508,7.39827651,0.05196474,4.90213663
-4.58929465,12.29883004,0.04962844,0.15793766,1.95835355,7.35915208,0.04643105,4.73430291
-4.58329165,12.04077697,0.05125746,0.14399066,1.85954588,7.30744476,0.04129941,4.56630351
-4.57728864,11.77325095,0.05276335,0.13104003,1.76504029,7.24170357,0.03657588,4.39830242
-4.57128564,11.49504267,0.05411646,0.11905683,1.67496083,7.16065505,0.03225913,4.23036196
-4.56528264,11.20501951,0.05528767,0.10800402,1.58930365,7.06326012,0.02834138,4.06247735
-4.55927964,10.90221448,0.05624934,0.09783827,1.50795602,6.94876111,0.02480936,3.89461066
-4.55327664,10.58590314,0.05697614,0.08851167,1.43071704,6.81671718,0.02164547,3.72672257
-4.54727364,10.25566589,0.05744593,0.07997344,1.35731919,6.66702689,0.01882873,3.55880045
-4.54127064,9.91143339,0.05764054,0.07217145,1.28744977,6.49993753,0.01633585,3.39088179
-4.53526763,9.55351432,0.05754649,0.06505362,1.22077145,6.31604139,0.01414215,3.22307228
-4.52926463,9.18260535,0.05715556,0.05856914,1.15694121,6.11625984,0.01222245,3.05555816
-4.52326163,8.79978436,0.05646519,0.05266948,1.09562723,5.90181661,0.01055179,2.88861279
-4.51725863,8.40648851,0.05547874,0.04730925,1.03652322,5.67420203,0.00910611,2.72259783
-4.51125563,8.00447933,0.05420551,0.04244684,0.97936002,5.43513056,0.00786286,2.55795937
-4.50525263,7.59579774,0.05266064,0.03804494,0.92391439,5.18649359,0.00680140,2.39521995
-4.49924962,7.18271169,0.05086474,0.03407096,0.87001493,4.93031004,0.00590346,2.23496718
-4.49324662,6.76765958,0.04884341,0.03049727,0.81754530,4.66867685,0.00515344,2.07783994
-4.48724362,6.35319229,0.04662658,0.02730148,0.76644516,4.40372137,0.00453867,1.92451325
-4.48124062,5.94191643,0.04424776,0.02446664,0.71670878,4.13755720,0.00404969,1.77568266
-4.47523762,5.53644121,0.04174316,0.02198141,0.66838212,3.87224497,0.00368042,1.63204909
-4.46923462,5.13933075,0.03915084,0.01984038,0.62155843,3.60975881,0.00342839,1.49430497
-4.46323162,4.75306326,0.03650976,0.01804430,0.57637303,3.35195917,0.00329493,1.36312230
-4.45722861,4.37999803,0.03385898,0.01660042,0.53299751,3.10057210,0.00328540,1.23914317
-4.45122561,4.02235077,0.03123685,0.01552292,0.49163380,2.85717490,0.00340939,1.12297305
-4.44522261,3.68217711,0.02868027,0.01483331,0.45250837,2.62318772,0.00368092,1.01517698
-4.43921961,3.36136400,0.02622421,0.01456086,0.41586687,2.39987047,0.00411867,0.91627873
-4.43321661,3.06162824,0.02390117,0.01474304,0.38196929,2.18832430,0.00474613,0.82676250
-4.42721361,2.78452081,0.02174094,0.01542585,0.35108584,1.98949681,0.00559171,0.74707694
-4.42121061,2.53143598,0.01977040,0.01666407,0.32349339,1.80419002,0.00668881,0.67764086
-4.41520760,2.30362333,0.01801345,0.01852121,0.29947256,1.63307032,0.00807574,0.61884982
-4.40920460,2.10220128,0.01649107,0.02106936,0.27930517,1.47667936,0.00979552,0.57108302
-4.40320160,1.92817023,0.01522140,0.02438859,0.26327192,1.33544521,0.01189547,0.53470934
-4.39719860,1.78242366,0.01421994,0.02856596,0.25164993,1.20969295,0.01442660,0.51009191
-4.39119560,1.66575569,0.01349967,0.03369416,0.24470996,1.09965412,0.01744281,0.49759018
-4.38519260,1.57886344,0.01307124,0.03986952,0.24271297,1.00547440,0.02099971,0.49755867
-4.37918959,1.52234325,0.01294309,0.04718961,0.24590566,0.92721905,0.02515328,0.51034199
-4.37318659,1.49667972,0.01312146,0.05575020,0.25451501,0.86487588,0.02995815,0.53626539
-4.36718359,1.50222723,0.01361040,0.06564177,0.26874141,0.81835556,0.03546566,0.57562076
-4.36118059,1.53918382,0.01441167,0.07694552,0.28875054,0.78748902,0.04172168,0.62864814
-4.35517759,1.60755808,0.01552449,0.08972902,0.31466392,0.77202239,0.04876420,0.69551296
-4.34917459,1.70712999,0.01694533,0.10404158,0.34654844,0.77160941,0.05662088,0.77627980
-4.34317159,1.83740739,0.01866752,0.11990960,0.38440515,0.78580208,0.06530644,0.87088356
-4.33716858,1.99758011,0.02068092,0.13733193,0.42815770,0.81403990,0.07482024,0.97909930
-4.33116558,2.18647434,0.02297149,0.15627558,0.47764108,0.85563869,0.08514401,1.10051227
-4.32516258,2.40251018,0.02552101,0.17667201,0.53259121,0.90977976,0.09623978,1.23448987
-4.31915958,2.64366546,0.02830674,0.19841412,0.59263620,0.97550053,0.10804845,1.38015728
-4.31315658,2.90744900,0.03130127,0.22135427,0.65728979,1.05168757,0.12048871,1.53637866
-4.30715358,3.19088642,0.03447247,0.24530353,0.72594796,1.13707324,0.13345676,1.70174569
