energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.53776888,3.04713185,0.00907911,0.46939555,1.20037018,1.09123512,0.03504590,1.31765003,0.51497775,0.07413970
-5.53176588,3.09710685,0.00921446,0.47772284,1.22806605,1.10380306,0.03555212,1.34035545,0.51279665,0.07566409
-5.52576288,3.15429917,0.00944745,0.48762968,1.25967110,1.11798751,0.03609799,1.36563415,0.50933817,0.07748898
-5.51975988,3.22033163,0.00978700,0.49941238,1.29598248,1.13427560,0.03669840,1.39419343,0.50490282,0.07967252
-5.51375688,3.29669910,0.01024081,0.51333119,1.33775634,1.15311973,0.03736609,1.42672115,0.49981060,0.08226856
-5.50775388,3.38469333,0.01081512,0.52959788,1.38567484,1.17491192,0.03811097,1.46385265,0.49438945,0.08532444
-5.50175088,3.48533406,0.01151430,0.54836488,1.44031492,1.19996027,0.03893958,1.50613904,0.48896381,0.08887895
-5.49574787,3.59930931,0.01234069,0.56971644,1.50212001,1.22846842,0.03985463,1.55401826,0.48384360,0.09296056
-5.48974487,3.72692748,0.01329430,0.59366214,1.57137595,1.26051921,0.04085470,1.60778993,0.47931433,0.09758597
-5.48374187,3.86808330,0.01437265,0.62013316,1.64819177,1.29606314,0.04193418,1.66759518,0.47562836,0.10275903
-5.47773887,4.02223898,0.01557070,0.64898130,1.73248634,1.33491221,0.04308326,1.73340202,0.47299785,0.10847009
-5.47173587,4.18842141,0.01688072,0.67998100,1.82398099,1.37673957,0.04428818,1.80499695,0.47158943,0.11469574
-5.46573287,4.36523520,0.01829238,0.71283417,1.92219853,1.42108475,0.04553166,1.88198281,0.47152070,0.12139903
-5.45972986,4.55089097,0.01979275,0.74717758,2.02646836,1.46736446,0.04679337,1.96378295,0.47285860,0.12853011
-5.45372686,4.74324735,0.02136650,0.78259250,2.13593746,1.51488825,0.04805065,2.04965125,0.47561953,0.13602716
-5.44772386,4.93986484,0.02299608,0.81861623,2.24958647,1.56287850,0.04927920,2.13868760,0.47977100,0.14381780
-5.44172086,5.13806890,0.02466199,0.85475486,2.36625033,1.61049357,0.05045393,2.22985787,0.48523469,0.15182066
-5.43571786,5.33501961,0.02634311,0.89049677,2.48464233,1.65685330,0.05154970,2.32201758,0.49189067,0.15994717
-5.42971486,5.52778504,0.02801710,0.92532633,2.60338079,1.70106558,0.05254223,2.41393832,0.49958240,0.16810354
-5.42371186,5.71341537,0.02966079,0.95873713,2.72101727,1.74225297,0.05340871,2.50433584,0.50812241,0.17619271
-5.41770885,5.88901504,0.03125064,0.99024434,2.83606541,1.77957827,0.05412858,2.59189889,0.51729830,0.18411637
-5.41170585,6.05181069,0.03276324,1.01939570,2.94702961,1.81226806,0.05468403,2.67531799,0.52687898,0.19177688
-5.40570285,6.19921285,0.03417580,1.04578080,3.05243272,1.83963354,0.05506045,2.75331318,0.53662084,0.19907905
-5.39969985,6.32886990,0.03546662,1.06903855,3.15084232,1.86108798,0.05524672,2.82466044,0.54627392,0.20593185
-5.39369685,6.43871352,0.03661561,1.08886261,3.24089515,1.87616040,0.05523542,2.88821603,0.55558774,0.21224985
-5.38769385,6.52699514,0.03760470,1.10500489,3.32131948,1.88450538,0.05502286,2.94293855,0.56431709,0.21795461
-5.38169085,6.59231348,0.03841830,1.11727728,3.39095531,1.88590902,0.05460902,2.98790861,0.57222733,0.22297578
-5.37568784,6.63363378,0.03904367,1.12555175,3.44877251,1.88029120,0.05399738,3.02234591,0.57909964,0.22725214
-5.36968484,6.65029923,0.03947123,1.12975922,3.49388685,1.86770449,0.05319468,3.04562375,0.58473587,0.23073248
-5.36368184,6.64203578,0.03969483,1.12988744,3.52557422,1.84833026,0.05221065,3.05728103,0.58896307,0.23337632
-5.35767884,6.60895106,0.03971189,1.12597822,3.54328282,1.82247233,0.05105766,3.05703172,0.59163781,0.23515456
-5.35167584,6.55152832,0.03952354,1.11812436,3.54664373,1.79054866,0.04975037,3.04477176,0.59264997,0.23605008
-5.34567284,6.47061615,0.03913460,1.10646638,3.53547936,1.75308161,0.04830540,3.02058338,0.59192613,0.23605818
-5.33966983,6.36741429,0.03855350,1.09118941,3.50980985,1.71068705,0.04674099,2.98473671,0.58943234,0.23518691
-5.33366683,6.24345577,0.03779215,1.07252016,3.46985709,1.66406261,0.04507670,2.93768830,0.58517613,0.23345738
-5.32766383,6.10058532,0.03686562,1.05072403,3.41604588,1.61397532,0.04333309,2.88007672,0.57920768,0.23090375
-5.32166083,5.94093370,0.03579185,1.02610228,3.34900182,1.56124859,0.04153150,2.81271449,0.57161988,0.22757319
-5.31565783,5.76688754,0.03459122,0.99898914,3.26954560,1.50674871,0.03969377,2.73657660,0.56254734,0.22352546
-5.30965483,5.58105424,0.03328606,0.96974860,3.17868312,1.45137064,0.03784200,2.65278509,0.55216403,0.21883231
-5.30365183,5.38622161,0.03190013,0.93877072,3.07759131,1.39602323,0.03599834,2.56258990,0.54067961,0.21357650
-5.29764882,5.18531189,0.03045804,0.90646733,2.96759940,1.34161365,0.03418474,2.46734596,0.52833448,0.20785050
-5.29164582,4.98133042,0.02898466,0.87326684,2.85016584,1.28903116,0.03242271,2.36848678,0.51539345,0.20175484
-5.28564282,4.77730936,0.02750448,0.83960820,2.72685106,1.23913024,0.03073302,2.26749507,0.50213833,0.19539612
-5.27963982,4.57624740,0.02604108,0.80593386,2.59928673,1.19271334,0.02913546,2.16587106,0.48885952,0.18888467
-5.27363682,4.38104670,0.02461652,0.77268205,2.46914227,1.15051346,0.02764855,2.06509930,0.47584691,0.18233202
-5.26763382,4.19444898,0.02325085,0.74027831,2.33808965,1.11317716,0.02628921,1.96661497,0.46338040,0.17584815
-5.26163082,4.01897272,0.02196168,0.70912668,2.20776772,1.08124840,0.02507245,1.87177085,0.45172045,0.16953861
-5.25562781,3.85685389,0.02076375,0.67960094,2.07974725,1.05515381,0.02401113,1.78180614,0.44109890,0.16350178
-5.24962481,3.70999270,0.01966876,0.65203618,1.95549820,1.03519028,0.02311561,1.69781832,0.43171076,0.15782618
-5.24362181,3.57990874,0.01868511,0.62672120,1.83636028,1.02151530,0.02239360,1.62073907,0.42370696,0.15258803
-5.23761881,3.46770683,0.01781786,0.60389222,1.72351825,1.01414083,0.02184993,1.55131547,0.41718881,0.14784934
-5.23161581,3.37405549,0.01706880,0.58372815,1.61798264,1.01293127,0.02148642,1.49009703,0.41220416,0.14365629
-5.22561281,3.29917932,0.01643656,0.56634784,1.52057681,1.01760588,0.02130187,1.43742929,0.40874564,0.14003835
-5.21960980,3.24286623,0.01591685,0.55180943,1.43193059,1.02774590,0.02129208,1.39345410,0.40675105,0.13700793
-5.21360680,3.20448957,0.01550284,0.54011208,1.35248070,1.04280648,0.02144994,1.35811676,0.40610589,0.13456075
-5.20760380,3.18304446,0.01518549,0.53119978,1.28247747,1.06213301,0.02176564,1.33117941,0.40664806,0.13267683
-5.20160080,3.17719705,0.01495407,0.52496733,1.22199745,1.08498169,0.02222698,1.31224019,0.40817440,0.13132210
-5.19559780,3.18534455,0.01479660,0.52126806,1.17096077,1.11054341,0.02281963,1.30075720,0.41044887,0.13045052
-5.18959480,3.20568345,0.01470038,0.51992288,1.12915227,1.13797015,0.02352764,1.29607610,0.41321197,0.13000670
-5.18359180,3.23628287,0.01465251,0.52073027,1.09624506,1.16640289,0.02433380,1.29746004,0.41619099,0.12992870
-5.17758879,3.27515952,0.01464030,0.52347652,1.07182498,1.19499977,0.02522017,1.30412054,0.41911059,0.13015113
-5.17158579,3.32035103,0.01465176,0.52794581,1.05541476,1.22296343,0.02616855,1.31524796,0.42170328,0.13060809
-5.16558279,3.36998406,0.01467596,0.53392940,1.04649648,1.24956617,0.02716099,1.33004005,0.42371921,0.13123604
-5.15957979,3.42233435,0.01470329,0.54123359,1.04453126,1.27417197,0.02818022,1.34772767,0.42493501,0.13197637
-5.15357679,3.47587609,0.01472570,0.54968591,1.04897523,1.29625432,0.02921010,1.36759635,0.42516115,0.13277747
-5.14757379,3.52931866,0.01473682,0.55913932,1.05929133,1.31540924,0.03023599,1.38900324,0.42424764,0.13359632
-5.14157079,3.58162959,0.01473202,0.56947423,1.07495660,1.33136286,0.03124508,1.41138882,0.42208787,0.13439951
-5.13556778,3.63204351,0.01470833,0.58059829,1.09546503,1.34397352,0.03222661,1.43428339,0.41862048,0.13516357
-5.12956478,3.68005731,0.01466438,0.59244417,1.12032653,1.35322832,0.03317207,1.45730836,0.41382927,0.13587474
-5.12356178,3.72541298,0.01460017,0.60496549,1.14906253,1.35923473,0.03407529,1.48017293,0.40774141,0.13652816
-5.11755878,3.76806984,0.01451691,0.61813141,1.18119925,1.36220763,0.03493245,1.50266681,0.40042404,0.13712657
-5.11155578,3.80816869,0.01441670,0.63192024,1.21625974,1.36245290,0.03574201,1.52464985,0.39197957,0.13767865
-5.10555278,3.84599061,0.01430235,0.64631266,1.25375584,1.36034841,0.03650467,1.54603971,0.38254012,0.13819710
-5.09954977,3.88191341,0.01417703,0.66128519,1.29318118,1.35632351,0.03722308,1.56679844,0.37226134,0.13869660
-5.09354677,3.91636854,0.01404408,0.67680419,1.33400632,1.35083832,0.03790171,1.58691922,0.36131617,0.13919180
-5.08754377,3.94980127,0.01390676,0.69282121,1.37567691,1.34436367,0.03854652,1.60641402,0.34988858,0.13969547
-5.08154077,3.98263634,0.01376809,0.70926972,1.41761543,1.33736279,0.03916467,1.62530312,0.33816801,0.14021692
-5.07553777,4.01525090,0.01363073,0.72606369,1.45922694,1.33027558,0.03976421,1.64360698,0.32634433,0.14076074
-5.06953477,4.04795578,0.01349683,0.74309810,1.49990873,1.32350588,0.04035372,1.66134086,0.31460385,0.14132604
-5.06353177,4.08098580,0.01336806,0.76025135,1.53906361,1.31741228,0.04094201,1.67851233,0.30312620,0.14190604
-5.05752876,4.11449860,0.01324559,0.77738935,1.57611620,1.31230251,0.04153772,1.69512152,0.29208230,0.14248823
-5.05152576,4.14858159,0.01313010,0.79437109,1.61053124,1.30843130,0.04214908,1.71116376,0.28163319,0.14305487
-5.04552276,4.18326537,0.01302189,0.81105534,1.64183293,1.30600142,0.04278357,1.72663422,0.27192972,0.14358393
-5.03951976,4.21854214,0.01292095,0.82730785,1.66962392,1.30516733,0.04344769,1.74153374,0.26311284,0.14405031
-5.03351676,4.25438709,0.01282707,0.84300875,1.69360284,1.30604105,0.04414673,1.75587529,0.25531435,0.14442731
-5.02751376,4.29078059,0.01273991,0.85805951,1.71357899,1.30869920,0.04488462,1.76969031,0.24865780,0.14468823
-5.02151076,4.32772938,0.01265911,0.87238900,1.72948319,1.31319090,0.04566375,1.78303407,0.24325939,0.14480804
-5.01550775,4.36528467,0.01258437,0.88595832,1.74137388,1.31954546,0.04648501,1.79598978,0.23922866,0.14476495
-5.00950475,4.40355584,0.01251549,0.89876395,1.74943791,1.32777951,0.04734765,1.80867058,0.23666872,0.14454200
-5.00350175,4.44271831,0.01245240,0.91083901,1.75398567,1.33790280,0.04824942,1.82121937,0.23567605,0.14412834
-4.99749875,4.48301511,0.01239516,0.92225260,1.75544067,1.34992249,0.04918656,1.83380618,0.23633965,0.14352038
-4.99149575,4.52475166,0.01234395,0.93310709,1.75432388,1.36384541,0.05015398,1.84662319,0.23873967,0.14272267
-4.98549275,4.56828412,0.01229902,0.94353361,1.75123370,1.37967839,0.05114536,1.85987741,0.24294551,0.14174852
-4.97948974,4.61400176,0.01226064,0.95368586,1.74682224,1.39742649,0.05215336,1.87378167,0.24901353,0.14062037
-4.97348674,4.66230466,0.01222905,0.96373269,1.74176949,1.41708951,0.05316972,1.88854411,0.25698452,0.13936985
-4.96748374,4.71357771,0.01220437,0.97384968,1.73675634,1.43865687,0.05418546,1.90435688,0.26688120,0.13803767
-4.96148074,4.76816285,0.01218655,0.98421036,1.73243807,1.46210136,0.05519106,1.92138479,0.27870595,0.13667320
-4.95547774,4.82633096,0.01217530,0.99497739,1.72941960,1.48737233,0.05617652,1.93975447,0.29243896,0.13533394
-4.94947474,4.88825552,0.01217007,1.00629429,1.72823385,1.51438862,0.05713151,1.95954475,0.30803719,0.13408470
-4.94347174,4.95398942,0.01217002,1.01827809,1.72932417,1.54303204,0.05804545,1.98077905,0.32543414,0.13299668
-4.93746873,5.02344686,0.01217402,1.03101340,1.73303191,1.57314179,0.05890753,2.00342016,0.34454081,0.13214635
-4.93146573,5.09639155,0.01218070,1.04454812,1.73958949,1.60451036,0.05970678,2.02736797,0.36524772,0.13161426
-4.92546273,5.17243224,0.01218847,1.05889118,1.74911949,1.63688144,0.06043213,2.05246050,0.38742824,0.13148362
-4.91945973,5.25102641,0.01219562,1.07401228,1.76163941,1.66995005,0.06107242,2.07847825,0.41094301,0.13183881
-4.91345673,5.33149227,0.01220045,1.08984386,1.77707192,1.70336520,0.06161650,2.10515193,0.43564524,0.13276377
-4.90745373,5.41302879,0.01220132,1.10628499,1.79525973,1.73673516,0.06205335,2.13217323,0.46138685,0.13434030
-4.90145073,5.49474311,0.01219686,1.12320711,1.81598412,1.76963523,0.06237225,2.15920828,0.48802492,0.13664619
-4.89544772,5.57568397,0.01218604,1.14046128,1.83898591,1.80161784,0.06256298,2.18591299,0.51542806,0.13975339
-4.88944472,5.65487965,0.01216838,1.15788642,1.86398747,1.83222455,0.06261613,2.21194960,0.54348235,0.14372597
-4.88344172,5.73137813,0.01214399,1.17531809,1.89071424,1.86099946,0.06252344,2.23700345,0.57209629,0.14861821
-4.87743872,5.80428738,0.01211376,1.19259730,1.91891442,1.88750346,0.06227818,2.26079884,0.60120430,0.15447257
-4.87143572,5.87281319,0.01207938,1.20957867,1.94837537,1.91132850,0.06187554,2.28311311,0.63076838,0.16131772
-4.86543272,5.93629217,0.01204342,1.22613742,1.97893554,1.93211121,0.06131309,2.30378780,0.66077758,0.16916671
-4.85942971,5.99421757,0.01200931,1.24217477,2.01049105,1.94954522,0.06059114,2.32273602,0.69124510,0.17801519
-4.85342671,6.04625619,0.01198133,1.25762118,2.04299638,1.96339124,0.05971311,2.33994543,0.72220291,0.18783992
-4.84742371,6.09225480,0.01196448,1.27243727,2.07645882,1.97348467,0.05868574,2.35547628,0.75369399,0.19859744
-4.84142071,6.13223538,0.01196440,1.28661229,2.11092705,1.97973995,0.05751926,2.36945442,0.78576256,0.21022316
-4.83541771,6.16637914,0.01198711,1.30016004,2.14647437,1.98215163,0.05622741,2.38205947,0.81844256,0.22263080
-4.82941471,6.19499998,0.01203885,1.31311263,2.18317766,1.98079195,0.05482727,2.39350865,0.85174521,0.23571225
-4.82341171,6.21850888,0.01212580,1.32551236,2.22109335,1.97580511,0.05333898,2.40403720,0.88564628,0.24933808
-4.81740870,6.23737131,0.01225377,1.33740223,2.26023211,1.96739857,0.05178524,2.41387642,0.92007389,0.26335849
-4.81140570,6.25206052,0.01242793,1.34881587,2.30053406,1.95583182,0.05019079,2.42323080,0.95489780,0.27760503
-4.80540270,6.26300961,0.01265253,1.35976741,2.34184627,1.94140337,0.04858158,2.43225571,0.98992096,0.29189282
-4.79939970,6.27056593,0.01293060,1.37024233,2.38390448,1.92443670,0.04698402,2.44103720,1.02487425,0.30602360
-4.79339670,6.27495094,0.01326374,1.38018978,2.42632066,1.90526590,0.04542411,2.44957542,1.05941484,0.31978926
-4.78739370,6.27622865,0.01365189,1.38951719,2.46857758,1.88422199,0.04392651,2.45777293,1.09312890,0.33297606
-4.78139070,6.27428506,0.01409323,1.39808771,2.51003161,1.86162062,0.04251369,2.46542905,1.12553869,0.34536936
-4.77538769,6.26882073,0.01458412,1.40572079,2.54992393,1.83775176,0.04120518,2.47224081,1.15611403,0.35675867
-4.76938469,6.25935717,0.01511909,1.41219614,2.58740030,1.81287207,0.04001687,2.47781092,1.18428792,0.36694311
-4.76338169,6.24525751,0.01569098,1.41726095,2.62153861,1.78720009,0.03896048,2.48166246,1.20947572,0.37573682
-4.75737869,6.22576039,0.01629110,1.42064022,2.65138330,1.76091466,0.03804323,2.48325986,1.23109694,0.38297441
-4.75137569,6.20002547,0.01690952,1.42204957,2.67598478,1.73415628,0.03726762,2.48203494,1.24859881,0.38851609
-4.74537269,6.16718790,0.01753537,1.42120996,2.69444214,1.70703132,0.03663150,2.47741678,1.26148032,0.39225230
-4.73936968,6.12641871,0.01815725,1.41786352,2.70594669,1.67961851,0.03612824,2.46886369,1.26931556,0.39410772
-4.73336668,6.07698729,0.01876365,1.41178942,2.70982413,1.65197736,0.03574714,2.45589543,1.27177516,0.39404441
-4.72736368,6.01832229,0.01934343,1.40281907,2.70557286,1.62415751,0.03547394,2.43812388,1.26864457,0.39206397
-4.72136068,5.95006697,0.01988622,1.39084953,2.69289619,1.59620858,0.03529148,2.41528023,1.25983823,0.38820850
-4.71535768,5.87212561,0.02038290,1.37585433,2.67172667,1.56818960,0.03518044,2.38723716,1.24540892,0.38256048
-4.70935468,5.78469786,0.02082597,1.35789113,2.64224086,1.54017732,0.03512010,2.35402458,1.22555151,0.37524134
-4.70335168,5.68829876,0.02120986,1.33710543,2.60486355,1.51227285,0.03508920,2.31583805,1.20060123,0.36640878
-4.69734867,5.58376292,0.02153120,1.31373034,2.56026106,1.48460610,0.03506663,2.27303913,1.17102607,0.35625306
-4.69134567,5.47223230,0.02178900,1.28808194,2.50932362,1.45733756,0.03503222,2.22614782,1.13741408,0.34499212
-4.68534267,5.35512787,0.02198464,1.26055078,2.45313748,1.43065746,0.03496730,2.17582717,1.10045587,0.33286592
-4.67933967,5.23410646,0.02212189,1.23158957,2.39294818,1.40478204,0.03485530,2.12286099,1.06092329,0.32012996
-4.67333667,5.11100484,0.02220671,1.20169776,2.33011639,1.37994727,0.03468212,2.06812569,1.01964523,0.30704844
-4.66733367,4.98777360,0.02224704,1.17140375,2.26606854,1.35640022,0.03443638,2.01255772,0.97748174,0.29388704
-4.66133067,4.86640427,0.02225244,1.14124545,2.20224436,1.33438860,0.03410965,1.95711817,0.93529743,0.28090576
-4.65532766,4.74885288,0.02223367,1.11175030,2.14004378,1.31414899,0.03369641,1.90275623,0.89393553,0.26835190
-4.64932466,4.63696385,0.02220225,1.08341540,2.08077558,1.29589432,0.03319403,1.85037330,0.85419335,0.25645350
-4.64332166,4.53239746,0.02216991,1.05668897,2.02560993,1.27980140,0.03260258,1.80078935,0.81680031,0.24541335
