energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,0.86061490,0.00286239,0.00000000,0.00951633,0.04877409,0.17387885,0.38155735,0.01598470,0.39765107
-5.99399700,0.82825546,0.00268953,0.00000000,0.00913658,0.04682671,0.16877317,0.36975708,0.01517757,0.38052797
-5.98799400,0.79594838,0.00253173,0.00000000,0.00872234,0.04492754,0.16374587,0.35766407,0.01438119,0.36375094
-5.98199100,0.76388147,0.00238882,0.00000000,0.00828077,0.04308722,0.15885572,0.34531769,0.01359702,0.34742737
-5.97598799,0.73226696,0.00226064,0.00000000,0.00781929,0.04131768,0.15417115,0.33277272,0.01282616,0.33167211
-5.96998499,0.70134793,0.00214710,0.00000000,0.00734532,0.03963253,0.14977170,0.32010269,0.01206959,0.31661053
-5.96398199,0.67140221,0.00204825,0.00000000,0.00686621,0.03804746,0.14574876,0.30740193,0.01132829,0.30238056
-5.95797899,0.64274358,0.00196430,0.00000000,0.00638899,0.03658032,0.14220555,0.29478623,0.01060338,0.28913336
-5.95197599,0.61571977,0.00189562,0.00000000,0.00592033,0.03525113,0.13925613,0.28239204,0.00989617,0.27703271
-5.94597299,0.59070745,0.00184279,0.00000000,0.00546636,0.03408180,0.13702354,0.27037418,0.00920824,0.26625286
-5.93996998,0.56810413,0.00180653,0.00000000,0.00503260,0.03309563,0.13563701,0.25890213,0.00854144,0.25697504
-5.93396698,0.54831739,0.00178767,0.00000000,0.00462387,0.03231670,0.13522825,0.24815511,0.00789784,0.24938258
-5.92796398,0.53175170,0.00178713,0.00000000,0.00424426,0.03176900,0.13592705,0.23831615,0.00727968,0.24365490
-5.92196098,0.51879344,0.00180581,0.00000000,0.00389709,0.03147549,0.13785622,0.22956533,0.00668927,0.23996059
-5.91595798,0.50979478,0.00184455,0.00000000,0.00358486,0.03145699,0.14112608,0.22207268,0.00612895,0.23844981
-5.90995498,0.50505705,0.00190403,0.00000000,0.00330930,0.03173109,0.14582873,0.21599094,0.00560089,0.23924641
-5.90395198,0.50481435,0.00198472,0.00000000,0.00307137,0.03231102,0.15203239,0.21144843,0.00510705,0.24244005
-5.89794897,0.50921824,0.00208676,0.00000000,0.00287126,0.03320456,0.15977586,0.20854262,0.00464905,0.24807877
-5.89194597,0.51832421,0.00220991,0.00000000,0.00270847,0.03441309,0.16906372,0.20733442,0.00422810,0.25616233
-5.88594297,0.53208058,0.00235348,0.00000000,0.00258184,0.03593076,0.17986213,0.20784361,0.00384491,0.26663668
-5.87993997,0.55032063,0.00251630,0.00000000,0.00248957,0.03774393,0.19209584,0.21004564,0.00349967,0.27939001
-5.87393697,0.57275835,0.00269667,0.00000000,0.00242934,0.03983077,0.20564640,0.21386990,0.00319201,0.29425054
-5.86793397,0.59898834,0.00289235,0.00000000,0.00239834,0.04216125,0.22035188,0.21919965,0.00292100,0.31098643
-5.86193097,0.62849010,0.00310058,0.00000000,0.00239337,0.04469734,0.23600820,0.22587368,0.00268517,0.32930785
-5.85592796,0.66063689,0.00331811,0.00000000,0.00241088,0.04739364,0.25237217,0.23368960,0.00248256,0.34887149
-5.84992496,0.69470902,0.00354127,0.00000000,0.00244708,0.05019822,0.26916631,0.24240888,0.00231081,0.36928735
-5.84392196,0.72991138,0.00376604,0.00000000,0.00249805,0.05305391,0.28608521,0.25176328,0.00216719,0.39012776
-5.83791896,0.76539486,0.00398815,0.00000000,0.00255977,0.05589972,0.30280358,0.26146269,0.00204870,0.41093854
-5.83191596,0.80028081,0.00420320,0.00000000,0.00262830,0.05867265,0.31898547,0.27120404,0.00195218,0.43125179
-5.82591296,0.83368810,0.00440683,0.00000000,0.00269980,0.06130959,0.33429464,0.28068087,0.00187442,0.45060009
-5.81990995,0.86476153,0.00459481,0.00000000,0.00277066,0.06374938,0.34840553,0.28959354,0.00181220,0.46853154
-5.81390695,0.89270085,0.00476324,0.00000000,0.00283761,0.06593493,0.36101454,0.29765933,0.00176245,0.48462517
-5.80790395,0.91678906,0.00490866,0.00000000,0.00289778,0.06781529,0.37185113,0.30462238,0.00172228,0.49850605
-5.80190095,0.93641918,0.00502824,0.00000000,0.00294882,0.06934761,0.38068841,0.31026294,0.00168908,0.50985955
-5.79589795,0.95111815,0.00511985,0.00000000,0.00298891,0.07049893,0.38735259,0.31440556,0.00166061,0.51844425
-5.78989495,0.96056714,0.00518222,0.00000000,0.00301691,0.07124773,0.39173114,0.31692605,0.00163498,0.52410284
-5.78389195,0.96461738,0.00521500,0.00000000,0.00303232,0.07158509,0.39377912,0.31775684,0.00161077,0.52677066
-5.77788894,0.96330077,0.00521886,0.00000000,0.00303540,0.07151559,0.39352355,0.31689051,0.00158700,0.52648151
-5.77188594,0.95683509,0.00519546,0.00000000,0.00302710,0.07105771,0.39106551,0.31438157,0.00156314,0.52337040
-5.76588294,0.94562335,0.00514754,0.00000000,0.00300912,0.07024393,0.38658007,0.31034613,0.00153914,0.51767327
-5.75987994,0.93024752,0.00507880,0.00000000,0.00298386,0.06912026,0.38031382,0.30495980,0.00151539,0.50972357
-5.75387694,0.91145682,0.00499394,0.00000000,0.00295439,0.06774557,0.37258029,0.29845371,0.00149267,0.49994578
-5.74787394,0.89015095,0.00489849,0.00000000,0.00292442,0.06619036,0.36375335,0.29110891,0.00147215,0.48884632
-5.74187094,0.86735907,0.00479878,0.00000000,0.00289817,0.06453539,0.35425886,0.28324935,0.00145533,0.47700197
-5.73586793,0.84421502,0.00470175,0.00000000,0.00288034,0.06286987,0.34456482,0.27523367,0.00144394,0.46504619
-5.72986493,0.82192982,0.00461485,0.00000000,0.00287599,0.06128951,0.33517041,0.26744611,0.00143994,0.45365397
-5.72386193,0.80176214,0.00454584,0.00000000,0.00289042,0.05989446,0.32659423,0.26028686,0.00144540,0.44352548
-5.71785893,0.78498761,0.00450268,0.00000000,0.00292908,0.05878702,0.31936203,0.25416200,0.00146245,0.43536903
-5.71185593,0.77286786,0.00449329,0.00000000,0.00299740,0.05806937,0.31399431,0.24947347,0.00149320,0.42988383
-5.70585293,0.76661978,0.00452543,0.00000000,0.00310070,0.05784129,0.31099403,0.24660920,0.00153965,0.42774282
-5.69984992,0.76738592,0.00460649,0.00000000,0.00324402,0.05819787,0.31083469,0.24593361,0.00160366,0.42957613
-5.69384692,0.77620629,0.00474335,0.00000000,0.00343200,0.05922731,0.31394894,0.24777868,0.00168683,0.43595525
-5.68784392,0.79399228,0.00494217,0.00000000,0.00366874,0.06100886,0.32071798,0.25243579,0.00179046,0.44737832
-5.68184092,0.82150282,0.00520828,0.00000000,0.00395763,0.06361078,0.33146184,0.26014833,0.00191547,0.46425673
-5.67583792,0.85932338,0.00554599,0.00000000,0.00430128,0.06708858,0.34643062,0.27110529,0.00206239,0.48690327
-5.66983492,0.90784790,0.00595848,0.00000000,0.00470135,0.07148336,0.36579694,0.28543580,0.00223126,0.51552190
-5.66383192,0.96726409,0.00644764,0.00000000,0.00515848,0.07682037,0.38964952,0.30320486,0.00242164,0.55019944
-5.65782891,1.03754226,0.00701401,0.00000000,0.00567212,0.08310790,0.41798826,0.32441016,0.00263258,0.59089932
-5.65182591,1.11842812,0.00765665,0.00000000,0.00624056,0.09033633,0.45072072,0.34898022,0.00286259,0.63745751
-5.64582291,1.20943975,0.00837306,0.00000000,0.00686078,0.09847760,0.48766028,0.37677377,0.00310968,0.68958089
-5.63981991,1.30986911,0.00915920,0.00000000,0.00752849,0.10748502,0.52852610,0.40758066,0.00337135,0.74684821
-5.63381691,1.41878832,0.01000939,0.00000000,0.00823810,0.11729342,0.57294505,0.44112409,0.00364464,0.80871373
-5.62781391,1.53506100,0.01091641,0.00000000,0.00898276,0.12781986,0.62045575,0.47706456,0.00392620,0.87451386
-5.62181091,1.65735891,0.01187149,0.00000000,0.00975444,0.13896462,0.67051476,0.51500527,0.00421230,0.94347666
-5.61580790,1.78418372,0.01286443,0.00000000,0.01054403,0.15061281,0.72250518,0.55449913,0.00449896,1.01473441
-5.60980490,1.91389404,0.01388375,0.00000000,0.01134148,0.16263630,0.77574739,0.59505737,0.00478200,1.08733914
-5.60380190,2.04473735,0.01491684,0.00000000,0.01213601,0.17489619,0.82951220,0.63615953,0.00505718,1.16028087
-5.59779890,2.17488630,0.01595018,0.00000000,0.01291624,0.18724553,0.88303591,0.67726481,0.00532023,1.23250853
-5.59179590,2.30247884,0.01696962,0.00000000,0.01367054,0.19953250,0.93553724,0.71782446,0.00556704,1.30295286
-5.58579290,2.42566110,0.01796063,0.00000000,0.01438718,0.21160368,0.98623576,0.75729501,0.00579367,1.37055108
-5.57978989,2.54263208,0.01890866,0.00000000,0.01505468,0.22330750,1.03437119,0.79515191,0.00599655,1.43427255
-5.57378689,2.65168871,0.01979943,0.00000000,0.01566205,0.23449772,1.07922320,0.83090325,0.00617248,1.49314470
-5.56778389,2.75127005,0.02061932,0.00000000,0.01619909,0.24503676,1.12013092,0.86410309,0.00631880,1.54627851
-5.56178089,2.83999893,0.02135569,0.00000000,0.01665666,0.25479881,1.15651168,0.89436390,0.00643340,1.59289262
-5.55577789,2.91671966,0.02199723,0.00000000,0.01702694,0.26367259,1.18787795,0.92136768,0.00651478,1.63233525
-5.54977489,2.98053025,0.02253424,0.00000000,0.01730364,0.27156367,1.21385217,0.94487525,0.00656215,1.66410302
-5.54377189,3.03080783,0.02295895,0.00000000,0.01748222,0.27839626,1.23417851,0.96473326,0.00657537,1.68785592
-5.53776888,3.06722613,0.02326570,0.00000000,0.01756003,0.28411440,1.24873117,0.98087869,0.00655504,1.70342779
-5.53176588,3.08976407,0.02345114,0.00000000,0.01753641,0.28868255,1.25751865,0.99334034,0.00650242,1.71083164
-5.52576288,3.09870495,0.02351430,0.00000000,0.01741278,0.29208554,1.26068385,1.00223729,0.00641943,1.71025962
-5.51975988,3.09462597,0.02345663,0.00000000,0.01719263,0.29432796,1.25849969,1.00777427,0.00630861,1.70207728
-5.51375688,3.07837843,0.02328197,0.00000000,0.01688147,0.29543300,1.25136045,1.01023386,0.00617305,1.68681238
-5.50775388,3.05105895,0.02299643,0.00000000,0.01648675,0.29544081,1.23976893,1.00996594,0.00601632,1.66513836
-5.50175088,3.01397298,0.02260817,0.00000000,0.01601774,0.29440662,1.22432011,1.00737460,0.00584240,1.63785320
-5.49574787,2.96859168,0.02212720,0.00000000,0.01548532,0.29239845,1.20568159,1.00290297,0.00565556,1.60585424
-5.48974487,2.91650412,0.02156503,0.00000000,0.01490176,0.28949487,1.18457189,0.99701671,0.00546030,1.57010995
-5.48374187,2.85936641,0.02093433,0.00000000,0.01428052,0.28578263,1.16173728,0.99018666,0.00526126,1.53162976
-5.47773887,2.79884997,0.02024859,0.00000000,0.01363592,0.28135445,1.13792811,0.98287147,0.00506309,1.49143313
-5.47173587,2.73659101,0.01952170,0.00000000,0.01298290,0.27630701,1.11387570,0.97550099,0.00487036,1.45051903
-5.46573287,2.67414319,0.01876759,0.00000000,0.01233668,0.27073911,1.09027061,0.96846109,0.00468754,1.40983711
-5.45972986,2.61293537,0.01799981,0.00000000,0.01171251,0.26475030,1.06774323,0.96208071,0.00451881,1.37026164
-5.45372686,2.55423624,0.01723127,0.00000000,0.01112534,0.25843965,1.04684737,0.95662168,0.00436808,1.33256926
-5.44772386,2.49912682,0.01647389,0.00000000,0.01058956,0.25190502,1.02804751,0.95227177,0.00423889,1.29742143
-5.44172086,2.44848207,0.01573837,0.00000000,0.01011871,0.24524250,1.01170999,0.94914145,0.00413433,1.26535204
-5.43571786,2.40296195,0.01503400,0.00000000,0.00972525,0.23854617,0.99809853,0.94726435,0.00405704,1.23676066
-5.42971486,2.36301191,0.01436856,0.00000000,0.00942029,0.23190808,0.98737380,0.94660150,0.00400914,1.21191151
-5.42371186,2.32887251,0.01374823,0.00000000,0.00921347,0.22541829,0.97959706,0.94704922,0.00399219,1.19093786
-5.41770885,2.30059728,0.01317759,0.00000000,0.00911271,0.21916500,0.97473737,0.94845010,0.00400724,1.17385161
-5.41170585,2.27807760,0.01265970,0.00000000,0.00912412,0.21323469,0.97268186,0.95060668,0.00405472,1.16055727
-5.40570285,2.26107320,0.01219618,0.00000000,0.00925186,0.20771214,0.97324835,0.95329712,0.00413453,1.15086952
-5.39969985,2.24924650,0.01178735,0.00000000,0.00949814,0.20268035,0.97619966,0.95629205,0.00424601,1.14453346
-5.39369685,2.24219908,0.01143240,0.00000000,0.00986315,0.19822033,0.98125886,0.95937186,0.00438796,1.14124647
-5.38769385,2.23950842,0.01112958,0.00000000,0.01034508,0.19441062,0.98812467,0.96234346,0.00455868,1.14068053
-5.38169085,2.24076314,0.01087642,0.00000000,0.01094024,0.19132679,0.99648641,0.96505584,0.00475603,1.14250407
-5.37568784,2.24559521,0.01066989,0.00000000,0.01164312,0.18904058,1.00603783,0.96741351,0.00497744,1.14640238
-5.36968484,2.25370774,0.01050661,0.00000000,0.01244659,0.18761914,1.01648943,0.96938732,0.00522004,1.15209561
-5.36368184,2.26489717,0.01038303,0.00000000,0.01334209,0.18712399,1.02757879,0.97102204,0.00548069,1.15935376
-5.35767884,2.27906913,0.01029560,0.00000000,0.01431990,0.18761003,1.03907885,0.97244035,0.00575608,1.16800814
-5.35167584,2.29624739,0.01024086,0.00000000,0.01536938,0.18912458,1.05080383,0.97384304,0.00604283,1.17795882
-5.34567284,2.31657572,0.01021560,0.00000000,0.01647931,0.19170643,1.06261289,0.97550531,0.00633761,1.18917807
-5.33966983,2.34031271,0.01021689,0.00000000,0.01763821,0.19538498,1.07441162,0.97776947,0.00663721,1.20170955
