energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.71185593,2.82826493,0.00503276,1.02151459,0.03463232,0.48877396,0.00000000,1.02673306,1.66223899
-5.70585293,2.80243597,0.00511448,0.99750647,0.03901485,0.50435188,0.00000000,1.01250423,1.63168200
-5.69984992,2.78037000,0.00525620,0.97131739,0.04401370,0.52544305,0.00000000,0.99884079,1.59857269
-5.69384692,2.76306892,0.00546431,0.94332295,0.04964055,0.55222974,0.00000000,0.98614795,1.56344369
-5.68784392,2.75143111,0.00574470,0.91389254,0.05590059,0.58483552,0.00000000,0.97478374,1.52680929
-5.68184092,2.74622700,0.00610254,0.88338411,0.06279125,0.62331576,0.00000000,0.96505094,1.48915681
-5.67583792,2.74808024,0.00654212,0.85214027,0.07030118,0.66764978,0.00000000,0.95719150,1.45094038
-5.66983492,2.75745428,0.00706673,0.82048555,0.07840944,0.71773498,0.00000000,0.95138334,1.41257673
-5.66383192,2.77464436,0.00767847,0.78872465,0.08708497,0.77338323,0.00000000,0.94773937,1.37444281
-5.65782891,2.79977475,0.00837819,0.75714133,0.09628643,0.83431963,0.00000000,0.94630874,1.33687484
-5.65182591,2.83280071,0.00916539,0.72599787,0.10596241,0.90018373,0.00000000,0.94707992,1.30016847
-5.64582291,2.87351513,0.01003822,0.69553478,0.11605201,0.97053343,0.00000000,0.94998552,1.26457968
-5.63981991,2.92155909,0.01099345,0.66597061,0.12648584,1.04485139,0.00000000,0.95490851,1.23032628
-5.63381691,2.97643638,0.01202655,0.63750188,0.13718743,1.12255395,0.00000000,0.96168960,1.19758962
-5.62781391,3.03753118,0.01313177,0.61030289,0.14807497,1.20300237,0.00000000,0.97013554,1.16651662
-5.62181091,3.10412872,0.01430225,0.58452563,0.15906343,1.28551609,0.00000000,0.98002810,1.13722190
-5.61580790,3.17543833,0.01553025,0.56029968,0.17006695,1.36938774,0.00000000,0.99113347,1.10979004
-5.60980490,3.25061832,0.01680729,0.53773226,0.18100135,1.45389933,0.00000000,1.00321170,1.08427808
-5.60380190,3.32880206,0.01812442,0.51690856,0.19178682,1.53833920,0.00000000,1.01602613,1.06071825
-5.59779890,3.40912449,0.01947250,0.49789224,0.20235049,1.62201908,0.00000000,1.02935233,1.03912093
-5.59179590,3.49074815,0.02084240,0.48072645,0.21262896,1.70429061,0.00000000,1.04298639,1.01947796
-5.58579290,3.57288784,0.02222530,0.46543511,0.22257046,1.78456068,0.00000000,1.05675216,1.00176604
-5.57978989,3.65483297,0.02361291,0.45202459,0.23213668,1.86230501,0.00000000,1.07050727,0.98595043
-5.57378689,3.73596634,0.02499767,0.44048566,0.24130403,1.93707915,0.00000000,1.08414756,0.97198844
-5.56778389,3.81577872,0.02637292,0.43079557,0.25006436,2.00852664,0.00000000,1.09760976,0.95983287
-5.56178089,3.89387814,0.02773303,0.42292028,0.25842489,2.07638361,0.00000000,1.11087214,0.94943492
-5.55577789,3.96999331,0.02907336,0.41681642,0.26640746,2.14047982,0.00000000,1.12395318,0.94074652
-5.54977489,4.04397083,0.03039035,0.41243308,0.27404699,2.20073572,0.00000000,1.13690802,0.93372183
-5.54377189,4.11576600,0.03168132,0.40971318,0.28138923,2.25715578,0.00000000,1.14982295,0.92831773
-5.53776888,4.18542751,0.03294437,0.40859431,0.28848781,2.30981826,0.00000000,1.16280802,0.92449326
-5.53176588,4.25307656,0.03417817,0.40900899,0.29540073,2.35886176,0.00000000,1.17598806,0.92220807
-5.52576288,4.31888153,0.03538165,0.41088445,0.30218646,2.40446932,0.00000000,1.18949252,0.92141976
-5.51975988,4.38302921,0.03655378,0.41414177,0.30889975,2.44685064,0.00000000,1.20344461,0.92208048
-5.51375688,4.44569432,0.03769322,0.41869474,0.31558746,2.48622336,0.00000000,1.21795025,0.92413299
-5.50775388,4.50700889,0.03879808,0.42444834,0.32228453,2.52279434,0.00000000,1.23308741,0.92750638
-5.50175088,4.56703339,0.03986564,0.43129725,0.32901035,2.55674191,0.00000000,1.24889648,0.93211196
-5.49574787,4.62573116,0.04089216,0.43912442,0.33576583,2.58819991,0.00000000,1.26537210,0.93783951
-5.48974487,4.68294793,0.04187278,0.44779998,0.34253118,2.61724453,0.00000000,1.28245709,0.94455441
-5.48374187,4.73839759,0.04280144,0.45718066,0.34926473,2.64388450,0.00000000,1.30003875,0.95209580
-5.47773887,4.79165528,0.04367095,0.46710989,0.35590278,2.66805528,0.00000000,1.31794783,0.96027614
-5.47173587,4.84215845,0.04447311,0.47741858,0.36236065,2.68961751,0.00000000,1.33596032,0.96888218
-5.46573287,4.88921579,0.04519894,0.48792681,0.36853477,2.70835981,0.00000000,1.35380201,0.97767749
-5.45972986,4.93202393,0.04583901,0.49844620,0.37430593,2.72400582,0.00000000,1.37115564,0.98640645
-5.45372686,4.96969107,0.04638379,0.50878305,0.37954341,2.73622511,0.00000000,1.38767026,0.99479957
-5.44772386,5.00126616,0.04682403,0.51874198,0.38410980,2.74464734,0.00000000,1.40297244,1.00257984
-5.44172086,5.02577256,0.04715126,0.52813007,0.38786652,2.74887905,0.00000000,1.41667873,1.00946981
-5.43571786,5.04224406,0.04735815,0.53676112,0.39067940,2.74852203,0.00000000,1.42840873,1.01519915
-5.42971486,5.04976175,0.04743896,0.54445990,0.39242439,2.74319261,0.00000000,1.43779825,1.01951208
-5.42371186,5.04748995,0.04738984,0.55106619,0.39299294,2.73254069,0.00000000,1.44451182,1.02217456
-5.41770885,5.03470939,0.04720916,0.55643839,0.39229679,2.71626786,0.00000000,1.44825408,1.02298076
-5.41170585,5.01084641,0.04689765,0.56045655,0.39027204,2.69414364,0.00000000,1.44877967,1.02175852
-5.40570285,4.97549702,0.04645855,0.56302470,0.38688222,2.66601932,0.00000000,1.44590101,1.01837375
-5.39969985,4.92844500,0.04589759,0.56407243,0.38212027,2.63183886,0.00000000,1.43949408,1.01273348
-5.39369685,4.86967374,0.04522289,0.56355573,0.37600934,2.59164660,0.00000000,1.42950189,1.00478774
-5.38769385,4.79937173,0.04444485,0.56145703,0.36860239,2.54559164,0.00000000,1.41593574,0.99453008
-5.38169085,4.71793209,0.04357584,0.55778472,0.35998072,2.49392892,0.00000000,1.39887453,0.98199711
-5.37568784,4.62594670,0.04262998,0.55257198,0.35025146,2.43701732,0.00000000,1.37846221,0.96726713
-5.36968484,4.52419569,0.04162278,0.54587533,0.33954415,2.37531496,0.00000000,1.35490388,0.95045792
-5.36368184,4.41363329,0.04057083,0.53777289,0.32800672,2.30937231,0.00000000,1.32846071,0.93172423
-5.35767884,4.29537094,0.03949147,0.52836241,0.31580103,2.23982335,0.00000000,1.29944425,0.91125486
-5.35167584,4.17065856,0.03840251,0.51775943,0.30309811,2.16737550,0.00000000,1.26821028,0.88926966
-5.34567284,4.04086474,0.03732193,0.50609534,0.29007345,2.09279844,0.00000000,1.23515260,0.86601654
-5.33966983,3.90745661,0.03626768,0.49351568,0.27690248,2.01691256,0.00000000,1.20069692,0.84176856
-5.33366683,3.77197960,0.03525754,0.48017841,0.26375641,1.94057696,0.00000000,1.16529505,0.81682108
-5.32766383,3.63603749,0.03430890,0.46625244,0.25079856,1.86467752,0.00000000,1.12941935,0.79148893
-5.32166083,3.50127260,0.03343876,0.45191602,0.23818129,1.79011489,0.00000000,1.09355747,0.76610348
-5.31565783,3.36934609,0.03266359,0.43735525,0.22604360,1.71779259,0.00000000,1.05820720,0.74100957
-5.30965483,3.24191797,0.03199929,0.42276241,0.21450931,1.64860507,0.00000000,1.02387143,0.71656194
-5.30365183,3.12062654,0.03146114,0.40833403,0.20368597,1.58342569,0.00000000,0.99105283,0.69312130
-5.29764882,3.00706688,0.03106370,0.39426879,0.19366422,1.52309447,0.00000000,0.96024817,0.67104962
-5.29164582,2.90276811,0.03082070,0.38076499,0.18451767,1.46840548,0.00000000,0.93194209,0.65070480
-5.28564282,2.80916920,0.03074485,0.36801771,0.17630321,1.42009392,0.00000000,0.90660025,0.63243449
-5.27963982,2.72759348,0.03084769,0.35621556,0.16906145,1.37882274,0.00000000,0.88466160,0.61656934
-5.27363682,2.65922195,0.03113926,0.34553717,0.16281751,1.34516903,0.00000000,0.86653004,0.60341549
-5.26763382,2.60506590,0.03162780,0.33614741,0.15758172,1.31961036,0.00000000,0.85256539,0.59324682
-5.26163082,2.56593967,0.03231942,0.32819351,0.15335046,1.30251129,0.00000000,0.84307396,0.58629691
-5.25562781,2.54243429,0.03321768,0.32180124,0.15010693,1.29411066,0.00000000,0.83829895,0.58275128
-5.24962481,2.53489331,0.03432324,0.31707126,0.14782183,1.29451001,0.00000000,0.83841117,0.58274013
-5.24362181,2.54339204,0.03563347,0.31407591,0.14645407,1.30366386,0.00000000,0.84350041,0.58633194
-5.23761881,2.56772145,0.03714213,0.31285654,0.14595139,1.32137242,0.00000000,0.85356798,0.59352844
-5.23161581,2.60737813,0.03883911,0.31342165,0.14625102,1.34727740,0.00000000,0.86852096,0.60426118
-5.22561281,2.66156155,0.04071031,0.31574590,0.14728047,1.38086156,0.00000000,0.88816856,0.61839016
-5.21960980,2.72917954,0.04273761,0.31977014,0.14895837,1.42145249,0.00000000,0.91222117,0.63570455
-5.21360680,2.80886278,0.04489897,0.32540267,0.15119557,1.46823098,0.00000000,0.94029226,0.65592593
-5.20760380,2.89898875,0.04716873,0.33252155,0.15389647,1.52024431,0.00000000,0.97190364,0.67871389
-5.20160080,2.99771506,0.04951806,0.34097807,0.15696062,1.57642440,0.00000000,1.00649394,0.70367409
-5.19559780,3.10302175,0.05191556,0.35060137,0.16028458,1.63561058,0.00000000,1.04343047,0.73036853
-5.18959480,3.21276160,0.05432804,0.36120393,0.16376413,1.69657660,0.00000000,1.08202425,0.75832782
-5.18359180,3.32471713,0.05672142,0.37258786,0.16729661,1.75806122,0.00000000,1.12154778,0.78706497
-5.17758879,3.43666254,0.05906169,0.38455181,0.17078353,1.81880134,0.00000000,1.16125507,0.81609038
-5.17158579,3.54642831,0.06131603,0.39689808,0.17413314,1.87756666,0.00000000,1.20040339,0.84492731
-5.16558279,3.65196627,0.06345386,0.40943985,0.17726309,1.93319458,0.00000000,1.23827576,0.87312733
-5.15957979,3.75141240,0.06544790,0.42200812,0.18010283,1.98462404,0.00000000,1.27420352,0.90028512
-5.15357679,3.84314488,0.06727515,0.43445803,0.18259580,2.03092685,0.00000000,1.30758786,0.92605194
-5.14757379,3.92583475,0.06891777,0.44667439,0.18470117,2.07133519,0.00000000,1.33791963,0.95014715
-5.14157079,3.99848691,0.07036372,0.45857605,0.18639510,2.10526406,0.00000000,1.36479624,0.97236742
-5.13556778,4.06046951,0.07160723,0.47011893,0.18767136,2.13232761,0.00000000,1.38793509,0.99259288
-5.12956478,4.11153003,0.07264905,0.48129754,0.18854125,2.15234849,0.00000000,1.40718270,1.01079016
-5.12356178,4.15179716,0.07349635,0.49214479,0.18903289,2.16535967,0.00000000,1.42251897,1.02701186
-5.11755878,4.18176795,0.07416241,0.50273014,0.18918969,2.17159853,0.00000000,1.43405645,1.04139259
-5.11155578,4.20228039,0.07466601,0.51315601,0.18906820,2.17149330,0.00000000,1.44203415,1.05414147
-5.10555278,4.21447236,0.07503055,0.52355259,0.18873534,2.16564223,0.00000000,1.44680635,1.06553140
-5.09954977,4.21972836,0.07528301,0.53407119,0.18826515,2.15478640,0.00000000,1.44882650,1.07588557
-5.09354677,4.21961594,0.07545258,0.54487632,0.18773513,2.13977710,0.00000000,1.44862692,1.08556149
-5.08754377,4.21581454,0.07556935,0.55613683,0.18722240,2.12153920,0.00000000,1.44679501,1.09493335
-5.08154077,4.21003952,0.07566279,0.56801650,0.18679988,2.10103197,0.00000000,1.44394696,1.10437341
-5.07553777,4.20396446,0.07576030,0.58066429,0.18653257,2.07920905,0.00000000,1.44070001,1.11423312
-5.06953477,4.19914529,0.07588582,0.59420489,0.18647415,2.05697913,0.00000000,1.43764446,1.12482474
-5.06353177,4.19694908,0.07605854,0.60872971,0.18666413,2.03516925,0.00000000,1.43531664,1.13640444
-5.05752876,4.19849094,0.07629189,0.62428902,0.18712555,2.01449196,0.00000000,1.43417400,1.14915744
-5.05152576,4.20458146,0.07659271,0.64088531,0.18786356,1.99551795,0.00000000,1.43457347,1.16318592
-5.04552276,4.21568706,0.07696076,0.65846839,0.18886464,1.97865517,0.00000000,1.43675397,1.17850025
-5.03951976,4.23190503,0.07738855,0.67693244,0.19009682,1.96413518,0.00000000,1.44082398,1.19501404
-5.03351676,4.25295412,0.07786148,0.69611515,0.19151064,1.95200745,0.00000000,1.44675469,1.21254306
-5.02751376,4.27818118,0.07835836,0.71579907,0.19304098,1.94214142,0.00000000,1.45437895,1.23080835
-5.02151076,4.30658344,0.07885221,0.73571526,0.19460953,1.93423637,0.00000000,1.46339623,1.24944327
-5.01550775,4.33684535,0.07931129,0.75554898,0.19612783,1.92783829,0.00000000,1.47338331,1.26800416
-5.00950475,4.36738835,0.07970050,0.77494737,0.19750080,1.92236306,0.00000000,1.48381012,1.28598443
-5.00350175,4.39643125,0.07998272,0.79352882,0.19863044,1.91712459,0.00000000,1.49406024,1.30283123
-4.99749875,4.42205863,0.08012048,0.81089369,0.19941969,1.91136679,0.00000000,1.50345486,1.31796409
-4.99149575,4.44229427,0.08007745,0.82663596,0.19977611,1.90429760,0.00000000,1.51127946,1.33079494
-4.98549275,4.45517639,0.07981999,0.84035543,0.19961540,1.89512386,0.00000000,1.51681171,1.34074836
-4.97948974,4.45883174,0.07931858,0.85166990,0.19886439,1.88308524,0.00000000,1.51934968,1.34728166
-4.97348674,4.45154536,0.07854897,0.86022714,0.19746362,1.86748590,0.00000000,1.51823892,1.34990360
-4.96748374,4.43182341,0.07749322,0.86571578,0.19536925,1.84772266,0.00000000,1.51289752,1.34819137
-4.96148074,4.39844669,0.07614037,0.86787523,0.19255430,1.82330850,0.00000000,1.50283788,1.34180499
-4.95547774,4.35051302,0.07448688,0.86650385,0.18900924,1.79389063,0.00000000,1.48768468,1.33049882
-4.94947474,4.28746709,0.07253673,0.86146537,0.18474185,1.75926264,0.00000000,1.46718814,1.31412962
-4.94347174,4.20911723,0.07030126,0.85269324,0.17977655,1.71937035,0.00000000,1.44123230,1.29266116
-4.93746873,4.11563869,0.06779868,0.84019279,0.17415311,1.67431161,0.00000000,1.40983816,1.26616517
-4.93146573,4.00756416,0.06505342,0.82404121,0.16792489,1.62433008,0.00000000,1.37316172,1.23481876
-4.92546273,3.88576208,0.06209519,0.80438540,0.16115683,1.56980380,0.00000000,1.33148709,1.19889859
-4.91945973,3.75140455,0.05895795,0.78143774,0.15392308,1.51122917,0.00000000,1.28521542,1.15877201
-4.91345673,3.60592614,0.05567878,0.75547009,0.14630456,1.44920117,0.00000000,1.23484996,1.11488579
-4.90745373,3.45097593,0.05229666,0.72680615,0.13838650,1.38439105,0.00000000,1.18097830,1.06775270
-4.90145073,3.28836487,0.04885132,0.69581266,0.13025605,1.31752227,0.00000000,1.12425252,1.01793678
-4.89544772,3.12001052,0.04538209,0.66288963,0.12200001,1.24934604,0.00000000,1.06536811,0.96603774
-4.88944472,2.94788175,0.04192687,0.62846006,0.11370281,1.18061728,0.00000000,1.00504266,0.91267505
-4.88344172,2.77394510,0.03852122,0.59295950,0.10544475,1.11207198,0.00000000,0.94399517,0.85847248
-4.87743872,2.60011503,0.03519760,0.55682582,0.09730051,1.04440694,0.00000000,0.88292669,0.80404340
-4.87143572,2.42820950,0.03198479,0.52048957,0.08933800,0.97826228,0.00000000,0.82250297,0.74997752
-4.86543272,2.25991225,0.02890747,0.48436511,0.08161748,0.91420752,0.00000000,0.76333979,0.69682926
-4.85942971,2.09674271,0.02598597,0.44884300,0.07419104,0.85273137,0.00000000,0.70599114,0.64510822
-4.85342671,1.94003423,0.02323618,0.41428360,0.06710226,0.79423547,0.00000000,0.65094074,0.59527186
-4.84742371,1.79092060,0.02066966,0.38101216,0.06038624,0.73903198,0.00000000,0.59859675,0.54772044
-4.84142071,1.65033092,0.01829377,0.34931540,0.05406972,0.68734494,0.00000000,0.54928974,0.50279436
-4.83541771,1.51899202,0.01611205,0.31943965,0.04817152,0.63931488,0.00000000,0.50327366,0.46077356
-4.82941471,1.39743791,0.01412454,0.29159029,0.04270301,0.59500640,0.00000000,0.46072945,0.42187904
-4.82341171,1.28602477,0.01232831,0.26593260,0.03766877,0.55441798,0.00000000,0.42177092,0.38627591
-4.81740870,1.18495056,0.01071787,0.24259360,0.03306733,0.51749352,0.00000000,0.38645233,0.35407791
-4.81140570,1.09427754,0.00928575,0.22166471,0.02889194,0.48413483,0.00000000,0.35477722,0.32535279
-4.80540270,1.01395642,0.00802295,0.20320513,0.02513142,0.45421442,0.00000000,0.32670782,0.30012830
-4.79939970,0.94385063,0.00691946,0.18724533,0.02177099,0.42758803,0.00000000,0.30217462,0.27839822
-4.79339670,0.88375937,0.00596472,0.17379081,0.01879306,0.40410612,0.00000000,0.28108547,0.26012821
-4.78739370,0.83343829,0.00514799,0.16282542,0.01617806,0.38362408,0.00000000,0.26333392,0.24526100
-4.78139070,0.79261684,0.00445873,0.15431452,0.01390521,0.36601043,0.00000000,0.24880632,0.23372077
-4.77538769,0.76101160,0.00388694,0.14820735,0.01195317,0.35115311,0.00000000,0.23738751,0.22541646
-4.76938469,0.73833521,0.00342335,0.14443890,0.01030074,0.33896330,0.00000000,0.22896481,0.22024386
-4.76338169,0.72430075,0.00305963,0.14293099,0.00892739,0.32937712,0.00000000,0.22343046,0.21808664
-4.75737869,0.71862190,0.00278853,0.14359268,0.00781377,0.32235497,0.00000000,0.22068237,0.21881618
-4.75137569,0.72100917,0.00260396,0.14632005,0.00694215,0.31787902,0.00000000,0.22062337,0.22229062
-4.74537269,0.73116309,0.00250100,0.15099561,0.00629676,0.31594886,0.00000000,0.22315922,0.22835318
-4.73936968,0.74876517,0.00247591,0.15748731,0.00586402,0.31657591,0.00000000,0.22819569,0.23683013
-4.73336668,0.77346767,0.00252603,0.16564756,0.00563281,0.31977695,0.00000000,0.23563484,0.24752884
-4.72736368,0.80488331,0.00264974,0.17531240,0.00559454,0.32556708,0.00000000,0.24537115,0.26023608
-4.72136068,0.84257598,0.00284632,0.18630100,0.00574325,0.33395279,0.00000000,0.25728761,0.27471712
-4.71535768,0.88605345,0.00311577,0.19841586,0.00607556,0.34492545,0.00000000,0.27125223,0.29071582
-4.70935468,0.93476299,0.00345873,0.21144369,0.00659067,0.35845559,0.00000000,0.28711530,0.30795592
-4.70335168,0.98809057,0.00387622,0.22515722,0.00729019,0.37448834,0.00000000,0.30470756,0.32614386
-4.69734867,1.04536412,0.00436955,0.23931803,0.00817797,0.39294036,0.00000000,0.32383959,0.34497305
-4.69134567,1.10586101,0.00494005,0.25368030,0.00925992,0.41369826,0.00000000,0.34430243,0.36412960
-4.68534267,1.16881975,0.00558897,0.26799546,0.01054367,0.43661883,0.00000000,0.36586965,0.38329946
-4.67933967,1.23345546,0.00631728,0.28201769,0.01203827,0.46153093,0.00000000,0.38830061,0.40217659
-4.67333667,1.29897866,0.00712552,0.29550994,0.01375379,0.48823894,0.00000000,0.41134502,0.42047189
-4.66733367,1.36461645,0.00801368,0.30825028,0.01570092,0.51652781,0.00000000,0.43474849,0.43792258
-4.66133067,1.42963515,0.00898105,0.32003836,0.01789045,0.54616924,0.00000000,0.45825888,0.45430132
-4.65532766,1.49336332,0.01002616,0.33070151,0.02033281,0.57692888,0.00000000,0.48163315,0.46942489
-4.64932466,1.55521396,0.01114668,0.34010038,0.02303742,0.60857411,0.00000000,0.50464440,0.48316167
-4.64332166,1.61470471,0.01233940,0.34813356,0.02601222,0.64088213,0.00000000,0.52708869,0.49543763
-4.63731866,1.67147499,0.01360015,0.35474118,0.02926297,0.67364781,0.00000000,0.54879141,0.50624038
-4.63131566,1.72529906,0.01492385,0.35990703,0.03279272,0.70669112,0.00000000,0.56961279,0.51562093
-4.62531266,1.77609425,0.01630447,0.36365927,0.03660120,0.73986359,0.00000000,0.58945220,0.52369303
-4.61930965,1.82392363,0.01773510,0.36606940,0.04068430,0.77305353,0.00000000,0.60825111,0.53062993
-4.61330665,1.86899300,0.01920792,0.36724969,0.04503359,0.80618969,0.00000000,0.62599441,0.53665861
-4.60730365,1.91164186,0.02071430,0.36734906,0.04963592,0.83924310,0.00000000,0.64271002,0.54205169
-4.60130065,1.95232883,0.02224483,0.36654751,0.05447315,0.87222689,0.00000000,0.65846666,0.54711722
-4.59529765,1.99161173,0.02378935,0.36504943,0.05952201,0.90519412,0.00000000,0.67336996,0.55218687
-4.58929465,2.03012326,0.02533704,0.36307598,0.06475410,0.93823341,0.00000000,0.68755689,0.55760292
-4.58329165,2.06854305,0.02687646,0.36085690,0.07013604,0.97146271,0.00000000,0.70118884,0.56370454
-4.57728864,2.10756741,0.02839563,0.35862214,0.07562985,1.00502121,0.00000000,0.71444349,0.57081421
-4.57128564,2.14787773,0.02988206,0.35659358,0.08119342,1.03905976,0.00000000,0.72750600,0.57922454
-4.56528264,2.19010920,0.03132292,0.35497730,0.08678118,1.07373025,0.00000000,0.74055979,0.58918632
-4.55927964,2.23482091,0.03270506,0.35395665,0.09234494,1.10917425,0.00000000,0.75377738,0.60089827
-4.55327664,2.28246881,0.03401518,0.35368653,0.09783481,1.14551150,0.00000000,0.76731180,0.61449894
-4.54727364,2.33338262,0.03523999,0.35428895,0.10320020,1.18282877,0.00000000,0.78128890,0.63006101
-4.54127064,2.38774770,0.03636636,0.35585019,0.10839094,1.22116962,0.00000000,0.79580110,0.64758850
-4.53526763,2.44559282,0.03738158,0.35841966,0.11335832,1.26052553,0.00000000,0.81090282,0.66701674
-4.52926463,2.50678424,0.03827353,0.36201038,0.11805617,1.30082890,0.00000000,0.82660793,0.68821526
-4.52326163,2.57102654,0.03903105,0.36660113,0.12244184,1.34194830,0.00000000,0.84288943,0.71099336
-4.51725863,2.63787006,0.03964413,0.37214014,0.12647705,1.38368623,0.00000000,0.85968134,0.73510826
-4.51125563,2.70672480,0.04010431,0.37855010,0.13012867,1.42577962,0.00000000,0.87688296,0.76027524
-4.50525263,2.77688022,0.04040492,0.38573431,0.13336926,1.46790308,0.00000000,0.89436508,0.78617954
-4.49924962,2.84753006,0.04054144,0.39358357,0.13617752,1.50967494,0.00000000,0.91197823,0.81248943
-4.49324662,2.91780133,0.04051173,0.40198366,0.13853850,1.55066582,0.00000000,0.92956227,0.83886982
