energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.75987994,6.15752922,0.01636951,0.69158083,0.79346011,0.52656370,1.68534188,2.64608296,2.28469299,0.00000000
-5.75387694,6.21411644,0.01530218,0.71032430,0.81865696,0.51665065,1.69384842,2.68757186,2.28058098,0.00000000
-5.74787394,6.26844028,0.01425419,0.72834222,0.84381362,0.50712014,1.70262738,2.72678458,2.27684860,0.00000000
-5.74187094,6.32131220,0.01324009,0.74560853,0.86874705,0.49823213,1.71203449,2.76389836,2.27403357,0.00000000
-5.73586793,6.37340333,0.01227323,0.76209985,0.89327408,0.49021598,1.72236975,2.79905768,2.27258914,0.00000000
-5.72986493,6.42522354,0.01136542,0.77779588,0.91721466,0.48326615,1.73386828,2.83236738,2.27287248,0.00000000
-5.72386193,6.47711535,0.01052676,0.79268066,0.94039622,0.47753972,1.74669551,2.86389173,2.27513920,0.00000000
-5.71785893,6.52926221,0.00976552,0.80674474,0.96265867,0.47315541,1.76094685,2.89365931,2.27954404,0.00000000
-5.71185593,6.58170957,0.00908803,0.81998796,0.98385987,0.47019422,1.77665114,2.92167326,2.28614689,0.00000000
-5.70585293,6.63439659,0.00849875,0.83242255,1.00388114,0.46870110,1.79377756,2.94792606,2.29492355,0.00000000
-5.69984992,6.68719562,0.00800028,0.84407621,1.02263240,0.46868778,1.81224493,2.97241751,2.30577999,0.00000000
-5.69384692,6.73995599,0.00759352,0.85499484,1.04005655,0.47013623,1.83193270,2.99517470,2.31856898,0.00000000
-5.68784392,6.79254882,0.00727778,0.86524457,1.05613274,0.47300250,1.85269268,3.01627208,2.33310776,0.00000000
-5.68184092,6.84490930,0.00705098,0.87491264,1.07087827,0.47722082,1.87436068,3.03585028,2.34919577,0.00000000
-5.67583792,6.89707342,0.00690983,0.88410715,1.08434884,0.48270756,1.89676727,3.05413212,2.36663107,0.00000000
-5.66983492,6.94920662,0.00685008,0.89295528,1.09663720,0.48936507,1.91974708,3.07143429,2.38522482,0.00000000
-5.66383192,7.00162235,0.00686666,0.90160002,1.10787006,0.49708511,1.94314630,3.08817394,2.40481301,0.00000000
-5.65782891,7.05478954,0.00695397,0.91019553,1.11820358,0.50575192,1.96682802,3.10486916,2.42526508,0.00000000
-5.65182591,7.10932842,0.00710600,0.91890123,1.12781751,0.51524494,1.99067551,3.12213332,2.44648925,0.00000000
-5.64582291,7.16599542,0.00731657,0.92787488,1.13690836,0.52544113,2.01459347,3.14066304,2.46843473,0.00000000
-5.63981991,7.22565805,0.00757948,0.93726505,1.14568207,0.53621698,2.03850765,3.16122048,2.49109088,0.00000000
-5.63381691,7.28926169,0.00788868,0.94720347,1.15434646,0.54745033,2.06236304,3.18461059,2.51448408,0.00000000
-5.62781391,7.35779038,0.00823842,0.95779755,1.16310391,0.55902209,2.08612132,3.21165454,2.53867256,0.00000000
-5.62181091,7.43222417,0.00862335,0.96912369,1.17214476,0.57081786,2.10975768,3.24316055,2.56374010,0.00000000
-5.61580790,7.51349563,0.00903866,0.98122172,1.18164159,0.58272963,2.13325781,3.27989361,2.58978895,0.00000000
-5.60980490,7.60244795,0.00948019,0.99409092,1.19174482,0.59465742,2.15661508,3.32254562,2.61693284,0.00000000
-5.60380190,7.69979711,0.00994447,1.00768790,1.20257974,0.60651115,2.17982836,3.37170742,2.64529037,0.00000000
-5.59779890,7.80609993,0.01042884,1.02192647,1.21424491,0.61821242,2.20290067,3.42784400,2.67497928,0.00000000
-5.59179590,7.92172958,0.01093148,1.03667973,1.22681217,0.62969633,2.22583858,3.49127412,2.70611194,0.00000000
-5.58579290,8.04685963,0.01145145,1.05178423,1.24032792,0.64091328,2.24865244,3.56215522,2.73879207,0.00000000
-5.57978989,8.18145688,0.01198874,1.06704607,1.25481549,0.65183052,2.27135724,3.64047421,2.77311279,0.00000000
-5.57378689,8.32528310,0.01254426,1.08224870,1.27027844,0.66243357,2.29397393,3.72604449,2.80915596,0.00000000
-5.56778389,8.47790490,0.01311986,1.09716201,1.28670426,0.67272721,2.31653089,3.81850909,2.84699239,0.00000000
-5.56178089,8.63871076,0.01371825,1.11155228,1.30406828,0.68273606,2.33906529,3.91734961,2.88668291,0.00000000
-5.55577789,8.80693358,0.01434301,1.12519245,1.32233728,0.69250473,2.36162407,4.02190039,2.92827966,0.00000000
-5.54977489,8.98167730,0.01499848,1.13787218,1.34147263,0.70209727,2.38426413,4.13136688,2.97182748,0.00000000
-5.54377189,9.16194540,0.01568969,1.14940719,1.36143240,0.71159615,2.40705174,4.24484723,3.01736486,0.00000000
-5.53776888,9.34666948,0.01642218,1.15964734,1.38217245,0.72110047,2.43006072,4.36135594,3.06492412,0.00000000
-5.53176588,9.53473609,0.01720192,1.16848296,1.40364626,0.73072363,2.45336951,4.47984818,3.11453059,0.00000000
-5.52576288,9.72500998,0.01803507,1.17584916,1.42580339,0.74059037,2.47705694,4.59924375,3.16620041,0.00000000
-5.51975988,9.91635256,0.01892782,1.18172780,1.44858673,0.75083310,2.50119692,4.71844942,3.21993700,0.00000000
-5.51375688,10.10763450,0.01988613,1.18614697,1.47192864,0.76158790,2.52585208,4.83637876,3.27572595,0.00000000
-5.50775388,10.29774191,0.02091550,1.18917804,1.49574629,0.77298983,2.55106663,4.95196879,3.33352853,0.00000000
-5.50175088,10.48557607,0.02202070,1.19093036,1.51993645,0.78516804,2.57685879,5.06419288,3.39327400,0.00000000
-5.49574787,10.67004729,0.02320553,1.19154384,1.54437028,0.79824052,2.60321308,5.17206985,3.45485095,0.00000000
-5.48974487,10.85006357,0.02447253,1.19117986,1.56888851,0.81230871,2.63007294,5.27466931,3.51809813,0.00000000
-5.48374187,11.02451570,0.02582273,1.19001087,1.59329743,0.82745213,2.65733405,5.37111371,3.58279529,0.00000000
-5.47773887,11.19226027,0.02725541,1.18820931,1.61736626,0.84372315,2.68483884,5.46057765,3.64865453,0.00000000
-5.47173587,11.35210268,0.02876790,1.18593636,1.64082615,0.86114208,2.71237248,5.54228536,3.71531286,0.00000000
-5.46573287,11.50278209,0.03035539,1.18333110,1.66337119,0.87969283,2.73966090,5.61550726,3.78232652,0.00000000
-5.45972986,11.64296034,0.03201082,1.18050071,1.68466173,0.89931922,2.76637085,5.67955653,3.84916768,0.00000000
-5.45372686,11.77121670,0.03372480,1.17751212,1.70432981,0.91992227,2.79211253,5.73378678,3.91522416,0.00000000
-5.44772386,11.88604996,0.03548557,1.17438569,1.72198693,0.94135857,2.81644463,5.77759150,3.97980247,0.00000000
-5.44172086,11.98588903,0.03727910,1.17109117,1.73723370,0.96343997,2.83888191,5.81040603,4.04213456,0.00000000
-5.43571786,12.06911253,0.03908916,1.16754620,1.74967120,0.98593469,2.85890521,5.83171251,4.10138854,0.00000000
-5.42971486,12.13407761,0.04089752,1.16361746,1.75891339,1.00857002,2.87597356,5.84104787,4.15668315,0.00000000
-5.42371186,12.17915727,0.04268422,1.15912451,1.76460023,1.03103663,2.88953822,5.83801475,4.20710592,0.00000000
-5.41770885,12.20278502,0.04442786,1.15384608,1.76641062,1.05299448,2.89905801,5.82229496,4.25173457,0.00000000
-5.41170585,12.20350534,0.04610603,1.14752860,1.76407477,1.07408025,2.90401559,5.79366470,4.28966094,0.00000000
-5.40570285,12.18002752,0.04769566,1.13989668,1.75738514,1.09391626,2.90393397,5.75201065,4.32001682,0.00000000
-5.39969985,12.13128053,0.04917355,1.13066484,1.74620552,1.11212041,2.89839274,5.69734595,4.34200048,0.00000000
-5.39369685,12.05646611,0.05051688,1.11955030,1.73047775,1.12831710,2.88704325,5.62982468,4.35490309,0.00000000
-5.38769385,11.95510720,0.05170367,1.10628597,1.71022559,1.14214854,2.86962224,5.54975394,4.35813373,0.00000000
-5.38169085,11.82708906,0.05271338,1.09063318,1.68555569,1.15328617,2.84596324,5.45760224,4.35124185,0.00000000
-5.37568784,11.67269060,0.05352736,1.07239360,1.65665547,1.16144161,2.81600517,5.35400339,4.33393619,0.00000000
-5.36968484,11.49260375,0.05412939,1.05141970,1.62378807,1.16637680,2.77979787,5.23975514,4.30609907,0.00000000
-5.36368184,11.28793954,0.05450610,1.02762344,1.58728456,1.16791270,2.73750403,5.11581222,4.26779531,0.00000000
-5.35767884,11.06021975,0.05464737,1.00098258,1.54753389,1.16593622,2.68939754,4.98327357,4.21927517,0.00000000
-5.35167584,10.81135419,0.05454667,0.97154453,1.50497089,1.16040505,2.63585798,4.84336413,4.16097104,0.00000000
-5.34567284,10.54360394,0.05420128,0.93942746,1.46006316,1.15134995,2.57736165,4.69741167,4.09348773,0.00000000
-5.33966983,10.25953198,0.05361242,0.90481862,1.41329717,1.13887454,2.51446923,4.54681958,4.01758689,0.00000000
-5.33366683,9.96194300,0.05278534,0.86797003,1.36516450,1.12315236,2.44781050,4.39303664,3.93416594,0.00000000
-5.32766383,9.65381495,0.05172923,0.82919166,1.31614857,1.10442138,2.37806687,4.23752523,3.84423245,0.00000000
-5.32166083,9.33822525,0.05045704,0.78884249,1.26671259,1.08297622,2.30595219,4.08172910,3.74887513,0.00000000
-5.31565783,9.01827476,0.04898525,0.74731982,1.21728911,1.05915823,2.23219280,3.92704250,3.64923264,0.00000000
-5.30965483,8.69701288,0.04733345,0.70504736,1.16827160,1.03334415,2.15750747,3.77478159,3.54646166,0.00000000
-5.30365183,8.37736698,0.04552391,0.66246261,1.12000816,1.00593362,2.08258823,3.62615972,3.44170566,0.00000000
-5.29764882,8.06207898,0.04358105,0.62000408,1.07279764,0.97733633,2.00808276,3.48226733,3.33606556,0.00000000
-5.29164582,7.75365178,0.04153086,0.57809890,1.02688811,0.94795926,1.93457908,3.34405726,3.23057384,0.00000000
-5.28564282,7.45430736,0.03940030,0.53715136,0.98247738,0.91819478,1.86259314,3.21233591,3.12617283,0.00000000
-5.27963982,7.16595790,0.03721666,0.49753276,0.93971563,0.88840994,1.79255987,3.08776032,3.02369815,0.00000000
-5.27363682,6.89019063,0.03500700,0.45957301,0.89870949,0.85893769,1.72482770,2.97084095,2.92386774,0.00000000
-5.26763382,6.62826618,0.03279754,0.42355412,0.85952753,0.83007014,1.65965702,2.86194961,2.82727669,0.00000000
-5.26163082,6.38112966,0.03061317,0.38970591,0.82220643,0.80205429,1.59722207,2.76133183,2.73439773,0.00000000
-5.25562781,6.14943309,0.02847703,0.35820378,0.78675761,0.77509024,1.53761636,2.66912264,2.64558695,0.00000000
-5.24962481,5.93356722,0.02641014,0.32916858,0.75317384,0.74933187,1.48086095,2.58536471,2.56109415,0.00000000
-5.24362181,5.73370039,0.02443118,0.30266849,0.72143548,0.72488975,1.42691508,2.51002766,2.48107686,0.00000000
-5.23761881,5.54982183,0.02255631,0.27872245,0.69151601,0.70183615,1.37568850,2.44302734,2.40561700,0.00000000
-5.23161581,5.38178676,0.02079913,0.25730503,0.66338666,0.68021145,1.32705483,2.38424421,2.33473917,0.00000000
-5.22561281,5.22936071,0.01917072,0.23835231,0.63701990,0.66003182,1.28086506,2.33353947,2.26842931,0.00000000
-5.21960980,5.09226051,0.01767974,0.22176835,0.61239187,0.64129728,1.23696068,2.29076865,2.20665273,0.00000000
-5.21360680,4.97018993,0.01633260,0.20743199,0.58948349,0.62399990,1.19518560,2.25579158,2.14937049,0.00000000
-5.20760380,4.86286829,0.01513371,0.19520352,0.56828059,0.60813139,1.15539648,2.22847879,2.09655333,0.00000000
-5.20160080,4.77005072,0.01408568,0.18493102,0.54877300,0.59368974,1.11747095,2.20871390,2.04819241,0.00000000
-5.19559780,4.69153939,0.01318960,0.17645604,0.53095280,0.58068445,1.08131349,2.19639227,2.00430652,0.00000000
-5.18959480,4.62718564,0.01244529,0.16961842,0.51481196,0.56914003,1.04685877,2.19141604,1.96494549,0.00000000
-5.18359180,4.57688317,0.01185147,0.16426030,0.50033962,0.55909771,1.01407262,2.19368614,1.93018969,0.00000000
-5.17758879,4.54055321,0.01140596,0.16022896,0.48751905,0.55061511,0.98295057,2.20309174,1.90014604,0.00000000
-5.17158579,4.51812302,0.01110581,0.15737889,0.47632472,0.54376412,0.95351442,2.21949798,1.87494064,0.00000000
-5.16558279,4.50949906,0.01094734,0.15557283,0.46671947,0.53862707,0.92580722,2.24273260,1.85470880,0.00000000
-5.15957979,4.51453691,0.01092622,0.15468208,0.45865207,0.53529146,0.89988689,2.27257254,1.83958300,0.00000000
-5.15357679,4.53300997,0.01103737,0.15458626,0.45205521,0.53384378,0.87581931,2.30873106,1.82967963,0.00000000
-5.14757379,4.56457888,0.01127498,0.15517260,0.44684413,0.53436261,0.85367108,2.35084646,1.82508531,0.00000000
-5.14157079,4.60876398,0.01163239,0.15633497,0.44291585,0.53691168,0.83350273,2.39847307,1.82584362,0.00000000
-5.13556778,4.66492257,0.01210199,0.15797299,0.44014909,0.54153334,0.81536251,2.45107513,1.83194316,0.00000000
-5.12956478,4.73223286,0.01267519,0.15999112,0.43840499,0.54824267,0.79928154,2.50802420,1.84330751,0.00000000
-5.12356178,4.80968599,0.01334230,0.16229814,0.43752852,0.55702306,0.78527020,2.56860057,1.85978799,0.00000000
-5.11755878,4.89608708,0.01409259,0.16480694,0.43735055,0.56782312,0.77331639,2.63199888,1.88115955,0.00000000
-5.11155578,4.99006609,0.01491427,0.16743475,0.43769070,0.58055551,0.76338533,2.69733798,1.90712025,0.00000000
-5.10555278,5.09009840,0.01579459,0.17010382,0.43836068,0.59509767,0.75542128,2.76367506,1.93729453,0.00000000
-5.09954977,5.19453475,0.01672004,0.17274258,0.43916826,0.61129450,0.74935080,2.83002367,1.97124018,0.00000000
-5.09354677,5.30163972,0.01767655,0.17528704,0.43992160,0.62896284,0.74508738,2.89537509,2.00845880,0.00000000
-5.08754377,5.40963704,0.01864978,0.17768255,0.44043388,0.64789763,0.74253719,2.95872240,2.04840938,0.00000000
-5.08154077,5.51676017,0.01962545,0.17988558,0.44052808,0.66787937,0.74160557,3.01908637,2.09052438,0.00000000
-5.07553777,5.62130564,0.02058975,0.18186551,0.44004177,0.68868242,0.74220369,3.07554219,2.13422744,0.00000000
-5.06953477,5.72168689,0.02152966,0.18360619,0.43883168,0.71008378,0.74425513,3.12724595,2.17895199,0.00000000
-5.06353177,5.81648585,0.02243339,0.18510713,0.43677791,0.73187184,0.74770172,3.17345972,2.22415967,0.00000000
-5.05752876,5.90449966,0.02329071,0.18638417,0.43378758,0.75385439,0.75250838,3.21357416,2.26935768,0.00000000
-5.05152576,5.98478022,0.02409323,0.18746953,0.42979780,0.77586569,0.75866643,3.24712763,2.31411400,0.00000000
-5.04552276,6.05666426,0.02483468,0.18841111,0.42477766,0.79777192,0.76619518,3.27382085,2.35806973,0.00000000
-5.03951976,6.11979232,0.02551100,0.18927105,0.41872936,0.81947477,0.77514147,3.29352650,2.40094779,0.00000000
-5.03351676,6.17411541,0.02612042,0.19012343,0.41168820,0.84091287,0.78557714,3.30629315,2.44255748,0.00000000
-5.02751376,6.21988887,0.02666335,0.19105137,0.40372143,0.86206093,0.79759437,3.31234340,2.48279458,0.00000000
-5.02151076,6.25765346,0.02714220,0.19214334,0.39492609,0.88292658,0.81129910,3.31206625,2.52163704,0.00000000
-5.01550775,6.28820456,0.02756112,0.19348907,0.38542575,0.90354513,0.82680268,3.30600403,2.55913638,0.00000000
-5.00950475,6.31255091,0.02792557,0.19517506,0.37536635,0.92397235,0.84421221,3.29483444,2.59540539,0.00000000
-5.00350175,6.33186490,0.02824192,0.19728003,0.36491134,0.94427590,0.86362000,3.27934863,2.63060279,0.00000000
-4.99749875,6.34742679,0.02851688,0.19987039,0.35423616,0.96452563,0.88509258,3.26042613,2.66491569,0.00000000
-4.99149575,6.36056576,0.02875703,0.20299604,0.34352250,0.98478358,0.90866006,3.23900788,2.69854097,0.00000000
-4.98549275,6.37260059,0.02896827,0.20668675,0.33295235,1.00509409,0.93430621,3.21606833,2.73166655,0.00000000
-4.97948974,6.38478277,0.02915537,0.21094919,0.32270229,1.02547468,0.96195992,3.19258793,2.76445371,0.00000000
-4.97348674,6.39824484,0.02932156,0.21576498,0.31293811,1.04590832,0.99148862,3.16952679,2.79702136,0.00000000
-4.96748374,6.41395602,0.02946821,0.22108967,0.30380994,1.06633745,1.02269398,3.14780051,2.82943321,0.00000000
-4.96148074,6.43268704,0.02959466,0.22685286,0.29544820,1.08666023,1.05531028,3.12825885,2.86168836,0.00000000
-4.95547774,6.45498517,0.02969814,0.23295948,0.28796036,1.10672925,1.08900566,3.11166762,2.89371581,0.00000000
-4.94947474,6.48116009,0.02977387,0.23929215,0.28142867,1.12635276,1.12338625,3.09869399,2.92537304,0.00000000
-4.94347174,6.51128036,0.02981522,0.24571451,0.27590878,1.14529843,1.15800305,3.08989529,2.95644843,0.00000000
-4.93746873,6.54517968,0.02981410,0.25207548,0.27142940,1.16329937,1.19236149,3.08571104,2.98666729,0.00000000
-4.93146573,6.58247183,0.02976130,0.25821417,0.26799277,1.18006213,1.22593299,3.08645786,3.01570085,0.00000000
-4.92546273,6.62257241,0.02964709,0.26396521,0.26557598,1.19527618,1.25816832,3.09232682,3.04317743,0.00000000
-4.91945973,6.66472563,0.02946167,0.26916437,0.26413291,1.20862446,1.28851200,3.10338282,3.06869504,0.00000000
-4.91345673,6.70803409,0.02919583,0.27365408,0.26359669,1.21979424,1.31641722,3.11956542,3.09183450,0.00000000
-4.90745373,6.75148961,0.02884143,0.27728874,0.26388262,1.22848787,1.34136057,3.14069088,3.11217221,0.00000000
-4.90145073,6.79400356,0.02839197,0.27993946,0.26489127,1.23443285,1.36285599,3.16645518,3.12929188,0.00000000
-4.89544772,6.83443513,0.02784297,0.28149819,0.26651169,1.23739069,1.38046750,3.19643778,3.14279467,0.00000000
-4.88944472,6.87161686,0.02719234,0.28188092,0.26862465,1.23716427,1.39382002,3.23010642,3.15230734,0.00000000
-4.88344172,6.90437677,0.02644058,0.28102999,0.27110577,1.23360328,1.40260818,3.26682293,3.15748816,0.00000000
-4.87743872,6.93155714,0.02559093,0.27891542,0.27382850,1.22660787,1.40660264,3.30585058,3.15803080,0.00000000
-4.87143572,6.95203037,0.02464931,0.27553511,0.27666685,1.21613018,1.40565404,3.34636321,3.15366626,0.00000000
-4.86543272,6.96471251,0.02362423,0.27091419,0.27949791,1.20217412,1.39969447,3.38745664,3.14416336,0.00000000
-4.85942971,6.96857529,0.02252654,0.26510348,0.28220416,1.18479347,1.38873660,3.42816253,3.12932821,0.00000000
-4.85342671,6.96265779,0.02136910,0.25817712,0.28467543,1.16408860,1.37287075,3.46746508,3.10900327,0.00000000
-4.84742371,6.94607829,0.02016644,0.25022964,0.28681074,1.14020219,1.35226020,3.50432044,3.08306656,0.00000000
-4.84142071,6.91804725,0.01893426,0.24137265,0.28851986,1.11331421,1.32713509,3.53767871,3.05143143,0.00000000
-4.83541771,6.87788161,0.01768907,0.23173109,0.28972468,1.08363658,1.29778515,3.56650806,3.01404732,0.00000000
-4.82941471,6.82502060,0.01644768,0.22143954,0.29036039,1.05140778,1.26455194,3.58982038,2.97090169,0.00000000
-4.82341171,6.75904259,0.01522679,0.21063848,0.29037645,1.01688768,1.22782049,3.60669749,2.92202319,0.00000000
-4.81740870,6.67968237,0.01404263,0.19947071,0.28973735,0.98035266,1.18801109,3.61631692,2.86748586,0.00000000
-4.81140570,6.58684795,0.01291062,0.18807808,0.28842318,0.94209129,1.14557103,3.61797624,2.80741417,0.00000000
-4.80540270,6.48063554,0.01184505,0.17659860,0.28642990,0.90240053,1.10096683,3.61111461,2.74198827,0.00000000
-4.79939970,6.36134159,0.01085895,0.16516387,0.28376938,0.86158235,1.05467678,3.59533065,2.67144908,0.00000000
-4.79339670,6.22947053,0.00996384,0.15389704,0.28046911,0.81994082,1.00718397,3.57039559,2.59610248,0.00000000
-4.78739370,6.08573713,0.00916971,0.14291109,0.27657157,0.77777950,0.95896979,3.53626108,2.51632212,0.00000000
-4.78139070,5.93106266,0.00848488,0.13230767,0.27213326,0.73539892,0.91050785,3.49306120,2.43255017,0.00000000
-4.77538769,5.76656427,0.00791607,0.12217616,0.26722332,0.69309420,0.86225826,3.44110848,2.34529569,0.00000000
-4.76938469,5.59353760,0.00746830,0.11259316,0.26192185,0.65115257,0.81466219,3.38088431,2.25513035,0.00000000
-4.76338169,5.41343278,0.00714499,0.10362229,0.25631778,0.60985076,0.76813679,3.31302405,2.16268120,0.00000000
-4.75737869,5.22782477,0.00694793,0.09531411,0.25050657,0.56945223,0.72307020,3.23829780,2.06862081,0.00000000
-4.75137569,5.03837899,0.00687729,0.08770639,0.24458745,0.53020420,0.67981696,3.15758770,1.97365486,0.00000000
-4.74537269,4.84681372,0.00693168,0.08082442,0.23866071,0.49233471,0.63869355,3.07186309,1.87850764,0.00000000
-4.73936968,4.65486096,0.00710808,0.07468147,0.23282465,0.45604953,0.59997439,2.98215446,1.78390612,0.00000000
-4.73336668,4.46422733,0.00740187,0.06927940,0.22717276,0.42152928,0.56388828,2.88952770,1.69056314,0.00000000
-4.72736368,4.27655679,0.00780683,0.06460932,0.22179083,0.38892678,0.53061543,2.79505958,1.59916058,0.00000000
-4.72136068,4.09339680,0.00831509,0.06065230,0.21675443,0.35836481,0.50028521,2.69981535,1.51033318,0.00000000
-4.71535768,3.91616903,0.00891718,0.05738023,0.21212663,0.32993443,0.47297479,2.60482935,1.42465386,0.00000000
-4.70935468,3.74614588,0.00960203,0.05475670,0.20795626,0.30369399,0.44870887,2.51108891,1.34262100,0.00000000
-4.70335168,3.58443341,0.01035706,0.05273800,0.20427659,0.27966883,0.42746044,2.41952196,1.26464845,0.00000000
-4.69734867,3.43196081,0.01116828,0.05127416,0.20110476,0.25785192,0.40915280,2.33098799,1.19105852,0.00000000
-4.69134567,3.28947655,0.01202044,0.05031012,0.19844165,0.23820526,0.39366278,2.24627249,1.12207831,0.00000000
-4.68534267,3.15755054,0.01289725,0.04978695,0.19627263,0.22066213,0.38082519,2.16608399,1.05783929,0.00000000
-4.67933967,3.03658174,0.01378166,0.04964312,0.19456873,0.20513007,0.37043833,2.09105340,0.99838022,0.00000000
-4.67333667,2.92680994,0.01465618,0.04981584,0.19328846,0.19149459,0.36227046,2.02173475,0.94365308,0.00000000
-4.66733367,2.82833085,0.01550324,0.05024243,0.19238015,0.17962330,0.35606700,1.95860681,0.89353162,0.00000000
-4.66133067,2.74111308,0.01630561,0.05086156,0.19178457,0.16937044,0.35155824,1.90207475,0.84782200,0.00000000
-4.65532766,2.66501568,0.01704683,0.05161463,0.19143784,0.16058168,0.34846722,1.85247145,0.80627501,0.00000000
-4.64932466,2.59980539,0.01771164,0.05244688,0.19127435,0.15309878,0.34651752,1.81005780,0.76859930,0.00000000
-4.64332166,2.54517229,0.01828641,0.05330844,0.19122967,0.14676420,0.34544060,1.77502200,0.73447479,0.00000000
