energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,3.62584725,0.01867737,0.28310130,0.59227018,0.00000000,0.64425127,2.32666793,0.00828347,1.00552247
-5.99399700,3.71527810,0.01910742,0.30096599,0.59900848,0.00000000,0.66199522,2.38287061,0.00859326,1.02583965
-5.98799400,3.80268892,0.01952393,0.31975195,0.60610368,0.00000000,0.68096162,2.43631609,0.00890757,1.04563631
-5.98199100,3.88727666,0.01991921,0.33925150,0.61362106,0.00000000,0.70095065,2.48647522,0.00922436,1.06480591
-5.97598799,3.96831881,0.02028561,0.35922991,0.62162936,0.00000000,0.72174957,2.53290074,0.00954160,1.08326836
-5.96998499,4.04519966,0.02061576,0.37943031,0.63020260,0.00000000,0.74314022,2.57524244,0.00985731,1.10097594
-5.96398199,4.11743140,0.02090285,0.39957959,0.63942143,0.00000000,0.76490657,2.61325808,0.01016965,1.11791752
-5.95797899,4.18466866,0.02114085,0.41939508,0.64937388,0.00000000,0.78684212,2.64681900,0.01047696,1.13412049
-5.95197599,4.24671561,0.02132476,0.43859189,0.66015519,0.00000000,0.80875662,2.67591031,0.01077790,1.14965037
-5.94597299,4.30352509,0.02145074,0.45689037,0.67186670,0.00000000,0.83048203,2.70062527,0.01107145,1.16460787
-5.93996998,4.35518969,0.02151629,0.47402364,0.68461374,0.00000000,0.85187714,2.72115433,0.01135698,1.17912356
-5.93396698,4.40192524,0.02152033,0.48974476,0.69850251,0.00000000,0.87283090,2.73776918,0.01163429,1.19335026
-5.92796398,4.44404760,0.02146323,0.50383317,0.71363614,0.00000000,0.89326412,2.75080273,0.01190360,1.20745368
-5.92196098,4.48194404,0.02134685,0.51610034,0.73011004,0.00000000,0.91312980,2.76062605,0.01216555,1.22160167
-5.91595798,4.51604097,0.02117440,0.52639419,0.74800699,0.00000000,0.93241175,2.76762359,0.01242119,1.23595277
-5.90995498,4.54676986,0.02095040,0.53460233,0.76739204,0.00000000,0.95112208,2.77216806,0.01267195,1.25064479
-5.90395198,4.57453352,0.02068052,0.54065385,0.78830778,0.00000000,0.96929753,2.77459634,0.01291952,1.26578401
-5.89794897,4.59967478,0.02037137,0.54451974,0.81077027,0.00000000,0.98699494,2.77518800,0.01316588,1.28143580
-5.89194597,4.62244965,0.02003032,0.54621203,0.83476593,0.00000000,1.00428632,2.77414742,0.01341314,1.29761729
-5.88594297,4.64300650,0.01966529,0.54578162,0.86024967,0.00000000,1.02125375,2.77159094,0.01366350,1.31429253
-5.87993997,4.66137289,0.01928447,0.54331507,0.88714450,0.00000000,1.03798438,2.76753947,0.01391918,1.33137061
-5.87393697,4.67745073,0.01889618,0.53893048,0.91534273,0.00000000,1.05456589,2.76191729,0.01418228,1.34870698
-5.86793397,4.69102029,0.01850863,0.53277278,0.94470867,0.00000000,1.07108254,2.75455710,0.01445475,1.36610780
-5.86193097,4.70175274,0.01812976,0.52500851,0.97508280,0.00000000,1.08761199,2.74521098,0.01473829,1.38333737
-5.85592796,4.70923056,0.01776712,0.51582040,1.00628715,0.00000000,1.10422281,2.73356668,0.01503429,1.40012808
-5.84992496,4.71297443,0.01742779,0.50540201,1.03813157,0.00000000,1.12097276,2.71926835,0.01534375,1.41619237
-5.84392196,4.71247497,0.01711832,0.49395247,1.07042041,0.00000000,1.13790763,2.70194042,0.01566724,1.43123603
-5.83791896,4.70722716,0.01684472,0.48167162,1.10295937,0.00000000,1.15506053,2.68121326,0.01600480,1.44497203
-5.83191596,4.69676528,0.01661248,0.46875549,1.13556175,0.00000000,1.17245137,2.65674900,0.01635597,1.45713400
-5.82591296,4.68069600,0.01642664,0.45539243,1.16805391,0.00000000,1.19008631,2.62826614,0.01671967,1.46748858
-5.81990995,4.65872749,0.01629183,0.44175967,1.20027945,0.00000000,1.20795711,2.59556134,0.01709421,1.47584592
-5.81390695,4.63069275,0.01621235,0.42802055,1.23210176,0.00000000,1.22604001,2.55852716,0.01747725,1.48206754
-5.80790395,4.59656540,0.01619218,0.41432232,1.26340480,0.00000000,1.24429436,2.51716482,0.01786578,1.48607134
