energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Na_s_up,S_s_up,S_p_up
-5.84992496,0.36615911,0.00091424,0.01057615,0.05318691,0.05009970,0.16439027,0.00543420,0.16359618
-5.84392196,0.37582227,0.00111338,0.01078398,0.05664656,0.05137146,0.15524587,0.00597415,0.16894875
-5.83791896,0.39191083,0.00134911,0.01118062,0.06126430,0.05351577,0.14770898,0.00664333,0.17725611
-5.83191596,0.41509712,0.00162575,0.01178843,0.06715476,0.05662476,0.14197301,0.00745423,0.18882130
-5.82591296,0.44598494,0.00194762,0.01262870,0.07442482,0.06078100,0.13819866,0.00841823,0.20391562
-5.81990995,0.48509242,0.00231889,0.01372130,0.08317032,0.06605522,0.13651190,0.00954517,0.22277044
-5.81390695,0.53283440,0.00274344,0.01508437,0.09347250,0.07250395,0.13700254,0.01084290,0.24556862
-5.80790395,0.58950478,0.00322472,0.01673395,0.10539443,0.08016706,0.13972314,0.01231690,0.27243595
-5.80190095,0.65525923,0.00376552,0.01868357,0.11897742,0.08906546,0.14468831,0.01396980,0.30343283
-5.79589795,0.73009903,0.00436781,0.02094391,0.13423757,0.09919889,0.15187439,0.01580101,0.33854645
-5.78989495,0.81385673,0.00503257,0.02352243,0.15116266,0.11054397,0.16121947,0.01780641,0.37768387
-5.78389195,0.90618467,0.00575959,0.02642304,0.16970950,0.12305259,0.17262381,0.01997803,0.42066662
-5.77788894,1.00654712,0.00654734,0.02964576,0.18980190,0.13665085,0.18595077,0.02230395,0.46722699
-5.77188594,1.11421718,0.00739281,0.03318653,0.21132948,0.15123858,0.20102826,0.02476826,0.51700679
-5.76588294,1.22827913,0.00829142,0.03703699,0.23414751,0.16668960,0.21765093,0.02735118,0.56955870
-5.75987994,1.34763709,0.00923703,0.04118439,0.25807777,0.18285283,0.23558314,0.03002930,0.62435077
-5.75387694,1.47103029,0.01022186,0.04561158,0.28291069,0.19955426,0.25456268,0.03277608,0.68077422
-5.74787394,1.59705531,0.01123666,0.05029715,0.30840869,0.21659988,0.27430552,0.03556242,0.73815457
-5.74187094,1.72419502,0.01227075,0.05521557,0.33431078,0.23377946,0.29451138,0.03835742,0.79576607
-5.73586793,1.85085373,0.01331228,0.06033757,0.36033822,0.25087114,0.31487008,0.04112932,0.85284916
-5.72986493,1.97539756,0.01434846,0.06563053,0.38620127,0.26764680,0.33506873,0.04384646,0.90863047
-5.72386193,2.09619885,0.01536586,0.07105897,0.41160661,0.28387784,0.35479931,0.04647837,0.96234470
-5.71785893,2.21168294,0.01635079,0.07658511,0.43626535,0.29934141,0.37376660,0.04899689,1.01325763
-5.71185593,2.32037532,0.01728963,0.08216956,0.45990117,0.31382657,0.39169607,0.05137722,1.06068930
-5.70585293,2.42094730,0.01816925,0.08777191,0.48225832,0.32714037,0.40834146,0.05359892,1.10403623
-5.69984992,2.51225803,0.01897738,0.09335142,0.50310909,0.33911345,0.42349164,0.05564677,1.14279189
-5.69384692,2.59339066,0.01970297,0.09886768,0.52226050,0.34960484,0.43697652,0.05751147,1.17656410
-5.68784392,2.66368102,0.02033654,0.10428120,0.53955971,0.35850595,0.44867154,0.05919008,1.20508866
-5.68184092,2.72273706,0.02087040,0.10955398,0.55489804,0.36574330,0.45850065,0.06068621,1.22823829
-5.67583792,2.77044797,0.02129890,0.11464997,0.56821328,0.37128004,0.46643747,0.06200990,1.24602639
-5.66983492,2.80698220,0.02161852,0.11953546,0.57949026,0.37511607,0.47250452,0.06317730,1.25860513
-5.66383192,2.83277431,0.02182790,0.12417934,0.58875952,0.37728681,0.47677055,0.06420993,1.26625800
-5.65782891,2.84850102,0.02192786,0.12855336,0.59609412,0.37786067,0.47934602,0.06513374,1.26938682
-5.65182591,2.85504733,0.02192125,0.13263214,0.60160490,0.37693530,0.48037684,0.06597791,1.26849382
-5.64582291,2.85346440,0.02181273,0.13639319,0.60543413,0.37463292,0.48003681,0.06677350,1.26415954
-5.63981991,2.84492081,0.02160862,0.13981683,0.60774806,0.37109477,0.47851886,0.06755189,1.25701743
-5.63381691,2.83064978,0.02131655,0.14288606,0.60872857,0.36647513,0.47602576,0.06834322,1.24772642
-5.62781391,2.81189459,0.02094518,0.14558627,0.60856447,0.36093512,0.47276054,0.06917482,1.23694267
-5.62181091,2.78985493,0.02050390,0.14790507,0.60744272,0.35463662,0.46891722,0.07006971,1.22529184
-5.61580790,2.76563672,0.02000255,0.14983204,0.60554002,0.34773641,0.46467219,0.07104531,1.21334325
-5.60980490,2.74020777,0.01945112,0.15135843,0.60301526,0.34038113,0.46017680,0.07211231,1.20158702
-5.60380190,2.71436136,0.01885955,0.15247702,0.60000311,0.33270288,0.45555141,0.07327387,1.19041550
-5.59779890,2.68868946,0.01823756,0.15318194,0.59660910,0.32481593,0.45088116,0.07452519,1.18010962
-5.59179590,2.66356678,0.01759450,0.15346857,0.59290639,0.31681453,0.44621381,0.07585336,1.17083099
-5.58579290,2.63914620,0.01693930,0.15333359,0.58893439,0.30877179,0.44155947,0.07723770,1.16261993
-5.57978989,2.61536590,0.01628046,0.15277502,0.58469942,0.30073978,0.43689255,0.07865040,1.15539962
-5.57378689,2.59196733,0.01562606,0.15179247,0.58017710,0.29275070,0.43215537,0.08005760,1.14898599
-5.56778389,2.56852334,0.01498383,0.15038739,0.57531670,0.28481896,0.42726362,0.08142071,1.14310287
-5.56178089,2.54447466,0.01436123,0.14856347,0.57004687,0.27694411,0.42211308,0.08269806,1.13740160
-5.55577789,2.51917295,0.01376558,0.14632709,0.56428284,0.26911432,0.41658740,0.08384676,1.13148409
-5.54977489,2.49192811,0.01320409,0.14368780,0.55793434,0.26131034,0.41056637,0.08482461,1.12492816
-5.54377189,2.46205756,0.01268398,0.14065887,0.55091422,0.25350953,0.40393442,0.08559213,1.11731390
-5.53776888,2.42893491,0.01221247,0.13725776,0.54314704,0.24568990,0.39658884,0.08611445,1.10824975
-5.53176588,2.39203566,0.01179688,0.13350659,0.53457738,0.23783393,0.38844728,0.08636312,1.09739708
-5.52576288,2.35097777,0.01144451,0.12943253,0.52517737,0.22993188,0.37945428,0.08631766,1.08449205
-5.51975988,2.30555522,0.01116258,0.12506801,0.51495312,0.22198457,0.36958645,0.08596680,1.06936379
-5.51375688,2.25576282,0.01095816,0.12045086,0.50394957,0.21400540,0.35885615,0.08530935,1.05194808
-5.50775388,2.20181152,0.01083794,0.11562419,0.49225376,0.20602169,0.34731347,0.08435472,1.03229590
-5.50175088,2.14413327,0.01080810,0.11063612,0.47999607,0.19807507,0.33504658,0.08312292,1.01057663
-5.49574787,2.08337559,0.01087404,0.10553930,0.46734947,0.19022116,0.32218030,0.08164419,0.98707570
-5.48974487,2.02038604,0.01104020,0.10039018,0.45452683,0.18252838,0.30887316,0.07995817,0.96218700
-5.48374187,1.95618756,0.01130981,0.09524812,0.44177622,0.17507620,0.29531301,0.07811268,0.93640038
-5.47773887,1.89194573,0.01168472,0.09017430,0.42937448,0.16795258,0.28171153,0.07616218,0.91028494
-5.47173587,1.82892962,0.01216516,0.08523050,0.41761936,0.16125116,0.26829767,0.07416593,0.88446888
-5.46573287,1.76846788,0.01274965,0.08047770,0.40682031,0.15506792,0.25531056,0.07218591,0.85961674
-5.45972986,1.71190209,0.01343493,0.07597476,0.39728855,0.14949777,0.24299200,0.07028471,0.83640521
-5.45372686,1.66053907,0.01421587,0.07177688,0.38932661,0.14463100,0.23157883,0.06852327,0.81549827
-5.44772386,1.61560437,0.01508558,0.06793425,0.38321778,0.14054986,0.22129553,0.06695878,0.79752293
-5.44172086,1.57819841,0.01603546,0.06449072,0.37921591,0.13732539,0.21234720,0.06564259,0.78304622
-5.43571786,1.54925713,0.01705542,0.06148259,0.37753595,0.13501449,0.20491321,0.06461845,0.77255455
-5.42971486,1.52951836,0.01813412,0.05893761,0.37834544,0.13365752,0.19914162,0.06392091,0.76643595
-5.42371186,1.51949509,0.01925926,0.05687410,0.38175750,0.13327635,0.19514459,0.06357410,0.76496585
-5.41770885,1.51945643,0.02041794,0.05530048,0.38782543,0.13387300,0.19299485,0.06359091,0.76829689
-5.41170585,1.52941679,0.02159706,0.05421484,0.39653908,0.13542886,0.19272337,0.06397244,0.77645292
-5.40570285,1.54913348,0.02278372,0.05360501,0.40782338,0.13790464,0.19431818,0.06470798,0.78932739
-5.39969985,1.57811268,0.02396565,0.05344874,0.42153885,0.14124080,0.19772450,0.06577532,0.80668611
-5.39369685,1.61562344,0.02513165,0.05371425,0.43748425,0.14535871,0.20284607,0.06714144,0.82817412
-5.38769385,1.66071900,0.02627192,0.05436101,0.45540133,0.15016230,0.20954761,0.06876353,0.85332644
-5.38169085,1.71226483,0.02737845,0.05534078,0.47498137,0.15554032,0.21765855,0.07059043,0.88158222
-5.37568784,1.76897209,0.02844528,0.05659884,0.49587356,0.16136897,0.22697761,0.07256413,0.91230178
-5.36968484,1.82943549,0.02946868,0.05807540,0.51769474,0.16751494,0.23727843,0.07462166,0.94478593
-5.36368184,1.89217419,0.03044730,0.05970719,0.54004019,0.17383876,0.24831577,0.07669700,0.97829682
-5.35767884,1.95567425,0.03138217,0.06142906,0.56249519,0.18019825,0.25983239,0.07872308,1.01207959
-5.35167584,2.01843115,0.03227659,0.06317567,0.58464676,0.18645212,0.27156612,0.08063377,1.04538410
-5.34567284,2.07899094,0.03313595,0.06488315,0.60609525,0.19246346,0.28325703,0.08236586,1.07748583
-5.33966983,2.13598859,0.03396744,0.06649070,0.62646521,0.19810309,0.29465438,0.08386078,1.10770541
-5.33366683,2.18818207,0.03477959,0.06794206,0.64541517,0.20325260,0.30552319,0.08506627,1.13542583
-5.32766383,2.23448120,0.03558184,0.06918681,0.66264588,0.20780707,0.31564997,0.08593768,1.16010693
-5.32166083,2.27397010,0.03638397,0.07018149,0.67790675,0.21167720,0.32484769,0.08643911,1.18129660
-5.31565783,2.30592275,0.03719546,0.07089047,0.69100009,0.21479097,0.33295949,0.08654413,1.19863836
-5.30965483,2.32981116,0.03802488,0.07128655,0.70178317,0.21709470,0.33986127,0.08623624,1.21187512
-5.30365183,2.34530617,0.03887926,0.07135131,0.71016805,0.21855341,0.34546293,0.08550898,1.22084913
-5.29764882,2.35227118,0.03976352,0.07107516,0.71611909,0.21915060,0.34970829,0.08436572,1.22549839
-5.29164582,2.35074947,0.04067992,0.07045713,0.71964871,0.21888748,0.35257380,0.08281917,1.22584968
-5.28564282,2.34094610,0.04162767,0.06950443,0.72081133,0.21778154,0.35406613,0.08089059,1.22200898
-5.27963982,2.32320553,0.04260261,0.06823178,0.71969633,0.21586482,0.35421888,0.07860878,1.21414974
-5.27363682,2.29798647,0.04359715,0.06666055,0.71642010,0.21318179,0.35308862,0.07600897,1.20249982
-5.26763382,2.26583537,0.04460026,0.06481782,0.71111811,0.20978696,0.35075054,0.07313143,1.18732793
-5.26163082,2.22736020,0.04559777,0.06273531,0.70393722,0.20574249,0.34729403,0.07002021,1.16893028
-5.25562781,2.18320585,0.04657277,0.06044832,0.69502890,0.20111585,0.34281845,0.06672171,1.14761829
-5.24962481,2.13403256,0.04750630,0.05799466,0.68454372,0.19597756,0.33742938,0.06328336,1.12370795
-5.24362181,2.08049830,0.04837815,0.05541371,0.67262750,0.19039932,0.33123552,0.05975243,1.09751138
-5.23761881,2.02324593,0.04916782,0.05274555,0.65941922,0.18445241,0.32434641,0.05617489,1.06933088
-5.23161581,1.96289545,0.04985563,0.05003028,0.64505093,0.17820657,0.31687115,0.05259447,1.03945571
-5.22561281,1.90004142,0.05042388,0.04730750,0.62964951,0.17172922,0.30891800,0.04905191,1.00816152
-5.21960980,1.83525513,0.05085801,0.04461601,0.61334008,0.16508528,0.30059485,0.04558437,0.97571222
-5.21360680,1.76909092,0.05114780,0.04199370,0.59625084,0.15833718,0.29201047,0.04222511,0.94236380
-5.20760380,1.70209573,0.05128841,0.03947762,0.57851890,0.15154543,0.28327637,0.03900322,0.90836984
-5.20160080,1.63482064,0.05128132,0.03710433,0.56029669,0.14476923,0.27450886,0.03594365,0.87398768
-5.19559780,1.56783329,0.05113506,0.03491023,0.54175837,0.13806745,0.26583133,0.03306729,0.83948496
-5.18959480,1.50172984,0.05086571,0.03293224,0.52310583,0.13149954,0.25737624,0.03039123,0.80514568
-5.18359180,1.43714526,0.05049714,0.03120835,0.50457377,0.12512643,0.24928668,0.02792906,0.77127506
-5.17758879,1.37476087,0.05006097,0.02977834,0.48643351,0.11901135,0.24171722,0.02569125,0.73820285
-5.17158579,1.31530824,0.04959617,0.02868443,0.46899501,0.11322036,0.23483383,0.02368551,0.70628458
-5.16558279,1.25956877,0.04914841,0.02797183,0.45260705,0.10782261,0.22881287,0.02191718,0.67590039
-5.15957979,1.20836864,0.04876908,0.02768925,0.43765529,0.10289033,0.22383880,0.02038962,0.64745137
-5.15357679,1.16256893,0.04851407,0.02788907,0.42455812,0.09849829,0.22010089,0.01910446,0.62135354
-5.14757379,1.12305108,0.04844225,0.02862742,0.41376036,0.09472307,0.21778873,0.01806185,0.59802940
-5.14157079,1.09069808,0.04861384,0.02996382,0.40572488,0.09164180,0.21708683,0.01726064,0.57789758
-5.13556778,1.06637210,0.04908855,0.03196059,0.40092235,0.08933064,0.21816836,0.01669845,0.56136089
-5.12956478,1.05088913,0.04992362,0.03468177,0.39981932,0.08786289,0.22118835,0.01637172,0.54879330
-5.12356178,1.04499169,0.05117188,0.03819177,0.40286482,0.08730692,0.22627656,0.01627562,0.54052636
-5.11755878,1.04932057,0.05287977,0.04255349,0.41047605,0.08772385,0.23353032,0.01640400,0.53683569
-5.11155578,1.06438657,0.05508543,0.04782608,0.42302329,0.08916509,0.24300767,0.01674922,0.53792812
-5.10555278,1.09054339,0.05781697,0.05406241,0.44081454,0.09166996,0.25472116,0.01730199,0.54392987
-5.09954977,1.12796260,0.06109087,0.06130614,0.46408034,0.09526319,0.26863260,0.01805126,0.55487659
-5.09354677,1.17661182,0.06491065,0.06958859,0.49295923,0.09995268,0.28464898,0.01898398,0.57070537
-5.08754377,1.23623691,0.06926585,0.07892560,0.52748440,0.10572744,0.30262005,0.02008505,0.59124932
-5.08154077,1.30634922,0.07413136,0.08931423,0.56757194,0.11255581,0.32233750,0.02133723,0.61623494
-5.07553777,1.38621849,0.07946706,0.10072984,0.61301142,0.12038414,0.34353619,0.02272109,0.64528256
-5.06953477,1.47487218,0.08521798,0.11312336,0.66345923,0.12913595,0.36589727,0.02421509,0.67790983
-5.06353177,1.57110175,0.09131482,0.12641915,0.71843526,0.13871163,0.38905344,0.02579573,0.71353848
-5.05752876,1.67347616,0.09767501,0.14051355,0.77732332,0.14898886,0.41259612,0.02743772,0.75150423
-5.05152576,1.78036277,0.10420409,0.15527425,0.83937586,0.15982366,0.43608446,0.02911434,0.79106958
-5.04552276,1.88995554,0.11079770,0.17054073,0.90372307,0.17105227,0.45905600,0.03079780,0.83143940
-5.03951976,2.00031022,0.11734380,0.18612568,0.96938671,0.18249370,0.48103851,0.03245972,0.87177888
-5.03351676,2.10938583,0.12372537,0.20181771,1.03529834,0.19395309,0.50156278,0.03407166,0.91123336
-5.02751376,2.21509152,0.12982333,0.21738508,1.10032201,0.20522570,0.52017585,0.03560575,0.94894958
-5.02151076,2.31533760,0.13551969,0.23258067,1.16328068,0.21610160,0.53645415,0.03703531,0.98409765
-5.01550775,2.40808923,0.14070075,0.24714783,1.22298576,0.22637070,0.55001609,0.03833548,1.01589317
-5.00950475,2.49142103,0.14526038,0.26082710,1.27826888,0.23582827,0.56053360,0.03948394,1.04361859
-5.00350175,2.56357074,0.14910309,0.27336350,1.32801477,0.24428047,0.56774206,0.04046148,1.06664327
-4.99749875,2.62298988,0.15214687,0.28451408,1.37119399,0.25154986,0.57144837,0.04125258,1.08444135
-4.99149575,2.66838944,0.15432574,0.29405554,1.40689418,0.25748071,0.57153661,0.04184590,1.09660677
-4.98549275,2.69877858,0.15559172,0.30179137,1.43434866,0.26194364,0.56797119,0.04223468,1.10286488
-4.97948974,2.71349474,0.15591639,0.30755843,1.45296078,0.26483973,0.56079732,0.04241696,1.10307999
-4.97348674,2.71222361,0.15529167,0.31123253,1.46232324,0.26610358,0.55013877,0.04239571,1.09725865
-4.96748374,2.69500790,0.15373005,0.31273270,1.46223122,0.26570537,0.53619300,0.04217876,1.08554831
-4.96148074,2.66224446,0.15126414,0.31202404,1.45268860,0.26365178,0.51922399,0.04177860,1.06823135
-4.95547774,2.61466942,0.14794542,0.30911900,1.43390715,0.25998565,0.49955299,0.04121198,1.04571472
-4.94947474,2.55333204,0.14384259,0.30407686,1.40629839,0.25478435,0.47754761,0.04049938,1.01851545
-4.94347174,2.47955809,0.13903914,0.29700176,1.37045860,0.24815710,0.45360979,0.03966429,0.98724259
-4.93746873,2.39490424,0.13363064,0.28803893,1.32714756,0.24024111,0.42816315,0.03873248,0.95257626
-4.93146573,2.30110539,0.12772157,0.27736978,1.27726199,0.23119689,0.40164017,0.03773099,0.91524468
-4.92546273,2.20001705,0.12142205,0.26520567,1.22180488,0.22120283,0.37446975,0.03668730,0.87600001
-4.91945973,2.09355524,0.11484441,0.25178092,1.16185210,0.21044930,0.34706570,0.03562828,0.83559399
-4.91345673,1.98363644,0.10809989,0.23734531,1.09851775,0.19913263,0.31981637,0.03457924,0.79475441
-4.90745373,1.87211987,0.10129546,0.22215631,1.03291964,0.18744905,0.29307593,0.03356311,0.75416327
-4.90145073,1.76075456,0.09453103,0.20647155,0.96614656,0.17558896,0.26715741,0.03259958,0.71443741
-4.89544772,1.65113316,0.08789705,0.19054169,0.89922840,0.16373176,0.24232766,0.03170452,0.67611245
-4.88944472,1.54465403,0.08147253,0.17460396,0.83311034,0.15204134,0.21880435,0.03088943,0.63963050
-4.88344172,1.44249283,0.07532370,0.15887675,0.76863184,0.14066247,0.19675478,0.03016120,0.60533198
-4.87743872,1.34558438,0.06950310,0.14355516,0.70651119,0.12971814,0.17629662,0.02952199,0.57345184
-4.87143572,1.25461476,0.06404938,0.12880784,0.64733558,0.11930790,0.15750012,0.02896933,0.54411999
-4.86543272,1.17002356,0.05898745,0.11477491,0.59155701,0.10950726,0.14039177,0.02849639,0.51736586
-4.85942971,1.09201542,0.05432925,0.10156720,0.53949346,0.10036792,0.12495900,0.02809254,0.49312662
-4.85342671,1.02057963,0.05007485,0.08926646,0.49133494,0.09191903,0.11115563,0.02774387,0.47125850
-4.84742371,0.95551654,0.04621385,0.07792656,0.44715376,0.08416904,0.09890793,0.02743404,0.45155066
-4.84142071,0.89646898,0.04272714,0.06757556,0.40691803,0.07710824,0.08812072,0.02714508,0.43374073
-4.83541771,0.84295700,0.03958866,0.05821833,0.37050761,0.07071167,0.07868363,0.02685825,0.41753136
-4.82941471,0.79441402,0.03676728,0.04983966,0.33773157,0.06494230,0.07047694,0.02655500,0.40260698
-4.82341171,0.75022298,0.03422870,0.04240762,0.30834612,0.05975435,0.06337708,0.02621777,0.38864995
-4.81740870,0.70975051,0.03193713,0.03587702,0.28207238,0.05509649,0.05726147,0.02583080,0.37535557
-4.81140570,0.67237823,0.02985690,0.03019279,0.25861311,0.05091484,0.05201281,0.02538080,0.36244532
-4.80540270,0.63752977,0.02795381,0.02529326,0.23766788,0.04715580,0.04752246,0.02485749,0.34967784
-4.79939970,0.60469298,0.02619625,0.02111306,0.21894619,0.04376833,0.04369325,0.02425399,0.33685744
-4.79339670,0.57343671,0.02455600,0.01758578,0.20217833,0.04070594,0.04044140,0.02356707,0.32383992
-4.78739370,0.54342203,0.02300888,0.01464612,0.18712366,0.03792810,0.03769782,0.02279719,0.31053560
-4.78139070,0.51440808,0.02153499,0.01223174,0.17357652,0.03540128,0.03540870,0.02194839,0.29690985
-4.77538769,0.48625274,0.02011880,0.01028463,0.16136961,0.03309949,0.03353551,0.02102809,0.28298107
-4.76938469,0.45890879,0.01874904,0.00875208,0.15037522,0.03100440,0.03205450,0.02004673,0.26881661
-4.76338169,0.43241617,0.01741835,0.00758737,0.14050451,0.02910513,0.03095572,0.01901722,0.25452696
-4.75737869,0.40689103,0.01612288,0.00674999,0.13170505,0.02739766,0.03024170,0.01795449,0.24025848
-4.75137569,0.38251260,0.01486170,0.00620571,0.12395708,0.02588407,0.02992575,0.01687484,0.22618529
-4.74537269,0.35950843,0.01363624,0.00592630,0.11726869,0.02457153,0.03003009,0.01579534,0.21250061
-4.73936968,0.33813893,0.01244967,0.00588914,0.11167038,0.02347115,0.03058372,0.01473322,0.19940794
-4.73336668,0.31868178,0.01130631,0.00607661,0.10720910,0.02259684,0.03162017,0.01370530,0.18711253
-4.72736368,0.30141696,0.01021111,0.00647540,0.10394220,0.02196400,0.03317515,0.01272744,0.17581327
-4.72136068,0.28661268,0.00916911,0.00707573,0.10193147,0.02158836,0.03528419,0.01181412,0.16569545
-4.71535768,0.27451286,0.00818509,0.00787054,0.10123737,0.02148480,0.03798014,0.01097798,0.15692439
-4.70935468,0.26532615,0.00726324,0.00885463,0.10191380,0.02166630,0.04129092,0.01022959,0.14964013
-4.70335168,0.25921697,0.00640692,0.01002388,0.10400335,0.02214292,0.04523718,0.00957717,0.14395334
-4.69734867,0.25629853,0.00561855,0.01137446,0.10753326,0.02292105,0.04983023,0.00902648,0.13994234
-4.69134567,0.25662798,0.00489954,0.01290216,0.11251219,0.02400266,0.05507017,0.00858077,0.13765126
-4.68534267,0.26020360,0.00425033,0.01460175,0.11892785,0.02538489,0.06094431,0.00824074,0.13708946
-4.67933967,0.26696420,0.00367045,0.01646654,0.12674549,0.02705968,0.06742603,0.00800469,0.13823197
-4.67333667,0.27679050,0.00315868,0.01848801,0.13590747,0.02901371,0.07447398,0.00786864,0.14102095
-4.66733367,0.28950855,0.00271322,0.02065567,0.14633377,0.03122847,0.08203190,0.00782650,0.14536820
-4.66133067,0.30489503,0.00233187,0.02295697,0.15792353,0.03368066,0.09002900,0.00787036,0.15115851
-4.65532766,0.32268436,0.00201228,0.02537751,0.17055768,0.03634263,0.09838088,0.00799072,0.15825384
-4.64932466,0.34257729,0.00175215,0.02790131,0.18410236,0.03918321,0.10699121,0.00817685,0.16649819
-4.64332166,0.36425104,0.00154945,0.03051131,0.19841334,0.04216862,0.11575388,0.00841708,0.17572308
-4.63731866,0.38737035,0.00140265,0.03318992,0.21334103,0.04526353,0.12455583,0.00869919,0.18575342
-4.63131566,0.41159941,0.00131090,0.03591978,0.22873610,0.04843231,0.13328030,0.00901075,0.19641375
-4.62531266,0.43661403,0.00127421,0.03868444,0.24445528,0.05164034,0.14181051,0.00933949,0.20753448
-4.61930965,0.46211375,0.00129364,0.04146920,0.26036729,0.05485524,0.15003351,0.00967368,0.21895804
-4.61330665,0.48783332,0.00137141,0.04426178,0.27635832,0.05804822,0.15784415,0.01000245,0.23054476
-4.60730365,0.51355299,0.00151103,0.04705300,0.29233703,0.06119514,0.16514886,0.01031613,0.24217803
-4.60130065,0.53910716,0.00171736,0.04983725,0.30823857,0.06427757,0.17186919,0.01060652,0.25376882
-4.59529765,0.56439090,0.00199668,0.05261276,0.32402741,0.06728342,0.17794474,0.01086720,0.26525904
-4.58929465,0.58936385,0.00235672,0.05538173,0.33969868,0.07020744,0.18333552,0.01109363,0.27662376
-4.58329165,0.61405134,0.00280663,0.05815003,0.35527797,0.07305129,0.18802334,0.01128337,0.28787208
-4.57728864,0.63854231,0.00335694,0.06092679,0.37081933,0.07582326,0.19201244,0.01143612,0.29904654
-4.57128564,0.66298428,0.00401946,0.06372359,0.38640157,0.07853760,0.19532890,0.01155376,0.31022109
-4.56528264,0.68757518,0.00480715,0.06655350,0.40212301,0.08121358,0.19801925,0.01164021,0.32149762
-4.55927964,0.71255266,0.00573394,0.06942979,0.41809474,0.08387413,0.20014801,0.01170140,0.33300124
-4.55327664,0.73818102,0.00681449,0.07236462,0.43443283,0.08654425,0.20179437,0.01174499,0.34487443
-4.54727364,0.76473661,0.00806393,0.07536756,0.45124982,0.08924930,0.20304822,0.01178012,0.35727037
-4.54127064,0.79249218,0.00949754,0.07844411,0.46864597,0.09201308,0.20400562,0.01181714,0.37034563
-4.53526763,0.82170111,0.01113038,0.08159439,0.48670066,0.09485605,0.20476406,0.01186721,0.38425280
-4.52926463,0.85258219,0.01297689,0.08481196,0.50546459,0.09779352,0.20541764,0.01194191,0.39913300
-4.52326163,0.88530581,0.01505044,0.08808287,0.52495313,0.10083421,0.20605246,0.01205285,0.41510906
-4.51725863,0.91998211,0.01736291,0.09138516,0.54514125,0.10397893,0.20674250,0.01221128,0.43227920
-4.51125563,0.95665183,0.01992415,0.09468865,0.56596036,0.10721982,0.20754616,0.01242760,0.45071192
-4.50525263,0.99528013,0.02274155,0.09795523,0.58729734,0.11053991,0.20850360,0.01271108,0.47044183
-4.49924962,1.03575374,0.02581954,0.10113958,0.60899573,0.11391316,0.20963508,0.01306942,0.49146697
-4.49324662,1.07788135,0.02915911,0.10419035,0.63085914,0.11730503,0.21094029,0.01350848,0.51374730
