energy_ev,total_up,Ge_p_up,Ge_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.47773887,8.22413100,1.81817427,0.00000000,2.01302542,4.70699526,0.17877586,2.16212970
-5.47173587,8.19022218,1.80373271,0.00000000,1.97974741,4.68551536,0.18062533,2.16592575
-5.46573287,8.14513569,1.78821695,0.00000000,1.94701568,4.65703559,0.18210485,2.16587550
-5.45972986,8.08827139,1.77154517,0.00000000,1.91524110,4.62105228,0.18318265,2.16178568
-5.45372686,8.01917148,1.75362328,0.00000000,1.88471810,4.57719629,0.18382959,2.15352771
-5.44772386,7.93759279,1.73436195,0.00000000,1.85563509,4.52527764,0.18402101,2.14105495
-5.44172086,7.84357579,1.71369431,0.00000000,1.82809070,4.46532545,0.18373861,2.12441838
-5.43571786,7.73750519,1.69159296,0.00000000,1.80211450,4.39762037,0.18297216,2.10377966
-5.42971486,7.62015774,1.66808504,0.00000000,1.77769073,4.32271703,0.18172101,2.07942053
-5.42371186,7.49273348,1.64326418,0.00000000,1.75478340,4.24145448,0.17999531,2.05174778
-5.41770885,7.35686781,1.61729857,0.00000000,1.73336124,4.15495360,0.17781681,2.02129320
-5.41170585,7.21462280,1.59043437,0.00000000,1.71342081,4.06460101,0.17521923,1.98870832
-5.40570285,7.06845755,1.56299431,0.00000000,1.69500660,3.97201993,0.17224811,1.95475382
-5.39969985,6.92117849,1.53537122,0.00000000,1.67822678,3.87902917,0.16896026,1.92028416
-5.39369685,6.77587185,1.50801713,0.00000000,1.66326392,3.78759203,0.16542269,1.88622783
-5.38769385,6.63582108,1.48142810,0.00000000,1.65038004,3.69975747,0.16171114,1.85356420
-5.38169085,6.50441334,1.45612591,0.00000000,1.63991589,3.61759629,0.15790827,1.82329792
-5.37568784,6.38503904,1.43263737,0.00000000,1.63228452,3.54313522,0.15410164,1.79643195
-5.36968484,6.28098911,1.41147248,0.00000000,1.62795964,3.47829182,0.15038142,1.77394043
-5.36368184,6.19535447,1.39310242,0.00000000,1.62745942,3.42481302,0.14683808,1.75674251
-5.35767884,6.13093165,1.37793863,0.00000000,1.63132665,3.38421984,0.14356009,1.74567803
-5.35167584,6.09013847,1.36631401,0.00000000,1.64010625,3.35776027,0.14063172,1.74148604
-5.34567284,6.07494250,1.35846701,0.00000000,1.65432127,3.34637200,0.13813096,1.74478678
-5.33966983,6.08680461,1.35452944,0.00000000,1.67444853,3.35065601,0.13612775,1.75606742
-5.33366683,6.12663877,1.35451858,0.00000000,1.70089478,3.37086147,0.13468238,1.77567199
-5.32766383,6.19478873,1.35833359,0.00000000,1.73397465,3.40688189,0.13384426,1.80379520
-5.32166083,6.29102108,1.36575667,0.00000000,1.77389085,3.45826198,0.13365097,1.84048021
-5.31565783,6.41453386,1.37645833,0.00000000,1.82071762,3.52421419,0.13412760,1.88561973
-5.30965483,6.56397910,1.39000682,0.00000000,1.87438780,3.60364377,0.13528636,1.93896018
-5.30365183,6.73749761,1.40588081,0.00000000,1.93468382,3.69518072,0.13712652,2.00010830
-5.29764882,6.93276380,1.42348489,0.00000000,2.00123298,3.79721724,0.13963451,2.06853974
-5.29164582,7.14703884,1.44216706,0.00000000,2.07350707,3.90794897,0.14278433,2.14360928
-5.28564282,7.37723005,1.46123732,0.00000000,2.15082620,4.02541875,0.14653807,2.22456226
-5.27963982,7.61995509,1.47998688,0.00000000,2.23236704,4.14756151,0.15084674,2.31054718
-5.27363682,7.87160975,1.49770694,0.00000000,2.31717506,4.27224935,0.15565117,2.40062933
-5.26763382,8.12843818,1.51370667,0.00000000,2.40418079,4.39733591,0.16088318,2.49380557
-5.26163082,8.38660517,1.52732985,0.00000000,2.49221977,4.52069953,0.16646689,2.58902051
-5.25562781,8.64226982,1.53796966,0.00000000,2.58005595,4.64028464,0.17232027,2.68518426
-5.24962481,8.89166031,1.54508151,0.00000000,2.66640817,4.75414126,0.17835684,2.78119184
-5.24362181,9.13114926,1.54819368,0.00000000,2.74997921,4.86046216,0.18448756,2.87594466
-5.23761881,9.35732908,1.54691571,0.00000000,2.82948694,4.95761763,0.19062290,2.96837374
-5.23161581,9.56708626,1.54094467,0.00000000,2.90369681,5.04418733,0.19667504,3.05746453
-5.22561281,9.75767324,1.53006922,0.00000000,2.97145477,5.11898895,0.20256009,3.14228290
-5.21960980,9.92677612,1.51417175,0.00000000,3.03171978,5.18110298,0.20820045,3.22200147
-5.21360680,10.07257579,1.49322859,0.00000000,3.08359473,5.22989299,0.21352691,3.29592526
-5.20760380,10.19380012,1.46730845,0.00000000,3.12635454,5.26502046,0.21848079,3.36351548
-5.20160080,10.28976433,1.43656930,0.00000000,3.15947035,5.28645355,0.22301563,3.42441011
-5.19559780,10.36039695,1.40125355,0.00000000,3.18262855,5.29446870,0.22709865,3.47843973
-5.18959480,10.40624863,1.36168194,0.00000000,3.19574354,5.28964460,0.23071166,3.52563739
-5.18359180,10.42848206,1.31824593,0.00000000,3.19896339,5.27284792,0.23385143,3.56624112
-5.17758879,10.42884145,1.27139892,0.00000000,3.19266772,5.24521061,0.23652954,3.60068833
-5.17158579,10.40960120,1.22164625,0.00000000,3.17745745,5.20809897,0.23877146,3.62960137
-5.16558279,10.37349431,1.16953431,0.00000000,3.15413653,5.16307501,0.24061513,3.65376434
-5.15957979,10.32362216,1.11563880,0.00000000,3.12368590,5.11185099,0.24210884,3.67409132
-5.15357679,10.26334841,1.06055248,0.00000000,3.08723074,5.05623864,0.24330868,3.69158728
-5.14757379,10.19618069,1.00487268,0.00000000,3.04600191,4.99809464,0.24427548,3.70730287
-5.14157079,10.12564471,0.94918883,0.00000000,3.00129331,4.93926415,0.24507153,3.72228513
-5.13556778,10.05515577,0.89407039,0.00000000,2.95441678,4.88152477,0.24575716,3.73752636
-5.12956478,9.98789317,0.84005548,0.00000000,2.90665644,4.82653266,0.24638735,3.75391360
-5.12356178,9.92668299,0.78764058,0.00000000,2.85922451,4.77577304,0.24700857,3.77218141
-5.11755878,9.87389415,0.73727151,0.00000000,2.81322046,4.73051677,0.24765600,3.79287026
-5.11155578,9.83135241,0.68933601,0.00000000,2.76959522,4.69178445,0.24835127,3.81629304
-5.10555278,9.80027590,0.64415803,0.00000000,2.72912200,4.66031918,0.24910084,3.84251141
-5.09954977,9.78123458,0.60199388,0.00000000,2.69237490,4.63656868,0.24989516,3.87132345
-5.09354677,9.77413528,0.56303025,0.00000000,2.65971600,4.62067693,0.25070864,3.90226349
-5.08754377,9.77823215,0.52738413,0.00000000,2.63129142,4.61248531,0.25150033,3.93461427
-5.08154077,9.79216180,0.49510438,0.00000000,2.60703608,4.61154255,0.25221548,3.96743083
-5.07553777,9.81400076,0.46617504,0.00000000,2.58668687,4.61712285,0.25278778,3.99957532
-5.06953477,9.84134226,0.44051989,0.00000000,2.56980308,4.62825101,0.25314211,4.02976071
-5.06353177,9.87138869,0.41800827,0.00000000,2.55579320,4.64373346,0.25319789,4.05660161
-5.05752876,9.90105514,0.39846175,0.00000000,2.54394629,4.66219400,0.25287259,4.07866943
-5.05152576,9.92707996,0.38166155,0.00000000,2.53346654,4.68211293,0.25208544,4.09454946
-5.04552276,9.94613746,0.36735625,0.00000000,2.52350928,4.70186863,0.25076105,4.10289708
-5.03951976,9.95494864,0.35526984,0.00000000,2.51321670,4.71978034,0.24883285,4.10249049
-5.03351676,9.95038623,0.34510963,0.00000000,2.50175182,4.73415150,0.24624607,4.09227772
-5.02751376,9.92957043,0.33657404,0.00000000,2.48832932,4.74331256,0.24296030,4.07141584
-5.02151076,9.88995299,0.32935994,0.00000000,2.47224200,4.74566284,0.23895139,4.03930106
-5.01550775,9.82938761,0.32316959,0.00000000,2.45288219,4.73971074,0.23421266,3.99558859
-5.00950475,9.74618528,0.31771691,0.00000000,2.42975746,4.72411158,0.22875544,3.94020199
-5.00350175,9.63915426,0.31273305,0.00000000,2.40250044,4.69770275,0.22260882,3.87333206
-4.99749875,9.50762451,0.30797122,0.00000000,2.37087287,4.65953541,0.21581886,3.79542606
-4.99149575,9.35145727,0.30321068,0.00000000,2.33476420,4.60890214,0.20844708,3.70716816
-4.98549275,9.17104068,0.29825986,0.00000000,2.29418541,4.54535999,0.20056849,3.60945280
-4.97948974,8.96727277,0.29295860,0.00000000,2.24925878,4.46874812,0.19226926,3.50335244
-4.97348674,8.74153320,0.28717946,0.00000000,2.20020455,4.37919949,0.18364404,3.39008174
-4.96748374,8.49564550,0.28082827,0.00000000,2.14732546,4.27714596,0.17479326,3.27095973
-4.96148074,8.23183114,0.27384365,0.00000000,2.09099018,4.16331630,0.16582027,3.14737200
-4.95547774,7.95265733,0.26619587,0.00000000,2.03161641,4.03872678,0.15682873,3.02073427
-4.94947474,7.66097975,0.25788492,0.00000000,1.96965478,3.90466413,0.14792004,2.89245874
-4.94347174,7.35988175,0.24893795,0.00000000,1.90557381,3.76266108,0.13919116,2.76392419
-4.93746873,7.05261130,0.23940614,0.00000000,1.83984690,3.61446473,0.13073273,2.63645044
-4.93146573,6.74251681,0.22936118,0.00000000,1.77294127,3.46199849,0.12262748,2.51127769
-4.92546273,6.43298298,0.21889142,0.00000000,1.70530937,3.30731845,0.11494912,2.38955050
-4.91945973,6.12736756,0.20809789,0.00000000,1.63738235,3.15256542,0.10776149,2.27230643
-4.91345673,5.82894023,0.19709024,0.00000000,1.56956580,2.99991401,0.10111810,2.16046868
-4.90745373,5.54082427,0.18598279,0.00000000,1.50223721,2.85152037,0.09506199,2.05484237
-4.90145073,5.26594226,0.17489083,0.00000000,1.43574484,2.70947030,0.08962576,1.95611351
-4.89544772,5.00696648,0.16392715,0.00000000,1.37040768,2.57572945,0.08483189,1.86485028
-4.88944472,4.76627521,0.15319907,0.00000000,1.30651597,2.45209723,0.08069316,1.78150582
-4.88344172,4.54591577,0.14280583,0.00000000,1.24433203,2.34016615,0.07721324,1.70642214
-4.87743872,4.34757520,0.13283658,0.00000000,1.18409095,2.24128802,0.07438732,1.63983469
-4.87143572,4.17255957,0.12336885,0.00000000,1.12600113,2.15654803,0.07220284,1.58187750
-4.86543272,4.02178257,0.11446756,0.00000000,1.07024438,2.08674777,0.07064024,1.53258874
-4.85942971,3.89576402,0.10618454,0.00000000,1.01697561,2.03239773,0.06967380,1.49191682
-4.85342671,3.79463875,0.09855859,0.00000000,0.96632231,1.99371945,0.06927245,1.45972727
-4.84742371,3.71817582,0.09161588,0.00000000,0.91838389,1.97065719,0.06940070,1.43581060
-4.84142071,3.66580798,0.08537084,0.00000000,0.87323102,1.96289863,0.07001955,1.41989130
-4.83541771,3.63667069,0.07982725,0.00000000,0.83090544,1.96990372,0.07108755,1.41163845
-4.82941471,3.62964963,0.07497966,0.00000000,0.79142027,1.99094040,0.07256183,1.41067771
-4.82341171,3.64343534,0.07081493,0.00000000,0.75476111,2.02512576,0.07439919,1.41660494
-4.81740870,3.67658302,0.06731388,0.00000000,0.72088804,2.07147085,0.07655723,1.42900107
-4.81140570,3.72757525,0.06445296,0.00000000,0.68973864,2.12892721,0.07899546,1.44744786
-4.80540270,3.79488509,0.06220584,0.00000000,0.66123189,2.19643311,0.08167634,1.47154406
-4.79939970,3.87703671,0.06054494,0.00000000,0.63527291,2.27295729,0.08456624,1.50092104
-4.79339670,3.97266081,0.05944273,0.00000000,0.61175831,2.35753842,0.08763625,1.53525727
-4.78739370,4.08054185,0.05887286,0.00000000,0.59058179,2.44931812,0.09086276,1.57429042
-4.78139070,4.19965467,0.05881094,0.00000000,0.57163971,2.54756617,0.09422782,1.61782644
-4.77538769,4.32918810,0.05923513,0.00000000,0.55483629,2.65169641,0.09771913,1.66574448
-4.76938469,4.46855410,0.06012634,0.00000000,0.54008792,2.76127257,0.10132979,1.71799706
-4.76338169,4.61738116,0.06146814,0.00000000,0.52732647,2.87600349,0.10505765,1.77460499
-4.75737869,4.77549189,0.06324636,0.00000000,0.51650109,2.99572790,0.10890430,1.83564660
-4.75137569,4.94286528,0.06544842,0.00000000,0.50757856,3.12038926,0.11287383,1.90124160
-4.74537269,5.11958527,0.06806239,0.00000000,0.50054185,3.25000194,0.11697123,1.97152975
-4.73936968,5.30577760,0.07107589,0.00000000,0.49538716,3.38461030,0.12120069,2.04664522
-4.73336668,5.50153845,0.07447485,0.00000000,0.49211938,3.52424272,0.12556374,2.12668769
-4.72736368,5.70685815,0.07824221,0.00000000,0.49074633,3.66886317,0.13005743,2.21169149
-4.72136068,5.92154446,0.08235670,0.00000000,0.49127214,3.81832281,0.13467254,2.30159453
-4.71535768,6.14514969,0.08679162,0.00000000,0.49369002,3.97231457,0.13939215,2.39620853
-4.70935468,6.37690609,0.09151397,0.00000000,0.49797505,4.13033347,0.14419039,2.49519256
-4.70335168,6.61567384,0.09648370,0.00000000,0.50407741,4.29164510,0.14903173,2.59803143
-4.69734867,6.85990530,0.10165339,0.00000000,0.51191643,4.45526483,0.15387066,2.70402062
-4.69134567,7.10762860,0.10696828,0.00000000,0.52137597,4.61994922,0.15865198,2.81225905
-4.68534267,7.35645264,0.11236670,0.00000000,0.53230146,4.78420113,0.16331166,2.92165062
-4.67933967,7.60359468,0.11778097,0.00000000,0.54449883,4.94628882,0.16777821,3.03091512
-4.67333667,7.84593028,0.12313863,0.00000000,0.55773553,5.10427912,0.17197457,3.13860863
-4.66733367,8.08006441,0.12836415,0.00000000,0.57174366,5.25608347,0.17582048,3.24315296
-4.66133067,8.30242122,0.13338088,0.00000000,0.58622522,5.39951536,0.17923517,3.34287334
-4.65532766,8.50934888,0.13811326,0.00000000,0.60085911,5.53235668,0.18214024,3.43604304
-4.64932466,8.69723515,0.14248921,0.00000000,0.61530983,5.65243023,0.18446267,3.52093311
-4.64332166,8.86262845,0.14644251,0.00000000,0.62923735,5.75767496,0.18613778,3.59586546
-4.63731866,9.00235890,0.14991512,0.00000000,0.64230778,5.84622044,0.18711197,3.65926674
-4.63131566,9.11365367,0.15285933,0.00000000,0.65420436,5.91645695,0.18734512,3.70972103
-4.62531266,9.19424108,0.15523960,0.00000000,0.66463826,5.96709768,0.18681258,3.74601878
-4.61930965,9.24243849,0.15703395,0.00000000,0.67335872,5.99722987,0.18550661,3.76720013
-4.61330665,9.25721971,0.15823501,0.00000000,0.68016209,6.00635239,0.18343716,3.77259042
-4.60730365,9.23825865,0.15885035,0.00000000,0.68489947,5.99439763,0.18063209,3.76182667
-4.60130065,9.18594719,0.15890244,0.00000000,0.68748240,5.96173668,0.17713668,3.73487372
-4.59529765,9.10138653,0.15842791,0.00000000,0.68788679,5.90916733,0.17301249,3.69202962
-4.58929465,8.98635248,0.15747633,0.00000000,0.68615454,5.83788561,0.16833577,3.63391993
-4.58329165,8.84323670,0.15610853,0.00000000,0.68239324,5.74944220,0.16319526,3.56148168
-4.57728864,8.67496690,0.15439448,0.00000000,0.67677374,5.64568579,0.15768972,3.47593754
-4.57128564,8.48490988,0.15241091,0.00000000,0.66952598,5.52869645,0.15192512,3.37876178
-4.56528264,8.27676238,0.15023872,0.00000000,0.66093323,5.40071196,0.14601177,3.27163939
-4.55927964,8.05443485,0.14796033,0.00000000,0.65132503,5.26405096,0.14006142,3.15642045
-4.55327664,7.82193344,0.14565717,0.00000000,0.64106929,5.12103634,0.13418447,3.03507149
-4.54727364,7.58324551,0.14340722,0.00000000,0.63056372,4.97392247,0.12848744,2.90962597
-4.54127064,7.34223336,0.14128295,0.00000000,0.62022706,4.82482940,0.12307074,2.78213562
-4.53526763,7.10254016,0.13934958,0.00000000,0.61049032,4.67568670,0.11802680,2.65462447
-4.52926463,6.86751132,0.13766381,0.00000000,0.60178830,4.52818897,0.11343869,2.52904676
-4.52326163,6.64013335,0.13627291,0.00000000,0.59455156,4.38376435,0.10937909,2.40725000
-4.51725863,6.42299114,0.13521444,0.00000000,0.58919900,4.24355657,0.10590979,2.29094381
-4.51125563,6.21824388,0.13451626,0.00000000,0.58613097,4.10842041,0.10308154,2.18167492
-4.50525263,6.02761827,0.13419707,0.00000000,0.58572303,3.97892958,0.10093424,2.08080836
-4.49924962,5.85241739,0.13426719,0.00000000,0.58832033,3.85539566,0.09949744,1.98951461
-4.49324662,5.69354251,0.13472963,0.00000000,0.59423234,3.73789604,0.09879109,1.90876214
-4.48724362,5.55152508,0.13558136,0.00000000,0.60372801,3.62630870,0.09882634,1.83931471
-4.48124062,5.42656554,0.13681456,0.00000000,0.61703121,3.52035135,0.09960650,1.78173264
-4.47523762,5.31857585,0.13841790,0.00000000,0.63431636,3.41962241,0.10112788,1.73637717
-4.46923462,5.22722296,0.14037772,0.00000000,0.65570426,3.32364171,0.10338067,1.70341727
-4.46323162,5.15197044,0.14267896,0.00000000,0.68125809,3.23188878,0.10634962,1.68283803
-4.45722861,5.09211643,0.14530592,0.00000000,0.71097963,3.14383695,0.11001458,1.67445018
-4.45122561,5.04682643,0.14824272,0.00000000,0.74480594,3.05898224,0.11435088,1.67790025
-4.44522261,5.01516008,0.15147345,0.00000000,0.78260644,2.97686598,0.11932957,1.69268115
-4.43921961,4.99609175,0.15498211,0.00000000,0.82418078,2.89709095,0.12491737,1.71814293
-4.43321661,4.98852516,0.15875220,0.00000000,0.86925760,2.81933101,0.13107662,1.75350383
-4.42721361,4.99130288,0.16276613,0.00000000,0.91749436,2.74333465,0.13776504,1.79786168
-4.42121061,5.00321163,0.16700454,0.00000000,0.96847856,2.66892311,0.14493540,1.85020564
-4.41520760,5.02298465,0.17144534,0.00000000,1.02173037,2.59598401,0.15253519,1.90942876
-4.40920460,5.04930250,0.17606290,0.00000000,1.07670684,2.52446153,0.16050627,1.97434114
-4.40320160,5.08079353,0.18082715,0.00000000,1.13280778,2.45434410,0.16878463,2.04368413
-4.39719860,5.11603515,0.18570279,0.00000000,1.18938319,2.38565091,0.17730014,2.11614544
-4.39119560,5.15355686,0.19064870,0.00000000,1.24574235,2.31841789,0.18597651,2.19037520
-4.38519260,5.19184589,0.19561751,0.00000000,1.30116415,2.25268439,0.19473136,2.26500292
-4.37918959,5.22935570,0.20055546,0.00000000,1.35490879,2.18848097,0.20347652,2.33865512
-4.37318659,5.26451777,0.20540249,0.00000000,1.40623026,2.12581914,0.21211846,2.40997348
-4.36718359,5.29575660,0.21009270,0.00000000,1.45438961,2.06468320,0.22055903,2.47763322
-4.36118059,5.32150769,0.21455504,0.00000000,1.49866846,2.00502468,0.22869638,2.54036138
-4.35517759,5.34023819,0.21871438,0.00000000,1.53838256,1.94675926,0.23642606,2.59695472
-4.34917459,5.35046968,0.22249283,0.00000000,1.57289499,1.88976628,0.24364249,2.64629700
-4.34317159,5.35080248,0.22581124,0.00000000,1.60162873,1.83389066,0.25024049,2.68737513
-4.33716858,5.33994087,0.22859106,0.00000000,1.62407821,1.77894702,0.25611706,2.71929415
-4.33116558,5.31671844,0.23075622,0.00000000,1.63981966,1.72472571,0.26117338,2.74129060
-4.32516258,5.28012284,0.23223516,0.00000000,1.64851993,1.67100030,0.26531681,2.75274409
-4.31915958,5.22931926,0.23296286,0.00000000,1.64994361,1.61753633,0.26846303,2.75318686
-4.31315658,5.16367174,0.23288286,0.00000000,1.64395819,1.56410076,0.27053816,2.74231104
-4.30715358,5.08276163,0.23194912,0.00000000,1.63053722,1.51047161,0.27148081,2.71997357
