energy_ev,total_up,Bi_p_up,Bi_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,1.53878103,0.15891154,0.01362946,0.39161977,0.97803300,0.02504494,0.34636844
-5.99399700,1.49818547,0.14985808,0.01364647,0.38091498,0.94810717,0.02585456,0.33787310
-5.98799400,1.46244006,0.14149074,0.01365849,0.37023521,0.92256512,0.02662825,0.33051101
-5.98199100,1.43096720,0.13376544,0.01366380,0.35954204,0.90101426,0.02734476,0.32412261
-5.97598799,1.40321600,0.12663605,0.01366109,0.34880719,0.88307383,0.02798324,0.31855894
-5.96998499,1.37868489,0.12005694,0.01364959,0.33801584,0.86838959,0.02852391,0.31368784
-5.96398199,1.35694069,0.11398513,0.01362907,0.32716928,0.85664598,0.02894876,0.30939906
-5.95797899,1.33763316,0.10838210,0.01359995,0.31628648,0.84757557,0.02924215,0.30560804
-5.95197599,1.32050473,0.10321497,0.01356328,0.30540468,0.84096534,0.02939140,0.30225827
-5.94597299,1.30539519,0.09845725,0.01352080,0.29457897,0.83665986,0.02938716,0.29932211
-5.93996998,1.29224106,0.09408900,0.01347483,0.28388080,0.83456111,0.02922380,0.29680027
-5.93396698,1.28107011,0.09009651,0.01342828,0.27339553,0.83462523,0.02889954,0.29471983
-5.92796398,1.27199112,0.08647147,0.01338453,0.26321921,0.83685630,0.02841651,0.29313102
-5.92196098,1.26517962,0.08320982,0.01334730,0.25345467,0.84129756,0.02778063,0.29210303
-5.91595798,1.26086029,0.08031029,0.01332054,0.24420713,0.84802048,0.02700136,0.29171884
-5.90995498,1.25928687,0.07777272,0.01330825,0.23557957,0.85711225,0.02609130,0.29206960
-5.90395198,1.26072073,0.07559635,0.01331434,0.22766811,0.86866236,0.02506575,0.29324863
-5.89794897,1.26540895,0.07377809,0.01334240,0.22055749,0.88274889,0.02394211,0.29534546
-5.89194597,1.27356324,0.07231098,0.01339559,0.21431712,0.89942526,0.02273926,0.29844002
-5.88594297,1.28534054,0.07118285,0.01347645,0.20899759,0.91870811,0.02147696,0.30259747
-5.87993997,1.30082649,0.07037530,0.01358678,0.20462813,0.94056697,0.02017514,0.30786369
-5.87393697,1.32002239,0.06986307,0.01372753,0.20121485,0.96491626,0.01885336,0.31426175
-5.86793397,1.34283647,0.06961383,0.01389872,0.19874012,0.99161018,0.01753022,0.32178944
-5.86193097,1.36907987,0.06958837,0.01409943,0.19716288,1.02044062,0.01622291,0.33041799
-5.85592796,1.39846754,0.06974129,0.01432779,0.19642010,1.05113839,0.01494683,0.34009196
-5.84992496,1.43062393,0.07002204,0.01458103,0.19642915,1.08337778,0.01371533,0.35073040
-5.84392196,1.46509332,0.07037631,0.01485561,0.19709111,1.11678403,0.01253953,0.36222904
-5.83791896,1.50135418,0.07074773,0.01514730,0.19829475,1.15094366,0.01142829,0.37446346
-5.83191596,1.53883685,0.07107978,0.01545133,0.19992113,1.18541697,0.01038823,0.38729321
-5.82591296,1.57694362,0.07131773,0.01576264,0.20184857,1.21975208,0.00942393,0.40056635
-5.81990995,1.61507032,0.07141069,0.01607599,0.20395770,1.25349992,0.00853806,0.41412459
-5.81390695,1.65262829,0.07131353,0.01638619,0.20613662,1.28622942,0.00773174,0.42780849
-5.80790395,1.68906572,0.07098856,0.01668831,0.20828561,1.31754200,0.00700482,0.44146265
-5.80190095,1.72388745,0.07040708,0.01697781,0.21032161,1.34708497,0.00635623,0.45494065
-5.79589795,1.75667233,0.06955048,0.01725074,0.21218201,1.37456289,0.00578434,0.46810956
-5.78989495,1.78708747,0.06841109,0.01750380,0.21382776,1.39974670,0.00528734,0.48085380
-5.78389195,1.81489892,0.06699254,0.01773451,0.21524577,1.42248012,0.00486350,0.49307837
-5.77788894,1.83997841,0.06530980,0.01794121,0.21645036,1.44268312,0.00451153,0.50471123
-5.77188594,1.86230615,0.06338880,0.01812311,0.21748398,1.46035250,0.00423079,0.51570485
-5.76588294,1.88196973,0.06126568,0.01828026,0.21841706,1.47555960,0.00402154,0.52603694
-5.75987994,1.89915942,0.05898580,0.01841352,0.21934702,1.48844553,0.00388503,0.53571034
-5.75387694,1.91416022,0.05660244,0.01852447,0.22039663,1.49921409,0.00382364,0.54475219
-5.74787394,1.92734130,0.05417535,0.01861536,0.22171160,1.50812287,0.00384090,0.55321238
-5.74187094,1.93914315,0.05176915,0.01868897,0.22345766,1.51547313,0.00394147,0.56116135
-5.73586793,1.95006323,0.04945174,0.01874849,0.22581700,1.52159872,0.00413106,0.56868746
-5.72986493,1.96064051,0.04729262,0.01879741,0.22898433,1.52685464,0.00441630,0.57589380
-5.72386193,1.97143940,0.04536134,0.01883943,0.23316241,1.53160560,0.00480455,0.58289466
-5.71785893,1.98303356,0.04372604,0.01887830,0.23855726,1.53621501,0.00530371,0.58981176
-5.71185593,1.99598983,0.04245201,0.01891773,0.24537305,1.54103452,0.00592190,0.59677014
-5.70585293,2.01085260,0.04160057,0.01896129,0.25380661,1.54639451,0.00666721,0.60389392
-5.69984992,2.02812883,0.04122789,0.01901233,0.26404176,1.55259554,0.00754734,0.61130193
-5.69384692,2.04827388,0.04138417,0.01907388,0.27624349,1.55990086,0.00856932,0.61910334
-5.68784392,2.07167822,0.04211273,0.01914860,0.29055195,1.56853015,0.00973912,0.62739317
-5.68184092,2.09865532,0.04344947,0.01923873,0.30707662,1.57865429,0.01106139,0.63624814
-5.67583792,2.12943080,0.04542222,0.01934598,0.32589046,1.59039138,0.01253908,0.64572253
-5.66983492,2.16413298,0.04805033,0.01947156,0.34702463,1.60380391,0.01417324,0.65584458
-5.66383192,2.20278534,0.05134430,0.01961608,0.37046355,1.61889714,0.01596279,0.66661328
-5.65782891,2.24530084,0.05530547,0.01977957,0.39614087,1.63561863,0.01790436,0.67799588
-5.65182591,2.29147868,0.05992585,0.01996141,0.42393636,1.65385920,0.01999221,0.68992619
-5.64582291,2.34100369,0.06518791,0.02016037,0.45367409,1.67345500,0.02221824,0.70230385
-5.63981991,2.39344865,0.07106457,0.02037458,0.48512199,1.69419107,0.02457206,0.71499469
-5.63381691,2.44827966,0.07751920,0.02060155,0.51799305,1.71580615,0.02704115,0.72783224
