energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.84992496,0.84722578,-0.84722578,0.00014930,-0.00014930,0.22393942,-0.22393942,0.60800387,-0.60800387,0.44618503,-0.44618503,0.13497237,-0.13497236,0.02396962,-0.02396962,0.24430059,-0.24430058,0.00000000,-0.00000000
-5.84392196,0.83908272,-0.83908272,0.00019173,-0.00019173,0.22403308,-0.22403308,0.60847111,-0.60847111,0.44180294,-0.44180294,0.13185763,-0.13185763,0.02326356,-0.02326356,0.23933304,-0.23933304,0.00000000,-0.00000000
-5.83791896,0.82803153,-0.82803153,0.00024588,-0.00024588,0.22297272,-0.22297272,0.60505272,-0.60505271,0.43630795,-0.43630795,0.12835609,-0.12835609,0.02258190,-0.02258190,0.23375213,-0.23375213,0.00000000,-0.00000000
-5.83191596,0.81392634,-0.81392633,0.00031417,-0.00031417,0.22069192,-0.22069192,0.59779245,-0.59779245,0.42950443,-0.42950443,0.12446693,-0.12446693,0.02192487,-0.02192487,0.22759002,-0.22759002,0.00000000,-0.00000000
-5.82591296,0.79678071,-0.79678071,0.00039940,-0.00039940,0.21716260,-0.21716260,0.58683068,-0.58683068,0.42128508,-0.42128508,0.12021303,-0.12021303,0.02129818,-0.02129818,0.22092615,-0.22092615,0.00000000,-0.00000000
-5.81990995,0.77676450,-0.77676450,0.00050480,-0.00050480,0.21239460,-0.21239460,0.57239980,-0.57239979,0.41163124,-0.41163124,0.11563945,-0.11563945,0.02071293,-0.02071293,0.21388497,-0.21388497,0.00000000,-0.00000000
-5.81390695,0.75419561,-0.75419560,0.00063400,-0.00063400,0.20643387,-0.20643387,0.55481663,-0.55481663,0.40061009,-0.40061008,0.11081122,-0.11081122,0.02018526,-0.02018526,0.20663241,-0.20663241,0.00000000,-0.00000000
-5.80790395,0.72952731,-0.72952730,0.00079105,-0.00079105,0.19935949,-0.19935949,0.53447230,-0.53447229,0.38836925,-0.38836925,0.10581060,-0.10581060,0.01973602,-0.01973602,0.19937127,-0.19937126,0.00000000,-0.00000000
-5.80190095,0.70333181,-0.70333181,0.00098039,-0.00098039,0.19127973,-0.19127973,0.51181985,-0.51181985,0.37512902,-0.37512901,0.10073387,-0.10073387,0.01939013,-0.01939013,0.19233566,-0.19233566,0.00000000,-0.00000000
-5.79589795,0.67628077,-0.67628077,0.00120680,-0.00120680,0.18232718,-0.18232718,0.48736048,-0.48736048,0.36117258,-0.36117258,0.09568794,-0.09568794,0.01917599,-0.01917599,0.18578495,-0.18578495,0.00000000,-0.00000000
-5.78989495,0.64912368,-0.64912368,0.00147535,-0.00147535,0.17265339,-0.17265339,0.46162866,-0.46162866,0.34683484,-0.34683483,0.09078672,-0.09078672,0.01912463,-0.01912463,0.17999707,-0.17999707,0.00000000,-0.00000000
-5.78389195,0.62266484,-0.62266483,0.00179129,-0.00179129,0.16242318,-0.16242317,0.43517701,-0.43517701,0.33249009,-0.33249008,0.08614758,-0.08614758,0.01926893,-0.01926893,0.17526180,-0.17526180,0.00000000,-0.00000000
-5.77788894,0.59773978,-0.59773978,0.00215997,-0.00215997,0.15180881,-0.15180881,0.40856139,-0.40856139,0.31853924,-0.31853924,0.08188789,-0.08188789,0.01964270,-0.01964270,0.17187385,-0.17187385,0.00000000,-0.00000000
-5.77188594,0.57519188,-0.57519188,0.00258665,-0.00258665,0.14098443,-0.14098442,0.38232677,-0.38232677,0.30539685,-0.30539685,0.07812183,-0.07812183,0.02027971,-0.02027971,0.17012604,-0.17012604,0.00000000,-0.00000000
-5.76588294,0.55584970,-0.55584969,0.00307639,-0.00307639,0.13012076,-0.13012076,0.35699433,-0.35699432,0.29347840,-0.29347839,0.07495742,-0.07495742,0.02121274,-0.02121274,0.17030271,-0.17030271,0.00000000,-0.00000000
-5.75987994,0.54050557,-0.54050556,0.00363382,-0.00363382,0.11938047,-0.11938047,0.33305010,-0.33305009,0.28318818,-0.28318818,0.07249389,-0.07249389,0.02247252,-0.02247252,0.17267324,-0.17267324,0.00000000,-0.00000000
-5.75387694,0.52989594,-0.52989594,0.00426297,-0.00426297,0.10891418,-0.10891418,0.31093548,-0.31093548,0.27490812,-0.27490811,0.07081948,-0.07081948,0.02408680,-0.02408680,0.17748598,-0.17748598,0.00000000,-0.00000000
-5.74787394,0.52468362,-0.52468361,0.00496701,-0.00496701,0.09885719,-0.09885719,0.29103964,-0.29103964,0.26898750,-0.26898750,0.07000951,-0.07000951,0.02607926,-0.02607926,0.18496238,-0.18496239,0.00000000,-0.00000000
-5.74187094,0.52544213,-0.52544213,0.00574807,-0.00574807,0.08932718,-0.08932718,0.27369391,-0.27369391,0.26573411,-0.26573411,0.07012485,-0.07012485,0.02846858,-0.02846858,0.19529154,-0.19529154,0.00000000,-0.00000000
-5.73586793,0.53264235,-0.53264235,0.00660699,-0.00660699,0.08042260,-0.08042260,0.25916805,-0.25916805,0.26540654,-0.26540654,0.07121079,-0.07121079,0.03126752,-0.03126752,0.20862497,-0.20862497,0.00000000,-0.00000000
-5.72986493,0.54664134,-0.54664134,0.00754315,-0.00754315,0.07222192,-0.07222192,0.24766831,-0.24766831,0.26820787,-0.26820787,0.07329608,-0.07329608,0.03448200,-0.03448200,0.22507184,-0.22507184,0.00000000,-0.00000000
-5.72386193,0.56767352,-0.56767352,0.00855427,-0.00855427,0.06478360,-0.06478360,0.23933706,-0.23933705,0.27428073,-0.27428073,0.07639243,-0.07639243,0.03811039,-0.03811040,0.24469458,-0.24469458,0.00000000,-0.00000000
-5.71785893,0.59584395,-0.59584395,0.00963629,-0.00963629,0.05814667,-0.05814667,0.23425363,-0.23425363,0.28370366,-0.28370366,0.08049418,-0.08049418,0.04214286,-0.04214286,0.26750498,-0.26750498,0.00000000,-0.00000000
-5.71185593,0.63112401,-0.63112401,0.01078326,-0.01078326,0.05233179,-0.05233179,0.23243644,-0.23243644,0.29648880,-0.29648880,0.08557823,-0.08557824,0.04656087,-0.04656087,0.29346089,-0.29346089,0.00000000,-0.00000000
-5.70585293,0.67334917,-0.67334917,0.01198736,-0.01198736,0.04734276,-0.04734276,0.23384577,-0.23384577,0.31258083,-0.31258083,0.09160434,-0.09160434,0.05133690,-0.05133690,0.32246362,-0.32246362,0.00000000,-0.00000000
-5.69984992,0.72221915,-0.72221915,0.01323888,-0.01323888,0.04316826,-0.04316826,0.23838734,-0.23838733,0.33185719,-0.33185719,0.09851549,-0.09851549,0.05643436,-0.05643436,0.35435617,-0.35435617,0.00000000,-0.00000000
-5.69384692,0.77730035,-0.77730035,0.01452640,-0.01452640,0.03978375,-0.03978375,0.24591624,-0.24591624,0.35412952,-0.35412952,0.10623870,-0.10623870,0.06180775,-0.06180775,0.38892253,-0.38892253,0.00000000,-0.00000000
-5.68784392,0.83803079,-0.83803079,0.01583690,-0.01583690,0.03715349,-0.03715349,0.25624133,-0.25624133,0.37914643,-0.37914643,0.11468601,-0.11468601,0.06740311,-0.06740311,0.42588809,-0.42588809,0.00000000,-0.00000000
-5.68184092,0.90372752,-0.90372753,0.01715606,-0.01715606,0.03523244,-0.03523244,0.26912977,-0.26912977,0.40659739,-0.40659739,0.12375575,-0.12375575,0.07315870,-0.07315870,0.46492147,-0.46492147,0.00000000,-0.00000000
-5.67583792,0.97359674,-0.97359674,0.01846860,-0.01846860,0.03396820,-0.03396820,0.28431192,-0.28431192,0.43611805,-0.43611805,0.13333421,-0.13333421,0.07900597,-0.07900597,0.50563771,-0.50563771,0.00000000,-0.00000000
-5.66983492,1.04674653,-1.04674654,0.01975861,-0.01975861,0.03330272,-0.03330272,0.30148636,-0.30148636,0.46729670,-0.46729670,0.14329749,-0.14329749,0.08487084,-0.08487084,0.54760314,-0.54760314,0.00000000,-0.00000000
-5.66383192,1.12220240,-1.12220240,0.02100997,-0.02100997,0.03317397,-0.03317397,0.32032526,-0.32032526,0.49968208,-0.49968209,0.15351380,-0.15351380,0.09067514,-0.09067514,0.59034181,-0.59034182,0.00000000,-0.00000000
-5.65782891,1.19892536,-1.19892537,0.02220684,-0.02220684,0.03351737,-0.03351737,0.34048001,-0.34048001,0.53279240,-0.53279240,0.16384598,-0.16384599,0.09633838,-0.09633838,0.63334359,-0.63334359,0.00000000,-0.00000000
-5.65182591,1.27583261,-1.27583261,0.02333406,-0.02333406,0.03426716,-0.03426716,0.36158727,-0.36158727,0.56612541,-0.56612541,0.17415436,-0.17415437,0.10177960,-0.10177960,0.67607377,-0.67607377,0.00000000,-0.00000000
-5.64582291,1.35182028,-1.35182029,0.02437758,-0.02437758,0.03535760,-0.03535760,0.38327532,-0.38327532,0.59916958,-0.59916959,0.18429982,-0.18429982,0.10691939,-0.10691939,0.71798415,-0.71798415,0.00000000,-0.00000000
-5.63981991,1.42578816,-1.42578816,0.02532488,-0.02532488,0.03672407,-0.03672407,0.40517093,-0.40517093,0.63141606,-0.63141606,0.19414705,-0.19414706,0.11168192,-0.11168192,0.75852528,-0.75852528,0.00000000,-0.00000000
-5.63381691,1.49666552,-1.49666552,0.02616528,-0.02616528,0.03830410,-0.03830410,0.42690648,-0.42690649,0.66237115,-0.66237115,0.20356802,-0.20356802,0.11599706,-0.11599706,0.79715961,-0.79715961,0.00000000,-0.00000000
-5.62781391,1.56343772,-1.56343772,0.02689025,-0.02689025,0.04003833,-0.04003833,0.44812750,-0.44812750,0.69156911,-0.69156911,0.21244528,-0.21244528,0.11980230,-0.11980230,0.83337517,-0.83337517,0.00000000,-0.00000000
-5.62181091,1.62517262,-1.62517262,0.02749352,-0.02749352,0.04187136,-0.04187136,0.46850022,-0.46850022,0.71858482,-0.71858483,0.22067539,-0.22067539,0.12304457,-0.12304457,0.86669939,-0.86669939,0.00000000,-0.00000000
-5.61580790,1.68104599,-1.68104600,0.02797123,-0.02797122,0.04375268,-0.04375268,0.48771928,-0.48771928,0.74304598,-0.74304599,0.22817201,-0.22817201,0.12568190,-0.12568190,0.89671250,-0.89671250,0.00000000,-0.00000000
-5.60980490,1.73036515,-1.73036515,0.02832189,-0.02832189,0.04563738,-0.04563738,0.50551503,-0.50551503,0.76464432,-0.76464433,0.23486870,-0.23486871,0.12768465,-0.12768465,0.92306013,-0.92306013,0.00000000,-0.00000000
-5.60380190,1.77258964,-1.77258965,0.02854628,-0.02854628,0.04748690,-0.04748690,0.52166042,-0.52166042,0.78314549,-0.78314549,0.24072133,-0.24072133,0.12903659,-0.12903659,0.94546450,-0.94546450,0.00000000,-0.00000000
-5.59779890,1.80734839,-1.80734839,0.02864729,-0.02864729,0.04926962,-0.04926962,0.53597702,-0.53597703,0.79839709,-0.79839709,0.24570981,-0.24570981,0.12973540,-0.12973540,0.96373374,-0.96373374,0.00000000,-0.00000000
-5.59179590,1.83445216,-1.83445216,0.02862959,-0.02862959,0.05096136,-0.05096136,0.54834000,-0.54834000,0.81033453,-0.81033453,0.24983923,-0.24983923,0.12979295,-0.12979295,0.97776883,-0.97776883,0.00000000,-0.00000000
-5.58579290,1.85390087,-1.85390087,0.02849938,-0.02849938,0.05254572,-0.05254572,0.55868156,-0.55868156,0.81898430,-0.81898430,0.25314015,-0.25314015,0.12923502,-0.12923502,0.98756790,-0.98756790,0.00000000,-0.00000000
-5.57978989,1.86588507,-1.86588507,0.02826400,-0.02826400,0.05401417,-0.05401417,0.56699285,-0.56699285,0.82446441,-0.82446441,0.25566806,-0.25566806,0.12810064,-0.12810064,0.99322739,-0.99322738,0.00000000,-0.00000000
-5.57378689,1.87078123,-1.87078123,0.02793159,-0.02793159,0.05536599,-0.05536599,0.57332383,-0.57332384,0.82698182,-0.82698182,0.25750195,-0.25750195,0.12644105,-0.12644105,0.99494001,-0.99494001,0.00000000,-0.00000000
-5.56778389,1.86914084,-1.86914084,0.02751067,-0.02751067,0.05660792,-0.05660792,0.57778127,-0.57778127,0.82682691,-0.82682691,0.25874192,-0.25874192,0.12431825,-0.12431825,0.99298941,-0.99298941,0.00000000,-0.00000000
-5.56178089,1.86167340,-1.86167340,0.02700987,-0.02700987,0.05775360,-0.05775360,0.58052448,-0.58052448,0.82436490,-0.82436490,0.25950596,-0.25950596,0.12180327,-0.12180327,0.98774156,-0.98774156,0.00000000,-0.00000000
-5.55577789,1.84922373,-1.84922373,0.02643762,-0.02643762,0.05882268,-0.05882268,0.58175913,-0.58175914,0.82002461,-0.82002461,0.25992592,-0.25992592,0.11897410,-0.11897410,0.97963314,-0.97963313,0.00000000,-0.00000000
-5.54977489,1.83274445,-1.83274445,0.02580189,-0.02580189,0.05983976,-0.05983976,0.58172915,-0.58172915,0.81428490,-0.81428490,0.26014275,-0.26014275,0.11591349,-0.11591349,0.96915727,-0.96915727,0.00000000,-0.00000000
-5.54377189,1.81326443,-1.81326443,0.02511007,-0.02511007,0.06083308,-0.06083308,0.58070697,-0.58070697,0.80765920,-0.80765920,0.26030129,-0.26030129,0.11270664,-0.11270664,0.95684713,-0.95684713,0.00000000,-0.00000000
-5.53776888,1.79185466,-1.79185466,0.02436884,-0.02436884,0.06183308,-0.06183308,0.57898259,-0.57898259,0.80067887,-0.80067887,0.26054466,-0.26054466,0.10943883,-0.10943883,0.94325803,-0.94325802,0.00000000,-0.00000000
-5.53176588,1.76959276,-1.76959276,0.02358417,-0.02358417,0.06287078,-0.06287078,0.57685179,-0.57685179,0.79387605,-0.79387605,0.26100856,-0.26100856,0.10619312,-0.10619312,0.92894870,-0.92894870,0.00000000,-0.00000000
-5.52576288,1.74752770,-1.74752770,0.02276135,-0.02276135,0.06397622,-0.06397622,0.57460415,-0.57460415,0.78776670,-0.78776670,0.26181579,-0.26181579,0.10304821,-0.10304821,0.91446267,-0.91446267,0.00000000,-0.00000000
-5.51975988,1.72664639,-1.72664639,0.02190508,-0.02190508,0.06517689,-0.06517689,0.57251127,-0.57251127,0.78283469,-0.78283469,0.26307105,-0.26307105,0.10007649,-0.10007649,0.90031041,-0.90031041,0.00000000,-0.00000000
-5.51375688,1.70784352,-1.70784352,0.02101961,-0.02101961,0.06649624,-0.06649624,0.57081600,-0.57081600,0.77951771,-0.77951771,0.26485651,-0.26485652,0.09734244,-0.09734244,0.88695313,-0.88695313,0.00000000,-0.00000000
-5.50775388,1.69189608,-1.69189608,0.02010889,-0.02010889,0.06795247,-0.06795247,0.56972300,-0.56972300,0.77819553,-0.77819553,0.26722822,-0.26722823,0.09490135,-0.09490135,0.87478896,-0.87478896,0.00000000,-0.00000000
-5.50175088,1.67944381,-1.67944381,0.01917676,-0.01917676,0.06955754,-0.06955754,0.56939122,-0.56939123,0.77918131,-0.77918131,0.27021359,-0.27021360,0.09279841,-0.09279841,0.86414215,-0.86414215,0.00000000,-0.00000000
-5.49574787,1.67097631,-1.67097631,0.01822704,-0.01822704,0.07131652,-0.07131652,0.56992878,-0.56992878,0.78271635,-0.78271636,0.27381017,-0.27381017,0.09106827,-0.09106827,0.85525571,-0.85525571,0.00000000,-0.00000000
-5.48974487,1.66682744,-1.66682745,0.01726377,-0.01726377,0.07322727,-0.07322727,0.57139026,-0.57139026,0.78896835,-0.78896836,0.27798569,-0.27798569,0.08973496,-0.08973496,0.84828789,-0.84828789,0.00000000,-0.00000000
-5.48374187,1.66717710,-1.66717710,0.01629122,-0.01629122,0.07528062,-0.07528062,0.57377689,-0.57377689,0.79803335,-0.79803335,0.28267959,-0.28267959,0.08881225,-0.08881225,0.84331252,-0.84331252,0.00000000,-0.00000000
-5.47773887,1.67205997,-1.67205997,0.01531402,-0.01531402,0.07746077,-0.07746077,0.57703924,-0.57703924,0.80994098,-0.80994098,0.28780571,-0.28780571,0.08830439,-0.08830439,0.84032315,-0.84032315,0.00000000,-0.00000000
-5.47173587,1.68138067,-1.68138067,0.01433713,-0.01433713,0.07974625,-0.07974625,0.58108251,-0.58108251,0.82466274,-0.82466275,0.29325628,-0.29325629,0.08820705,-0.08820705,0.83924060,-0.83924060,0.00000000,-0.00000000
-5.46573287,1.69493405,-1.69493405,0.01336589,-0.01336589,0.08211102,-0.08211102,0.58577392,-0.58577392,0.84212245,-0.84212245,0.29890692,-0.29890692,0.08850862,-0.08850862,0.83992350,-0.83992350,0.00000000,-0.00000000
-5.45972986,1.71242926,-1.71242926,0.01240587,-0.01240587,0.08452593,-0.08452593,0.59095177,-0.59095178,0.86220822,-0.86220823,0.30462229,-0.30462229,0.08919153,-0.08919153,0.84218100,-0.84218100,0.00000000,-0.00000000
-5.45372686,1.73351593,-1.73351593,0.01146283,-0.01146283,0.08696031,-0.08696031,0.59643566,-0.59643566,0.88478508,-0.88478509,0.31026234,-0.31026234,0.09023376,-0.09023376,0.84578698,-0.84578698,0.00000000,-0.00000000
-5.44772386,1.75781060,-1.75781061,0.01054259,-0.01054259,0.08938364,-0.08938364,0.60203706,-0.60203706,0.90970707,-0.90970707,0.31568859,-0.31568859,0.09161014,-0.09161014,0.85049473,-0.85049474,0.00000000,-0.00000000
-5.44172086,1.78492168,-1.78492169,0.00965084,-0.00965084,0.09176713,-0.09176713,0.60756985,-0.60756985,0.93682807,-0.93682807,0.32077019,-0.32077019,0.09329367,-0.09329367,0.85605134,-0.85605135,0.00000000,-0.00000000
-5.43571786,1.81447117,-1.81447118,0.00879303,-0.00879303,0.09408524,-0.09408524,0.61285987,-0.61285987,0.96601040,-0.96601040,0.32538953,-0.32538953,0.09525655,-0.09525655,0.86221080,-0.86221081,0.00000000,-0.00000000
-5.42971486,1.84611173,-1.84611173,0.00797419,-0.00797419,0.09631689,-0.09631689,0.61775315,-0.61775315,0.99713045,-0.99713045,0.32944692,-0.32944692,0.09747098,-0.09747098,0.86874517,-0.86874517,0.00000000,-0.00000000
-5.42371186,1.87953798,-1.87953798,0.00719884,-0.00719884,0.09844639,-0.09844639,0.62212223,-0.62212223,1.03008086,-1.03008086,0.33286425,-0.33286425,0.09990960,-0.09990960,0.87545313,-0.87545313,0.00000000,-0.00000000
-5.41770885,1.91449140,-1.91449140,0.00647079,-0.00647079,0.10046401,-0.10046401,0.62587025,-0.62587026,1.06476901,-1.06476902,0.33558739,-0.33558739,0.10254572,-0.10254572,0.88216560,-0.88216560,0.00000000,-0.00000000
-5.41170585,1.95075855,-1.95075856,0.00579311,-0.00579311,0.10236609,-0.10236609,0.62893266,-0.62893266,1.10111188,-1.10111188,0.33758720,-0.33758720,0.10535313,-0.10535313,0.88874808,-0.88874808,0.00000000,-0.00000000
-5.40570285,1.98816307,-1.98816308,0.00516805,-0.00516805,0.10415474,-0.10415474,0.63127654,-0.63127654,1.13902743,-1.13902743,0.33885924,-0.33885924,0.10830571,-0.10830571,0.89509999,-0.89509999,0.00000000,-0.00000000
-5.39969985,2.02655218,-2.02655219,0.00459698,-0.00459698,0.10583716,-0.10583716,0.63289769,-0.63289770,1.17842347,-1.17842348,0.33942214,-0.33942214,0.11137680,-0.11137680,0.90115106,-0.90115106,0.00000000,-0.00000000
-5.39369685,2.06577902,-2.06577903,0.00408044,-0.00408044,0.10742458,-0.10742458,0.63381585,-0.63381585,1.21918453,-1.21918453,0.33931490,-0.33931490,0.11453845,-0.11453845,0.90685542,-0.90685543,0.00000000,-0.00000000
-5.38769385,2.10568246,-2.10568246,0.00361812,-0.00361812,0.10893093,-0.10893093,0.63406842,-0.63406842,1.26115799,-1.26115800,0.33859323,-0.33859323,0.11776067,-0.11776067,0.91218397,-0.91218397,0.00000000,-0.00000000
-5.38169085,2.14606618,-2.14606619,0.00320896,-0.00320896,0.11037125,-0.11037125,0.63370338,-0.63370338,1.30414070,-1.30414071,0.33732533,-0.33732533,0.12101070,-0.12101071,0.91711577,-0.91711577,0.00000000,-0.00000000
-5.37568784,2.18667915,-2.18667915,0.00285120,-0.00285120,0.11176011,-0.11176011,0.63277186,-0.63277186,1.34786717,-1.34786718,0.33558728,-0.33558728,0.12425248,-0.12425248,0.92162948,-0.92162948,0.00000000,-0.00000000
-5.36968484,2.22719919,-2.22719920,0.00254251,-0.00254251,0.11310996,-0.11310996,0.63132106,-0.63132106,1.39200065,-1.39200065,0.33345848,-0.33345848,0.12744636,-0.12744636,0.92569530,-0.92569530,0.00000000,-0.00000000
-5.36368184,2.26722162,-2.26722163,0.00228005,-0.00228005,0.11442966,-0.11442966,0.62938816,-0.62938816,1.43612807,-1.43612808,0.33101744,-0.33101744,0.13054912,-0.13054912,0.92926862,-0.92926862,0.00000000,-0.00000000
-5.35767884,2.30625412,-2.30625413,0.00206068,-0.00206068,0.11572322,-0.11572322,0.62699546,-0.62699546,1.47975974,-1.47975975,0.32833804,-0.32833804,0.13351447,-0.13351447,0.93228558,-0.93228558,0.00000000,-0.00000000
-5.35167584,2.34371894,-2.34371895,0.00188100,-0.00188100,0.11698886,-0.11698886,0.62414749,-0.62414749,1.52233420,-1.52233421,0.32548667,-0.32548667,0.13629380,-0.13629380,0.93466127,-0.93466127,0.00000000,-0.00000000
-5.34567284,2.37896277,-2.37896277,0.00173753,-0.00173753,0.11821845,-0.11821845,0.62082993,-0.62082993,1.56322853,-1.56322854,0.32252031,-0.32252031,0.13883742,-0.13883742,0.93629068,-0.93629068,0.00000000,-0.00000000
