energy_ev,total_up,In_p_up,In_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.84392196,5.80814911,0.08257894,0.00498763,5.20881583,1.30885652,3.75281861,0.00000000
-5.83791896,5.59232563,0.07731876,0.00481672,5.01019478,1.26953431,3.61780627,0.00000000
-5.83191596,5.39145518,0.07237346,0.00466475,4.81792931,1.23544095,3.49231531,0.00000000
-5.82591296,5.20811963,0.06779043,0.00453262,4.63485913,1.20698471,3.37804751,0.00000000
-5.81990995,5.04431021,0.06360619,0.00442056,4.46343217,1.18441220,3.27633325,0.00000000
-5.81390695,4.90141655,0.05984658,0.00432812,4.30566989,1.16781262,3.18812147,0.00000000
-5.80790395,4.78023000,0.05652707,0.00425427,4.16314329,1.15712522,3.11397846,0.00000000
-5.80190095,4.68095989,0.05365334,0.00419742,4.03695951,1.15214963,3.05409482,0.00000000
-5.79589795,4.60326118,0.05122204,0.00415552,3.92775870,1.15255810,3.00829970,0.00000000
-5.78989495,4.54627201,0.04922160,0.00412617,3.83572082,1.15790948,2.97608163,0.00000000
-5.78389195,4.50865983,0.04763321,0.00410663,3.76058175,1.16766416,2.95661515,0.00000000
-5.77788894,4.48867447,0.04643180,0.00409401,3.70165841,1.18119980,2.94879250,0.00000000
-5.77188594,4.48420713,0.04558709,0.00408532,3.65788206,1.19782741,2.95125957,0.00000000
-5.76588294,4.49285384,0.04506464,0.00407756,3.62783920,1.21680761,2.96245559,0.00000000
-5.75987994,4.51198232,0.04482690,0.00406783,3.60981922,1.23736675,2.98065564,0.00000000
-5.75387694,4.53880097,0.04483424,0.00405342,3.60186782,1.25871293,3.00401542,0.00000000
-5.74787394,4.57042882,0.04504589,0.00403186,3.60184500,1.28005164,3.03061728,0.00000000
-5.74187094,4.60396528,0.04542095,0.00400100,3.60748654,1.30060100,3.05851694,0.00000000
-5.73586793,4.63655833,0.04591922,0.00395906,3.61646721,1.31960638,3.08578971,0.00000000
-5.72986493,4.66546995,0.04650208,0.00390468,3.62646451,1.33635437,3.11057549,0.00000000
-5.72386193,4.68813749,0.04713318,0.00383693,3.63522100,1.35018585,3.13112147,0.00000000
-5.71785893,4.70222963,0.04777920,0.00375531,3.64060372,1.36050800,3.14582160,0.00000000
-5.71185593,4.70569587,0.04841045,0.00365976,3.64065897,1.36680504,3.15325182,0.00000000
-5.70585293,4.69680835,0.04900139,0.00355068,3.63366101,1.36864750,3.15220036,0.00000000
-5.69984992,4.67419513,0.04953112,0.00342881,3.61815321,1.36569974,3.14169214,0.00000000
-5.69384692,4.63686415,0.04998377,0.00329529,3.59298060,1.35772565,3.12100689,0.00000000
-5.68784392,4.58421753,0.05034883,0.00315154,3.55731294,1.34459218,3.08969036,0.00000000
-5.68184092,4.51605580,0.05062141,0.00299924,3.51065784,1.32627076,3.04755863,0.00000000
-5.67583792,4.43257239,0.05080239,0.00284027,3.45286362,1.30283633,2.99469528,0.00000000
-5.66983492,4.33433851,0.05089856,0.00267666,3.38411235,1.27446419,2.93144180,0.00000000
-5.66383192,4.22227927,0.05092268,0.00251048,3.30490323,1.24142458,2.85838160,0.00000000
-5.65782891,4.09764177,0.05089344,0.00234388,3.21602750,1.20407513,2.77631817,0.00000000
-5.65182591,3.96195641,0.05083541,0.00217894,3.11853562,1.16285148,2.68624817,0.00000000
-5.64582291,3.81699261,0.05077896,0.00201773,3.01369828,1.11825619,2.58933045,0.00000000
-5.63981991,3.66471040,0.05076003,0.00186218,2.90296249,1.07084640,2.48685180,0.00000000
-5.63381691,3.50720937,0.05081995,0.00171414,2.78790441,1.02122047,2.38019060,0.00000000
-5.62781391,3.34667646,0.05100523,0.00157531,2.67018043,0.97000412,2.27077952,0.00000000
-5.62181091,3.18533416,0.05136727,0.00144729,2.55147809,0.91783632,2.16006811,0.00000000
-5.61580790,3.02539044,0.05196204,0.00133153,2.43346839,0.86535551,2.04948663,0.00000000
-5.60980490,2.86899189,0.05284983,0.00122938,2.31776073,0.81318638,1.94041182,0.00000000
-5.60380190,2.71818113,0.05409493,0.00114209,2.20586199,0.76192765,1.83413572,0.00000000
-5.59779890,2.57485954,0.05576528,0.00107086,2.09914068,0.71214118,1.73183819,0.00000000
-5.59179590,2.44075614,0.05793213,0.00101682,1.99879710,0.66434256,1.63456392,0.00000000
-5.58579290,2.31740313,0.06066973,0.00098111,1.90584032,0.61899349,1.54320426,0.00000000
-5.57978989,2.20611844,0.06405486,0.00096487,1.82107236,0.57649603,1.45848449,0.00000000
-5.57378689,2.10799531,0.06816640,0.00096927,1.74507987,0.53718868,1.38095642,0.00000000
-5.56778389,2.02389863,0.07308471,0.00099551,1.67823331,0.50134444,1.31099665,0.00000000
-5.56178089,1.95446764,0.07889091,0.00104487,1.62069324,0.46917048,1.24880998,0.00000000
-5.55577789,1.90012408,0.08566597,0.00111863,1.57242345,0.44080961,1.19443785,0.00000000
-5.54977489,1.86108488,0.09348949,0.00121814,1.53320980,0.41634290,1.14777117,0.00000000
-5.54377189,1.83737828,0.10243825,0.00134473,1.50268403,0.39579361,1.10856686,0.00000000
-5.53776888,1.82886186,0.11258437,0.00149970,1.48035126,0.37913174,1.07646723,0.00000000
-5.53176588,1.83524142,0.12399316,0.00168424,1.46561964,0.36627924,1.05102133,0.00000000
-5.52576288,1.85608911,0.13672053,0.00189941,1.45783093,0.35711531,1.03170723,0.00000000
-5.51975988,1.89085978,0.15081009,0.00214603,1.45629032,0.35148172,1.01795420,0.00000000
-5.51375688,1.93890437,0.16628991,0.00242461,1.46029417,0.34918774,1.00916393,0.00000000
-5.50775388,1.99947973,0.18316905,0.00273525,1.46915413,0.35001468,1.00472973,0.00000000
-5.50175088,2.07175428,0.20143400,0.00307759,1.48221687,0.35371976,1.00405316,0.00000000
-5.49574787,2.15480961,0.22104509,0.00345070,1.49887815,0.36003938,1.00655738,0.00000000
-5.48974487,2.24763825,0.24193320,0.00385300,1.51859104,0.36869180,1.01169696,0.00000000
-5.48374187,2.34913849,0.26399681,0.00428221,1.54086799,0.37937925,1.01896390,0.00000000
-5.47773887,2.45810719,0.28709973,0.00473533,1.56527705,0.39178973,1.02789022,0.00000000
-5.47173587,2.57323219,0.31106965,0.00520855,1.59143280,0.40559860,1.03804711,0.00000000
-5.46573287,2.69308573,0.33569779,0.00569732,1.61898302,0.42047027,1.04904157,0.00000000
-5.45972986,2.81612062,0.36073973,0.00619635,1.64759240,0.43606012,1.06051089,0.00000000
-5.45372686,2.94067094,0.38591769,0.00669967,1.67692470,0.45201697,1.07211609,0.00000000
-5.44772386,3.06495850,0.41092418,0.00720074,1.70662496,0.46798615,1.08353493,0.00000000
-5.44172086,3.18710649,0.43542716,0.00769254,1.73630342,0.48361348,1.09445555,0.00000000
-5.43571786,3.30516086,0.45907663,0.00816775,1.76552263,0.49855001,1.10457147,0.00000000
-5.42971486,3.41711997,0.48151244,0.00861889,1.79378899,0.51245770,1.11357856,0.00000000
-5.42371186,3.52097191,0.50237314,0.00903856,1.82054982,0.52501575,1.12117454,0.00000000
-5.41770885,3.61473901,0.52130570,0.00941956,1.84519657,0.53592763,1.12706128,0.00000000
-5.41170585,3.69652785,0.53797550,0.00975517,1.86707424,0.54492838,1.13094993,0.00000000
-5.40570285,3.76458309,0.55207649,0.01003930,1.88549703,0.55179197,1.13256876,0.00000000
-5.39969985,3.81734282,0.56334087,0.01026670,1.89976938,0.55633840,1.13167321,0.00000000
-5.39369685,3.85349280,0.57154809,0.01043310,1.90921131,0.55844009,1.12805767,0.00000000
-5.38769385,3.87201712,0.57653252,0.01053540,1.91318693,0.55802738,1.12156818,0.00000000
-5.38169085,3.87224248,0.57818971,0.01057171,1.91113421,0.55509258,1.11211515,0.00000000
-5.37568784,3.85387377,0.57648076,0.01054145,1.90259444,0.54969252,1.09968532,0.00000000
-5.36968484,3.81701883,0.57143462,0.01044539,1.88723954,0.54194922,1.08435198,0.00000000
-5.36368184,3.76220062,0.56314824,0.01028561,1.86489555,0.53204856,1.06628257,0.00000000
-5.35767884,3.69035594,0.55178453,0.01006543,1.83556073,0.52023701,1.04574308,0.00000000
-5.35167584,3.60281992,0.53756807,0.00978937,1.79941718,0.50681621,1.02309853,0.00000000
-5.34567284,3.50129669,0.52077898,0.00946296,1.75683497,0.49213573,0.99880930,0.00000000
-5.33966983,3.38781687,0.50174488,0.00909260,1.70836838,0.47658407,0.97342307,0.00000000
-5.33366683,3.26468326,0.48083155,0.00868537,1.65474426,0.46057816,0.94756236,0.00000000
-5.32766383,3.13440670,0.45843243,0.00824886,1.59684275,0.44455177,0.92190817,0.00000000
-5.32166083,2.99963437,0.43495751,0.00779091,1.53567126,0.42894299,0.89717993,0.00000000
-5.31565783,2.86307302,0.41082191,0.00731946,1.47233275,0.41418146,0.87411267,0.00000000
-5.30965483,2.72741018,0.38643466,0.00684231,1.40798969,0.40067539,0.85343203,0.00000000
-5.30365183,2.59523591,0.36218807,0.00636692,1.34382532,0.38879916,0.83582820,0.00000000
-5.29764882,2.46896798,0.33844789,0.00590029,1.28100379,0.37888160,0.82192973,0.00000000
-5.29164582,2.35078317,0.31554483,0.00544877,1.22063104,0.37119544,0.81227824,0.00000000
-5.28564282,2.24255681,0.29376740,0.00501795,1.16371784,0.36594833,0.80730515,0.00000000
-5.27963982,2.14581272,0.27335641,0.00461258,1.11114676,0.36327565,0.80731138,0.00000000
-5.27363682,2.06168490,0.25450124,0.00423650,1.06364402,0.36323537,0.81245087,0.00000000
-5.26763382,1.99089241,0.23733782,0.00389259,1.02175762,0.36580526,0.82271886,0.00000000
-5.26163082,1.93372767,0.22194831,0.00358280,0.98584223,0.37088242,0.83794532,0.00000000
-5.25562781,1.89005873,0.20836253,0.00330814,0.95605144,0.37828538,0.85779417,0.00000000
-5.24962481,1.85934500,0.19656081,0.00306872,0.93233746,0.38775865,0.88176841,0.00000000
-5.24362181,1.84066576,0.18647819,0.00286386,0.91445810,0.39897968,0.90922119,0.00000000
-5.23761881,1.83276034,0.17800974,0.00269209,0.90199063,0.41156802,0.93937249,0.00000000
-5.23161581,1.83407845,0.17101681,0.00255135,0.89435183,0.42509652,0.97133111,0.00000000
-5.22561281,1.84283887,0.16533383,0.00243899,0.89082323,0.43910422,1.00412115,0.00000000
-5.21960980,1.85709443,0.16077558,0.00235196,0.89058069,0.45311045,1.03671216,0.00000000
-5.21360680,1.87480103,0.15714457,0.00228689,0.89272687,0.46662991,1.06805185,0.00000000
-5.20760380,1.89388849,0.15423834,0.00224020,0.89632551,0.47918794,1.09710028,0.00000000
-5.20160080,1.91233071,0.15185640,0.00220825,0.90043620,0.49033582,1.12286417,0.00000000
-5.19559780,1.92821301,0.14980678,0.00218741,0.90414837,0.49966530,1.14443014,0.00000000
-5.18959480,1.93979438,0.14791177,0.00217419,0.90661329,0.50682196,1.16099564,0.00000000
-5.18359180,1.94556286,0.14601300,0.00216534,0.90707316,0.51151702,1.17189635,0.00000000
-5.17758879,1.94428236,0.14397547,0.00215789,0.90488620,0.51353712,1.17662914,0.00000000
-5.17158579,1.93502955,0.14169079,0.00214926,0.89954723,0.51275173,1.17486978,0.00000000
-5.16558279,1.91722023,0.13907923,0.00213733,0.89070299,0.50911811,1.16648476,0.00000000
-5.15957979,1.89062440,0.13609096,0.00212041,0.87816221,0.50268356,1.15153706,0.00000000
-5.15357679,1.85537034,0.13270624,0.00209735,0.86190002,0.49358505,1.13028560,0.00000000
-5.14757379,1.81193774,0.12893475,0.00206752,0.84205714,0.48204630,1.10317881,0.00000000
-5.14157079,1.76114101,0.12481415,0.00203079,0.81893393,0.46837247,1.07084264,0.00000000
-5.13556778,1.70410343,0.12040789,0.00198753,0.79297996,0.45294277,1.03406355,0.00000000
-5.12956478,1.64222378,0.11580254,0.00193860,0.76477950,0.43620133,0.99376754,0.00000000
-5.12356178,1.57713660,0.11110461,0.00188528,0.73503383,0.41864656,0.95099580,0.00000000
-5.11755878,1.51066766,0.10643701,0.00182923,0.70454089,0.40081953,0.90687815,0.00000000
-5.11155578,1.44478616,0.10193536,0.00177244,0.67417311,0.38329161,0.86260493,0.00000000
-5.10555278,1.38155480,0.09774407,0.00171716,0.64485399,0.36665166,0.81939842,0.00000000
-5.09954977,1.32307906,0.09401249,0.00166582,0.61753412,0.35149314,0.77848435,0.00000000
-5.09354677,1.27145660,0.09089091,0.00162098,0.59316710,0.33840126,0.74106415,0.00000000
-5.08754377,1.22872752,0.08852677,0.00158523,0.57268573,0.32794034,0.70828845,0.00000000
-5.08154077,1.19682607,0.08706082,0.00156112,0.55697898,0.32064155,0.68123197,0.00000000
-5.07553777,1.17753427,0.08662346,0.00155110,0.54686974,0.31699096,0.66087033,0.00000000
-5.06953477,1.17243760,0.08733119,0.00155742,0.54309368,0.31741811,0.64805849,0.00000000
-5.06353177,1.18288332,0.08928313,0.00158211,0.54627950,0.32228508,0.64351120,0.00000000
-5.05752876,1.20994142,0.09255780,0.00162683,0.55693043,0.33187606,0.64778542,0.00000000
-5.05152576,1.25436888,0.09721000,0.00169290,0.57540758,0.34638768,0.66126467,0.00000000
-5.04552276,1.31657783,0.10326803,0.00178118,0.60191506,0.36592023,0.68414572,0.00000000
-5.03951976,1.39660827,0.11073114,0.00189206,0.63648762,0.39046993,0.71642773,0.00000000
-5.03351676,1.49410657,0.11956752,0.00202542,0.67898080,0.41992270,0.75790414,0.00000000
-5.02751376,1.60831087,0.12971274,0.00218059,0.72906460,0.45404972,0.80815803,0.00000000
-5.02151076,1.73804466,0.14106887,0.00235636,0.78622081,0.49250523,0.86656124,0.00000000
-5.01550775,1.88172005,0.15350437,0.00255098,0.84974494,0.53482691,0.93227791,0.00000000
-5.00950475,2.03735182,0.16685495,0.00276218,0.91875298,0.58043938,1.00427313,0.00000000
-5.00350175,2.20258351,0.18092531,0.00298721,0.99219368,0.62866109,1.08132698,0.00000000
-4.99749875,2.37472601,0.19549203,0.00322290,1.06886652,0.67871468,1.16205435,0.00000000
-4.99149575,2.55080912,0.21030755,0.00346574,1.14744537,0.72974124,1.24493078,0.00000000
-4.98549275,2.72764538,0.22510514,0.00371199,1.22650779,0.78081799,1.32832391,0.00000000
-4.97948974,2.90190541,0.23960494,0.00395774,1.30456931,0.83097938,1.41053027,0.00000000
-4.97348674,3.07020264,0.25352079,0.00419912,1.38012193,0.87924100,1.48981651,0.00000000
-4.96748374,3.22918519,0.26656773,0.00443233,1.45167569,0.92462561,1.56446395,0.00000000
-4.96148074,3.37563156,0.27846983,0.00465385,1.51780190,0.96619037,1.63281497,0.00000000
-4.95547774,3.50654674,0.28896824,0.00486053,1.57717624,1.00305439,1.69331966,0.00000000
-4.94947474,3.61925451,0.29782883,0.00504973,1.62862026,1.03442533,1.74458080,0.00000000
-4.94347174,3.71148208,0.30484946,0.00521942,1.67113901,1.05962393,1.78539542,0.00000000
-4.93746873,3.78143304,0.30986628,0.00536825,1.70395339,1.07810547,1.81479091,0.00000000
-4.93146573,3.82784504,0.31275882,0.00549565,1.72652544,1.08947693,1.83205423,0.00000000
-4.92546273,3.85002918,0.31345380,0.00560181,1.73857512,1.09350922,1.83675261,0.00000000
-4.91945973,3.84788904,0.31192718,0.00568770,1.74008791,1.09014368,1.82874492,0.00000000
-4.91345673,3.82191802,0.30820466,0.00575502,1.73131234,1.07949261,1.80818294,0.00000000
-4.90745373,3.77317489,0.30236034,0.00580614,1.71274770,1.06183364,1.77550249,0.00000000
-4.90145073,3.70323852,0.29451375,0.00584395,1.68512217,1.03759833,1.73140489,0.00000000
-4.89544772,3.61414365,0.28482538,0.00587178,1.64936245,1.00735536,1.67682941,0.00000000
-4.88944472,3.50830088,0.27349085,0.00589318,1.60655616,0.97178926,1.61291826,0.00000000
-4.88344172,3.38840444,0.26073409,0.00591179,1.55790893,0.93167551,1.54097552,0.00000000
-4.87743872,3.25733218,0.24679978,0.00593113,1.50469795,0.88785335,1.46242214,0.00000000
-4.87143572,3.11804238,0.23194543,0.00595443,1.44822442,0.84119746,1.37874884,0.00000000
-4.86543272,2.97347218,0.21643339,0.00598446,1.38976689,0.79258968,1.29146915,0.00000000
-4.85942971,2.82644206,0.20052325,0.00602339,1.33053773,0.74289220,1.20207445,0.00000000
-4.85342671,2.67957051,0.18446473,0.00607267,1.27164458,0.69292312,1.11199286,0.00000000
-4.84742371,2.53520231,0.16849154,0.00613291,1.21405838,0.64343529,1.02255340,0.00000000
-4.84142071,2.39535290,0.15281617,0.00620390,1.15858927,0.59509935,0.93495669,0.00000000
-4.83541771,2.26167072,0.13762596,0.00628456,1.10587091,0.54849108,0.85025274,0.00000000
-4.82941471,2.13541789,0.12308034,0.00637302,1.05635381,0.50408355,0.76932646,0.00000000
-4.82341171,2.01746926,0.10930932,0.00646667,1.01030729,0.46224386,0.69289059,0.00000000
-4.81740870,1.90832826,0.09641315,0.00656232,0.96782957,0.42323431,0.62148582,0.00000000
-4.81140570,1.80815794,0.08446309,0.00665631,0.92886496,0.38721736,0.55548739,0.00000000
-4.80540270,1.71682425,0.07350300,0.00674476,0.89322692,0.35426401,0.49511713,0.00000000
-4.79939970,1.63394858,0.06355178,0.00682367,0.86062540,0.32436465,0.44045995,0.00000000
-4.79339670,1.55896632,0.05460632,0.00688922,0.83069688,0.29744171,0.39148354,0.00000000
-4.78739370,1.49118784,0.04664475,0.00693786,0.80303540,0.27336332,0.34806006,0.00000000
-4.78139070,1.42985874,0.03963002,0.00696657,0.77722294,0.25195719,0.30998857,0.00000000
-4.77538769,1.37421624,0.03351333,0.00697294,0.75285766,0.23302405,0.27701730,0.00000000
-4.76938469,1.32353927,0.02823756,0.00695535,0.72957880,0.21635000,0.24886455,0.00000000
-4.76338169,1.27719008,0.02374039,0.00691298,0.70708705,0.20171744,0.22523764,0.00000000
-4.75737869,1.23464596,0.01995706,0.00684591,0.68515987,0.18891411,0.20584921,0.00000000
-4.75137569,1.19552025,0.01682281,0.00675506,0.66366107,0.17774014,0.19043039,0.00000000
-4.74537269,1.15957230,0.01427480,0.00664215,0.64254489,0.16801297,0.17874070,0.00000000
-4.73936968,1.12670695,0.01225368,0.00650965,0.62185439,0.15957028,0.17057446,0.00000000
-4.73336668,1.09696410,0.01070458,0.00636057,0.60171485,0.15227104,0.16576387,0.00000000
-4.72736368,1.07049998,0.00957786,0.00619842,0.58232271,0.14599493,0.16417882,0.00000000
-4.72136068,1.04756147,0.00882936,0.00602693,0.56393093,0.14064042,0.16572380,0.00000000
-4.71535768,1.02845546,0.00842034,0.00584997,0.54683160,0.13612189,0.17033229,0.00000000
-4.70935468,1.01351519,0.00831722,0.00567129,0.53133699,0.13236613,0.17795891,0.00000000
-4.70335168,1.00306546,0.00849100,0.00549443,0.51775976,0.12930850,0.18857000,0.00000000
-4.69734867,0.99738869,0.00891661,0.00532251,0.50639362,0.12688913,0.20213298,0.00000000
-4.69134567,0.99669353,0.00957202,0.00515815,0.49749502,0.12504951,0.21860512,0.00000000
-4.68534267,1.00108738,0.01043742,0.00500337,0.49126684,0.12372950,0.23792225,0.00000000
-4.67933967,1.01055427,0.01149434,0.00485949,0.48784472,0.12286509,0.25998788,0.00000000
-4.67333667,1.02493882,0.01272475,0.00472718,0.48728643,0.12238700,0.28466337,0.00000000
-4.66733367,1.04393697,0.01411030,0.00460641,0.48956469,0.12222003,0.31175958,0.00000000
-4.66133067,1.06709368,0.01563164,0.00449652,0.49456364,0.12228333,0.34103042,0.00000000
-4.65532766,1.09380762,0.01726788,0.00439628,0.50207905,0.12249139,0.37216883,0.00000000
-4.64932466,1.12334250,0.01899621,0.00430401,0.51182200,0.12275565,0.40480539,0.00000000
-4.64332166,1.15484442,0.02079167,0.00421767,0.52342606,0.12298663,0.43850978,0.00000000
-4.63731866,1.18736440,0.02262716,0.00413499,0.53645741,0.12309646,0.47279534,0.00000000
-4.63131566,1.21988526,0.02447360,0.00405361,0.55042755,0.12300141,0.50712651,0.00000000
-4.62531266,1.25135149,0.02630024,0.00397116,0.56480817,0.12262462,0.54092918,0.00000000
-4.61930965,1.28070105,0.02807523,0.00388544,0.57904743,0.12189844,0.57360353,0.00000000
-4.61330665,1.30689781,0.02976623,0.00379449,0.59258715,0.12076664,0.60453901,0.00000000
-4.60730365,1.32896328,0.03134120,0.00369664,0.60488023,0.11918606,0.63313088,0.00000000
-4.60130065,1.34600660,0.03276923,0.00359063,0.61540770,0.11712779,0.65879760,0.00000000
-4.59529765,1.35725143,0.03402142,0.00347562,0.62369464,0.11457782,0.68099845,0.00000000
-4.58929465,1.36205904,0.03507176,0.00335121,0.62932462,0.11153705,0.69925057,0.00000000
-4.58329165,1.35994650,0.03589796,0.00321744,0.63195192,0.10802079,0.71314452,0.00000000
-4.57728864,1.35059957,0.03648215,0.00307476,0.63131119,0.10405768,0.72235794,0.00000000
-4.57128564,1.33387981,0.03681149,0.00292400,0.62722436,0.09968827,0.72666625,0.00000000
-4.56528264,1.30982578,0.03687863,0.00276630,0.61960432,0.09496315,0.72595028,0.00000000
-4.55927964,1.27864832,0.03668193,0.00260308,0.60845554,0.08994086,0.72020023,0.00000000
-4.55327664,1.24072050,0.03622557,0.00243594,0.59387155,0.08468568,0.70951570,0.00000000
-4.54727364,1.19656238,0.03551935,0.00226657,0.57602951,0.07926534,0.69410210,0.00000000
-4.54127064,1.14682173,0.03457841,0.00209676,0.55518217,0.07374883,0.67426327,0.00000000
-4.53526763,1.09225133,0.03342275,0.00192823,0.53164763,0.06820433,0.65039091,0.00000000
-4.52926463,1.03368390,0.03207654,0.00176265,0.50579734,0.06269741,0.62295128,0.00000000
-4.52326163,0.97200588,0.03056744,0.00160159,0.47804299,0.05728953,0.59246974,0.00000000
-4.51725863,0.90813097,0.02892575,0.00144640,0.44882283,0.05203682,0.55951402,0.00000000
-4.51125563,0.84297455,0.02718362,0.00129828,0.41858792,0.04698930,0.52467683,0.00000000
-4.50525263,0.77743002,0.02537428,0.00115820,0.38778908,0.04219046,0.48855879,0.00000000
-4.49924962,0.71234778,0.02353126,0.00102691,0.35686480,0.03767724,0.45175215,0.00000000
-4.49324662,0.64851768,0.02168788,0.00090496,0.32623075,0.03348035,0.41482631,0.00000000
-4.48724362,0.58665533,0.01987673,0.00079268,0.29627115,0.02962498,0.37831538,0.00000000
-4.48124062,0.52739274,0.01812949,0.00069018,0.26733221,0.02613183,0.34270837,0.00000000
-4.47523762,0.47127325,0.01647682,0.00059744,0.23971786,0.02301847,0.30844232,0.00000000
-4.46923462,0.41875092,0.01494858,0.00051428,0.21368775,0.02030092,0.27589834,0.00000000
-4.46323162,0.37019396,0.01357424,0.00044037,0.18945743,0.01799554,0.24540080,0.00000000
-4.45722861,0.32589195,0.01238352,0.00037533,0.16720062,0.01612103,0.21721921,0.00000000
-4.45122561,0.28606635,0.01140722,0.00031869,0.14705328,0.01470076,0.19157291,0.00000000
-4.44522261,0.25088375,0.01067833,0.00026995,0.12911922,0.01376508,0.16863784,0.00000000
-4.43921961,0.22047109,0.01023323,0.00022860,0.11347688,0.01335388,0.14855525,0.00000000
-4.43321661,0.19493240,0.01011306,0.00019413,0.10018691,0.01351909,0.13144178,0.00000000
-4.42721361,0.17436607,0.01036518,0.00016607,0.08930027,0.01432727,0.11740032,0.00000000
-4.42121061,0.15888226,0.01104464,0.00014401,0.08086634,0.01586210,0.10653130,0.00000000
-4.41520760,0.14861946,0.01221569,0.00012757,0.07494072,0.01822670,0.09894377,0.00000000
-4.40920460,0.14375972,0.01395309,0.00011647,0.07159242,0.02154577,0.09476581,0.00000000
-4.40320160,0.14454181,0.01634333,0.00011050,0.07091005,0.02596726,0.09415375,0.00000000
-4.39719860,0.15127178,0.01948558,0.00010953,0.07300669,0.03166362,0.09729983,0.00000000
-4.39119560,0.16433015,0.02349222,0.00011352,0.07802325,0.03883228,0.10443781,0.00000000
-4.38519260,0.18417543,0.02848901,0.00012250,0.08613004,0.04769540,0.11584609,0.00000000
-4.37918959,0.21134332,0.03461468,0.00013660,0.09752633,0.05849849,0.13184822,0.00000000
-4.37318659,0.24644124,0.04201991,0.00015600,0.11243783,0.07150793,0.15281021,0.00000000
-4.36718359,0.29013793,0.05086557,0.00018094,0.13111196,0.08700716,0.17913472,0.00000000
-4.36118059,0.34314787,0.06132025,0.00021169,0.15381091,0.10529136,0.21125185,0.00000000
-4.35517759,0.40621054,0.07355696,0.00024856,0.18080254,0.12666064,0.24960659,0.00000000
-4.34917459,0.48006478,0.08774900,0.00029187,0.21234934,0.15141172,0.29464302,0.00000000
-4.34317159,0.56541849,0.10406504,0.00034190,0.24869557,0.17982809,0.34678549,0.00000000
-4.33716858,0.66291449,0.12266352,0.00039890,0.29005306,0.21216891,0.40641730,0.00000000
-4.33116558,0.77309331,0.14368638,0.00046306,0.33658603,0.24865681,0.47385740,0.00000000
-4.32516258,0.89635427,0.16725231,0.00053446,0.38839554,0.28946495,0.54933587,0.00000000
-4.31915958,1.03291606,0.19344981,0.00061309,0.44550419,0.33470395,0.63296911,0.00000000
-4.31315658,1.18277874,0.22233008,0.00069878,0.50784169,0.38440893,0.72473592,0.00000000
-4.30715358,1.34568879,0.25390031,0.00079123,0.57523222,0.43852764,0.82445539,0.00000000
