energy_ev,total_up,B_p_up,B_d_up,Cd_p_up,Cd_d_up,Te_p_up,Te_d_up
-6.00000000,1.54595223,0.06789572,0.00000000,0.94925187,0.23194459,0.58975750,0.00000000
-5.99399700,1.46428241,0.06707458,0.00000000,0.89082460,0.21972475,0.56169655,0.00000000
-5.98799400,1.39193971,0.06702159,0.00000000,0.83709262,0.20865528,0.53767059,0.00000000
-5.98199100,1.33028200,0.06781341,0.00000000,0.78891916,0.19895455,0.51817480,0.00000000
-5.97598799,1.28059824,0.06952159,0.00000000,0.74711517,0.19082570,0.50369747,0.00000000
-5.96998499,1.24406565,0.07220946,0.00000000,0.71241840,0.18445028,0.49470186,0.00000000
-5.96398199,1.22170958,0.07592907,0.00000000,0.68547477,0.17998236,0.49160857,0.00000000
-5.95797899,1.21436719,0.08071814,0.00000000,0.66682232,0.17754354,0.49477889,0.00000000
-5.95197599,1.22265552,0.08659720,0.00000000,0.65687784,0.17721853,0.50449943,0.00000000
-5.94597299,1.24694478,0.09356701,0.00000000,0.65592643,0.17905187,0.52096861,0.00000000
-5.93996998,1.28733729,0.10160638,0.00000000,0.66411379,0.18304544,0.54428507,0.00000000
-5.93396698,1.34365238,0.11067047,0.00000000,0.68144124,0.18915713,0.57443847,0.00000000
-5.92796398,1.41541788,0.12068967,0.00000000,0.70776337,0.19730049,0.61130275,0.00000000
-5.92196098,1.50186820,0.13156925,0.00000000,0.74278825,0.20734554,0.65463215,0.00000000
-5.91595798,1.60194937,0.14318970,0.00000000,0.78608014,0.21912061,0.70406011,0.00000000
-5.90995498,1.71433122,0.15540796,0.00000000,0.83706454,0.23241533,0.75910115,0.00000000
-5.90395198,1.83742655,0.16805955,0.00000000,0.89503573,0.24698470,0.81915591,0.00000000
-5.89794897,1.96941738,0.18096149,0.00000000,0.95916656,0.26255412,0.88351915,0.00000000
-5.89194597,2.10828789,0.19391613,0.00000000,1.02852072,0.27882543,0.95139091,0.00000000
-5.88594297,2.25186345,0.20671568,0.00000000,1.10206713,0.29548368,1.02189049,0.00000000
-5.87993997,2.39785524,0.21914735,0.00000000,1.17869660,0.31220463,1.09407305,0.00000000
-5.87393697,2.54390920,0.23099899,0.00000000,1.25724047,0.32866268,1.16694850,0.00000000
-5.86793397,2.68765827,0.24206499,0.00000000,1.33649104,0.34453901,1.23950228,0.00000000
-5.86193097,2.82677648,0.25215215,0.00000000,1.41522341,0.35952979,1.31071736,0.00000000
