energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,1.23197368,0.00625060,0.10312098,0.53145276,0.00000000,0.01121924,0.68831031,0.74802254,0.12674942
-5.99399700,1.24735768,0.00659862,0.10285416,0.53994068,0.00000000,0.01241548,0.69958914,0.75054977,0.12682123
-5.98799400,1.26491164,0.00694960,0.10274512,0.54864141,0.00000000,0.01377413,0.71202223,0.75298812,0.12738358
-5.98199100,1.28430285,0.00729894,0.10277050,0.55734519,0.00000000,0.01530786,0.72543374,0.75514550,0.12838670
-5.97598799,1.30519809,0.00764337,0.10290610,0.56585026,0.00000000,0.01702865,0.73964929,0.75683041,0.12977990
-5.96998499,1.32728253,0.00798105,0.10312820,0.57397405,0.00000000,0.01894726,0.75450635,0.75786412,0.13151367
-5.96398199,1.35027643,0.00831176,0.10341482,0.58156330,0.00000000,0.02107270,0.76986318,0.75809202,0.13354152
-5.95797899,1.37394833,0.00863697,0.10374667,0.58850251,0.00000000,0.02341165,0.78560587,0.75739347,0.13582141
-5.95197599,1.39812405,0.00895989,0.10410798,0.59472013,0.00000000,0.02596777,0.80165292,0.75568963,0.13831680
-5.94597299,1.42269098,0.00928549,0.10448695,0.60019237,0.00000000,0.02874116,0.81795709,0.75294884,0.14099712
-5.93996998,1.44759726,0.00962037,0.10487589,0.60494423,0.00000000,0.03172764,0.83450440,0.74918920,0.14383771
-5.93396698,1.47284620,0.00997267,0.10527106,0.60904770,0.00000000,0.03491828,0.85131044,0.74447829,0.14681928
-5.92796398,1.49848615,0.01035183,0.10567217,0.61261743,0.00000000,0.03829888,0.86841411,0.73893009,0.14992693
-5.92196098,1.52459661,0.01076833,0.10608166,0.61580383,0.00000000,0.04184966,0.88586930,0.73269928,0.15314873
-5.91595798,1.55127167,0.01123330,0.10650371,0.61878429,0.00000000,0.04554504,0.90373511,0.72597327,0.15647414
-5.90995498,1.57860175,0.01175818,0.10694316,0.62175281,0.00000000,0.04935366,0.92206518,0.71896264,0.15989220
-5.90395198,1.60665502,0.01235419,0.10740434,0.62490879,0.00000000,0.05323860,0.94089698,0.71189027,0.16338986
-5.89794897,1.63545985,0.01303191,0.10788997,0.62844548,0.00000000,0.05715777,0.96024176,0.70498017,0.16695035
-5.89194597,1.66498944,0.01380072,0.10840006,0.63253896,0.00000000,0.06106457,0.98007584,0.69844640,0.17055191
-5.88594297,1.69514970,0.01466834,0.10893116,0.63733799,0.00000000,0.06490878,1.00033392,0.69248290,0.17416688
-5.87993997,1.72577143,0.01564031,0.10947567,0.64295551,0.00000000,0.06863759,1.02090493,0.68725472,0.17776130
-5.87393697,1.75660731,0.01671957,0.11002154,0.64946220,0.00000000,0.07219683,1.04163070,0.68289108,0.18129510
-5.86793397,1.78733397,0.01790608,0.11055224,0.65688239,0.00000000,0.07553234,1.06230770,0.67948078,0.18472272
-5.86193097,1.81755928,0.01919651,0.11104706,0.66519257,0.00000000,0.07859135,1.08269173,0.67707001,0.18799444
-5.85592796,1.84683450,0.02058403,0.11148169,0.67432257,0.00000000,0.08132400,1.10250560,0.67566259,0.19105811
-5.84992496,1.87467061,0.02205822,0.11182902,0.68415927,0.00000000,0.08368468,1.12144908,0.67522273,0.19386137
-5.84392196,1.90055813,0.02360509,0.11206027,0.69455271,0.00000000,0.08563337,1.13921097,0.67567993,0.19635409
-5.83791896,1.92398924,0.02520728,0.11214616,0.70532417,0.00000000,0.08713678,1.15548248,0.67693569,0.19849109
-5.83191596,1.94448119,0.02684425,0.11205817,0.71627585,0.00000000,0.08816935,1.16997128,0.67887164,0.20023484
-5.82591296,1.96159958,0.02849278,0.11176990,0.72720156,0.00000000,0.08871391,1.18241549,0.68135861,0.20155807
-5.81990995,1.97498055,0.03012744,0.11125828,0.73789794,0.00000000,0.08876218,1.19259688,0.68426597,0.20244611
-5.81390695,1.98435046,0.03172121,0.11050469,0.74817553,0.00000000,0.08831491,1.20035271,0.68747088,0.20289882
-5.80790395,1.98954230,0.03324625,0.10949592,0.75786917,0.00000000,0.08738175,1.20558536,0.69086678,0.20293203
-5.80190095,1.99050768,0.03467455,0.10822483,0.76684722,0.00000000,0.08598090,1.20826953,0.69437069,0.20257833
-5.79589795,1.98732408,0.03597886,0.10669089,0.77501898,0.00000000,0.08413839,1.20845641,0.69792898,0.20188718
-5.78989495,1.98019655,0.03713337,0.10490027,0.78234007,0.00000000,0.08188726,1.20627461,0.70152113,0.20092425
-5.78389195,1.96945405,0.03811455,0.10286580,0.78881528,0.00000000,0.07926649,1.20192776,0.70516143,0.19977004
-5.77788894,1.95554014,0.03890187,0.10060656,0.79449887,0.00000000,0.07631984,1.19568874,0.70889836,0.19851774
-5.77188594,1.93899842,0.03947835,0.09814730,0.79949206,0.00000000,0.07309457,1.18789077,0.71281167,0.19727034
-5.76588294,1.92045330,0.03983118,0.09551756,0.80393787,0.00000000,0.06964017,1.17891549,0.71700726,0.19613724
-5.75987994,1.90058652,0.03995202,0.09275066,0.80801343,0.00000000,0.06600709,1.16917866,0.72161010,0.19523024
-5.75387694,1.88011058,0.03983729,0.08988254,0.81192005,0.00000000,0.06224552,1.15911369,0.72675536,0.19465923
-5.74787394,1.85973982,0.03948822,0.08695056,0.81587147,0.00000000,0.05840431,1.14915393,0.73257831,0.19452759
-5.74187094,1.84016047,0.03891077,0.08399216,0.82008076,0.00000000,0.05452998,1.13971419,0.73920330,0.19492764
-5.73586793,1.82200073,0.03811544,0.08104362,0.82474658,0.00000000,0.05066589,1.13117224,0.74673244,0.19593611
-5.72986493,1.80580221,0.03711683,0.07813890,0.83003931,0.00000000,0.04685159,1.12385116,0.75523460,0.19761002
-5.72386193,1.79199396,0.03593318,0.07530850,0.83608786,0.00000000,0.04312234,1.11800330,0.76473515,0.19998305
-5.71785893,1.78087025,0.03458575,0.07257855,0.84296781,0.00000000,0.03950874,1.11379644,0.77520718,0.20306262
-5.71185593,1.77257325,0.03309815,0.06997008,0.85069159,0.00000000,0.03603660,1.11130308,0.78656477,0.20682779
-5.70585293,1.76708147,0.03149558,0.06749841,0.85920126,0.00000000,0.03272691,1.11049332,0.79865855,0.21122819
-5.69984992,1.76420472,0.02980411,0.06517292,0.86836441,0.00000000,0.02959592,1.11123171,0.81127425,0.21618404
-5.69384692,1.76358614,0.02804993,0.06299692,0.87797359,0.00000000,0.02665537,1.11327866,0.82413433,0.22158730
-5.68784392,1.76471127,0.02625866,0.06096782,0.88774940,0.00000000,0.02391277,1.11629623,0.83690271,0.22730405
-5.68184092,1.76692430,0.02445470,0.05907751,0.89734730,0.00000000,0.02137176,1.11985840,0.84919285,0.23317791
-5.67583792,1.76945077,0.02266070,0.05731301,0.90636803,0.00000000,0.01903253,1.12346552,0.86057868,0.23903459
-5.66983492,1.77142603,0.02089713,0.05565717,0.91437112,0.00000000,0.01689226,1.12656233,0.87060812,0.24468724
-5.66383192,1.77192838,0.01918191,0.05408965,0.92089113,0.00000000,0.01494553,1.12855905,0.87881873,0.24994255
-5.65782891,1.77001545,0.01753019,0.05258792,0.92545580,0.00000000,0.01318484,1.12885439,0.88475465,0.25460728
-5.65182591,1.76476224,0.01595430,0.05112833,0.92760528,0.00000000,0.01160097,1.12685984,0.88798429,0.25849501
-5.64582291,1.75529925,0.01446366,0.04968726,0.92691164,0.00000000,0.01018346,1.12202383,0.88811778,0.26143276
-5.63981991,1.74084883,0.01306494,0.04824209,0.92299759,0.00000000,0.00892094,1.11385488,0.88482337,0.26326725
-5.63381691,1.72075816,0.01176222,0.04677224,0.91555360,0.00000000,0.00780154,1.10194261,0.87784212,0.26387052
-5.62781391,1.69452739,0.01055720,0.04526001,0.90435256,0.00000000,0.00681312,1.08597563,0.86700000,0.26314459
-5.62181091,1.66183159,0.00944956,0.04369120,0.88926122,0.00000000,0.00594363,1.06575549,0.85221688,0.26102509
-5.61580790,1.62253557,0.00843719,0.04205573,0.87024792,0.00000000,0.00518128,1.04120614,0.83351194,0.25748354
-5.60980490,1.57670100,0.00751659,0.04034785,0.84738626,0.00000000,0.00451474,1.01237838,0.81100534,0.25252835
-5.60380190,1.52458557,0.00668316,0.03856629,0.82085449,0.00000000,0.00393330,0.97944927,0.78491591,0.24620433
-5.59779890,1.46663441,0.00593154,0.03671419,0.79093080,0.00000000,0.00342697,0.94271655,0.75555513,0.23859097
