energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.83191596,3.37702192,0.00289603,0.54153515,1.63068379,0.96242073,0.02521643,1.13524032
-5.82591296,3.41084005,0.00289485,0.54667293,1.65289407,0.97534051,0.02573910,1.14290323
-5.81990995,3.43667242,0.00291045,0.55015066,1.67165624,0.98566902,0.02615218,1.14821662
-5.81390695,3.45370834,0.00294362,0.55181352,1.68654260,0.99318182,0.02644440,1.15095754
-5.80790395,3.46131513,0.00299530,0.55153923,1.69721398,0.99771613,0.02660727,1.15094670
-5.80190095,3.45908052,0.00306656,0.54924451,1.70344306,0.99918223,0.02663536,1.14806248
-5.79589795,3.44684928,0.00315867,0.54489060,1.70513473,0.99757307,0.02652651,1.14225337
-5.78989495,3.42475137,0.00327306,0.53848732,1.70234200,0.99297145,0.02628201,1.13354798
-5.78389195,3.39321986,0.00341130,0.53009549,1.69527646,0.98555427,0.02590654,1.12206198
-5.77788894,3.35299680,0.00357510,0.51982738,1.68431239,0.97559332,0.02540807,1.10800125
-5.77188594,3.30512634,0.00376624,0.50784513,1.66998384,0.96345249,0.02479766,1.09166115
-5.76588294,3.25093475,0.00398655,0.49435701,1.65297483,0.94958128,0.02408908,1.07342162
-5.75987994,3.19199803,0.00423780,0.47961189,1.63410272,0.93450477,0.02329841,1.05373823
-5.75387694,3.13009822,0.00452168,0.46389184,1.61429558,0.91881030,0.02244350,1.03312976
-5.74787394,3.06717039,0.00483968,0.44750346,1.59456454,0.90313147,0.02154340,1.01216259
-5.74187094,3.00524276,0.00519302,0.43076814,1.57597239,0.88813001,0.02061783,0.99143295
-5.73586793,2.94637264,0.00558258,0.41401188,1.55960002,0.87447629,0.01968650,0.97154769
-5.72986493,2.89258122,0.00600884,0.39755509,1.54651226,0.86282940,0.01876858,0.95310464
-5.72386193,2.84579026,0.00647182,0.38170278,1.53772463,0.85381742,0.01788219,0.93667352
-5.71785893,2.80776337,0.00697104,0.36673568,1.53417266,0.84801893,0.01704387,0.92277822
-5.71185593,2.78005450,0.00750548,0.35290265,1.53668481,0.84594635,0.01626826,0.91188129
-5.70585293,2.76396551,0.00807360,0.34041465,1.54596030,0.84803172,0.01556777,0.90437130
-5.69984992,2.76051434,0.00867333,0.32944038,1.56255217,0.85461553,0.01495237,0.90055346
-5.69384692,2.77041450,0.00930210,0.32010392,1.58685632,0.86593873,0.01442950,0.90064376
-5.68784392,2.79406608,0.00995689,0.31248407,1.61910605,0.88213819,0.01400406,0.90476661
-5.68184092,2.83155767,0.01063425,0.30661551,1.65937223,0.90324555,0.01367846,0.91295587
-5.67583792,2.88267829,0.01133040,0.30249141,1.70756803,0.92918913,0.01345278,0.92515884
-5.66983492,2.94693769,0.01204122,0.30006733,1.76345775,0.95979881,0.01332497,0.94124269
-5.66383192,3.02359330,0.01276238,0.29926609,1.82666851,0.99481315,0.01329106,0.96100281
-5.65782891,3.11168174,0.01348930,0.29998319,1.89670379,1.03388845,0.01334550,0.98417228
-5.65182591,3.21005289,0.01421727,0.30209250,1.97295796,1.07660904,0.01348137,1.01043200
-5.64582291,3.31740451,0.01494142,0.30545193,2.05473066,1.12249834,0.01369073,1.03942062
-5.63981991,3.43231571,0.01565680,0.30990869,2.14124037,1.17103004,0.01396487,1.07074396
-5.63381691,3.55327788,0.01635832,0.31530401,2.23163660,1.22163907,0.01429457,1.10398343
-5.62781391,3.67872201,0.01704084,0.32147705,2.32501030,1.27373190,0.01467033,1.13870313
-5.62181091,3.80704184,0.01769910,0.32826801,2.42040256,1.32669592,0.01508259,1.17445561
-5.61580790,3.93661280,0.01832778,0.33552028,2.51681161,1.37990774,0.01552188,1.21078631
-5.60980490,4.06580685,0.01892152,0.34308184,2.61319859,1.43274048,0.01597897,1.24723678
-5.60380190,4.19300413,0.01947490,0.35080579,2.70849266,1.48456998,0.01644498,1.28334706
-5.59779890,4.31660226,0.01998254,0.35855037,2.80159609,1.53478026,0.01691147,1.31865761
-5.59179590,4.43502437,0.02043912,0.36617851,2.89139005,1.58276842,0.01737048,1.35271110
-5.58579290,4.54672737,0.02083947,0.37355720,2.97674197,1.62794936,0.01781465,1.38505460
-5.57978989,4.65021146,0.02117869,0.38055683,3.05651488,1.66976057,0.01823718,1.41524257
-5.57378689,4.74403210,0.02145223,0.38705079,3.12957949,1.70766739,0.01863192,1.44284095
-5.56778389,4.82681529,0.02165605,0.39291537,3.19482915,1.74116896,0.01899344,1.46743255
-5.56178089,4.89727658,0.02178675,0.39803018,3.25119787,1.76980511,0.01931701,1.48862399
-5.55577789,4.95424413,0.02184171,0.40227924,3.29768112,1.79316423,0.01959870,1.50605396
-5.54977489,4.99668528,0.02181927,0.40555258,3.33335914,1.81089204,0.01983545,1.51940282
-5.54377189,5.02373606,0.02171880,0.40774846,3.35742170,1.82270129,0.02002512,1.52840297
-5.53776888,5.03473238,0.02154084,0.40877613,3.36919374,1.82838171,0.02016658,1.53284975
-5.53176588,5.02924132,0.02128718,0.40855887,3.36816044,1.82781019,0.02025979,1.53261213
-5.52576288,5.00709077,0.02096094,0.40703729,3.35399055,1.82096029,0.02030583,1.52764257
-5.51975988,4.96839530,0.02056651,0.40417246,3.32655666,1.80791066,0.02030704,1.51798541
-5.51375688,4.91357633,0.02010957,0.39994892,3.28595104,1.78885158,0.02026696,1.50378293
-5.50775388,4.84337449,0.01959699,0.39437705,3.23249585,1.76408902,0.02019040,1.48527869
-5.50175088,4.75885260,0.01903671,0.38749484,3.16674681,1.73404558,0.02008340,1.46281741
-5.49574787,4.66138774,0.01843755,0.37936869,3.08948945,1.69925783,0.01995314,1.43684106
-5.48974487,4.55265170,0.01780903,0.37009322,3.00172764,1.66036957,0.01980787,1.40788096
-5.48374187,4.43457943,0.01716108,0.35979000,2.90466438,1.61812108,0.01965666,1.37654590
-5.47773887,4.30932585,0.01650385,0.34860517,2.79967515,1.57333405,0.01950927,1.34350646
-5.47173587,4.17921209,0.01584733,0.33670593,2.68827471,1.52689284,0.01937581,1.30947591
-5.46573287,4.04666276,0.01520119,0.32427623,2.57207834,1.47972221,0.01926648,1.27518845
-5.45972986,3.91413656,0.01457439,0.31151161,2.45275912,1.43276253,0.01919119,1.24137555
-5.45372686,3.78405280,0.01397502,0.29861349,2.33200283,1.38694314,0.01915919,1.20874132
-5.44772386,3.65871702,0.01341005,0.28578328,2.21146233,1.34315504,0.01917873,1.17793805
-5.44172086,3.54024884,0.01288516,0.27321641,2.09271338,1.30222399,0.01925662,1.14954294
-5.43571786,3.43051519,0.01240460,0.26109665,1.97721362,1.26488522,0.01939794,1.12403716
-5.42971486,3.33107212,0.01197116,0.24959100,1.86626646,1.23176074,0.01960570,1.10178828
-5.42371186,3.24311765,0.01158612,0.23884532,1.76099126,1.20334051,0.01988059,1.08303675
-5.41770885,3.16745794,0.01124936,0.22898091,1.66230089,1.17996807,0.02022079,1.06788735
-5.41170585,3.10448828,0.01095940,0.22009213,1.57088745,1.16183150,0.02062188,1.05630587
-5.40570285,3.05418963,0.01071363,0.21224524,1.48721637,1.14895997,0.02107684,1.04812126
-5.39969985,3.01614091,0.01050847,0.20547826,1.41152878,1.14122612,0.02157613,1.04303327
-5.39369685,2.98954603,0.01033963,0.19980200,1.34385175,1.13835397,0.02210789,1.04062511
-5.38769385,2.97327459,0.01020239,0.19520191,1.28401538,1.13993217,0.02265821,1.04038065
-5.38169085,2.96591378,0.01009188,0.19164083,1.23167569,1.14543170,0.02321157,1.04170528
-5.37568784,2.96582927,0.01000333,0.18906227,1.18634193,1.15422730,0.02375120,1.04394963
-5.36968484,2.97123185,0.00993235,0.18739395,1.14740678,1.16562150,0.02425969,1.04643486
-5.36368184,2.98024691,0.00987516,0.18655165,1.11417793,1.17887024,0.02471946,1.04847857
-5.35767884,2.99098352,0.00982880,0.18644278,1.08590958,1.19320882,0.02511340,1.04942003
-5.35167584,3.00160015,0.00979123,0.18696986,1.06183245,1.20787711,0.02542540,1.04864388
-5.34567284,3.01036442,0.00976146,0.18803343,1.04118121,1.22214306,0.02564087,1.04560108
-5.33966983,3.01570458,0.00973957,0.18953459,1.02321837,1.23532343,0.02574729,1.03982648
-5.33366683,3.01625111,0.00972664,0.19137683,1.00725399,1.24680136,0.02573457,1.03095237
-5.32766383,3.01086738,0.00972470,0.19346739,0.99266090,1.25604004,0.02559540,1.01871757
-5.32166083,2.99866893,0.00973651,0.19571807,0.97888532,1.26259242,0.02532550,1.00297199
-5.31565783,2.97903164,0.00976543,0.19804561,0.96545316,1.26610689,0.02492371,0.98367666
-5.30965483,2.95158942,0.00981512,0.20037177,0.95197223,1.26632924,0.02439201,0.96089948
-5.30365183,2.91622284,0.00988927,0.20262321,0.93813118,1.26310118,0.02373543,0.93480732
-5.29764882,2.87304028,0.00999132,0.20473144,0.92369569,1.25635610,0.02296184,0.90565485
-5.29164582,2.82235336,0.01012418,0.20663285,0.90850282,1.24611265,0.02208163,0.87377107
-5.28564282,2.76464885,0.01028993,0.20826896,0.89245406,1.23246684,0.02110737,0.83954408
-5.27963982,2.70055876,0.01048957,0.20958709,0.87550813,1.21558336,0.02005337,0.80340518
-5.27363682,2.63083065,0.01072286,0.21054143,0.85767375,1.19568671,0.01893520,0.76581279
-5.26763382,2.55629949,0.01098812,0.21109446,0.83900313,1.17305263,0.01776919,0.72723711
-5.26163082,2.47786245,0.01128216,0.21121889,0.81958647,1.14800025,0.01657195,0.68814608
-5.25562781,2.39645735,0.01160030,0.21089978,0.79954749,1.12088518,0.01535993,0.64899307
-5.24962481,2.31304517,0.01193640,0.21013696,0.77904020,1.09209359,0.01414897,0.61020676
-5.24362181,2.22859675,0.01228298,0.20894750,0.75824658,1.06203722,0.01295390,0.57218326
-5.23761881,2.14408328,0.01263148,0.20736807,0.73737517,1.03114916,0.01178831,0.53528072
-5.23161581,2.06047002,0.01297247,0.20545707,0.71665993,0.99988010,0.01066424,0.49981621
-5.22561281,1.97871244,0.01329601,0.20329627,0.69635939,0.96869473,0.00959204,0.46606477
-5.21960980,1.89975389,0.01359197,0.20099201,0.67675532,0.93806799,0.00858031,0.43426024
-5.21360680,1.82452387,0.01385043,0.19867556,0.65815086,0.90848083,0.00763585,0.40459770
-5.20760380,1.75393602,0.01406206,0.19650278,0.64086773,0.88041525,0.00676373,0.37723697
-5.20160080,1.68888511,0.01421847,0.19465292,0.62524225,0.85434856,0.00596737,0.35230686
-5.19559780,1.63024251,0.01431252,0.19332649,0.61162017,0.83074669,0.00524868,0.32990982
-5.18959480,1.57884976,0.01433869,0.19274237,0.60035024,0.81005676,0.00460829,0.31012647
-5.18359180,1.53551024,0.01429322,0.19313399,0.59177670,0.79269902,0.00404567,0.29301997
-5.17758879,1.50097900,0.01417429,0.19474490,0.58623085,0.77905846,0.00355942,0.27863975
-5.17158579,1.47595107,0.01398215,0.19782362,0.58402193,0.76947648,0.00314740,0.26702458
-5.16558279,1.46104878,0.01371907,0.20261802,0.58542783,0.76424296,0.00280698,0.25820480
-5.15957979,1.45680858,0.01338928,0.20936924,0.59068584,0.76358905,0.00253520,0.25220368
-5.15357679,1.46366800,0.01299882,0.21830549,0.59998389,0.76768123,0.00232895,0.24903798
-5.14757379,1.48195338,0.01255537,0.22963553,0.61345277,0.77661667,0.00218505,0.24871767
-5.14157079,1.51186880,0.01206793,0.24354236,0.63115941,0.79042030,0.00210038,0.25124498
-5.13556778,1.55348669,0.01154652,0.26017689,0.65310178,0.80904362,0.00207197,0.25661291
-5.12956478,1.60674051,0.01100190,0.27965193,0.67920546,0.83236521,0.00209699,0.26480326
-5.12356178,1.67141953,0.01044517,0.30203661,0.70932203,0.86019293,0.00217278,0.27578436
-5.11755878,1.74716595,0.00988745,0.32735130,0.74322937,0.89226755,0.00229683,0.28950869
-5.11155578,1.83347417,0.00933956,0.35556317,0.78063385,0.92826760,0.00246672,0.30591040
-5.10555278,1.92969230,0.00881168,0.38658262,0.82117429,0.96781518,0.00268008,0.32490292
-5.09954977,2.03502568,0.00831313,0.42026063,0.86442758,1.01048231,0.00293451,0.34637681
-5.09354677,2.14854233,0.00785211,0.45638727,0.90991569,1.05579779,0.00322747,0.37019776
-5.08754377,2.26918030,0.00743552,0.49469145,0.95711402,1.10325416,0.00355620,0.39620516
-5.08154077,2.39575698,0.00706885,0.53484211,1.00546065,1.15231465,0.00391767,0.42421098
-5.07553777,2.52698037,0.00675606,0.57645096,1.05436646,1.20242016,0.00430842,0.45399933
-5.06953477,2.66146260,0.00649960,0.61907691,1.10322573,1.25299626,0.00472456,0.48532670
-5.06353177,2.79773597,0.00630038,0.66223221,1.15142716,1.30346033,0.00516170,0.51792292
-5.05752876,2.93427174,0.00615785,0.70539033,1.19836499,1.35322894,0.00561491,0.55149311
-5.05152576,3.06950203,0.00607010,0.74799563,1.24345014,1.40172593,0.00607873,0.58572057
-5.04552276,3.20184508,0.00603401,0.78947453,1.28612126,1.44839117,0.00654719,0.62027074
-5.03951976,3.32973392,0.00604538,0.82924820,1.32585533,1.49269033,0.00701388,0.65479634
-5.03351676,3.45164847,0.00609917,0.86674637,1.36217801,1.53412583,0.00747204,0.68894352
-5.02751376,3.56615069,0.00618969,0.90142196,1.39467324,1.57224887,0.00791464,0.72235923
-5.02151076,3.67192222,0.00631083,0.93276612,1.42299226,1.60667256,0.00833458,0.75469948
-5.01550775,3.76780368,0.00645632,0.96032322,1.44686160,1.63708587,0.00872484,0.78563839
-5.00950475,3.85283436,0.00661995,0.98370527,1.46609011,1.66326794,0.00907865,0.81487775
-5.00350175,3.92629098,0.00679583,1.00260524,1.48057466,1.68510227,0.00938966,0.84215687
-4.99749875,3.98772367,0.00697863,1.01680870,1.49030439,1.70259001,0.00965220,0.86726208
-4.99149575,4.03698752,0.00716374,1.02620333,1.49536334,1.71586171,0.00986140,0.89003573
-4.98549275,4.07426773,0.00734753,1.03078584,1.49593117,1.72518648,0.01001339,0.91038396
-4.97948974,4.10009660,0.00752742,1.03066582,1.49228193,1.73097790,0.01010541,0.92828295
-4.97348674,4.11536063,0.00770207,1.02606640,1.48478073,1.73379582,0.01013596,0.94378311
-4.96748374,4.12129654,0.00787143,1.01732132,1.47387814,1.73434337,0.01010485,0.95701081
-4.96148074,4.11947503,0.00803675,1.00486866,1.46010245,1.73345871,0.01001319,0.96816740
-4.95547774,4.11177207,0.00820054,0.98924099,1.44404980,1.73210114,0.00986343,0.97752530
-4.94947474,4.10032748,0.00836656,0.97105248,1.42637228,1.73133171,0.00965926,0.98542099
-4.94347174,4.08749180,0.00853964,0.95098306,1.40776425,1.73228834,0.00940549,0.99224515
-4.93746873,4.07576234,0.00872555,0.92976035,1.38894709,1.73615611,0.00910794,0.99843009
-4.93146573,4.06771048,0.00893075,0.90813967,1.37065287,1.74413346,0.00877323,1.00443473
-4.92546273,4.06590223,0.00916222,0.88688299,1.35360709,1.75739522,0.00840858,1.01072785
-4.91945973,4.07281503,0.00942715,0.86673741,1.33851117,1.77705390,0.00802163,1.01777008
-4.91345673,4.09075337,0.00973271,0.84841383,1.32602488,1.80412034,0.00762015,1.02599539
-4.90745373,4.12176672,0.01008574,0.83256662,1.31674939,1.83946541,0.00721192,1.03579284
-4.90145073,4.16757254,0.01049253,0.81977483,1.31121126,1.88378416,0.00680444,1.04748935
-4.89544772,4.22948775,0.01095856,0.81052565,1.30984776,1.93756379,0.00640481,1.06133433
-4.88944472,4.30837104,0.01148828,0.80520048,1.31299411,2.00105704,0.00601959,1.07748677
-4.88344172,4.40457877,0.01208497,0.80406415,1.32087274,2.07426189,0.00565466,1.09600553
-4.87743872,4.51793614,0.01275054,0.80725753,1.33358515,2.15690883,0.00531518,1.11684322
-4.87143572,4.64772519,0.01348552,0.81479371,1.35110647,2.24845627,0.00500552,1.13984410
-4.86543272,4.79269026,0.01428896,0.82655783,1.37328300,2.34809461,0.00472934,1.16474618
-4.85942971,4.95106121,0.01515844,0.84231047,1.39983287,2.45475904,0.00448955,1.19118745
-4.85342671,5.12059379,0.01609016,0.86169453,1.43034999,2.56715099,0.00428844,1.21871623
-4.84742371,5.29862608,0.01707896,0.88424524,1.46431122,2.68376762,0.00412775,1.24680513
-4.84142071,5.48214931,0.01811852,0.90940307,1.50108674,2.80293860,0.00400876,1.27486825
-4.83541771,5.66789071,0.01920142,0.93652908,1.53995357,2.92286899,0.00393243,1.30228091
-4.82941471,5.85240575,0.02031939,0.96492227,1.58011191,3.04168697,0.00389950,1.32840123
-4.82341171,6.03217668,0.02146340,0.99383846,1.62070404,3.15749469,0.00391058,1.35259256
-4.81740870,6.20371391,0.02262393,1.02251015,1.66083534,3.26842065,0.00396621,1.37424613
-4.81140570,6.36365683,0.02379107,1.05016682,1.69959696,3.37267160,0.00406696,1.39280276
-4.80540270,6.50887048,0.02495472,1.07605514,1.73608949,3.46858221,0.00421341,1.40777286
-4.79939970,6.63653468,0.02610475,1.09945856,1.76944695,3.55466060,0.00440615,1.41875405
-4.79339670,6.74422229,0.02723109,1.11971578,1.79886036,3.62962802,0.00464574,1.42544539
-4.78739370,6.82996409,0.02832388,1.13623745,1.82360012,3.69245118,0.00493261,1.42765794
-4.78139070,6.89229760,0.02937356,1.14852093,1.84303633,3.74236599,0.00526699,1.42532104
-4.77538769,6.93029838,0.03037090,1.15616240,1.85665637,3.77889177,0.00564873,1.41848413
-4.76938469,6.94359265,0.03130712,1.15886621,1.86407894,3.80183541,0.00607719,1.40731410
-4.76338169,6.93235100,0.03217388,1.15645101,1.86506405,3.81128543,0.00655105,1.39208813
-4.75737869,6.89726355,0.03296331,1.14885264,1.85951842,3.80759626,0.00706817,1.37318260
-4.75137569,6.83949795,0.03366808,1.13612356,1.84749597,3.79136356,0.00762545,1.35105828
-4.74537269,6.76064205,0.03428141,1.11842890,1.82919346,3.76339169,0.00821869,1.32624261
-4.73936968,6.66263392,0.03479707,1.09603925,1.80494113,3.72465504,0.00884253,1.29930978
-4.73336668,6.54768218,0.03520947,1.06932048,1.77518894,3.67625490,0.00949039,1.27085934
-4.72736368,6.41818037,0.03551368,1.03872076,1.74048878,3.61937398,0.01015452,1.24149439
-4.72136068,6.27661878,0.03570549,1.00475550,1.70147341,3.55523064,0.01082602,1.21180008
-4.71535768,6.12549777,0.03578150,0.96799055,1.65883305,3.48503496,0.01149501,1.18232336
-4.70935468,5.96724591,0.03573920,0.92902431,1.61329056,3.40994851,0.01215078,1.15355476
-4.70335168,5.80414638,0.03557706,0.88846952,1.56557635,3.33104963,0.01278211,1.12591282
-4.69734867,5.63827444,0.03529459,0.84693526,1.51640402,3.24930543,0.01337747,1.09973187
-4.69134567,5.47144811,0.03489246,0.80500982,1.46644784,3.16555171,0.01392543,1.07525343
-4.68534267,5.30519354,0.03437257,0.76324525,1.41632293,3.08048110,0.01441495,1.05262158
-4.67933967,5.14072601,0.03373810,0.72214387,1.36656897,2.99463965,0.01483579,1.03188235
-4.67333667,4.97894628,0.03299355,0.68214736,1.31763806,2.90843147,0.01517886,1.01298710
-4.66733367,4.82045178,0.03214475,0.64362871,1.26988706,2.82213062,0.01543652,0.99579953
-4.66133067,4.66556102,0.03119884,0.60688720,1.22357461,2.73589907,0.01560290,0.98010616
-4.65532766,4.51434934,0.03016421,0.57214646,1.17886274,2.64980946,0.01567413,0.96562946
-4.64932466,4.36669336,0.02905042,0.53955553,1.13582275,2.56387091,0.01564849,0.95204330
-4.64332166,4.22232154,0.02786806,0.50919267,1.09444480,2.47805632,0.01552653,0.93898988
-4.63731866,4.08086771,0.02662860,0.48107161,1.05465063,2.39232944,0.01531104,0.92609732
-4.63131566,3.94192474,0.02534422,0.45514970,1.01630850,2.30667012,0.01500702,0.91299742
-4.62531266,3.80509555,0.02402757,0.43133753,0.97924949,2.22109650,0.01462152,0.89934253
-4.61930965,3.67003887,0.02269159,0.40950948,0.94328427,2.13568279,0.01416338,0.88482102
-4.61330665,3.53650771,0.02134927,0.38951446,0.90821941,2.05057204,0.01364298,0.86917078
-4.60730365,3.40437892,0.02001342,0.37118656,0.87387239,1.96598321,0.01307189,0.85219002
-4.60130065,3.27367280,0.01869647,0.35435484,0.84008473,1.88221258,0.01246254,0.83374528
-4.59529765,3.14456215,0.01741026,0.33885213,0.80673249,1.79962941,0.01182775,0.81377611
-4.58929465,3.01737107,0.01616590,0.32452218,0.77373394,1.71866659,0.01118044,0.79229660
-4.58329165,2.89256405,0.01497361,0.31122532,0.74105411,1.63980685,0.01053320,0.76939364
-4.57728864,2.77072644,0.01384262,0.29884219,0.70870627,1.56356544,0.00989795,0.74522223
-4.57128564,2.65253809,0.01278111,0.28727577,0.67675043,1.49047059,0.00928567,0.71999816
-4.56528264,2.53874173,0.01179618,0.27645175,0.64528929,1.42104259,0.00870615,0.69398852
-4.55927964,2.43010849,0.01089388,0.26631740,0.61446209,1.35577306,0.00816776,0.66750065
-4.55327664,2.32740247,0.01007923,0.25683925,0.58443678,1.29510528,0.00767739,0.64087011
-4.54727364,2.23134653,0.00935636,0.24799991,0.55540128,1.23941678,0.00724032,0.61444827
-4.54127064,2.14259136,0.00872855,0.23979434,0.52755437,1.18900502,0.00686027,0.58859024
-4.53526763,2.06168929,0.00819844,0.23222588,0.50109677,1.14407699,0.00653941,0.56364361
-4.52926463,1.98907441,0.00776811,0.22530240,0.47622300,1.10474302,0.00627849,0.53993860
-4.52326163,1.92504972,0.00743932,0.21903285,0.45311433,1.07101524,0.00607697,0.51777990
-4.51725863,1.86978178,0.00721360,0.21342436,0.43193337,1.04281054,0.00593321,0.49744050
-4.51125563,1.82330295,0.00709242,0.20848010,0.41282014,1.01995794,0.00584459,0.47915763
-4.50525263,1.78552064,0.00707733,0.20419790,0.39589000,1.00220967,0.00580782,0.46313081
-4.49924962,1.75623264,0.00717006,0.20056977,0.38123315,0.98925556,0.00581903,0.44952179
-4.49324662,1.73514745,0.00737255,0.19758206,0.36891562,0.98073978,0.00587401,0.43845620
-4.48724362,1.72190796,0.00768702,0.19521634,0.35898139,0.97627902,0.00596840,0.43002646
-4.48124062,1.71611690,0.00811590,0.19345066,0.35145535,0.97548124,0.00609777,0.42429556
-4.47523762,1.71736227,0.00866174,0.19226117,0.34634662,0.97796389,0.00625777,0.42130131
-4.46923462,1.72524124,0.00932713,0.19162374,0.34365196,0.98337080,0.00644422,0.42106052
-4.46323162,1.73938074,0.01011444,0.19151554,0.34335873,0.99138678,0.00665314,0.42357268
-4.45722861,1.75945371,0.01102562,0.19191622,0.34544725,1.00174935,0.00688077,0.42882288
-4.45122561,1.78518985,0.01206189,0.19280878,0.34989205,1.01425692,0.00712354,0.43678359
-4.44522261,1.81638030,0.01322345,0.19417986,0.35666215,1.02877320,0.00737807,0.44741523
-4.43921961,1.85287600,0.01450914,0.19601941,0.36572000,1.04522754,0.00764108,0.46066531
-4.43321661,1.89457982,0.01591610,0.19831983,0.37701933,1.06361130,0.00790934,0.47646641
-4.42721361,1.94143297,0.01743944,0.20107459,0.39050187,1.08397037,0.00817959,0.49473302
-4.42121061,1.99339649,0.01907195,0.20427641,0.40609329,1.10639437,0.00844847,0.51535747
-4.41520760,2.05042899,0.02080389,0.20791507,0.42369860,1.13100286,0.00871248,0.53820545
-4.40920460,2.11246180,0.02262279,0.21197514,0.44319726,1.15792933,0.00896794,0.56311135
-4.40320160,2.17937311,0.02451336,0.21643373,0.46443863,1.18730373,0.00921095,0.58987393
-4.39719860,2.25096257,0.02645754,0.22125834,0.48723784,1.21923427,0.00943743,0.61825271
-4.39119560,2.32692782,0.02843459,0.22640516,0.51137274,1.25378943,0.00964315,0.64796546
-4.38519260,2.40684447,0.03042134,0.23181779,0.53658204,1.29098094,0.00982380,0.67868721
-4.37918959,2.49015073,0.03239253,0.23742663,0.56256512,1.33074874,0.00997508,0.71005099
-4.37318659,2.57613797,0.03432126,0.24314889,0.58898360,1.37294850,0.01009281,0.74165043
-4.36718359,2.66394782,0.03617957,0.24888944,0.61546475,1.41734262,0.01017311,0.77304453
-4.36118059,2.75257670,0.03793904,0.25454228,0.64160693,1.46359520,0.01021245,0.80376433
-4.35517759,2.84088788,0.03957150,0.25999284,0.66698681,1.51127152,0.01020789,0.83332152
-4.34917459,2.92763114,0.04104975,0.26512085,0.69116833,1.55984231,0.01015715,0.86121876
-4.34317159,3.01146966,0.04234831,0.26980371,0.71371299,1.60869303,0.01005876,0.88696132
-4.33716858,3.09101344,0.04344414,0.27392031,0.73419126,1.65713798,0.00991215,0.91006971
-4.33116558,3.16485830,0.04431731,0.27735506,0.75219456,1.70443914,0.00971771,0.93009292
-4.32516258,3.23162918,0.04495159,0.28000194,0.76734752,1.74982899,0.00947685,0.94662156
-4.31915958,3.29002616,0.04533499,0.28176848,0.77931978,1.79253685,0.00919199,0.95930072
-4.31315658,3.33887156,0.04546012,0.28257943,0.78783706,1.83181755,0.00886651,0.96784171
-4.30715358,3.37715608,0.04532446,0.28237992,0.79269092,1.86698154,0.00850472,0.97203242
