energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-3.36468234,3.48336264,0.14243357,0.57446257,0.00092048,1.48411941,0.01230348,0.92036543,2.34863886,0.32626047
-3.35867934,3.17668562,0.12712817,0.52384808,0.00084808,1.35612245,0.01129739,0.83666681,2.14402404,0.29798861
-3.35267634,2.87857594,0.11298408,0.47468043,0.00077601,1.23096152,0.01030407,0.75605399,1.94446136,0.27038031
-3.34667334,2.59169145,0.09996725,0.42738782,0.00070519,1.10991717,0.00933468,0.67907679,1.75188928,0.24371064
-3.34067034,2.31831310,0.08804671,0.38234015,0.00063642,0.99408536,0.00839919,0.60621040,1.56796570,0.21821494
-3.33466733,2.06031358,0.07719261,0.33984335,0.00057040,0.88436574,0.00750614,0.53784530,1.39404895,0.19408622
-3.32866433,1.81914388,0.06737503,0.30013681,0.00050773,0.78145724,0.00666257,0.47428211,1.23119066,0.17147428
-3.32266133,1.59583683,0.05856346,0.26339375,0.00044887,0.68586067,0.00587397,0.41573125,1.08013963,0.15048621
-3.31665833,1.39102577,0.05072688,0.22972415,0.00039418,0.59788737,0.00514428,0.36231697,0.94135567,0.13118842
-3.31065533,1.20497621,0.04383451,0.19918013,0.00034389,0.51767312,0.00447599,0.31408507,0.81503162,0.11360964
-3.30465233,1.03762791,0.03785701,0.17176308,0.00029814,0.44519604,0.00387025,0.27101382,0.70112205,0.09774494
-3.29864932,0.88864477,0.03276818,0.14743229,0.00025697,0.38029748,0.00332706,0.23302731,0.59937666,0.08356032
-3.29264632,0.75746976,0.02854698,0.12611458,0.00022034,0.32270470,0.00284541,0.20001049,0.50937666,0.07099779
-3.28664332,0.64338239,0.02517981,0.10771445,0.00018816,0.27205424,0.00242357,0.17182516,0.43057242,0.05998051
-3.28064032,0.54555633,0.02266303,0.09212444,0.00016029,0.22791506,0.00205919,0.14832643,0.36232074,0.05041797
-3.27463732,0.46311524,0.02100543,0.07923527,0.00013654,0.18981072,0.00174961,0.12937883,0.30392063,0.04221085
-3.26863432,0.39518495,0.02023079,0.06894548,0.00011672,0.15723973,0.00149200,0.11487166,0.25464626,0.03525562
-3.26263132,0.34094074,0.02038027,0.06117026,0.00010064,0.12969383,0.00128358,0.10473313,0.21377658,0.02944855
-3.25662831,0.29964853,0.02151460,0.05584936,0.00008811,0.10667375,0.00112174,0.09894278,0.18062068,0.02468919
-3.25062531,0.27069931,0.02371590,0.05295377,0.00007898,0.08770235,0.00100421,0.09754182,0.15453893,0.02088330
-3.24462231,0.25363621,0.02708908,0.05249101,0.00007309,0.07233507,0.00092918,0.10064118,0.13495947,0.01794505
-3.23861931,0.24817383,0.03176263,0.05450901,0.00007036,0.06016786,0.00089535,0.10842678,0.12139015,0.01579870
-3.23261631,0.25420970,0.03788871,0.05909832,0.00007072,0.05084266,0.00090198,0.12116186,0.11342622,0.01437967
-3.22661331,0.27182774,0.04564237,0.06639255,0.00007415,0.04405075,0.00094896,0.13918605,0.11075368,0.01363506
-3.22061031,0.30129360,0.05521980,0.07656699,0.00008068,0.03953408,0.00103676,0.16291095,0.11314891,0.01352366
-3.21460730,0.34304214,0.06683547,0.08983525,0.00009035,0.03708507,0.00116641,0.19281206,0.12047464,0.01401552
-3.20860430,0.39765695,0.08071805,0.10644382,0.00010325,0.03654488,0.00133945,0.22941688,0.13267273,0.01509120
-3.20260130,0.46584235,0.09710510,0.12666456,0.00011949,0.03780059,0.00155783,0.27328918,0.14975404,0.01674057
-3.19659830,0.54838814,0.11623649,0.15078509,0.00013919,0.04078129,0.00182380,0.32500949,0.17178573,0.01896145
-3.19059530,0.64612770,0.13834656,0.17909716,0.00016248,0.04545350,0.00213979,0.38515210,0.19887639,0.02175798
-3.18459230,0.75989025,0.16365518,0.21188307,0.00018948,0.05181583,0.00250827,0.45425896,0.23115931,0.02513879
-3.17858929,0.89044839,0.19235793,0.24940061,0.00022027,0.05989316,0.00293154,0.53281101,0.26877437,0.02911519
-3.17258629,1.03846227,0.22461565,0.29186657,0.00025493,0.06973032,0.00341162,0.62119803,0.31184894,0.03369918
-3.16658329,1.20442221,0.26054364,0.33943960,0.00029344,0.08138549,0.00395006,0.71968774,0.36047837,0.03890157
-3.16058029,1.38859164,0.30020117,0.39220284,0.00033577,0.09492329,0.00454774,0.82839563,0.41470660,0.04473017
-3.15457729,1.59095292,0.34358156,0.45014712,0.00038177,0.11040782,0.00520474,0.94725687,0.47450750,0.05118807
-3.14857429,1.81115835,0.39060351,0.51315547,0.00043124,0.12789554,0.00592021,1.07600172,0.53976768,0.05827223
-3.14257129,2.04848903,0.44110425,0.58098983,0.00048386,0.14742839,0.00669221,1.21413616,0.61027139,0.06597222
-3.13656828,2.30182431,0.49483498,0.65328078,0.00053924,0.16902716,0.00751770,1.36092904,0.68568834,0.07426941
-3.13056528,2.56962392,0.55145913,0.72952119,0.00059686,0.19268536,0.00839241,1.51540720,0.76556498,0.08313643
-3.12456228,2.84992519,0.61055387,0.80906442,0.00065615,0.21836373,0.00931093,1.67635965,0.84931997,0.09253706
-3.11855928,3.14035662,0.67161511,0.89112778,0.00071642,0.24598572,0.01026673,1.84235147,0.93624422,0.10242656
-3.11255628,3.43816877,0.73406613,0.97480153,0.00077691,0.27543404,0.01125225,2.01174776,1.02550603,0.11275236
-3.10655328,3.74028260,0.79726977,1.05906366,0.00083681,0.30654862,0.01225910,2.18274748,1.11616138,0.12345517
-3.10055028,4.04335444,0.86054396,1.14280028,0.00089527,0.33912597,0.01327822,2.35342632,1.20716931,0.13447036
-3.09454727,4.34385574,0.92318014,1.22483113,0.00095144,0.37292020,0.01430017,2.52178746,1.29741230,0.14572964
-3.08854427,4.63816532,0.98446385,1.30393966,0.00100446,0.40764577,0.01531541,2.68581832,1.38572083,0.15716290
-3.08254127,4.92267033,1.04369682,1.37890637,0.00105351,0.44298186,0.01631460,2.84355098,1.47090178,0.16870013
-3.07653827,5.19387209,1.10021959,1.44854448,0.00109786,0.47857838,0.01728895,2.99312397,1.55176922,0.18027320
-3.07053527,5.44849224,1.15343356,1.51173625,0.00113684,0.51406339,0.01823055,3.13284223,1.62717692,0.19181756
-3.06453227,5.68357430,1.20282165,1.56746841,0.00116994,0.54905170,0.01913270,3.26123286,1.69605090,0.20327369
-3.05852926,5.89657607,1.24796642,1.61486529,0.00119674,0.58315431,0.01999025,3.37709359,1.75742089,0.21458803
-3.05252626,6.08544832,1.28856481,1.65321789,0.00121702,0.61598836,0.02079986,3.47953180,1.81044929,0.22571365
-3.04652326,6.24869618,1.32443891,1.68200771,0.00123070,0.64718702,0.02156026,3.56799207,1.85445620,0.23661026
-3.04052026,6.38542012,1.35554199,1.70092411,0.00123788,0.67640908,0.02227251,3.64227086,1.88893961,0.24724384
-3.03451726,6.49533467,1.38195982,1.70987441,0.00123882,0.70334756,0.02294012,3.70251772,1.91358948,0.25758572
-3.02851426,6.57876423,1.40390697,1.70898628,0.00123397,0.72773711,0.02356924,3.74922303,1.92829527,0.26761119
-3.02251126,6.63661624,1.42171851,1.69860242,0.00122390,0.74935982,0.02416871,3.78319301,1.93314641,0.27729789
-3.01650825,6.67033360,1.43583746,1.67926771,0.00120933,0.76804904,0.02475014,3.80551346,1.92842563,0.28662380
-3.01050525,6.68182888,1.44679878,1.65170967,0.00119108,0.78369125,0.02532791,3.81750433,1.91459552,0.29556532
-3.00450225,6.67340402,1.45521052,1.61681318,0.00117005,0.79622574,0.02591918,3.82066735,1.89227887,0.30409529
-2.99849925,6.64765966,1.46173326,1.57559077,0.00114717,0.80564237,0.02654381,3.81662967,1.86223370,0.31218124
-2.99249625,6.60739873,1.46705855,1.52914987,0.00112342,0.81197737,0.02722427,3.80708611,1.82532429,0.31978410
-2.98649325,6.55552901,1.47188743,1.47865855,0.00109973,0.81530767,0.02798554,3.79374281,1.78248929,0.32685722
-2.98049025,6.49496889,1.47690974,1.42531130,0.00107701,0.81574404,0.02885491,3.77826464,1.73470868,0.33334616
-2.97448724,6.42856028,1.48278489,1.37029617,0.00105609,0.81342355,0.02986174,3.76222831,1.68297091,0.33918902
-2.96848424,6.35899190,1.49012465,1.31476451,0.00103770,0.80850166,0.03103713,3.74708273,1.62824170,0.34431743
-2.96248124,6.28873506,1.49947819,1.25980423,0.00102246,0.80114467,0.03241354,3.73411741,1.57143581,0.34865823
-2.95647824,6.21999337,1.51131957,1.20641739,0.00101087,0.79152272,0.03402425,3.72443920,1.51339298,0.35213575
-2.95047524,6.15466668,1.52603769,1.15550228,0.00100329,0.77980387,0.03590267,3.71895706,1.45485885,0.35467449
-2.94447224,6.09432875,1.54392839,1.10784033,0.00099994,0.76614950,0.03808162,3.71837420,1.39647134,0.35620219
-2.93846923,6.04021733,1.56518873,1.06408751,0.00100090,0.75071119,0.04059233,3.72318630,1.33875303,0.35665309
-2.93246623,5.99323487,1.58991291,1.02476988,0.00100613,0.73362927,0.04346338,3.73368471,1.28210915,0.35597117
-2.92646323,5.95395773,1.61808987,0.99028286,0.00101546,0.71503280,0.04671945,3.74996309,1.22683106,0.35411321
-2.92046023,5.92265161,1.64960219,0.96089337,0.00102863,0.69504111,0.05038005,3.77192632,1.17310456,0.35105154
-2.91445723,5.89929106,1.68422633,0.93674448,0.00104527,0.67376636,0.05445805,3.79930053,1.12102211,0.34677626
-2.90845423,5.88358138,1.72163427,0.91786164,0.00106494,0.65131714,0.05895833,3.83164363,1.07059815,0.34129686
-2.90245123,5.87498144,1.76139670,0.90416019,0.00108713,0.62780242,0.06387635,3.86835584,1.02178632,0.33464314
-2.89644822,5.87272676,1.80298805,0.89545362,0.00111128,0.60333580,0.06919693,3.90869045,0.97449752,0.32686536
-2.89044522,5.87585248,1.84579371,0.89146237,0.00113682,0.57803942,0.07489314,3.95176502,0.92861790,0.31803362
-2.88444222,5.88321676,1.88911988,0.89182293,0.00116313,0.55204741,0.08092557,3.99657400,0.88402563,0.30823656
-2.87843922,5.89352510,1.93220633,0.89609744,0.00118959,0.52550846,0.08724188,4.04200337,0.84060589,0.29757934
-2.87243622,5.90535674,1.97424238,0.90378367,0.00121559,0.49858739,0.09377678,4.08684857,0.79826328,0.28618110
-2.86643322,5.91719413,2.01438616,0.91432574,0.00124050,0.47146546,0.10045252,4.12983636,0.75693138,0.27417197
-2.86043022,5.92745651,2.05178709,0.92712568,0.00126374,0.44433959,0.10717991,4.16965149,0.71657910,0.26168983
-2.85442721,5.93453818,2.08561115,0.94155592,0.00128471,0.41742028,0.11385981,4.20496821,0.67721405,0.24887689
-2.84842421,5.93685178,2.11506833,0.95697302,0.00130287,0.39092847,0.12038525,4.23448671,0.63888278,0.23587629
-2.84242121,5.93287600,2.13944147,0.97273227,0.00131769,0.36509146,0.12664387,4.25697363,0.60166841,0.22282885
-2.83641821,5.92120685,2.15811509,0.98820338,0.00132870,0.34013810,0.13252095,4.27130550,0.56568604,0.20987008
-2.83041521,5.90061066,2.17060314,1.00278653,0.00133547,0.31629351,0.13790253,4.27651330,0.53107630,0.19712753
-2.82441221,5.87007655,2.17657409,1.01592869,0.00133760,0.29377345,0.14267892,4.27182611,0.49799769,0.18471854
-2.81840920,5.82886561,2.17587178,1.02713934,0.00133479,0.27277881,0.14674811,4.25671132,0.46661814,0.17274851
-2.81240620,5.77655376,2.16853084,1.03600494,0.00132679,0.25349018,0.15001908,4.23090884,0.43710635,0.16130960
-2.80640320,5.71306521,2.15478512,1.04220159,0.00131343,0.23606293,0.15241494,4.19445688,0.40962327,0.15047984
-2.80040020,5.63869358,2.13506836,1.04550490,0.00129462,0.22062281,0.15387558,4.14770696,0.38431413,0.14032275
-2.79439720,5.55410839,2.11000638,1.04579651,0.00127037,0.20726230,0.15435980,4.09132637,0.36130133,0.13088730
-2.78839420,5.46034498,2.08040043,1.04306672,0.00124079,0.19603779,0.15384680,4.02628682,0.34067840,0.12220815
-2.78239120,5.35877711,2.04720216,1.03741282,0.00120607,0.18696763,0.15233701,3.95383887,0.32250515,0.11430623
-2.77638819,5.25107227,2.01148070,1.02903295,0.00116651,0.18003113,0.14985211,3.87547237,0.30680411,0.10718944
-2.77038519,5.13913088,1.97438311,1.01821556,0.00112249,0.17516856,0.14643426,3.79286416,0.29355838,0.10085353
-2.76438219,5.02501166,1.93708980,1.00532486,0.00107447,0.17228203,0.14214474,3.70781493,0.28271071,0.09528309
-2.75837919,4.91084632,1.90076675,0.99078270,0.00102302,0.17123742,0.13706180,3.62217806,0.27416399,0.09045265
-2.75237619,4.79874754,1.86651679,0.97504790,0.00096873,0.17186709,0.13127807,3.53778356,0.26778286,0.08632769
-2.74637319,4.69071492,1.83533223,0.95859372,0.00091228,0.17397357,0.12489747,3.45636102,0.26339655,0.08286591
-2.74037019,4.58854372,1.80805108,0.94188484,0.00085434,0.17733395,0.11803188,3.37946529,0.26080277,0.08001832
-2.73436718,4.49374137,1.78531919,0.92535492,0.00079565,0.18170502,0.11079771,3.30840894,0.25977253,0.07773058
-2.72836418,4.40745628,1.76756016,0.90938580,0.00073693,0.18682901,0.10331241,3.24420488,0.26005578,0.07594422
-2.72236118,4.33042315,1.75495465,0.89428960,0.00067888,0.19243974,0.09569123,3.18752246,0.26138777,0.07459805
-2.71635818,4.26292782,1.74743026,0.88029457,0.00062221,0.19826912,0.08804423,3.13865932,0.26349593,0.07362957
-2.71035518,4.20479388,1.74466257,0.86753538,0.00056758,0.20405386,0.08047370,3.09753076,0.26610699,0.07297642
-2.70435218,4.15539196,1.74608749,0.85604842,0.00051560,0.20954196,0.07307199,3.06367711,0.26895435,0.07257791
-2.69834917,4.11367139,1.75092430,0.84577227,0.00046688,0.21449915,0.06591997,3.03628891,0.27178522,0.07237649
-2.69234617,4.07821261,1.75820849,0.83655326,0.00042194,0.21871464,0.05908593,3.01424867,0.27436753,0.07231921
-2.68634317,4.04729758,1.76683272,0.82815570,0.00038129,0.22200641,0.05262509,2.99618684,0.27649615,0.07235911
-2.68034017,4.01899450,1.77559400,0.82027629,0.00034540,0.22422548,0.04657954,2.98054932,0.27799829,0.07245638
-2.67433717,3.99125219,1.78324489,0.81256166,0.00031471,0.22525918,0.04097867,2.96567275,0.27873790,0.07257942
-2.66833417,3.96199919,1.78854619,0.80462821,0.00028967,0.22503329,0.03584003,2.94986377,0.27861875,0.07270550
-2.66233117,3.92924232,1.79031857,0.79608301,0.00027070,0.22351286,0.03117039,2.93147821,0.27758616,0.07282124
-2.65632816,3.89115951,1.78749096,0.78654467,0.00025827,0.22070180,0.02696710,2.90899603,0.27562718,0.07292258
-2.65032516,3.84618227,1.77914311,0.77566299,0.00025289,0.21664111,0.02321959,2.88108853,0.27276930,0.07301450
-2.64432216,3.79306360,1.76454084,0.76313654,0.00025509,0.21140599,0.01991089,2.84667440,0.26907768,0.07311021
-2.63831916,3.73092839,1.74316215,0.74872707,0.00026552,0.20510181,0.01701919,2.80496230,0.26465087,0.07323009
-2.63231616,3.65930404,1.71471354,0.73227033,0.00028488,0.19785925,0.01451931,2.75547811,0.25961552,0.07340013
-2.62631316,3.57813046,1.67913582,0.71368271,0.00031399,0.18982869,0.01238404,2.69807605,0.25411989,0.07365022
-2.62031016,3.48774968,1.63659977,0.69296367,0.00035379,0.18117420,0.01058537,2.63293385,0.24832687,0.07401207
-2.61430715,3.38887646,1.58749209,0.67019386,0.00040530,0.17206740,0.00909549,2.56053273,0.24240643,0.07451712
-2.60830415,3.28255222,1.53239283,0.64552950,0.00046970,0.16268130,0.00788765,2.48162410,0.23652815,0.07519435
-2.60230115,3.17008552,1.47204583,0.61919325,0.00054826,0.15318459,0.00693678,2.39718527,0.23085404,0.07606817
-2.59629815,3.05298298,1.40732380,0.59146243,0.00064234,0.14373636,0.00621994,2.30836701,0.22553187,0.07715649
-2.59029515,2.93287456,1.33919015,0.56265538,0.00075339,0.13448169,0.00571660,2.21643626,0.22068955,0.07846913
-2.58429215,2.81143775,1.26865949,0.53311669,0.00088289,0.12554799,0.00540870,2.12271705,0.21643063,0.08000655
-2.57828914,2.69032443,1.19675880,0.50320220,0.00103233,0.11704247,0.00528068,2.02853298,0.21283107,0.08175902
-2.57228614,2.57109441,1.12449108,0.47326461,0.00120314,0.10905048,0.00531922,1.93515407,0.20993758,0.08370642
-2.56628314,2.45515835,1.05280291,0.44364039,0.00139666,0.10163496,0.00551302,1.84375036,0.20776742,0.08581841
-2.56028014,2.34373281,0.98255737,0.41463855,0.00161404,0.09483685,0.00585242,1.75535433,0.20630969,0.08805525
-2.55427714,2.23780857,0.91451286,0.38653161,0.00185619,0.08867629,0.00632900,1.67083325,0.20552797,0.09036910
-2.54827414,2.13813307,0.84930856,0.35954927,0.00212367,0.08315469,0.00693508,1.59087217,0.20536422,0.09270578
-2.54227114,2.04520670,0.78745643,0.33387462,0.00241666,0.07825725,0.00766329,1.51596751,0.20574357,0.09500685
-2.53626813,1.95929190,0.72933954,0.30964297,0.00273482,0.07395599,0.00850609,1.44643057,0.20657985,0.09721203
-2.53026513,1.88043347,0.67521607,0.28694300,0.00307726,0.07021301,0.00945530,1.38239984,0.20778152,0.09926175
-2.52426213,1.80848784,0.62522823,0.26582004,0.00344243,0.06698379,0.01050175,1.32386056,0.20925765,0.10109967
-2.51825913,1.74315890,0.57941502,0.24628088,0.00382813,0.06422042,0.01163486,1.27066972,0.21092361,0.10267519
-2.51225613,1.68403761,0.53772767,0.22829987,0.00423142,0.06187465,0.01284246,1.22258442,0.21270623,0.10394568
-2.50625313,1.63064279,0.50004673,0.21182563,0.00464861,0.05990048,0.01411055,1.17929171,0.21454814,0.10487833
-2.50025013,1.58246054,0.46619962,0.19678805,0.00507533,0.05825640,0.01542328,1.14043797,0.21641103,0.10545167
-2.49424712,1.53898015,0.43597762,0.18310509,0.00550651,0.05690709,0.01676297,1.10565614,0.21827763,0.10565650
-2.48824412,1.49972475,0.40915158,0.17068904,0.00593648,0.05582456,0.01811025,1.07458943,0.22015246,0.10549632
-2.48224112,1.46427527,0.38548558,0.15945189,0.00635909,0.05498876,0.01944436,1.04691056,0.22206108,0.10498715
-2.47623812,1.43228714,0.36474802,0.14930975,0.00676779,0.05438762,0.02074348,1.02233567,0.22404808,0.10415686
-2.47023512,1.40349926,0.34672010,0.14018606,0.00715587,0.05401664,0.02198524,1.00063290,0.22617380,0.10304394
-2.46423212,1.37773569,0.33120137,0.13201361,0.00751656,0.05387805,0.02314723,0.98162551,0.22850992,0.10169586
-2.45822911,1.35490045,0.31801268,0.12473551,0.00784325,0.05397959,0.02420762,0.96519003,0.23113429,0.10016708
-2.45222611,1.33496677,0.30699662,0.11830505,0.00812973,0.05433311,0.02514577,0.95125021,0.23412509,0.09851679
-2.44622311,1.31796173,0.29801599,0.11268476,0.00837031,0.05495291,0.02594283,0.93976748,0.23755472,0.09680652
-2.44022011,1.30394797,0.29095063,0.10784482,0.00856009,0.05585413,0.02658242,0.93072909,0.24148371,0.09509777
-2.43421711,1.29300386,0.28569317,0.10376103,0.00869507,0.05705111,0.02705108,0.92413491,0.24595503,0.09344967
-2.42821411,1.28520351,0.28214419,0.10041250,0.00877235,0.05855591,0.02733880,0.91998393,0.25098895,0.09191691
-2.42221111,1.28059818,0.28020733,0.09777939,0.00879015,0.06037701,0.02743930,0.91826151,0.25657896,0.09054786
-2.41620810,1.27919997,0.27978459,0.09584075,0.00874800,0.06251823,0.02735031,0.91892818,0.26268879,0.08938315
-2.41020510,1.28096894,0.28077251,0.09457271,0.00864665,0.06497804,0.02707365,0.92191065,0.26925083,0.08845460
-2.40420210,1.28580402,0.28305906,0.09394700,0.00848814,0.06774911,0.02661514,0.92709550,0.27616604,0.08778455
-2.39819910,1.29353835,0.28652181,0.09393001,0.00827566,0.07081815,0.02598441,0.93432592,0.28330539,0.08738569
-2.39219610,1.30393876,0.29102714,0.09448230,0.00801351,0.07416615,0.02519459,0.94340132,0.29051284,0.08726120
-2.38619310,1.31670934,0.29643072,0.09555861,0.00770694,0.07776873,0.02426186,0.95407993,0.29760969,0.08740540
-2.38019010,1.33149848,0.30257891,0.09710823,0.00736193,0.08159685,0.02320487,0.96608380,0.30440024,0.08780449
-2.37418709,1.34790880,0.30931107,0.09907583,0.00698507,0.08561756,0.02204418,0.97910585,0.31067836,0.08843776
-2.36818409,1.36550898,0.31646247,0.10140243,0.00658331,0.08979482,0.02080153,0.99281836,0.31623486,0.08927874
-2.36218109,1.38384664,0.32386764,0.10402658,0.00616375,0.09409041,0.01949926,1.00688219,0.32086513,0.09029659
-2.35617809,1.40246144,0.33136371,0.10688559,0.00573344,0.09846470,0.01815957,1.02095613,0.32437690,0.09145734
-2.35017509,1.42089727,0.33879367,0.10991670,0.00529919,0.10287733,0.01680396,1.03470569,0.32659755,0.09272514
-2.34417209,1.43871315,0.34600924,0.11305810,0.00486739,0.10728777,0.01545267,1.04781086,0.32738078,0.09406339
-2.33816908,1.45549188,0.35287314,0.11624978,0.00444387,0.11165564,0.01412419,1.05997230,0.32661229,0.09543557
-2.33216608,1.47084633,0.35926077,0.11943417,0.00403377,0.11594093,0.01283490,1.07091577,0.32421415,0.09680599
-2.32616308,1.48442313,0.36506104,0.12255649,0.00364148,0.12010394,0.01159882,1.08039471,0.32014772,0.09814027
-2.32016008,1.49590387,0.37017657,0.12556492,0.00327056,0.12410522,0.01042740,1.08819087,0.31441505,0.09940563
-2.31415708,1.50500403,0.37452318,0.12841058,0.00292374,0.12790533,0.00932951,1.09411336,0.30705857,0.10057099
-2.30815408,1.51147023,0.37802893,0.13104732,0.00260291,0.13146457,0.00831142,1.09799635,0.29815932,0.10160696
-2.30215108,1.51507642,0.38063270,0.13343156,0.00230920,0.13474287,0.00737695,1.09969597,0.28783366,0.10248574
-2.29614807,1.51561957,0.38228271,0.13552201,0.00204299,0.13769963,0.00652767,1.09908679,0.27622875,0.10318097
-2.29014507,1.51291577,0.38293505,0.13727959,0.00180404,0.14029383,0.00576306,1.09605850,0.26351706,0.10366763
-2.28414207,1.50679725,0.38255238,0.13866740,0.00159151,0.14248438,0.00508090,1.09051326,0.24989017,0.10392204
-2.27813907,1.49711088,0.38110311,0.13965097,0.00140414,0.14423057,0.00447749,1.08236402,0.23555209,0.10392185
-2.27213607,1.48371873,0.37856100,0.14019871,0.00124029,0.14549298,0.00394797,1.07153432,0.22071264,0.10364631
-2.26613307,1.46650055,0.37490537,0.14028257,0.00109806,0.14623442,0.00348668,1.05795952,0.20558089,0.10307660
-2.26013007,1.44535847,0.37012189,0.13987906,0.00097538,0.14642122,0.00308740,1.04158957,0.19035923,0.10219628
-2.25412706,1.42022355,0.36420385,0.13897027,0.00087009,0.14602457,0.00274364,1.02239319,0.17523802,0.10099194
-2.24812406,1.39106373,0.35715391,0.13754532,0.00078006,0.14502195,0.00244885,1.00036304,0.16039121,0.09945378
-2.24212106,1.35789270,0.34898608,0.13560165,0.00070317,0.14339854,0.00219668,0.97552171,0.14597295,0.09757636
-2.23611806,1.32077903,0.33972784,0.13314654,0.00063744,0.14114846,0.00198108,0.94792785,0.13211516,0.09535926
-2.23011506,1.27985475,0.32942217,0.13019855,0.00058103,0.13827583,0.00179649,0.91768201,0.11892628,0.09280763
-2.22411206,1.23532292,0.31812933,0.12678883,0.00053227,0.13479554,0.00163789,0.88493182,0.10649094,0.08993264
-2.21810905,1.18746332,0.30592822,0.12296240,0.00048970,0.13073360,0.00150090,0.84987588,0.09487052,0.08675177
-2.21210605,1.13663613,0.29291725,0.11877919,0.00045206,0.12612716,0.00138177,0.81276618,0.08410453,0.08328885
-2.20610305,1.08328308,0.27921457,0.11431501,0.00041828,0.12102399,0.00127746,0.77390879,0.07421259,0.07957390
-2.20010005,1.02792612,0.26495762,0.10966231,0.00038750,0.11548168,0.00118557,0.73366277,0.06519692,0.07564272
-2.19409705,0.97116368,0.25030220,0.10493084,0.00035904,0.10956634,0.00110436,0.69243731,0.05704507,0.07153627
-2.18809405,0.91366490,0.23542089,0.10024817,0.00033236,0.10335099,0.00103266,0.65068744,0.04973291,0.06729991
-2.18209105,0.85616215,0.22050111,0.09576025,0.00030709,0.09691377,0.00096992,0.60890849,0.04322762,0.06298244
-2.17608804,0.79944251,0.20574287,0.09163186,0.00028298,0.09033591,0.00091607,0.56762977,0.03749059,0.05863505
-2.17008504,0.74433880,0.19135650,0.08804707,0.00025987,0.08369968,0.00087155,0.52740791,0.03248022,0.05431031
-2.16408204,0.69172062,0.17756030,0.08520973,0.00023768,0.07708636,0.00083721,0.48882028,0.02815446,0.05006108
-2.15807904,0.64248609,0.16457848,0.08334385,0.00021640,0.07057439,0.00081430,0.45245886,0.02447317,0.04593961
-2.15207604,0.59755447,0.15263932,0.08269391,0.00019607,0.06423770,0.00080442,0.41892493,0.02140009,0.04199670
-2.14607304,0.55786007,0.14197374,0.08352486,0.00017674,0.05814433,0.00080946,0.38882474,0.01890466,0.03828103
-2.14007004,0.52434719,0.13281420,0.08612177,0.00015848,0.05235542,0.00083160,0.36276615,0.01696350,0.03483870
-2.13406703,0.49796621,0.12539404,0.09078883,0.00014137,0.04692456,0.00087321,0.34135634,0.01556168,0.03171299
-2.12806403,0.47967011,0.11994689,0.09784761,0.00012550,0.04189743,0.00093687,0.32520019,0.01469369,0.02894426
-2.12206103,0.47041104,0.11670643,0.10763412,0.00011093,0.03731192,0.00102525,0.31489903,0.01436428,0.02657009
-2.11605803,0.47113614,0.11590586,0.12049473,0.00009773,0.03319848,0.00114112,0.31104938,0.01458897,0.02462552
-2.11005503,0.48278181,0.11777725,0.13678040,0.00008594,0.02958071,0.00128720,0.31424104,0.01539448,0.02314342
-2.10405203,0.50626576,0.12255041,0.15683939,0.00007562,0.02647626,0.00146617,0.32505408,0.01681876,0.02215489
-2.09804902,0.54247586,0.13045099,0.18100808,0.00006680,0.02389774,0.00168048,0.34405413,0.01891095,0.02168971
-2.09204602,0.59225549,0.14169788,0.20960008,0.00005950,0.02185377,0.00193233,0.37178560,0.02173094,0.02177665
-2.08604302,0.65638487,0.15649950,0.24289358,0.00005377,0.02034997,0.00222351,0.40876239,0.02534867,0.02244376
-2.08004002,0.73555815,0.17504914,0.28111739,0.00004964,0.01938991,0.00255530,0.45545597,0.02984306,0.02371844
-2.07403702,0.83035686,0.19751917,0.32443582,0.00004714,0.01897586,0.00292833,0.51228080,0.03530061,0.02562735
-2.06803402,0.94121978,0.22405434,0.37293316,0.00004635,0.01910938,0.00334246,0.57957731,0.04181345,0.02819607
-2.06203102,1.06841059,0.25476421,0.42659815,0.00004731,0.01979173,0.00379669,0.65759281,0.04947711,0.03144853
-2.05602801,1.21198427,0.28971505,0.48530954,0.00005012,0.02102390,0.00428901,0.74646101,0.05838767,0.03540622
-2.05002501,1.37175389,0.32892140,0.54882319,0.00005488,0.02280653,0.00481639,0.84618095,0.06863856,0.04008708
-2.04402201,1.54725953,0.37233780,0.61676196,0.00006169,0.02513945,0.00537466,0.95659625,0.08031688,0.04550431
-2.03801901,1.73774112,0.41985102,0.68860902,0.00007070,0.02802105,0.00595855,1.07737591,0.09349937,0.05166491
-2.03201601,1.94211728,0.47127321,0.76370546,0.00008204,0.03144744,0.00656167,1.20799760,0.10824806,0.05856814
-2.02601301,2.15897183,0.52633650,0.84125291,0.00009587,0.03541138,0.00717662,1.34773478,0.12460580,0.06620398
-2.02001001,2.38654958,0.58468941,0.92032154,0.00011236,0.03990123,0.00779509,1.49564856,0.14259169,0.07455154
-2.01400700,2.62276283,0.64589541,0.99986380,0.00013167,0.04489971,0.00840802,1.65058531,0.16219671,0.08357762
-2.00800400,2.86520934,0.70943401,1.07873389,0.00015397,0.05038277,0.00900583,1.81118075,0.18337963,0.09323551
-2.00200100,3.11120217,0.77470452,1.15571244,0.00017942,0.05631855,0.00957865,1.97587108,0.20606350,0.10346398
