energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.81390695,3.38679887,0.00361488,0.31446798,0.63652837,0.71531522,0.62745066,1.30550398,1.29185283,0.00000000
-5.80790395,3.49091762,0.00383541,0.32377393,0.65635408,0.74187384,0.64971436,1.33708051,1.33983584,0.00000000
-5.80190095,3.57901067,0.00404544,0.33107571,0.67310353,0.76504168,0.66877087,1.36308757,1.38143744,0.00000000
-5.79589795,3.64973597,0.00424162,0.33623197,0.68652143,0.78446416,0.68432882,1.38314173,1.41604051,0.00000000
-5.78989495,3.70206405,0.00442074,0.33914529,0.69641244,0.79985809,0.69616435,1.39695326,1.44316455,0.00000000
-5.78389195,3.73530884,0.00457984,0.33976524,0.70264733,0.81102037,0.70412742,1.40433451,1.46248050,0.00000000
-5.77788894,3.74914887,0.00471628,0.33809000,0.70516720,0.81783438,0.70814567,1.40520622,1.47382065,0.00000000
-5.77188594,3.74363784,0.00482782,0.33416620,0.70398533,0.82027374,0.70822580,1.39960141,1.47718324,0.00000000
-5.76588294,3.71920400,0.00491269,0.32808711,0.69918679,0.81840344,0.70445238,1.38766663,1.47273164,0.00000000
-5.75987994,3.67663842,0.00496964,0.31998930,0.69092560,0.81237806,0.69698413,1.36966054,1.46078809,0.00000000
-5.75387694,3.61707254,0.00499799,0.31004781,0.67941973,0.80243732,0.68604780,1.34594958,1.44182238,0.00000000
-5.74787394,3.54194593,0.00499761,0.29847023,0.66494413,0.78889911,0.67193015,1.31700099,1.41643597,0.00000000
-5.74187094,3.45296564,0.00496893,0.28548985,0.64782206,0.77215014,0.65496817,1.28337332,1.38534250,0.00000000
-5.73586793,3.35205891,0.00491293,0.27135823,0.62841522,0.75263490,0.63553811,1.24570463,1.34934537,0.00000000
-5.72986493,3.24132100,0.00483106,0.25633750,0.60711300,0.73084304,0.61404384,1.20469883,1.30931362,0.00000000
-5.72386193,3.12296040,0.00472521,0.24069284,0.58432139,0.70729588,0.59090492,1.16111065,1.26615700,0.00000000
-5.71785893,2.99924344,0.00459763,0.22468519,0.56045205,0.68253252,0.56654491,1.11572962,1.22080141,0.00000000
-5.71185593,2.87244026,0.00445086,0.20856473,0.53591179,0.65709596,0.54138044,1.06936370,1.17416549,0.00000000
-5.70585293,2.74477414,0.00428762,0.19256519,0.51109305,0.63151982,0.51581123,1.02282308,1.12713931,0.00000000
-5.69984992,2.61837553,0.00411075,0.17689909,0.48636551,0.60631604,0.49021154,0.97690455,1.08056571,0.00000000
-5.69384692,2.49524218,0.00392312,0.16175428,0.46206919,0.58196384,0.46492317,0.93237706,1.03522474,0.00000000
-5.68784392,2.37720611,0.00372755,0.14729142,0.43850901,0.55890031,0.44025007,0.88996873,0.99182151,0.00000000
-5.68184092,2.26590792,0.00352675,0.13364276,0.41595097,0.53751279,0.41645478,0.85035561,0.95097742,0.00000000
-5.67583792,2.16277854,0.00332328,0.12091185,0.39461993,0.51813305,0.39375641,0.81415251,0.91322472,0.00000000
-5.66983492,2.06902816,0.00311947,0.10917428,0.37469872,0.50103347,0.37233022,0.78190581,0.87900402,0.00000000
-5.66383192,1.98564171,0.00291743,0.09847911,0.35632864,0.48642495,0.35230851,0.75408844,0.84866442,0.00000000
-5.65782891,1.91338022,0.00271900,0.08885104,0.33961089,0.47445652,0.33378272,0.73109678,0.82246575,0.00000000
-5.65182591,1.85278705,0.00252576,0.08029289,0.32460893,0.46521662,0.31680630,0.71324945,0.80058248,0.00000000
-5.64582291,1.80419797,0.00233904,0.07278853,0.31135141,0.45873547,0.30139841,0.70078765,0.78310868,0.00000000
-5.63981991,1.76775409,0.00215992,0.06630575,0.29983542,0.45498877,0.28754787,0.69387683,0.77006362,0.00000000
-5.63381691,1.74341656,0.00198925,0.06079929,0.29002998,0.45390202,0.27521745,0.69260942,0.76139765,0.00000000
-5.62781391,1.73098220,0.00182765,0.05621357,0.28187949,0.45535558,0.26434815,0.69700826,0.75699798,0.00000000
-5.62181091,1.73009933,0.00167557,0.05248537,0.27530707,0.45919002,0.25486328,0.70703045,0.75669415,0.00000000
-5.61580790,1.74028305,0.00153330,0.04954607,0.27021768,0.46521169,0.24667245,0.72257144,0.76026308,0.00000000
-5.60980490,1.76092971,0.00140097,0.04732371,0.26650098,0.47319817,0.23967507,0.74346901,0.76743372,0.00000000
-5.60380190,1.79133023,0.00127860,0.04574462,0.26403392,0.48290371,0.23376364,0.76950707,0.77789116,0.00000000
-5.59779890,1.83068208,0.00116611,0.04473478,0.26268303,0.49406419,0.22882655,0.80041908,0.79128063,0.00000000
-5.59179590,1.87810015,0.00106330,0.04422091,0.26230658,0.50640195,0.22475055,0.83589110,0.80721123,0.00000000
-5.58579290,1.93262651,0.00096994,0.04413123,0.26275646,0.51963004,0.22142282,0.87556441,0.82525978,0.00000000
-5.57978989,1.99323937,0.00088571,0.04439611,0.26388001,0.53345620,0.21873270,0.91903770,0.84497490,0.00000000
-5.57378689,2.05886159,0.00081021,0.04494844,0.26552180,0.54758641,0.21657315,0.96586909,0.86588148,0.00000000
-5.56778389,2.12836895,0.00074303,0.04572396,0.26752538,0.56172814,0.21484190,1.01557784,0.88748580,0.00000000
-5.56178089,2.20059874,0.00068369,0.04666149,0.26973506,0.57559332,0.21344234,1.06764623,0.90928118,0.00000000
-5.55577789,2.27435877,0.00063166,0.04770309,0.27199783,0.58890117,0.21228424,1.12152152,0.93075450,0.00000000
-5.54977489,2.34843733,0.00058639,0.04879427,0.27416519,0.60138089,0.21128428,1.17661840,0.95139331,0.00000000
-5.54377189,2.42161411,0.00054729,0.04988414,0.27609523,0.61277433,0.21036634,1.23232194,0.97069370,0.00000000
-5.53776888,2.49267241,0.00051376,0.05092563,0.27765457,0.62283873,0.20946177,1.28799149,0.98816863,0.00000000
-5.53176588,2.56041254,0.00048517,0.05187571,0.27872046,0.63134953,0.20850943,1.34296533,1.00335666,0.00000000
-5.52576288,2.62366656,0.00046089,0.05269563,0.27918269,0.63810320,0.20745567,1.39656660,1.01583089,0.00000000
-5.51975988,2.68131403,0.00044028,0.05335124,0.27894550,0.64292031,0.20625421,1.44811023,1.02520767,0.00000000
-5.51375688,2.73229863,0.00042273,0.05381321,0.27792926,0.64564844,0.20486598,1.49691108,1.03115508,0.00000000
-5.50775388,2.77564519,0.00040764,0.05405729,0.27607195,0.64616518,0.20325882,1.54229324,1.03340063,0.00000000
-5.50175088,2.81047683,0.00039443,0.05406457,0.27333031,0.64438092,0.20140727,1.58360024,1.03173799,0.00000000
-5.49574787,2.83603151,0.00038258,0.05382162,0.26968069,0.64024134,0.19929219,1.62020604,1.02603253,0.00000000
-5.48974487,2.85167748,0.00037161,0.05332059,0.26511945,0.63372942,0.19690049,1.65152657,1.01622522,0.00000000
-5.48374187,2.85692702,0.00036109,0.05255919,0.25966291,0.62486687,0.19422478,1.67703145,1.00233484,0.00000000
-5.47773887,2.85144782,0.00035066,0.05154064,0.25334687,0.61371484,0.19126302,1.69625546,0.98445823,0.00000000
-5.47173587,2.83507149,0.00034003,0.05027341,0.24622563,0.60037360,0.18801823,1.70880940,0.96276845,0.00000000
-5.46573287,2.80779859,0.00032894,0.04877092,0.23837048,0.58498134,0.18449810,1.71439001,0.93751096,0.00000000
-5.45972986,2.76979987,0.00031725,0.04705106,0.22986783,0.56771185,0.18071470,1.71278831,0.90899756,0.00000000
-5.45372686,2.72141340,0.00030484,0.04513571,0.22081682,0.54877111,0.17668404,1.70389615,0.87759858,0.00000000
-5.44772386,2.66313747,0.00029167,0.04305002,0.21132664,0.52839279,0.17242571,1.68771061,0.84373323,0.00000000
-5.44172086,2.59561941,0.00027775,0.04082178,0.20151355,0.50683292,0.16796242,1.66433595,0.80785851,0.00000000
-5.43571786,2.51964038,0.00026314,0.03848057,0.19149769,0.48436357,0.16331950,1.63398288,0.77045705,0.00000000
-5.42971486,2.43609675,0.00024794,0.03605704,0.18139983,0.46126607,0.15852434,1.59696525,0.73202423,0.00000000
-5.42371186,2.34597847,0.00023227,0.03358208,0.17133811,0.43782379,0.15360582,1.55369399,0.69305507,0.00000000
-5.41770885,2.25034519,0.00021629,0.03108607,0.16142491,0.41431479,0.14859361,1.50466855,0.65403127,0.00000000
-5.41170585,2.15030094,0.00020017,0.02859817,0.15176394,0.39100474,0.14351755,1.45046604,0.61540900,0.00000000
-5.40570285,2.04696824,0.00018407,0.02614566,0.14244774,0.36814015,0.13840689,1.39172847,0.57760775,0.00000000
-5.39969985,1.94146247,0.00016817,0.02375344,0.13355545,0.34594247,0.13328965,1.32914839,0.54100064,0.00000000
-5.39369685,1.83486750,0.00015264,0.02144354,0.12515126,0.32460305,0.12819193,1.26345350,0.50590667,0.00000000
-5.38769385,1.72821320,0.00013761,0.01923485,0.11728324,0.30427926,0.12313733,1.19539068,0.47258496,0.00000000
-5.38169085,1.62245576,0.00012322,0.01714287,0.10998289,0.28509195,0.11814641,1.12571003,0.44123127,0.00000000
-5.37568784,1.51846123,0.00010958,0.01517967,0.10326518,0.26712425,0.11323636,1.05514932,0.41197678,0.00000000
-5.36968484,1.41699282,0.00009678,0.01335391,0.09712918,0.25042171,0.10842071,0.98441954,0.38488924,0.00000000
-5.36368184,1.31870213,0.00008489,0.01167095,0.09155925,0.23499383,0.10370920,0.91419170,0.35997615,0.00000000
-5.35767884,1.22412446,0.00007393,0.01013310,0.08652663,0.22081680,0.09910790,0.84508551,0.33718991,0.00000000
-5.35167584,1.13367806,0.00006394,0.00873987,0.08199151,0.20783733,0.09461942,0.77766003,0.31643460,0.00000000
-5.34567284,1.04766708,0.00005492,0.00748837,0.07790523,0.19597722,0.09024326,0.71240659,0.29757398,0.00000000
-5.33966983,0.96628784,0.00004683,0.00637361,0.07421283,0.18513874,0.08597631,0.64974402,0.28044043,0.00000000
-5.33366683,0.88963786,0.00003966,0.00538896,0.07085557,0.17521020,0.08181352,0.59001614,0.26484428,0.00000000
-5.32766383,0.81772709,0.00003335,0.00452652,0.06777343,0.16607173,0.07774854,0.53349153,0.25058324,0.00000000
-5.32166083,0.75049076,0.00002786,0.00377748,0.06490750,0.15760089,0.07377449,0.48036530,0.23745151,0.00000000
-5.31565783,0.68780303,0.00002311,0.00313252,0.06220218,0.14967792,0.06988466,0.43076269,0.22524809,0.00000000
-5.30965483,0.62949101,0.00001905,0.00258211,0.05960697,0.14219040,0.06607322,0.38474419,0.21378428,0.00000000
-5.30365183,0.57534847,0.00001561,0.00211679,0.05707807,0.13503725,0.06233591,0.34231185,0.20288985,0.00000000
-5.29764882,0.52514868,0.00001273,0.00172747,0.05457947,0.12813190,0.05867048,0.30341645,0.19241789,0.00000000
-5.29164582,0.47865614,0.00001036,0.00140556,0.05208372,0.12140451,0.05507721,0.26796529,0.18224824,0.00000000
-5.28564282,0.43563679,0.00000842,0.00114322,0.04957227,0.11480348,0.05155913,0.23583009,0.17228949,0.00000000
-5.27963982,0.39586654,0.00000689,0.00093343,0.04703548,0.10829591,0.04812223,0.20685497,0.16247962,0.00000000
-5.27363682,0.35913808,0.00000571,0.00077013,0.04447230,0.10186752,0.04477548,0.18086408,0.15278539,0.00000000
-5.26763382,0.32526600,0.00000485,0.00064827,0.04188965,0.09552173,0.04153074,0.15766870,0.14320073,0.00000000
-5.26163082,0.29409036,0.00000431,0.00056389,0.03930168,0.08927841,0.03840261,0.13707384,0.13374426,0.00000000
-5.25562781,0.26547888,0.00000406,0.00051413,0.03672883,0.08317212,0.03540816,0.11888403,0.12445623,0.00000000
-5.24962481,0.23932799,0.00000411,0.00049729,0.03419687,0.07725026,0.03256670,0.10290833,0.11539510,0.00000000
-5.24362181,0.21556314,0.00000448,0.00051282,0.03173592,0.07157110,0.02989941,0.08896468,0.10663399,0.00000000
-5.23761881,0.19413838,0.00000519,0.00056135,0.02937957,0.06620191,0.02742911,0.07688338,0.09825716,0.00000000
-5.23161581,0.17503577,0.00000631,0.00064471,0.02716411,0.06121730,0.02517997,0.06650992,0.09035683,0.00000000
-5.22561281,0.15826462,0.00000789,0.00076591,0.02512788,0.05669775,0.02317730,0.05770725,0.08303028,0.00000000
-5.21960980,0.14386079,0.00001003,0.00092918,0.02331084,0.05272852,0.02144740,0.05035743,0.07637744,0.00000000
-5.21360680,0.13188623,0.00001283,0.00113994,0.02175430,0.04939885,0.02001740,0.04436281,0.07049903,0.00000000
-5.20760380,0.12242860,0.00001643,0.00140482,0.02050086,0.04680145,0.01891522,0.03964686,0.06549504,0.00000000
-5.20160080,0.11560115,0.00002099,0.00173160,0.01959441,0.04503228,0.01816947,0.03615461,0.06146384,0.00000000
-5.19559780,0.11154255,0.00002669,0.00212919,0.01908039,0.04419037,0.01780938,0.03385275,0.05850142,0.00000000
-5.18959480,0.11041665,0.00003375,0.00260753,0.01900597,0.04437786,0.01786472,0.03272950,0.05670107,0.00000000
-5.18359180,0.11241183,0.00004241,0.00317752,0.01942036,0.04569983,0.01836557,0.03279407,0.05615296,0.00000000
-5.17758879,0.11773978,0.00005293,0.00385089,0.02037502,0.04826397,0.01934208,0.03407578,0.05694381,0.00000000
-5.17158579,0.12663336,0.00006560,0.00463996,0.02192373,0.05217999,0.02082406,0.03662287,0.05915635,0.00000000
-5.16558279,0.13934337,0.00008075,0.00555750,0.02412258,0.05755849,0.02284040,0.04050077,0.06286840,0.00000000
-5.15957979,0.15613380,0.00009868,0.00661637,0.02702956,0.06450933,0.02541833,0.04578984,0.06815167,0.00000000
-5.15357679,0.17727565,0.00011975,0.00782927,0.03070407,0.07313938,0.02858256,0.05258255,0.07506999,0.00000000
-5.14757379,0.20303891,0.00014427,0.00920834,0.03520587,0.08354961,0.03235417,0.06098008,0.08367707,0.00000000
-5.14157079,0.23368284,0.00017258,0.01076473,0.04059385,0.09583153,0.03674938,0.07108812,0.09401385,0.00000000
-5.13556778,0.26944450,0.00020497,0.01250817,0.04692432,0.11006302,0.04177823,0.08301211,0.10610527,0.00000000
-5.12956478,0.31052582,0.00024170,0.01444649,0.05424894,0.12630363,0.04744317,0.09685178,0.11995688,0.00000000
-5.12356178,0.35707937,0.00028298,0.01658512,0.06261237,0.14458958,0.05373759,0.11269514,0.13555117,0.00000000
-5.11755878,0.40919341,0.00032895,0.01892657,0.07204955,0.16492851,0.06064450,0.13061209,0.15284396,0.00000000
-5.11155578,0.46687661,0.00037965,0.02146996,0.08258284,0.18729438,0.06813523,0.15064765,0.17176099,0.00000000
-5.10555278,0.53004324,0.00043503,0.02421057,0.09421901,0.21162268,0.07616843,0.17281527,0.19219496,0.00000000
-5.09954977,0.59849947,0.00049494,0.02713944,0.10694628,0.23780623,0.08468925,0.19709030,0.21400331,0.00000000
-5.09354677,0.67193157,0.00055908,0.03024303,0.12073147,0.26569206,0.09362902,0.22340407,0.23700685,0.00000000
-5.08754377,0.74989701,0.00062703,0.03350303,0.13551754,0.29507936,0.10290520,0.25163879,0.26098958,0.00000000
-5.08154077,0.83181896,0.00069821,0.03689622,0.15122151,0.32571911,0.11242195,0.28162371,0.28569979,0.00000000
-5.07553777,0.91698521,0.00077193,0.04039452,0.16773311,0.35731540,0.12207107,0.31313276,0.31085269,0.00000000
-5.06953477,1.00455196,0.00084734,0.04396520,0.18491418,0.38952869,0.13173362,0.34588412,0.33613440,0.00000000
-5.06353177,1.09355295,0.00092349,0.04757119,0.20259901,0.42198114,0.14128194,0.37954184,0.36120761,0.00000000
-5.05752876,1.18291426,0.00099930,0.05117164,0.22059572,0.45426401,0.15058218,0.41371968,0.38571859,0.00000000
-5.05152576,1.27147462,0.00107363,0.05472261,0.23868876,0.48594700,0.15949736,0.44798739,0.40930555,0.00000000
-5.04552276,1.35801106,0.00114527,0.05817792,0.25664251,0.51658939,0.16789061,0.48187917,0.43160801,0.00000000
-5.03951976,1.44126935,0.00121298,0.06149021,0.27420602,0.54575262,0.17562881,0.51490441,0.45227697,0.00000000
-5.03351676,1.51999824,0.00127554,0.06461202,0.29111874,0.57301408,0.18258623,0.54656027,0.47098550,0.00000000
-5.02751376,1.59298656,0.00133176,0.06749711,0.30711712,0.59798132,0.18864831,0.57634571,0.48743936,0.00000000
-5.02151076,1.65910163,0.00138057,0.07010168,0.32194184,0.62030644,0.19371511,0.60377663,0.50138714,0.00000000
-5.01550775,1.71732769,0.00142096,0.07238575,0.33534558,0.63969986,0.19770463,0.62840132,0.51262965,0.00000000
-5.00950475,1.76680260,0.00145213,0.07431443,0.34710075,0.65594290,0.20055564,0.64981576,0.52102799,0.00000000
-5.00350175,1.80685109,0.00147342,0.07585912,0.35700714,0.66889864,0.20222995,0.66767799,0.52651004,0.00000000
-4.99749875,1.83701317,0.00148438,0.07699858,0.36489904,0.67852029,0.20271406,0.68172086,0.52907489,0.00000000
-4.99149575,1.85706609,0.00148478,0.07771984,0.37065150,0.68485685,0.20202012,0.69176267,0.52879513,0.00000000
-4.98549275,1.86703870,0.00147461,0.07801887,0.37418543,0.68805542,0.20018603,0.69771497,0.52581675,0.00000000
-4.97948974,1.86721724,0.00145410,0.07790098,0.37547138,0.68836001,0.19727486,0.69958722,0.52035658,0.00000000
-4.97348674,1.85814214,0.00142368,0.07738094,0.37453167,0.68610676,0.19337335,0.69748792,0.51269724,0.00000000
-4.96748374,1.84059538,0.00138398,0.07648283,0.37144077,0.68171548,0.18858986,0.69162213,0.50317993,0.00000000
-4.96148074,1.81557903,0.00133583,0.07523953,0.36632394,0.67567780,0.18305150,0.68228541,0.49219507,0.00000000
-4.95547774,1.78428530,0.00128019,0.07369199,0.35935411,0.66854222,0.17690077,0.66985432,0.48017122,0.00000000
-4.94947474,1.74805939,0.00121815,0.07188812,0.35074707,0.66089662,0.17029181,0.65477393,0.46756267,0.00000000
-4.94347174,1.70835639,0.00115088,0.06988159,0.34075519,0.65334870,0.16338631,0.63754280,0.45483609,0.00000000
-4.93746873,1.66669402,0.00107961,0.06773031,0.32965995,0.64650526,0.15634924,0.61869604,0.44245675,0.00000000
-4.93146573,1.62460295,0.00100556,0.06549486,0.31776349,0.64095094,0.14934468,0.59878727,0.43087481,0.00000000
-4.92546273,1.58357679,0.00092994,0.06323683,0.30537959,0.63722736,0.14253170,0.57837013,0.42051213,0.00000000
-4.91945973,1.54502365,0.00085391,0.06101707,0.29282437,0.63581339,0.13606060,0.55798012,0.41175010,0.00000000
-4.91345673,1.51022123,0.00077853,0.05889412,0.28040717,0.63710743,0.13006949,0.53811764,0.40491889,0.00000000
-4.90745373,1.48027715,0.00070477,0.05692260,0.26842177,0.64141241,0.12468138,0.51923273,0.40028842,0.00000000
-4.90145073,1.45609602,0.00063347,0.05515190,0.25713843,0.64892410,0.12000189,0.50171222,0.39806147,0.00000000
-4.89544772,1.43835436,0.00056536,0.05362489,0.24679687,0.65972319,0.11611753,0.48586966,0.39836901,0.00000000
-4.88944472,1.42748428,0.00050099,0.05237701,0.23760051,0.67377169,0.11309458,0.47193838,0.40126788,0.00000000
-4.88344172,1.42366631,0.00044080,0.05143554,0.22971200,0.69091348,0.11097874,0.46006786,0.40674093,0.00000000
-4.87743872,1.42683137,0.00038510,0.05081910,0.22325018,0.71087937,0.10979521,0.45032332,0.41469945,0.00000000
-4.87143572,1.43667158,0.00033405,0.05053744,0.21828856,0.73329622,0.10954948,0.44268854,0.42498780,0.00000000
-4.86543272,1.45265919,0.00028772,0.05059147,0.21485515,0.75769988,0.11022852,0.43707147,0.43739003,0.00000000
-4.85942971,1.47407256,0.00024606,0.05097353,0.21293361,0.78355137,0.11180237,0.43331236,0.45163813,0.00000000
-4.85342671,1.50002803,0.00020895,0.05166782,0.21246574,0.81025573,0.11422610,0.43119398,0.46742164,0.00000000
-4.84742371,1.52951600,0.00017618,0.05265104,0.21335490,0.83718263,0.11744189,0.43045320,0.48439814,0.00000000
-4.84142071,1.56143986,0.00014749,0.05389318,0.21547046,0.86368802,0.12138133,0.43079360,0.50220431,0.00000000
-4.83541771,1.59465599,0.00012261,0.05535840,0.21865291,0.88913585,0.12596765,0.43189841,0.52046710,0.00000000
-4.82941471,1.62801329,0.00010121,0.05700604,0.22271948,0.91291906,0.13111790,0.43344328,0.53881455,0.00000000
-4.82341171,1.66039076,0.00008295,0.05879167,0.22747019,0.93447892,0.13674506,0.43510834,0.55688600,0.00000000
-4.81740870,1.69073176,0.00006751,0.06066816,0.23269398,0.95332201,0.14275984,0.43658922,0.57434120,0.00000000
-4.81140570,1.71807388,0.00005456,0.06258680,0.23817488,0.96903433,0.14907232,0.43760660,0.59086827,0.00000000
-4.80540270,1.74157363,0.00004379,0.06449845,0.24369799,0.98129186,0.15559332,0.43791408,0.60619007,0.00000000
-4.79939970,1.76052532,0.00003490,0.06635458,0.24905515,0.98986749,0.16223544,0.43730416,0.62006900,0.00000000
-4.79339670,1.77437386,0.00002764,0.06810837,0.25405016,0.99463406,0.16891398,0.43561239,0.63231014,0.00000000
-4.78739370,1.78272159,0.00002175,0.06971575,0.25850341,0.99556369,0.17554747,0.43271958,0.64276280,0.00000000
-4.78139070,1.78532941,0.00001701,0.07113632,0.26225595,0.99272363,0.18205821,0.42855232,0.65132050,0.00000000
-4.77538769,1.78211268,0.00001325,0.07233430,0.26517271,0.98626899,0.18837251,0.42308183,0.65791969,0.00000000
-4.76938469,1.77313278,0.00001029,0.07327930,0.26714502,0.97643301,0.19442101,0.41632162,0.66253732,0.00000000
-4.76338169,1.75858495,0.00000800,0.07394706,0.26809234,0.96351538,0.20013893,0.40832396,0.66518755,0.00000000
-4.75737869,1.73878369,0.00000625,0.07432001,0.26796312,0.94786941,0.20546643,0.39917562,0.66591799,0.00000000
-4.75137569,1.71414633,0.00000496,0.07438777,0.26673488,0.92988863,0.21034899,0.38899320,0.66480554,0.00000000
-4.74537269,1.68517607,0.00000405,0.07414747,0.26441362,0.90999363,0.21473803,0.37791815,0.66195233,0.00000000
-4.73936968,1.65244497,0.00000346,0.07360389,0.26103243,0.88861956,0.21859163,0.36611193,0.65748180,0.00000000
-4.73336668,1.61657798,0.00000315,0.07276952,0.25664955,0.86620496,0.22187538,0.35375138,0.65153522,0.00000000
-4.72736368,1.57823817,0.00000310,0.07166433,0.25134592,0.84318209,0.22456347,0.34102453,0.64426865,0.00000000
-4.72136068,1.53811390,0.00000329,0.07031550,0.24522232,0.81996919,0.22663969,0.32812691,0.63585055,0.00000000
-4.71535768,1.49690771,0.00000372,0.06875691,0.23839616,0.79696450,0.22809859,0.31525844,0.62645982,0.00000000
-4.70935468,1.45532726,0.00000440,0.06702846,0.23099813,0.77454223,0.22894651,0.30262085,0.61628437,0.00000000
-4.70335168,1.41407780,0.00000535,0.06517529,0.22316876,0.75305002,0.22920244,0.29041566,0.60551992,0.00000000
-4.69734867,1.37385607,0.00000661,0.06324686,0.21505494,0.73280789,0.22889867,0.27884250,0.59436908,0.00000000
-4.69134567,1.33534508,0.00000823,0.06129584,0.20680661,0.71410804,0.22808103,0.26809778,0.58304018,0.00000000
-4.68534267,1.29920925,0.00001025,0.05937702,0.19857353,0.69721536,0.22680869,0.25837340,0.57174603,0.00000000
-4.67933967,1.26608954,0.00001274,0.05754607,0.19050233,0.68236802,0.22515353,0.24985557,0.56070209,0.00000000
-4.67333667,1.23659802,0.00001579,0.05585827,0.18273378,0.66977807,0.22319884,0.24272334,0.55012416,0.00000000
-4.66733367,1.21131162,0.00001947,0.05436726,0.17540043,0.65963154,0.22103755,0.23714692,0.54022534,0.00000000
-4.66133067,1.19076477,0.00002391,0.05312371,0.16862442,0.65208792,0.21876984,0.23328557,0.53121225,0.00000000
-4.65532766,1.17544094,0.00002920,0.05217412,0.16251579,0.64727907,0.21650026,0.23128512,0.52328067,0.00000000
-4.64932466,1.16576325,0.00003549,0.05155963,0.15717097,0.64530739,0.21433450,0.23127500,0.51661054,0.00000000
-4.64332166,1.16208425,0.00004291,0.05131489,0.15267176,0.64624351,0.21237579,0.23336488,0.51136073,0.00000000
