energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.80190095,1.16935273,0.29496211,0.45069093,0.00266256,0.23900205,0.01028945,0.36422964,0.10268530,0.08928773
-5.79589795,1.15306712,0.30329885,0.43591841,0.00291753,0.23383756,0.00943732,0.36584002,0.10993303,0.08983060
-5.78989495,1.14107965,0.31336603,0.42231703,0.00319223,0.22924720,0.00860151,0.36932957,0.11804965,0.09088674
-5.78389195,1.13341153,0.32508327,0.40995399,0.00348408,0.22531616,0.00779224,0.37454734,0.12695554,0.09243321
-5.77788894,1.13001003,0.33834158,0.39888006,0.00378985,0.22211770,0.00701838,0.38131494,0.13655942,0.09443773
-5.77188594,1.13074423,0.35300219,0.38912707,0.00410568,0.21970939,0.00628732,0.38942928,0.14675925,0.09685920
-5.76588294,1.13540566,0.36889736,0.38070689,0.00442714,0.21813068,0.00560494,0.39866654,0.15744387,0.09964858
-5.75987994,1.14371379,0.38583319,0.37361167,0.00474928,0.21740178,0.00497563,0.40878711,0.16849522,0.10275018
-5.75387694,1.15532601,0.40359427,0.36781542,0.00506676,0.21752390,0.00440237,0.41954148,0.17979108,0.10610338
-5.74787394,1.16985144,0.42195002,0.36327668,0.00537392,0.21848071,0.00388687,0.43067684,0.19120838,0.10964457
-5.74187094,1.18686793,0.44066218,0.35994212,0.00566500,0.22024073,0.00342969,0.44194422,0.20262672,0.11330934
-5.73586793,1.20594093,0.45949318,0.35775080,0.00593425,0.22276057,0.00303045,0.45310575,0.21393206,0.11703482
-5.72986493,1.22664329,0.47821479,0.35663872,0.00617614,0.22598857,0.00268800,0.46394189,0.22502037,0.12076188
-5.72386193,1.24857459,0.49661647,0.35654344,0.00638549,0.22986866,0.00240059,0.47425815,0.23580091,0.12443732
-5.71785893,1.27137877,0.51451298,0.35740828,0.00655769,0.23434406,0.00216609,0.48389095,0.24619914,0.12801577
-5.71185593,1.29475893,0.53175064,0.35918593,0.00668880,0.23936052,0.00198211,0.49271245,0.25615881,0.13146123
-5.70585293,1.31848824,0.54821192,0.36184105,0.00677575,0.24486891,0.00184618,0.50063379,0.26564331,0.13474813
-5.69984992,1.34241615,0.56381787,0.36535181,0.00681638,0.25082696,0.00175584,0.50760676,0.27463593,0.13786189
-5.69384692,1.36646940,0.57852843,0.36970999,0.00680955,0.25719994,0.00170870,0.51362354,0.28313912,0.14079892
-5.68784392,1.39064771,0.59234025,0.37491981,0.00675517,0.26396037,0.00170253,0.51871467,0.29117275,0.14356605
-5.68184092,1.41501417,0.60528245,0.38099531,0.00665421,0.27108670,0.00173528,0.52294508,0.29877124,0.14617928
-5.67583792,1.43968093,0.61741030,0.38795658,0.00650865,0.27856106,0.00180504,0.52640847,0.30597996,0.14866224
-5.66983492,1.46479096,0.62879737,0.39582480,0.00632139,0.28636635,0.00191002,0.52922031,0.31285093,0.15104397
-5.66383192,1.49049696,0.63952654,0.40461666,0.00609620,0.29448279,0.00204851,0.53150972,0.31943798,0.15335661
-5.65782891,1.51693877,0.64968051,0.41433825,0.00583752,0.30288431,0.00221881,0.53341077,0.32579195,0.15563278
-5.65182591,1.54422059,0.65933243,0.42497891,0.00555034,0.31153492,0.00241911,0.53505359,0.33195581,0.15790293
-5.64582291,1.57238952,0.66853717,0.43650544,0.00524005,0.32038558,0.00264745,0.53655582,0.33796043,0.16019285
-5.63981991,1.60141691,0.67732394,0.44885702,0.00491224,0.32937162,0.00290162,0.53801484,0.34382090,0.16252139
-5.63381691,1.63118362,0.68569073,0.46194119,0.00457254,0.33841108,0.00317905,0.53950135,0.34953392,0.16489859
-5.62781391,1.66147036,0.69360086,0.47563134,0.00422646,0.34740409,0.00347680,0.54105449,0.35507628,0.16732423
-5.62181091,1.69195381,0.70098208,0.48976569,0.00387925,0.35623347,0.00379148,0.54267895,0.36040469,0.16978709
-5.61580790,1.72220901,0.70772820,0.50414823,0.00353578,0.36476648,0.00411923,0.54434407,0.36545681,0.17226463
-5.60980490,1.75171806,0.71370318,0.51855139,0.00320041,0.37285787,0.00445573,0.54598526,0.37015375,0.17472353
-5.60380190,1.77988491,0.71874763,0.53272068,0.00287698,0.38035387,0.00479622,0.54750733,0.37440365,0.17712067
-5.59779890,1.80605551,0.72268727,0.54638088,0.00256866,0.38709725,0.00513556,0.54878987,0.37810635,0.17940481
-5.59179590,1.82954267,0.72534288,0.55924387,0.00227804,0.39293291,0.00546833,0.54969426,0.38115889,0.18151870
-5.58579290,1.84965411,0.72654129,0.57101750,0.00200704,0.39771404,0.00578893,0.55007185,0.38346151,0.18340163
-5.57978989,1.86572278,0.72612680,0.58141531,0.00175700,0.40130829,0.00609167,0.54977314,0.38492394,0.18499224
-5.57378689,1.87713764,0.72397234,0.59016671,0.00152869,0.40360378,0.00637102,0.54865729,0.38547157,0.18623151
-5.56778389,1.88337371,0.71998993,0.59702703,0.00132236,0.40451469,0.00662165,0.54660145,0.38505127,0.18706575
-5.56178089,1.88401977,0.71413969,0.60178709,0.00113784,0.40398606,0.00683868,0.54350967,0.38363649,0.18744949
-5.55577789,1.87880252,0.70643715,0.60428192,0.00097456,0.40199758,0.00701780,0.53932068,0.38123148,0.18734814
-5.54977489,1.86760595,0.69695827,0.60439808,0.00083169,0.39856621,0.00715542,0.53401433,0.37787427,0.18674027
-5.54377189,1.85048501,0.68584202,0.60207942,0.00070815,0.39374755,0.00724880,0.52761626,0.37363838,0.18561952
-5.53776888,1.82767294,0.67329029,0.59733085,0.00060272,0.38763566,0.00729616,0.52020062,0.36863298,0.18399585
-5.53176588,1.79958177,0.65956511,0.59022004,0.00051409,0.38036161,0.00729675,0.51189069,0.36300170,0.18189639
-5.52576288,1.76679595,0.64498325,0.58087695,0.00044089,0.37209050,0.00725086,0.50285726,0.35691977,0.17936551
-5.51975988,1.73005923,0.62990831,0.56949111,0.00038177,0.36301733,0.00715989,0.49331492,0.35058986,0.17646440
-5.51375688,1.69025524,0.61474068,0.55630681,0.00033544,0.35336158,0.00702624,0.48351627,0.34423657,0.17326997
-5.50775388,1.64838254,0.59990565,0.54161635,0.00030063,0.34336093,0.00685330,0.47374433,0.33809975,0.16987325
-5.50175088,1.60552499,0.58584008,0.52575164,0.00027618,0.33326420,0.00664531,0.46430343,0.33242700,0.16637724
-5.49574787,1.56281863,0.57297819,0.50907442,0.00026103,0.32332383,0.00640725,0.45550891,0.32746546,0.16289437
-5.48974487,1.52141637,0.56173695,0.49196561,0.00025417,0.31378814,0.00614471,0.44767604,0.32345334,0.15954366
-5.48374187,1.48245171,0.55250160,0.47481403,0.00025472,0.30489367,0.00586368,0.44110865,0.32061132,0.15644761
-5.47773887,1.44700316,0.54561193,0.45800514,0.00026186,0.29685789,0.00557040,0.43608785,0.31913440,0.15372906
-5.47173587,1.41606050,0.54134972,0.44191011,0.00027481,0.28987254,0.00527121,0.43286138,0.31918430,0.15150798
-5.46573287,1.39049439,0.53992803,0.42687564,0.00029287,0.28409782,0.00497235,0.43163405,0.32088289,0.14989845
-5.45972986,1.37103040,0.54148260,0.41321506,0.00031538,0.27965777,0.00467982,0.43255961,0.32430692,0.14900588
-5.45372686,1.35822855,0.54606593,0.40120077,0.00034170,0.27663678,0.00439924,0.43573449,0.32948422,0.14892449
-5.44772386,1.35246914,0.55364415,0.39105856,0.00037119,0.27507770,0.00413575,0.44119366,0.33639165,0.14973524
-5.44172086,1.35394527,0.56409702,0.38296375,0.00040323,0.27498128,0.00389391,0.44890882,0.34495503,0.15150416
-5.43571786,1.36266237,0.57722104,0.37703933,0.00043720,0.27630721,0.00367761,0.45878897,0.35505088,0.15428120
-5.42971486,1.37844456,0.59273557,0.37335603,0.00047250,0.27897658,0.00349009,0.47068348,0.36651013,0.15809949
-5.42371186,1.40094743,0.61029184,0.37193428,0.00050849,0.28287568,0.00333387,0.48438736,0.37912369,0.16297511
-5.41770885,1.42967653,0.62948450,0.37274769,0.00054459,0.28786103,0.00321077,0.49964859,0.39264950,0.16890722
-5.41170585,1.46401052,0.64986518,0.37572800,0.00058019,0.29376530,0.00312195,0.51617719,0.40682105,0.17587859
-5.40570285,1.50322790,0.67095758,0.38077101,0.00061474,0.30040394,0.00306791,0.53365555,0.42135671,0.18385633
-5.39969985,1.54653580,0.69227346,0.38774321,0.00064774,0.30758218,0.00304858,0.55174956,0.43596970,0.19279291
-5.39369685,1.59309956,0.71332873,0.39648864,0.00067873,0.31510219,0.00306334,0.57012001,0.45037813,0.20262724
-5.38769385,1.64207162,0.73365907,0.40683576,0.00070732,0.32276980,0.00311110,0.58843372,0.46431463,0.21328582
-5.38169085,1.69261832,0.75283437,0.41860382,0.00073322,0.33040090,0.00319034,0.60637391,0.47753520,0.22468384
-5.37568784,1.74394345,0.77047128,0.43160859,0.00075625,0.33782684,0.00329919,0.62364925,0.48982680,0.23672635
-5.36968484,1.79530768,0.78624348,0.44566702,0.00077632,0.34489885,0.00343545,0.64000135,0.50101332,0.24930920
-5.36368184,1.84604299,0.79988912,0.46060087,0.00079345,0.35149133,0.00359666,0.65521021,0.51095971,0.26232002
-5.35767884,1.89556183,0.81121538,0.47623911,0.00080781,0.35750368,0.00378015,0.66909764,0.51957406,0.27563909
-5.35167584,1.94336091,0.82009981,0.49241906,0.00081966,0.36286096,0.00398305,0.68152841,0.52680762,0.28914019
-5.34567284,1.98901992,0.82648872,0.50898646,0.00082935,0.36751316,0.00420236,0.69240936,0.53265274,0.30269145
-5.33966983,2.03219556,0.83039272,0.52579447,0.00083737,0.37143337,0.00443494,0.70168655,0.53713892,0.31615632
-5.33366683,2.07261181,0.83187978,0.54270192,0.00084424,0.37461494,0.00467757,0.70934073,0.54032739,0.32939460
-5.32766383,2.11004734,0.83106643,0.55957095,0.00085057,0.37706786,0.00492694,0.71538164,0.54230426,0.34226360
-5.32166083,2.14432116,0.82810741,0.57626436,0.00085697,0.37881467,0.00517974,0.71984133,0.54317294,0.35461962
-5.31565783,2.17527759,0.82318455,0.59264298,0.00086407,0.37988608,0.00543259,0.72276720,0.54304618,0.36631946
-5.30965483,2.20277175,0.81649549,0.60856316,0.00087246,0.38031665,0.00568217,0.72421505,0.54203808,0.37722229
-5.30365183,2.22665645,0.80824276,0.62387489,0.00088270,0.38014075,0.00592516,0.72424258,0.54025670,0.38719153
-5.29764882,2.24677149,0.79862371,0.63842040,0.00089522,0.37938899,0.00615830,0.72290376,0.53779747,0.39609707
-5.29164582,2.26293592,0.78782195,0.65203377,0.00091039,0.37808543,0.00637844,0.72024435,0.53473790,0.40381735
-5.28564282,2.27494382,0.77600032,0.66454132,0.00092841,0.37624545,0.00658255,0.71629874,0.53113372,0.41024161
-5.27963982,2.28256373,0.76329599,0.67576307,0.00094936,0.37387468,0.00676775,0.71108824,0.52701658,0.41527196
-5.27363682,2.28554179,0.74981741,0.68551508,0.00097315,0.37096876,0.00693136,0.70462087,0.52239354,0.41882542
-5.26763382,2.28360835,0.73564346,0.69361274,0.00099953,0.36751396,0.00707090,0.69689251,0.51724811,0.42083560
-5.26163082,2.27648758,0.72082443,0.69987481,0.00102808,0.36348862,0.00718416,0.68788934,0.51154281,0.42125422
-5.25562781,2.26390971,0.70538481,0.70412808,0.00105826,0.35886536,0.00726923,0.67759132,0.50522307,0.42005225
-5.24962481,2.24562491,0.68932742,0.70621245,0.00108935,0.35361362,0.00732453,0.66597644,0.49822215,0.41722066
-5.24362181,2.22141836,0.67263883,0.70598628,0.00112055,0.34770280,0.00734880,0.65302546,0.49046684,0.41277084
-5.23761881,2.19112557,0.65529547,0.70333168,0.00115097,0.34110538,0.00734119,0.63872691,0.48188354,0.40673461
-5.23161581,2.15464725,0.63727021,0.69815958,0.00117965,0.33380018,0.00730128,0.62308201,0.47240446,0.39916380
-5.22561281,2.11196293,0.61853904,0.69041435,0.00120564,0.32577538,0.00722904,0.60610916,0.46197360,0.39012961
-5.21960980,2.06314280,0.59908752,0.68007775,0.00122798,0.31703132,0.00712491,0.58784803,0.45055222,0.37972147
-5.21360680,2.00835713,0.57891668,0.66717201,0.00124578,0.30758277,0.00698979,0.56836283,0.43812358,0.36804579
-5.20760380,1.94788287,0.55804825,0.65176193,0.00125822,0.29746076,0.00682503,0.54774467,0.42469671,0.35522433
-5.20160080,1.88210714,0.53652886,0.63395579,0.00126463,0.28671381,0.00663244,0.52611305,0.41030914,0.34139246
-5.19559780,1.81152747,0.51443325,0.61390516,0.00126444,0.27540849,0.00641424,0.50361636,0.39502847,0.32669714
-5.18959480,1.73674868,0.49186628,0.59180338,0.00125727,0.26362939,0.00617308,0.48043131,0.37895282,0.31129493
-5.18359180,1.65847660,0.46896375,0.56788295,0.00124292,0.25147850,0.00591197,0.45676160,0.36221007,0.29534973
-5.17758879,1.57750876,0.44589210,0.54241173,0.00122136,0.23907399,0.00563427,0.43283557,0.34495610,0.27903058
-5.17158579,1.49472242,0.42284694,0.51568809,0.00119274,0.22654848,0.00534358,0.40890328,0.32737212,0.26250938
-5.16558279,1.41106039,0.40005059,0.48803532,0.00115742,0.21404695,0.00504373,0.38523289,0.30966111,0.24595862
-5.15957979,1.32751487,0.37774860,0.45979530,0.00111587,0.20172420,0.00473870,0.36210653,0.29204377,0.22954911
-5.15357679,1.24511017,0.35620562,0.43132169,0.00106873,0.18974209,0.00443257,0.33981590,0.27475382,0.21344783
-5.14757379,1.16488447,0.33570042,0.40297297,0.00101676,0.17826664,0.00412939,0.31865754,0.25803315,0.19781583
-5.14157079,1.08787133,0.31652051,0.37510540,0.00096081,0.16746491,0.00383318,0.29892801,0.24212668,0.18280623
-5.13556778,1.01508126,0.29895629,0.34806622,0.00090176,0.15750193,0.00354783,0.28091897,0.22727729,0.16856243
-5.12956478,0.94748395,0.28329498,0.32218722,0.00084056,0.14853763,0.00327703,0.26491236,0.21372071,0.15521642
-5.12356178,0.88599121,0.26981435,0.29777888,0.00077814,0.14072377,0.00302425,0.25117554,0.20168068,0.14288734
-5.11755878,0.83144124,0.25877647,0.27512524,0.00071539,0.13420105,0.00279263,0.23995664,0.19136429,0.13168019
-5.11155578,0.78458412,0.25042148,0.25447945,0.00065318,0.12909631,0.00258498,0.23148001,0.18295757,0.12168477
-5.10555278,0.74606888,0.24496165,0.23606024,0.00059228,0.12551988,0.00240373,0.22594183,0.17662146,0.11297488
-5.09954977,0.71643213,0.24257554,0.22004920,0.00053338,0.12356317,0.00225090,0.22350593,0.17248804,0.10560763
-5.09354677,0.69608837,0.24340274,0.20658889,0.00047708,0.12329640,0.00212804,0.22429989,0.17065719,0.09962307
-5.08754377,0.68532197,0.24753894,0.19578171,0.00042386,0.12476661,0.00203628,0.22841129,0.17119360,0.09504389
-5.08154077,0.68428091,0.25503172,0.18768954,0.00037410,0.12799591,0.00197624,0.23588448,0.17412421,0.09187545
-5.07553777,0.69297228,0.26587696,0.18233396,0.00032807,0.13298008,0.00194805,0.24671763,0.17943619,0.09010582
-5.06953477,0.71125968,0.28001612,0.17969712,0.00028593,0.13968751,0.00195137,0.26086036,0.18707539,0.08970615
-5.06353177,0.73886254,0.29733457,0.17972307,0.00024777,0.14805855,0.00198532,0.27821206,0.19694551,0.09063104
-5.05752876,0.77535764,0.31766088,0.18231952,0.00021358,0.15800533,0.00204854,0.29862088,0.20890800,0.09281924
-5.05152576,0.82018277,0.34076744,0.18736006,0.00018328,0.16941217,0.00213918,0.32188372,0.22278270,0.09619438
-5.04552276,0.87264294,0.36637229,0.19468669,0.00015675,0.18213648,0.00225489,0.34774719,0.23834958,0.10066597
-5.03951976,0.93191904,0.39414243,0.20411275,0.00013383,0.19601037,0.00239288,0.37590970,0.25535134,0.10613052
-5.03351676,0.99707929,0.42369843,0.21542619,0.00011432,0.21084289,0.00254991,0.40602479,0.27349719,0.11247287
-5.02751376,1.06709331,0.45462055,0.22839314,0.00009803,0.22642289,0.00272239,0.43770570,0.29246768,0.11956777
-5.02151076,1.14084895,0.48645611,0.24276192,0.00008476,0.24252262,0.00290635,0.47053116,0.31192062,0.12728159
-5.01550775,1.21717167,0.51872816,0.25826734,0.00007435,0.25890183,0.00309761,0.50405247,0.33149807,0.13547427
-5.00950475,1.29484621,0.55094507,0.27463535,0.00006665,0.27531242,0.00329176,0.53780157,0.35083411,0.14400143
-5.00350175,1.37264021,0.58261110,0.29158801,0.00006157,0.29150359,0.00348431,0.57130012,0.36956346,0.15271666
-4.99749875,1.44932934,0.61323733,0.30884876,0.00005907,0.30722712,0.00367077,0.60406924,0.38733042,0.16147392
-4.99149575,1.52372327,0.64235296,0.32614788,0.00005918,0.32224297,0.00384676,0.63563976,0.40379817,0.17013003
-4.98549275,1.59469185,0.66951638,0.34322804,0.00006200,0.33632471,0.00400813,0.66556262,0.41865783,0.17854717
-4.97948974,1.66119080,0.69432578,0.35984996,0.00006773,0.34926485,0.00415103,0.69341912,0.43163716,0.18659541
-4.97348674,1.72228609,0.71642893,0.37579794,0.00007666,0.36087972,0.00427206,0.71883074,0.44250846,0.19415507
-4.96748374,1.77717625,0.73553182,0.39088507,0.00008916,0.37101386,0.00436836,0.74146812,0.45109531,0.20111901
-4.96148074,1.82521193,0.75140574,0.40495823,0.00010574,0.37954369,0.00443766,0.76105899,0.45727805,0.20739459
-4.95547774,1.86591193,0.76389271,0.41790240,0.00012699,0.38638038,0.00447837,0.77739478,0.46099752,0.21290550
-4.94947474,1.89897523,0.77290893,0.42964433,0.00015362,0.39147172,0.00448964,0.79033556,0.46225700,0.21759309
-4.94347174,1.92428842,0.77844618,0.44015539,0.00018645,0.39480308,0.00447137,0.79981328,0.46112226,0.22141745
-4.93746873,1.94192834,0.78057116,0.44945335,0.00022640,0.39639729,0.00442417,0.80583307,0.45771962,0.22435797
-4.93146573,1.95215954,0.77942257,0.45760306,0.00027447,0.39631346,0.00434939,0.80847264,0.45223212,0.22641349
-4.92546273,1.95542669,0.77520637,0.46471587,0.00033175,0.39464481,0.00424905,0.80787969,0.44489384,0.22760200
-4.91945973,1.95234184,0.76818897,0.47094766,0.00039937,0.39151558,0.00412575,0.80426736,0.43598271,0.22795982
-4.91345673,1.94366699,0.75868893,0.47649554,0.00047848,0.38707707,0.00398259,0.79790794,0.42581193,0.22754034
-4.90745373,1.93029215,0.74706709,0.48159299,0.00057025,0.38150300,0.00382307,0.78912497,0.41472034,0.22641235
-4.90145073,1.91320953,0.73371578,0.48650372,0.00067578,0.37498424,0.00365094,0.77828383,0.40306216,0.22465786
-4.89544772,1.89348446,0.71904712,0.49151404,0.00079609,0.36772313,0.00347014,0.76578124,0.39119631,0.22236966
-4.88944472,1.87222381,0.70348104,0.49692412,0.00093207,0.35992766,0.00328459,0.75203385,0.37947586,0.21964854
-4.88344172,1.85054278,0.68743316,0.50303816,0.00108442,0.35180538,0.00309815,0.73746629,0.36823779,0.21660026
-4.87743872,1.82953084,0.67130309,0.51015374,0.00125360,0.34355766,0.00291445,0.72249898,0.35779347,0.21333235
-4.87143572,1.81021811,0.65546338,0.51855073,0.00143979,0.33537399,0.00273684,0.70753617,0.34842010,0.20995091
-4.86543272,1.79354285,0.64024937,0.52848004,0.00164284,0.32742692,0.00256824,0.69295431,0.34035348,0.20655734
-4.85942971,1.78032129,0.62595054,0.54015255,0.00186221,0.31986748,0.00241117,0.67909147,0.33378210,0.20324532
-4.85342671,1.77122082,0.61280316,0.55372880,0.00209695,0.31282131,0.00226760,0.66623777,0.32884288,0.20009789
-4.84742371,1.76673731,0.60098489,0.56930976,0.00234569,0.30638571,0.00213900,0.65462739,0.32561847,0.19718498
-4.84142071,1.76717754,0.59061112,0.58692904,0.00260661,0.30062755,0.00202631,0.64443235,0.32413628,0.19456123
-4.83541771,1.77264738,0.58173338,0.60654717,0.00287744,0.29558211,0.00192994,0.63575818,0.32436915,0.19226445
-4.82941471,1.78304630,0.57433970,0.62804799,0.00315550,0.29125299,0.00184980,0.62864179,0.32623752,0.19031454
-4.82341171,1.79806844,0.56835695,0.65123760,0.00343772,0.28761302,0.00178537,0.62305154,0.32961312,0.18871304
-4.81740870,1.81721045,0.56365507,0.67584610,0.00372070,0.28460604,0.00173570,0.61888951,0.33432382,0.18744338
-4.81140570,1.83978590,0.56005295,0.70153189,0.00400077,0.28214968,0.00169953,0.61599601,0.34015965,0.18647169
-4.80540270,1.86494585,0.55732589,0.72788886,0.00427408,0.28013891,0.00167532,0.61415604,0.34687962,0.18574827
-4.79939970,1.89170501,0.55521424,0.75445593,0.00453668,0.27845021,0.00166131,0.61310757,0.35421924,0.18520960
-4.79339670,1.91897254,0.55343296,0.78072893,0.00478461,0.27694633,0.00165562,0.61255141,0.36189831,0.18478086
-4.78739370,1.94558645,0.55168191,0.80617422,0.00501404,0.27548143,0.00165631,0.61216214,0.36962894,0.18437882
-4.78139070,1.97035045,0.54965626,0.83024367,0.00522133,0.27390637,0.00166143,0.61159985,0.37712343,0.18391505
-4.77538769,1.99207180,0.54705693,0.85239044,0.00540317,0.27207398,0.00166909,0.61052228,0.38410186,0.18329922
-4.76938469,2.00959892,0.54360056,0.87208486,0.00555662,0.26984427,0.00167748,0.60859670,0.39029915,0.18244250
-4.76338169,2.02185726,0.53902869,0.88883000,0.00567925,0.26708910,0.00168495,0.60551142,0.39547140,0.18126078
-4.75737869,2.02788233,0.53311595,0.90217615,0.00576914,0.26369650,0.00169003,0.60098623,0.39940145,0.17967776
-4.75137569,2.02684854,0.52567691,0.91173380,0.00582499,0.25957425,0.00169145,0.59478154,0.40190341,0.17762755
-4.74537269,2.01809301,0.51657140,0.91718463,0.00584611,0.25465265,0.00168815,0.58670589,0.40282626,0.17505697
-4.73936968,2.00113363,0.50570815,0.91829012,0.00583242,0.24888652,0.00167930,0.57662153,0.40205628,0.17192721
-4.73336668,1.97568068,0.49304676,0.91489760,0.00578448,0.24225618,0.00166429,0.56444806,0.39951845,0.16821503
-4.72736368,1.94164207,0.47859784,0.90694345,0.00570344,0.23476762,0.00164274,0.55016380,0.39517682,0.16391325
-4.72136068,1.89912196,0.46242145,0.89445360,0.00559098,0.22645166,0.00161448,0.53380523,0.38903378,0.15903076
-4.71535768,1.84841330,0.44462394,0.87754131,0.00544929,0.21736238,0.00157953,0.51546432,0.38112850,0.15359185
-4.70935468,1.78998455,0.42535343,0.85640236,0.00528096,0.20757474,0.00153809,0.49528412,0.37153446,0.14763512
-4.70335168,1.72446164,0.40479399,0.83130812,0.00508892,0.19718157,0.00149052,0.47345274,0.36035630,0.14121189
-4.69734867,1.65260574,0.38315893,0.80259664,0.00487637,0.18629012,0.00143729,0.45019614,0.34772606,0.13438422
-4.69134567,1.57528800,0.36068352,0.77066225,0.00464666,0.17501831,0.00137902,0.42576993,0.33379894,0.12722276
-4.68534267,1.49346233,0.33761721,0.73594409,0.00440324,0.16349070,0.00131637,0.40045073,0.31874875,0.11980432
-4.67933967,1.40813718,0.31421596,0.69891398,0.00414958,0.15183458,0.00125010,0.37452724,0.30276314,0.11220944
-4.67333667,1.32034740,0.29073473,0.66006406,0.00388907,0.14017617,0.00118098,0.34829149,0.28603878,0.10451997
-4.66733367,1.23112718,0.26742048,0.61989456,0.00362497,0.12863706,0.00110981,0.32203063,0.26877665,0.09681678
-4.66133067,1.14148486,0.24450598,0.57890225,0.00336035,0.11733114,0.00103739,0.29601941,0.25117738,0.08917766
-4.65532766,1.05238026,0.22220444,0.53756955,0.00309806,0.10636192,0.00096449,0.27051364,0.23343707,0.08167548
-4.64932466,0.96470525,0.20070524,0.49635495,0.00284066,0.09582050,0.00089187,0.24574481,0.21574331,0.07437662
-4.64332166,0.87926778,0.18017076,0.45568465,0.00259043,0.08578404,0.00082020,0.22191591,0.19827177,0.06733982
