energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.56778389,0.65395668,0.00010697,0.09675143,0.11933363,0.08117713,0.12425883,0.28324289,0.27814599,0.00000000
-5.56178089,0.59157181,0.00009353,0.08434225,0.10868231,0.07569625,0.11190271,0.25448871,0.25599708,0.00000000
-5.55577789,0.53622943,0.00008123,0.07304021,0.09922663,0.07100388,0.10086365,0.22889195,0.23666885,0.00000000
-5.54977489,0.48776251,0.00007008,0.06283419,0.09094855,0.06707746,0.09111791,0.20637180,0.22009038,0.00000000
-5.54377189,0.44587890,0.00006005,0.05369523,0.08380566,0.06387773,0.08261771,0.18679555,0.20613445,0.00000000
-5.53776888,0.41017937,0.00005111,0.04557954,0.07773443,0.06135078,0.07529469,0.16998639,0.19462486,0.00000000
-5.53176588,0.38017721,0.00004320,0.03843157,0.07265364,0.05943034,0.06906366,0.15573183,0.18534470,0.00000000
-5.52576288,0.35531867,0.00003627,0.03218696,0.06846817,0.05804037,0.06382646,0.14379242,0.17804525,0.00000000
-5.51975988,0.33500342,0.00003024,0.02677537,0.06507284,0.05709777,0.05947580,0.13391033,0.17245507,0.00000000
-5.51375688,0.31860454,0.00002504,0.02212306,0.06235620,0.05651512,0.05589898,0.12581773,0.16828924,0.00000000
-5.50775388,0.30548751,0.00002059,0.01815515,0.06020417,0.05620344,0.05298143,0.11924465,0.16525825,0.00000000
-5.50175088,0.29502760,0.00001682,0.01479757,0.05850351,0.05607485,0.05060992,0.11392603,0.16307637,0.00000000
-5.49574787,0.28662554,0.00001364,0.01197868,0.05714484,0.05604499,0.04867539,0.10960808,0.16146946,0.00000000
-5.48974487,0.27972098,0.00001099,0.00963047,0.05602543,0.05603526,0.04707546,0.10605366,0.16018177,0.00000000
-5.48374187,0.27380372,0.00000880,0.00768950,0.05505142,0.05597477,0.04571643,0.10304666,0.15898187,0.00000000
-5.47773887,0.26842256,0.00000700,0.00609753,0.05413969,0.05580191,0.04451488,0.10039545,0.15766737,0.00000000
-5.47173587,0.26319164,0.00000554,0.00480186,0.05321923,0.05546561,0.04339880,0.09793524,0.15606855,0.00000000
-5.46573287,0.25779452,0.00000437,0.00375542,0.05223201,0.05492618,0.04230831,0.09552959,0.15405079,0.00000000
-5.45972986,0.25198587,0.00000344,0.00291676,0.05113341,0.05415574,0.04119599,0.09307091,0.15151574,0.00000000
-5.45372686,0.24559104,0.00000272,0.00224975,0.04989227,0.05313836,0.04002677,0.09048020,0.14840148,0.00000000
-5.44772386,0.23850376,0.00000218,0.00172332,0.04849042,0.05186971,0.03877751,0.08770600,0.14468145,0.00000000
-5.44172086,0.23068204,0.00000179,0.00131104,0.04692201,0.05035647,0.03743636,0.08472271,0.14036256,0.00000000
-5.43571786,0.22214278,0.00000155,0.00099066,0.04519242,0.04861544,0.03600172,0.08152841,0.13548236,0.00000000
-5.42971486,0.21295512,0.00000144,0.00074367,0.04331701,0.04667237,0.03448118,0.07814223,0.13010559,0.00000000
-5.42371186,0.20323310,0.00000147,0.00055480,0.04131965,0.04456070,0.03289017,0.07460141,0.12432017,0.00000000
-5.41770885,0.19312773,0.00000164,0.00041164,0.03923112,0.04232010,0.03125064,0.07095823,0.11823289,0.00000000
-5.41170585,0.18281892,0.00000197,0.00030416,0.03708756,0.03999501,0.02958964,0.06727685,0.11196487,0.00000000
-5.40570285,0.17250739,0.00000250,0.00022438,0.03492875,0.03763322,0.02793789,0.06363011,0.10564704,0.00000000
-5.39969985,0.16240698,0.00000328,0.00016603,0.03279662,0.03528442,0.02632847,0.06009657,0.09941571,0.00000000
-5.39369685,0.15273744,0.00000435,0.00012423,0.03073371,0.03299899,0.02479550,0.05675757,0.09340842,0.00000000
-5.38769385,0.14371781,0.00000581,0.00009527,0.02878186,0.03082689,0.02337300,0.05369472,0.08776014,0.00000000
-5.38169085,0.13556072,0.00000776,0.00007639,0.02698097,0.02881668,0.02209378,0.05098745,0.08259985,0.00000000
-5.37568784,0.12846740,0.00001032,0.00006560,0.02536802,0.02701484,0.02098859,0.04871102,0.07804760,0.00000000
-5.36968484,0.12262365,0.00001365,0.00006153,0.02397613,0.02546524,0.02008524,0.04693472,0.07421210,0.00000000
-5.36368184,0.11819655,0.00001795,0.00006334,0.02283396,0.02420882,0.01940799,0.04572047,0.07118869,0.00000000
-5.35767884,0.11533203,0.00002344,0.00007061,0.02196508,0.02328343,0.01897698,0.04512154,0.06905790,0.00000000
-5.35167584,0.11415316,0.00003040,0.00008330,0.02138769,0.02272384,0.01880784,0.04518170,0.06788425,0.00000000
-5.34567284,0.11475901,0.00003915,0.00010167,0.02111429,0.02256192,0.01891134,0.04593447,0.06771567,0.00000000
-5.33966983,0.11722408,0.00005006,0.00012623,0.02115164,0.02282681,0.01929322,0.04740266,0.06858302,0.00000000
-5.33366683,0.12159818,0.00006355,0.00015775,0.02150067,0.02354521,0.01995402,0.04959803,0.07050009,0.00000000
-5.32766383,0.12790665,0.00008010,0.00019721,0.02215665,0.02474165,0.02088911,0.05252122,0.07346375,0.00000000
-5.32166083,0.13615087,0.00010024,0.00024578,0.02310933,0.02643868,0.02208872,0.05616175,0.07745440,0.00000000
-5.31565783,0.14630894,0.00012455,0.00030478,0.02434319,0.02865707,0.02353808,0.06049821,0.08243662,0.00000000
-5.30965483,0.15833663,0.00015363,0.00037570,0.02583783,0.03141579,0.02521770,0.06549864,0.08835994,0.00000000
-5.30365183,0.17216831,0.00018814,0.00046014,0.02756836,0.03473189,0.02710367,0.07112100,0.09515992,0.00000000
-5.29764882,0.18771812,0.00022876,0.00055978,0.02950591,0.03862023,0.02916809,0.07731382,0.10275927,0.00000000
-5.29164582,0.20488105,0.00027614,0.00067635,0.03161822,0.04309296,0.03137960,0.08401703,0.11106927,0.00000000
-5.28564282,0.22353420,0.00033095,0.00081161,0.03387027,0.04815886,0.03370400,0.09116288,0.11999123,0.00000000
-5.27963982,0.24353792,0.00039378,0.00096726,0.03622504,0.05382245,0.03610495,0.09867696,0.12941813,0.00000000
-5.27363682,0.26473714,0.00046518,0.00114494,0.03864423,0.06008292,0.03854477,0.10647944,0.13923637,0.00000000
-5.26763382,0.28696249,0.00054558,0.00134616,0.04108914,0.06693300,0.04098521,0.11448630,0.14932757,0.00000000
-5.26163082,0.31003159,0.00063528,0.00157227,0.04352152,0.07435761,0.04338845,0.12261060,0.15957048,0.00000000
-5.25562781,0.33375029,0.00073442,0.00182441,0.04590443,0.08233256,0.04571792,0.13076387,0.16984275,0.00000000
-5.24962481,0.35791393,0.00084293,0.00210354,0.04820314,0.09082332,0.04793924,0.13885743,0.18002287,0.00000000
-5.24362181,0.38230877,0.00096052,0.00241037,0.05038598,0.09978379,0.05002115,0.14680369,0.18999182,0.00000000
-5.23761881,0.40671356,0.00108666,0.00274549,0.05242518,0.10915544,0.05193629,0.15451745,0.19963478,0.00000000
-5.23161581,0.43090128,0.00122054,0.00310933,0.05429765,0.11886668,0.05366206,0.16191707,0.20884268,0.00000000
-5.22561281,0.45464142,0.00136107,0.00350235,0.05598568,0.12883269,0.05518127,0.16892568,0.21751357,0.00000000
-5.21960980,0.47770255,0.00150688,0.00392512,0.05747760,0.13895572,0.05648279,0.17547225,0.22555399,0.00000000
-5.21360680,0.49985558,0.00165634,0.00437856,0.05876840,0.14912603,0.05756208,0.18149270,0.23288016,0.00000000
-5.20760380,0.52087769,0.00180755,0.00486416,0.05986022,0.15922339,0.05842162,0.18693096,0.23941913,0.00000000
-5.20160080,0.54055696,0.00195840,0.00538426,0.06076282,0.16911937,0.05907127,0.19174006,0.24510992,0.00000000
-5.19559780,0.55869780,0.00210661,0.00594238,0.06149395,0.17868009,0.05952853,0.19588326,0.24990466,0.00000000
-5.18959480,0.57512711,0.00224978,0.00654360,0.06207975,0.18776980,0.05981872,0.19933523,0.25376969,0.00000000
-5.18359180,0.58970109,0.00238543,0.00719490,0.06255497,0.19625478,0.05997513,0.20208324,0.25668683,0.00000000
-5.17758879,0.60231245,0.00251111,0.00790558,0.06296320,0.20400782,0.06003902,0.20412845,0.25865455,0.00000000
-5.17158579,0.61289792,0.00262445,0.00868757,0.06335701,0.21091277,0.06005963,0.20548716,0.25968924,0.00000000
-5.16558279,0.62144551,0.00272323,0.00955583,0.06379794,0.21686928,0.06009402,0.20619200,0.25982641,0.00000000
-5.15957979,0.62800137,0.00280547,0.01052850,0.06435640,0.22179736,0.06020685,0.20629303,0.25912177,0.00000000
-5.15357679,0.63267562,0.00286947,0.01162711,0.06511129,0.22564148,0.06047001,0.20585858,0.25765212,0.00000000
-5.14757379,0.63564682,0.00291391,0.01287658,0.06614953,0.22837421,0.06096203,0.20497580,0.25551593,0.00000000
-5.14157079,0.63716458,0.00293785,0.01430507,0.06756513,0.22999901,0.06176727,0.20375073,0.25283348,0.00000000
-5.13556778,0.63754981,0.00294078,0.01594364,0.06945800,0.23055207,0.06297492,0.20230793,0.24974644,0.00000000
-5.12956478,0.63719252,0.00292267,0.01782572,0.07193237,0.23010303,0.06467758,0.20078935,0.24641681,0.00000000
-5.12356178,0.63654652,0.00288391,0.01998634,0.07509473,0.22875456,0.06696956,0.19935256,0.24302512,0.00000000
-5.11755878,0.63612127,0.00282537,0.02246115,0.07905133,0.22664065,0.06994483,0.19816821,0.23976778,0.00000000
-5.11155578,0.63647062,0.00274828,0.02528518,0.08390523,0.22392379,0.07369451,0.19741669,0.23685368,0.00000000
-5.10555278,0.63817874,0.00265429,0.02849146,0.08975293,0.22079088,0.07830415,0.19728404,0.23449989,0.00000000
-5.09954977,0.64184348,0.00254532,0.03210940,0.09668063,0.21744820,0.08385059,0.19795721,0.23292666,0.00000000
-5.09354677,0.64805771,0.00242354,0.03616317,0.10476024,0.21411562,0.09039867,0.19961865,0.23235179,0.00000000
-5.08754377,0.65738921,0.00229131,0.04066988,0.11404530,0.21102002,0.09799779,0.20244061,0.23298453,0.00000000
-5.08154077,0.67035979,0.00215108,0.04563791,0.12456684,0.20838850,0.10667846,0.20657912,0.23501915,0.00000000
-5.07553777,0.68742468,0.00200530,0.05106527,0.13632962,0.20644132,0.11644908,0.21216800,0.23862855,0.00000000
-5.06953477,0.70895279,0.00185641,0.05693823,0.14930869,0.20538513,0.12729300,0.21931310,0.24395799,0.00000000
-5.06353177,0.73520894,0.00170673,0.06323019,0.16344672,0.20540644,0.13916613,0.22808709,0.25111934,0.00000000
-5.05752876,0.76633887,0.00155839,0.06990095,0.17865217,0.20666586,0.15199527,0.23852493,0.26018607,0.00000000
-5.05152576,0.80235775,0.00141332,0.07689652,0.19479851,0.20929310,0.16567726,0.25062038,0.27118913,0.00000000
-5.04552276,0.84314295,0.00127322,0.08414936,0.21172479,0.21338296,0.18007919,0.26432366,0.28411414,0.00000000
-5.03951976,0.88843152,0.00113949,0.09157928,0.22923748,0.21899259,0.19503973,0.27954054,0.29889989,0.00000000
-5.03351676,0.93782270,0.00101328,0.09909494,0.24711382,0.22613979,0.21037161,0.29613287,0.31543830,0.00000000
-5.02751376,0.99078561,0.00089541,0.10659588,0.26510653,0.23480275,0.22586532,0.31392061,0.33357599,0.00000000
-5.02151076,1.04667186,0.00078648,0.11397516,0.28294990,0.24492093,0.24129389,0.33268549,0.35311742,0.00000000
-5.01550775,1.10473293,0.00068679,0.12112243,0.30036701,0.25639715,0.25641876,0.35217604,0.37382948,0.00000000
-5.00950475,1.16414152,0.00059643,0.12792737,0.31707793,0.26910085,0.27099636,0.37211396,0.39544745,0.00000000
-5.00350175,1.22401619,0.00051529,0.13428333,0.33280851,0.28287224,0.28478539,0.39220158,0.41768218,0.00000000
-4.99749875,1.28344840,0.00044307,0.14009108,0.34729944,0.29752724,0.29755428,0.41213022,0.44022807,0.00000000
-4.99149575,1.34153067,0.00037935,0.14526235,0.36031525,0.31286311,0.30908872,0.43158897,0.46277172,0.00000000
-4.98549275,1.39738490,0.00032358,0.14972322,0.37165270,0.32866436,0.31919876,0.45027384,0.48500090,0.00000000
-4.97948974,1.45018960,0.00027517,0.15341691,0.38114829,0.34470890,0.32772526,0.46789657,0.50661329,0.00000000
-4.97348674,1.49920480,0.00023346,0.15630607,0.38868445,0.36077415,0.33454532,0.48419309,0.52732493,0.00000000
-4.96748374,1.54379375,0.00019779,0.15837426,0.39419411,0.37664282,0.33957642,0.49893111,0.54687780,0.00000000
-4.96148074,1.58344043,0.00016748,0.15962664,0.39766346,0.39210829,0.34277908,0.51191652,0.56504637,0.00000000
-4.95547774,1.61776216,0.00014190,0.16008973,0.39913264,0.40697932,0.34415788,0.52299851,0.58164279,0.00000000
-4.94947474,1.64651693,0.00012044,0.15981035,0.39869439,0.42108396,0.34376081,0.53207306,0.59652057,0.00000000
-4.94347174,1.66960512,0.00010254,0.15885368,0.39649068,0.43427262,0.34167688,0.53908484,0.60957655,0.00000000
-4.93746873,1.68706585,0.00008770,0.15730050,0.39270751,0.44642013,0.33803229,0.54402730,0.62075127,0.00000000
-4.93146573,1.69906813,0.00007549,0.15524393,0.38756798,0.45742685,0.33298509,0.54694118,0.63002759,0.00000000
-4.92546273,1.70589742,0.00006550,0.15278556,0.38132420,0.46721879,0.32671888,0.54791142,0.63742790,0.00000000
-4.91945973,1.70793844,0.00005744,0.15003139,0.37424811,0.47574691,0.31943557,0.54706270,0.64300983,0.00000000
-4.91345673,1.70565509,0.00005102,0.14708761,0.36662191,0.48298558,0.31134784,0.54455382,0.64686109,0.00000000
-4.90745373,1.69956857,0.00004604,0.14405654,0.35872830,0.48893046,0.30267144,0.54057126,0.64909337,0.00000000
-4.90145073,1.69023475,0.00004234,0.14103288,0.35084113,0.49359585,0.29361782,0.53532212,0.64983594,0.00000000
-4.89544772,1.67822197,0.00003981,0.13810032,0.34321667,0.49701185,0.28438738,0.52902689,0.64922909,0.00000000
-4.88944472,1.66409020,0.00003838,0.13532891,0.33608596,0.49922133,0.27516367,0.52191222,0.64741793,0.00000000
-4.88344172,1.64837254,0.00003799,0.13277308,0.32964849,0.50027707,0.26610873,0.51420413,0.64454672,0.00000000
-4.87743872,1.63155973,0.00003866,0.13047039,0.32406736,0.50023908,0.25735985,0.50612181,0.64075407,0.00000000
-4.87143572,1.61408835,0.00004041,0.12844118,0.31946601,0.49917241,0.24902765,0.49787232,0.63616929,0.00000000
-4.86543272,1.59633294,0.00004326,0.12668897,0.31592667,0.49714533,0.24119569,0.48964629,0.63090987,0.00000000
-4.85942971,1.57860221,0.00004731,0.12520159,0.31349032,0.49422819,0.23392146,0.48161478,0.62508031,0.00000000
-4.85342671,1.56113936,0.00005261,0.12395298,0.31215830,0.49049274,0.22723864,0.47392743,0.61877227,0.00000000
-4.84742371,1.54412599,0.00005928,0.12290549,0.31189508,0.48601214,0.22116039,0.46671170,0.61206583,0.00000000
-4.84142071,1.52768954,0.00006742,0.12201263,0.31263231,0.48086132,0.21568353,0.46007343,0.60503188,0.00000000
-4.83541771,1.51191329,0.00007716,0.12122206,0.31427375,0.47511786,0.21079327,0.45409846,0.59773532,0.00000000
-4.82941471,1.49684855,0.00008864,0.12047869,0.31670084,0.46886307,0.20646827,0.44885517,0.59023879,0.00000000
-4.82341171,1.48252819,0.00010201,0.11972779,0.31977878,0.46218324,0.20268562,0.44439793,0.58260683,0.00000000
-4.81740870,1.46898074,0.00011743,0.11891796,0.32336276,0.45517086,0.19942571,0.44077112,0.57490994,0.00000000
-4.81140570,1.45624444,0.00013507,0.11800380,0.32730422,0.44792570,0.19667649,0.43801363,0.56722841,0.00000000
-4.80540270,1.44438046,0.00015513,0.11694833,0.33145688,0.44055552,0.19443713,0.43616359,0.55965560,0.00000000
-4.79939970,1.43348475,0.00017783,0.11572492,0.33568245,0.43317650,0.19272080,0.43526311,0.55230056,0.00000000
-4.79339670,1.42369794,0.00020338,0.11431881,0.33985573,0.42591303,0.19155649,0.43536285,0.54528957,0.00000000
-4.78739370,1.41521292,0.00023205,0.11272817,0.34386919,0.41889697,0.19098990,0.43652620,0.53876676,0.00000000
-4.78139070,1.40827974,0.00026411,0.11096464,0.34763671,0.41226641,0.19108332,0.43883285,0.53289353,0.00000000
-4.77538769,1.40320764,0.00029986,0.10905344,0.35109657,0.40616369,0.19191449,0.44238161,0.52784691,0.00000000
-4.76938469,1.40036417,0.00033963,0.10703303,0.35421357,0.40073300,0.19357471,0.44729225,0.52381682,0.00000000
-4.76338169,1.40017119,0.00038379,0.10495433,0.35698020,0.39611750,0.19616616,0.45370628,0.52100239,0.00000000
-4.75737869,1.40309809,0.00043270,0.10287960,0.35941699,0.39245597,0.19979855,0.46178652,0.51960751,0.00000000
-4.75137569,1.40965222,0.00048676,0.10088096,0.36157180,0.38987939,0.20458544,0.47171529,0.51983567,0.00000000
-4.74537269,1.42036678,0.00054638,0.09903864,0.36351830,0.38850725,0.21064014,0.48369132,0.52188447,0.00000000
-4.73936968,1.43578655,0.00061198,0.09743897,0.36535356,0.38844397,0.21807154,0.49792519,0.52593992,0.00000000
-4.73336668,1.45645173,0.00068397,0.09617213,0.36719475,0.38977551,0.22697991,0.51463347,0.53217071,0.00000000
-4.72736368,1.48288035,0.00076272,0.09532978,0.36917520,0.39256626,0.23745279,0.53403161,0.54072277,0.00000000
-4.72136068,1.51554964,0.00084858,0.09500249,0.37143964,0.39685640,0.24956111,0.55632563,0.55171419,0.00000000
-4.71535768,1.55487694,0.00094183,0.09527712,0.37413908,0.40265980,0.26335565,0.58170298,0.56523073,0.00000000
-4.70935468,1.60120061,0.00104268,0.09623413,0.37742512,0.40996256,0.27886382,0.61032267,0.58132202,0.00000000
-4.70335168,1.65476144,0.00115122,0.09794483,0.38144406,0.41872224,0.29608683,0.64230508,0.59999854,0.00000000
-4.69734867,1.71568531,0.00126742,0.10046876,0.38633097,0.42886784,0.31499739,0.67772184,0.62122944,0.00000000
-4.69134567,1.78396741,0.00139108,0.10385109,0.39220380,0.44030049,0.33553783,0.71658604,0.64494120,0.00000000
-4.68534267,1.85945893,0.00152185,0.10812024,0.39915779,0.45289487,0.35761870,0.75884336,0.67101720,0.00000000
-4.67933967,1.94185648,0.00165917,0.11328577,0.40726042,0.46650129,0.38111800,0.80436447,0.69929810,0.00000000
-4.67333667,2.03069498,0.00180227,0.11933652,0.41654702,0.48094834,0.40588085,0.85293918,0.72958301,0.00000000
-4.66733367,2.12534446,0.00195017,0.12623929,0.42701731,0.49604615,0.43171989,0.90427266,0.76163140,0.00000000
-4.66133067,2.22501120,0.00210166,0.13393796,0.43863295,0.51158995,0.45841624,0.95798419,0.79516580,0.00000000
-4.65532766,2.32874352,0.00225529,0.14235323,0.45131638,0.52736409,0.48572132,1.01360867,0.82987501,0.00000000
-4.64932466,2.43544244,0.00240945,0.15138300,0.46495092,0.54314615,0.51335924,1.07060100,0.86541804,0.00000000
-4.64332166,2.54387740,0.00256230,0.16090355,0.47938234,0.55871132,0.54103022,1.12834360,0.90142857,0.00000000
