energy_ev,total_up,Au_p_up,Au_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,3.02557841,0.23383341,2.85326123,0.08658068,0.00000000,0.06036947,0.00000000
-5.99399700,2.96004950,0.23923560,2.78838524,0.08557802,0.00000000,0.05974082,0.00000000
-5.98799400,2.90654675,0.24649190,2.73441623,0.08482432,0.00000000,0.05967198,0.00000000
-5.98199100,2.86484832,0.25570066,2.69104828,0.08433645,0.00000000,0.06019128,0.00000000
-5.97598799,2.83465402,0.26696386,2.65789152,0.08413386,0.00000000,0.06132686,0.00000000
-5.96998499,2.81560492,0.28038438,2.63449347,0.08423744,0.00000000,0.06310676,0.00000000
-5.96398199,2.80730165,0.29606249,2.62035950,0.08466821,0.00000000,0.06555888,0.00000000
-5.95797899,2.80932015,0.31409193,2.61497124,0.08544591,0.00000000,0.06871077,0.00000000
-5.95197599,2.82122417,0.33455546,2.61780204,0.08658755,0.00000000,0.07258917,0.00000000
-5.94597299,2.84257363,0.35752021,2.62832884,0.08810603,0.00000000,0.07721936,0.00000000
-5.93996998,2.87292882,0.38303288,2.64603978,0.09000889,0.00000000,0.08262423,0.00000000
-5.93396698,2.91185024,0.41111500,2.67043777,0.09229720,0.00000000,0.08882325,0.00000000
-5.92796398,2.95889446,0.44175841,2.70104001,0.09496478,0.00000000,0.09583113,0.00000000
-5.92196098,3.01360657,0.47492113,2.73737382,0.09799760,0.00000000,0.10365646,0.00000000
-5.91595798,3.07550997,0.51052378,2.77896968,0.10137358,0.00000000,0.11230024,0.00000000
-5.90995498,3.14409428,0.54844665,2.82535200,0.10506262,0.00000000,0.12175434,0.00000000
-5.90395198,3.21880254,0.58852764,2.87602860,0.10902699,0.00000000,0.13200019,0.00000000
-5.89794897,3.29901849,0.63056110,2.93047979,0.11322196,0.00000000,0.14300742,0.00000000
-5.89194597,3.38405501,0.67429761,2.98814793,0.11759669,0.00000000,0.15473285,0.00000000
-5.88594297,3.47314451,0.71944490,3.04842815,0.12209527,0.00000000,0.16711978,0.00000000
-5.87993997,3.56543207,0.76566980,3.11066106,0.12665797,0.00000000,0.18009756,0.00000000
-5.87393697,3.65997194,0.81260137,3.17412799,0.13122244,0.00000000,0.19358171,0.00000000
-5.86793397,3.75572799,0.85983506,3.23804921,0.13572512,0.00000000,0.20747443,0.00000000
-5.86193097,3.85157822,0.90693810,3.30158536,0.14010242,0.00000000,0.22166569,0.00000000
-5.85592796,3.94632393,0.95345579,3.36384253,0.14429203,0.00000000,0.23603480,0.00000000
-5.84992496,4.03870317,0.99891891,3.42388081,0.14823397,0.00000000,0.25045255,0.00000000
-5.84392196,4.12740869,1.04285193,3.48072644,0.15187167,0.00000000,0.26478380,0.00000000
-5.83791896,4.21110998,1.08478194,3.53338727,0.15515280,0.00000000,0.27889047,0.00000000
-5.83191596,4.28847896,1.12424821,3.58087129,0.15803005,0.00000000,0.29263493,0.00000000
-5.82591296,4.35821866,1.16081198,3.62220774,0.16046173,0.00000000,0.30588355,0.00000000
-5.81990995,4.41909419,1.19406636,3.65647016,0.16241229,0.00000000,0.31851037,0.00000000
-5.81390695,4.46996474,1.22364595,3.68280072,0.16385267,0.00000000,0.33040064,0.00000000
-5.80790395,4.50981569,1.24923581,3.70043482,0.16476063,0.00000000,0.34145422,0.00000000
-5.80190095,4.53778933,1.27057944,3.70872510,0.16512086,0.00000000,0.35158850,0.00000000
-5.79589795,4.55321284,1.28748550,3.70716363,0.16492514,0.00000000,0.36074076,0.00000000
-5.78989495,4.55562219,1.29983273,3.69540130,0.16417229,0.00000000,0.36886987,0.00000000
-5.78389195,4.54478047,1.30757292,3.67326327,0.16286807,0.00000000,0.37595712,0.00000000
-5.77788894,4.52068968,1.31073163,3.64075953,0.16102502,0.00000000,0.38200621,0.00000000
-5.77188594,4.48359482,1.30940663,3.59808979,0.15866214,0.00000000,0.38704219,0.00000000
-5.76588294,4.43397989,1.30376383,3.54564212,0.15580448,0.00000000,0.39110964,0.00000000
-5.75987994,4.37255554,1.29403098,3.48398505,0.15248267,0.00000000,0.39426985,0.00000000
-5.75387694,4.30023854,1.28048939,3.41385338,0.14873230,0.00000000,0.39659738,0.00000000
-5.74787394,4.21812392,1.26346372,3.33612788,0.14459321,0.00000000,0.39817597,0.00000000
-5.74187094,4.12745091,1.24331074,3.25180993,0.14010879,0.00000000,0.39909421,0.00000000
-5.73586793,4.02956402,1.22040722,3.16199194,0.13532511,0.00000000,0.39944094,0.00000000
-5.72986493,3.92587141,1.19513766,3.06782515,0.13029012,0.00000000,0.39930091,0.00000000
-5.72386193,3.81780220,1.16788260,2.97048608,0.12505278,0.00000000,0.39875076,0.00000000
-5.71785893,3.70676505,1.13900784,2.87114338,0.11966233,0.00000000,0.39785554,0.00000000
-5.71185593,3.59410982,1.10885530,2.77092649,0.11416748,0.00000000,0.39666618,0.00000000
-5.70585293,3.48109411,1.07773577,2.67089769,0.10861582,0.00000000,0.39521773,0.00000000
-5.69984992,3.36885616,1.04592402,2.57202852,0.10305328,0.00000000,0.39352872,0.00000000
-5.69384692,3.25839507,1.01365624,2.47518159,0.09752371,0.00000000,0.39160165,0.00000000
-5.68784392,3.15055882,0.98112991,2.38109826,0.09206860,0.00000000,0.38942437,0.00000000
-5.68184092,3.04604033,0.94850598,2.29039240,0.08672694,0.00000000,0.38697252,0.00000000
-5.67583792,2.94538084,0.91591298,2.20354990,0.08153517,0.00000000,0.38421267,0.00000000
-5.66983492,2.84897994,0.88345268,2.12093348,0.07652727,0.00000000,0.38110608,0.00000000
-5.66383192,2.75711089,0.85120692,2.04279198,0.07173484,0.00000000,0.37761284,0.00000000
-5.65782891,2.66993983,0.81924490,1.96927294,0.06718735,0.00000000,0.37369597,0.00000000
