energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.94532476,-1.94532475,0.50455325,-0.50455325,0.22632036,-0.22632036,0.39977628,-0.39977628,0.00000000,-0.00000000,0.02822128,-0.02822128,0.69959666,-0.69959666
-5.99399700,1.98694563,-1.98694563,0.51683096,-0.51683096,0.23214876,-0.23214876,0.41224598,-0.41224598,0.00000000,-0.00000000,0.02874333,-0.02874333,0.71120843,-0.71120843
-5.98799400,2.02609505,-2.02609505,0.52875954,-0.52875953,0.23791713,-0.23791713,0.42430658,-0.42430658,0.00000000,-0.00000000,0.02917745,-0.02917745,0.72197242,-0.72197242
-5.98199100,2.06261430,-2.06261430,0.54041467,-0.54041467,0.24362002,-0.24362002,0.43597723,-0.43597723,0.00000000,-0.00000000,0.02952518,-0.02952518,0.73178774,-0.73178774
-5.97598799,2.09658044,-2.09658044,0.55193177,-0.55193177,0.24927757,-0.24927757,0.44731906,-0.44731906,0.00000000,-0.00000000,0.02979332,-0.02979332,0.74064418,-0.74064418
-5.96998499,2.12829384,-2.12829384,0.56349994,-0.56349994,0.25493334,-0.25493334,0.45843037,-0.45843037,0.00000000,-0.00000000,0.02999382,-0.02999382,0.74861973,-0.74861973
-5.96398199,2.15825503,-2.15825502,0.57535307,-0.57535307,0.26065066,-0.26065066,0.46943978,-0.46943978,0.00000000,-0.00000000,0.03014343,-0.03014343,0.75587436,-0.75587436
-5.95797899,2.18713221,-2.18713221,0.58775840,-0.58775840,0.26650800,-0.26650800,0.48049753,-0.48049753,0.00000000,-0.00000000,0.03026316,-0.03026316,0.76264029,-0.76264029
-5.95197599,2.21572092,-2.21572092,0.60100315,-0.60100315,0.27259337,-0.27259337,0.49176531,-0.49176531,0.00000000,-0.00000000,0.03037753,-0.03037753,0.76920929,-0.76920929
-5.94597299,2.24489777,-2.24489777,0.61537975,-0.61537975,0.27899812,-0.27899812,0.50340514,-0.50340514,0.00000000,-0.00000000,0.03051367,-0.03051367,0.77591760,-0.77591760
-5.93996998,2.27557063,-2.27557063,0.63117029,-0.63117029,0.28581041,-0.28581041,0.51556788,-0.51556788,0.00000000,-0.00000000,0.03070028,-0.03070028,0.78312924,-0.78312924
-5.93396698,2.30862746,-2.30862746,0.64863101,-0.64863101,0.29310870,-0.29310870,0.52838184,-0.52838184,0.00000000,-0.00000000,0.03096645,-0.03096645,0.79121829,-0.79121829
-5.92796398,2.34488632,-2.34488631,0.66797748,-0.66797748,0.30095569,-0.30095569,0.54194220,-0.54194220,0.00000000,-0.00000000,0.03134047,-0.03134047,0.80055120,-0.80055120
-5.92196098,2.38504875,-2.38504875,0.68937113,-0.68937113,0.30939279,-0.30939279,0.55630172,-0.55630172,0.00000000,-0.00000000,0.03184863,-0.03184863,0.81146949,-0.81146949
-5.91595798,2.42965880,-2.42965880,0.71290780,-0.71290780,0.31843570,-0.31843570,0.57146327,-0.57146327,0.00000000,-0.00000000,0.03251400,-0.03251400,0.82427390,-0.82427390
-5.90995498,2.47906929,-2.47906929,0.73860883,-0.73860882,0.32807114,-0.32807114,0.58737458,-0.58737458,0.00000000,-0.00000000,0.03335538,-0.03335538,0.83921030,-0.83921030
-5.90395198,2.53341696,-2.53341696,0.76641496,-0.76641496,0.33825492,-0.33825492,0.60392555,-0.60392555,0.00000000,-0.00000000,0.03438633,-0.03438633,0.85645811,-0.85645811
-5.89794897,2.59260736,-2.59260736,0.79618355,-0.79618355,0.34891164,-0.34891164,0.62094827,-0.62094827,0.00000000,-0.00000000,0.03561435,-0.03561435,0.87612137,-0.87612137
-5.89194597,2.65630992,-2.65630991,0.82768895,-0.82768895,0.35993577,-0.35993576,0.63821983,-0.63821983,0.00000000,-0.00000000,0.03704032,-0.03704032,0.89822293,-0.89822293
-5.88594297,2.72396336,-2.72396336,0.86062621,-0.86062621,0.37119424,-0.37119424,0.65546780,-0.65546780,0.00000000,-0.00000000,0.03865812,-0.03865812,0.92270167,-0.92270167
-5.87993997,2.79479083,-2.79479083,0.89461776,-0.89461776,0.38253047,-0.38253047,0.67237817,-0.67237817,0.00000000,-0.00000000,0.04045455,-0.04045455,0.94941287,-0.94941287
-5.87393697,2.86782389,-2.86782389,0.92922295,-0.92922295,0.39376942,-0.39376942,0.68860546,-0.68860546,0.00000000,-0.00000000,0.04240942,-0.04240942,0.97813151,-0.97813151
-5.86793397,2.94193407,-2.94193407,0.96394984,-0.96394984,0.40472362,-0.40472362,0.70378441,-0.70378441,0.00000000,-0.00000000,0.04449603,-0.04449603,1.00855825,-1.00855825
-5.86193097,3.01587047,-3.01587047,0.99826887,-0.99826887,0.41519979,-0.41519979,0.71754293,-0.71754293,0.00000000,-0.00000000,0.04668175,-0.04668175,1.04032781,-1.04032781
-5.85592796,3.08830156,-3.08830156,1.03162777,-1.03162777,0.42500578,-0.42500578,0.72951555,-0.72951555,0.00000000,-0.00000000,0.04892895,-0.04892895,1.07301923,-1.07301923
-5.84992496,3.15785934,-3.15785934,1.06346716,-1.06346716,0.43395743,-0.43395743,0.73935688,-0.73935688,0.00000000,-0.00000000,0.05119599,-0.05119599,1.10616770,-1.10616770
-5.84392196,3.22318411,-3.22318411,1.09323636,-1.09323636,0.44188513,-0.44188513,0.74675451,-0.74675451,0.00000000,-0.00000000,0.05343856,-0.05343856,1.13927741,-1.13927741
-5.83791896,3.28296782,-3.28296782,1.12040858,-1.12040858,0.44863974,-0.44863974,0.75144070,-0.75144070,0.00000000,-0.00000000,0.05561089,-0.05561089,1.17183499,-1.17183499
-5.83191596,3.33599471,-3.33599471,1.14449536,-1.14449536,0.45409763,-0.45409763,0.75320254,-0.75320254,0.00000000,-0.00000000,0.05766725,-0.05766725,1.20332309,-1.20332309
-5.82591296,3.38117758,-3.38117758,1.16505950,-1.16505950,0.45816469,-0.45816469,0.75189001,-0.75189001,0.00000000,-0.00000000,0.05956334,-0.05956334,1.23323371,-1.23323371
-5.81990995,3.41758871,-3.41758871,1.18172635,-1.18172635,0.46077910,-0.46077910,0.74742185,-0.74742185,0.00000000,-0.00000000,0.06125765,-0.06125765,1.26108092,-1.26108092
-5.81390695,3.44448467,-3.44448467,1.19419303,-1.19419303,0.46191287,-0.46191287,0.73978886,-0.73978886,0.00000000,-0.00000000,0.06271278,-0.06271278,1.28641261,-1.28641261
-5.80790395,3.46132438,-3.46132438,1.20223549,-1.20223549,0.46157213,-0.46157213,0.72905466,-0.72905466,0.00000000,-0.00000000,0.06389657,-0.06389657,1.30882115,-1.30882115
-5.80190095,3.46778029,-3.46778029,1.20571330,-1.20571330,0.45979623,-0.45979623,0.71535401,-0.71535401,0.00000000,-0.00000000,0.06478310,-0.06478310,1.32795254,-1.32795254
-5.79589795,3.46374271,-3.46374271,1.20457210,-1.20457210,0.45665569,-0.45665569,0.69888863,-0.69888863,0.00000000,-0.00000000,0.06535347,-0.06535347,1.34351412,-1.34351412
-5.78989495,3.44931764,-3.44931764,1.19884373,-1.19884373,0.45224925,-0.45224925,0.67992101,-0.67992101,0.00000000,-0.00000000,0.06559629,-0.06559629,1.35528055,-1.35528055
-5.78389195,3.42481843,-3.42481843,1.18864419,-1.18864419,0.44670014,-0.44670014,0.65876626,-0.65876626,0.00000000,-0.00000000,0.06550802,-0.06550802,1.36309806,-1.36309806
-5.77788894,3.39075204,-3.39075204,1.17416957,-1.17416957,0.44015175,-0.44015175,0.63578259,-0.63578259,0.00000000,-0.00000000,0.06509295,-0.06509295,1.36688694,-1.36688694
-5.77188594,3.34780049,-3.34780049,1.15569007,-1.15569007,0.43276294,-0.43276294,0.61136057,-0.61136057,0.00000000,-0.00000000,0.06436299,-0.06436299,1.36664213,-1.36664213
-5.76588294,3.29679839,-3.29679839,1.13354234,-1.13354234,0.42470312,-0.42470312,0.58591183,-0.58591183,0.00000000,-0.00000000,0.06333719,-0.06333719,1.36243207,-1.36243207
-5.75987994,3.23870727,-3.23870727,1.10812037,-1.10812038,0.41614734,-0.41614734,0.55985739,-0.55985739,0.00000000,-0.00000000,0.06204106,-0.06204106,1.35439573,-1.35439573
-5.75387694,3.17458750,-3.17458750,1.07986532,-1.07986532,0.40727144,-0.40727144,0.53361622,-0.53361622,0.00000000,-0.00000000,0.06050567,-0.06050567,1.34273786,-1.34273786
-5.74787394,3.10556867,-3.10556867,1.04925425,-1.04925425,0.39824752,-0.39824752,0.50759420,-0.50759420,0.00000000,-0.00000000,0.05876662,-0.05876662,1.32772267,-1.32772267
-5.74187094,3.03281920,-3.03281920,1.01678844,-1.01678844,0.38923972,-0.38923972,0.48217399,-0.48217399,0.00000000,-0.00000000,0.05686291,-0.05686291,1.30966593,-1.30966593
-5.73586793,2.95751583,-2.95751583,0.98298131,-0.98298131,0.38040045,-0.38040045,0.45770599,-0.45770599,0.00000000,-0.00000000,0.05483566,-0.05483566,1.28892578,-1.28892578
-5.72986493,2.88081386,-2.88081386,0.94834639,-0.94834639,0.37186705,-0.37186705,0.43450062,-0.43450062,0.00000000,-0.00000000,0.05272691,-0.05272691,1.26589239,-1.26589239
-5.72386193,2.80381882,-2.80381882,0.91338573,-0.91338573,0.36375904,-0.36375904,0.41282221,-0.41282221,0.00000000,-0.00000000,0.05057830,-0.05057830,1.24097680,-1.24097680
