energy_ev,total_up,Al_p_up,Al_d_up,Au_p_up,Au_d_up,S_s_up,S_p_up
-5.85592796,4.64295173,0.23535263,0.00000000,0.36260610,4.41916390,0.00079051,0.10355184
-5.84992496,4.54834639,0.22900120,0.00000000,0.34734460,4.33433241,0.00075581,0.10031523
-5.84392196,4.43777273,0.22202053,0.00000000,0.33179805,4.23382808,0.00072006,0.09687657
-5.83791896,4.31335017,0.21451399,0.00000000,0.31609129,4.11966925,0.00068389,0.09328074
-5.83191596,4.17756403,0.20660453,0.00000000,0.30038889,3.99421770,0.00064804,0.08958165
-5.82591296,4.03318165,0.19843002,0.00000000,0.28488876,3.86009909,0.00061334,0.08584010
-5.81990995,3.88316142,0.19013825,0.00000000,0.26981519,3.72011649,0.00058069,0.08212165
-5.81390695,3.73055876,0.18188202,0.00000000,0.25541191,3.57716085,0.00055103,0.07849451
-5.80790395,3.57843345,0.17381436,0.00000000,0.24193515,3.43412254,0.00052535,0.07502754
-5.80190095,3.42976189,0.16608419,0.00000000,0.22964734,3.29380757,0.00050465,0.07178849
-5.79589795,3.28735779,0.15883253,0.00000000,0.21881129,3.15886164,0.00048993,0.06884253
-5.78989495,3.15380374,0.15218928,0.00000000,0.20968517,3.03170470,0.00048218,0.06625102
-5.78389195,3.03139542,0.14627080,0.00000000,0.20251829,2.91447752,0.00048235,0.06407070
-5.77788894,2.92209941,0.14117800,0.00000000,0.19754745,2.80900158,0.00049137,0.06235305
-5.77188594,2.82752468,0.13699527,0.00000000,0.19499392,2.71675213,0.00051008,0.06114402
-5.76588294,2.74890696,0.13378975,0.00000000,0.19506083,2.63884403,0.00053927,0.06048390
-5.75987994,2.68710493,0.13161118,0.00000000,0.19793068,2.57602917,0.00057961,0.06040732
-5.75387694,2.64260627,0.13049199,0.00000000,0.20376294,2.52870390,0.00063167,0.06094337
-5.74787394,2.61554173,0.13044760,0.00000000,0.21269143,2.49692443,0.00069589,0.06211564
-5.74187094,2.60570507,0.13147682,0.00000000,0.22482141,2.48042837,0.00077252,0.06394226
-5.73586793,2.61257697,0.13356220,0.00000000,0.24022627,2.47866047,0.00086167,0.06643582
-5.72986493,2.63535111,0.13667037,0.00000000,0.25894388,2.49080071,0.00096320,0.06960305
-5.72386193,2.67296124,0.14075222,0.00000000,0.28097255,2.51579353,0.00107679,0.07344448
-5.71785893,2.72410813,0.14574310,0.00000000,0.30626685,2.55237709,0.00120185,0.07795386
-5.71185593,2.78728623,0.15156287,0.00000000,0.33473334,2.59911214,0.00133753,0.08311743
-5.70585293,2.86080969,0.15811616,0.00000000,0.36622671,2.65441006,0.00148272,0.08891318
-5.69984992,2.94283842,0.16529259,0.00000000,0.40054637,2.71656056,0.00163606,0.09531002
-5.69384692,3.03140448,0.17296745,0.00000000,0.43743399,2.78375914,0.00179591,0.10226703
-5.68784392,3.12443966,0.18100253,0.00000000,0.47657220,2.85413502,0.00196038,0.10973280
-5.68184092,3.21980483,0.18924760,0.00000000,0.51758486,2.92577991,0.00212739,0.11764498
-5.67583792,3.31532164,0.19754226,0.00000000,0.56003903,2.99677813,0.00229464,0.12593008
-5.66983492,3.40880683,0.20571849,0.00000000,0.60344883,3.06523824,0.00245971,0.13450363
-5.66383192,3.49810898,0.21360363,0.00000000,0.64728135,3.12932600,0.00262009,0.14327063
-5.65782891,3.58114743,0.22102396,0.00000000,0.69096458,3.18729833,0.00277323,0.15212645
-5.65182591,3.65595232,0.22780869,0.00000000,0.73389715,3.23753742,0.00291662,0.16095819
-5.64582291,3.72070472,0.23379420,0.00000000,0.77545985,3.27858410,0.00304781,0.16964630
-5.63981991,3.77377533,0.23882845,0.00000000,0.81502841,3.30916900,0.00316457,0.17806669
-5.63381691,3.81376022,0.24277536,0.00000000,0.85198737,3.32824035,0.00326483,0.18609311
-5.62781391,3.83951189,0.24551879,0.00000000,0.88574443,3.33498689,0.00334684,0.19359976
-5.62181091,3.85016427,0.24696628,0.00000000,0.91574483,3.32885481,0.00340917,0.20046412
-5.61580790,3.84515021,0.24705194,0.00000000,0.94148531,3.30955753,0.00345075,0.20656980
-5.60980490,3.82421070,0.24573870,0.00000000,0.96252704,3.27707787,0.00347091,0.21180945
-5.60380190,3.78739518,0.24301954,0.00000000,0.97850721,3.23166215,0.00346941,0.21608752
-5.59779890,3.73505297,0.23891778,0.00000000,0.98914867,3.17380657,0.00344643,0.21932277
-5.59179590,3.66781631,0.23348636,0.00000000,0.99426742,3.10423635,0.00340256,0.22145064
-5.58579290,3.58657584,0.22680610,0.00000000,0.99377778,3.02387886,0.00333879,0.22242504
-5.57978989,3.49244995,0.21898309,0.00000000,0.98769477,2.93383189,0.00325648,0.22221994
-5.57378689,3.38674954,0.21014531,0.00000000,0.97613408,2.83532889,0.00315732,0.22083025
-5.56778389,3.27093997,0.20043860,0.00000000,0.95930935,2.72970281,0.00304327,0.21827238
-5.56178089,3.14660222,0.19002222,0.00000000,0.93752706,2.61835042,0.00291656,0.21458415
-5.55577789,3.01539481,0.17906418,0.00000000,0.91117924,2.50269861,0.00277958,0.20982420
-5.54977489,2.87901836,0.16773660,0.00000000,0.88073433,2.38417434,0.00263484,0.20407094
-5.54377189,2.73918398,0.15621114,0.00000000,0.84672647,2.26417920,0.00248494,0.19742098
-5.53776888,2.59758648,0.14465492,0.00000000,0.80974369,2.14406941,0.00233252,0.18998716
-5.53176588,2.45588302,0.13322681,0.00000000,0.77041536,2.02514172,0.00218019,0.18189622
-5.52576288,2.31567747,0.12207441,0.00000000,0.72939930,1.90862497,0.00203050,0.17328624
-5.51975988,2.17851000,0.11133169,0.00000000,0.68736893,1.79567713,0.00188593,0.16430379
-5.51375688,2.04585167,0.10111732,0.00000000,0.64500077,1.68738680,0.00174883,0.15510105
-5.50775388,1.91910273,0.09153369,0.00000000,0.60296262,1.58477835,0.00162144,0.14583283
-5.50175088,1.79959393,0.08266659,0.00000000,0.56190261,1.48881927,0.00150582,0.13665363
-5.49574787,1.68858929,0.07458549,0.00000000,0.52243922,1.40042860,0.00140389,0.12771482
-5.48974487,1.58728918,0.06734419,0.00000000,0.48515254,1.32048491,0.00131740,0.11916196
-5.48374187,1.49683244,0.06098197,0.00000000,0.45057654,1.24983267,0.00124792,0.11113226
-5.47773887,1.41829651,0.05552483,0.00000000,0.41919257,1.18928589,0.00119685,0.10375239
-5.47173587,1.35269444,0.05098692,0.00000000,0.39142390,1.13962819,0.00116538,0.09713640
-5.46573287,1.30096835,0.04737197,0.00000000,0.36763115,1.10160848,0.00115453,0.09138395
-5.45972986,1.26397884,0.04467461,0.00000000,0.34810871,1.07593229,0.00116510,0.08657884
-5.45372686,1.24249031,0.04288153,0.00000000,0.33308177,1.06324847,0.00119767,0.08278771
-5.44772386,1.23715263,0.04197241,0.00000000,0.32270409,1.06413169,0.00125259,0.08005902
-5.44172086,1.24847950,0.04192062,0.00000000,0.31705631,1.07906162,0.00132997,0.07842228
-5.43571786,1.27682480,0.04269364,0.00000000,0.31614487,1.10839933,0.00142963,0.07788752
-5.42971486,1.32235774,0.04425333,0.00000000,0.31990145,1.15236253,0.00155116,0.07844498
-5.42371186,1.38503859,0.04655590,0.00000000,0.32818317,1.21100076,0.00169381,0.08006510
-5.41770885,1.46459616,0.04955185,0.00000000,0.34077345,1.28417208,0.00185658,0.08269875
-5.41170585,1.56050901,0.05318578,0.00000000,0.35738385,1.37152292,0.00203815,0.08627777
-5.40570285,1.67199168,0.05739625,0.00000000,0.37765701,1.47247238,0.00223696,0.09071589
-5.39969985,1.79798755,0.06211572,0.00000000,0.40117072,1.58620262,0.00245118,0.09590995
-5.39369685,1.93716959,0.06727063,0.00000000,0.42744354,1.71165628,0.00267877,0.10174151
-5.38769385,2.08794982,0.07278168,0.00000000,0.45594175,1.84754199,0.00291755,0.10807892
-5.38169085,2.24849822,0.07856440,0.00000000,0.48608799,1.99234836,0.00316522,0.11477970
-5.37568784,2.41677100,0.08452999,0.00000000,0.51727133,2.14436677,0.00341948,0.12169333
-5.36968484,2.59054805,0.09058640,0.00000000,0.54885881,2.30172241,0.00367807,0.12866441
-5.36368184,2.76747849,0.09663975,0.00000000,0.58020808,2.46241299,0.00393888,0.13553606
-5.35767884,2.94513316,0.10259591,0.00000000,0.61068112,2.62435381,0.00420003,0.14215346
-5.35167584,3.12106202,0.10836233,0.00000000,0.63965829,2.78542761,0.00445996,0.14836758
-5.34567284,3.29285448,0.11384992,0.00000000,0.66655262,2.94353726,0.00471749,0.15403881
-5.33966983,3.45820002,0.11897499,0.00000000,0.69082356,3.09665908,0.00497187,0.15904040
-5.33366683,3.61494674,0.12366115,0.00000000,0.71198987,3.24289455,0.00522287,0.16326168
-5.32766383,3.76115509,0.12784100,0.00000000,0.72964100,3.38051812,0.00547072,0.16661079
-5.32166083,3.89514449,0.13145763,0.00000000,0.74344665,3.50801885,0.00571617,0.16901689
-5.31565783,4.01553072,0.13446588,0.00000000,0.75316390,3.62413418,0.00596045,0.17043174
-5.30965483,4.12125240,0.13683311,0.00000000,0.75864179,3.72787417,0.00620516,0.17083054
-5.30365183,4.21158550,0.13853969,0.00000000,0.75982310,3.81853531,0.00645225,0.17021208
-5.29764882,4.28614533,0.13957902,0.00000000,0.75674316,3.89570332,0.00670389,0.16859806
-5.29164582,4.34487619,0.13995710,0.00000000,0.74952592,3.95924524,0.00696238,0.16603178
-5.28564282,4.38802952,0.13969180,0.00000000,0.73837738,4.00929127,0.00722998,0.16257607
-5.27963982,4.41613193,0.13881172,0.00000000,0.72357663,4.04620785,0.00750884,0.15831074
-5.27363682,4.42994510,0.13735474,0.00000000,0.70546508,4.07056348,0.00780083,0.15332954
-5.26763382,4.43041975,0.13536645,0.00000000,0.68443416,4.08308953,0.00810749,0.14773683
-5.26163082,4.41864647,0.13289836,0.00000000,0.66091217,4.08463819,0.00842989,0.14164405
-5.25562781,4.39580583,0.13000609,0.00000000,0.63535073,4.07613997,0.00876861,0.13516620
-5.24962481,4.36312055,0.12674764,0.00000000,0.60821141,4.05856314,0.00912365,0.12841845
-5.24362181,4.32181203,0.12318172,0.00000000,0.57995305,4.03287706,0.00949448,0.12151298
-5.23761881,4.27306314,0.11936625,0.00000000,0.55102011,4.00002133,0.00988001,0.11455618
-5.23161581,4.21798896,0.11535716,0.00000000,0.52183251,3.96088198,0.01027864,0.10764626
-5.22561281,4.15761623,0.11120734,0.00000000,0.49277712,3.91627549,0.01068835,0.10087144
-5.21960980,4.09287209,0.10696599,0.00000000,0.46420115,3.86694107,0.01110673,0.09430854
-5.21360680,4.02458164,0.10267810,0.00000000,0.43640744,3.81354087,0.01153110,0.08802220
-5.20760380,3.95347381,0.09838430,0.00000000,0.40965159,3.75666736,0.01195854,0.08206450
-5.20160080,3.88019412,0.09412089,0.00000000,0.38414098,3.69685670,0.01238606,0.07647517
-5.19559780,3.80532287,0.08992004,0.00000000,0.36003526,3.63460675,0.01281057,0.07128203
-5.18959480,3.72939688,0.08581015,0.00000000,0.33744835,3.57039774,0.01322899,0.06650189
-5.18359180,3.65293275,0.08181629,0.00000000,0.31645150,3.50471402,0.01363831,0.06214161
-5.17758879,3.57644984,0.07796068,0.00000000,0.29707726,3.43806496,0.01403555,0.05819942
-5.17158579,3.50049106,0.07426316,0.00000000,0.27932407,3.37100324,0.01441784,0.05466621
-5.16558279,3.42563995,0.07074163,0.00000000,0.26316116,3.30413933,0.01478240,0.05152698
-5.15957979,3.35253270,0.06741242,0.00000000,0.24853369,3.23815067,0.01512655,0.04876221
-5.15357679,3.28186433,0.06429054,0.00000000,0.23536776,3.17378501,0.01544771,0.04634910
-5.14757379,3.21438842,0.06138990,0.00000000,0.22357532,3.11185732,0.01574342,0.04426284
-5.14157079,3.15091031,0.05872336,0.00000000,0.21305860,3.05324028,0.01601141,0.04247759
-5.13556778,3.09227407,0.05630272,0.00000000,0.20371434,2.99884869,0.01624959,0.04096742
-5.12956478,3.03934384,0.05413866,0.00000000,0.19543739,2.94961839,0.01645616,0.03970708
-5.12356178,2.99298038,0.05224056,0.00000000,0.18812389,2.90648062,0.01662970,0.03867258
-5.11755878,2.95401407,0.05061636,0.00000000,0.18167394,2.87033314,0.01676929,0.03784163
-5.11155578,2.92321562,0.04927230,0.00000000,0.17599371,2.84200916,0.01687461,0.03719402
-5.10555278,2.90126587,0.04821279,0.00000000,0.17099709,2.82224576,0.01694610,0.03671173
-5.09954977,2.88872621,0.04744019,0.00000000,0.16660686,2.81165319,0.01698507,0.03637908
-5.09354677,2.88601100,0.04695470,0.00000000,0.16275538,2.81068648,0.01699385,0.03618267
-5.08754377,2.89336338,0.04675422,0.00000000,0.15938486,2.81962074,0.01697585,0.03611127
-5.08154077,2.91083580,0.04683437,0.00000000,0.15644727,2.83853148,0.01693565,0.03615566
-5.07553777,2.93827625,0.04718843,0.00000000,0.15390385,2.86728103,0.01687904,0.03630837
-5.06953477,2.97532116,0.04780747,0.00000000,0.15172437,2.90551182,0.01681302,0.03656341
-5.06353177,3.02139560,0.04868044,0.00000000,0.14988607,2.95264738,0.01674571,0.03691593
-5.05752876,3.07572120,0.04979434,0.00000000,0.14837248,3.00790118,0.01668628,0.03736189
-5.05152576,3.13733182,0.05113447,0.00000000,0.14717212,3.07029351,0.01664482,0.03789777
-5.04552276,3.20509681,0.05268464,0.00000000,0.14627702,3.13867606,0.01663212,0.03852020
-5.03951976,3.27775133,0.05442748,0.00000000,0.14568145,3.21176365,0.01665951,0.03922570
-5.03351676,3.35393275,0.05634478,0.00000000,0.14538055,3.28817212,0.01673857,0.04001047
-5.02751376,3.43222215,0.05841775,0.00000000,0.14536925,3.36646122,0.01688092,0.04087021
-5.02151076,3.51118942,0.06062743,0.00000000,0.14564126,3.44518098,0.01709797,0.04179998
-5.01550775,3.58944032,0.06295504,0.00000000,0.14618847,3.52291994,0.01740063,0.04279421
-5.00950475,3.66566366,0.06538225,0.00000000,0.14700046,3.59835326,0.01779912,0.04384676
-5.00350175,3.73867689,0.06789162,0.00000000,0.14806442,3.67028895,0.01830272,0.04495100
-4.99749875,3.80746810,0.07046683,0.00000000,0.14936530,3.73771030,0.01891957,0.04610002
-4.99149575,3.87123273,0.07309303,0.00000000,0.15088629,3.79981270,0.01965656,0.04728687
-4.98549275,3.92940339,0.07575709,0.00000000,0.15260942,3.85603331,0.02051914,0.04850487
-4.97948974,3.98167155,0.07844780,0.00000000,0.15451654,3.90607230,0.02151126,0.04974790
-4.97348674,4.02800008,0.08115609,0.00000000,0.15659024,3.94990478,0.02263530,0.05101070
-4.96748374,4.06862620,0.08387516,0.00000000,0.15881498,3.98778283,0.02389208,0.05228926
-4.96148074,4.10405454,0.08660058,0.00000000,0.16117821,4.02022765,0.02528085,0.05358104
-4.95547774,4.13504091,0.08933029,0.00000000,0.16367145,4.04801212,0.02679940,0.05488526
-4.94947474,4.16256725,0.09206467,0.00000000,0.16629126,4.07213469,0.02844415,0.05620311
-4.94347174,4.18780914,0.09480643,0.00000000,0.16904012,4.09378559,0.03021032,0.05753789
-4.93746873,4.21209708,0.09756054,0.00000000,0.17192708,4.11430711,0.03209210,0.05889514
-4.93146573,4.23687344,0.10033414,0.00000000,0.17496823,4.13514939,0.03408290,0.06028263
-4.92546273,4.26364661,0.10313630,0.00000000,0.17818691,4.15782377,0.03617563,0.06171032
-4.91945973,4.29394438,0.10597786,0.00000000,0.18161373,4.18385536,0.03836292,0.06319031
-4.91345673,4.32926800,0.10887116,0.00000000,0.18528621,4.21473666,0.04063746,0.06473660
-4.90745373,4.37104867,0.11182977,0.00000000,0.18924823,4.25188378,0.04299223,0.06636491
-4.90145073,4.42060747,0.11486811,0.00000000,0.19354912,4.29659645,0.04542076,0.06809230
-4.89544772,4.47911981,0.11800110,0.00000000,0.19824254,4.35002287,0.04791732,0.06993687
-4.88944472,4.54758496,0.12124363,0.00000000,0.20338497,4.41312997,0.05047705,0.07191720
-4.88344172,4.62680078,0.12461012,0.00000000,0.20903400,4.48667933,0.05309598,0.07405188
-4.87743872,4.71734386,0.12811386,0.00000000,0.21524629,4.57120872,0.05577102,0.07635885
-4.87143572,4.81955454,0.13176638,0.00000000,0.22207535,4.66701900,0.05849977,0.07885475
-4.86543272,4.93352652,0.13557675,0.00000000,0.22956909,4.77416586,0.06128030,0.08155410
-4.85942971,5.05910061,0.13955088,0.00000000,0.23776734,4.89245592,0.06411075,0.08446856
-4.85342671,5.19586212,0.14369074,0.00000000,0.24669922,5.02144656,0.06698896,0.08760608
-4.84742371,5.34314151,0.14799370,0.00000000,0.25638073,5.16044922,0.06991196,0.09097008
-4.84142071,5.50001842,0.15245191,0.00000000,0.26681244,5.30853567,0.07287553,0.09455874
-4.83541771,5.66532885,0.15705185,0.00000000,0.27797759,5.46454743,0.07587371,0.09836430
-4.82941471,5.83767606,0.16177399,0.00000000,0.28984066,5.62710834,0.07889842,0.10237258
-4.82341171,6.01544564,0.16659275,0.00000000,0.30234654,5.79464076,0.08193921,0.10656270
-4.81740870,6.19682540,0.17147670,0.00000000,0.31542050,5.96538592,0.08498314,0.11090705
-4.81140570,6.37983081,0.17638904,0.00000000,0.32896889,6.13742889,0.08801483,0.11537153
-4.80540270,6.56233657,0.18128846,0.00000000,0.34288085,6.30872898,0.09101673,0.11991620
-4.79939970,6.74211486,0.18613018,0.00000000,0.35703086,6.47715569,0.09396959,0.12449617
-4.79339670,6.91688023,0.19086743,0.00000000,0.37128209,6.64053058,0.09685316,0.12906294
-4.78739370,7.08434093,0.19545298,0.00000000,0.38549059,6.79667475,0.09964696,0.13356597
-4.78139070,7.24225579,0.19984099,0.00000000,0.39951002,6.94346122,0.10233130,0.13795454
-4.77538769,7.38849529,0.20398879,0.00000000,0.41319673,7.07887115,0.10488829,0.14217980
-4.76938469,7.52110501,0.20785869,0.00000000,0.42641501,7.20105215,0.10730286,0.14619697
-4.76338169,7.63836897,0.21141966,0.00000000,0.43904215,7.30837667,0.10956372,0.14996741
-4.75737869,7.73887014,0.21464869,0.00000000,0.45097305,7.39949800,0.11166419,0.15346066
-4.75137569,7.82154525,0.21753185,0.00000000,0.46212413,7.47340111,0.11360279,0.15665622
-4.74537269,7.88573071,0.22006491,0.00000000,0.47243625,7.52944573,0.11538362,0.15954493
-4.73936968,7.93119698,0.22225346,0.00000000,0.48187647,7.56739898,0.11701633,0.16212991
-4.73336668,7.95816868,0.22411250,0.00000000,0.49043843,7.58745501,0.11851588,0.16442694
-4.72736368,7.96732861,0.22566555,0.00000000,0.49814151,7.59024015,0.11990189,0.16646422
-4.72136068,7.95980436,0.22694327,0.00000000,0.50502850,7.57680190,0.12119775,0.16828153
-4.71535768,7.93713708,0.22798166,0.00000000,0.51116217,7.54858155,0.12242940,0.16992875
-4.70935468,7.90123285,0.22881997,0.00000000,0.51662073,7.50737048,0.12362395,0.17146382
-4.70335168,7.85429796,0.22949846,0.00000000,0.52149261,7.45525142,0.12480825,0.17295016
-4.69734867,7.79876052,0.23005603,0.00000000,0.52587073,7.39452658,0.12600729,0.17445379
-4.69134567,7.73718114,0.23052808,0.00000000,0.52984676,7.32763512,0.12724282,0.17604013
-4.68534267,7.67215649,0.23094442,0.00000000,0.53350559,7.25706352,0.12853203,0.17777077
-4.67933967,7.60621977,0.23132771,0.00000000,0.53692044,7.18525229,0.12988650,0.17970026
-4.67333667,7.54174237,0.23169221,0.00000000,0.54014891,7.11450306,0.13131146,0.18187320
-4.66733367,7.48084106,0.23204313,0.00000000,0.54323011,7.04689016,0.13280537,0.18432167
-4.66133067,7.42529477,0.23237648,0.00000000,0.54618322,6.98418041,0.13435993,0.18706319
-4.65532766,7.37647482,0.23267950,0.00000000,0.54900734,6.92776475,0.13596039,0.19009934
-4.64932466,7.33529143,0.23293157,0.00000000,0.55168274,6.87860473,0.13758627,0.19341508
-4.64332166,7.30215912,0.23310555,0.00000000,0.55417332,6.83719620,0.13921236,0.19697881
-4.63731866,7.27698232,0.23316957,0.00000000,0.55643020,6.80355177,0.14080993,0.20074315
-4.63131566,7.25916188,0.23308886,0.00000000,0.55839599,6.77720296,0.14234814,0.20464646
-4.62531266,7.24762201,0.23282786,0.00000000,0.56000952,6.75722175,0.14379548,0.20861498
-4.61930965,7.24085642,0.23235216,0.00000000,0.56121077,6.74226064,0.14512122,0.21256544
-4.61330665,7.23699162,0.23163042,0.00000000,0.56194540,6.73060947,0.14629671,0.21640815
-4.60730365,7.23386430,0.23063587,0.00000000,0.56216883,6.72026648,0.14729654,0.22005022
-4.60130065,7.22910967,0.22934760,0.00000000,0.56184943,6.70902053,0.14809939,0.22339894
-4.59529765,7.22025657,0.22775135,0.00000000,0.56097053,6.69454085,0.14868865,0.22636504
-4.58929465,7.20482553,0.22583989,0.00000000,0.55953140,6.67447060,0.14905267,0.22886572
-4.58329165,7.18042544,0.22361293,0.00000000,0.55754677,6.64652019,0.14918470,0.23082733
-4.57728864,7.14484496,0.22107666,0.00000000,0.55504525,6.60855655,0.14908253,0.23218762
-4.57128564,7.09613498,0.21824284,0.00000000,0.55206660,6.55868467,0.14874787,0.23289740
-4.56528264,7.03267896,0.21512769,0.00000000,0.54865817,6.49531833,0.14818550,0.23292165
-4.55927964,6.95324877,0.21175056,0.00000000,0.54487069,6.41723724,0.14740228,0.23224002
-4.55327664,6.85704406,0.20813250,0.00000000,0.54075384,6.32362878,0.14640614,0.23084679
-4.54727364,6.74371440,0.20429481,0.00000000,0.53635189,6.21411299,0.14520499,0.22875032
-4.54127064,6.61336392,0.20025782,0.00000000,0.53169977,6.08875059,0.14380585,0.22597206
-4.53526763,6.46653924,0.19603974,0.00000000,0.52681990,5.94803422,0.14221400,0.22254520
-4.52926463,6.30420188,0.19165589,0.00000000,0.52172012,5.79286408,0.14043243,0.21851323
-4.52326163,6.12768737,0.18711819,0.00000000,0.51639286,5.62450981,0.13846156,0.21392824
-4.51725863,5.93865345,0.18243507,0.00000000,0.51081566,5.44456073,0.13629917,0.20884934
-4.51125563,5.73902013,0.17761167,0.00000000,0.50495324,5.25486722,0.13394067,0.20334119
-4.50525263,5.53090474,0.17265045,0.00000000,0.49876088,5.05747618,0.13137959,0.19747267
-4.49924962,5.31655488,0.16755204,0.00000000,0.49218911,4.85456342,0.12860837,0.19131588
-4.49324662,5.09828206,0.16231638,0.00000000,0.48518931,4.64836607,0.12561924,0.18494539
-4.48724362,4.87839872,0.15694397,0.00000000,0.47772015,4.44111747,0.12240531,0.17843780
-4.48124062,4.65916071,0.15143721,0.00000000,0.46975428,4.23498712,0.11896163,0.17187154
-4.47523762,4.44271694,0.14580175,0.00000000,0.46128499,4.03202753,0.11528628,0.16532694
-4.46923462,4.23106749,0.14004772,0.00000000,0.45233247,3.83412938,0.11138136,0.15888642
-4.46323162,4.02603082,0.13419082,0.00000000,0.44294915,3.64298614,0.10725378,0.15263479
-4.45722861,3.82922030,0.12825312,0.00000000,0.43322397,3.46006851,0.10291586,0.14665943
-4.45122561,3.64202997,0.12226361,0.00000000,0.42328505,3.28660872,0.09838568,0.14105048
-4.44522261,3.46562885,0.11625847,0.00000000,0.41330076,3.12359440,0.09368715,0.13590067
-4.43921961,3.30096300,0.11028089,0.00000000,0.40347889,2.97177130,0.08884975,0.13130500
-4.43321661,3.14876422,0.10438074,0.00000000,0.39406402,2.83165367,0.08390806,0.12735992
-4.42721361,3.00956420,0.09861375,0.00000000,0.38533296,2.70354145,0.07890096,0.12416226
-4.42121061,2.88371288,0.09304058,0.00000000,0.37758857,2.58754256,0.07387066,0.12180760
-4.41520760,2.77139960,0.08772556,0.00000000,0.37115211,2.48359914,0.06886160,0.12038843
-4.40920460,2.67267592,0.08273527,0.00000000,0.36635428,2.39151624,0.06391912,0.11999182
-4.40320160,2.58747887,0.07813708,0.00000000,0.36352551,2.31099150,0.05908823,0.12069687
-4.39719860,2.51565360,0.07399750,0.00000000,0.36298567,2.24164457,0.05441231,0.12257207
-4.39119560,2.45697441,0.07038060,0.00000000,0.36503366,2.18304506,0.04993188,0.12567243
-4.38519260,2.41116340,0.06734643,0.00000000,0.36993724,2.13473788,0.04568353,0.13003688
-4.37918959,2.37790623,0.06494948,0.00000000,0.37792353,2.09626513,0.04169902,0.13568573
-4.37318659,2.35686414,0.06323728,0.00000000,0.38917034,2.06718369,0.03800448,0.14261855
-4.36718359,2.34768232,0.06224907,0.00000000,0.40379888,2.04707811,0.03461993,0.15081243
-4.36118059,2.34999413,0.06201466,0.00000000,0.42186778,2.03556828,0.03155898,0.16022095
-4.35517759,2.36342131,0.06255338,0.00000000,0.44336886,2.03231200,0.02882874,0.17077364
-4.34917459,2.38757039,0.06387324,0.00000000,0.46822462,2.03700227,0.02642989,0.18237624
-4.34317159,2.42202542,0.06597027,0.00000000,0.49628750,2.04935985,0.02435704,0.19491169
-4.33716858,2.46633781,0.06882800,0.00000000,0.52734095,2.06912151,0.02259914,0.20824180
-4.33116558,2.52001349,0.07241719,0.00000000,0.56110220,2.09602466,0.02114011,0.22220956
-4.32516258,2.58249859,0.07669577,0.00000000,0.59722660,2.12978932,0.01995947,0.23664217
-4.31915958,2.65316407,0.08160898,0.00000000,0.63531339,2.17009834,0.01903314,0.25135437
-4.31315658,2.73129056,0.08708975,0.00000000,0.67491264,2.21657708,0.01833423,0.26615227
-4.30715358,2.81605418,0.09305945,0.00000000,0.71553323,2.26877366,0.01783381,0.28083731
