energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.04273969,-1.76677506,0.26880475,-0.44151194,0.29586167,-0.48073474,0.01171442,-0.02354670,0.11816799,-0.24910808,0.22058841,-0.33980385,0.04059053,-0.06963824,0.01487095,-0.02782087,0.48814022,-0.79080470
-5.99399700,0.99797468,-1.66493929,0.27039635,-0.40291829,0.28998445,-0.45621657,0.01040182,-0.02215725,0.12447189,-0.22590614,0.20510096,-0.32324761,0.03757758,-0.06530732,0.01346006,-0.02612430,0.45380135,-0.75283562
-5.98799400,0.95908337,-1.56589149,0.27482739,-0.36688343,0.28534008,-0.43278937,0.00917237,-0.02071360,0.13216427,-0.20447600,0.19072321,-0.30659637,0.03490732,-0.06100905,0.01213559,-0.02441581,0.42166802,-0.71468006
-5.98199100,0.92638726,-1.47032789,0.28198091,-0.33365422,0.28199059,-0.41053596,0.00803263,-0.01923714,0.14109551,-0.18494954,0.17763499,-0.28999789,0.03261039,-0.05679319,0.01090468,-0.02271565,0.39209134,-0.67665417
-5.97598799,0.90014655,-1.37886345,0.29170143,-0.30344691,0.27999986,-0.38951201,0.00698667,-0.01774861,0.15110443,-0.16742314,0.16600156,-0.27359657,0.03071248,-0.05270693,0.00977242,-0.02104212,0.36539231,-0.63906225
-5.96998499,0.88055435,-1.29203409,0.30379481,-0.27644578,0.27942944,-0.36975246,0.00603618,-0.01626755,0.16201839,-0.15196084,0.15597281,-0.25753115,0.02923443,-0.04879399,0.00874210,-0.01941138,0.34185924,-0.60219321
-5.96398199,0.86773340,-1.21030202,0.31802969,-0.25280283,0.28033479,-0.35127826,0.00518080,-0.01481193,0.17365416,-0.13859821,0.14768277,-0.24193320,0.02819240,-0.04509408,0.00781528,-0.01783724,0.32174597,-0.56631831
-5.95797899,0.86173548,-1.13406326,0.33414046,-0.23263848,0.28276209,-0.33410289,0.00441840,-0.01339773,0.18581945,-0.12734643,0.14124938,-0.22692618,0.02759819,-0.04164241,0.00699203,-0.01633114,0.30527094,-0.53169026
-5.95197599,0.86254327,-1.06365625,0.35183177,-0.21604280,0.28674597,-0.31823826,0.00374534,-0.01203877,0.19831532,-0.11819642,0.13677457,-0.21262515,0.02745952,-0.03846953,0.00627110,-0.01490223,0.29261681,-0.49854323
-5.94597299,0.87007460,-0.99937065,0.37078434,-0.20307706,0.29230800,-0.30369964,0.00315685,-0.01074652,0.21093934,-0.11112263,0.13434430,-0.19913687,0.02778031,-0.03560130,0.00565015,-0.01355739,0.28393059,-0.46709362
-5.93996998,0.88418868,-0.94145539,0.39066202,-0.19377524,0.29945618,-0.29050938,0.00264728,-0.00953004,0.22348952,-0.10608627,0.13402868,-0.18656027,0.02856104,-0.03305902,0.00512593,-0.01230148,0.27932405,-0.43754132
-5.93396698,0.90469379,-0.89012533,0.41111973,-0.18814522,0.30818508,-0.27869919,0.00221041,-0.00839600,0.23576869,-0.10303787,0.13588197,-0.17498706,0.02979896,-0.03085965,0.00469450,-0.01113751,0.27887436,-0.41007106
-5.92796398,0.93135593,-0.84556595,0.43181205,-0.18616959,0.31847671,-0.26831089,0.00183971,-0.00734880,0.24758932,-0.10191910,0.13994245,-0.16450245,0.03148843,-0.02901614,0.00435140,-0.01006688,0.28262470,-0.38485377
-5.92196098,0.96390783,-0.80793590,0.45240204,-0.18780572,0.33030179,-0.25939590,0.00152857,-0.00639070,0.25877838,-0.10266363,0.14623209,-0.15518579,0.03362103,-0.02753775,0.00409177,-0.00908961,0.29058485,-0.36204758
-5.91595798,1.00205750,-0.77736722,0.47256984,-0.19298538,0.34362128,-0.25201327,0.00127046,-0.00552206,0.26918210,-0.10519739,0.15475592,-0.14711113,0.03618578,-0.02643047,0.00391059,-0.00820460,0.30273161,-0.34179855
-5.90995498,1.04549587,-0.75396358,0.49202087,-0.20161358,0.35838783,-0.24622682,0.00105912,-0.00474153,0.27867024,-0.10943810,0.16550128,-0.14034754,0.03916918,-0.02569732,0.00380269,-0.00740985,0.31900894,-0.32424085
-5.90395198,1.09390292,-0.73779684,0.51049298,-0.21356716,0.37454697,-0.24210147,0.00088867,-0.00404636,0.28713961,-0.11529429,0.17843675,-0.13495927,0.04255536,-0.02533870,0.00376295,-0.00670263,0.33932790,-0.30949658
-5.89794897,1.14695168,-0.72890242,0.52776238,-0.22869299,0.39203790,-0.23969911,0.00075370,-0.00343265,0.29451668,-0.12266414,0.19351093,-0.13100566,0.04632599,-0.02535268,0.00378634,-0.00607972,0.36356627,-0.29767511
-5.89194597,1.20431002,-0.72727417,0.54364800,-0.24680628,0.41079354,-0.23907446,0.00064933,-0.00289560,0.30075908,-0.13143415,0.21065110,-0.12854086,0.05046033,-0.02573529,0.00386798,-0.00553752,0.39156800,-0.28887217
-5.88594297,1.26563988,-0.73285932,0.55801410,-0.26768907,0.43074002,-0.24027108,0.00057126,-0.00242978,0.30585570,-0.14147806,0.22976179,-0.12761335,0.05493514,-0.02648072,0.00400326,-0.00507219,0.42314236,-0.28316875
-5.87993997,1.33059409,-0.74555424,0.57077093,-0.29108943,0.45179528,-0.24331796,0.00051579,-0.00202937,0.30982557,-0.15265610,0.25072348,-0.12826541,0.05972458,-0.02758151,0.00418780,-0.00467976,0.45806316,-0.28062990
-5.87393697,1.39881107,-0.76520147,0.58187351,-0.31672142,0.47386707,-0.24822689,0.00047984,-0.00168835,0.31271542,-0.16481487,0.27339135,-0.13053241,0.06480016,-0.02902878,0.00441757,-0.00435619,0.49606792,-0.28130360
-5.86793397,1.46990766,-0.79158843,0.59131859,-0.34426618,0.49685046,-0.25499068,0.00046093,-0.00140069,0.31459598,-0.17778788,0.29759443,-0.13444209,0.07013060,-0.03081235,0.00468887,-0.00409747,0.53685734,-0.28521978
-5.86193097,1.54347095,-0.82444827,0.59913994,-0.37337425,0.52062485,-0.26358251,0.00045718,-0.00116052,0.31555732,-0.19139694,0.32313507,-0.14001382,0.07568179,-0.03292094,0.00499837,-0.00389965,0.58009509,-0.29238955
-5.85592796,1.61904966,-0.86346264,0.60540228,-0.40366933,0.54505106,-0.27395620,0.00046732,-0.00096220,0.31570340,-0.20545439,0.34978901,-0.14725787,0.08141668,-0.03534232,0.00534315,-0.00375887,0.62540822,-0.30280465
-5.84992496,1.69614600,-0.90826662,0.61019426,-0.43475330,0.56996851,-0.28604751,0.00049067,-0.00080049,0.31514611,-0.21976611,0.37730606,-0.15617465,0.08729535,-0.03806349,0.00572072,-0.00367141,0.67238838,-0.31643721
-5.84392196,1.77420880,-0.95845519,0.61362074,-0.46621259,0.59519291,-0.29977620,0.00052712,-0.00067056,0.31399919,-0.23413523,0.40541161,-0.16675400,0.09327502,-0.04107082,0.00612904,-0.00363373,0.72059396,-0.33323957
-5.83791896,1.85262897,-1.01359115,0.61579502,-0.49762563,0.62051483,-0.31504867,0.00057716,-0.00056807,0.31237224,-0.24836645,0.43380890,-0.17897442,0.09931024,-0.04435020,0.00656654,-0.00364248,0.76955336,-0.35314438
-5.83191596,1.93073775,-1.07321358,0.61683133,-0.52857114,0.64569926,-0.33176101,0.00064182,-0.00048919,0.31036530,-0.26227060,0.46218229,-0.19280235,0.10535314,-0.04788719,0.00703216,-0.00369455,0.81876960,-0.37606462
-5.82591296,2.00780866,-1.13684655,0.61683797,-0.55863688,0.67048648,-0.34980199,0.00072275,-0.00043064,0.30806412,-0.27566934,0.49020135,-0.20819133,0.11135386,-0.05166707,0.00752536,-0.00378708,0.86772609,-0.40189357
-5.81990995,2.08306338,-1.20400712,0.61591168,-0.58742860,0.69459438,-0.36905593,0.00082211,-0.00038965,0.30553650,-0.28839969,0.51752594,-0.22508111,0.11726102,-0.05567490,0.00804616,-0.00391751,0.91589394,-0.43050474
-5.81390695,2.15568186,-1.27421226,0.61413324,-0.61457865,0.71772229,-0.38940502,0.00094264,-0.00036402,0.30282975,-0.30031809,0.54381204,-0.24339682,0.12302242,-0.05989552,0.00859511,-0.00408363,0.96274040,-0.46175144
-5.80790395,2.22481657,-1.34698404,0.61156475,-0.63975390,0.73955620,-0.41073095,0.00108764,-0.00035210,0.29996945,-0.31130377,0.56871836,-0.26304793,0.12858586,-0.06431340,0.00917333,-0.00428355,1.00773848,-0.49546627
-5.80190095,2.28961044,-1.42185280,0.60824859,-0.66266273,0.75977541,-0.43291571,0.00126088,-0.00035274,0.29695954,-0.32126118,0.59191345,-0.28392737,0.13390010,-0.06891259,0.00978249,-0.00451580,1.05037755,-0.53146027
-5.79589795,2.34921812,-1.49835794,0.60420806,-0.68306051,0.77806028,-0.45584134,0.00146663,-0.00036536,0.29378360,-0.33012142,0.61308320,-0.30591058,0.13891583,-0.07367640,0.01042475,-0.00477934,1.09017448,-0.56952198
-5.78989495,2.40282937,-1.57604660,0.59944959,-0.70075366,0.79410077,-0.47938884,0.00170957,-0.00038990,0.29040732,-0.33784243,0.63193844,-0.32885482,0.14358689,-0.07858720,0.01110272,-0.00507355,1.12668506,-0.60941649
-5.78389195,2.44969392,-1.65447021,0.59396638,-0.71560190,0.80760552,-0.50343611,0.00199476,-0.00042684,0.28678187,-0.34440799,0.64822238,-0.35259861,0.14787139,-0.08362607,0.01181939,-0.00539830,1.15951523,-0.65088454
-5.77788894,2.48914619,-1.73317946,0.58774305,-0.72751879,0.81831098,-0.52785528,0.00232747,-0.00047722,0.28284798,-0.34982561,0.66171764,-0.37696159,0.15173287,-0.08877250,0.01257799,-0.00575393,1.18833166,-0.69364198
-5.77188594,2.52062907,-1.81171834,0.58076110,-0.73647056,0.82599016,-0.55250952,0.00271314,-0.00054261,0.27854054,-0.35412338,0.67225254,-0.40174478,0.15514140,-0.09400406,0.01338187,-0.00614129,1.21287121,-0.73737979
-5.76588294,2.54371501,-1.88961778,0.57300467,-0.74247348,0.83046063,-0.57724969,0.00315720,-0.00062513,0.27379334,-0.35734601,0.67970639,-0.42673153,0.15807449,-0.09929618,0.01423429,-0.00656171,1.23294868,-0.78176484
-5.75987994,2.55812369,-1.96639003,0.56446630,-0.74558984,0.83159133,-0.60191127,0.00366491,-0.00072748,0.26854372,-0.35955028,0.68401350,-0.45168900,0.16051797,-0.10462193,0.01513826,-0.00701703,1.24846265,-0.82644162
-5.75387694,2.56373486,-2.04152422,0.55515222,-0.74592306,0.82930789,-0.62631169,0.00424120,-0.00085290,0.26273692,-0.36080018,0.68516576,-0.47637058,0.16246640,-0.10995199,0.01609626,-0.00750953,1.25939874,-0.87103515
-5.74787394,2.56059574,-2.11448427,0.54508684,-0.74361204,0.82359612,-0.65024866,0.00489042,-0.00100517,0.25632989,-0.36116214,0.68321360,-0.50051899,0.16392345,-0.11525471,0.01711003,-0.00804195,1.26583022,-0.91515515
-5.74187094,2.54892239,-2.18470941,0.53431619,-0.73882525,0.81450349,-0.67349962,0.00561617,-0.00118862,0.24929437,-0.36070046,0.67826512,-0.52387030,0.16490175,-0.12049638,0.01818029,-0.00861739,1.26791577,-0.95840152
-5.73586793,2.52909468,-2.25161800,0.52291004,-0.73175481,0.80213857,-0.69582256,0.00642105,-0.00140803,0.24161909,-0.35947339,0.67048359,-0.54615867,0.16542253,-0.12564159,0.01930648,-0.00923931,1.26589421,-1.00037110
-5.72986493,2.50164509,-2.31461487,0.51096256,-0.72261086,0.78666835,-0.71695844,0.00730642,-0.00166864,0.23331113,-0.35752996,0.66008307,-0.56712180,0.16551486,-0.13065387,0.02048648,-0.00991138,1.26007651,-1.04066562
-5.72386193,2.46724160,-2.37310189,0.49859148,-0.71161644,0.76831356,-0.73663519,0.00827218,-0.00197603,0.22439628,-0.35490785,0.64732256,-0.58650699,0.16521458,-0.13549637,0.02171646,-0.01063742,1.25083515,-1.07890042
-5.71785893,2.42666542,-2.42649171,0.48593589,-0.69900307,0.74734224,-0.75457319,0.00931659,-0.00233606,0.21491856,-0.35163227,0.63249865,-0.60407741,0.16456294,-0.14013277,0.02299063,-0.01142125,1.23859127,-1.11471390
-5.71185593,2.38078453,-2.47422393,0.47315255,-0.68500702,0.72406176,-0.77049214,0.01043605,-0.00275468,0.20493885,-0.34771601,0.61593704,-0.61961863,0.16360500,-0.14452819,0.02430112,-0.01226655,1.22380014,-1.14777705
-5.70585293,2.33052421,-2.51578285,0.46041122,-0.66986638,0.69880971,-0.78411896,0.01162497,-0.00323783,0.19453287,-0.34316050,0.59798314,-0.63294488,0.16238786,-0.14865022,0.02563793,-0.01317664,1.20693547,-1.17780270
-5.69984992,2.27683586,-2.55071585,0.44788905,-0.65381880,0.67194401,-0.79519645,0.01287567,-0.00379125,0.18378857,-0.33795784,0.57899226,-0.64390489,0.16095879,-0.15246985,0.02698896,-0.01415435,1.18847323,-1.20455403
-5.69384692,2.22066548,-2.57865123,0.43576436,-0.63709971,0.64383267,-0.80349211,0.01417833,-0.00442022,0.17280310,-0.33209361,0.55931956,-0.65238702,0.15936334,-0.15596240,0.02834004,-0.01520175,1.16887569,-1.22785170
-5.68784392,2.16292329,-2.59931433,0.42421017,-0.61994102,0.61484360,-0.80880689,0.01552105,-0.00512940,0.16167956,-0.32555017,0.53931024,-0.65832328,0.15764361,-0.15910824,0.02967519,-0.01631990,1.14857633,-1.24757942
-5.68184092,2.10445577,-2.61254081,0.41338780,-0.60256991,0.58533495,-0.81098320,0.01688986,-0.00592255,0.15052366,-0.31831035,0.51929034,-0.66169218,0.15583657,-0.16189340,0.03097686,-0.01750867,1.12796625,-1.26368717
-5.67583792,2.04602123,-2.61828610,0.40344074,-0.58520765,0.55564626,-0.80991180,0.01826896,-0.00680225,0.13944045,-0.31036110,0.49955842,-0.66251998,0.15397278,-0.16430987,0.03222626,-0.01876643,1.10738262,-1.27619216
-5.66983492,1.98826992,-2.61663030,0.39448921,-0.56806825,0.52609078,-0.80553720,0.01964095,-0.00776967,0.12853125,-0.30169701,0.48037843,-0.66088047,0.15207528,-0.16635568,0.03340386,-0.02008989,1.08709974,-1.28517706
-5.66383192,1.93172944,-2.60777782,0.38662546,-0.55135673,0.49694923,-0.79786123,0.02098712,-0.00882430,0.11789094,-0.29232332,0.46197402,-0.65689294,0.15015899,-0.16803463,0.03448982,-0.02147382,1.06732279,-1.29078559
-5.65782891,1.87679575,-2.59205174,0.37991017,-0.53526703,0.46846505,-0.78694447,0.02228783,-0.00996375,0.10760566,-0.28225834,0.44452439,-0.65071858,0.14823041,-0.16935583,0.03546456,-0.02291097,1.04818473,-1.29321557
-5.65182591,1.82373003,-2.56988284,0.37436992,-0.51997943,0.44084143,-0.77290562,0.02352301,-0.01118348,0.09775092,-0.27153516,0.42816182,-0.64255529,0.14628775,-0.17033285,0.03630932,-0.02439187,1.02974617,-1.29270958
-5.64582291,1.77266116,-2.54179387,0.36999592,-0.50565749,0.41423987,-0.75591862,0.02467257,-0.01247673,0.08839029,-0.26020237,0.41297090,-0.63263108,0.14432151,-0.17098277,0.03700672,-0.02590485,1.01199822,-1.28954378
-5.63981991,1.72359345,-2.50837967,0.36674393,-0.49244479,0.38878045,-0.73620779,0.02571699,-0.01383436,0.07957457,-0.24832404,0.39898936,-0.62119643,0.14231539,-0.17132492,0.03754131,-0.02743600,0.99486801,-1.28401517
-5.63381691,1.67641899,-2.47028421,0.36453534,-0.48046126,0.36454344,-0.71404119,0.02663781,-0.01524482,0.07134144,-0.23597880,0.38621041,-0.60851572,0.14024744,-0.17137963,0.03790005,-0.02896934,0.97822656,-1.27642817
-5.62781391,1.63093371,-2.42817571,0.36325942,-0.46979967,0.34157226,-0.68972239,0.02741818,-0.01669426,0.06371561,-0.22325807,0.37458648,-0.59485831,0.13809161,-0.17116682,0.03807277,-0.03048693,0.96189852,-1.26708090
-5.62181091,1.58685632,-2.38272114,0.36277654,-0.46052214,0.31987735,-0.66358135,0.02804336,-0.01816659,0.05670931,-0.21026376,0.36403403,-0.58048948,0.13581929,-0.17070475,0.03805251,-0.03196924,0.94567328,-1.25625208
-5.61580790,1.54384902,-2.33456148,0.36292229,-0.45265724,0.29944086,-0.63596450,0.02850115,-0.01964373,0.05032318,-0.19710535,0.35443923,-0.56566177,0.13340110,-0.17000885,0.03783574,-0.03339544,0.92931693,-1.24418904
-5.60980490,1.50153900,-2.28428900,0.36351226,-0.44619752,0.28022174,-0.60722474,0.02878231,-0.02110592,0.04454740,-0.18389672,0.34566440,-0.55060697,0.13080850,-0.16909069,0.03742254,-0.03474389,0.91258448,-1.23109758
-5.60380190,1.45953976,-2.23242774,0.36434745,-0.44109813,0.26216113,-0.57771172,0.02888085,-0.02253213,0.03936302,-0.17075276,0.33755462,-0.53552921,0.12801550,-0.16795731,0.03681660,-0.03599263,0.89523183,-1.21713411
-5.59779890,1.41747130,-2.17941821,0.36522003,-0.43727628,0.24518755,-0.54776274,0.02879424,-0.02390046,0.03474342,-0.15778604,0.32994463,-0.52059934,0.12500004,-0.16661080,0.03602512,-0.03711998,0.87702706,-1.20240057
-5.59179590,1.37497842,-2.12560689,0.36591925,-0.43461201,0.22922197,-0.51769475,0.02852349,-0.02518878,0.03065582,-0.14510366,0.32266543,-0.50595097,0.12174529,-0.16504824,0.03505863,-0.03810508,0.85776054,-1.18694222
-5.58579290,1.33174663,-2.07124119,0.36623752,-0.43295015,0.21418228,-0.48779772,0.02807315,-0.02637519,0.02706280,-0.13280442,0.31555063,-0.49167818,0.11824054,-0.16326197,0.03393067,-0.03892853,0.83725361,-1.17074865
-5.57978989,1.28751499,-2.01646975,0.36597617,-0.43210362,0.19998726,-0.45832942,0.02745122,-0.02743870,0.02392374,-0.12097645,0.30844219,-0.47783503,0.11448194,-0.16124023,0.03265739,-0.03957299,0.81536563,-1.15375760
-5.57378689,1.24208586,-1.96134804,0.36495106,-0.43185794,0.18655981,-0.42951195,0.02666886,-0.02835981,0.02119621,-0.10969531,0.30119548,-0.46443683,0.11047278,-0.15896807,0.03125710,-0.04002368,0.79199906,-1.13586173
-5.56778389,1.19533126,-1.90584871,0.36299770,-0.43197689,0.17382945,-0.40152983,0.02574005,-0.02912110,0.01883719,-0.09902272,0.29368353,-0.45146308,0.10622356,-0.15642855,0.02974977,-0.04026891,0.76710282,-1.11691767
-5.56178089,1.14719596,-1.84987600,0.35997565,-0.43220921,0.16173410,-0.37452972,0.02468125,-0.02970777,0.01680416,-0.08900583,0.28580033,-0.43886181,0.10175171,-0.15360409,0.02815643,-0.04030049,0.74067359,-1.09675697
-5.55577789,1.09769757,-1.79328317,0.35577240,-0.43229590,0.15022106,-0.34862155,0.02351084,-0.03010811,0.01505603,-0.07967707,0.27746327,-0.42655525,0.09708106,-0.15047791,0.02649871,-0.04011397,0.71275550,-1.07519842
-5.54977489,1.04692367,-1.73589205,0.35030626,-0.43197821,0.13924748,-0.32388087,0.02224859,-0.03031387,0.01355384,-0.07105454,0.26861457,-0.41444622,0.09224104,-0.14703560,0.02479821,-0.03970889,0.68343811,-1.05206092
-5.54377189,0.99502670,-1.67751339,0.34352835,-0.43100563,0.12878017,-0.30035214,0.02091515,-0.03032057,0.01226143,-0.06314279,0.25922182,-0.40242525,0.08726580,-0.14326649,0.02307607,-0.03908881,0.65285299,-1.02717641
-5.53776888,0.94221679,-1.61796695,0.33542374,-0.42914384,0.11879496,-0.27805286,0.01953143,-0.03012764,0.01114579,-0.05593411,0.24927762,-0.39037782,0.08219306,-0.13916494,0.02135246,-0.03826123,0.62116916,-1.00040208
-5.53176588,0.88875308,-1.55710023,0.32601142,-0.42618223,0.10927576,-0.25697792,0.01811810,-0.02973846,0.01017736,-0.04940992,0.23879851,-0.37819139,0.07706306,-0.13473145,0.01964619,-0.03723743,0.58858754,-0.97163125
-5.52576288,0.83493408,-1.49480492,0.31534340,-0.42194060,0.10021339,-0.23710435,0.01669504,-0.02916024,0.00933015,-0.04354256,0.22782308,-0.36576212,0.07191730,-0.12997342,0.01797439,-0.03603213,0.55533489,-0.94080250
-5.51975988,0.78108747,-1.43103021,0.30350285,-0.41627485,0.09160422,-0.21839575,0.01528092,-0.02840383,0.00858179,-0.03829700,0.21640967,-0.35300060,0.06679751,-0.12490565,0.01635224,-0.03466309,0.52165720,-0.90790654
-5.51375688,0.72755980,-1.36579242,0.29060133,-0.40908140,0.08344887,-0.20080664,0.01389282,-0.02748334,0.00791343,-0.03363271,0.20463345,-0.33983677,0.06174453,-0.11955045,0.01479283,-0.03315060,0.48781314,-0.87299056
-5.50775388,0.67470657,-1.29918068,0.27677531,-0.40030021,0.07575092,-0.18428619,0.01254588,-0.02641574,0.00730958,-0.02950542,0.19258329,-0.32622349,0.05679740,-0.11393747,0.01330700,-0.03151695,0.45406750,-0.83615991
-5.50175088,0.62288287,-1.23135844,0.26218214,-0.38991615,0.06851578,-0.16878153,0.01125313,-0.02522033,0.00675789,-0.02586871,0.18035844,-0.31213890,0.05199255,-0.10810310,0.01190334,-0.02978576,0.42068508,-0.79757713
-5.49574787,0.57243515,-1.16256100,0.24699544,-0.37795887,0.06174971,-0.15424026,0.01002535,-0.02391812,0.00624889,-0.02267555,0.16806508,-0.29758743,0.04736319,-0.10208969,0.01058826,-0.02798142,0.38792507,-0.75745840
-5.48974487,0.52369408,-1.09308935,0.23140041,-0.36450106,0.05545908,-0.14061245,0.00887098,-0.02253128,0.00577569,-0.01987954,0.15581304,-0.28259947,0.04293883,-0.09594440,0.00936603,-0.02612843,0.35603617,-0.71606778
-5.48374187,0.47696884,-1.02330092,0.21558899,-0.34965523,0.04964989,-0.12785189,0.00779618,-0.02108244,0.00533367,-0.01743597,0.14371264,-0.26722990,0.03874502,-0.08971796,0.00823896,-0.02425081,0.32525247,-0.67370942
-5.47773887,0.43254293,-0.95359778,0.19975517,-0.33356927,0.04432749,-0.11591681,0.00680492,-0.01959414,0.00492020,-0.01530266,0.13187182,-0.25155545,0.03480319,-0.08346321,0.00720758,-0.02237157,0.29579034,-0.63071839
-5.47173587,0.39067141,-0.88441307,0.18409060,-0.31642089,0.03949650,-0.10477009,0.00589916,-0.01808822,0.00453431,-0.01344056,0.12039368,-0.23567131,0.03113075,-0.07723366,0.00627085,-0.02051222,0.26784620,-0.58745042
-5.46573287,0.35157969,-0.81619648,0.16878071,-0.29841121,0.03516105,-0.09437898,0.00507897,-0.01658532,0.00417644,-0.01181414,0.10937441,-0.21968705,0.02774128,-0.07108204,0.00542638,-0.01869236,0.24159527,-0.54427120
-5.45972986,0.31546374,-0.74939953,0.15400135,-0.27975798,0.03132507,-0.08471468,0.00434285,-0.01510444,0.00384818,-0.01039161,0.09890168,-0.20372213,0.02464479,-0.06505888,0.00467067,-0.01692936,0.21719130,-0.50154575
-5.45372686,0.28249146,-0.68446136,0.13991616,-0.26068843,0.02799276,-0.07575151,0.00368795,-0.01366257,0.00355206,-0.00914495,0.08905355,-0.18790127,0.02184821,-0.05921128,0.00399935,-0.01523816,0.19476707,-0.45962815
-5.44772386,0.25280517,-0.62179574,0.12667464,-0.24143237,0.02516916,-0.06746620,0.00311030,-0.01227442,0.00329137,-0.00804983,0.07989781,-0.17234989,0.01935583,-0.05358190,0.00340736,-0.01363111,0.17443572,-0.41885242
-5.44172086,0.22652486,-0.56177983,0.11441088,-0.22221553,0.02286075,-0.05983700,0.00260513,-0.01095230,0.00306997,-0.00708544,0.07149180,-0.15718982,0.01716980,-0.04820803,0.00288925,-0.01211792,0.15629258,-0.37952446
-5.43571786,0.20375196,-0.50474512,0.10324308,-0.20325364,0.02107600,-0.05284297,0.00216706,-0.00970600,0.00289221,-0.00623418,0.06388255,-0.14253553,0.01529072,-0.04312107,0.00243928,-0.01070571,0.14041750,-0.34191570
-5.42971486,0.18457329,-0.45097079,0.09327355,-0.18474731,0.01982584,-0.04646340,0.00179034,-0.00854280,0.00276277,-0.00548138,0.05710739,-0.12849086,0.01371811,-0.03834615,0.00205164,-0.00939911,0.12687737,-0.30625842
-5.42371186,0.16906494,-0.40067967,0.08458928,-0.16687785,0.01912409,-0.04067734,0.00146907,-0.00746758,0.00268664,-0.00481497,0.05119461,-0.11514659,0.01245089,-0.03390202,0.00172056,-0.00820042,0.11572867,-0.27274288
-5.41770885,0.15729555,-0.35403686,0.07726281,-0.14980428,0.01898759,-0.03546339,0.00119736,-0.00648299,0.00266895,-0.00422512,0.04616442,-0.10257863,0.01148777,-0.02980123,0.00144046,-0.00710984,0.10701977,-0.24151633
-5.41170585,0.14932904,-0.31115073,0.07135330,-0.13366141,0.01943618,-0.03079970,0.00096947,-0.00558962,0.00271498,-0.00370395,0.04202994,-0.09084704,0.01082758,-0.02605042,0.00120603,-0.00612573,0.10079289,-0.21268362
-5.40570285,0.14522610,-0.27207622,0.06690767,-0.11855907,0.02049242,-0.02666410,0.00077993,-0.00478625,0.00283003,-0.00324522,0.03879810,-0.07999586,0.01046941,-0.02265091,0.00101229,-0.00524484,0.09708546,-0.18630952
-5.39969985,0.14504448,-0.23682015,0.06396160,-0.10458237,0.02218098,-0.02303452,0.00062363,-0.00407019,0.00301932,-0.00284409,0.03647054,-0.07005348,0.01041273,-0.01959935,0.00085466,-0.00446267,0.09593060,-0.16242229
-5.39369685,0.14883786,-0.20534797,0.06254031,-0.09179299,0.02452777,-0.01988943,0.00049586,-0.00343745,0.00328791,-0.00249689,0.03504420,-0.06103375,0.01065727,-0.01688848,0.00072897,-0.00377368,0.09735689,-0.14101844
-5.38769385,0.15665316,-0.17759180,0.06265898,-0.08023118,0.02755874,-0.01720851,0.00039235,-0.00288311,0.00364055,-0.00220099,0.03451180,-0.05293749,0.01120287,-0.01450805,0.00063149,-0.00317160,0.10138710,-0.12206823
-5.38169085,0.16852630,-0.15345918,0.06432275,-0.06991850,0.03129841,-0.01497336,0.00030931,-0.00240155,0.00408152,-0.00195461,0.03486198,-0.04575442,0.01204908,-0.01244562,0.00055891,-0.00264971,0.10803590,-0.10552178
-5.37568784,0.18447662,-0.13284207,0.06752629,-0.06086100,0.03576814,-0.01316815,0.00024340,-0.00198673,0.00461444,-0.00175681,0.03607918,-0.03946533,0.01319479,-0.01068748,0.00050836,-0.00220101,0.11730679,-0.09131536
-5.36968484,0.20450004,-0.11562584,0.07225292,-0.05305265,0.04098424,-0.01178044,0.00019171,-0.00163236,0.00524212,-0.00160734,0.03814324,-0.03404435,0.01463759,-0.00921948,0.00047737,-0.00181850,0.12918819,-0.07937762
-5.36368184,0.22856143,-0.10169773,0.07847340,-0.04647890,0.04695592,-0.01080174,0.00015178,-0.00133214,0.00596633,-0.00150670,0.04102884,-0.02946131,0.01637324,-0.00802777,0.00046386,-0.00149527,0.14364893,-0.06963561
-5.35767884,0.25658653,-0.09095445,0.08614441,-0.04112012,0.05368328,-0.01022814,0.00012153,-0.00107990,0.00678758,-0.00145603,0.04470471,-0.02568389,0.01839497,-0.00709949,0.00046611,-0.00122471,0.16063345,-0.06202012
-5.35167584,0.28845396,-0.08330874,0.09520696,-0.03695479,0.06115535,-0.01006067,0.00009925,-0.00086974,0.00770498,-0.00145717,0.04913278,-0.02267963,0.02069283,-0.00642332,0.00048275,-0.00100060,0.18005705,-0.05647037
-5.34567284,0.32398796,-0.07869440,0.10558483,-0.03396232,0.06934839,-0.01030558,0.00008354,-0.00069612,0.00871606,-0.00151259,0.05426734,-0.02041770,0.02325314,-0.00598988,0.00051274,-0.00081715,0.20180141,-0.05293771
-5.33966983,0.36295245,-0.07706988,0.11718331,-0.03212530,0.07822453,-0.01097439,0.00007334,-0.00055393,0.00981664,-0.00162540,0.06005437,-0.01887025,0.02605794,-0.00579204,0.00055537,-0.00066914,0.22571102,-0.05138827
