energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.72986493,9.31289623,1.31090361,0.69441007,0.03034387,2.28380365,0.12055166,3.37059183,4.66305810,2.09724947
-5.72386193,9.46347468,1.33695947,0.71090869,0.03066290,2.30672404,0.12481315,3.43971598,4.72057610,2.10526018
-5.71785893,9.59533846,1.36183676,0.72579191,0.03088228,2.32632709,0.12879662,3.50126047,4.76791340,2.10892720
-5.71185593,9.70754181,1.38528515,0.73894423,0.03098920,2.34289320,0.13244660,3.55438761,4.80527717,2.10850925
-5.70585293,9.79927426,1.40702401,0.75026495,0.03097352,2.35669511,0.13571114,3.59833463,4.83292996,2.10430258
-5.69984992,9.86986504,1.42674917,0.75966946,0.03082810,2.36798195,0.13854290,3.63243192,4.85117196,2.09662758
-5.69384692,9.91878971,1.44414121,0.76709018,0.03054911,2.37696589,0.14089999,3.65612067,4.86032539,2.08581663
-5.68784392,9.94567914,1.45887526,0.77247729,0.03013615,2.38381206,0.14274695,3.66896890,4.86072158,2.07220369
-5.68184092,9.95033032,1.47063165,0.77579919,0.02959232,2.38863208,0.14405546,3.67068553,4.85269131,2.05611602
-5.67583792,9.93271864,1.47910730,0.77704287,0.02892412,2.39148153,0.14480501,3.66113188,4.83655865,2.03786823
-5.66983492,9.89301079,1.48402712,0.77621401,0.02814128,2.39236129,0.14498330,3.64032990,4.81263839,2.01775871
-5.66383192,9.83157722,1.48515499,0.77333713,0.02725639,2.39122257,0.14458659,3.60846690,4.78123680,1.99606824
-5.65782891,9.74900310,1.48230396,0.76845550,0.02628457,2.38797530,0.14361973,3.56589622,4.74265540,1.97306064
-5.65182591,9.64609638,1.47534491,0.76163108,0.02524286,2.38249907,0.14209605,3.51313374,4.69719718,1.94898490
-5.64582291,9.52389179,1.46421357,0.75294433,0.02414978,2.37465613,0.14003700,3.45085003,4.64517438,1.92407845
-5.63981991,9.38364938,1.44891521,0.74249375,0.02302463,2.36430545,0.13747162,3.37985816,4.58691721,1.89857085
-5.63381691,9.22684666,1.42952697,0.73039531,0.02188694,2.35131689,0.13443579,3.30109736,4.52278233,1.87268739
-5.62781391,9.05516346,1.40619759,0.71678153,0.02075584,2.33558471,0.13097131,3.21561289,4.45316043,1.84665205
-5.62181091,8.87045901,1.37914452,0.70180010,0.01964952,2.31703943,0.12712486,3.12453257,4.37848197,1.82068917
-5.61580790,8.67474114,1.34864846,0.68561215,0.01858465,2.29565726,0.12294684,3.02904061,4.29922030,1.79502358
-5.60980490,8.47012807,1.31504564,0.66838992,0.01757602,2.27146665,0.11849015,2.93034968,4.21589185,1.76987881
-5.60380190,8.25880369,1.27871817,0.65031394,0.01663607,2.24455134,0.11380892,2.82967192,4.12905297,1.74547321
-5.59779890,8.04296766,1.24008283,0.63156969,0.01577471,2.21504989,0.10895727,2.72819011,4.03929340,1.72201424
-5.59179590,7.82478243,1.19957886,0.61234388,0.01499908,2.18315163,0.10398817,2.62703000,3.94722675,1.69969098
-5.58579290,7.60631926,1.15765546,0.59282032,0.01431349,2.14908948,0.09895234,2.52723478,3.85347857,1.67866545
-5.57978989,7.38950605,1.11475925,0.57317573,0.01371944,2.11313006,0.09389732,2.42974301,3.75867259,1.65906331
-5.57378689,7.17607965,1.07132267,0.55357557,0.01321572,2.07556193,0.08886673,2.33537066,3.66341658,1.64096465
-5.56778389,6.96754546,1.02775347,0.53417011,0.01279859,2.03668283,0.08389964,2.24479826,3.56828853,1.62439581
-5.56178089,6.76514691,0.98442603,0.51509103,0.01246206,1.99678690,0.07903022,2.15856376,3.47382478,1.60932288
-5.55577789,6.56984707,0.94167460,0.49644877,0.01219818,1.95615296,0.07428760,2.07706142,3.38051099,1.59564796
-5.54977489,6.38232403,0.89978886,0.47833074,0.01199745,1.91503476,0.06969580,2.00054683,3.28877724,1.58320860
-5.54377189,6.20298107,0.85901181,0.46080071,0.01184919,1.87365403,0.06527402,1.92914800,3.19899785,1.57178120
-5.53776888,6.03197175,0.81953997,0.44389928,0.01174197,1.83219701,0.06103697,1.86288184,3.11149670,1.56108852
-5.53176588,5.86923932,0.78152564,0.42764563,0.01166405,1.79081484,0.05699534,1.80167543,3.02655788,1.55081131
-5.52576288,5.71456860,0.74508109,0.41204038,0.01160378,1.74962786,0.05315646,1.74539091,2.94444163,1.54060405
-5.51975988,5.56764807,0.71028414,0.39706953,0.01155001,1.70873367,0.04952490,1.69385285,2.86540463,1.53011384
-5.51375688,5.42813882,0.67718484,0.38270925,0.01149245,1.66821837,0.04610318,1.64687660,2.78972357,1.51900198
-5.50775388,5.29574649,0.64581258,0.36893115,0.01142199,1.62817025,0.04289244,1.60429615,2.71772046,1.50696689
-5.50175088,5.17029206,0.61618336,0.35570800,0.01133098,1.58869482,0.03989310,1.56598997,2.64978775,1.49376725
-5.49574787,5.05177700,0.58830659,0.34301925,0.01121342,1.54993009,0.03710539,1.53190341,2.58641141,1.47924387
-5.48974487,4.94043860,0.56219100,0.33085629,0.01106510,1.51206078,0.03452987,1.50206630,2.52818967,1.46333895
-5.48374187,4.83679153,0.53784948,0.31922690,0.01088373,1.47533023,0.03216775,1.47660469,2.47584561,1.44611134
-5.47773887,4.74165245,0.51530239,0.30815876,0.01066887,1.44004885,0.03002118,1.45574595,2.43023176,1.42774671
-5.47173587,4.65614515,0.49457933,0.29770173,0.01042193,1.40659815,0.02809334,1.43981664,2.39232521,1.40856150
-5.46573287,4.58168496,0.47571923,0.28792868,0.01014601,1.37542968,0.02638846,1.42923322,2.36321248,1.38900031
-5.45972986,4.51994213,0.45876895,0.27893485,0.00984576,1.34705842,0.02491167,1.42448562,2.34406351,1.36962617
-5.45372686,4.47278507,0.44378039,0.27083570,0.00952715,1.32205069,0.02366883,1.42611456,2.33609541,1.35110406
-5.44772386,4.44220570,0.43080644,0.26376333,0.00919717,1.30100679,0.02266617,1.43468329,2.34052648,1.33417808
-5.44172086,4.43022993,0.41989616,0.25786153,0.00886359,1.28453919,0.02190997,1.45074536,2.35852247,1.31964323
-5.43571786,4.43881747,0.41108931,0.25327986,0.00853460,1.27324714,0.02140609,1.47480958,2.39113704,1.30831298
-5.42971486,4.46975579,0.40441084,0.25016689,0.00821856,1.26768905,0.02115955,1.50730415,2.43924912,1.30098425
-5.42371186,4.52455337,0.39986555,0.24866294,0.00792362,1.26835402,0.02117410,1.54854156,2.50350041,1.29840138
-5.41770885,4.60433791,0.39743338,0.24889269,0.00765747,1.27563414,0.02145180,1.59868613,2.58423606,1.30122089
-5.41170585,4.70976463,0.39706551,0.25095809,0.00742704,1.28979898,0.02199269,1.65772579,2.68145208,1.30997880
-5.40570285,4.84093974,0.39868160,0.25493176,0.00723829,1.31097384,0.02279447,1.72544979,2.79475256,1.32506222
-5.39969985,4.99736329,0.40216839,0.26085130,0.00709599,1.33912300,0.02385236,1.80143350,2.92331953,1.34668651
-5.39369685,5.17789487,0.40737960,0.26871485,0.00700358,1.37403898,0.02515896,1.88503139,3.06589798,1.37487936
-5.38769385,5.38074431,0.41413732,0.27847798,0.00696305,1.41533845,0.02670436,1.97537876,3.22079747,1.40947245
-5.38169085,5.60348872,0.42223480,0.29005226,0.00697489,1.46246538,0.02847623,2.07140249,3.38591153,1.45010117
-5.37568784,5.84311542,0.43144044,0.30330547,0.00703810,1.51470105,0.03046019,2.17184071,3.55875464,1.49621249
-5.36968484,6.09608952,0.44150300,0.31806354,0.00715020,1.57118089,0.03264014,2.27527064,3.73651604,1.54708041
-5.36368184,6.35844342,0.45215753,0.33411423,0.00730735,1.63091708,0.03499881,2.38014379,3.91612869,1.60182837
-5.35767884,6.62588455,0.46313210,0.35121225,0.00750447,1.69282617,0.03751835,2.48482714,4.09435067,1.65945747
-5.35167584,6.89391674,0.47415480,0.36908587,0.00773540,1.75576018,0.04018097,2.58764863,4.26785591,1.71887902
-5.34567284,7.15797013,0.48496080,0.38744458,0.00799316,1.81853989,0.04296966,2.68694522,4.43333047,1.77895005
-5.33966983,7.41353396,0.49529932,0.40598751,0.00827007,1.87998887,0.04586881,2.78111149,4.58757025,1.83850998
-5.33366683,7.65628678,0.50494005,0.42441238,0.00855811,1.93896657,0.04886486,2.86864679,4.72757599,1.89641680
-5.32766383,7.88221855,0.51367894,0.44242452,0.00884910,1.99439931,0.05194687,2.94819905,4.85064148,1.95158141
-5.32166083,8.08774002,0.52134316,0.45974556,0.00913497,2.04530775,0.05510690,3.01860345,4.95443136,2.00299843
-5.31565783,8.26977509,0.52779492,0.47612150,0.00940802,2.09083010,0.05834031,3.07891438,5.03704532,2.04977266
-5.30965483,8.42583309,0.53293425,0.49132984,0.00966116,2.13024013,0.06164586,3.12842964,5.09706634,2.09114018
-5.30365183,8.55405906,0.53670054,0.50518542,0.00988809,2.16295986,0.06502559,3.16670587,5.13359139,2.12648364
-5.29764882,8.65326081,0.53907284,0.51754478,0.01008351,2.18856661,0.06848452,3.19356498,5.14624390,2.15534163
-5.29164582,8.72291333,0.54006897,0.52830894,0.01024325,2.20679478,0.07203016,3.20909160,5.13516828,2.17741224
-5.28564282,8.76314150,0.53974351,0.53742451,0.01036443,2.21753270,0.07567184,3.21362187,5.10100759,2.19255124
-5.27963982,8.77468356,0.53818474,0.54488312,0.01044544,2.22081528,0.07941981,3.20772460,5.04486610,2.20076554
-5.27363682,8.75883806,0.53551075,0.55071937,0.01048604,2.21681315,0.08328436,3.19217576,4.96825918,2.20220289
-5.26763382,8.71739782,0.53186475,0.55500741,0.01048734,2.20581916,0.08727472,3.16792784,4.87305343,2.19713848
-5.26163082,8.65257441,0.52740991,0.55785634,0.01045170,2.18823307,0.09139807,3.13607548,4.76139983,2.18595955
-5.25562781,8.56691710,0.52232382,0.55940494,0.01038266,2.16454520,0.09565850,3.09781903,4.63566328,2.16914891
-5.24962481,8.46322936,0.51679282,0.55981573,0.01028481,2.13531973,0.10005614,3.05442760,4.49835106,2.14726789
-5.24362181,8.34448643,0.51100634,0.55926893,0.01016365,2.10117808,0.10458634,3.00720288,4.35204308,2.12093955
-5.23761881,8.21375603,0.50515145,0.55795649,0.01002537,2.06278297,0.10923917,2.95744514,4.19932589,2.09083255
-5.23161581,8.07412459,0.49940785,0.55607646,0.00987666,2.02082317,0.11399909,2.90642218,4.04273225,2.05764571
-5.22561281,7.92862993,0.49394321,0.55382792,0.00972453,1.97599914,0.11884484,2.85534204,3.88468729,2.02209371
-5.21960980,7.78020127,0.48890927,0.55140661,0.00957607,1.92900967,0.12374966,2.80532980,3.72746217,1.98489349
-5.21360680,7.63160665,0.48443843,0.54900129,0.00943825,1.88053927,0.12868173,2.75740856,3.57313528,1.94675156
-5.20760380,7.48540751,0.48064117,0.54679084,0.00931772,1.83124635,0.13360486,2.71248450,3.42356108,1.90835180
-5.20160080,7.34391988,0.47760406,0.54494202,0.00922064,1.78175213,0.13847937,2.67133574,3.28034614,1.87034370
-5.19559780,7.20918158,0.47538853,0.54360777,0.00915249,1.73263020,0.14326308,2.63460441,3.14483207,1.83333088
-5.18959480,7.08292471,0.47403019,0.54292582,0.00911794,1.68439682,0.14791247,2.60279157,3.01808460,1.79785997
-5.18359180,6.96655297,0.47353878,0.54301760,0.00912077,1.63750206,0.15238375,2.57625438,2.90088852,1.76440980
-5.17758879,6.86112362,0.47389859,0.54398699,0.00916371,1.59232208,0.15663407,2.55520506,2.79374793,1.73338116
-5.17158579,6.76733388,0.47506933,0.54591903,0.00924847,1.54915267,0.16062243,2.53971133,2.69689149,1.70508759
-5.16558279,6.68551231,0.47698733,0.54887833,0.00937564,1.50820456,0.16431064,2.52969813,2.61028249,1.67974743
-5.15957979,6.61561557,0.47956709,0.55290720,0.00954475,1.46960065,0.16766396,2.52495054,2.53363351,1.65747769
-5.15357679,6.55723128,0.48270309,0.55802343,0.00975425,1.43337564,0.17065167,2.52511794,2.46642558,1.63829028
-5.14757379,6.50958787,0.48627180,0.56421803,0.01000164,1.39947809,0.17324733,2.52971972,2.40793169,1.62209093
-5.14157079,6.47157220,0.49013397,0.57145275,0.01028347,1.36777527,0.17542888,2.53815286,2.35724445,1.60868124
-5.13556778,6.44175550,0.49413708,0.57965803,0.01059550,1.33806058,0.17717864,2.54970152,2.31330746,1.59776408
-5.12956478,6.41842805,0.49811802,0.58873129,0.01093279,1.31006364,0.17848302,2.56354924,2.27494998,1.58895236
-5.12356178,6.39964264,0.50190610,0.59853602,0.01128985,1.28346251,0.17933228,2.57879387,2.24092415,1.58178109
-5.11755878,6.38326631,0.50532617,0.60890199,0.01166074,1.25789792,0.17972017,2.59446531,2.20994381,1.57572240
-5.11155578,6.36703951,0.50820205,0.61962664,0.01203929,1.23298866,0.17964358,2.60954629,2.18072401,1.57020314
-5.10555278,6.34864128,0.51036025,0.63047816,0.01241915,1.20834781,0.17910222,2.62299570,2.15201987,1.56462422
-5.09954977,6.32575878,0.51163372,0.64120002,0.01279401,1.18359887,0.17809840,2.63377432,2.12266370,1.55838116
-5.09354677,6.29615889,0.51186594,0.65151726,0.01315770,1.15839135,0.17663695,2.64087220,2.09159905,1.55088489
-5.08754377,6.25775963,0.51091490,0.66114431,0.01350433,1.13241499,0.17472512,2.64333698,2.05791058,1.54158206
-5.08154077,6.20869879,0.50865710,0.66979418,0.01382838,1.10541222,0.17237280,2.64030225,2.02084876,1.52997394
-5.07553777,6.14739746,0.50499144,0.67718875,0.01412487,1.07718822,0.16959264,2.63101493,1.97984862,1.51563327
-5.06953477,6.07261589,0.49984268,0.68306970,0.01438937,1.04761845,0.16640040,2.61486054,1.93454200,1.49821849
-5.06353177,5.98349984,0.49316457,0.68720964,0.01461816,1.01665338,0.16281527,2.59138547,1.88476313,1.47748472
-5.05752876,5.87961555,0.48494234,0.68942302,0.01480827,0.98432036,0.15886020,2.56031516,1.83054753,1.45329144
-5.05152576,5.76097213,0.47519443,0.68957600,0.01495750,0.95072283,0.15456221,2.52156743,1.77212476,1.42560645
-5.04552276,5.62803068,0.46397349,0.68759512,0.01506452,0.91603712,0.14995262,2.47526031,1.70990542,1.39450651
-5.03951976,5.48169976,0.45136636,0.68347395,0.01512888,0.88050702,0.14506713,2.42171389,1.64446338,1.36017445
-5.03351676,5.32331763,0.43749317,0.67727752,0.01515103,0.84443668,0.13994580,2.36144599,1.57651424,1.32289340
-5.02751376,5.15462183,0.42250539,0.66914402,0.01513227,0.80818225,0.13463282,2.29516182,1.50689087,1.28303828
-5.02151076,4.97770738,0.40658295,0.65928377,0.01507483,0.77214246,0.12917611,2.22373769,1.43651734,1.24106513
-5.01550775,4.79497491,0.38993055,0.64797519,0.01498175,0.73674887,0.12362674,2.14819947,1.36638206,1.19749864
-5.00950475,4.60907064,0.37277307,0.63555791,0.01485683,0.70245586,0.11803815,2.06969640,1.29751112,1.15291840
-5.00350175,4.42281983,0.35535049,0.62242321,0.01470463,0.66973067,0.11246528,1.98947117,1.23094252,1.10794430
-4.99749875,4.23915598,0.33791225,0.60900214,0.01453024,0.63904377,0.10696346,1.90882720,1.16770196,1.06322133
-4.99149575,4.06104747,0.32071140,0.59575163,0.01433927,0.61085968,0.10158735,1.82909420,1.10878049,1.01940430
-4.98549275,3.89142390,0.30399869,0.58313929,0.01413760,0.58562806,0.09638971,1.75159316,1.05511440,0.97714257
-4.97948974,3.73310375,0.28801672,0.57162730,0.01393130,0.56377545,0.09142022,1.67760179,1.00756726,0.93706516
-4.97348674,3.58872536,0.27299449,0.56165621,0.01372635,0.54569730,0.08672432,1.60832146,0.96691428,0.89976639
-4.96748374,3.46068266,0.25914237,0.55362918,0.01352850,0.53175043,0.08234214,1.54484672,0.93382869,0.86579227
-4.96148074,3.35106725,0.24664779,0.54789729,0.01334303,0.52224585,0.07830752,1.48813809,0.90887028,0.83562776
-4.95547774,3.26161808,0.23567155,0.54474661,0.01317456,0.51744189,0.07464723,1.43899906,0.89247563,0.80968525
-4.94947474,3.19367981,0.22634510,0.54438741,0.01302687,0.51753778,0.07138032,1.39805770,0.88495020,0.78829429
-4.94347174,3.14817082,0.21876856,0.54694603,0.01290270,0.52266767,0.06851772,1.36575346,0.88646210,0.77169298
-4.93746873,3.12556150,0.21300969,0.55245973,0.01280365,0.53289519,0.06606203,1.34232938,0.89703761,0.76002109
-4.93146573,3.12586330,0.20910367,0.56087462,0.01273004,0.54820890,0.06400758,1.32782971,0.91655849,0.75331529
-4.92546273,3.14862879,0.20705371,0.57204687,0.01268093,0.56851855,0.06234069,1.32210301,0.94476129,0.75150669
-4.91945973,3.19296255,0.20683230,0.58574700,0.01265404,0.59365270,0.06104018,1.32481039,0.98123874,0.75442078
-4.91345673,3.25754274,0.20838313,0.60166719,0.01264588,0.62335760,0.06007803,1.33543851,1.02544356,0.76178002
-4.90745373,3.34065258,0.21162347,0.61943117,0.01265183,0.65729775,0.05942033,1.35331682,1.07669480,0.77320913
-4.90145073,3.44022100,0.21644697,0.63860640,0.01266632,0.69505826,0.05902827,1.37763837,1.13418678,0.78824302
-4.89544772,3.55387125,0.22272679,0.65871793,0.01268303,0.73614904,0.05885929,1.40748356,1.19700088,0.80633721
-4.88944472,3.67897631,0.23031881,0.67926355,0.01269513,0.78001100,0.05886833,1.44184597,1.26411999,0.82688068
-4.88344172,3.81271958,0.23906515,0.69972953,0.01269557,0.82602413,0.05900911,1.47965952,1.33444562,0.84921057
-4.87743872,3.95215918,0.24879766,0.71960639,0.01267739,0.87351744,0.05923533,1.51982618,1.40681734,0.87262856
-4.87143572,4.09429459,0.25934150,0.73840430,0.01263394,0.92178058,0.05950191,1.56124365,1.48003421,0.89641832
-4.86543272,4.23613369,0.27051884,0.75566739,0.01255919,0.97007684,0.05976609,1.60283215,1.55287786,0.91986346
-4.85942971,4.37475900,0.28215254,0.77098678,0.01244801,1.01765732,0.05998842,1.64355999,1.62413646,0.94226556
-4.85342671,4.50739169,0.29407007,0.78401179,0.01229631,1.06377591,0.06013364,1.68246741,1.69262916,0.96296154
-4.84742371,4.63145201,0.30610744,0.79445926,0.01210126,1.10770457,0.06017131,1.71868837,1.75723032,0.98133993
-4.84142071,4.74461531,0.31811339,0.80212075,0.01186136,1.14874872,0.06007636,1.75147011,1.81689274,0.99685560
-4.83541771,4.84486269,0.32995373,0.80686757,0.01157655,1.18626216,0.05982943,1.78019031,1.87066947,1.00904243
-4.82941471,4.93052547,0.34151580,0.80865378,0.01124816,1.21966120,0.05941699,1.80437180,1.91773336,1.01752363
-4.82341171,5.00032305,0.35271316,0.80751708,0.01087890,1.24843758,0.05883141,1.82369482,1.95739408,1.02201956
-4.81740870,5.05339354,0.36349020,0.80357792,0.01047272,1.27216988,0.05807074,1.83800669,1.98911185,1.02235285
-4.81140570,5.08931675,0.37382668,0.79703696,0.01003474,1.29053305,0.05713849,1.84732888,2.01250779,1.01845086
-4.80540270,5.10812914,0.38374211,0.78817097,0.00957102,1.30330582,0.05604324,1.85186141,2.02737045,1.01034542
-4.79939970,5.11033032,0.39329944,0.77732749,0.00908841,1.31037576,0.05479819,1.85198433,2.03365846,0.99817024
-4.79339670,5.09688062,0.40260824,0.76491833,0.00859431,1.31174194,0.05342063,1.84825608,2.03149918,0.98215592
-4.78739370,5.06918950,0.41182676,0.75141206,0.00809653,1.30751493,0.05193136,1.84140840,2.02118349,0.96262306
-4.78139070,5.02909440,0.42116276,0.73732556,0.00760301,1.29791429,0.05035409,1.83233765,2.00315681,0.93997356
-4.77538769,4.97882981,0.43087293,0.72321478,0.00712171,1.28326352,0.04871487,1.82209198,1.97800666,0.91468054
-4.76938469,4.92098643,0.44126043,0.70966458,0.00666039,1.26398258,0.04704137,1.81185439,1.94644709,0.88727716
-4.76338169,4.85846085,0.45267073,0.69727803,0.00622649,1.24057821,0.04536236,1.80292126,1.90930044,0.85834456
-4.75737869,4.79439575,0.46548538,0.68666480,0.00582700,1.21363232,0.04370701,1.79667665,1.86747686,0.82849928
-4.75137569,4.73211188,0.48011381,0.67842919,0.00546834,1.18378864,0.04210437,1.79456224,1.82195223,0.79838028
-4.74537269,4.67503253,0.49698330,0.67315757,0.00515630,1.15173816,0.04058270,1.79804358,1.77374499,0.76863598
-4.73936968,4.62660231,0.51652716,0.67140564,0.00489594,1.11820350,0.03916902,1.80857308,1.72389255,0.73991130
-4.73336668,4.59020195,0.53917167,0.67368578,0.00469158,1.08392293,0.03788851,1.82755079,1.67342783,0.71283497
-4.72736368,4.56906138,0.56532182,0.68045467,0.00454674,1.04963411,0.03676410,1.85628386,1.62335653,0.68800735
-4.72136068,4.56617358,0.59534665,0.69210170,0.00446410,1.01605817,0.03581605,1.89594612,1.57463576,0.66598872
-4.71535768,4.58421173,0.62956448,0.70893855,0.00444549,0.98388442,0.03506159,1.94753908,1.52815434,0.64728828
-4.70935468,4.62545242,0.66822879,0.73119033,0.00449184,0.95375606,0.03451466,2.01185588,1.48471536,0.63235403
-4.70335168,4.69170753,0.71151514,0.75898880,0.00460319,0.92625715,0.03418575,2.08944960,1.44502131,0.62156355
-4.69734867,4.78426702,0.75950981,0.79236787,0.00477866,0.90190105,0.03408177,2.18060736,1.40966194,0.61521584
-4.69134567,4.90385503,0.81220073,0.83126196,0.00501641,0.88112069,0.03420608,2.28533133,1.37910508,0.61352443
-4.68534267,5.05060060,0.86947095,0.87550705,0.00531371,0.86426054,0.03455858,2.40332774,1.35369053,0.61661186
-4.67933967,5.22402449,0.93109517,0.92484486,0.00566685,0.85157066,0.03513590,2.53400439,1.33362692,0.62450554
-4.67333667,5.42304236,0.99673949,0.97892981,0.00607125,0.84320267,0.03593164,2.67647712,1.31899159,0.63713544
-4.66733367,5.64598461,1.06596444,1.03733865,0.00652144,0.83920779,0.03693670,2.82958507,1.30973317,0.65433341
-4.66133067,5.89063195,1.13823128,1.09958242,0.00701113,0.83953686,0.03813967,2.99191425,1.30567688,0.67583448
-4.65532766,6.15426564,1.21291141,1.16512013,0.00753332,0.84404238,0.03952718,3.16182878,1.30653224,0.70128025
-4.64932466,6.43373070,1.28929853,1.23337369,0.00808038,0.85248245,0.04108434,3.33750846,1.31190287,0.73022420
-4.64332166,6.72550988,1.36662316,1.30374329,0.00864418,0.86452665,0.04279507,3.51699143,1.32129823,0.76213938
