energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-3.25062531,0.40567232,0.10164179,0.04367464,0.01936291,0.09516754,0.10489009,0.02331925,0.14219847
-3.24462231,0.45005847,0.11181361,0.04817079,0.02150007,0.10548647,0.11682066,0.02595217,0.15819942
-3.23861931,0.49741947,0.12275810,0.05297794,0.02374594,0.11633637,0.12941386,0.02874266,0.17545592
-3.23261631,0.54729424,0.13431621,0.05804503,0.02607731,0.12757959,0.14254063,0.03166079,0.19382800
-3.22661331,0.59918230,0.14631982,0.06331884,0.02846841,0.13906362,0.15605526,0.03467275,0.21316358
-3.22061031,0.65255089,0.15859300,0.06874483,0.03089129,0.15062295,0.16979730,0.03774122,0.23330045
-3.21460730,0.70684475,0.17095431,0.07426822,0.03331635,0.16208190,0.18359439,0.04082599,0.25406920
-3.20860430,0.76149852,0.18321990,0.07983520,0.03571310,0.17325824,0.19726594,0.04388483,0.27529686
-3.20260130,0.81595090,0.19520740,0.08539429,0.03805083,0.18396759,0.21062750,0.04687439,0.29681134
-3.19659830,0.86966031,0.20674046,0.09089783,0.04029952,0.19402847,0.22349572,0.04975141,0.31844615
-3.19059530,0.92212088,0.21765382,0.09630330,0.04243062,0.20326774,0.23569365,0.05247394,0.34004537
-3.18459230,0.97287822,0.22779860,0.10157464,0.04441795,0.21152632,0.24705617,0.05500258,0.36146845
-3.17858929,1.02154396,0.23704768,0.10668326,0.04623840,0.21866486,0.25743530,0.05730182,0.38259460
-3.17258629,1.06780820,0.24530089,0.11160882,0.04787264,0.22456931,0.26670506,0.05934115,0.40332645
-3.16658329,1.11144932,0.25248984,0.11633964,0.04930559,0.22915583,0.27476574,0.06109621,0.42359280
-3.16058029,1.15234038,0.25858212,0.12087274,0.05052679,0.23237519,0.28154732,0.06254960,0.44335022
-3.15457729,1.19045194,0.26358479,0.12521349,0.05153056,0.23421623,0.28701178,0.06369157,0.46258348
-3.14857429,1.22585106,0.26754696,0.12937484,0.05231593,0.23470829,0.29115431,0.06452036,0.48130469
-3.14257129,1.25869670,0.27056148,0.13337631,0.05288640,0.23392254,0.29400324,0.06504229,0.49955135
-3.13656828,1.28923182,0.27276553,0.13724265,0.05324950,0.23197212,0.29561872,0.06527152,0.51738339
-3.13056528,1.31777280,0.27434044,0.14100236,0.05341624,0.22901115,0.29609026,0.06522949,0.53487948
-3.12456228,1.34469699,0.27551044,0.14468620,0.05340037,0.22523253,0.29553313,0.06494414,0.55213293
-3.11855928,1.37042918,0.27654070,0.14832564,0.05321763,0.22086476,0.29408404,0.06444886,0.56924746
-3.11255628,1.39542792,0.27773463,0.15195164,0.05288493,0.21616785,0.29189596,0.06378118,0.58633325
-3.10655328,1.42017266,0.27943059,0.15559360,0.05241959,0.21142840,0.28913266,0.06298139,0.60350357
-3.10055028,1.44515223,0.28199804,0.15927860,0.05183859,0.20695415,0.28596307,0.06209108,0.62087215
-3.09454727,1.47085554,0.28583331,0.16303119,0.05115804,0.20306805,0.28255571,0.06115162,0.63855164
-3.08854427,1.49776451,0.29135485,0.16687341,0.05039264,0.20010195,0.27907344,0.06020270,0.65665309
-3.08254127,1.52634957,0.29899802,0.17082524,0.04955542,0.19839026,0.27566878,0.05928099,0.67528639
-3.07653827,1.55706724,0.30920941,0.17490546,0.04865765,0.19826340,0.27247991,0.05841893,0.69456166
-3.07053527,1.59035950,0.32244045,0.17913251,0.04770885,0.20004132,0.26962741,0.05764376,0.71459108
-3.06453227,1.62665418,0.33914028,0.18352566,0.04671701,0.20402710,0.26721196,0.05697675,0.73549104
-3.05852926,1.66636531,0.35974763,0.18810596,0.04568897,0.21050051,0.26531279,0.05643269,0.75738389
-3.05252626,1.70989280,0.38468169,0.19289711,0.04463082,0.21971178,0.26398708,0.05601967,0.78039914
-3.04652326,1.75762014,0.41433182,0.19792593,0.04354845,0.23187542,0.26327003,0.05573908,0.80467337
-3.04052026,1.80990955,0.44904599,0.20322239,0.04244807,0.24716416,0.26317561,0.05558590,0.83034876
-3.03451726,1.86709377,0.48911818,0.20881909,0.04133672,0.26570300,0.26369790,0.05554923,0.85756961
-3.02851426,1.92946431,0.53477472,0.21475021,0.04022272,0.28756358,0.26481275,0.05561292,0.88647707
-3.02251126,1.99725596,0.58616004,0.22104973,0.03911606,0.31275877,0.26647978,0.05575656,0.91720180
-3.01650825,2.07062817,0.64332211,0.22774926,0.03802860,0.34123784,0.26864458,0.05595636,0.94985488
-3.01050525,2.14964387,0.70619831,0.23487532,0.03697419,0.37288220,0.27124085,0.05618632,0.98451737
-3.00450225,2.23424707,0.77460220,0.24244636,0.03596862,0.40750214,0.27419267,0.05641930,1.02122893
-2.99849925,2.32424053,0.84821224,0.25046970,0.03502947,0.44483470,0.27741661,0.05662817,1.05997633
-2.99249625,2.41926520,0.92656304,0.25893852,0.03417572,0.48454304,0.28082370,0.05678683,1.10068246
-2.98649325,2.51878328,1.00904011,0.26782918,0.03342734,0.52621754,0.28432135,0.05687125,1.14319679
-2.98049025,2.62206645,1.09487886,0.27709916,0.03280475,0.56937887,0.28781505,0.05686026,1.18728804
-2.97448724,2.72819102,1.18316858,0.28668562,0.03232818,0.61348333,0.29120995,0.05673632,1.23263977
-2.96848424,2.83604116,1.27286179,0.29650500,0.03201704,0.65793046,0.29441231,0.05648598,1.27884962
-2.96248124,2.94432113,1.36278933,0.30645354,0.03188925,0.70207306,0.29733085,0.05610030,1.32543247
-2.95647824,3.05157688,1.45168123,0.31640890,0.03196057,0.74522954,0.29987798,0.05557490,1.37182790
-2.95047524,3.15622682,1.53819289,0.32623293,0.03224404,0.78669825,0.30197096,0.05490998,1.41741188
-2.94447224,3.25660102,1.62093626,0.33577527,0.03274939,0.82577368,0.30353297,0.05411004,1.46151226
-2.93846923,3.35098747,1.69851482,0.34487793,0.03348267,0.86176389,0.30449409,0.05318348,1.50342776
-2.93246623,3.43768350,1.76956139,0.35338043,0.03444582,0.89400868,0.30479223,0.05214207,1.54244948
-2.92646323,3.51505027,1.83277720,0.36112533,0.03563653,0.92189785,0.30437395,0.05100023,1.57788402
-2.92046023,3.58156752,1.88697075,0.36796390,0.03704805,0.94488877,0.30319519,0.04977435,1.60907711
-2.91445723,3.63588611,1.93109480,0.37376152,0.03866929,0.96252263,0.30122187,0.04848197,1.63543660
-2.90845423,3.67687561,1.96427970,0.37840273,0.04048485,0.97443854,0.29843043,0.04714105,1.65645357
-2.90245123,3.70366435,1.98586173,0.38179535,0.04247531,0.98038490,0.29480818,0.04576915,1.67172045
-2.89644822,3.71567009,1.99540496,0.38387382,0.04461757,0.98022752,0.29035353,0.04438287,1.68094529
-2.89044522,3.71261947,1.99271560,0.38460125,0.04688523,0.97395399,0.28507614,0.04299717,1.68396133
-2.88444222,3.69455524,1.97784822,0.38397029,0.04924914,0.96167413,0.27899681,0.04162501,1.68073141
-2.87843922,3.66183109,1.95110329,0.38200275,0.05167792,0.94361642,0.27214738,0.04027699,1.67134704
-2.87243622,3.61509423,1.91301654,0.37874798,0.05413857,0.92012059,0.26457036,0.03896121,1.65602224
-2.86643322,3.55525688,1.86434013,0.37428007,0.05659714,0.89162661,0.25631851,0.03768321,1.63508244
-2.86043022,3.48345813,1.80601705,0.36869423,0.05901934,0.85866066,0.24745424,0.03644608,1.60894931
-2.85442721,3.40101846,1.73914952,0.36210242,0.06137126,0.82181857,0.23804896,0.03525069,1.57812222
-2.84842421,3.30938923,1.66496317,0.35462846,0.06361999,0.78174758,0.22818224,0.03409597,1.54315744
-2.84242121,3.21009991,1.58476846,0.34640314,0.06573430,0.73912717,0.21794091,0.03297932,1.50464633
-2.83641821,3.10470571,1.49992112,0.33755925,0.06768523,0.69464966,0.20741805,0.03189698,1.46319358
-2.83041521,2.99473814,1.41178326,0.32822711,0.06944672,0.64900157,0.19671189,0.03084454,1.41939669
-2.82441221,2.88166085,1.32168670,0.31853063,0.07099614,0.60284617,0.18592457,0.02981731,1.37382761
-2.81840920,2.76683252,1.23089988,0.30858412,0.07231479,0.55680815,0.17516095,0.02881076,1.32701749
-2.81240620,2.65147817,1.14059949,0.29849001,0.07338832,0.51146051,0.16452717,0.02782088,1.27944504
-2.80640320,2.53666964,1.05184757,0.28833742,0.07420713,0.46731438,0.15412932,0.02684445,1.23152878
-2.80040020,2.42331538,0.96557451,0.27820175,0.07476661,0.42481165,0.14407193,0.02587933,1.18362348
-2.79439720,2.31215918,0.88256822,0.26814498,0.07506732,0.38432056,0.13445651,0.02492453,1.13602029
-2.78839420,2.20378683,0.80346918,0.25821679,0.07511506,0.34613413,0.12537999,0.02398037,1.08895040
-2.78239120,2.09863955,0.72877104,0.24845623,0.07492079,0.31047118,0.11693324,0.02304843,1.04259150
-2.77638819,1.99703230,0.65882598,0.23889367,0.07450040,0.27747955,0.10919952,0.02213152,0.99707636
-2.77038519,1.89917545,0.59385426,0.22955306,0.07387441,0.24724124,0.10225302,0.02123351,0.95250262
-2.76438219,1.80519766,0.53395670,0.22045408,0.07306737,0.21977887,0.09615744,0.02035923,0.90894312
-2.75837919,1.71516859,0.47912958,0.21161409,0.07210727,0.19506315,0.09096464,0.01951415,0.86645575
-2.75237619,1.62911956,0.42928058,0.20304977,0.07102469,0.17302087,0.08671346,0.01870424,0.82509238
-2.74637319,1.54706115,0.38424529,0.19477831,0.06985187,0.15354299,0.08342863,0.01793565,0.78490610
-2.74037019,1.46899685,0.34380329,0.18681803,0.06862168,0.13649247,0.08111995,0.01721446,0.74595656
-2.73436718,1.39493225,0.30769330,0.17918853,0.06736652,0.12171176,0.07978163,0.01654643,0.70831310
-2.72836418,1.32487967,0.27562695,0.17191026,0.06611719,0.10902941,0.07939199,0.01593679,0.67205572
-2.72236118,1.25885869,0.24730075,0.16500376,0.06490179,0.09826599,0.07991339,0.01538997,0.63727400
-2.71635818,1.19689310,0.22240622,0.15848849,0.06374469,0.08923908,0.08129264,0.01490952,0.60406441
-2.71035518,1.13900507,0.20063813,0.15238147,0.06266564,0.08176733,0.08346170,0.01449794,0.57252628
-2.70435218,1.08520781,0.18170079,0.14669594,0.06167900,0.07567379,0.08633887,0.01415660,0.54275698
-2.69834917,1.03549748,0.16531274,0.14144003,0.06079330,0.07078834,0.08983041,0.01388577,0.51484690
-2.69234617,0.98984562,0.15120994,0.13661570,0.06001094,0.06694956,0.09383257,0.01368465,0.48887468
-2.68634317,0.94819300,0.13914768,0.13221798,0.05932820,0.06400600,0.09823406,0.01355144,0.46490303
-2.68034017,0.91044544,0.12890159,0.12823470,0.05873557,0.06181706,0.10291886,0.01348350,0.44297568
-2.67433717,0.87647232,0.12026784,0.12464655,0.05821831,0.06025349,0.10776934,0.01347755,0.42311555
-2.66833417,0.84610787,0.11306285,0.12142778,0.05775730,0.05919770,0.11266963,0.01352986,0.40532427
-2.66233117,0.81915518,0.10712259,0.11854716,0.05733008,0.05854390,0.11750900,0.01363648,0.38958308
-2.65632816,0.79539267,0.10230173,0.11596947,0.05691207,0.05819810,0.12218528,0.01379350,0.37585488
-2.65032516,0.77458243,0.09847256,0.11365716,0.05647787,0.05807798,0.12660810,0.01399722,0.36408721
-2.64432216,0.75647983,0.09552390,0.11157224,0.05600266,0.05811278,0.13070181,0.01424439,0.35421583
-2.63831916,0.74084344,0.09335983,0.10967811,0.05546351,0.05824302,0.13440795,0.01453234,0.34616859
-2.63231616,0.72744464,0.09189847,0.10794142,0.05484061,0.05842010,0.13768716,0.01485906,0.33986907
-2.62631316,0.71607587,0.09107052,0.10633358,0.05411829,0.05860588,0.14052034,0.01522326,0.33523974
-2.62031016,0.70655719,0.09081778,0.10483202,0.05328592,0.05877198,0.14290910,0.01562431,0.33220435
-2.61430715,0.69874017,0.09109146,0.10342098,0.05233841,0.05889910,0.14487537,0.01606216,0.33068919
-2.60830415,0.69250930,0.09185041,0.10209186,0.05127656,0.05897602,0.14646014,0.01653713,0.33062327
-2.60230115,0.68778033,0.09305918,0.10084305,0.05010697,0.05899860,0.14772145,0.01704976,0.33193730
-2.59629815,0.68449600,0.09468600,0.09967934,0.04884176,0.05896856,0.14873155,0.01760045,0.33456159
-2.59029515,0.68261943,0.09670075,0.09861079,0.04749794,0.05889230,0.14957359,0.01818927,0.33842306
-2.58429215,0.68212554,0.09907300,0.09765134,0.04609662,0.05877953,0.15033763,0.01881558,0.34344168
-2.57828914,0.68299138,0.10177012,0.09681716,0.04466194,0.05864206,0.15111653,0.01947782,0.34952664
-2.57228614,0.68518605,0.10475565,0.09612475,0.04321996,0.05849256,0.15200159,0.02017323,0.35657270
-2.56628314,0.68866098,0.10798810,0.09558914,0.04179741,0.05834351,0.15307833,0.02089770,0.36445702
-2.56028014,0.69334141,0.11141996,0.09522216,0.04042047,0.05820626,0.15442253,0.02164566,0.37303694
-2.55427714,0.69911972,0.11499743,0.09503088,0.03911363,0.05809035,0.15609677,0.02241004,0.38214899
-2.54827414,0.70585128,0.11866050,0.09501640,0.03789865,0.05800301,0.15814758,0.02318238,0.39160929
-2.54227114,0.71335307,0.12234369,0.09517308,0.03679366,0.05794891,0.16060340,0.02395300,0.40121566
-2.53626813,0.72140543,0.12597730,0.09548817,0.03581257,0.05793018,0.16347336,0.02471124,0.41075132
-2.53026513,0.72975693,0.12948919,0.09594193,0.03496459,0.05794658,0.16674712,0.02544584,0.41999016
-2.52426213,0.73813199,0.13280693,0.09650824,0.03425407,0.05799588,0.17039552,0.02614536,0.42870342
-2.51825913,0.74624121,0.13586042,0.09715567,0.03368064,0.05807434,0.17437231,0.02679859,0.43666748
-2.51225613,0.75379351,0.13858455,0.09784889,0.03323950,0.05817728,0.17861660,0.02739505,0.44367240
-2.50625313,0.76050965,0.14092206,0.09855043,0.03292196,0.05829969,0.18305618,0.02792549,0.44953078
-2.50025013,0.76613624,0.14282630,0.09922269,0.03271622,0.05843672,0.18761129,0.02838224,0.45408648
-2.49424712,0.77045958,0.14426374,0.09982995,0.03260820,0.05858417,0.19219892,0.02875970,0.45722275
-2.48824412,0.77331842,0.14521619,0.10034049,0.03258256,0.05873877,0.19673724,0.02905452,0.45886933
-2.48224112,0.77461494,0.14568245,0.10072854,0.03262366,0.05889841,0.20115004,0.02926591,0.45900806
-2.47623812,0.77432335,0.14567945,0.10097599,0.03271660,0.05906209,0.20537092,0.02939565,0.45767670
-2.47023512,0.77249555,0.14524269,0.10107381,0.03284816,0.05922979,0.20934708,0.02944812,0.45497069
-2.46423212,0.76926349,0.14442596,0.10102304,0.03300759,0.05940215,0.21304241,0.02943015,0.45104266
-2.45822911,0.76483788,0.14330031,0.10083535,0.03318733,0.05958006,0.21643978,0.02935078,0.44609963
-2.45222611,0.75950344,0.14195232,0.10053305,0.03338343,0.05976417,0.21954241,0.02922094,0.44039788
-2.44622311,0.75361054,0.14048168,0.10014857,0.03359584,0.05995438,0.22237417,0.02905301,0.43423572
-2.44022011,0.74756361,0.13899813,0.09972347,0.03382841,0.06014933,0.22497875,0.02886034,0.42794426
-2.43421711,0.74180673,0.13761790,0.09930692,0.03408871,0.06034599,0.22741775,0.02865675,0.42187650
-2.42821411,0.73680694,0.13645976,0.09895373,0.03438753,0.06053934,0.22976778,0.02845600,0.41639528
-2.42221111,0.73303581,0.13564081,0.09872205,0.03473824,0.06072218,0.23211646,0.02827120,0.41186020
-2.41620810,0.73095011,0.13527219,0.09867077,0.03515595,0.06088515,0.23455780,0.02811437,0.40861434
-2.41020510,0.73097231,0.13545478,0.09885679,0.03565654,0.06101687,0.23718688,0.02799591,0.40697104
-2.40420210,0.73347173,0.13627522,0.09933220,0.03625556,0.06110427,0.24009422,0.02792424,0.40720133
-2.39819910,0.73874707,0.13780230,0.10014162,0.03696714,0.06113308,0.24336003,0.02790545,0.40952258
-2.39219610,0.74701129,0.14008387,0.10131968,0.03780293,0.06108837,0.24704871,0.02794305,0.41408874
-2.38619310,0.75837933,0.14314446,0.10288893,0.03877109,0.06095532,0.25120373,0.02803780,0.42098273
-2.38019010,0.77285957,0.14698383,0.10485807,0.03987548,0.06071986,0.25584337,0.02818769,0.43021134
-2.37418709,0.79034926,0.15157630,0.10722094,0.04111499,0.06036945,0.26095739,0.02838793,0.44170282
-2.36818409,0.81063459,0.15687118,0.10995595,0.04248319,0.05989371,0.26650494,0.02863115,0.45530757
-2.36218109,0.83339535,0.16279425,0.11302630,0.04396819,0.05928512,0.27241381,0.02890755,0.47080194
-2.35617809,0.85821434,0.16925015,0.11638092,0.04555281,0.05853941,0.27858122,0.02920528,0.48789501
-2.35017509,0.88459126,0.17612588,0.11995605,0.04721511,0.05765605,0.28487601,0.02951082,0.50623836
-2.34417209,0.91196064,0.18329505,0.12367749,0.04892912,0.05663839,0.29114232,0.02980941,0.52543847
-2.33816908,0.93971321,0.19062285,0.12746341,0.05066589,0.05549378,0.29720458,0.03008560,0.54507119
-2.33216608,0.96721982,0.19797160,0.13122761,0.05239469,0.05423353,0.30287361,0.03032375,0.56469796
-2.32616308,0.99385692,0.20520647,0.13488307,0.05408440,0.05287265,0.30795361,0.03050862,0.58388289
-2.32016008,1.01903243,0.21220128,0.13834565,0.05570495,0.05142958,0.31224960,0.03062592,0.60221004
-2.31415708,1.04221083,0.21884399,0.14153767,0.05722880,0.04992572,0.31557519,0.03066284,0.61930016
-2.30815408,1.06293612,0.22504168,0.14439136,0.05863222,0.04838494,0.31776008,0.03060853,0.63482601
-2.30215108,1.08085155,0.23072468,0.14685182,0.05989657,0.04683295,0.31865709,0.03045452,0.64852548
-2.29614807,1.09571497,0.23584958,0.14887942,0.06100917,0.04529671,0.31814828,0.03019508,0.66021192
-2.29014507,1.10740897,0.24040114,0.15045146,0.06196400,0.04380371,0.31614998,0.02982742,0.66978099
-2.28414207,1.11594509,0.24439260,0.15156307,0.06276198,0.04238133,0.31261633,0.02935188,0.67721378
-2.27813907,1.12146186,0.24786474,0.15222720,0.06341090,0.04105614,0.30754139,0.02877189,0.68257577
-2.27213607,1.12421653,0.25088329,0.15247367,0.06392496,0.03985321,0.30095948,0.02809393,0.68601188
-2.26613307,1.12457097,0.25353521,0.15234749,0.06432397,0.03879549,0.29294399,0.02732728,0.68773763
-2.26013007,1.12297227,0.25592358,0.15190628,0.06463219,0.03790324,0.28360466,0.02648374,0.68802701
-2.25412706,1.11992925,0.25816177,0.15121718,0.06487693,0.03719344,0.27308344,0.02557726,0.68719751
-2.24812406,1.11598587,0.26036693,0.15035326,0.06508696,0.03667944,0.26154924,0.02462347,0.68559336
-2.24212106,1.11169326,0.26265321,0.14938961,0.06529079,0.03637054,0.24919195,0.02363921,0.68356772
-2.23611806,1.10758182,0.26512520,0.14839951,0.06551501,0.03627184,0.23621578,0.02264204,0.68146487
-2.23011506,1.10413502,0.26787196,0.14745066,0.06578263,0.03638421,0.22283258,0.02164978,0.67960350
-2.22411206,1.10176649,0.27096190,0.14660187,0.06611167,0.03670432,0.20925524,0.02068004,0.67826198
-2.21810905,1.10080163,0.27443896,0.14590034,0.06651403,0.03722508,0.19569156,0.01974989,0.67766653
-2.21210605,1.10146504,0.27832036,0.14537956,0.06699466,0.03793602,0.18233888,0.01887555,0.67798292
-2.20610305,1.10387439,0.28259603,0.14505826,0.06755114,0.03882413,0.16937953,0.01807220,0.67931230
-2.20010005,1.10804119,0.28722985,0.14494004,0.06817366,0.03987465,0.15697750,0.01735392,0.68169131
-2.19409705,1.11387841,0.29216266,0.14501408,0.06884546,0.04107223,0.14527608,0.01673365,0.68509651
-2.18809405,1.12121459,0.29731695,0.14525666,0.06954358,0.04240212,0.13439677,0.01622330,0.68945285
-2.18209105,1.12981337,0.30260290,0.14563340,0.07024008,0.04385148,0.12443912,0.01583396,0.69464556
-2.17608804,1.13939753,0.30792556,0.14610221,0.07090340,0.04541075,0.11548161,0.01557608,0.70053490
-2.17008504,1.14967581,0.31319266,0.14661660,0.07150001,0.04707497,0.10758325,0.01545973,0.70697255
-2.16408204,1.16037084,0.31832263,0.14712922,0.07199613,0.04884498,0.10078574,0.01549488,0.71381890
-2.15807904,1.17124654,0.32325230,0.14759545,0.07235947,0.05072852,0.09511596,0.01569161,0.72095975
-2.15207604,1.18213299,0.32794392,0.14797670,0.07256080,0.05274093,0.09058862,0.01606025,0.72832166
-2.14607304,1.19294719,0.33239083,0.14824332,0.07257542,0.05490565,0.08720873,0.01661146,0.73588455
-2.14007004,1.20370831,0.33662151,0.14837689,0.07238433,0.05725424,0.08497383,0.01735622,0.74369094
-2.13406703,1.21454615,0.34070166,0.14837178,0.07197502,0.05982596,0.08387575,0.01830563,0.75185085
-2.12806403,1.22570217,0.34473412,0.14823581,0.07134197,0.06266691,0.08390182,0.01947063,0.76054203
-2.12206103,1.23752267,0.34885639,0.14799006,0.07048670,0.06582859,0.08503539,0.02086154,0.77000528
-2.11605803,1.25044437,0.35323595,0.14766780,0.06941751,0.06936609,0.08725582,0.02248756,0.78053489
-2.11005503,1.26497284,0.35806342,0.14731259,0.06814880,0.07333580,0.09053774,0.02435607,0.79246460
-2.10405203,1.28165495,0.36354388,0.14697565,0.06670017,0.07779274,0.09484989,0.02647189,0.80614973
-2.09804902,1.30104659,0.36988672,0.14671274,0.06509522,0.08278773,0.10015349,0.02883653,0.82194638
-2.09204602,1.32367757,0.37729448,0.14658060,0.06336025,0.08836431,0.10640041,0.03144741,0.84018868
-2.08604302,1.35001537,0.38595132,0.14663329,0.06152291,0.09455583,0.11353126,0.03429712,0.86116540
-2.08004002,1.38042994,0.39601160,0.14691857,0.05961081,0.10138259,0.12147355,0.03737280,0.88509722
-2.07403702,1.41516147,0.40758929,0.14747449,0.05765027,0.10884941,0.13014023,0.04065566,0.91211585
-2.06803402,1.45429309,0.42074868,0.14832650,0.05566522,0.11694366,0.13942867,0.04412062,0.94224624
-2.06203102,1.49773004,0.43549700,0.14948515,0.05367634,0.12563406,0.14922016,0.04773628,0.97539310
-2.05602801,1.54518675,0.45177945,0.15094455,0.05170045,0.13487012,0.15938030,0.05146502,1.01133237
-2.05002501,1.59618282,0.46947686,0.15268162,0.04975012,0.14458263,0.16976004,0.05526340,1.04970855
-2.04402201,1.65004828,0.48840633,0.15465631,0.04783370,0.15468501,0.18019759,0.05908285,1.09003797
-2.03801901,1.70593824,0.50832484,0.15681260,0.04595541,0.16507569,0.19052114,0.06287055,1.13171838
-2.03201601,1.76285646,0.52893587,0.15908036,0.04411587,0.17564141,0.20055223,0.06657057,1.17404422
-2.02601301,1.81968692,0.54989872,0.16137789,0.04231261,0.18626137,0.21010975,0.07012519,1.21622736
-2.02001001,1.87523203,0.57084025,0.16361513,0.04054089,0.19681208,0.21901441,0.07347633,1.25742226
-2.01400700,1.92825581,0.59136847,0.16569717,0.03879445,0.20717271,0.22709340,0.07656714,1.29675453
-2.00800400,1.97753003,0.61108748,0.16752818,0.03706635,0.21723074,0.23418516,0.07934354,1.33335171
-2.00200100,2.02188129,0.62961309,0.16901520,0.03534978,0.22688755,0.24014393,0.08175575,1.36637479
-1.99599800,2.06023670,0.64658824,0.17007201,0.03363872,0.23606372,0.24484401,0.08375972,1.39504909
-1.98999500,2.09166611,0.66169774,0.17062255,0.03192854,0.24470381,0.24818338,0.08531842,1.41869311
-1.98399200,2.11541890,0.67468134,0.17060396,0.03021646,0.25278005,0.25008669,0.08640287,1.43674398
-1.97798899,2.13095355,0.68534475,0.16996905,0.02850175,0.26029509,0.25050728,0.08699297,1.44877839
-1.97198599,2.13795862,0.69356777,0.16868801,0.02678591,0.26728318,0.24942842,0.08707803,1.45452799
-1.96598299,2.13636418,0.69930931,0.16674944,0.02507258,0.27380994,0.24686344,0.08665695,1.45388864
-1.95997999,2.12634310,0.70260892,0.16416063,0.02336734,0.27997035,0.24285496,0.08573821,1.44692299
-1.95397699,2.10830225,0.70358463,0.16094697,0.02167745,0.28588522,0.23747319,0.08433945,1.43385638
-1.94797399,2.08286395,0.70242734,0.15715079,0.02001145,0.29169605,0.23081336,0.08248682,1.41506629
-1.94197099,2.05083868,0.69939180,0.15282945,0.01837870,0.29755844,0.22299251,0.08021412,1.39106577
-1.93596798,2.01319024,0.69478468,0.14805292,0.01678894,0.30363443,0.21414564,0.07756167,1.36248172
-1.92996498,1.97099512,0.68895022,0.14290103,0.01525183,0.31008402,0.20442160,0.07457513,1.33002907
-1.92396198,1.92539791,0.68225427,0.13746034,0.01377653,0.31705624,0.19397859,0.07130407,1.29448197
-1.91795898,1.87756496,0.67506729,0.13182093,0.01237134,0.32468026,0.18297982,0.06780066,1.25664341
-1.91195598,1.82863829,0.66774722,0.12607324,0.01104341,0.33305699,0.17158914,0.06411823,1.21731461
-1.90595298,1.77969187,0.66062316,0.12030498,0.00979847,0.34225161,0.15996705,0.06030998,1.17726561
-1.89994997,1.73169237,0.65398051,0.11459839,0.00864079,0.35228744,0.14826705,0.05642770,1.13720824
-1.89394697,1.68546588,0.64804828,0.10902783,0.00757303,0.36314162,0.13663258,0.05252068,1.09777272
-1.88794397,1.64167212,0.64298941,0.10365785,0.00659630,0.37474272,0.12519440,0.04863480,1.05948878
-1.88194097,1.60078704,0.63889427,0.09854180,0.00571025,0.38697071,0.11406875,0.04481170,1.02277204
-1.87593797,1.56309451,0.63577787,0.09372090,0.00491319,0.39965916,0.10335599,0.04108830,0.98791606
-1.86993497,1.52868703,0.63358075,0.08922397,0.00420226,0.41259987,0.09313993,0.03749633,0.95509020
-1.86393197,1.49747528,0.63217354,0.08506761,0.00357365,0.42554952,0.08348774,0.03406221,0.92434327
-1.85792896,1.46920567,0.63136490,0.08125691,0.00302280,0.43823836,0.07445035,0.03080702,0.89561239
-1.85192596,1.44348480,0.63091235,0.07778653,0.00254466,0.45038033,0.06606329,0.02774668,0.86873652
-1.84592296,1.41980933,0.63053552,0.07464215,0.00213382,0.46168430,0.05834792,0.02489220,0.84347385
-1.83991996,1.39759972,0.62993093,0.07180219,0.00178481,0.47186588,0.05131294,0.02225009,0.81952187
-1.83391696,1.37623594,0.62878775,0.06923962,0.00149218,0.48065918,0.04495611,0.01982288,0.79653919
-1.82791396,1.35509338,0.62680356,0.06692388,0.00125071,0.48782806,0.03926597,0.01760965,0.77416795
-1.82191096,1.33357723,0.62369939,0.06482277,0.00105554,0.49317628,0.03422375,0.01560656,0.75205556
-1.81590795,1.31115367,0.61923332,0.06290412,0.00090218,0.49655608,0.02980513,0.01380748,0.72987495
-1.80990495,1.28737655,0.61321206,0.06113744,0.00078669,0.49787480,0.02598188,0.01220454,0.70734219
-1.80390195,1.26190843,0.60549985,0.05949514,0.00070562,0.49709919,0.02272342,0.01078862,0.68423105
-1.79789895,1.23453531,0.59602452,0.05795358,0.00065606,0.49425735,0.01999814,0.00954982,0.66038367
-1.79189595,1.20517453,0.58478041,0.05649378,0.00063564,0.48943813,0.01777442,0.00847791,0.63571724
-1.78589295,1.17387602,0.57182817,0.05510179,0.00064247,0.48278802,0.01602157,0.00756258,0.61022654
-1.77988994,1.14081699,0.55729157,0.05376872,0.00067512,0.47450589,0.01471035,0.00679376,0.58398247
-1.77388694,1.10629074,0.54135162,0.05249060,0.00073251,0.46483562,0.01381334,0.00616176,0.55712691
-1.76788394,1.07069058,0.52423842,0.05126785,0.00081388,0.45405722,0.01330504,0.00565737,0.52986436
-1.76188094,1.03448962,0.50622117,0.05010459,0.00091866,0.44247657,0.01316175,0.00527192,0.50245105
-1.75587794,0.99821789,0.48759694,0.04900788,0.00104642,0.43041463,0.01336130,0.00499722,0.47518212
-1.74987494,0.96243777,0.46867883,0.04798670,0.00119672,0.41819612,0.01388257,0.00482553,0.44837767
-1.74387194,0.92771905,0.44978388,0.04705098,0.00136908,0.40613857,0.01470494,0.00474941,0.42236836
-1.73786893,0.89461467,0.43122160,0.04621063,0.00156280,0.39454188,0.01580767,0.00476161,0.39748129
