energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,P_s_up,P_s_down,P_p_up,P_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-2.85442721,3.18721091,-3.84896466,0.21860479,-0.31980031,2.38106667,-2.65218903,0.00623223,-0.00776099,0.04393050,-0.06037840,0.06611960,-0.06857321,0.93583252,-1.31932657
-2.84842421,3.06142540,-3.93121337,0.21068723,-0.31971449,2.29146495,-2.72429058,0.00613868,-0.00779856,0.04234884,-0.06107434,0.06385306,-0.07031740,0.89173086,-1.33845591
-2.84242121,2.94052224,-4.00571224,0.20356506,-0.31903112,2.20434758,-2.79168938,0.00607778,-0.00781293,0.04082906,-0.06177586,0.06164374,-0.07201069,0.84987659,-1.35421570
-2.83641821,2.82623433,-4.07089865,0.19734740,-0.31771365,2.12103061,-2.85305866,0.00605216,-0.00780384,0.03939854,-0.06245979,0.05952882,-0.07362802,0.81079352,-1.36621816
-2.83041521,2.72012122,-4.12537139,0.19213064,-0.31573922,2.04271081,-2.90716766,0.00606382,-0.00777164,0.03808401,-0.06310283,0.05754277,-0.07514401,0.77494349,-1.37414647
-2.82441221,2.62354414,-4.16792844,0.18799721,-0.31309976,1.97044458,-2.95291496,0.00611416,-0.00771734,0.03691103,-0.06368219,0.05571659,-0.07653361,0.74272076,-1.37776303
-2.81840920,2.53764709,-4.19759948,0.18501449,-0.30980272,1.90513146,-2.98935858,0.00620395,-0.00764257,0.03590341,-0.06417621,0.05407726,-0.07777276,0.71444821,-1.37691547
-2.81240620,2.46334402,-4.21367228,0.18323415,-0.30587128,1.84750252,-3.01574190,0.00633338,-0.00754952,0.03508271,-0.06456498,0.05264727,-0.07883912,0.69037524,-1.37154030
-2.80640320,2.40131176,-4.21571184,0.18269150,-0.30134415,1.79811335,-3.03151438,0.00650202,-0.00744097,0.03446775,-0.06483091,0.05144428,-0.07971274,0.67067719,-1.36166420
-2.80040020,2.35198840,-4.20357196,0.18340523,-0.29627490,1.75734152,-3.03634648,0.00670893,-0.00732012,0.03407425,-0.06495927,0.05048103,-0.08037672,0.65545627,-1.34740286
-2.79439720,2.31557650,-4.17739879,0.18537719,-0.29073090,1.72538803,-3.03013815,0.00695262,-0.00719059,0.03391442,-0.06493866,0.04976526,-0.08081786,0.64474348,-1.32895764
-2.78839420,2.29205040,-4.13762637,0.18859232,-0.28479193,1.70228245,-3.01302077,0.00723113,-0.00705629,0.03399673,-0.06476141,0.04929979,-0.08102711,0.63850162,-1.30661007
-2.78239120,2.28116707,-4.08496440,0.19301874,-0.27854851,1.68789094,-2.98535233,0.00754203,-0.00692136,0.03432562,-0.06442388,0.04908276,-0.08100007,0.63662884,-1.28071444
-2.77638819,2.28247973,-4.02037876,0.19860783,-0.27210005,1.68192702,-2.94770631,0.00788250,-0.00679001,0.03490141,-0.06392666,0.04910785,-0.08073719,0.63896288,-1.25168888
-2.77038519,2.29535374,-3.94506542,0.20529457,-0.26555274,1.68396418,-2.90085449,0.00824930,-0.00666650,0.03572020,-0.06327471,0.04936465,-0.08024393,0.64528549,-1.22000509
-2.76438219,2.31898421,-3.86041876,0.21299791,-0.25901747,1.69345024,-2.84574446,0.00863884,-0.00655500,0.03677385,-0.06247728,0.04983896,-0.07953076,0.65532730,-1.18617714
-2.75837919,2.35241505,-3.76799532,0.22162132,-0.25260766,1.70972287,-2.78347275,0.00904723,-0.00645950,0.03805010,-0.06154782,0.05051323,-0.07861293,0.66877273,-1.15074961
-2.75237619,2.39455915,-3.66947419,0.23105360,-0.24643707,1.73202604,-2.71525431,0.00947026,-0.00638375,0.03953271,-0.06050370,0.05136694,-0.07751016,0.68526527,-1.11428546
-2.74637319,2.44421971,-3.56661533,0.24116998,-0.24061772,1.75952729,-2.64238974,0.00990346,-0.00633118,0.04120172,-0.05936581,0.05237703,-0.07624612,0.70441295,-1.07735393
-2.74037019,2.50011253,-3.46121700,0.25183352,-0.23525780,1.79133539,-2.56623117,0.01034215,-0.00630484,0.04303381,-0.05815813,0.05351830,-0.07484785,0.72579419,-1.04051874
-2.73436718,2.56088943,-3.35507370,0.26289694,-0.23045978,1.82651863,-2.48814791,0.01078150,-0.00630735,0.04500276,-0.05690710,0.05476386,-0.07334503,0.74896413,-1.00432685
-2.72836418,2.62516270,-3.24993564,0.27420492,-0.22631855,1.86412329,-2.40949310,0.01121655,-0.00634087,0.04707995,-0.05564095,0.05608559,-0.07176916,0.77346150,-0.96929810
-2.72236118,2.69153070,-3.14747090,0.28559681,-0.22291976,1.90319239,-2.33157219,0.01164233,-0.00640705,0.04923502,-0.05438903,0.05745457,-0.07015277,0.79881607,-0.93591575
-2.71635818,2.75860429,-3.04923111,0.29690981,-0.22033821,1.94278449,-2.25561418,0.01205394,-0.00650704,0.05143659,-0.05318097,0.05884166,-0.06852855,0.82455679,-0.90461827
-2.71035518,2.82503405,-2.95662145,0.30798258,-0.21863649,1.98199235,-2.18274629,0.01244661,-0.00664145,0.05365299,-0.05204595,0.06021798,-0.06692852,0.85022042,-0.87579229
-2.70435218,2.88953762,-2.87087545,0.31865913,-0.21786370,2.01996112,-2.11397262,0.01281587,-0.00681036,0.05585308,-0.05101191,0.06155551,-0.06538326,0.87536073,-0.84976695
-2.69834917,2.95092687,-2.79303507,0.32879291,-0.21805436,2.05590578,-2.05015711,0.01315764,-0.00701331,0.05800710,-0.05010478,0.06282767,-0.06392120,0.89955784,-0.82680956
-2.69234617,3.00813387,-2.72393608,0.33825100,-0.21922751,2.08912736,-1.99201111,0.01346834,-0.00724929,0.06008746,-0.04934782,0.06400994,-0.06256800,0.92242755,-0.80712262
-2.68634317,3.06023495,-2.66419891,0.34691804,-0.22138599,2.11902747,-1.94008541,0.01374504,-0.00751675,0.06206952,-0.04876099,0.06508040,-0.06134602,0.94363037,-0.79084219
-2.68034017,3.10647186,-2.61422478,0.35469993,-0.22451599,2.14512067,-1.89476681,0.01398554,-0.00781361,0.06393222,-0.04836043,0.06602037,-0.06027395,0.96287959,-0.77803750
-2.67433717,3.14626895,-2.57419694,0.36152692,-0.22858676,2.16704408,-1.85627887,0.01418851,-0.00813724,0.06565872,-0.04815804,0.06681482,-0.05936645,0.97994830,-0.76871182
-2.66833417,3.17924550,-2.54408661,0.36735593,-0.23355069,2.18456387,-1.82468664,0.01435352,-0.00848450,0.06723673,-0.04816120,0.06745282,-0.05863402,0.99467472,-0.76280448
-2.66233117,3.20522234,-2.52366342,0.37217198,-0.23934368,2.19757806,-1.79990492,0.01448111,-0.00885170,0.06865884,-0.04837261,0.06792782,-0.05808289,1.00696547,-0.76019397
-2.65632816,3.22422197,-2.51250983,0.37598852,-0.24588579,2.20611550,-1.78170977,0.01457282,-0.00923469,0.06992247,-0.04879025,0.06823776,-0.05771501,1.01679665,-0.76070214
-2.65032516,3.23646195,-2.51003918,0.37884667,-0.25308241,2.21033068,-1.76975272,0.01463114,-0.00962883,0.07102982,-0.04940748,0.06838507,-0.05752820,1.02421229,-0.76409927
-2.64432216,3.24234138,-2.51551699,0.38081321,-0.26082569,2.21049450,-1.76357738,0.01465945,-0.01002904,0.07198746,-0.05021331,0.06837645,-0.05751624,1.02932027,-0.77011018
-2.63831916,3.24242061,-2.52808509,0.38197753,-0.26899646,2.20698105,-1.76263794,0.01466192,-0.01042990,0.07280580,-0.05119274,0.06822249,-0.05766920,1.03228572,-0.77842114
-2.63231616,3.23739489,-2.54678805,0.38244747,-0.27746659,2.20025090,-1.76631925,0.01464340,-0.01082567,0.07349843,-0.05232722,0.06793715,-0.05797366,1.03332204,-0.78868760
-2.62631316,3.22806286,-2.57060164,0.38234443,-0.28610172,2.19083125,-1.77395795,0.01460919,-0.01121043,0.07408129,-0.05359527,0.06753704,-0.05841315,1.03267996,-0.80054264
-2.62031016,3.21529114,-2.59846261,0.38179775,-0.29476434,2.17929389,-1.78486422,0.01456490,-0.01157817,0.07457174,-0.05497310,0.06704064,-0.05896850,1.03063515,-0.81360597
-2.61430715,3.19997647,-2.62929935,0.38093891,-0.30331725,2.16623161,-1.79834377,0.01451617,-0.01192295,0.07498763,-0.05643537,0.06646743,-0.05961840,1.02747488,-0.82749352
-2.60830415,3.18300714,-2.66206264,0.37989556,-0.31162717,2.15223415,-1.81371939,0.01446851,-0.01223903,0.07534637,-0.05795597,0.06583699,-0.06033985,1.02348443,-0.84182717
-2.60230115,3.16522560,-2.69575583,0.37878591,-0.31956850,2.13786473,-1.83035166,0.01442702,-0.01252107,0.07566406,-0.05950879,0.06516812,-0.06110875,1.01893394,-0.85624457
-2.59629815,3.14739378,-2.72946342,0.37771378,-0.32702706,2.12363801,-1.84765814,0.01439623,-0.01276429,0.07595473,-0.06106851,0.06447804,-0.06190057,1.01406642,-0.87040884
-2.59029515,3.13016313,-2.76237738,0.37676435,-0.33390367,2.11000079,-1.86513039,0.01437986,-0.01296467,0.07622974,-0.06261139,0.06378169,-0.06269089,1.00908744,-0.88401755
-2.58429215,3.11405058,-2.79381989,0.37600116,-0.34011742,2.09731600,-1.88234830,0.01438073,-0.01311908,0.07649739,-0.06411595,0.06309122,-0.06345614,1.00415718,-0.89681100
-2.57828914,3.09942173,-2.82326184,0.37546431,-0.34560841,2.08585099,-1.89899100,0.01440059,-0.01322549,0.07676269,-0.06556359,0.06241560,-0.06417420,0.99938519,-0.90857924
-2.57228614,3.08648212,-2.85033594,0.37516996,-0.35033991,2.07577044,-1.91484390,0.01444010,-0.01328307,0.07702742,-0.06693908,0.06176054,-0.06482503,0.99482804,-0.91916744
-2.56628314,3.07527685,-2.87484379,0.37511124,-0.35429973,2.06713447,-1.92980133,0.01449880,-0.01329231,0.07729033,-0.06823096,0.06112848,-0.06539123,0.99049019,-0.92847956
-2.56028014,3.06569863,-2.89675625,0.37526047,-0.35750073,2.05990174,-1.94386459,0.01457515,-0.01325505,0.07754763,-0.06943178,0.06051893,-0.06585856,0.98632767,-0.93647975
-2.55427714,3.05750363,-2.91620673,0.37557238,-0.35998026,2.05393759,-1.95713517,0.01466665,-0.01317453,0.07779357,-0.07053810,0.05992883,-0.06621626,0.98225464,-0.94319152
-2.54827414,3.05033440,-2.93347741,0.37598847,-0.36179878,2.04902667,-1.96980332,0.01476991,-0.01305530,0.07802120,-0.07155047,0.05935324,-0.06645740,0.97815219,-0.94869449
-2.54227114,3.04374833,-2.94897869,0.37644183,-0.36303737,2.04488936,-1.98213227,0.01488091,-0.01290318,0.07822320,-0.07247309,0.05878597,-0.06657889,0.97387899,-0.95311877
-2.53626813,3.03725023,-2.96322240,0.37686247,-0.36379437,2.04120121,-1.99443862,0.01499514,-0.01272504,0.07839273,-0.07331347,0.05822042,-0.06658156,0.96928302,-0.95663712
-2.53026513,3.03032724,-2.97679000,0.37718264,-0.36418121,2.03761434,-2.00706982,0.01510787,-0.01252867,0.07852429,-0.07408178,0.05765032,-0.06646986,0.96421384,-0.95945520
-2.52426213,3.02248403,-2.99029689,0.37734189,-0.36431770,2.03377961,-2.02037957,0.01521432,-0.01232248,0.07861443,-0.07479027,0.05707053,-0.06625157,0.95853461,-0.96180012
-2.51825913,3.01327659,-3.00435461,0.37729164,-0.36432676,2.02936855,-2.03470247,0.01530996,-0.01211527,0.07866243,-0.07545243,0.05647772,-0.06593731,0.95213316,-0.96390811
-2.51225613,3.00234259,-3.01953275,0.37699887,-0.36432908,2.02409377,-2.05032908,0.01539068,-0.01191586,0.07867073,-0.07608228,0.05587093,-0.06553988,0.94493155,-0.96601153
-2.50625313,2.98942696,-3.03632231,0.37644889,-0.36443783,2.01772688,-2.06748273,0.01545298,-0.01173285,0.07864524,-0.07669347,0.05525196,-0.06507364,0.93689362,-0.96832605
-2.50025013,2.97440125,-3.05510273,0.37564700,-0.36475365,2.01011308,-2.08629939,0.01549413,-0.01157426,0.07859533,-0.07729861,0.05462568,-0.06455372,0.92803009,-0.97103866
-2.49424712,2.95727589,-3.07611413,0.37461890,-0.36536031,2.00118150,-2.10681174,0.01551229,-0.01144721,0.07853376,-0.07790849,0.05400005,-0.06399527,0.91840097,-0.97429693
-2.48824412,2.93820473,-3.09943650,0.37341001,-0.36632110,1.99095106,-2.12893833,0.01550655,-0.01135771,0.07847625,-0.07853159,0.05338596,-0.06341275,0.90811532,-0.97820038
-2.48224112,2.91748194,-3.12497718,0.37208362,-0.36767631,1.97953142,-2.15247885,0.01547694,-0.01131037,0.07844099,-0.07917356,0.05279701,-0.06281927,0.89732820,-0.98279418
-2.47623812,2.89553128,-3.15246719,0.37071812,-0.36944174,1.96711910,-2.17711552,0.01542444,-0.01130829,0.07844790,-0.07983703,0.05224895,-0.06222604,0.88623529,-0.98806567
-2.47023512,2.87288872,-3.18146726,0.36940346,-0.37160851,1.95398903,-2.20242117,0.01535086,-0.01135286,0.07851787,-0.08052151,0.05175914,-0.06164199,0.87506525,-0.99394398
-2.46423212,2.85017912,-3.21138301,0.36823697,-0.37414407,1.94048211,-2.22787339,0.01525876,-0.01144378,0.07867186,-0.08122348,0.05134579,-0.06107350,0.86407050,-1.00030258
-2.45822911,2.82808848,-3.24148898,0.36731892,-0.37699439,1.92698928,-2.25287442,0.01515125,-0.01157905,0.07893000,-0.08193670,0.05102721,-0.06052431,0.85351678,-1.00696494
-2.45222611,2.80733310,-3.27096034,0.36674792,-0.38008725,1.91393313,-2.27677579,0.01503187,-0.01175508,0.07931075,-0.08265269,0.05082099,-0.05999570,0.84367200,-1.01371284
-2.44622311,2.78862723,-3.29891068,0.36661649,-0.38333638,1.90174799,-2.29890655,0.01490438,-0.01196680,0.07983008,-0.08336130,0.05074317,-0.05948666,0.83479512,-1.02029700
-2.44022011,2.77265079,-3.32443415,0.36700690,-0.38664638,1.89085934,-2.31860373,0.01477256,-0.01220796,0.08050077,-0.08405144,0.05080750,-0.05899441,0.82712534,-1.02644948
-2.43421711,2.76001864,-3.34664987,0.36798756,-0.38991798,1.88166377,-2.33524353,0.01464007,-0.01247129,0.08133182,-0.08471185,0.05102470,-0.05851485,0.82087233,-1.03189724
-2.42821411,2.75125282,-3.36474614,0.36960996,-0.39305357,1.87451025,-2.34827169,0.01451021,-0.01274890,0.08232804,-0.08533192,0.05140188,-0.05804328,0.81620763,-1.03637617
-2.42221111,2.74675882,-3.37802262,0.37190641,-0.39596252,1.86968369,-2.35723147,0.01438586,-0.01303255,0.08348976,-0.08590243,0.05194209,-0.05757501,0.81325776,-1.03964489
-2.41620810,2.74680691,-3.38592789,0.37488842,-0.39856626,1.86739137,-2.36178785,0.01426931,-0.01331401,0.08481268,-0.08641633,0.05264392,-0.05710607,0.81209914,-1.04149757
-2.41020510,2.75151902,-3.38809087,0.37854593,-0.40080261,1.86775289,-2.36174665,0.01416219,-0.01358538,0.08628788,-0.08686931,0.05350135,-0.05663387,0.81275492,-1.04177529
-2.40420210,2.76086159,-3.38434426,0.38284716,-0.40262936,1.87079390,-2.35706770,0.01406545,-0.01383942,0.08790199,-0.08726033,0.05450370,-0.05615777,0.81519381,-1.04037513
-2.39819910,2.77464448,-3.37473884,0.38773919,-0.40402680,1.87644381,-2.34787127,0.01397933,-0.01406979,0.08963740,-0.08759192,0.05563577,-0.05567954,0.81933076,-1.03725686
-2.39219610,2.79252563,-3.35954802,0.39314910,-0.40499922,1.88453746,-2.33443735,0.01390338,-0.01427129,0.09147259,-0.08787036,0.05687804,-0.05520369,0.82502944,-1.03244660
-2.38619310,2.81402105,-3.33926218,0.39898561,-0.40557512,1.89482040,-2.31719791,0.01383653,-0.01444007,0.09338259,-0.08810560,0.05820714,-0.05473761,0.83210619,-1.02603753
-2.38019010,2.83851960,-3.31457316,0.40514105,-0.40580629,1.90695761,-2.29672235,0.01377719,-0.01457364,0.09533936,-0.08831109,0.05959629,-0.05429157,0.84033531,-1.01818750
-2.37418709,2.86530160,-3.28634951,0.41149379,-0.40576577,1.92054498,-2.27369682,0.01372330,-0.01467101,0.09731238,-0.08850333,0.06101598,-0.05387854,0.84945543,-1.00911365
-2.36818409,2.89356059,-3.25560370,0.41791072,-0.40554476,1.93512300,-2.24889831,0.01367249,-0.01473257,0.09926912,-0.08870135,0.06243464,-0.05351377,0.85917654,-0.99908441
-2.36218109,2.92242705,-3.22345262,0.42425012,-0.40524857,1.95019208,-2.22316468,0.01362216,-0.01476004,0.10117560,-0.08892595,0.06381938,-0.05321427,0.86918763,-0.98840906
-2.35617809,2.95099343,-3.19107327,0.43036442,-0.40499194,1.96522864,-2.19736198,0.01356962,-0.01475629,0.10299697,-0.08919894,0.06513681,-0.05299814,0.87916452,-0.97742556
-2.35017509,2.97833935,-3.15965550,0.43610321,-0.40489374,1.97970151,-2.17235053,0.01351215,-0.01472515,0.10469811,-0.08954214,0.06635382,-0.05288373,0.88877767,-0.96648692
-2.34417209,3.00355620,-3.13035385,0.44131622,-0.40507148,1.99308778,-2.14895103,0.01344719,-0.01467113,0.10624419,-0.08997652,0.06743837,-0.05288882,0.89769991,-0.95594691
-2.33816908,3.02577046,-3.10424060,0.44585625,-0.40563560,2.00488767,-2.12791250,0.01337230,-0.01459921,0.10760134,-0.09052112,0.06836029,-0.05302965,0.90561374,-0.94614561
-2.33216608,3.04416502,-3.08226192,0.44958221,-0.40668404,2.01463791,-2.10988306,0.01328532,-0.01451450,0.10873721,-0.09119215,0.06909192,-0.05332004,0.91221816,-0.93739543
-2.32616308,3.05799798,-3.06519902,0.45236198,-0.40829716,2.02192318,-2.09538494,0.01318438,-0.01442203,0.10962164,-0.09200204,0.06960881,-0.05377046,0.91723490,-0.92996813
-2.32016008,3.06661864,-3.05363578,0.45407518,-0.41053315,2.02638550,-2.08479462,0.01306793,-0.01432643,0.11022728,-0.09295862,0.06989020,-0.05438726,0.92041391,-0.92408339
-2.31415708,3.06948029,-3.04793412,0.45461586,-0.41342431,2.02773116,-2.07832894,0.01293476,-0.01423179,0.11053019,-0.09406443,0.06991953,-0.05517203,0.92153813,-0.91989939
-2.30815408,3.06614982,-3.04821821,0.45389491,-0.41697422,2.02573541,-2.07603757,0.01278403,-0.01414141,0.11051038,-0.09531617,0.06968474,-0.05612100,0.92042734,-0.91750571
-2.30215108,3.05631399,-3.05436780,0.45184219,-0.42115591,2.02024485,-2.07780208,0.01261521,-0.01405770,0.11015234,-0.09670427,0.06917850,-0.05722475,0.91694122,-0.91691889
-2.29614807,3.03978252,-3.06602106,0.44840832,-0.42591121,2.01117763,-2.08334158,0.01242816,-0.01398212,0.10944550,-0.09821276,0.06839831,-0.05846811,0.91098144,-0.91808067
-2.29014507,3.01648816,-3.08258662,0.44356610,-0.43115126,1.99852183,-2.09222453,0.01222302,-0.01391512,0.10838449,-0.09981933,0.06734650,-0.05983017,0.90249285,-0.92085919
-2.28414207,2.98648403,-3.10326431,0.43731137,-0.43675821,1.98233213,-2.10388611,0.01200028,-0.01385621,0.10696942,-0.10149552,0.06603007,-0.06128467,0.89146373,-0.92505287
-2.27813907,2.94993843,-3.12707351,0.42966338,-0.44258800,1.96272526,-2.11765038,0.01176071,-0.01380403,0.10520596,-0.10320731,0.06446050,-0.06280052,0.87792517,-0.93039692
-2.27213607,2.90712762,-3.15288812,0.42066456,-0.44847431,1.93987443,-2.13275630,0.01150538,-0.01375645,0.10310524,-0.10491578,0.06265336,-0.06434253,0.86194956,-0.93657217
-2.26613307,2.85842683,-3.17947656,0.41037980,-0.45423333,1.91400320,-2.14838631,0.01123563,-0.01371074,0.10068368,-0.10657812,0.06062793,-0.06587234,0.84364824,-0.94321597
-2.26013007,2.80429995,-3.20554521,0.39889501,-0.45966937,1.88537898,-2.16369646,0.01095306,-0.01366375,0.09796265,-0.10814867,0.05840670,-0.06734953,0.82316849,-0.94993451
-2.25412706,2.74528824,-3.22978351,0.38631525,-0.46458100,1.85430653,-2.17784680,0.01065953,-0.01361213,0.09496798,-0.10958029,0.05601484,-0.06873281,0.80068977,-0.95631635
-2.24812406,2.68199852,-3.25090900,0.37276237,-0.46876749,1.82112159,-2.19003077,0.01035712,-0.01355243,0.09172938,-0.11082568,0.05347959,-0.06998122,0.77641952,-0.96194637
-2.24212106,2.61509102,-3.26771053,0.35837219,-0.47203542,1.78618491,-2.19950249,0.01004813,-0.01348141,0.08827975,-0.11183889,0.05082970,-0.07105551,0.75058851,-0.96641980
-2.23611806,2.54526738,-3.27908788,0.34329146,-0.47420506,1.74987675,-2.20560103,0.00973504,-0.01339609,0.08465446,-0.11257670,0.04809478,-0.07191928,0.72344587,-0.96935559
-2.23011506,2.47325882,-3.28408661,0.32767457,-0.47511632,1.71259184,-2.20777068,0.00942045,-0.01329397,0.08089057,-0.11300011,0.04530474,-0.07254018,0.69525409,-0.97040880
-2.22411206,2.39981495,-3.28192654,0.31168023,-0.47463406,1.67473491,-2.20557662,0.00910711,-0.01317310,0.07702608,-0.11307554,0.04248921,-0.07289092,0.66628392,-0.96928135
-2.21810905,2.32569303,-3.27202325,0.29546817,-0.47265254,1.63671664,-2.19871563,0.00879778,-0.01303216,0.07309912,-0.11277602,0.03967703,-0.07295011,0.63680944,-0.96573094
-2.21210605,2.25164816,-3.25400185,0.27919602,-0.46909874,1.59895000,-2.18702142,0.00849523,-0.01287055,0.06914735,-0.11208205,0.03689576,-0.07270286,0.60710337,-0.95957762
-2.20610305,2.17842409,-3.22770268,0.26301643,-0.46393457,1.56184690,-2.17046492,0.00820214,-0.01268831,0.06520725,-0.11098228,0.03417126,-0.07214124,0.57743275,-0.95070800
-2.20010005,2.10674493,-3.19317928,0.24707455,-0.45715782,1.52581498,-2.14914954,0.00792109,-0.01248617,0.06131368,-0.10947386,0.03152736,-0.07126433,0.54805498,-0.93907688
-2.19409705,2.03730761,-3.15068881,0.23150585,-0.44880176,1.49125446,-2.12330189,0.00765442,-0.01226548,0.05749939,-0.10756250,0.02898556,-0.07007821,0.51921446,-0.92470647
-2.18809405,1.97077509,-3.10067587,0.21643442,-0.43893360,1.45855498,-2.09325878,0.00740421,-0.01202810,0.05379471,-0.10526229,0.02656482,-0.06859554,0.49113963,-0.90768311
-2.18209105,1.90777034,-3.04375064,0.20197173,-0.42765176,1.42809240,-2.05945106,0.00717223,-0.01177634,0.05022735,-0.10259514,0.02428145,-0.06683509,0.46404061,-0.88815205
-2.17608804,1.84887098,-2.98066267,0.18821571,-0.41508218,1.40022541,-2.02238533,0.00695986,-0.01151283,0.04682225,-0.09959005,0.02214896,-0.06482089,0.43810736,-0.86631039
-2.17008504,1.79460454,-2.91227158,0.17525035,-0.40137385,1.37529215,-1.98262437,0.00676812,-0.01124044,0.04360148,-0.09628215,0.02017814,-0.06258145,0.41350834,-0.84239859
-2.16408204,1.74544439,-2.83951625,0.16314562,-0.38669373,1.35360670,-1.94076728,0.00659756,-0.01096212,0.04058431,-0.09271152,0.01837700,-0.06014872,0.39038959,-0.81669117
-2.15807904,1.70180637,-2.76338373,0.15195764,-0.37122143,1.33545568,-1.89743015,0.00644835,-0.01068082,0.03778722,-0.08892199,0.01675094,-0.05755702,0.36887425,-0.78948686
-2.15207604,1.66404599,-2.68487947,0.14172915,-0.35514370,1.32109498,-1.85322809,0.00632022,-0.01039939,0.03522400,-0.08495984,0.01530282,-0.05484205,0.34906243,-0.76109880
-2.14607304,1.63245633,-2.60499975,0.13249011,-0.33864921,1.31074679,-1.80875928,0.00621256,-0.01012049,0.03290582,-0.08087248,0.01403313,-0.05203987,0.33103134,-0.73184509
-2.14007004,1.60726683,-2.52470755,0.12425848,-0.32192361,1.30459714,-1.76459149,0.00612439,-0.00984651,0.03084133,-0.07670727,0.01294017,-0.04918592,0.31483566,-0.70204020
-2.13406703,1.58864273,-2.44491233,0.11704093,-0.30514511,1.30279400,-1.72125151,0.00605448,-0.00957954,0.02903676,-0.07251038,0.01202025,-0.04631422,0.30050810,-0.67198739
-2.12806403,1.57668558,-2.36645438,0.11083369,-0.28848090,1.30544625,-1.67921753,0.00600138,-0.00932131,0.02749599,-0.06832584,0.01126789,-0.04345670,0.28806010,-0.64197248
-2.12206103,1.57143466,-2.29009373,0.10562334,-0.27208416,1.31262353,-1.63891451,0.00596349,-0.00907318,0.02622058,-0.06419472,0.01067602,-0.04064260,0.27748258,-0.61225902
-2.11605803,1.57286953,-2.21650361,0.10138750,-0.25609205,1.32435721,-1.60071231,0.00593912,-0.00883616,0.02520985,-0.06015456,0.01023620,-0.03789813,0.26874691,-0.58308494
-2.11005503,1.58091382,-2.14626812,0.09809559,-0.24062442,1.34064258,-1.56492633,0.00592661,-0.00861086,0.02446087,-0.05623895,0.00993881,-0.03524617,0.26180576,-0.55466056
-2.10405203,1.59544012,-2.07988353,0.09570942,-0.22578333,1.36144222,-1.53182015,0.00592430,-0.00839760,0.02396852,-0.05247730,0.00977328,-0.03270621,0.25659426,-0.52716800
-2.09804902,1.61627634,-2.01776249,0.09418384,-0.21165328,1.38669076,-1.50160970,0.00593067,-0.00819635,0.02372550,-0.04889477,0.00972826,-0.03029431,0.25303109,-0.50076166
-2.09204602,1.64321323,-1.96024056,0.09346739,-0.19830194,1.41630086,-1.47446845,0.00594430,-0.00800687,0.02372241,-0.04551242,0.00979184,-0.02802330,0.25101978,-0.47556956
-2.08604302,1.67601319,-1.90758403,0.09350289,-0.18578141,1.45017032,-1.45053302,0.00596398,-0.00782868,0.02394781,-0.04234737,0.00995169,-0.02590288,0.25045020,-0.45169547
-2.08004002,1.71442022,-1.85999831,0.09422819,-0.17412974,1.48819034,-1.42990883,0.00598864,-0.00766115,0.02438832,-0.03941313,0.01019531,-0.02393996,0.25120014,-0.42922132
-2.07403702,1.75817081,-1.81763635,0.09557692,-0.16337261,1.53025441,-1.41267517,0.00601743,-0.00750355,0.02502882,-0.03671992,0.01051015,-0.02213885,0.25313721,-0.40820985
-2.06803402,1.80700554,-1.78060619,0.09747939,-0.15352504,1.57626784,-1.39888963,0.00604970,-0.00735510,0.02585262,-0.03427508,0.01088385,-0.02050165,0.25612092,-0.38870726
-2.06203102,1.86068093,-1.74897741,0.09986358,-0.14459309,1.62615731,-1.38859134,0.00608496,-0.00721502,0.02684170,-0.03208339,0.01130435,-0.01902843,0.26000505,-0.37074552
-2.05602801,1.91898135,-1.72278618,0.10265629,-0.13657527,1.67988006,-1.38180318,0.00612293,-0.00708256,0.02797708,-0.03014743,0.01176012,-0.01771757,0.26464018,-0.35434440
-2.05002501,1.98173014,-1.70203855,0.10578437,-0.12946383,1.73743233,-1.37853281,0.00616346,-0.00695708,0.02923910,-0.02846788,0.01224030,-0.01656596,0.26987647,-0.33951304
-2.04402201,2.04879968,-1.68671238,0.10917606,-0.12324567,1.79885632,-1.37877269,0.00620659,-0.00683803,0.03060786,-0.02704370,0.01273484,-0.01556917,0.27556661,-0.32625096
-2.03801901,2.12011956,-1.67675781,0.11276241,-0.11790307,1.86424526,-1.38249927,0.00625250,-0.00672501,0.03206357,-0.02587234,0.01323469,-0.01472165,0.28156881,-0.31454867
-2.03201601,2.19568246,-1.67209669,0.11647871,-0.11341406,1.93374597,-1.38967175,0.00630153,-0.00661775,0.03358706,-0.02494983,0.01373186,-0.01401685,0.28774979,-0.30438772
-2.02601301,2.27554690,-1.67262144,0.12026589,-0.10975257,2.00755853,-1.40023060,0.00635417,-0.00651616,0.03516011,-0.02427082,0.01421957,-0.01344728,0.29398769,-0.29574046
-2.02001001,2.35983663,-1.67819379,0.12407187,-0.10688839,2.08593254,-1.41409636,0.00641108,-0.00642025,0.03676594,-0.02382859,0.01469227,-0.01300466,0.30017467,-0.28856954
-2.01400700,2.44873608,-1.68864392,0.12785270,-0.10478704,2.16915986,-1.43116906,0.00647307,-0.00633018,0.03838951,-0.02361501,0.01514574,-0.01267993,0.30621928,-0.28282718
