energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.82591296,7.68942356,0.00798392,0.00000000,0.08240552,0.60552549,0.08353374,4.27361517,3.75713350,2.15844634
-5.81990995,8.05264403,0.00839836,0.00000000,0.08454366,0.66632790,0.08889610,4.43747511,3.93173241,2.28048193
-5.81390695,8.40252081,0.00879638,0.00000000,0.08627815,0.73041118,0.09416763,4.58864919,4.09606328,2.40268840
-5.80790395,8.73598672,0.00917451,0.00000000,0.08757857,0.79753731,0.09930466,4.72544477,4.24871952,2.52420625
-5.80190095,9.05015536,0.00952967,0.00000000,0.08842267,0.86738841,0.10426473,4.84638724,4.38850549,2.64413005
-5.79589795,9.34236218,0.00985916,0.00000000,0.08879711,0.93956077,0.10900714,4.95025254,4.51445002,2.76151605
-5.78989495,9.61019453,0.01016077,0.00000000,0.08869789,1.01356074,0.11349332,5.03609007,4.62580977,2.87538970
-5.78389195,9.85151024,0.01043273,0.00000000,0.08813050,1.08880292,0.11768710,5.10323535,4.72206258,2.98475315
-5.77788894,10.06444517,0.01067371,0.00000000,0.08710960,1.16461106,0.12155493,5.15131204,4.80289170,3.08859293
-5.77188594,10.24741079,0.01088282,0.00000000,0.08565857,1.24022225,0.12506599,5.18022368,4.86816233,3.18588808
-5.76588294,10.39908372,0.01105950,0.00000000,0.08380854,1.31479461,0.12819221,5.19013614,4.91789242,3.27561909
-5.75987994,10.51838969,0.01120354,0.00000000,0.08159735,1.38741869,0.13090832,5.18145213,4.95222014,3.35677798
-5.75387694,10.60448456,0.01131494,0.00000000,0.07906817,1.45713263,0.13319178,5.15477972,4.97137035,3.42837994
-5.74787394,10.65673532,0.01139390,0.00000000,0.07626807,1.52294090,0.13502284,5.11089698,4.97562273,3.48947661
-5.74187094,10.67470363,0.01144068,0.00000000,0.07324649,1.58383613,0.13638455,5.05071479,4.96528379,3.53917141
-5.73586793,10.65813418,0.01145561,0.00000000,0.07005369,1.63882365,0.13726283,4.97524024,4.94066472,3.57663648
-5.72986493,10.60694950,0.01143900,0.00000000,0.06673935,1.68694776,0.13764664,4.88554243,4.90206655,3.60113136
-5.72386193,10.52125213,0.01139113,0.00000000,0.06335122,1.72731894,0.13752821,4.78272235,4.84977355,3.61202268
-5.71785893,10.40133410,0.01131223,0.00000000,0.05993397,1.75914085,0.13690330,4.66788813,4.78405487,3.60880431
-5.71185593,10.24769321,0.01120245,0.00000000,0.05652836,1.78173606,0.13577150,4.54213651,4.70517415,3.59111715
-5.70585293,10.06105422,0.01106194,0.00000000,0.05317051,1.79456928,0.13413667,4.40654053,4.61340585,3.55876752
-5.69984992,9.84239318,0.01089085,0.00000000,0.04989150,1.79726717,0.13200721,4.26214362,4.50905681,3.51174325
-5.69384692,9.59296195,0.01068942,0.00000000,0.04671727,1.78963349,0.12939643,4.10995899,4.39249089,3.45022634
-5.68784392,9.31431017,0.01045798,0.00000000,0.04366863,1.77165913,0.12632284,3.95097375,4.26415464,3.37460124
-5.68184092,9.00830195,0.01019709,0.00000000,0.04076155,1.74352617,0.12281028,3.78615611,4.12460152,3.28545804
-5.67583792,8.67712436,0.00990754,0.00000000,0.03800762,1.70560579,0.11888801,3.61646450,3.97451262,3.18358990
-5.66983492,8.32328588,0.00959047,0.00000000,0.03541459,1.65845005,0.11459062,3.44285703,3.81471194,3.06998438
-5.66383192,7.94960301,0.00924736,0.00000000,0.03298698,1.60277772,0.10995777,3.26630002,3.64617476,2.94580869
-5.65782891,7.55917438,0.00888009,0.00000000,0.03072673,1.53945484,0.10503379,3.08777438,3.47002811,2.81238916
-5.65182591,7.15534252,0.00849096,0.00000000,0.02863387,1.46947064,0.09986710,2.90827893,3.28754298,2.67118533
-5.64582291,6.74164386,0.00808267,0.00000000,0.02670705,1.39391004,0.09450953,2.72883016,3.10011831,2.52375987
-5.63981991,6.32174905,0.00765830,0.00000000,0.02494407,1.31392375,0.08901543,2.55045802,2.90925776,2.37174508
-5.63381691,5.89939555,0.00722125,0.00000000,0.02334225,1.23069723,0.08344081,2.37419808,2.71654008,2.21680749
-5.62781391,5.47831551,0.00677518,0.00000000,0.02189871,1.14541990,0.07784231,2.20108021,2.52358499,2.06061183
-5.62181091,5.06216219,0.00632396,0.00000000,0.02061051,1.05925554,0.07227623,2.03211471,2.33201623,1.90478586
-5.61580790,4.65443785,0.00587154,0.00000000,0.01947472,0.97331531,0.06679759,1.86827661,2.14342377,1.75088726
-5.60980490,4.25842671,0.00542186,0.00000000,0.01848830,0.88863402,0.06145921,1.71048919,1.95932706,1.60037405
-5.60380190,3.87713541,0.00497879,0.00000000,0.01764800,0.80615058,0.05631101,1.55960786,1.78114133,1.45457929
-5.59779890,3.51324383,0.00454598,0.00000000,0.01695011,0.72669296,0.05139931,1.41640532,1.61014813,1.31469111
-5.59179590,3.16906767,0.00412684,0.00000000,0.01639025,0.65096803,0.04676644,1.28155888,1.44747174,1.18173838
-5.58579290,2.84653423,0.00372441,0.00000000,0.01596311,0.57955619,0.04245040,1.15564088,1.29406188,1.05658238
-5.57978989,2.54717177,0.00334134,0.00000000,0.01566217,0.51291067,0.03848482,1.03911249,1.15068354,0.93991432
-5.57378689,2.27211198,0.00297983,0.00000000,0.01547960,0.45136093,0.03489903,0.93232131,1.01791355,0.83225839
-5.56778389,2.02210488,0.00264160,0.00000000,0.01540605,0.39511977,0.03171827,0.83550277,0.89614387,0.73397972
-5.56178089,1.79754438,0.00232789,0.00000000,0.01543065,0.34429331,0.02896407,0.74878514,0.78559067,0.64529649
-5.55577789,1.59850259,0.00203949,0.00000000,0.01554104,0.29889324,0.02665470,0.67219765,0.68630829,0.56629526
-5.54977489,1.42477053,0.00177673,0.00000000,0.01572347,0.25885034,0.02480567,0.60568110,0.59820712,0.49694841
-5.54377189,1.27590269,0.00153950,0.00000000,0.01596306,0.22402882,0.02343020,0.54910022,0.52107382,0.43713271
-5.53776888,1.15126278,0.00132738,0.00000000,0.01624409,0.19424041,0.02253969,0.50225693,0.45459302,0.38664793
-5.53176588,1.05006821,0.00113959,0.00000000,0.01655032,0.16925789,0.02214404,0.46490355,0.39836887,0.34523455
-5.52576288,0.97143114,0.00097510,0.00000000,0.01686549,0.14882737,0.02225187,0.43675512,0.35194574,0.31258972
-5.51975988,0.91439385,0.00083269,0.00000000,0.01717368,0.13267893,0.02287056,0.41750009,0.31482689,0.28838073
-5.51375688,0.87795729,0.00071098,0.00000000,0.01745981,0.12053539,0.02400603,0.40680871,0.28649035,0.27225561
-5.50775388,0.86110142,0.00060850,0.00000000,0.01771006,0.11211906,0.02566242,0.40433857,0.26640180,0.26385034
-5.50175088,0.86279710,0.00052374,0.00000000,0.01791224,0.10715642,0.02784146,0.40973710,0.25402385,0.26279287
-5.49574787,0.88200949,0.00045516,0.00000000,0.01805619,0.10538084,0.03054173,0.42264094,0.24882190,0.26870374
-5.48974487,0.91769346,0.00040126,0.00000000,0.01813396,0.10653344,0.03375767,0.44267234,0.25026666,0.28119387
-5.48374187,0.96878222,0.00036057,0.00000000,0.01814006,0.11036258,0.03747860,0.46943296,0.25783379,0.29985979
-5.47773887,1.03417067,0.00033170,0.00000000,0.01807147,0.11662195,0.04168753,0.50249570,0.27100116,0.32427710
-5.47173587,1.11269515,0.00031332,0.00000000,0.01792769,0.12506799,0.04636016,0.54139533,0.28924431,0.35399278
-5.46573287,1.20311206,0.00030421,0.00000000,0.01771060,0.13545677,0.05146388,0.58561874,0.31203102,0.38851717
-5.45972986,1.30407722,0.00030319,0.00000000,0.01742430,0.14754081,0.05695694,0.63459594,0.33881558,0.42731656
-5.45372686,1.41412854,0.00030919,0.00000000,0.01707484,0.16106625,0.06278795,0.68769263,0.36903372,0.46980702
-5.44772386,1.53167396,0.00032118,0.00000000,0.01666996,0.17577063,0.06889570,0.74420542,0.40209872,0.51535046
-5.44172086,1.65498665,0.00033823,0.00000000,0.01621870,0.19138153,0.07520933,0.80336058,0.43739947,0.56325334
-5.43571786,1.78220891,0.00035944,0.00000000,0.01573117,0.20761646,0.08164903,0.86431691,0.47430090,0.61276877
-5.42971486,1.91136589,0.00038395,0.00000000,0.01521816,0.22418391,0.08812714,0.92617332,0.51214722,0.66310209
-5.42371186,2.04038957,0.00041097,0.00000000,0.01469086,0.24078580,0.09454980,0.98798134,0.55026797,0.71342025
-5.41770885,2.16715280,0.00043974,0.00000000,0.01416069,0.25712116,0.10081901,1.04876239,0.58798707,0.76286478
-5.41170585,2.28951274,0.00046954,0.00000000,0.01363905,0.27289112,0.10683508,1.10752961,0.62463445,0.81056806
-5.40570285,2.40536227,0.00049970,0.00000000,0.01313731,0.28780472,0.11249944,1.16331345,0.65956005,0.85567233
-5.39969985,2.51268727,0.00052958,0.00000000,0.01266669,0.30158563,0.11771766,1.21519016,0.69214946,0.89735079
-5.39369685,2.60962757,0.00055863,0.00000000,0.01223837,0.31397920,0.12240256,1.26231194,0.72184066,0.93482976
-5.38769385,2.69453847,0.00058635,0.00000000,0.01186355,0.32475956,0.12647729,1.30393745,0.74814088,0.96741100
-5.38169085,2.76605004,0.00061232,0.00000000,0.01155360,0.33373651,0.12987825,1.33946112,0.77064291,0.99449314
-5.37568784,2.82312103,0.00063622,0.00000000,0.01132025,0.34076160,0.13255766,1.36843984,0.78903981,1.01559112
-5.36968484,2.86508438,0.00065781,0.00000000,0.01117573,0.34573331,0.13448569,1.39061541,0.80313725,1.03035257
-5.36368184,2.89168170,0.00067700,0.00000000,0.01113298,0.34860081,0.13565205,1.40593163,0.81286277,1.03857040
-5.35767884,2.90308459,0.00069378,0.00000000,0.01120570,0.34936615,0.13606691,1.41454466,0.81827120,1.04019078
-5.35167584,2.89990093,0.00070829,0.00000000,0.01140849,0.34808470,0.13576102,1.41682590,0.81954589,1.03531601
-5.34567284,2.88316534,0.00072079,0.00000000,0.01175674,0.34486377,0.13478517,1.41335691,0.81699537,1.02420203
-5.33966983,2.85431352,0.00073166,0.00000000,0.01226655,0.33985931,0.13320882,1.40491605,0.81104545,1.00725061
-5.33366683,2.81514093,0.00074139,0.00000000,0.01295448,0.33327089,0.13111804,1.39245714,0.80222682,0.98499642
-5.32766383,2.76774715,0.00075060,0.00000000,0.01383718,0.32533514,0.12861276,1.37708074,0.79115866,0.95808947
-5.32166083,2.71446789,0.00075995,0.00000000,0.01493088,0.31631772,0.12580348,1.35999890,0.77852857,0.92727375
-5.31565783,2.65779706,0.00077021,0.00000000,0.01625086,0.30650442,0.12280758,1.34249474,0.76506980,0.89336283
-5.30965483,2.60030223,0.00078217,0.00000000,0.01781065,0.29619149,0.11974530,1.32587836,0.75153657,0.85721351
-5.30365183,2.54453655,0.00079662,0.00000000,0.01962138,0.28567575,0.11673562,1.31144076,0.73867835,0.81969866
-5.29764882,2.49295090,0.00081437,0.00000000,0.02169086,0.27524478,0.11389222,1.30040767,0.72721432,0.78168031
-5.29164582,2.44780981,0.00083616,0.00000000,0.02402281,0.26516765,0.11131958,1.29389523,0.71780890,0.74398408
-5.28564282,2.41111456,0.00086267,0.00000000,0.02661605,0.25568652,0.10910947,1.29286931,0.71104944,0.70737603
-5.27963982,2.38453673,0.00089448,0.00000000,0.02946381,0.24700940,0.10733800,1.29811025,0.70742705,0.67254264
-5.27363682,2.36936485,0.00093204,0.00000000,0.03255309,0.23930438,0.10606322,1.31018459,0.70732120,0.64007477
-5.26763382,2.36646644,0.00097568,0.00000000,0.03586429,0.23269554,0.10532346,1.32942512,0.71098899,0.61045601
-5.26163082,2.37626699,0.00102555,0.00000000,0.03937097,0.22726055,0.10513646,1.35592014,0.71855940,0.58405579
-5.25562781,2.39874677,0.00108166,0.00000000,0.04303991,0.22303017,0.10549929,1.38951256,0.73003280,0.56112716
-5.24962481,2.43345563,0.00114385,0.00000000,0.04683142,0.21998952,0.10638914,1.42980909,0.74528585,0.54180942
-5.24362181,2.47954513,0.00121182,0.00000000,0.05069993,0.21808107,0.10776478,1.47619921,0.76408142,0.52613493
-5.23761881,2.53581661,0.00128512,0.00000000,0.05459490,0.21720914,0.10956881,1.52788327,0.78608333,0.51403984
-5.23161581,2.60078329,0.00136320,0.00000000,0.05846196,0.21724572,0.11173049,1.58390864,0.81087508,0.50537810
-5.22561281,2.67274347,0.00144540,0.00000000,0.06224439,0.21803742,0.11416910,1.64321239,0.83798176,0.49993776
-5.21960980,2.74986184,0.00153103,0.00000000,0.06588471,0.21941304,0.11679756,1.70466868,0.86689425,0.49745908
-5.21360680,2.83025515,0.00161935,0.00000000,0.06932647,0.22119165,0.11952630,1.76713881,0.89709444,0.49765325
-5.20760380,2.91207842,0.00170967,0.00000000,0.07251613,0.22319076,0.12226717,1.82952163,0.92808032,0.50022104
-5.20160080,2.99360779,0.00180133,0.00000000,0.07540494,0.22523412,0.12493716,1.89080188,0.95938969,0.50487040
-5.19559780,3.07331606,0.00189376,0.00000000,0.07795070,0.22715910,0.12746181,1.95009428,0.99062135,0.51133233
-5.18959480,3.14993747,0.00198652,0.00000000,0.08011946,0.22882307,0.12977820,2.00668105,1.02145251,0.51937415
-5.18359180,3.22251852,0.00207930,0.00000000,0.08188689,0.23010875,0.13183731,2.06004101,1.05165176,0.52880985
-5.17758879,3.29045244,0.00217195,0.00000000,0.08323938,0.23092821,0.13360571,2.10986870,1.08108653,0.53950678
-5.17158579,3.35349543,0.00226450,0.00000000,0.08417477,0.23122546,0.13506648,2.15608238,1.10972484,0.55138866
-5.16558279,3.41176397,0.00235710,0.00000000,0.08470267,0.23097745,0.13621933,2.19882048,1.13763103,0.56443476
-5.15957979,3.46571319,0.00245008,0.00000000,0.08484434,0.23019361,0.13707993,2.23842637,1.16495567,0.57867526
-5.15357679,3.51609726,0.00254386,0.00000000,0.08463211,0.22891392,0.13767845,2.27542218,1.19192001,0.59418319
-5.14757379,3.56391383,0.00263899,0.00000000,0.08410844,0.22720557,0.13805743,2.31047290,1.21879585,0.61106324
-5.14157079,3.61033525,0.00273601,0.00000000,0.08332445,0.22515854,0.13826911,2.34434242,1.24588180,0.62943828
-5.13556778,3.65662993,0.00283550,0.00000000,0.08233829,0.22288022,0.13837227,2.37784374,1.27347714,0.64943397
-5.12956478,3.70407801,0.00293797,0.00000000,0.08121309,0.22048930,0.13842877,2.41178589,1.30185481,0.67116261
-5.12356178,3.75388545,0.00304384,0.00000000,0.08001477,0.21810940,0.13850008,2.44692026,1.33123489,0.69470677
-5.11755878,3.80710103,0.00315338,0.00000000,0.07880981,0.21586253,0.13864371,2.48388916,1.36176013,0.72010388
-5.11155578,3.86454056,0.00326666,0.00000000,0.07766292,0.21386275,0.13891001,2.52317922,1.39347499,0.74733232
-5.10555278,3.92672208,0.00338354,0.00000000,0.07663481,0.21221045,0.13933929,2.56508219,1.42630931,0.77629999
-5.09954977,3.99381540,0.00350362,0.00000000,0.07578018,0.21098722,0.13995941,2.60966513,1.46006773,0.80683595
-5.09354677,4.06560871,0.00362625,0.00000000,0.07514591,0.21025175,0.14078407,2.65675154,1.49442549,0.83868558
-5.08754377,4.14149363,0.00375049,0.00000000,0.07476952,0.21003687,0.14181176,2.70591456,1.52893108,0.87150971
-5.08154077,4.22046984,0.00387519,0.00000000,0.07467808,0.21034771,0.14302542,2.75648248,1.56301565,0.90488779
-5.07553777,4.30116874,0.00399894,0.00000000,0.07488739,0.21116124,0.14439287,2.80755643,1.59600896,0.93832511
-5.06953477,4.38189523,0.00412014,0.00000000,0.07540163,0.21242698,0.14586795,2.85803933,1.62716108,0.97126381
-5.06353177,4.46068537,0.00423708,0.00000000,0.07621343,0.21406897,0.14739221,2.90667478,1.65566902,1.00309736
-5.05752876,4.53537739,0.00434792,0.00000000,0.07730422,0.21598879,0.14889728,2.95209393,1.68070689,1.03318775
-5.05152576,4.60369254,0.00445079,0.00000000,0.07864506,0.21806953,0.15030754,2.99286824,1.70145848,1.06088496
-5.04552276,4.66332231,0.00454387,0.00000000,0.08019768,0.22018053,0.15154314,3.02756559,1.71715060,1.08554771
-5.03951976,4.71201793,0.00462540,0.00000000,0.08191585,0.22218260,0.15252318,3.05480746,1.72708577,1.10656476
-5.03351676,4.74767857,0.00469377,0.00000000,0.08374690,0.22393364,0.15316888,3.07332441,1.73067301,1.12337585
-5.02751376,4.76843446,0.00474757,0.00000000,0.08563343,0.22529421,0.15340662,3.08200789,1.72745529,1.13549145
-5.02151076,4.77272175,0.00478560,0.00000000,0.08751510,0.22613308,0.15317076,3.07995621,1.71713269,1.14251065
-5.01550775,4.75934645,0.00480696,0.00000000,0.08933041,0.22633238,0.15240603,3.06651303,1.69958055,1.14413633
-5.00950475,4.72753528,0.00481104,0.00000000,0.09101848,0.22579213,0.15106958,3.04129723,1.67486182,1.14018723
-5.00350175,4.67697196,0.00479752,0.00000000,0.09252073,0.22443421,0.14913241,3.00422324,1.64323364,1.13060641
-4.99749875,4.60781830,0.00476641,0.00000000,0.09378248,0.22220534,0.14658030,2.95551164,1.60514794,1.11546586
-4.99149575,4.52071976,0.00471805,0.00000000,0.09475427,0.21907926,0.14341421,2.89568993,1.56124626,1.09496722
-4.98549275,4.41679616,0.00465306,0.00000000,0.09539310,0.21505789,0.13965006,2.82558402,1.51234943,1.06943852
-4.97948974,4.29761837,0.00457236,0.00000000,0.09566341,0.21017146,0.13531803,2.74630118,1.45944241,1.03932730
-4.97348674,4.16517240,0.00447712,0.00000000,0.09553776,0.20447777,0.13046143,2.65920531,1.40365513,1.00519024
-4.96748374,4.02181264,0.00436876,0.00000000,0.09499733,0.19806051,0.12513508,2.56588584,1.34624002,0.96767991
-4.96148074,3.87020606,0.00424890,0.00000000,0.09403219,0.19102671,0.11940349,2.46812127,1.28854686,0.92752897
-4.95547774,3.71326924,0.00411934,0.00000000,0.09264124,0.18350358,0.11333873,2.36783879,1.23199574,0.88553244
-4.94947474,3.55410039,0.00398202,0.00000000,0.09083199,0.17563469,0.10701823,2.26707095,1.17804867,0.84252859
-4.94347174,3.39590790,0.00383897,0.00000000,0.08862012,0.16757579,0.10052243,2.16791057,1.12818039,0.79937907
-4.93746873,3.24193737,0.00369233,0.00000000,0.08602885,0.15949025,0.09393263,2.07246491,1.08384878,0.75694869
-4.93146573,3.09539862,0.00354427,0.00000000,0.08308807,0.15154447,0.08732877,1.98280987,1.04646531,0.71608557
-4.92546273,2.95939392,0.00339698,0.00000000,0.07983350,0.14390316,0.08078756,1.90094501,1.01736574,0.67760194
-4.91945973,2.83684885,0.00325264,0.00000000,0.07630555,0.13672486,0.07438071,1.82875005,0.99778144,0.64225613
-4.91345673,2.73044678,0.00311338,0.00000000,0.07254828,0.13015764,0.06817348,1.76794343,0.98881151,0.61073601
-4.90745373,2.64256796,0.00298124,0.00000000,0.06860821,0.12433520,0.06222360,1.72004355,0.99139610,0.58364429
-4.90145073,2.57523434,0.00285818,0.00000000,0.06453317,0.11937335,0.05658034,1.68633314,1.00629128,0.56148580
-4.89544772,2.53006087,0.00274602,0.00000000,0.06037120,0.11536711,0.05128404,1.66782752,1.03404589,0.54465704
-4.88944472,2.50821436,0.00264641,0.00000000,0.05616945,0.11238831,0.04636584,1.66524728,1.07498108,0.53343815
-4.88344172,2.51038087,0.00256081,0.00000000,0.05197321,0.11048386,0.04184776,1.67899610,1.12917297,0.52798737
-4.87743872,2.53674252,0.00249048,0.00000000,0.04782505,0.10967464,0.03774292,1.70914446,1.19643945,0.52833819
-4.87143572,2.58696480,0.00243642,0.00000000,0.04376406,0.10995512,0.03405608,1.75541998,1.27633166,0.53439906
-4.86543272,2.66019502,0.00239939,0.00000000,0.03982521,0.11129361,0.03078428,1.81720503,1.36813105,0.54595599
-4.85942971,2.75507276,0.00237988,0.00000000,0.03603896,0.11363318,0.02791764,1.89354222,1.47085266,0.56267767
-4.85342671,2.86975267,0.00237808,0.00000000,0.03243088,0.11689327,0.02544027,1.98314819,1.58325517,0.58412336
-4.84742371,3.00193968,0.00239389,0.00000000,0.02902155,0.12097182,0.02333119,2.08443590,1.70385811,0.60975323
-4.84142071,3.14893643,0.00242694,0.00000000,0.02582651,0.12574802,0.02156530,2.19554530,1.83096624,0.63894109
-4.83541771,3.30770197,0.00247655,0.00000000,0.02285643,0.13108553,0.02011439,2.31438196,1.96270088,0.67098912
-4.82941471,3.47492078,0.00254178,0.00000000,0.02011729,0.13683603,0.01894799,2.43866286,2.09703777,0.70514443
-4.82341171,3.64707995,0.00262141,0.00000000,0.01761077,0.14284313,0.01803432,2.56596824,2.23185025,0.74061690
-4.81740870,3.82055270,0.00271400,0.00000000,0.01533467,0.14894642,0.01734104,2.69379798,2.36495679,0.77659792
-4.81140570,3.99168549,0.00281786,0.00000000,0.01328337,0.15498561,0.01683601,2.81963072,2.49417123,0.81227941
-4.80540270,4.15688575,0.00293112,0.00000000,0.01144835,0.16080454,0.01648788,2.94098390,2.61735402,0.84687265
-4.79939970,4.31270760,0.00305176,0.00000000,0.00981877,0.16625504,0.01626664,3.05547245,2.73246258,0.87962627
-4.79339670,4.45593219,0.00317759,0.00000000,0.00838198,0.17120044,0.01614403,3.16086427,2.83759904,0.90984289
-4.78739370,4.58364028,0.00330634,0.00000000,0.00712401,0.17551868,0.01609392,3.25513042,2.93105346,0.93689386
-4.78139070,4.69327438,0.00343566,0.00000000,0.00603013,0.17910483,0.01609251,3.33648844,3.01134104,0.96023176
-4.77538769,4.78268868,0.00356316,0.00000000,0.00508521,0.18187309,0.01611848,3.40343736,3.07723210,0.97940013
-4.76938469,4.85018542,0.00368644,0.00000000,0.00427416,0.18375803,0.01615312,3.45478354,3.12777384,0.99404052
-4.76338169,4.89453699,0.00380314,0.00000000,0.00358226,0.18471527,0.01618030,3.48965673,3.16230345,1.00389645
-4.75737869,4.91499380,0.00391095,0.00000000,0.00299537,0.18472146,0.01618646,3.50751646,3.18045251,1.00881457
-4.75137569,4.91127862,0.00400768,0.00000000,0.00250023,0.18377360,0.01616047,3.50814919,3.18214302,1.00874306
-4.74537269,4.88356860,0.00409125,0.00000000,0.00208453,0.18188786,0.01609358,3.49165695,3.16757586,1.00372766
-4.73936968,4.83246669,0.00415979,0.00000000,0.00173703,0.17909791,0.01597916,3.45843872,3.13721261,0.99390556
-4.73336668,4.75896454,0.00421159,0.00000000,0.00144766,0.17545286,0.01581265,3.40916594,3.09175209,0.97949767
-4.72736368,4.66439906,0.00424523,0.00000000,0.00120744,0.17101494,0.01559126,3.34475366,3.03210295,0.96079976
-4.72136068,4.55040492,0.00425955,0.00000000,0.00100853,0.16585704,0.01531388,3.26632873,2.95935365,0.93817275
-4.71535768,4.41886504,0.00425368,0.00000000,0.00084417,0.16006018,0.01498084,3.17519663,2.87474132,0.91203278
-4.70935468,4.27186108,0.00422711,0.00000000,0.00070859,0.15371106,0.01459378,3.07280806,2.77962044,0.88284118
-4.70335168,4.11162518,0.00417967,0.00000000,0.00059694,0.14689965,0.01415542,2.96072628,2.67543253,0.85109481
-4.69734867,3.94049447,0.00411156,0.00000000,0.00050526,0.13971713,0.01366949,2.84059609,2.56367743,0.81731683
-4.69134567,3.76086866,0.00402334,0.00000000,0.00043032,0.13225391,0.01314048,2.71411470,2.44588668,0.78204803
-4.68534267,3.57517134,0.00391594,0.00000000,0.00036962,0.12459805,0.01257359,2.58300484,2.32359927,0.74583881
-4.67933967,3.38581482,0.00379062,0.00000000,0.00032130,0.11683388,0.01197455,2.44898998,2.19833973,0.70924156
-4.67333667,3.19516837,0.00364899,0.00000000,0.00028406,0.10904096,0.01134951,2.31377158,2.07159846,0.67280362
-4.66733367,3.00552927,0.00349292,0.00000000,0.00025721,0.10129326,0.01070493,2.17900786,1.94481402,0.63706038
-4.66133067,2.81909635,0.00332453,0.00000000,0.00024057,0.09365868,0.01004743,2.04629404,1.81935719,0.60252864
-4.65532766,2.63794538,0.00314614,0.00000000,0.00023451,0.08619865,0.00938374,1.91714348,1.69651630,0.56969990
-4.64932466,2.46400597,0.00296019,0.00000000,0.00024000,0.07896807,0.00872056,1.79296964,1.57748394,0.53903367
-4.64332166,2.29903988,0.00276919,0.00000000,0.00025859,0.07201528,0.00806448,1.67506874,1.46334454,0.51095062
