energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.69984992,4.63135778,0.07055007,0.25489172,0.09445179,2.62969032,1.77275684,0.71016615
-5.69384692,4.86830194,0.07399372,0.26750204,0.09664014,2.76677213,1.89138647,0.74610102
-5.68784392,5.10466304,0.07724403,0.27993523,0.09845833,2.90395498,2.01524498,0.78149571
-5.68184092,5.33772419,0.08024561,0.29206905,0.09984813,3.03965623,2.14328401,0.81595077
-5.67583792,5.56483972,0.08294680,0.30378751,0.10076055,3.17232579,2.27437352,0.84908575
-5.66983492,5.78348164,0.08530085,0.31498283,0.10115739,3.30047289,2.40731237,0.88054627
-5.66383192,5.99127763,0.08726703,0.32555694,0.10101242,3.42268846,2.54083874,0.91000952
-5.65782891,6.18604005,0.08881146,0.33542223,0.10031206,3.53766265,2.67364075,0.93718810
-5.65182591,6.36578582,0.08990782,0.34450183,0.09905561,3.64419751,2.80436756,0.96183223
-5.64582291,6.52874790,0.09053780,0.35272928,0.09725503,3.74121517,2.93164122,0.98373037
-5.63981991,6.67337921,0.09069140,0.36004779,0.09493426,3.82776193,3.05406977,1.00270834
-5.63381691,6.79835075,0.09036689,0.36640921,0.09212815,3.90300930,3.17026194,1.01862747
-5.62781391,6.90254542,0.08957068,0.37177274,0.08888105,3.96625255,3.27884367,1.03138177
-5.62181091,6.98504964,0.08831692,0.37610368,0.08524520,4.01690813,3.37847673,1.04089469
-5.61580790,7.04514446,0.08662693,0.37937233,0.08127886,4.05451058,3.46787944,1.04711584
-5.60980490,7.08229807,0.08452848,0.38155308,0.07704443,4.07871015,3.54584938,1.05001781
-5.60380190,7.09616098,0.08205497,0.38262390,0.07260650,4.08927156,3.61128768,1.04959366
-5.59779890,7.08656483,0.07924450,0.38256627,0.06803007,4.08607464,3.66322449,1.04585506
-5.59179590,7.05352557,0.07613886,0.38136557,0.06337875,4.06911689,3.70084481,1.03883147
-5.58579290,6.99725068,0.07278254,0.37901194,0.05871336,4.03851809,3.72351383,1.02857021
-5.57978989,6.91815013,0.06922170,0.37550152,0.05409063,3.99452664,3.73080073,1.01513756
-5.57378689,6.81685007,0.06550324,0.37083805,0.04956219,3.93752696,3.72249996,0.99862064
-5.56778389,6.69420766,0.06167383,0.36503460,0.04517394,3.86804732,3.69864870,0.97913000
-5.56178089,6.55132562,0.05777913,0.35811543,0.04096558,3.78676717,3.65953966,0.95680252
-5.55577789,6.38956444,0.05386304,0.35011763,0.03697052,3.69452299,3.60572808,0.93180447
-5.54977489,6.21055069,0.04996703,0.34109263,0.03321601,3.59231161,3.53803223,0.90433431
-5.54377189,6.01617933,0.04612972,0.33110719,0.02972343,3.48129023,3.45752690,0.87462492
-5.53776888,5.80860909,0.04238642,0.32024393,0.02650889,3.36277228,3.36552949,0.84294506
-5.53176588,5.59024934,0.03876892,0.30860121,0.02358390,3.23821864,3.26357885,0.80959971
-5.52576288,5.36373825,0.03530529,0.29629236,0.02095609,3.10922377,3.15340714,0.77492921
-5.51975988,5.13191190,0.03201990,0.28344425,0.01863014,2.97749693,3.03690534,0.73930700
-5.51375688,4.89776478,0.02893344,0.27019515,0.01660856,2.84483850,2.91608346,0.70313607
-5.50775388,4.66440257,0.02606306,0.25669207,0.01489259,2.71311197,2.79302651,0.66684400
-5.50175088,4.43498852,0.02342260,0.24308761,0.01348293,2.58421246,2.66984770,0.63087684
-5.49574787,4.21268501,0.02102281,0.22953647,0.01238043,2.46003233,2.54864027,0.59569196
-5.48974487,4.00059212,0.01887170,0.21619178,0.01158666,2.34242528,2.43142965,0.56175005
-5.48374187,3.80168528,0.01697476,0.20320135,0.01110435,2.23316969,2.32012730,0.52950663
-5.47773887,3.61875388,0.01533532,0.19070412,0.01093757,2.13393249,2.21648780,0.49940311
-5.47173587,3.45434264,0.01395480,0.17882684,0.01109189,2.04623450,2.12207040,0.47185799
-5.46573287,3.31069761,0.01283295,0.16768118,0.01157419,1.97141807,2.03820608,0.44725805
-5.45972986,3.18971798,0.01196802,0.15736130,0.01239239,1.91061804,1.96597097,0.42595008
-5.45372686,3.09291492,0.01135693,0.14794212,0.01355494,1.86473638,1.90616665,0.40823318
-5.44772386,3.02137834,0.01099530,0.13947805,0.01507015,1.83442120,1.85930761,0.39435176
-5.44172086,2.97575200,0.01087746,0.13200255,0.01694540,1.82005046,1.82561596,0.38448953
-5.43571786,2.95621737,0.01099641,0.12552820,0.01918616,1.82172054,1.80502310,0.37876448
-5.42971486,2.96248634,0.01134369,0.12004741,0.02179495,1.83923993,1.79717803,0.37722493
-5.42371186,2.99380290,0.01190928,0.11553366,0.02477032,1.87212822,1.80146183,0.37984695
-5.41770885,3.04895356,0.01268135,0.11194316,0.02810573,1.91962032,1.81700758,0.38653300
-5.41170585,3.12628676,0.01364615,0.10921697,0.03178856,1.98067627,1.84272520,0.39711209
-5.40570285,3.22374089,0.01478787,0.10728330,0.03579930,2.05399659,1.87733046,0.41134145
-5.39969985,3.33888117,0.01608845,0.10606007,0.04011079,2.13804338,1.91937751,0.42890989
-5.39369685,3.46894511,0.01752763,0.10545759,0.04468787,2.23106724,1.96729438,0.44944288
-5.38769385,3.61089658,0.01908293,0.10538123,0.04948722,2.33114003,2.01942074,0.47250945
-5.38169085,3.76148800,0.02072979,0.10573415,0.05445758,2.43619345,2.07404737,0.49763091
-5.37568784,3.91733033,0.02244186,0.10641983,0.05954035,2.54406300,2.12945678,0.52429129
-5.36968484,4.07496983,0.02419134,0.10734458,0.06467057,2.65253706,2.18396429,0.55194951
-5.36368184,4.23097043,0.02594947,0.10841982,0.06977822,2.75940995,2.23595892,0.58005293
-5.35767884,4.38199998,0.02768711,0.10956416,0.07478994,2.86253823,2.28394333,0.60805204
-5.35167584,4.52491831,0.02937542,0.11070519,0.07963095,2.95989843,2.32657196,0.63541585
-5.34567284,4.65686433,0.03098661,0.11178106,0.08422726,3.04964479,2.36268636,0.66164757
-5.33966983,4.77533936,0.03249468,0.11274172,0.08850794,3.13016469,2.39134695,0.68629989
-5.33366683,4.87828345,0.03387617,0.11354977,0.09240740,3.20012988,2.41185982,0.70898927
-5.32766383,4.96414131,0.03511092,0.11418100,0.09586766,3.25854106,2.42379798,0.72940870
-5.32166083,5.03191476,0.03618262,0.11462447,0.09884033,3.30476370,2.42701571,0.74733819
-5.31565783,5.08119868,0.03707939,0.11488227,0.10128829,3.33855314,2.42165560,0.76265243
-5.30965483,5.11219816,0.03779411,0.11496876,0.10318698,3.36006739,2.40814743,0.77532527
-5.30365183,5.12572522,0.03832456,0.11490948,0.10452523,3.36986624,2.38719862,0.78543053
-5.29764882,5.12317421,0.03867349,0.11473960,0.10530546,3.36889648,2.35977646,0.79313906
-5.29164582,5.10647617,0.03884837,0.11450209,0.10554344,3.35846301,2.32708207,0.79871205
-5.28564282,5.07803347,0.03886097,0.11424558,0.10526741,3.34018670,2.29051724,0.80249073
-5.27963982,5.04063687,0.03872688,0.11402197,0.10451670,3.31595060,2.25164474,0.80488297
-5.27363682,4.99736834,0.03846474,0.11388403,0.10333998,3.28783638,2.21214386,0.80634714
-5.26763382,4.95149359,0.03809547,0.11388284,0.10179301,3.25805377,2.17376231,0.80737420
-5.26163082,4.90634903,0.03764139,0.11406548,0.09993629,3.22886589,2.13826660,0.80846861
-5.25562781,4.86522775,0.03712536,0.11447286,0.09783255,3.20251367,2.10739241,0.81012906
-5.24962481,4.83126983,0.03656993,0.11513788,0.09554420,3.18114263,2.08279675,0.81282983
-5.24362181,4.80736132,0.03599659,0.11608402,0.09313102,3.16673507,2.06601363,0.81700367
-5.23761881,4.79604618,0.03542514,0.11732448,0.09064807,3.16105031,2.05841453,0.82302698
-5.23161581,4.79945450,0.03487325,0.11886178,0.08814396,3.16557530,2.06117483,0.83120778
-5.22561281,4.81924946,0.03435612,0.12068801,0.08565956,3.18148718,2.07524700,0.84177698
-5.21960980,4.85659429,0.03388644,0.12278563,0.08322728,3.20962877,2.10134103,0.85488332
-5.21360680,4.91213962,0.03347449,0.12512879,0.08087072,3.25049719,2.13991220,0.87059176
-5.20760380,4.98603035,0.03312842,0.12768510,0.07860497,3.30424523,2.19115595,0.88888543
-5.20160080,5.07793025,0.03285467,0.13041776,0.07643724,3.37069433,2.25500949,0.90967066
-5.19559780,5.18706185,0.03265857,0.13328796,0.07436800,3.44935779,2.33115938,0.93278469
-5.18959480,5.31225833,0.03254496,0.13625735,0.07239227,3.53947208,2.41905443,0.95800541
-5.18359180,5.45202403,0.03251883,0.13929044,0.07050130,3.64003422,2.51792299,0.98506255
-5.17758879,5.60459989,0.03258598,0.14235691,0.06868416,3.74984296,2.62679372,1.01364953
-5.17158579,5.76803043,0.03275357,0.14543349,0.06692942,3.86754165,2.74451932,1.04343538
-5.16558279,5.94022893,0.03303050,0.14850551,0.06522670,3.99166070,2.86980223,1.07407615
-5.15957979,6.11903829,0.03342775,0.15156793,0.06356796,4.12065813,3.00122197,1.10522515
-5.15357679,6.30228545,0.03395833,0.15462572,0.06194854,4.25295675,3.13726354,1.13654181
-5.14757379,6.48782781,0.03463723,0.15769374,0.06036787,4.38697719,3.27634654,1.16769872
-5.14157079,6.67359112,0.03548092,0.16079596,0.05882978,4.52116609,3.41685474,1.19838686
-5.13556778,6.85759840,0.03650683,0.16396417,0.05734249,4.65401949,3.55716577,1.22831894
-5.12956478,7.03799061,0.03773249,0.16723618,0.05591818,4.78410134,3.69568058,1.25723094
-5.12356178,7.21303961,0.03917456,0.17065363,0.05457231,4.91005774,3.83085247,1.28488220
-5.11755878,7.38115472,0.04084774,0.17425949,0.05332266,5.03062727,3.96121499,1.31105419
-5.11155578,7.54088408,0.04276363,0.17809548,0.05218817,5.14464822,4.08540835,1.33554842
-5.10555278,7.69091227,0.04492949,0.18219938,0.05118763,5.25106321,4.20220364,1.35818382
-5.09954977,7.83005545,0.04734721,0.18660247,0.05033843,5.34892199,4.31052413,1.37879390
-5.09354677,7.95725518,0.05001223,0.19132722,0.04965527,5.43738275,4.40946288,1.39722411
-5.08754377,8.07157209,0.05291278,0.19638526,0.04914902,5.51571265,4.49829615,1.41332961
-5.08154077,8.17217999,0.05602925,0.20177584,0.04882576,5.58328766,4.57649172,1.42697375
-5.07553777,8.25836127,0.05933396,0.20748477,0.04868602,5.63959204,4.64371192,1.43802736
-5.06953477,8.32950377,0.06279108,0.21348393,0.04872435,5.68421768,4.69981101,1.44636905
-5.06353177,8.38509949,0.06635707,0.21973135,0.04892912,5.71686321,4.74482690,1.45188638
-5.05752876,8.42474518,0.06998131,0.22617194,0.04928267,5.73733311,4.77896770,1.45447808
-5.05152576,8.44814465,0.07360712,0.23273869,0.04976166,5.74553668,4.80259344,1.45405702
-5.04552276,8.45511284,0.07717311,0.23935455,0.05033782,5.74148699,4.81619396,1.45055390
-5.03951976,8.44558126,0.08061469,0.24593464,0.05097881,5.72529975,4.82036414,1.44392143
-5.03351676,8.41960447,0.08386590,0.25238890,0.05164927,5.69719207,4.81577743,1.43413874
-5.02751376,8.37736731,0.08686129,0.25862502,0.05231213,5.65748117,4.80315922,1.42121578
-5.02151076,8.31919225,0.08953785,0.26455154,0.05292981,5.60658287,4.78326129,1.40519747
-5.01550775,8.24554639,0.09183701,0.27008093,0.05346559,5.54500981,4.75683837,1.38616730
-5.00950475,8.15704734,0.09370645,0.27513261,0.05388484,5.47336920,4.72462804,1.36425008
-5.00350175,8.05446735,0.09510174,0.27963575,0.05415622,5.39235991,4.68733438,1.33961365
-4.99749875,7.93873474,0.09598778,0.28353165,0.05425270,5.30276844,4.64561608,1.31246936
-4.99149575,7.81093201,0.09633992,0.28677575,0.05415242,5.20546370,4.60007882,1.28307107
-4.98549275,7.67228966,0.09614467,0.28933895,0.05383932,5.10138992,4.55127185,1.25171259
-4.97948974,7.52417521,0.09540013,0.29120839,0.05330355,4.99155756,4.49968804,1.21872359
-4.97348674,7.36807676,0.09411590,0.29238744,0.05254163,4.87703171,4.44576676,1.18446385
-4.96748374,7.20558091,0.09231274,0.29289509,0.05155637,4.75891798,4.38989856,1.14931611
-4.96148074,7.03834497,0.09002173,0.29276457,0.05035660,4.63834561,4.33243057,1.11367754
-4.95547774,6.86806389,0.08728322,0.29204136,0.04895662,4.51644799,4.27367179,1.07795019
-4.94947474,6.69643264,0.08414540,0.29078068,0.04737552,4.39434098,4.21389723,1.04253072
-4.94347174,6.52510512,0.08066273,0.28904455,0.04563637,4.27309937,4.15335044,1.00779973
-4.93746873,6.35565119,0.07689420,0.28689850,0.04376528,4.15373253,4.09224390,0.97411119
-4.93146573,6.18951353,0.07290150,0.28440828,0.04179043,4.03715998,4.03075722,0.94178234
-4.92546273,6.02796655,0.06874722,0.28163654,0.03974102,3.92418817,3.96903348,0.91108464
-4.91945973,5.87207932,0.06449312,0.27863974,0.03764637,3.81548964,3.90717420,0.88223606
-4.91345673,5.72268491,0.06019854,0.27546552,0.03553500,3.71158583,3.84523367,0.85539527
-4.90745373,5.58035801,0.05591898,0.27215052,0.03343377,3.61283478,3.78321370,0.83065790
-4.90145073,5.44540268,0.05170492,0.26871891,0.03136728,3.51942478,3.72105970,0.80805526
-4.89544772,5.31785152,0.04760092,0.26518166,0.02935731,3.43137473,3.65865922,0.78755562
-4.88944472,5.19747702,0.04364500,0.26153660,0.02742242,3.34854185,3.59584375,0.76906803
-4.88344172,5.08381530,0.03986822,0.25776920,0.02557779,3.27063678,3.53239444,0.75244869
-4.87743872,4.97620158,0.03629467,0.25385413,0.02383511,3.19724585,3.46805216,0.73750947
-4.87143572,4.87381642,0.03294158,0.24975748,0.02220271,3.12785985,3.40253193,0.72402848
-4.86543272,4.77574054,0.02981967,0.24543947,0.02068575,3.06190825,3.33554125,0.71176207
-4.85942971,4.68101606,0.02693378,0.24085750,0.01928656,2.99879734,3.26680180,0.70045770
-4.85342671,4.58871121,0.02428348,0.23596943,0.01800500,2.93795065,3.19607335,0.68986731
-4.84742371,4.49798531,0.02186390,0.23073687,0.01683901,2.87884969,3.12317864,0.67976032
-4.84142071,4.40815094,0.01966656,0.22512819,0.01578498,2.82107306,3.04802777,0.66993589
-4.83541771,4.31872996,0.01768022,0.21912133,0.01483833,2.76433191,2.97064062,0.66023365
-4.82941471,4.22950068,0.01589171,0.21270594,0.01399396,2.70849994,2.89116578,0.65054263
-4.82341171,4.14053365,0.01428671,0.20588511,0.01324665,2.65363646,2.80989479,0.64080780
-4.81740870,4.05221422,0.01285044,0.19867617,0.01259148,2.60000119,2.72727048,0.63103405
-4.81140570,3.96525076,0.01156831,0.19111098,0.01202408,2.54806001,2.64388886,0.62128747
-4.80540270,3.88066798,0.01042636,0.18323538,0.01154093,2.49848140,2.56049410,0.61169379
-4.79939970,3.79978574,0.00941171,0.17510801,0.01113947,2.45212349,2.47796663,0.60243426
-4.79339670,3.72418424,0.00851284,0.16679853,0.01081818,2.41001246,2.39730492,0.59373905
-4.78739370,3.65565726,0.00771978,0.15838542,0.01057659,2.37331301,2.31960157,0.58587864
-4.78139070,3.59615546,0.00702418,0.14995337,0.01041519,2.34329236,2.24601487,0.57915350
-4.77538769,3.54772227,0.00641937,0.14159052,0.01033534,2.32127908,2.17773715,0.57388258
-4.76938469,3.51242505,0.00590028,0.13338572,0.01033905,2.30861863,2.11596120,0.57039117
-4.76338169,3.49228419,0.00546336,0.12542573,0.01042879,2.30662713,2.06184639,0.56899851
-4.75737869,3.48920304,0.00510640,0.11779284,0.01060724,2.31654538,2.01648571,0.57000570
-4.75137569,3.50490102,0.00482837,0.11056259,0.01087700,2.33949443,1.98087516,0.57368436
-4.74537269,3.54085236,0.00462921,0.10380209,0.01124038,2.37643459,1.95588656,0.58026638
-4.73936968,3.59823235,0.00450960,0.09756863,0.01169905,2.42812894,1.94224448,0.58993510
-4.73336668,3.67787271,0.00447076,0.09190882,0.01225387,2.49511268,1.94050825,0.60281819
-4.72736368,3.78022734,0.00451420,0.08685812,0.01290460,2.57766904,1.95105911,0.61898232
-4.72136068,3.90534923,0.00464150,0.08244078,0.01364968,2.67581255,1.97409278,0.63842989
-4.71535768,4.05287909,0.00485408,0.07867021,0.01448611,2.78928009,2.00961743,0.66109764
-4.70935468,4.22204557,0.00515297,0.07554948,0.01540927,2.91752974,2.05745657,0.68685729
-4.70335168,4.41167716,0.00553861,0.07307220,0.01641285,3.05974765,2.11725661,0.71551810
-4.69734867,4.62022478,0.00601066,0.07122339,0.01748879,3.21486228,2.18849836,0.74683108
-4.69134567,4.84579440,0.00656774,0.06998052,0.01862730,3.38156578,2.27051190,0.78049489
-4.68534267,5.08618844,0.00720736,0.06931453,0.01981694,3.55834147,2.36249392,0.81616302
-4.67933967,5.33895421,0.00792568,0.06919078,0.02104470,3.74349657,2.46352688,0.85345202
-4.67333667,5.60143786,0.00871745,0.06956996,0.02229622,3.93519886,2.57259894,0.89195057
-4.66733367,5.87084171,0.00957586,0.07040892,0.02355597,4.13151582,2.68862402,0.93122894
-4.66133067,6.14428270,0.01049259,0.07166137,0.02480756,4.33045489,2.81046099,0.97084852
-4.65532766,6.41884991,0.01145773,0.07327852,0.02603402,4.53000296,2.93693137,1.01037119
-4.64932466,6.69165886,0.01245988,0.07520958,0.02721815,4.72816376,3.06683476,1.04936792
-4.64332166,6.95990045,0.01348625,0.07740235,0.02834289,4.92299151,3.19896158,1.08742659
-4.63731866,7.22088296,0.01452285,0.07980362,0.02939171,5.11261953,3.33210259,1.12415853
-4.63131566,7.47206556,0.01555470,0.08235968,0.03034894,5.29528293,3.46505536,1.15920369
-4.62531266,7.71108270,0.01656614,0.08501685,0.03120017,5.46933463,3.59662739,1.19223430
-4.61930965,7.93575892,0.01754112,0.08772204,0.03193258,5.63325474,3.72563663,1.22295699
-4.61330665,8.14411471,0.01846360,0.09042340,0.03253523,5.78565340,3.85090977,1.25111342
-4.60730365,8.33436445,0.01931793,0.09307107,0.03299929,5.92526808,3.97127929,1.27647964
-4.60130065,8.50490800,0.02008923,0.09561795,0.03331828,6.05095648,4.08558024,1.29886445
-4.59529765,8.65431830,0.02076383,0.09802066,0.03348818,6.16168674,4.19264807,1.31810699
-4.58929465,8.78132726,0.02132959,0.10024042,0.03350751,6.25652662,4.29131859,1.33407418
-4.58329165,8.88481277,0.02177626,0.10224408,0.03337732,6.33463383,4.38043125,1.34665806
-4.57728864,8.96378908,0.02209578,0.10400506,0.03310116,6.39524915,4.45883686,1.35577385
-4.57128564,9.01740301,0.02228248,0.10550428,0.03268495,6.43769405,4.52541022,1.36135858
-4.56528264,9.04493725,0.02233323,0.10673100,0.03213681,6.46137397,4.57906819,1.36337101
-4.55927964,9.04582197,0.02224752,0.10768353,0.03146686,6.46578793,4.61879303,1.36179251
-4.55327664,9.01965451,0.02202741,0.10836967,0.03068695,6.45054443,4.64366037,1.35662931
-4.54727364,8.96622629,0.02167751,0.10880703,0.02981039,6.41538298,4.65287074,1.34791559
-4.54127064,8.88555523,0.02120471,0.10902292,0.02885165,6.36020009,4.64578320,1.33571748
-4.53526763,8.77792106,0.02061805,0.10905403,0.02782603,6.28507753,4.62194911,1.32013727
-4.52926463,8.64390031,0.01992832,0.10894568,0.02674934,6.19031079,4.58114393,1.30131755
-4.52326163,8.48439750,0.01914781,0.10875076,0.02563761,6.07643503,4.52339476,1.27944466
-4.51725863,8.30066899,0.01828989,0.10852819,0.02450676,5.94424577,4.44900153,1.25475089
-4.51125563,8.09433607,0.01736865,0.10834118,0.02337228,5.79481196,4.35854984,1.22751504
-4.50525263,7.86738448,0.01639853,0.10825505,0.02224898,5.62947924,4.25291388,1.19806079
-4.49924962,7.62214849,0.01539393,0.10833483,0.02115073,5.44986176,4.13324838,1.16675280
-4.49324662,7.36127835,0.01436887,0.10864270,0.02009019,5.25782192,4.00096933,1.13399028
-4.48724362,7.08769146,0.01333675,0.10923531,0.01907863,5.05543789,3.85772345,1.10019823
-4.48124062,6.80450843,0.01230999,0.11016108,0.01812572,4.84495975,3.70534775,1.06581655
-4.47523762,6.51497655,0.01129992,0.11145774,0.01723943,4.62875602,3.54582047,1.03128751
-4.46923462,6.22238412,0.01031656,0.11315000,0.01642586,4.40925288,3.38120568,0.99704226
-4.46323162,5.92996979,0.00936854,0.11524765,0.01568919,4.18886906,3.21359422,0.96348692
-4.45722861,5.64083161,0.00846305,0.11774416,0.01503170,3.96994968,3.04504361,0.93098925
-4.45122561,5.35784054,0.00760580,0.12061584,0.01445370,3.75470247,2.87751996,0.89986655
-4.44522261,5.08356318,0.00680111,0.12382162,0.01395370,3.54513977,2.71284463,0.87037558
-4.43921961,4.82019777,0.00605191,0.12730365,0.01352842,3.34302919,2.55264811,0.84270521
-4.43321661,4.56952674,0.00535989,0.13098851,0.01317304,3.14985550,2.39833319,0.81697222
-4.42721361,4.33288837,0.00472559,0.13478917,0.01288137,2.96679548,2.25104881,0.79322054
-4.42121061,4.11116849,0.00414854,0.13860767,0.01264609,2.79470667,2.11167554,0.77142421
-4.41520760,3.90481237,0.00362740,0.14233824,0.01245904,2.63413019,1.98082273,0.75149362
-4.40920460,3.71385542,0.00316012,0.14587097,0.01231153,2.48530697,1.85883687,0.73328501
-4.40320160,3.53797052,0.00274407,0.14909573,0.01219463,2.34820576,1.74582007,0.71661252
-4.39719860,3.37652854,0.00237619,0.15190621,0.01209950,2.22256098,1.64165695,0.70126205
-4.39119560,3.22866832,0.00205309,0.15420393,0.01201769,2.10791767,1.54604813,0.68700630
-4.38519260,3.09337158,0.00177122,0.15590197,0.01194139,2.00368077,1.45854783,0.67361990
-4.37918959,2.96953843,0.00152693,0.15692833,0.01186370,1.90916553,1.37860352,0.66089393
-4.37318659,2.85605913,0.00131656,0.15722868,0.01177882,1.82364632,1.30559522,0.64864885
-4.36718359,2.75187820,0.00113657,0.15676843,0.01168214,1.74640108,1.23887241,0.63674520
-4.36118059,2.65604771,0.00098354,0.15553400,0.01157038,1.67674923,1.17778684,0.62509150
-4.35517759,2.56776739,0.00085423,0.15353321,0.01144154,1.61408127,1.12171995,0.61364880
-4.34917459,2.48640999,0.00074564,0.15079485,0.01129489,1.55787911,1.07010387,0.60243182
-4.34317159,2.41153155,0.00065501,0.14736737,0.01113085,1.50772662,1.02243570,0.59150668
-4.33716858,2.34286700,0.00057984,0.14331682,0.01095083,1.46331062,0.97828511,0.58098533
-4.33116558,2.28031243,0.00051786,0.13872413,0.01075703,1.42441311,0.93729559,0.57101707
-4.32516258,2.22389625,0.00046709,0.13368188,0.01055221,1.39089607,0.89918036,0.56177795
-4.31915958,2.17374182,0.00042577,0.12829071,0.01033945,1.36268049,0.86371385,0.55345837
-4.31315658,2.13002481,0.00039238,0.12265553,0.01012193,1.33972157,0.83072021,0.54624994
-4.30715358,2.09292831,0.00036557,0.11688177,0.00990268,1.32198229,0.80005990,0.54033223
