energy_ev,total_up,Ru_p_up,Ru_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.80790395,5.37525544,2.20106075,2.51319598,1.20012150,0.01708252,1.99814029,0.00000000
-5.80190095,5.21500906,2.13226392,2.44882840,1.17467467,0.01673452,1.91389192,0.00000000
-5.79589795,5.05060805,2.06330309,2.38135561,1.14987699,0.01641619,1.82637223,0.00000000
-5.78989495,4.88375364,1.99466620,2.31173069,1.12589404,0.01612670,1.73638348,0.00000000
-5.78389195,4.71627813,1.92688135,2.24097797,1.10287713,0.01586459,1.64483117,0.00000000
-5.77788894,4.55008746,1.86050427,2.17015927,1.08095980,0.01562776,1.55269404,0.00000000
-5.77188594,4.38710066,1.79610448,2.10033891,1.06025515,0.01541366,1.46099099,0.00000000
-5.76588294,4.22918969,1.73425129,2.03254932,1.04085409,0.01521932,1.37074673,0.00000000
-5.75987994,4.07812244,1.67550035,1.96775866,1.02282460,0.01504149,1.28295790,0.00000000
-5.75387694,3.93551195,1.62038184,1.90684212,1.00621212,0.01487678,1.19856153,0.00000000
-5.74787394,3.80277410,1.56939085,1.85055800,0.99104103,0.01472174,1.11840726,0.00000000
-5.74187094,3.68109550,1.52298062,1.79952966,0.97731714,0.01457306,1.04323445,0.00000000
-5.73586793,3.57141303,1.48155889,1.75423394,0.96503106,0.01442761,0.97365521,0.00000000
-5.72986493,3.47440540,1.44548738,1.71499649,0.95416253,0.01428262,0.91014369,0.00000000
-5.72386193,3.39049689,1.41508460,1.68199401,0.94468525,0.01413572,0.85303174,0.00000000
-5.71785893,3.31987258,1.39063135,1.65526310,0.93657236,0.01398509,0.80251094,0.00000000
-5.71185593,3.26250408,1.37237866,1.63471530,0.92980224,0.01382948,0.75864017,0.00000000
-5.70585293,3.21818395,1.36055753,1.62015728,0.92436447,0.01366832,0.72135813,0.00000000
-5.69984992,3.18656699,1.35538963,1.61131535,0.92026575,0.01350172,0.69049978,0.00000000
-5.69384692,3.16721608,1.35709818,1.60786280,0.91753565,0.01333052,0.66581557,0.00000000
-5.68784392,3.15964990,1.36591812,1.60944887,0.91623171,0.01315631,0.64699227,0.00000000
-5.68184092,3.16339009,1.38210459,1.61572781,0.91644386,0.01298142,0.63367426,0.00000000
-5.67583792,3.17800516,1.40593893,1.62638640,0.91829760,0.01280888,0.62548418,0.00000000
-5.66983492,3.20314849,1.43773114,1.64116862,0.92195581,0.01264242,0.62204182,0.00000000
-5.66383192,3.23858835,1.47781833,1.65989594,0.92761869,0.01248641,0.62298062,0.00000000
-5.65782891,3.28422767,1.52655833,1.68248208,0.93552160,0.01234575,0.62796081,0.00000000
-5.65182591,3.34011223,1.58431824,1.70894117,0.94593042,0.01222583,0.63667906,0.00000000
-5.64582291,3.40642615,1.65145758,1.73938868,0.95913437,0.01213238,0.64887407,0.00000000
-5.63981991,3.48347424,1.72830636,1.77403467,0.97543601,0.01207134,0.66432827,0.00000000
-5.63381691,3.57165157,1.81513842,1.81316942,0.99513859,0.01204870,0.68286574,0.00000000
-5.62781391,3.67140117,1.91214074,1.85714187,1.01853089,0.01207036,0.70434666,0.00000000
-5.62181091,3.78316158,2.01937993,1.90633167,1.04586992,0.01214190,0.72865884,0.00000000
-5.61580790,3.90730665,2.13676729,1.96111607,1.07736210,0.01226838,0.75570706,0.00000000
-5.60980490,4.04408057,2.26402407,2.02183332,1.11314355,0.01245417,0.78540085,0.00000000
-5.60380190,4.19353157,2.40064896,2.08874437,1.15326052,0.01270274,0.81764159,0.00000000
-5.59779890,4.35544807,2.54588974,2.16199500,1.19765093,0.01301647,0.85230990,0.00000000
-5.59179590,4.52930131,2.69872129,2.24158062,1.24612810,0.01339648,0.88925388,0.00000000
-5.58579290,4.71419814,2.85783189,2.32731583,1.29836783,0.01384254,0.92827925,0.00000000
-5.57978989,4.90884766,3.02161960,2.41881088,1.35389987,0.01435295,0.96914190,0.00000000
-5.57378689,5.11154471,3.18820028,2.51545668,1.41210475,0.01492450,1.01154343,0.00000000
-5.56778389,5.32017235,3.35542811,2.61641985,1.47221664,0.01555249,1.05513005,0.00000000
-5.56178089,5.53222489,3.52092908,2.72064867,1.53333285,0.01623081,1.09949506,0.00000000
-5.55577789,5.74485161,3.68214731,2.82689018,1.59443002,0.01695204,1.14418484,0.00000000
-5.54977489,5.95492042,3.83640322,2.93371825,1.65438682,0.01770764,1.18870830,0.00000000
-5.54377189,6.15909948,3.98096188,3.03957173,1.71201279,0.01848815,1.23254910,0.00000000
-5.53776888,6.35395374,4.11310945,3.14280105,1.76608212,0.01928344,1.27518043,0.00000000
-5.53176588,6.53605235,4.23023475,3.24172150,1.81537141,0.02008301,1.31608136,0.00000000
-5.52576288,6.70208238,4.32991262,3.33467052,1.85869978,0.02087624,1.35475399,0.00000000
-5.51975988,6.84896335,4.40998566,3.42006646,1.89496957,0.02165272,1.39074065,0.00000000
-5.51375688,6.97395736,4.46864051,3.49646597,1.92320596,0.02240245,1.42364004,0.00000000
-5.50775388,7.07476943,4.50447521,3.56261715,1.94259356,0.02311615,1.45312163,0.00000000
-5.50175088,7.14963309,4.51655435,3.61750589,1.95250828,0.02378544,1.47893747,0.00000000
-5.49574787,7.19737713,4.50444925,3.66039320,1.95254298,0.02440295,1.50093070,0.00000000
-5.48974487,7.21747018,4.46826113,3.69084172,1.94252556,0.02496253,1.51904049,0.00000000
-5.48374187,7.21004119,4.40862598,3.70873033,1.92252869,0.02545921,1.53330298,0.00000000
-5.47773887,7.17587483,4.32670079,3.71425612,1.89287067,0.02588928,1.54384818,0.00000000
-5.47173587,7.11638241,4.22413156,3.70792417,1.85410730,0.02625026,1.55089315,0.00000000
-5.46573287,7.03355000,4.10300461,3.69052555,1.80701528,0.02654080,1.55473163,0.00000000
-5.45972986,6.92986652,3.96578321,3.66310516,1.75256781,0.02676069,1.55572078,0.00000000
-5.45372686,6.80823562,3.81523258,3.62692106,1.69190358,0.02691068,1.55426569,0.00000000
-5.44772386,6.67187571,3.65433629,3.58339747,1.62629062,0.02699248,1.55080248,0.00000000
-5.44172086,6.52421288,3.48620790,3.53407379,1.55708647,0.02700863,1.54578071,0.00000000
-5.43571786,6.36877174,3.31400136,3.48055211,1.48569666,0.02696248,1.53964613,0.00000000
-5.42971486,6.20906869,3.14082386,3.42444542,1.41353291,0.02685818,1.53282433,0.00000000
-5.42371186,6.04851210,2.96965422,3.36732882,1.34197295,0.02670061,1.52570623,0.00000000
-5.41770885,5.89031293,2.80326983,3.31069544,1.27232332,0.02649551,1.51863583,0.00000000
-5.41170585,5.73740876,2.64418423,3.25591859,1.20578638,0.02624943,1.51190075,0.00000000
-5.40570285,5.59240325,2.49459702,3.20422124,1.14343267,0.02596986,1.50572579,0.00000000
-5.39969985,5.45752213,2.35635705,3.15665336,1.08617914,0.02566524,1.50026979,0.00000000
-5.39369685,5.33458618,2.23093920,3.11407742,1.03477379,0.02534508,1.49562550,0.00000000
-5.38769385,5.22500046,2.11943433,3.07716189,0.98978675,0.02501995,1.49182252,0.00000000
-5.38169085,5.12975898,2.02255183,3.04638226,0.95160772,0.02470153,1.48883299,0.00000000
-5.37568784,5.04946280,1.94063331,3.02202872,0.92044930,0.02440255,1.48657947,0.00000000
-5.36968484,4.98434977,1.87367592,3.00421987,0.89635571,0.02413671,1.48494471,0.00000000
-5.36368184,4.93433336,1.82136365,2.99292095,0.87921613,0.02391859,1.48378271,0.00000000
-5.35767884,4.89904832,1.78310462,2.98796589,0.86878190,0.02376336,1.48293057,0.00000000
-5.35167584,4.87790060,1.75807259,2.98908166,0.86468659,0.02368663,1.48222046,0.00000000
-5.34567284,4.87011925,1.74525091,2.99591396,0.86646817,0.02370405,1.48149138,0.00000000
-5.33966983,4.87480804,1.74347712,3.00805314,0.87359227,0.02383097,1.48059999,0.00000000
-5.33366683,4.89099502,1.75148699,3.02505924,0.88547568,0.02408206,1.47943034,0.00000000
-5.32766383,4.91767811,1.76795650,3.04648534,0.90150940,0.02447082,1.47790180,0.00000000
-5.32166083,4.95386552,1.79154097,3.07189840,0.92108030,0.02500920,1.47597531,0.00000000
-5.31565783,4.99860988,1.82091031,3.10089693,0.94359097,0.02570710,1.47365731,0.00000000
-5.30965483,5.05103536,1.85478003,3.13312503,0.96847704,0.02657199,1.47100165,0.00000000
-5.30365183,5.11035737,1.89193758,3.16828242,0.99522164,0.02760854,1.46810917,0.00000000
-5.29764882,5.17589468,1.93126379,3.20613033,1.02336675,0.02881831,1.46512518,0.00000000
-5.29164582,5.24707445,1.97174959,3.24649334,1.05252100,0.03019955,1.46223498,0.00000000
-5.28564282,5.32343035,2.01250797,3.28925721,1.08236423,0.03174702,1.45965763,0.00000000
-5.27963982,5.40459483,2.05278167,3.33436319,1.11264853,0.03345205,1.45763841,0.00000000
-5.27363682,5.49028651,2.09194681,3.38179936,1.14319619,0.03530258,1.45644014,0.00000000
-5.26763382,5.58029382,2.12951311,3.43158955,1.17389476,0.03728343,1.45633410,0.00000000
-5.26163082,5.67445628,2.16512095,3.48378070,1.20468956,0.03937659,1.45759072,0.00000000
-5.25562781,5.77264479,2.19853603,3.53842949,1.23557426,0.04156170,1.46047066,0.00000000
-5.24962481,5.87474234,2.22964203,3.59558905,1.26657997,0.04381657,1.46521676,0.00000000
-5.24362181,5.98062637,2.25843172,3.65529666,1.29776337,0.04611780,1.47204716,0.00000000
-5.23761881,6.09015393,2.28499692,3.71756311,1.32919460,0.04844143,1.48115009,0.00000000
-5.23161581,6.20315056,2.30951788,3.78236451,1.36094524,0.05076365,1.49268056,0.00000000
-5.22561281,6.31940350,2.33225197,3.84963685,1.39307715,0.05306142,1.50675917,0.00000000
-5.21960980,6.43865965,2.35352231,3.91927387,1.42563237,0.05531314,1.52347318,0.00000000
-5.21360680,6.56062813,2.37370617,3.99112806,1.45862461,0.05749921,1.54287981,0.00000000
-5.20760380,6.68498723,2.39322332,4.06501487,1.49203246,0.05960249,1.56501167,0.00000000
-5.20160080,6.81139514,2.41252443,4.14071974,1.52579454,0.06160864,1.58988399,0.00000000
-5.19559780,6.93950341,2.43207937,4.21800740,1.55980669,0.06350634,1.61750339,0.00000000
-5.18959480,7.06897220,2.45236560,4.29663273,1.59392098,0.06528736,1.64787757,0.00000000
-5.18359180,7.19948586,2.47385647,4.37635249,1.62794663,0.06694647,1.68102545,0.00000000
-5.17758879,7.33076770,2.49700966,4.45693678,1.66165250,0.06848122,1.71698700,0.00000000
-5.17158579,7.46259241,2.52225566,4.53817956,1.69477088,0.06989161,1.75583202,0.00000000
-5.16558279,7.59479499,2.54998658,4.61990722,1.72700249,0.07117961,1.79766719,0.00000000
-5.15957979,7.72727512,2.58054528,4.70198432,1.75802219,0.07234867,1.84264060,0.00000000
-5.15357679,7.85999605,2.61421521,4.78431609,1.78748528,0.07340311,1.89094312,0.00000000
-5.14757379,7.99297756,2.65121095,4.86684687,1.81503410,0.07434756,1.94280598,0.00000000
-5.14157079,8.12628268,2.69166989,4.94955457,1.84030470,0.07518640,1.99849425,0.00000000
-5.13556778,8.25999845,2.73564510,5.03244098,1.86293354,0.07592325,2.05829590,0.00000000
-5.12956478,8.39421115,2.78309961,5.11551813,1.88256390,0.07656057,2.12250648,0.00000000
-5.12356178,8.52897706,2.83390243,5.19879141,1.89885217,0.07709933,2.19140973,0.00000000
-5.11755878,8.66428986,2.88782608,5.28224004,1.91147377,0.07753889,2.26525459,0.00000000
-5.11155578,8.80004640,2.94454608,5.36579600,1.92012890,0.07787691,2.34422948,0.00000000
-5.10555278,8.93601252,3.00364223,5.44932244,1.92454791,0.07810948,2.42843500,0.00000000
-5.09954977,9.07179097,3.06460170,5.53259303,1.92449643,0.07823136,2.51785623,0.00000000
-5.09354677,9.20679350,3.12682406,5.61527345,1.91978026,0.07823633,2.61233626,0.00000000
-5.08754377,9.34021917,3.18962817,5.69690639,1.91024981,0.07811761,2.71155265,0.00000000
-5.08154077,9.47104068,3.25226093,5.77690140,1.89580429,0.07786845,2.81499824,0.00000000
-5.07553777,9.59800070,3.31390801,5.85453068,1.87639538,0.07748259,2.92196826,0.00000000
-5.06953477,9.71961926,3.37370653,5.92893158,1.85203024,0.07695490,3.03155492,0.00000000
-5.06353177,9.83421348,3.43075979,5.99911674,1.82277397,0.07628184,3.14265090,0.00000000
-5.05752876,9.93992977,3.48415410,6.06399183,1.78875102,0.07546200,3.25396249,0.00000000
-5.05152576,10.03478874,3.53297765,6.12238110,1.75014575,0.07449640,3.36403285,0.00000000
-5.04552276,10.11674181,3.57634147,6.17306007,1.70720179,0.07338889,3.47127533,0.00000000
-5.03951976,10.18373825,3.61340224,6.21479474,1.66022019,0.07214619,3.57401624,0.00000000
-5.03351676,10.23380078,3.64338669,6.24638581,1.60955633,0.07077804,3.67054598,0.00000000
-5.02751376,10.26510697,3.66561718,6.26671666,1.55561550,0.06929701,3.75917676,0.00000000
-5.02151076,10.27607352,3.67953777,6.27480290,1.49884730,0.06771839,3.83830488,0.00000000
-5.01550775,10.26544000,3.68474006,6.26984173,1.43973886,0.06605980,3.90647498,0.00000000
-5.00950475,10.23234822,3.68098782,6.25125873,1.37880715,0.06434080,3.96244350,0.00000000
-5.00350175,10.17641360,3.66823928,6.21874987,1.31659044,0.06258245,4.00523839,0.00000000
-4.99749875,10.09778483,3.64666597,6.17231680,1.25363932,0.06080674,4.03421223,0.00000000
-4.99149575,9.99718850,3.61666687,6.11229327,1.19050734,0.05903608,4.04908589,0.00000000
-4.98549275,9.87595559,3.57887673,6.03936122,1.12774173,0.05729272,4.04998044,0.00000000
-4.97948974,9.73602795,3.53416747,5.95455526,1.06587436,0.05559824,4.03743531,0.00000000
-4.97348674,9.57994283,3.48364195,5.85925478,1.00541316,0.05397309,4.01241124,0.00000000
-4.96748374,9.41079525,3.42861939,5.75516338,0.94683433,0.05243610,3.97627746,0.00000000
-4.96148074,9.23217833,3.37061243,5.64427610,0.89057538,0.05100418,3.93078290,0.00000000
-4.95547774,9.04810308,3.31129581,5.52883508,0.83702934,0.04969198,3.87801236,0.00000000
-4.94947474,8.86289978,3.25246735,5.41127511,0.78653991,0.04851169,3.82032883,0.00000000
-4.94347174,8.68110417,3.19600214,5.29416095,0.73939799,0.04747286,3.76030422,0.00000000
-4.93746873,8.50733224,3.14380144,5.18011842,0.69583928,0.04658237,3.70064092,0.00000000
-4.93146573,8.34614819,3.09773773,5.07176195,0.65604309,0.04584436,3.64408723,0.00000000
-4.92546273,8.20193012,3.05959809,4.97162110,0.62013225,0.04526028,3.59334998,0.00000000
-4.91945973,8.07873862,3.03102793,4.88206873,0.58817404,0.04482898,3.55100758,0.00000000
-4.91345673,7.98019310,3.01347724,4.80525365,0.56018214,0.04454678,3.51942700,0.00000000
-4.90745373,7.90936052,3.00815160,4.74303987,0.53611931,0.04440766,3.50068763,0.00000000
-4.90145073,7.86866063,3.01596993,4.69695496,0.51590092,0.04440338,3.49651502,0.00000000
-4.89544772,7.85979141,3.03753085,4.66814904,0.49939913,0.04452368,3.50822680,0.00000000
-4.88944472,7.88367728,3.07308904,4.65736593,0.48644751,0.04475644,3.53669262,0.00000000
-4.88344172,7.94044214,3.12254288,4.66492717,0.47684631,0.04508794,3.58230950,0.00000000
-4.87743872,8.02940791,3.18543383,4.69072937,0.47036787,0.04550304,3.64499305,0.00000000
-4.87143572,8.14911859,3.26095789,4.73425456,0.46676243,0.04598540,3.72418484,0.00000000
-4.86543272,8.29738872,3.34798875,4.79459293,0.46576402,0.04651777,3.81887504,0.00000000
-4.85942971,8.47137413,3.44511188,4.87047681,0.46709640,0.04708227,3.92763936,0.00000000
-4.85342671,8.66766211,3.55066831,4.96032419,0.47047881,0.04766061,4.04868853,0.00000000
-4.84742371,8.88237739,3.66280636,5.06229002,0.47563160,0.04823449,4.17992813,0.00000000
-4.84142071,9.11129977,3.77953947,5.17432303,0.48228141,0.04878587,4.31902647,0.00000000
-4.83541771,9.34998872,3.89880767,5.29422589,0.49016583,0.04929731,4.46348766,0.00000000
-4.82941471,9.59391025,4.01854043,5.41971632,0.49903748,0.04975236,4.61072710,0.00000000
-4.82341171,9.83856122,4.13671816,5.54848691,0.50866731,0.05013585,4.75814655,0.00000000
-4.81740870,10.07958671,4.25143009,5.67826158,0.51884707,0.05043426,4.90320610,0.00000000
-4.81140570,10.31288601,4.36092600,5.80684693,0.52939086,0.05063599,5.04349041,0.00000000
-4.80540270,10.53470411,4.46365985,5.93217693,0.54013589,0.05073165,5.17676711,0.00000000
-4.79939970,10.74170564,4.55832353,6.05234991,0.55094218,0.05071426,5.30103551,0.00000000
-4.79339670,10.93102960,4.64386954,6.16565727,0.56169161,0.05057941,5.41456435,0.00000000
-4.78739370,11.10032386,4.71952172,6.27060367,0.57228616,0.05032534,5.51591771,0.00000000
-4.78139070,11.24775962,4.78477410,6.36591900,0.58264563,0.04995296,5.60396898,0.00000000
-4.77538769,11.37202688,4.83937807,6.45056273,0.59270494,0.04946577,5.67790311,0.00000000
-4.76938469,11.47231281,4.88331916,6.52372166,0.60241127,0.04886976,5.73720792,0.00000000
-4.76338169,11.54826567,4.91678484,6.58480219,0.61172112,0.04817315,5.78165600,0.00000000
-4.75737869,11.59994765,4.94012548,6.63341857,0.62059761,0.04738615,5.81127868,0.00000000
-4.75137569,11.62778004,4.95381088,6.66937837,0.62900808,0.04652064,5.82633413,0.00000000
-4.74537269,11.63248451,4.95838504,6.69266656,0.63692221,0.04558984,5.82727179,0.00000000
-4.73936968,11.61502407,4.95442188,6.70342930,0.64431068,0.04460787,5.81469521,0.00000000
-4.73336668,11.57654692,4.94248446,6.70195837,0.65114439,0.04358947,5.78932545,0.00000000
-4.72736368,11.51833580,4.92309022,6.68867680,0.65739437,0.04254954,5.75196689,0.00000000
-4.72136068,11.44176491,4.89668393,6.66412595,0.66303215,0.04150288,5.70347697,0.00000000
-4.71535768,11.34826557,4.86362002,6.62895414,0.66803058,0.04046380,5.64474101,0.00000000
-4.70935468,11.23930085,4.82415473,6.58390627,0.67236499,0.03944593,5.57665282,0.00000000
-4.70335168,11.11634884,4.77844839,6.52981413,0.67601436,0.03846192,5.50010124,0.00000000
-4.69734867,10.98089335,4.72657708,6.46758644,0.67896259,0.03752331,5.41596235,0.00000000
-4.69134567,10.83442019,4.66855230,6.39819814,0.68119948,0.03664035,5.32509672,0.00000000
-4.68534267,10.67841706,4.60434698,6.32267791,0.68272134,0.03582192,5.22835054,0.00000000
-4.67933967,10.51437456,4.53392544,6.24209366,0.68353124,0.03507545,5.12655951,0.00000000
-4.67333667,10.34378616,4.45727490,6.15753530,0.68363862,0.03440686,5.02055393,0.00000000
-4.66733367,10.16814511,4.37443582,6.07009505,0.68305843,0.03382053,4.91116371,0.00000000
-4.66133067,9.98893662,4.28552890,5.98084518,0.68180969,0.03331928,4.79922180,0.00000000
-4.65532766,9.80762443,4.19077634,5.89081398,0.67991371,0.03290439,4.68556520,0.00000000
-4.64932466,9.62563139,4.09051585,5.80096059,0.67739194,0.03257553,4.57103246,0.00000000
-4.64332166,9.44431427,3.98520636,5.71214991,0.67426365,0.03233083,4.45645742,0.00000000
-4.63731866,9.26493414,3.87542479,5.62512860,0.67054368,0.03216683,4.34265902,0.00000000
-4.63131566,9.08862353,3.76185432,5.54050362,0.66624044,0.03207858,4.23042753,0.00000000
-4.62531266,8.91635263,3.64526487,5.45872447,0.66135414,0.03205965,4.12050778,0.00000000
-4.61930965,8.74889679,3.52648726,5.38007010,0.65587572,0.03210220,4.01358044,0.00000000
-4.61330665,8.58680755,3.40638278,5.30464163,0.64978632,0.03219713,3.91024241,0.00000000
-4.60730365,8.43038958,3.28581045,5.23236114,0.64305747,0.03233418,3.81098761,0.00000000
-4.60130065,8.27968541,3.16559400,5.16297703,0.63565204,0.03250215,3.71618954,0.00000000
-4.59529765,8.13446954,3.04649090,5.09607568,0.62752587,0.03268912,3.62608674,0.00000000
-4.58929465,7.99425276,2.92916531,5.03109901,0.61863000,0.03288269,3.54077234,0.00000000
-4.58329165,7.85829720,2.81416665,4.96736718,0.60891347,0.03307026,3.46018849,0.00000000
-4.57728864,7.72564174,2.70191493,4.90410542,0.59832638,0.03323935,3.38412629,0.00000000
-4.57128564,7.59513693,2.59269350,4.84047374,0.58682318,0.03337791,3.31223149,0.00000000
-4.56528264,7.46548801,2.48664952,4.77559834,0.57436589,0.03347459,3.24401591,0.00000000
-4.55927964,7.33530431,2.38380156,4.70860343,0.56092726,0.03351907,3.17887430,0.00000000
-4.55327664,7.20315270,2.28405381,4.63864207,0.54649338,0.03350230,3.11610597,0.00000000
-4.54727364,7.06761305,2.18721541,4.56492522,0.53106597,0.03341671,3.05494029,0.00000000
-4.54127064,6.92733318,2.09302383,4.48674790,0.51466394,0.03325640,2.99456510,0.00000000
-4.53526763,6.78108119,2.00117028,4.40351172,0.49732438,0.03301726,2.93415681,0.00000000
-4.52926463,6.62779308,1.91132597,4.31474356,0.47910274,0.03269701,2.87291094,0.00000000
-4.52326163,6.46661402,1.82316728,4.22010976,0.46007242,0.03229522,2.81007191,0.00000000
-4.51725863,6.29693171,1.73639875,4.11942605,0.44032358,0.03181329,2.74496085,0.00000000
-4.51125563,6.11840107,1.65077258,4.01266306,0.41996148,0.03125432,2.67700040,0.00000000
-4.50525263,5.93095941,1.56610392,3.89994771,0.39910425,0.03062296,2.60573550,0.00000000
-4.49924962,5.73483206,1.48228135,3.78156067,0.37788029,0.02992530,2.53084961,0.00000000
-4.49324662,5.53052852,1.39927252,3.65793026,0.35642547,0.02916861,2.45217567,0.00000000
-4.48724362,5.31882974,1.31712490,3.52962311,0.33488010,0.02836119,2.36970160,0.00000000
-4.48124062,5.10076717,1.23596216,3.39733193,0.31338595,0.02751208,2.28357037,0.00000000
-4.47523762,4.87759484,1.15597684,3.26186080,0.29208331,0.02663092,2.19407468,0.00000000
-4.46923462,4.65075563,1.07741991,3.12410838,0.27110827,0.02572765,2.10164682,0.00000000
-4.46323162,4.42184318,1.00058834,2.98504952,0.25059023,0.02481236,2.00684423,0.00000000
-4.45722861,4.19256097,0.92581135,2.84571571,0.23064977,0.02389510,1.91033158,0.00000000
-4.45122561,3.96468026,0.85343646,2.70717484,0.21139687,0.02298567,1.81286024,0.00000000
-4.44522261,3.73999842,0.78381589,2.57051110,0.19292953,0.02209351,1.71524616,0.00000000
-4.43921961,3.52029917,0.71729430,2.43680534,0.17533281,0.02122754,1.61834719,0.00000000
-4.43321661,3.30731636,0.65419813,2.30711681,0.15867833,0.02039607,1.52304080,0.00000000
-4.42721361,3.10270227,0.59482720,2.18246679,0.14302404,0.01960675,1.43020314,0.00000000
-4.42121061,2.90800182,0.53944860,2.06382476,0.12841452,0.01886649,1.34069033,0.00000000
-4.41520760,2.72463310,0.48829306,1.95209764,0.11488150,0.01818145,1.25532254,0.00000000
-4.40920460,2.55387497,0.44155368,1.84812248,0.10244471,0.01755712,1.17487140,0.00000000
-4.40320160,2.39686147,0.39938674,1.75266273,0.09111298,0.01699826,1.10005096,0.00000000
-4.39719860,2.25458298,0.36191441,1.66640811,0.08088553,0.01650908,1.03151219,0.00000000
-4.39119560,2.12789317,0.32922874,1.58997780,0.07175330,0.01609328,0.96984084,0.00000000
-4.38519260,2.01752081,0.30139669,1.52392631,0.06370049,0.01575417,0.91555827,0.00000000
-4.37918959,1.92408492,0.27846552,1.46875136,0.05670602,0.01549481,0.86912444,0.00000000
-4.37318659,1.84811166,0.26046810,1.42490269,0.05074493,0.01531811,0.83094251,0.00000000
-4.36718359,1.79005110,0.24742773,1.39279062,0.04578976,0.01522696,0.80136401,0.00000000
-4.36118059,1.75029204,0.23936194,1.37279327,0.04181176,0.01522431,0.78069374,0.00000000
-4.35517759,1.72917315,0.23628509,1.36526100,0.03878192,0.01531321,0.76919347,0.00000000
-4.34917459,1.72698879,0.23820935,1.37051730,0.03667190,0.01549683,0.76708373,0.00000000
-4.34317159,1.74398850,0.24514407,1.38885487,0.03545468,0.01577840,0.77454290,0.00000000
-4.33716858,1.78036922,0.25709350,1.42052671,0.03510513,0.01616112,0.79170343,0.00000000
-4.33116558,1.83626020,0.27405297,1.46573173,0.03560038,0.01664797,0.81864476,0.00000000
-4.32516258,1.91170108,0.29600384,1.52459542,0.03692015,0.01724155,0.85538336,0.00000000
-4.31915958,2.00661406,0.32290754,1.59714612,0.03904698,0.01794376,0.90186006,0.00000000
-4.31315658,2.12077206,0.35469929,1.68328824,0.04196652,0.01875553,0.95792574,0.00000000
-4.30715358,2.25376500,0.39128196,1.78277410,0.04566793,0.01967652,1.02332606,0.00000000
