energy_ev,total_up,Nb_p_up,Nb_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,4.03698043,1.79500808,1.37925667,0.90065192,0.00178197,1.77585024,0.00000000
-5.99399700,4.01941217,1.79390798,1.38270817,0.88801692,0.00178364,1.77607016,0.00000000
-5.98799400,3.99549326,1.79086690,1.38400672,0.87501173,0.00177757,1.77324763,0.00000000
-5.98199100,3.96605682,1.78591937,1.38333827,0.86215664,0.00176389,1.76750270,0.00000000
-5.97598799,3.93189366,1.77912476,1.38086484,0.84993269,0.00174288,1.75894227,0.00000000
-5.96998499,3.89373555,1.77056663,1.37672125,0.83877241,0.00171497,1.74765620,0.00000000
-5.96398199,3.85224665,1.76035331,1.37101498,0.82905417,0.00168072,1.73371658,0.00000000
-5.95797899,3.80802288,1.74861944,1.36382900,0.82109983,0.00164086,1.71718017,0.00000000
-5.95197599,3.76159846,1.73552844,1.35522734,0.81517540,0.00159622,1.69809366,0.00000000
-5.94597299,3.71345810,1.72127511,1.34526251,0.81149434,0.00154773,1.67650122,0.00000000
-5.93996998,3.66405310,1.70608797,1.33398430,0.81022273,0.00149644,1.65245352,0.00000000
-5.93396698,3.61381910,1.69023062,1.32144895,0.81148551,0.00144345,1.62601746,0.00000000
-5.92796398,3.56319324,1.67400147,1.30772783,0.81537294,0.00138990,1.59728553,0.00000000
-5.92196098,3.51262867,1.65773114,1.29291486,0.82194657,0.00133695,1.56638399,0.00000000
-5.91595798,3.46260433,1.64177736,1.27713175,0.83124394,0.00128576,1.53347903,0.00000000
-5.90995498,3.41362874,1.62651687,1.26053074,0.84328146,0.00123744,1.49878020,0.00000000
-5.90395198,3.36623665,1.61233440,1.24329426,0.85805505,0.00119304,1.46254068,0.00000000
-5.89794897,3.32097843,1.59960897,1.22563145,0.87553857,0.00115350,1.42505417,0.00000000
-5.89194597,3.27840243,1.58869803,1.20777167,0.89567991,0.00111967,1.38664850,0.00000000
-5.88594297,3.23903133,1.57992005,1.18995539,0.91839533,0.00109224,1.34767619,0.00000000
-5.87993997,3.20333403,1.57353652,1.17242290,0.94356230,0.00107175,1.30850256,0.00000000
-5.87393697,3.17169495,1.56973447,1.15540174,0.97101181,0.00105857,1.26949205,0.00000000
-5.86793397,3.14438313,1.56861047,1.13909364,1.00052076,0.00105291,1.23099375,0.00000000
-5.86193097,3.12152342,1.57015727,1.12366185,1.03180527,0.00105476,1.19332690,0.00000000
-5.85592796,3.10307205,1.57425412,1.10921979,1.06451594,0.00106395,1.15676748,0.00000000
-5.84992496,3.08879880,1.58066148,1.09582192,1.09823541,0.00108014,1.12153660,0.00000000
-5.84392196,3.07827728,1.58902092,1.08345734,1.13247921,0.00110278,1.08779162,0.00000000
-5.83791896,3.07088467,1.59886029,1.07204685,1.16669993,0.00113119,1.05562037,0.00000000
-5.83191596,3.06581149,1.60960448,1.06144354,1.20029504,0.00116454,1.02503902,0.00000000
-5.82591296,3.06208129,1.62059125,1.05143716,1.23261835,0.00120187,0.99599366,0.00000000
-5.81990995,3.05857976,1.63109180,1.04176197,1.26299451,0.00124214,0.96836549,0.00000000
-5.81390695,3.05409190,1.64033502,1.03210779,1.29073638,0.00128422,0.94197931,0.00000000
-5.80790395,3.04734565,1.64753456,1.02213360,1.31516429,0.00132693,0.91661484,0.00000000
-5.80190095,3.03705995,1.65191754,1.01148304,1.33562645,0.00136908,0.89202024,0.00000000
-5.79589795,3.02199484,1.65275348,0.99980102,1.35151958,0.00140949,0.86792700,0.00000000
-5.78989495,3.00100127,1.64938248,0.98675059,1.36230890,0.00144702,0.84406552,0.00000000
-5.78389195,2.97306853,1.64124112,0.97202926,1.36754641,0.00148061,0.82018055,0.00000000
-5.77788894,2.93736684,1.62788543,0.95538404,1.36688679,0.00150927,0.79604573,0.00000000
-5.77188594,2.89328375,1.60900972,0.93662452,1.36010027,0.00153217,0.77147665,0.00000000
-5.76588294,2.84045267,1.58446093,0.91563351,1.34708178,0.00154858,0.74634193,0.00000000
-5.75987994,2.77877272,1.55424785,0.89237485,1.32785631,0.00155797,0.72057180,0.00000000
-5.75387694,2.70841945,1.51854536,0.86689826,1.30258009,0.00155997,0.69416422,0.00000000
-5.74787394,2.62984635,1.47769349,0.83934105,1.27153794,0.00155441,0.66718819,0.00000000
-5.74187094,2.54377766,1.43219190,0.80992694,1.23513676,0.00154130,0.63978451,0.00000000
-5.73586793,2.45119304,1.38268997,0.77896212,1.19389570,0.00152086,0.61216406,0.00000000
-5.72986493,2.35330530,1.32997342,0.74682890,1.14843358,0.00149349,0.58460384,0.00000000
-5.72386193,2.25153228,1.27494784,0.71397725,1.09945389,0.00145980,0.55744117,0.00000000
-5.71785893,2.14746423,1.21862016,0.68091481,1.04772837,0.00142054,0.53106630,0.00000000
-5.71185593,2.04282803,1.16207856,0.64819556,0.99407949,0.00137663,0.50591383,0.00000000
-5.70585293,1.93944945,1.10647163,0.61640779,0.93936268,0.00132911,0.48245329,0.00000000
-5.69984992,1.83921471,1.05298737,0.58616156,0.88444880,0.00127914,0.46117904,0.00000000
-5.69384692,1.74403241,1.00283252,0.55807605,0.83020741,0.00122794,0.44259999,0.00000000
-5.68784392,1.65579651,0.95721281,0.53276709,0.77749116,0.00117679,0.42722914,0.00000000
-5.68184092,1.57635135,0.91731412,0.51083504,0.72712185,0.00112697,0.41557319,0.00000000
-5.67583792,1.50745895,0.88428527,0.49285326,0.67987815,0.00107976,0.40812236,0.00000000
-5.66983492,1.45076922,0.85922205,0.47935723,0.63648524,0.00103639,0.40534058,0.00000000
-5.66383192,1.40779312,0.84315309,0.47083448,0.59760645,0.00099800,0.40765600,0.00000000
-5.65782891,1.37987919,0.83702714,0.46771538,0.56383677,0.00096565,0.41545204,0.00000000
-5.65182591,1.36819326,0.84170206,0.47036493,0.53569814,0.00094025,0.42905907,0.00000000
-5.64582291,1.37370159,0.85793526,0.47907552,0.51363639,0.00092259,0.44874670,0.00000000
-5.63981991,1.39715738,0.88637571,0.49406087,0.49801959,0.00091328,0.47471695,0.00000000
-5.63381691,1.43909067,0.92755724,0.51545110,0.48913757,0.00091277,0.50709834,0.00000000
-5.62781391,1.49980152,0.98189320,0.54328915,0.48720242,0.00092132,0.54594102,0.00000000
-5.62181091,1.57935666,1.04967236,0.57752854,0.49234959,0.00093901,0.59121321,0.00000000
-5.61580790,1.67758928,1.13105588,0.61803263,0.50463957,0.00096576,0.64279886,0.00000000
-5.60980490,1.79410220,1.22607528,0.66457540,0.52405972,0.00100131,0.70049683,0.00000000
-5.60380190,1.92827397,1.33463135,0.71684375,0.55052635,0.00104525,0.76402150,0.00000000
-5.59779890,2.07926799,1.45649378,0.77444147,0.58388663,0.00109704,0.83300493,0.00000000
-5.59179590,2.24604431,1.59130139,0.83689467,0.62392058,0.00115602,0.90700044,0.00000000
-5.58579290,2.42737380,1.73856282,0.90365870,0.67034287,0.00122144,0.98548768,0.00000000
-5.57978989,2.62185432,1.89765760,0.97412636,0.72280462,0.00129246,1.06787874,0.00000000
-5.57378689,2.82792862,2.06783739,1.04763727,0.78089521,0.00136824,1.15352554,0.00000000
-5.56778389,3.04390332,2.24822735,1.12348810,0.84414422,0.00144787,1.24172781,0.00000000
-5.56178089,3.26796879,2.43782768,1.20094350,0.91202369,0.00153050,1.33174186,0.00000000
-5.55577789,3.49821925,2.63551526,1.27924736,0.98395078,0.00161527,1.42278951,0.00000000
-5.54977489,3.73267292,2.84004568,1.35763416,1.05929107,0.00170137,1.51406729,0.00000000
-5.54377189,3.96929182,3.05005564,1.43534010,1.13736263,0.00178807,1.60475546,0.00000000
-5.53776888,4.20600092,3.26406631,1.51161380,1.21744091,0.00187470,1.69402686,0.00000000
-5.53176588,4.44070675,3.48048778,1.58572620,1.29876470,0.00196066,1.78105547,0.00000000
-5.52576288,4.67131508,3.69762513,1.65697968,1.38054299,0.00204543,1.86502454,0.00000000
-5.51975988,4.89574813,3.91368668,1.72471597,1.46196291,0.00212859,1.94513453,0.00000000
-5.51375688,5.11196110,4.12679472,1.78832303,1.54219855,0.00220975,2.02061065,0.00000000
-5.50775388,5.31795848,4.33499927,1.84724064,1.62042061,0.00228861,2.09071031,0.00000000
-5.50175088,5.51181024,4.53629520,1.90096487,1.69580659,0.00236488,2.15473053,0.00000000
-5.49574787,5.69166819,4.72864292,1.94905125,1.76755146,0.00243832,2.21201533,0.00000000
-5.48974487,5.85578273,4.90999280,1.99111710,1.83487844,0.00250868,2.26196331,0.00000000
-5.48374187,6.00252019,5.07831308,2.02684274,1.89704971,0.00257570,2.30403534,0.00000000
-5.47773887,6.13038079,5.23162124,2.05597209,1.95337671,0.00263910,2.33776245,0.00000000
-5.47173587,6.23801730,5.36801798,2.07831259,2.00322996,0.00269858,2.36275376,0.00000000
-5.46573287,6.32425421,5.48572348,2.09373480,2.04604804,0.00275375,2.37870438,0.00000000
-5.45972986,6.38810734,5.58311478,2.10217178,2.08134567,0.00280420,2.38540297,0.00000000
-5.45372686,6.42880340,5.65876333,2.10361843,2.10872078,0.00284947,2.38273889,0.00000000
-5.44772386,6.44579907,5.71147158,2.09813100,2.12786050,0.00288904,2.37070837,0.00000000
-5.44172086,6.43879922,5.74030728,2.08582674,2.13854602,0.00292238,2.34941968,0.00000000
-5.43571786,6.40777339,5.74463433,2.06688395,2.14065636,0.00294895,2.31909676,0.00000000
-5.42971486,6.35297001,5.72413879,2.04154229,2.13417104,0.00296819,2.28008108,0.00000000
-5.42371186,6.27492748,5.67884903,2.01010325,2.11917167,0.00297961,2.23283146,0.00000000
-5.41770885,6.17448138,5.60914893,1.97293079,2.09584253,0.00298278,2.17792165,0.00000000
-5.41170585,6.05276710,5.51578332,1.93045188,2.06446991,0.00297735,2.11603540,0.00000000
-5.40570285,5.91121698,5.39985505,1.88315661,2.02544047,0.00296313,2.04795911,0.00000000
-5.39969985,5.75155158,5.26281342,1.83159766,1.97923820,0.00294004,1.97457190,0.00000000
-5.39369685,5.57576432,5.10643374,1.77638878,1.92644019,0.00290820,1.89683324,0.00000000
-5.38769385,5.38609936,4.93278858,1.71820183,1.86771078,0.00286792,1.81576834,0.00000000
-5.38169085,5.18502239,4.74421094,1.65776227,1.80379423,0.00281970,1.73245144,0.00000000
-5.37568784,4.97518465,4.54325044,1.59584253,1.73550569,0.00276424,1.64798748,0.00000000
-5.36968484,4.75938039,4.33262349,1.53325340,1.66372045,0.00270244,1.56349224,0.00000000
-5.36368184,4.54049850,4.11515895,1.47083307,1.58936153,0.00263538,1.48007178,0.00000000
-5.35767884,4.32146939,3.89374058,1.40943404,1.51338561,0.00256429,1.39880124,0.00000000
-5.35167584,4.10520812,3.67124820,1.34990795,1.43676766,0.00249051,1.32070383,0.00000000
-5.34567284,3.89455552,3.45049910,1.29308875,1.36048444,0.00241549,1.24673035,0.00000000
-5.33966983,3.69221885,3.23419149,1.23977462,1.28549724,0.00234070,1.17773988,0.00000000
-5.33366683,3.50071380,3.02485165,1.19070918,1.21273445,0.00226761,1.11448209,0.00000000
-5.32766383,3.32230992,2.82478627,1.14656275,1.14307427,0.00219765,1.05758174,0.00000000
-5.32166083,3.15898107,2.63604129,1.10791434,1.07732827,0.00213215,1.00752578,0.00000000
-5.31565783,3.01236285,2.46036832,1.07523515,1.01622622,0.00207231,0.96465360,0.00000000
-5.30965483,2.88371855,2.29919939,1.04887444,0.96040272,0.00201917,0.92915056,0.00000000
-5.30365183,2.77391482,2.15363052,1.02904821,0.91038612,0.00197355,0.90104530,0.00000000
-5.29764882,2.68340807,2.02441419,1.01583166,0.86658996,0.00193607,0.88021085,0.00000000
-5.29164582,2.61224218,1.91196062,1.00915549,0.82930729,0.00190714,0.86636968,0.00000000
-5.28564282,2.56005748,1.81634724,1.00880669,0.79870790,0.00188693,0.85910259,0.00000000
-5.27963982,2.52611091,1.73733575,1.01443364,0.77483858,0.00187537,0.85786129,0.00000000
-5.27363682,2.50930642,1.67439570,1.02555565,0.75762621,0.00187220,0.86198435,0.00000000
-5.26763382,2.50823455,1.62673356,1.04157657,0.74688346,0.00187700,0.87071611,0.00000000
-5.26163082,2.52121974,1.59332604,1.06180191,0.74231695,0.00188916,0.88322799,0.00000000
-5.25562781,2.54637358,1.57295628,1.08545910,0.74353734,0.00190796,0.89864164,0.00000000
-5.24962481,2.58165211,1.56425194,1.11171988,0.75007107,0.00193258,0.91605308,0.00000000
-5.24362181,2.62491518,1.56572377,1.13972417,0.76137334,0.00196214,0.93455727,0.00000000
-5.23761881,2.67398580,1.57580376,1.16860449,0.77684181,0.00199575,0.95327218,0.00000000
-5.23161581,2.72670761,1.59288184,1.19750997,0.79583085,0.00203249,0.97136169,0.00000000
-5.22561281,2.78099877,1.61534054,1.22562926,0.81766576,0.00207150,0.98805656,0.00000000
-5.21960980,2.83490053,1.64158691,1.25221143,0.84165681,0.00211193,1.00267288,0.00000000
-5.21360680,2.88661958,1.67008131,1.27658429,0.86711276,0.00215303,1.01462742,0.00000000
-5.20760380,2.93456297,1.69936287,1.29816958,0.89335365,0.00219411,1.02344952,0.00000000
-5.20160080,2.97736513,1.72807137,1.31649465,0.91972266,0.00223455,1.02878921,0.00000000
-5.19559780,3.01390677,1.75496572,1.33120046,0.94559697,0.00227384,1.03042151,0.00000000
-5.18959480,3.04332564,1.77893878,1.34204577,0.97039728,0.00231155,1.02824683,0.00000000
-5.18359180,3.06501956,1.79902892,1.34890772,0.99359616,0.00234733,1.02228785,0.00000000
-5.17758879,3.07864214,1.81442823,1.35177889,1.01472482,0.00238094,1.01268297,0.00000000
-5.17158579,3.08409213,1.82448761,1.35076132,1.03337851,0.00241222,0.99967688,0.00000000
-5.16558279,3.08149715,1.82871881,1.34605783,1.04922031,0.00244108,0.98360876,0.00000000
-5.15957979,3.07119283,1.82679359,1.33796105,1.06198331,0.00246752,0.96489854,0.00000000
-5.15357679,3.05369828,1.81854011,1.32684086,1.07147121,0.00249164,0.94403187,0.00000000
-5.14757379,3.02968906,1.80393664,1.31313050,1.07755734,0.00251361,0.92154439,0.00000000
-5.14157079,2.99996835,1.78310286,1.29731213,1.08018225,0.00253366,0.89800564,0.00000000
-5.13556778,2.96543747,1.75628881,1.27990199,1.07934987,0.00255215,0.87400331,0.00000000
-5.12956478,2.92706624,1.72386179,1.26143577,1.07512252,0.00256946,0.85012798,0.00000000
-5.12356178,2.88586422,1.68629163,1.24245451,1.06761503,0.00258609,0.82695884,0.00000000
-5.11755878,2.84285304,1.64413442,1.22349123,1.05698810,0.00260258,0.80505046,0.00000000
-5.11155578,2.79904062,1.59801538,1.20505851,1.04344130,0.00261952,0.78492085,0.00000000
-5.10555278,2.75539741,1.54861126,1.18763735,1.02720600,0.00263754,0.76704087,0.00000000
-5.09954977,2.71283518,1.49663265,1.17166713,1.00853846,0.00265731,0.75182494,0.00000000
-5.09354677,2.67218834,1.44280690,1.15753709,0.98771353,0.00267947,0.73962315,0.00000000
-5.08754377,2.63419823,1.38786205,1.14557905,0.96501896,0.00270466,0.73071472,0.00000000
-5.08154077,2.59950029,1.33251225,1.13606165,0.94075068,0.00273343,0.72530275,0.00000000
-5.07553777,2.56861437,1.27744506,1.12918611,0.91520916,0.00276630,0.72351035,0.00000000
-5.06953477,2.54193821,1.22331106,1.12508344,0.88869680,0.00280364,0.72537811,0.00000000
-5.06353177,2.51974422,1.17071586,1.12381332,0.86151642,0.00284569,0.73086313,0.00000000
-5.05752876,2.50217961,1.12021473,1.12536464,0.83397072,0.00289255,0.73983952,0.00000000
-5.05152576,2.48927001,1.07230975,1.12965777,0.80636254,0.00294412,0.75210077,0.00000000
-5.04552276,2.48092651,1.02744955,1.13654875,0.77899576,0.00300011,0.76736391,0.00000000
-5.03951976,2.47695627,0.98603117,1.14583534,0.75217655,0.00306005,0.78527575,0.00000000
-5.03351676,2.47707653,0.94840397,1.15726500,0.72621473,0.00312327,0.80542127,0.00000000
-5.02751376,2.48093190,0.91487497,1.17054483,0.70142499,0.00318890,0.82733421,0.00000000
-5.02151076,2.48811464,0.88571535,1.18535327,0.67812770,0.00325594,0.85050982,0.00000000
-5.01550775,2.49818749,0.86116752,1.20135341,0.65664899,0.00332322,0.87441961,0.00000000
-5.00950475,2.51070845,0.84145227,1.21820757,0.63732012,0.00338951,0.89852789,0.00000000
-5.00350175,2.52525674,0.82677551,1.23559276,0.62047565,0.00345353,0.92230962,0.00000000
-4.99749875,2.54145896,0.81733420,1.25321644,0.60645068,0.00351399,0.94526907,0.00000000
-4.99149575,2.55901440,0.81332095,1.27083194,0.59557670,0.00356968,0.96695869,0.00000000
-4.98549275,2.57771832,0.81492717,1.28825285,0.58817638,0.00361952,0.98699728,0.00000000
-4.97948974,2.59748190,0.82234436,1.30536556,0.58455719,0.00366258,1.00508696,0.00000000
-4.97348674,2.61834774,0.83576357,1.32213932,0.58500393,0.00369818,1.02102771,0.00000000
-4.96748374,2.64049978,0.85537312,1.33863299,0.58977056,0.00372592,1.03472903,0.00000000
