energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.00506240,0.46134526,0.00340252,0.28521624,0.00000000,0.17718055,0.23633188
-5.99399700,1.03907448,0.47413742,0.00349262,0.29890691,0.00000000,0.18729332,0.24467479
-5.98799400,1.06987715,0.48481975,0.00356619,0.31259032,0.00000000,0.19772808,0.25235083
-5.98199100,1.09765036,0.49341073,0.00362324,0.32640555,0.00000000,0.20859177,0.25941479
-5.97598799,1.12270498,0.49999184,0.00366428,0.34052393,0.00000000,0.22000654,0.26595300
-5.96998499,1.14547083,0.50470393,0.00369025,0.35514274,0.00000000,0.23210457,0.27208032
-5.96398199,1.16647784,0.50774087,0.00370248,0.37047671,0.00000000,0.24502164,0.27793554
-5.95797899,1.18633128,0.50934041,0.00370267,0.38674763,0.00000000,0.25888945,0.28367525
-5.95197599,1.20568170,0.50977299,0.00369273,0.40417235,0.00000000,0.27382721,0.28946645
-5.94597299,1.22519118,0.50932860,0.00367479,0.42294970,0.00000000,0.28993266,0.29547820
-5.93996998,1.24549728,0.50830273,0.00365101,0.44324697,0.00000000,0.30727308,0.30187270
-5.93396698,1.26717665,0.50698187,0.00362353,0.46518655,0.00000000,0.32587675,0.30879619
-5.92796398,1.29071000,0.50562941,0.00359435,0.48883349,0.00000000,0.34572537,0.31637018
-5.92196098,1.31645058,0.50447262,0.00356524,0.51418466,0.00000000,0.36674786,0.32468344
-5.91595798,1.34459779,0.50369154,0.00353767,0.54116026,0.00000000,0.38881611,0.33378519
-5.90995498,1.37517751,0.50341023,0.00351274,0.56959818,0.00000000,0.41174302,0.34367994
-5.90395198,1.40803049,0.50369093,0.00349116,0.59925181,0.00000000,0.43528308,0.35432423
-5.89794897,1.44280959,0.50453150,0.00347316,0.62979152,0.00000000,0.45913574,0.36562553
-5.89194597,1.47898628,0.50586619,0.00345861,0.66081010,0.00000000,0.48295152,0.37744351
-5.88594297,1.51586641,0.50756971,0.00344692,0.69183195,0.00000000,0.50634080,0.38959352
-5.87993997,1.55261449,0.50946453,0.00343720,0.72232594,0.00000000,0.52888506,0.40185233
-5.87393697,1.58828563,0.51133073,0.00342824,0.75172139,0.00000000,0.55015003,0.41396590
-5.86793397,1.62186360,0.51291817,0.00341866,0.77942659,0.00000000,0.56970036,0.42565866
-5.86193097,1.65230310,0.51396009,0.00340695,0.80484905,0.00000000,0.58711511,0.43664416
-5.85592796,1.67857442,0.51418757,0.00339158,0.82741669,0.00000000,0.60200332,0.44663639
-5.84992496,1.69970808,0.51334395,0.00337113,0.84659888,0.00000000,0.61401907,0.45536134
-5.84392196,1.71483748,0.51119857,0.00334432,0.86192643,0.00000000,0.62287508,0.46256822
-5.83791896,1.72323730,0.50755908,0.00331013,0.87300965,0.00000000,0.62835448,0.46803983
-5.83191596,1.72435596,0.50228172,0.00326788,0.87955352,0.00000000,0.63031991,0.47160161
-5.82591296,1.71784054,0.49527901,0.00321721,0.88136941,0.00000000,0.62871963,0.47312886
-5.81990995,1.70355305,0.48652470,0.00315818,0.87838270,0.00000000,0.62359034,0.47255200
-5.81390695,1.68157747,0.47605552,0.00309123,0.87063602,0.00000000,0.61505655,0.46985939
-5.80790395,1.65221726,0.46397003,0.00301719,0.85828804,0.00000000,0.60332649,0.46509787
-5.80190095,1.61598383,0.45042444,0.00293722,0.84160794,0.00000000,0.58868492,0.45837085
-5.79589795,1.57357656,0.43562586,0.00285280,0.82096573,0.00000000,0.57148305,0.44983417
-5.78989495,1.52585567,0.41982337,0.00276561,0.79681924,0.00000000,0.55212612,0.43968995
-5.78389195,1.47380943,0.40329735,0.00267751,0.76969817,0.00000000,0.53105929,0.42817885
-5.77788894,1.41851735,0.38634782,0.00259043,0.74018616,0.00000000,0.50875254,0.41557098
-5.77188594,1.36111126,0.36928215,0.00250627,0.70890173,0.00000000,0.48568511,0.40215611
-5.76588294,1.30273618,0.35240306,0.00242688,0.67647889,0.00000000,0.46233044,0.38823348
-5.75987994,1.24451276,0.33599716,0.00235392,0.64354840,0.00000000,0.43914206,0.37410189
-5.75387694,1.18750294,0.32032486,0.00228888,0.61072032,0.00000000,0.41654107,0.36005027
-5.74787394,1.13268011,0.30561180,0.00223294,0.57856867,0.00000000,0.39490578,0.34634939
-5.74187094,1.08090506,0.29204232,0.00218702,0.54761854,0.00000000,0.37456369,0.33324480
-5.73586793,1.03290819,0.27975507,0.00215171,0.51833621,0.00000000,0.35578615,0.32095138
-5.72986493,0.98927856,0.26884091,0.00212730,0.49112228,0.00000000,0.33878581,0.30964959
-5.72386193,0.95045954,0.25934303,0.00211379,0.46630793,0.00000000,0.32371662,0.29948349
-5.71785893,0.91675094,0.25125916,0.00211091,0.44415416,0.00000000,0.31067636,0.29056043
-5.71185593,0.88831673,0.24454571,0.00211820,0.42485364,0.00000000,0.29971139,0.28295229
-5.70585293,0.86519760,0.23912342,0.00213500,0.40853487,0.00000000,0.29082305,0.27669814
-5.69984992,0.84732718,0.23488425,0.00216055,0.39526802,0.00000000,0.28397552,0.27180786
-5.69384692,0.83455070,0.23169898,0.00219404,0.38507208,0.00000000,0.27910438,0.26826659
-5.68784392,0.82664490,0.22942530,0.00223468,0.37792263,0.00000000,0.27612552,0.26603955
-5.68184092,0.82333797,0.22791568,0.00228172,0.37375977,0.00000000,0.27494386,0.26507700
-5.67583792,0.82432833,0.22702499,0.00233450,0.37249564,0.00000000,0.27546133,0.26531890
-5.66983492,0.82930143,0.22661710,0.00239252,0.37402133,0.00000000,0.27758380,0.26669914
-5.66383192,0.83794366,0.22657058,0.00245544,0.37821259,0.00000000,0.28122662,0.26914904
-5.65782891,0.84995307,0.22678297,0.00252307,0.38493437,0.00000000,0.28631840,0.27259997
-5.65182591,0.86504636,0.22717369,0.00259539,0.39404399,0.00000000,0.29280309,0.27698506
